global_step,_step,losses/clipfrac,losses/approx_kl,losses/old_approx_kl,charts/learning_rate,losses/policy_loss,charts/episodic_length,_runtime,charts/SPS,losses/value_loss,charts/episodic_return,losses/explained_variance,_timestamp,losses/entropy
468352,4796,0.0,5.37186861038208e-06,-0.0006310958415269852,1.9047618479817174e-05,0.0013808626681566238,,629.3065059185028,776.0,356.7350769042969,,3.9517879486083984e-05,1763260660.006816,0.529832661151886
468736,4799,0.0,2.842675894498825e-05,-0.000444524921476841,1.8817203454091214e-05,-0.0020097270607948303,,629.6652173995972,776.0,0.0008436564821749926,,0.18154454231262207,1763260660.3655274,0.5796605944633484
469376,4806,0.0,4.7404319047927856e-07,-0.0001569325104355812,1.8433180230204016e-05,1.1329539120197296e-05,,630.2904329299927,776.0,261.5827331542969,,3.814697265625e-05,1763260660.990743,0.583321213722229
469760,4809,0.0,4.8317015171051025e-06,0.0003400202840566635,1.8202765204478055e-05,3.232806921005249e-05,,630.6243848800659,777.0,0.0007814547279849648,,0.15667372941970825,1763260661.3246949,0.6131459474563599
470144,4813,0.0,5.950219929218292e-06,-0.0010286187753081322,1.7972350178752095e-05,-0.00016278773546218872,,631.0758602619171,777.0,0.000914505566470325,,0.23076939582824707,1763260661.7761703,0.5350091457366943
473984,4851,0.0,8.725561201572418e-06,0.0011904509738087654,1.5668203559471294e-05,-0.00035558268427848816,,634.7508091926575,778.0,0.0017086211591959,,-0.23402142524719238,1763260665.4511192,0.5570245981216431
474112,4852,0.0,2.3478642106056213e-06,-6.845500320196152e-05,1.5591398550895974e-05,-0.0005503743886947632,,634.8623521327972,778.0,0.0011239033192396164,,-0.9201091527938843,1763260665.5626621,0.5954648852348328
474829,4859,,,,,,500.0,635.5156290531158,,,500.0,,1763260666.215939,
475648,4867,0.0,8.889473974704742e-06,-0.0005214707925915718,1.4669738447992131e-05,-0.0010984577238559723,,636.3116331100464,779.0,0.0010666507296264172,,0.09026354551315308,1763260667.011943,0.5724275708198547
475776,4868,0.0,8.298084139823914e-07,-0.0003600316122174263,1.4592934348911513e-05,-0.0003100186586380005,,636.465334892273,779.0,0.0010189595632255077,,0.22316116094589233,1763260667.165645,0.6140204668045044
476329,4874,,,,,,500.0,636.9644982814789,,,500.0,,1763260667.6648083,
476800,4878,0.0,1.8673017621040344e-06,-0.0002474905923008919,1.397849428030895e-05,-9.046122431755066e-05,,637.4233903884888,779.0,0.0010153517359867692,,-0.022687077522277832,1763260668.1237004,0.5964031219482422
477184,4882,0.0,1.167692244052887e-05,0.0017068758606910706,1.3748080164077692e-05,0.0006183721125125885,,637.7960338592529,780.0,0.0010839976603165269,,-0.1857846975326538,1763260668.4963439,0.5829987525939941
480512,4915,0.0,8.242204785346985e-07,-7.492583245038986e-05,1.1751151760108769e-05,0.00016799569129943848,,641.0665149688721,781.0,0.001373708015307784,,0.012055575847625732,1763260671.766825,0.5628607869148254
481024,4920,0.0,1.3373792171478271e-06,-0.00012527219951152802,1.144393263530219e-05,-5.532056093215942e-06,,641.5473554134369,781.0,0.0014948553871363401,,-0.05438888072967529,1763260672.2476654,0.5385779142379761
482304,4932,0.0,9.564682841300964e-07,0.00011906493455171585,1.0675883459043689e-05,-9.964220225811005e-05,,642.7836563587189,782.0,0.0009970217943191528,,0.012005090713500977,1763260673.4839664,0.5852105021476746
482329,4933,,,,,,500.0,642.8012509346008,,,500.0,,1763260673.501561,
482944,4939,0.0,1.3224780559539795e-07,-2.913735806941986e-05,1.0291858416167088e-05,0.0001545250415802002,,643.4267644882202,782.0,216.421875,,-7.510185241699219e-06,1763260674.1270745,0.580479085445404
483712,4946,0.0,5.746260285377502e-07,-8.391309529542923e-05,9.831029274209868e-06,0.00014319270849227905,,644.152419090271,782.0,0.0010784611804410815,,-0.3376513719558716,1763260674.852729,0.5641164779663086
484352,4953,0.0,4.973262548446655e-07,-9.348243474960327e-05,9.447004231333267e-06,0.0002967268228530884,,644.7180879116058,782.0,219.73927307128906,,4.225969314575195e-05,1763260675.418398,0.5789035558700562
484864,4958,0.0,2.905726432800293e-07,1.4688819646835327e-05,9.139785106526688e-06,-1.96211040019989e-05,,645.2118351459503,783.0,98.70103454589844,,-8.52346420288086e-05,1763260675.9121451,0.5627386569976807
485376,4963,0.0,2.0023435354232788e-07,0.00018547940999269485,8.832565072225407e-06,-0.00011510401964187622,,645.6630647182465,783.0,391.224609375,,2.6941299438476562e-05,1763260676.3633747,0.6126649379730225
486272,4971,0.0,9.406358003616333e-08,0.0001814207062125206,8.294930921692867e-06,-1.5245750546455383e-05,,646.4806234836578,783.0,0.0010867586825042963,,-0.15342259407043457,1763260677.1809335,0.6162604689598083
486329,4972,,,,,,500.0,646.5011827945709,,,500.0,,1763260677.2014928,
486912,4978,0.0,6.891787052154541e-08,-6.69136643409729e-05,7.910905878816266e-06,8.476153016090393e-05,,647.0424807071686,784.0,192.9677734375,,1.3709068298339844e-05,1763260677.7427907,0.5828018188476562
487296,4981,0.0,1.2777745723724365e-06,-0.0005271788686513901,7.680491762585007e-06,-0.000518549233675003,,647.4183382987976,784.0,0.0011559133417904377,,-0.3951669931411743,1763260678.1186483,0.5460167527198792
488064,4989,0.0,3.0081719160079956e-07,8.539948612451553e-05,7.219662165880436e-06,-5.4094940423965454e-05,,648.0870311260223,784.0,0.0013570314040407538,,0.14378851652145386,1763260678.787341,0.5773228406906128
488576,4994,0.0,2.5704503059387207e-07,-8.941441774368286e-05,6.912442586326506e-06,-7.686950266361237e-05,,648.5685470104218,784.0,0.0013844232307747006,,-0.01850295066833496,1763260679.268857,0.602452278137207
489984,5008,0.0,1.909211277961731e-07,3.6767683923244476e-05,6.067588401492685e-06,6.705522537231445e-05,,649.8339557647705,785.0,0.0014118141261860728,,-0.1270989179611206,1763260680.5342658,0.5911192893981934
490496,5013,0.0,4.3585896492004395e-07,3.04393470287323e-05,5.760368821938755e-06,-8.333101868629456e-05,,650.3189945220947,785.0,0.0014020029921084642,,-0.043380141258239746,1763260681.0193045,0.5473852753639221
490752,5015,0.0,5.392357707023621e-07,-0.0003495393320918083,5.6067588047881145e-06,4.843622446060181e-05,,650.5429804325104,785.0,0.0010590694146230817,,0.06103414297103882,1763260681.2432904,0.6081384420394897
493184,5039,0.0,5.029141902923584e-08,4.603341221809387e-05,4.147465460846433e-06,1.0948628187179565e-05,,652.7406535148621,787.0,0.0012069918448105454,,-0.018787503242492676,1763260683.4409635,0.5870282649993896
496384,5071,0.0,1.5832483768463135e-08,-2.1513551473617554e-07,2.2273425202001818e-06,-4.857778549194336e-06,,655.6479604244232,788.0,100.75597381591797,,3.814697265625e-06,1763260686.3482704,0.5934039950370789
