global_step,_step,losses/clipfrac,losses/approx_kl,losses/old_approx_kl,charts/learning_rate,losses/policy_loss,charts/episodic_length,_runtime,charts/SPS,losses/value_loss,charts/episodic_return,losses/explained_variance,_timestamp,losses/entropy
157184,1732,0.0,0.0007790112867951393,0.005201793275773525,0.00020576037059072405,-0.008440487086772919,,283.26707553863525,611.0,9.037838026415557e-05,,-0.17366814613342285,1763260313.9673855,0.3642091751098633
158592,1745,0.0,0.0004491368308663368,0.00896503310650587,0.00020491551549639553,0.0027794726192951202,,284.77126240730286,613.0,0.0003031836822628975,,0.08093148469924927,1763260315.4715724,0.4238646924495697
159360,1753,0.0,0.0002918113023042679,0.0011760089546442032,0.0002044546854449436,-0.0034883487969636917,,285.65932631492615,613.0,0.004080981947481632,,0.1465854048728943,1763260316.3596363,0.4527492821216583
159488,1754,0.0,0.0011607576161623001,-0.008030036464333534,0.0002043778804363683,-0.013401027768850327,,285.77448892593384,614.0,0.00017824045789893717,,-0.04462289810180664,1763260316.474799,0.44361159205436707
160640,1765,0.013671875,0.003420904278755188,-0.010434988886117935,0.0002036866353591904,-0.0005210693925619125,,287.03218817710876,615.0,0.00016618240624666214,,0.14261257648468018,1763260317.7324982,0.4215599298477173
160896,1768,0.0,8.610635995864868e-05,0.0009377896785736084,0.00020353302534203976,-0.0018144883215427399,,287.2997987270355,616.0,0.00363583373837173,,0.02225673198699951,1763260318.0001087,0.5174640417098999
161792,1777,0.0,0.00016758404672145844,0.0034610293805599213,0.00020299539028201252,0.0036515407264232635,,288.2484288215637,617.0,114.73131561279297,,0.0009920001029968262,1763260318.9487388,0.4524216651916504
166016,1818,0.0,0.0013797208666801453,-0.01125125028192997,0.00020046082499902695,-0.006817284971475601,,292.938702583313,622.0,0.00038849670090712607,,-0.11832094192504883,1763260323.6390126,0.4542154371738434
166528,1823,0.0,0.0003644851967692375,-0.005242596380412579,0.00020015360496472567,0.004348419606685638,,293.50066781044006,622.0,0.0002566495386417955,,-0.20657944679260254,1763260324.2009778,0.4681076407432556
169344,1851,0.0,0.0002640634775161743,0.005875421687960625,0.00019846389477606863,-0.005965038202702999,,296.594872713089,626.0,0.0032972064800560474,,0.050663888454437256,1763260327.2951827,0.5256550908088684
169856,1856,0.0,0.0001590624451637268,0.002517491579055786,0.00019815668929368258,-0.006450338289141655,,297.4859058856964,625.0,0.004392856266349554,,0.131028950214386,1763260328.1862159,0.45099973678588867
171136,1868,0.00390625,0.0032830042764544487,0.007344990037381649,0.00019738863920792937,-0.016574017703533173,,299.58467078208923,625.0,5.95282472204417e-05,,-0.0031358003616333008,1763260330.2849808,0.5538462400436401
171648,1873,0.0,0.0001578759402036667,0.001246824860572815,0.0001970814191736281,-0.0018966495990753174,,300.4455840587616,625.0,7.243330765049905e-05,,-0.06895434856414795,1763260331.145894,0.5519830584526062
172032,1877,0.0,0.0002925591543316841,-0.0035300543531775475,0.00019685100414790213,0.0008095055818557739,,301.09417247772217,625.0,0.00034101257915608585,,-0.25706803798675537,1763260331.7944825,0.544414758682251
172928,1886,0.00390625,0.0018524564802646637,-0.005262585356831551,0.0001963133690878749,0.005371141247451305,,302.61453223228455,625.0,0.005358188413083553,,0.3411746025085449,1763260333.3148422,0.483964204788208
173824,1895,0.0,0.0007362924516201019,0.008116660639643669,0.00019577573402784765,-0.003015425056219101,,304.14543294906616,625.0,94.81135559082031,,-7.271766662597656e-06,1763260334.845743,0.5578163266181946
174644,1903,,,,,,500.0,305.43029022216797,,,500.0,,1763260336.1306002,
174976,1906,0.00390625,0.0025557084009051323,-0.0049027325585484505,0.00019508448895066977,-0.0004047024995088577,,306.02474212646484,625.0,0.00019781009177677333,,-0.8103537559509277,1763260336.725052,0.5323894619941711
176128,1918,0.0,0.00015921425074338913,0.0024625686928629875,0.00019439324387349188,-0.007259484380483627,,307.5213453769684,625.0,0.0017543003195896745,,-0.23114502429962158,1763260338.2216554,0.5259056091308594
176380,1920,,,,,,500.0,307.7074110507965,,,500.0,,1763260338.407721,
178880,1945,,,,,,500.0,311.53831911087036,,,500.0,,1763260342.238629,
180352,1959,0.0,0.0002705669030547142,0.0009984122589230537,0.00019185867859050632,-0.00040260888636112213,,313.34749579429626,627.0,0.00010719844431150705,,-0.31642305850982666,1763260344.0478058,0.5158560276031494
181686,1973,,,,,,306.0,314.7127034664154,,,306.0,,1763260345.4130135,
182912,1985,0.0,0.0007852260023355484,-0.010484954342246056,0.0001903225784189999,0.009095247834920883,,315.99522829055786,630.0,0.004020638298243284,,-3.0700998306274414,1763260346.6955383,0.48809516429901123
183552,1991,0.0,0.0002079363912343979,-0.0035152826458215714,0.0001899385533761233,-0.0043358877301216125,,316.62665033340454,631.0,0.0010191090404987335,,0.5525994896888733,1763260347.3269603,0.5190076231956482
184686,2002,,,,,,500.0,317.71516847610474,,,500.0,,1763260348.4154785,
185186,2007,,,,,,500.0,318.2715654373169,,,500.0,,1763260348.9718754,
186112,2016,0.0,0.000993957743048668,0.004103129729628563,0.0001884024532046169,0.009687699377536774,,319.4533426761627,634.0,9.284047700930387e-05,,-0.8662427663803101,1763260350.1536527,0.5530092716217041
186368,2019,0.0,5.301646888256073e-05,0.0015859268605709076,0.00018824884318746626,0.00013203173875808716,,319.91247844696045,634.0,0.0033504501916468143,,-0.018901944160461426,1763260350.6127884,0.5610032081604004
186880,2024,0.0,6.813369691371918e-05,0.00026762671768665314,0.00018794162315316498,-0.005898028612136841,,320.71759700775146,634.0,0.002881021471694112,,-0.26760196685791016,1763260351.417907,0.5416719317436218
187186,2027,,,,,,500.0,321.1319990158081,,,500.0,,1763260351.832309,
187392,2029,0.0,0.00013093091547489166,-0.0036010444164276123,0.0001876344031188637,0.0019954144954681396,,321.5179853439331,634.0,0.002556637628003955,,-0.12559807300567627,1763260352.2182953,0.5487607717514038
187904,2034,0.0,3.346242010593414e-05,0.0017612222582101822,0.00018732718308456242,0.0004828721284866333,,322.3161268234253,634.0,0.002838411834090948,,-0.19434165954589844,1763260353.0164368,0.5813150405883789
189056,2045,0.0,0.0005445694550871849,0.002192503772675991,0.00018663593800738454,0.006613340228796005,,324.050430059433,634.0,0.0002118597913067788,,0.028311610221862793,1763260354.75074,0.5162396430969238
189686,2051,,,,,,500.0,324.91920018196106,,,500.0,,1763260355.6195102,
189696,2052,0.0,2.4461187422275543e-05,0.00038874056190252304,0.00018625191296450794,-0.000654369592666626,,325.10452818870544,634.0,314.1736755371094,,-0.0002856254577636719,1763260355.8048382,0.5098764300346375
191616,2070,0.029296875,0.0035507148131728172,0.04995995759963989,0.00018509985238779336,-0.013742317445576191,,327.7761080265045,635.0,0.00018222136714030057,,-0.8463358879089355,1763260358.476418,0.46904629468917847
192186,2076,,,,,,500.0,328.3634855747223,,,500.0,,1763260359.0637956,
193920,2093,0.0,0.0003300206735730171,-0.006966930814087391,0.0001837173622334376,-0.0012756586074829102,,330.19175243377686,637.0,0.0030298063065856695,,-0.09262025356292725,1763260360.8920624,0.5930255651473999
194048,2094,0.0,0.00027999188750982285,-0.006205410696566105,0.00018364055722486228,-0.006155073642730713,,330.3069999217987,637.0,0.00034743465948849916,,-0.10462832450866699,1763260361.00731,0.5866997241973877
196352,2117,0.0,0.0007086554542183876,0.00625134352594614,0.0001822580670705065,-0.009560294449329376,,333.6309971809387,638.0,0.004015937447547913,,-0.1320028305053711,1763260364.3313072,0.5824740529060364
198528,2141,0.0,0.0009687980636954308,-0.005012386478483677,0.00018095238192472607,-0.008059397339820862,,336.99782705307007,638.0,266.24822998046875,,0.0006671547889709473,1763260367.698137,0.537011981010437
199040,2146,0.0,0.001843825913965702,0.009237614460289478,0.0001806451618904248,0.0019238144159317017,,337.5609836578369,639.0,0.0005697321612387896,,-0.5867197513580322,1763260368.2612936,0.5411757230758667
199168,2147,0.0,0.000120529904961586,0.00040118955075740814,0.00018056835688184947,-0.00040040910243988037,,337.6713457107544,639.0,0.00045056059025228024,,0.029787182807922363,1763260368.3716557,0.5881204009056091
199231,2148,,,,,,500.0,337.698194026947,,,500.0,,1763260368.398504,
199936,2155,0.0,0.0002500256523489952,-0.004747231490910053,0.00018010752683039755,0.0003310292959213257,,338.515163898468,639.0,0.00654269102960825,,-1.4489185810089111,1763260369.215474,0.5527753233909607
201728,2172,0.0,2.1134503185749054e-05,0.0005991579964756966,0.00017903225671034306,0.0012502986937761307,,340.416362285614,641.0,0.00011425909906392917,,-0.1087421178817749,1763260371.1166723,0.5297987461090088
202959,2185,,,,,,500.0,341.7028887271881,,,500.0,,1763260372.4031987,
203648,2192,0.0,0.00012636464089155197,0.0014469893649220467,0.00017788018158171326,0.00019003450870513916,,342.46513843536377,643.0,0.003065662458539009,,-0.33727145195007324,1763260373.1654484,0.5829619765281677
204288,2198,0.0,0.0005134483799338341,0.0012279665097594261,0.00017749615653883666,-0.009654618799686432,,343.1794283390045,644.0,0.0002106190222548321,,-0.5218455791473389,1763260373.8797383,0.5599080920219421
204416,2199,0.0,0.00015704520046710968,-0.0015395376831293106,0.00017741935153026134,0.0014766007661819458,,343.30763030052185,644.0,8.146151958499104e-05,,0.07481062412261963,1763260374.0079403,0.5284217000007629
205568,2211,0.0,0.00015890132635831833,0.001272709108889103,0.00017672810645308346,-0.0007510818541049957,,344.49902844429016,645.0,362.8005065917969,,-3.0279159545898438e-05,1763260375.1993384,0.4963216185569763
205952,2214,0.0,0.0001574186608195305,-0.0017195167019963264,0.0001764976914273575,0.0017072930932044983,,344.8884963989258,646.0,0.00010649826435837895,,0.02275758981704712,1763260375.5888064,0.5028485059738159
206464,2220,0.0,6.187427788972855e-05,0.002423354424536228,0.00017619047139305621,-0.0012648850679397583,,345.7436957359314,645.0,529.0220947265625,,7.331371307373047e-05,1763260376.4440057,0.4432224929332733
206848,2223,0.0,0.0003070654347538948,0.0010924236848950386,0.00017596005636733025,-0.014250651001930237,,346.3029363155365,646.0,0.00013731291983276606,,0.14574140310287476,1763260377.0032463,0.4370620548725128
206976,2225,0.0,0.00022148434072732925,0.006209325976669788,0.00017588325135875493,-0.012196585536003113,,346.5228955745697,645.0,193.96652221679688,,-0.00010144710540771484,1763260377.2232056,0.5228888988494873
207104,2226,0.0,5.708448588848114e-05,-0.0011504832655191422,0.0001758064463501796,0.0011669211089611053,,346.6890916824341,646.0,0.003517011646181345,,0.007288753986358643,1763260377.3894017,0.4599969983100891
207232,2227,0.0,0.0011622346937656403,0.013810189440846443,0.0001757296413416043,-0.011906169354915619,,346.87382531166077,646.0,0.0001827236992539838,,0.08979791402816772,1763260377.5741353,0.4835360050201416
207616,2231,0.0,4.5122578740119934e-05,0.0007338300347328186,0.00017549922631587833,-0.0016398988664150238,,347.52253222465515,645.0,0.004293919540941715,,0.1461276412010193,1763260378.2228422,0.464379221200943
208000,2235,0.0,0.00011500529944896698,0.002512691542506218,0.00017526881129015237,-0.007578812539577484,,348.05491065979004,646.0,292.4656677246094,,-4.112720489501953e-05,1763260378.7552207,0.5117848515510559
208640,2241,0.0,0.00016604922711849213,0.004739059135317802,0.00017488478624727577,-0.002810142934322357,,348.8770079612732,646.0,0.004612905438989401,,-0.16328871250152588,1763260379.577318,0.5374371409416199
209408,2248,0.005859375,0.0023886123672127724,-0.007594249211251736,0.00017442395619582385,0.0010137520730495453,,349.7543685436249,647.0,4.7514586185570806e-05,,-0.1495041847229004,1763260380.4546785,0.4934437870979309
209536,2250,0.0,0.00034654513001441956,-0.00463838130235672,0.00017434715118724853,-0.004384027794003487,,349.876394033432,647.0,126.50852966308594,,-5.888938903808594e-05,1763260380.576704,0.5080430507659912
209920,2253,0.0,0.00024025794118642807,-0.0029226476326584816,0.0001741167507134378,0.0006788671016693115,,350.2555272579193,647.0,0.00017185752221848816,,-0.009318828582763672,1763260380.9558372,0.5092437267303467
211840,2272,0.0,0.0003956947475671768,-0.002401646226644516,0.000172964675584808,0.0006165150552988052,,352.8434157371521,648.0,9.746118303155527e-05,,0.1574830412864685,1763260383.5437257,0.4764854907989502
212608,2280,0.0,5.705002695322037e-05,-0.0008513713255524635,0.00017250384553335607,-0.0017222762107849121,,354.08532762527466,648.0,0.003840058110654354,,-0.04929780960083008,1763260384.7856376,0.5774633288383484
214144,2295,0.0,0.0001969737932085991,0.0011452184990048409,0.00017158218543045223,-0.004045650362968445,,356.47941541671753,648.0,0.0034194241743534803,,0.17325061559677124,1763260387.1797254,0.5035548210144043
214459,2298,,,,,,500.0,356.87925934791565,,,500.0,,1763260387.5795693,
215680,2310,0.0,3.869272768497467e-05,0.001539912074804306,0.00017066052532754838,-0.0005337372422218323,,358.73428559303284,648.0,0.0033372053876519203,,-0.3066364526748657,1763260389.4345956,0.534354567527771
215936,2312,0.0,0.0003897137939929962,-0.013727892190217972,0.00017050691531039774,0.00035928189754486084,,358.97573924064636,648.0,8.824581891531125e-05,,0.27901095151901245,1763260389.6760492,0.5560356378555298
216459,2318,,,,,,500.0,359.5209822654724,,,500.0,,1763260390.2212923,
216959,2322,,,,,,500.0,359.9472210407257,,,500.0,,1763260390.647531,
217088,2324,0.0,0.0004119817167520523,-0.002859989181160927,0.00016981567023321986,-0.008735399693250656,,360.1926739215851,649.0,0.0042641363106667995,,-0.23151099681854248,1763260390.892984,0.4996928870677948
217600,2329,0.0,0.0007588351145386696,0.01135652232915163,0.00016950845019891858,-0.010626232251524925,,360.7087473869324,650.0,0.0044011990539729595,,-0.06878113746643066,1763260391.4090574,0.5493513345718384
218624,2339,0.0,0.0004509827122092247,0.00126564409583807,0.00016889401013031602,-0.0026907864958047867,,361.71268796920776,651.0,0.003099869703873992,,-0.12944519519805908,1763260392.412998,0.4713100790977478
219008,2343,0.0,5.1905401051044464e-05,-9.171944111585617e-05,0.00016866359510459006,0.00037833303213119507,,362.0932939052582,651.0,96.76629638671875,,-7.987022399902344e-05,1763260392.793604,0.5465092658996582
219520,2348,0.0,0.0012362422421574593,0.0019509559497237206,0.00016835637507028878,-0.005486641079187393,,362.8367621898651,651.0,118.11064910888672,,-8.320808410644531e-05,1763260393.5370722,0.5854974389076233
220160,2354,0.0,0.00018783565610647202,0.0041413092985749245,0.00016797235002741218,-0.0028776489198207855,,363.8583953380585,651.0,0.004685951862484217,,-0.039214134216308594,1763260394.5587053,0.5830469131469727
221056,2363,0.0,0.00024084094911813736,-0.0028462884947657585,0.00016743471496738493,0.00019692815840244293,,365.1834146976471,651.0,391.17401123046875,,0.00011682510375976562,1763260395.8837247,0.4712334871292114
223744,2389,0.0,0.00048359762877225876,-0.0028935568407177925,0.0001658218097873032,-0.0004944615066051483,,367.945188999176,654.0,0.000251931109232828,,-0.041610002517700195,1763260398.645499,0.5716543793678284
224256,2394,0.0,0.00014054961502552032,0.0007878970354795456,0.00016551458975300193,-0.005011007189750671,,368.52773118019104,654.0,0.00016430244431830943,,0.012902557849884033,1763260399.2280412,0.5458414554595947
225792,2409,0.001953125,0.0020607588812708855,0.007733835838735104,0.00016459292965009809,-0.019342951476573944,,370.1155860424042,656.0,0.00012339965905994177,,-0.39976966381073,1763260400.815896,0.5711239576339722
227459,2426,,,,,,500.0,371.8284504413605,,,500.0,,1763260402.5287604,
227959,2430,,,,,,500.0,372.2197296619415,,,500.0,,1763260402.9200397,
229888,2449,0.0,0.0006640739738941193,0.0007517095655202866,0.00016213516937568784,0.005766692571341991,,374.2639217376709,660.0,9.076316200662404e-05,,-0.08973848819732666,1763260404.9642317,0.4824950397014618
231459,2465,,,,,,500.0,376.36628246307373,,,500.0,,1763260407.0665925,
234112,2491,0.0,5.401670932769775e-06,-0.00020706281065940857,0.0001596006186446175,-0.00024448148906230927,,380.8994779586792,659.0,0.0033865903969854116,,0.06306189298629761,1763260411.599788,0.5517052412033081
234368,2493,0.0,0.0004864092916250229,0.007529936730861664,0.00015944700862746686,0.008944917470216751,,381.30815410614014,659.0,4.957629425916821e-05,,-0.025545239448547363,1763260412.008464,0.5830150842666626
235648,2506,0.0,0.00044268928468227386,-0.002538667991757393,0.00015867895854171365,-0.00118265300989151,,383.50626945495605,659.0,0.003068133257329464,,-0.014473915100097656,1763260414.2065794,0.5748616456985474
236459,2514,,,,,,500.0,384.86405515670776,,,500.0,,1763260415.5643651,
236544,2515,0.0,0.00047033000737428665,0.0003738636150956154,0.0001581413234816864,-0.005758281797170639,,385.05362820625305,659.0,315.3570556640625,,-2.47955322265625e-05,1763260415.7539382,0.5803860425949097
237056,2520,0.0,1.0847114026546478e-05,0.000607767142355442,0.00015783410344738513,-0.0009718127548694611,,385.89209151268005,658.0,0.00026043536490760744,,0.046104371547698975,1763260416.5924015,0.6101076006889343
238336,2533,0.0,0.0004224153235554695,-0.0037191594019532204,0.00015706605336163193,-0.010586630553007126,,387.3085227012634,659.0,383.1231384277344,,0.00020450353622436523,1763260418.0088327,0.5203641653060913
239104,2540,0.0,0.00037061795592308044,-0.0016802474856376648,0.00015660522331018,-0.00540710985660553,,388.15207624435425,660.0,8.650304516777396e-05,,-0.24712514877319336,1763260418.8523862,0.4974971115589142
239750,2547,,,,,,500.0,388.830278635025,,,500.0,,1763260419.5305886,
242176,2570,0.0,4.7730281949043274e-05,-0.0025587305426597595,0.00015476190310437232,-0.0015046056360006332,,391.26392793655396,663.0,0.00011820459621958435,,-0.11558318138122559,1763260421.964238,0.5625671148300171
242250,2571,,,,,,500.0,391.2976424694061,,,500.0,,1763260421.9979525,
242750,2576,,,,,,500.0,392.22677421569824,,,500.0,,1763260422.9270842,
242816,2577,0.0,2.45729461312294e-05,0.0009420802816748619,0.00015437787806149572,-0.0013067573308944702,,392.4388928413391,662.0,204.2178192138672,,-2.8371810913085938e-05,1763260423.1392028,0.5863491296768188
246016,2608,0.0,0.0008374098688364029,-0.005220245569944382,0.00015245775284711272,-0.005357816815376282,,397.6639542579651,662.0,0.0001526986452518031,,-0.008766770362854004,1763260428.3642642,0.5334986448287964
246250,2610,,,,,,500.0,397.9071249961853,,,500.0,,1763260428.607435,
248250,2630,,,,,,500.0,401.2787392139435,,,500.0,,1763260431.9790492,
248832,2636,0.0,0.00023422762751579285,0.002334490418434143,0.00015076804265845567,-0.002845548093318939,,402.36083602905273,661.0,272.8212890625,,-2.682209014892578e-05,1763260433.061146,0.5878128409385681
249856,2646,0.0,0.00010117888450622559,-0.0029310844838619232,0.0001501536025898531,0.0020360182970762253,,404.04614877700806,661.0,327.17779541015625,,-9.34600830078125e-05,1763260434.7464588,0.4977591931819916
249984,2647,0.0,0.0012680552899837494,0.0032013971358537674,0.00015007681213319302,-0.02147909626364708,,404.25718903541565,661.0,0.0047529940493404865,,0.02406907081604004,1763260434.957499,0.5495631694793701
250112,2648,0.0,0.0003371685743331909,0.0007831081748008728,0.0001500000071246177,-0.0001497538760304451,,404.442494392395,661.0,0.00010342033056076616,,-0.2277590036392212,1763260435.1428044,0.5474911332130432
252160,2668,0.0,0.0002750493586063385,-0.001815754920244217,0.00014877112698741257,-0.0002865120768547058,,407.9867377281189,660.0,0.00011460371752036735,,0.027939438819885254,1763260438.6870477,0.5374230742454529
252672,2673,0.0,0.0018629198893904686,0.0025168759748339653,0.0001484639069531113,-0.010911688208580017,,408.8242063522339,660.0,9.22261897358112e-05,,0.11901921033859253,1763260439.5245163,0.579535961151123
253696,2683,0.0,0.0008013350889086723,0.004625261761248112,0.00014784946688450873,-0.005021985620260239,,410.17762207984924,660.0,0.00012560166942421347,,-0.015904784202575684,1763260440.877932,0.5635837316513062
254080,2687,0.0,0.00011735223233699799,-0.0024424809962511063,0.00014761905185878277,-0.0034665344282984734,,410.60541343688965,660.0,6.409807974705473e-05,,0.01618105173110962,1763260441.3057234,0.5315847396850586
254250,2689,,,,,,500.0,410.7580771446228,,,500.0,,1763260441.4583871,
254592,2692,0.0,7.913727313280106e-05,-0.0024920618161559105,0.0001473118318244815,0.0024857856333255768,,411.14624190330505,661.0,0.0001981364330276847,,-0.34272098541259766,1763260441.846552,0.575156569480896
258688,2732,0.0,0.0005555152893066406,0.00901966355741024,0.00014485407155007124,0.0010838024318218231,,415.4787278175354,664.0,0.00012068562500644475,,0.383462131023407,1763260446.1790378,0.48425447940826416
260736,2752,0.0,0.0001262221485376358,-0.003272728994488716,0.00014362519141286612,-0.0025986023247241974,,417.66788148880005,665.0,0.00010766504419734702,,-0.32258546352386475,1763260448.3681915,0.5691186189651489
261248,2757,0.0,1.3986602425575256e-05,0.0026206765323877335,0.00014331797137856483,0.0002043694257736206,,418.2538058757782,666.0,7.847588858567178e-05,,-0.04327523708343506,1763260448.9541159,0.542123556137085
262750,2772,,,,,,500.0,419.8243451118469,,,500.0,,1763260450.524655,
263750,2782,,,,,,500.0,420.9218647480011,,,500.0,,1763260451.6221747,
263808,2783,0.0,9.815115481615067e-05,-0.003817307762801647,0.00014178187120705843,-0.0026531843468546867,,421.03787565231323,667.0,313.41796875,,-3.0994415283203125e-05,1763260451.7381856,0.5816576480865479
264832,2793,0.0,5.245860666036606e-05,0.002230552025139332,0.00014116743113845587,-0.0010709911584854126,,422.1100974082947,668.0,432.45635986328125,,-6.198883056640625e-06,1763260452.8104074,0.5794602036476135
268032,2824,0.0,0.0010720603168010712,0.005268976092338562,0.00013924730592407286,0.00671364925801754,,425.5437607765198,671.0,6.236170156626031e-05,,0.042581796646118164,1763260456.2440708,0.5147214531898499
269952,2843,0.0,6.434321403503418e-05,0.0015458855777978897,0.00013809524534735829,-0.00012777000665664673,,427.69146633148193,672.0,0.003237515687942505,,0.01620626449584961,1763260458.3917763,0.5346764326095581
271360,2857,0.0,0.00011456385254859924,-7.413886487483978e-05,0.00013725039025302976,0.007266834378242493,,429.20264434814453,673.0,126.3242416381836,,-0.00014019012451171875,1763260459.9029543,0.5051849484443665
273920,2882,0.0,0.00013736542314291,7.407646626234055e-05,0.00013571429008152336,-0.0007412582635879517,,431.88040041923523,675.0,0.003501641098409891,,0.46588629484176636,1763260462.5807104,0.5311241149902344
274688,2890,0.0,0.001659167930483818,0.016148913651704788,0.00013525346003007144,-0.016072280704975128,,432.6507375240326,675.0,0.00017630512593314052,,-0.2290055751800537,1763260463.3510475,0.532140851020813
276864,2911,0.0,0.00019222404807806015,-0.0011863289400935173,0.000133947774884291,-0.0006111897528171539,,434.8944773674011,677.0,0.00020276881696190685,,-0.9289689064025879,1763260465.5947874,0.5289399027824402
279296,2935,0.0,0.000433875247836113,0.0041107311844825745,0.0001324884797213599,0.006996169686317444,,437.60949659347534,678.0,0.00014927072334103286,,0.14806509017944336,1763260468.3098066,0.5593801736831665
280704,2949,0.0,0.0008058315142989159,0.013714064843952656,0.00013164362462703139,-0.011828027665615082,,439.05514216423035,679.0,0.0001413378631696105,,-0.16307175159454346,1763260469.7554522,0.5262525677680969
281856,2960,0.0,1.988094300031662e-05,0.001604572869837284,0.0001309523795498535,-0.0014980286359786987,,440.27308654785156,680.0,8.450895984424278e-05,,-0.08661973476409912,1763260470.9733965,0.5470319986343384
283392,2975,0.0,0.00027437973767518997,-0.0009383754804730415,0.00013003071944694966,-0.0007501021027565002,,442.47665572166443,680.0,0.00012145203800173476,,-0.14034295082092285,1763260473.1769657,0.5924016833305359
284800,2989,0.0,8.341670036315918e-05,-0.000507112592458725,0.00012918586435262114,-0.0026886463165283203,,444.38304376602173,680.0,6.0078786191297695e-05,,0.21919560432434082,1763260475.0833538,0.588155210018158
285568,2997,0.0,0.00019836705178022385,0.00318902637809515,0.00012872503430116922,-0.0002867691218852997,,445.19005513191223,681.0,0.0027069777715951204,,0.05258214473724365,1763260475.8903651,0.5758619904518127
286976,3011,0.0,6.83153048157692e-05,-0.0019423654302954674,0.0001278801792068407,0.0020877793431282043,,447.4448654651642,681.0,170.88511657714844,,-0.00011861324310302734,1763260478.1451755,0.46006888151168823
291072,3051,0.0,0.000626872293651104,-0.00019104685634374619,0.00012542243348434567,-0.002799294888973236,,452.46500635147095,682.0,0.0036836217623203993,,0.1155443787574768,1763260483.1653163,0.5759941339492798
291328,3053,0.0,0.00114362221211195,-0.0031610047444701195,0.00012526882346719503,-0.002461787313222885,,452.7103703022003,682.0,0.000277427228866145,,-1.1281542778015137,1763260483.4106803,0.5445991158485413
292608,3066,0.0,0.000461602583527565,-0.001831771805882454,0.00012450077338144183,-0.007326919585466385,,454.01292157173157,683.0,0.003514253068715334,,-0.15889334678649902,1763260484.7132316,0.53708416223526
292992,3070,0.0,0.00017221085727214813,0.001207750290632248,0.00012427035835571587,-0.005911499261856079,,454.429349899292,684.0,304.1950378417969,,0.0003020763397216797,1763260485.12966,0.42675989866256714
294394,3083,,,,,,500.0,455.8027882575989,,,500.0,,1763260486.5030982,
295894,3098,,,,,,500.0,457.4066574573517,,,500.0,,1763260488.1069674,
296394,3103,,,,,,500.0,457.91732382774353,,,500.0,,1763260488.6176338,
298880,3127,0.0,6.5632164478302e-05,-0.0007293540984392166,0.00012073732796125114,-0.00250948965549469,,460.6126446723938,687.0,0.00016338308341801167,,-0.41510844230651855,1763260491.3129547,0.5292434096336365
299008,3129,0.0,5.1147304475307465e-05,0.0018066996708512306,0.00012066052295267582,0.0039598774164915085,,460.7505507469177,687.0,149.12796020507812,,-7.164478302001953e-05,1763260491.4508607,0.5377519130706787
300288,3141,0.0,2.956017851829529e-06,0.0005965400487184525,0.00011989247286692262,-0.00034803152084350586,,462.0890371799469,688.0,8.788878767518327e-05,,-0.2861142158508301,1763260492.7893472,0.588630199432373
300416,3143,0.0,6.838701665401459e-06,-0.000172552652657032,0.0001198156678583473,-0.0009765075519680977,,462.23459911346436,688.0,200.01788330078125,,-5.6624412536621094e-05,1763260492.934909,0.5564448833465576
300800,3146,0.0,0.00014769099652767181,0.0030991286039352417,0.00011958525283262134,-0.007219088263809681,,462.60549664497375,689.0,6.987554661463946e-05,,-0.020647525787353516,1763260493.3058066,0.5906314253807068
302336,3161,0.0,1.6456469893455505e-05,0.0006277486681938171,0.00011866359272971749,-0.0004902929067611694,,464.21550583839417,690.0,0.00012875732500106096,,-0.289728045463562,1763260494.9158158,0.5309057235717773
303232,3170,0.0,5.045812577009201e-05,-0.001805356703698635,0.00011812595766969025,-0.0007831268012523651,,465.15552043914795,690.0,0.00011542604624992236,,0.02763301134109497,1763260495.8558304,0.5741664171218872
304512,3183,0.0,6.865244358778e-05,-0.0018242588266730309,0.00011735790758393705,-0.00348547101020813,,466.59219217300415,691.0,148.43475341796875,,-0.00019693374633789062,1763260497.2925022,0.5218420624732971
305024,3188,0.0,0.00011631567031145096,0.0025640511885285378,0.00011705069482559338,-0.006096918135881424,,467.15048575401306,691.0,0.003760151332244277,,-0.15589988231658936,1763260497.8507957,0.5845913290977478
307968,3217,0.0,1.2847594916820526e-05,0.002215043641626835,0.00011528417962836102,0.0011495687067508698,,470.20412850379944,693.0,324.42254638671875,,-2.86102294921875e-06,1763260500.9044385,0.5496140718460083
308736,3224,0.0,8.904654532670975e-05,-7.94949010014534e-05,0.0001148233495769091,-0.0024714022874832153,,471.01411294937134,693.0,0.0001374989515170455,,0.011214792728424072,1763260501.714423,0.5270514488220215
311040,3247,0.0,0.00018146447837352753,0.002925744280219078,0.00011344085942255333,-0.0021651536226272583,,473.3697874546051,695.0,0.0032711150124669075,,-0.08341503143310547,1763260504.0700974,0.5754328370094299
311394,3250,,,,,,500.0,473.6735098361969,,,500.0,,1763260504.3738198,
311552,3252,0.0,8.605793118476868e-05,-0.004706708714365959,0.00011313363938825205,-0.00622066855430603,,473.8919222354889,695.0,0.0030859822873026133,,-0.1750558614730835,1763260504.5922322,0.5602049231529236
311894,3255,,,,,,500.0,474.19499373435974,,,500.0,,1763260504.8953037,
312320,3259,0.0,5.4582953453063965e-05,0.0021553877741098404,0.00011267280933680013,0.0007628165185451508,,474.68046259880066,696.0,0.00016683412832207978,,-0.2511260509490967,1763260505.3807726,0.5170456767082214
