global_step,charts/episodic_return,losses/entropy,losses/old_approx_kl,_step,losses/value_loss,charts/episodic_length,_runtime,charts/SPS,losses/approx_kl,losses/policy_loss,charts/learning_rate,losses/explained_variance,_timestamp,losses/clipfrac
471424,,0.5283629894256592,0.00021860003471374512,4878,0.0014150501228868961,,646.8377199172974,759.0,1.5236437320709229e-06,-8.9988112449646e-05,1.7204301911988296e-05,-0.01609361171722412,1763260677.538385,0.0
471808,,0.5807482600212097,0.0001554815098643303,4882,378.8581237792969,,647.1729345321655,759.0,7.236376404762268e-07,-0.0001340024173259735,1.6973886886262335e-05,-4.744529724121094e-05,1763260677.8735995,0.0
475251,500.0,,,4915,,500.0,650.2161338329315,,,,,,1763260680.9167988,
475751,500.0,,,4920,,500.0,650.6789503097534,,,,,,1763260681.3796153,
476928,,0.5502964854240417,-0.00018337834626436234,4932,0.001589494408108294,,651.8129925727844,762.0,1.6568228602409363e-06,0.00039593130350112915,1.390168927173363e-05,-0.2315506935119629,1763260682.5136576,0.0
477056,,0.6071367859840393,-0.00012270919978618622,4933,0.0010597168002277613,,651.923228263855,762.0,4.1350722312927246e-07,-0.0002572648227214813,1.3824885172653012e-05,-0.15721046924591064,1763260682.6238933,0.0
477696,,0.5282366275787354,-0.0004065185785293579,4939,0.0008956578094512224,,652.4819750785828,762.0,4.595145583152771e-06,-0.00012267008423805237,1.344086012977641e-05,-0.13657605648040771,1763260683.18264,0.0
478336,,0.5880284309387207,-0.0006670495495200157,4946,186.8603057861328,,653.0772612094879,762.0,1.364387571811676e-06,-0.0001161433756351471,1.3056835996394511e-05,7.736682891845703e-05,1763260683.7779262,0.0
479104,,0.5833634734153748,0.00014148280024528503,4953,0.000955387600697577,,653.7485914230347,763.0,3.080815076828003e-06,-0.00021300464868545532,1.259600594494259e-05,-0.0011061429977416992,1763260684.4492564,0.0
479616,,0.5619406700134277,0.0007019033655524254,4958,0.0010279627749696374,,654.2283794879913,763.0,7.993541657924652e-06,-0.0019596144556999207,1.228878682013601e-05,-0.39658188819885254,1763260684.9290445,0.0
480128,,0.5536633729934692,1.1322088539600372e-05,4963,0.0010447970125824213,,654.6732923984528,763.0,6.009824573993683e-06,0.0001300722360610962,1.198156678583473e-05,0.1311092972755432,1763260685.3739574,0.0
480896,,0.5149498581886292,-1.7397105693817139e-06,4971,0.0014841806842014194,,655.3864583969116,764.0,8.344650268554688e-07,4.1563063859939575e-05,1.152073764387751e-05,-0.02252376079559326,1763260686.0871234,0.0
481024,,0.5378368496894836,-1.0974705219268799e-05,4972,0.0011003901017829776,,655.4966151714325,764.0,7.096678018569946e-07,0.00016814470291137695,1.144393263530219e-05,0.01368093490600586,1763260686.1972802,0.0
481664,,0.5901960134506226,0.00011106673628091812,4978,0.0010382181499153376,,656.0953395366669,764.0,1.5115365386009216e-06,0.00015874207019805908,1.1059907592425589e-05,-0.19770240783691406,1763260686.7960045,0.0
481920,,0.6244351267814636,1.8067657947540283e-06,4981,0.0015018726699054241,,656.3194487094879,764.0,7.37607479095459e-07,-0.0003851689398288727,1.0906297575274948e-05,-0.08086252212524414,1763260687.0201137,0.0
482751,500.0,,,4989,,500.0,657.0478622913361,,,,,,1763260687.7485273,
483251,500.0,,,4994,,500.0,657.4918992519379,,,,,,1763260688.1925642,
484736,,0.6008391976356506,0.0002253744751214981,5008,0.0010507358238101006,,658.8430454730988,766.0,1.950189471244812e-06,-0.00022831931710243225,9.216590115102008e-06,-0.07746315002441406,1763260689.5437105,0.0
485248,,0.535781979560852,-0.0006704721599817276,5013,0.0010883435606956482,,659.3201112747192,766.0,3.5725533962249756e-06,0.00017956271767616272,8.909370080800727e-06,-0.032569169998168945,1763260690.0207763,0.0
485376,,0.5224850177764893,1.8878839910030365e-05,5015,0.0012695881305262446,,659.4320025444031,766.0,5.597248673439026e-07,-0.00025496259331703186,8.832565072225407e-06,2.8371810913085938e-05,1763260690.1326675,0.0
487808,,0.5436822175979614,0.00017163343727588654,5039,291.74835205078125,,661.5993754863739,767.0,3.3527612686157227e-07,8.005276322364807e-05,7.373271728283726e-06,-2.5033950805664062e-05,1763260692.3000405,0.0
491136,,0.5520252585411072,0.0001128045842051506,5071,0.0011727627133950591,,664.5655834674835,769.0,6.69620931148529e-07,-0.00015987083315849304,5.376344233809505e-06,0.0895770788192749,1763260695.2662485,0.0
495751,500.0,,,5117,,500.0,668.6861615180969,,,,,,1763260699.3868265,
496256,,0.47822827100753784,-8.244998753070831e-06,5122,226.601318359375,,669.1281712055206,771.0,9.220093488693237e-08,-1.3248063623905182e-05,2.304147528775502e-06,-6.830692291259766e-05,1763260699.8288362,0.0
496768,,0.5968292951583862,-2.625398337841034e-06,5127,487.94805908203125,,669.6030249595642,771.0,1.0244548320770264e-08,-5.5264681577682495e-06,1.9969277218478965e-06,4.470348358154297e-06,1763260700.30369,0.0
496896,,0.5338252782821655,7.671583443880081e-05,5128,0.0011952794156968594,,669.7134268283844,772.0,7.916241884231567e-08,-0.0001515708863735199,1.9201229406462517e-06,0.20623785257339478,1763260700.4140918,0.0
498176,,0.5365344882011414,9.685754776000977e-06,5140,0.0011906634317710996,,670.8436486721039,772.0,1.1175870895385742e-08,-1.0129064321517944e-05,1.152073764387751e-06,0.0711556077003479,1763260701.5443137,0.0
498751,500.0,,,5146,,500.0,671.3119795322418,,,,,,1763260702.0126445,
499179,428.0,,,5150,,428.0,671.6838788986206,,,,,,1763260702.384544,
499200,,0.5267911553382874,5.618669092655182e-06,5151,289.98809814453125,,671.7597415447235,773.0,1.955777406692505e-08,-2.2552907466888428e-05,5.376344347496342e-07,0.00012767314910888672,1763260702.4604065,0.0
