global_step,charts/episodic_return,losses/entropy,losses/old_approx_kl,_step,losses/value_loss,charts/episodic_length,_runtime,charts/SPS,losses/approx_kl,losses/policy_loss,charts/learning_rate,losses/explained_variance,_timestamp,losses/clipfrac
156800,,0.4833418130874634,-0.0010119620710611343,1765,0.0046014608815312386,,288.2790653705597,598.0,8.068978786468506e-06,-0.00016622990369796753,0.00020599078561645,-0.03919410705566406,1763260318.9797304,0.0
157061,500.0,,,1768,,500.0,288.597859621048,,,,,,1763260319.2985246,
158061,500.0,,,1777,,500.0,289.6874883174896,,,,,,1763260320.3881533,
162176,,0.44584256410598755,-0.017708148807287216,1818,47.351871490478516,,294.6223134994507,603.0,0.0019284775480628014,0.005598356947302818,0.00020276497525628656,-4.744529724121094e-05,1763260325.3229785,0.0
162688,,0.5298925042152405,0.003667045384645462,1823,0.0010602083057165146,,295.20600271224976,604.0,0.0004156399518251419,-0.007136557251214981,0.00020245775522198528,0.00019049644470214844,1763260325.9066677,0.0
165561,500.0,,,1851,,500.0,299.4528567790985,,,,,,1763260330.1535218,
166061,500.0,,,1856,,500.0,300.2690546512604,,,,,,1763260330.9697196,
167296,,0.5246378779411316,0.010428998619318008,1868,0.00519509008154273,,302.4209177494049,605.0,0.0015765298157930374,-0.010910876095294952,0.00019969277491327375,-0.011152029037475586,1763260333.1215827,0.005859375
167808,,0.5615266561508179,0.020548373460769653,1873,0.005125595722347498,,303.2881634235382,605.0,0.002539427950978279,-0.006995782256126404,0.00019938555487897247,-0.07917892932891846,1763260333.9888284,0.0
168192,,0.5628389716148376,0.0019572554156184196,1877,0.006826174445450306,,303.93937849998474,605.0,0.0035442812368273735,0.0046317726373672485,0.0001991551398532465,-0.04318225383758545,1763260334.6400435,0.0
169088,,0.5837944149971008,-0.0016479277983307838,1886,343.40521240234375,,305.46396493911743,605.0,1.520942896604538e-05,-0.0012812204658985138,0.00019861750479321927,0.0001589059829711914,1763260336.16463,0.0
170061,500.0,,,1895,,500.0,306.8619792461395,,,,,,1763260337.5626442,
170880,,0.6062185764312744,0.013368538580834866,1903,0.00045009388122707605,,307.8879065513611,606.0,0.000498809851706028,0.0004522651433944702,0.00019754224922508,-0.11064505577087402,1763260338.5885715,0.0
171136,,0.49276822805404663,0.003940819762647152,1906,116.21414184570312,,308.2307496070862,606.0,0.00041668955236673355,0.002268156036734581,0.00019738863920792937,1.806020736694336e-05,1763260338.9314146,0.0
172095,34.0,,,1918,,34.0,309.8357563018799,,,,,,1763260340.5364213,
172139,33.0,,,1920,,33.0,309.9243333339691,,,,,,1763260340.6249983,
174336,,0.5101819634437561,0.003474190831184387,1945,278.322265625,,313.22652554512024,607.0,0.00024032779037952423,0.0038225501775741577,0.00019546851399354637,-2.300739288330078e-05,1763260343.9271905,0.0
175807,500.0,,,1959,,500.0,314.8531868457794,,,,,,1763260345.5538518,
177280,,0.5506920218467712,0.017349334433674812,1973,0.0002084146108245477,,316.6014630794525,610.0,0.0014442456886172295,-0.008658047765493393,0.000193701998796314,0.031916141510009766,1763260347.302128,0.001953125
178323,500.0,,,1985,,500.0,317.75528359413147,,,,,,1763260348.4559486,
178944,,0.5311373472213745,0.01239954587072134,1991,183.82907104492188,,318.47336602211,612.0,0.0013516666367650032,0.003769444301724434,0.00019270353368483484,0.00012743473052978516,1763260349.174031,0.0
180096,,0.5829949378967285,-0.0025513935834169388,2002,0.0002209164813393727,,320.0086278915405,612.0,0.0005883779376745224,-0.003948144614696503,0.00019201228860765696,-0.054297685623168945,1763260350.709293,0.0
180608,,0.497188925743103,0.006279250606894493,2007,0.0002692929410841316,,320.78440165519714,612.0,0.006877114996314049,0.006001150235533714,0.00019170506857335567,-1.122405767440796,1763260351.4850667,0.029296875
181504,,0.5742051005363464,-0.00023502670228481293,2016,0.0051466841250658035,,322.1322853565216,613.0,0.000683048740029335,-0.008126877248287201,0.00019116743351332843,-0.011556386947631836,1763260352.8329504,0.0
181823,500.0,,,2019,,500.0,322.54206347465515,,,,,,1763260353.2427285,
182323,500.0,,,2024,,500.0,323.3406674861908,,,,,,1763260354.0413325,
182656,,0.5027920007705688,0.01385918166488409,2027,0.00022508847177959979,,323.8637697696686,613.0,0.001726522110402584,-0.006939560174942017,0.00019047618843615055,-0.10292184352874756,1763260354.5644348,0.0
182823,500.0,,,2029,,500.0,324.1151075363159,,,,,,1763260354.8157725,
183323,500.0,,,2034,,500.0,324.91605401039124,,,,,,1763260355.616719,
184448,,0.5041443109512329,0.0010603433474898338,2045,0.007214164361357689,,326.7346103191376,613.0,0.00057962816208601,-0.008558250963687897,0.00018940091831609607,-5.805492401123047e-05,1763260357.4352753,0.0
185088,,0.44463208317756653,0.01045966986566782,2051,0.0009409889462403953,,327.48183274269104,614.0,0.004714888520538807,0.023200325667858124,0.00018901689327321947,-2.428340435028076,1763260358.1824977,0.03125
185154,500.0,,,2052,,500.0,327.5164580345154,,,,,,1763260358.217123,
187008,,0.4845028221607208,1.1362135410308838e-06,2070,0.00018462062871549278,,329.66014099121094,616.0,0.0006577949970960617,0.0003081969916820526,0.00018786481814458966,-1.2630834579467773,1763260360.360806,0.0
187648,,0.47005340456962585,1.408252865076065e-05,2076,0.00015564724162686616,,330.39286613464355,616.0,2.670940011739731e-05,-0.0004802918992936611,0.00018748079310171306,-0.17514288425445557,1763260361.0935311,0.0
189312,,0.4485476613044739,0.0006817970424890518,2093,0.005688978359103203,,332.82368063926697,617.0,0.0004778169095516205,-0.009090457111597061,0.0001864823279902339,-0.10580837726593018,1763260363.5243456,0.0
189440,,0.5305687189102173,0.0008392650634050369,2094,8.97427016752772e-05,,333.0427601337433,617.0,0.0005157329142093658,0.006896167993545532,0.00018640552298165858,0.06982868909835815,1763260363.7434251,0.0
191744,,0.5056557655334473,-0.0056246984750032425,2117,79.01533508300781,,336.72769951820374,617.0,0.0002618115395307541,0.0018982430920004845,0.00018502304737921804,0.0004165172576904297,1763260367.4283645,0.0
194176,,0.442226767539978,0.007440395653247833,2141,268.4625244140625,,339.51094818115234,619.0,0.0008320137858390808,-0.0032896660268306732,0.00018356375221628696,0.00022876262664794922,1763260370.2116132,0.0
194688,,0.40480780601501465,0.011429435573518276,2146,213.29815673828125,,340.1130723953247,620.0,0.0016127871349453926,-0.00021415948867797852,0.00018325653218198568,8.720159530639648e-05,1763260370.8137374,0.0
194816,,0.5120152831077576,0.0008717160671949387,2147,0.007090747356414795,,340.24307465553284,620.0,1.0028481483459473e-05,4.0665268898010254e-05,0.00018317972717341036,-0.2629570960998535,1763260370.9437397,0.0
194944,,0.4680851101875305,-0.0007532266899943352,2148,0.0002120657591149211,,340.37926864624023,620.0,0.00032758060842752457,0.0006102472543716431,0.00018310292216483504,0.0874701738357544,1763260371.0799336,0.0
195654,500.0,,,2155,,500.0,341.1493628025055,,,,,,1763260371.8500278,
197376,,0.49906259775161743,0.004766134545207024,2172,0.0043546585366129875,,343.1360754966736,622.0,0.0006708931177854538,0.002148374915122986,0.00018164362700190395,-0.032315850257873535,1763260373.8367405,0.0
198656,,0.5588124990463257,-0.0029186801984906197,2185,117.38954162597656,,344.5555055141449,623.0,0.0002269437536597252,-0.0037097446620464325,0.00018087557691615075,-1.3589859008789062e-05,1763260375.2561705,0.0
199424,,0.4837752878665924,0.0008998345583677292,2192,0.00018298036593478173,,345.5987391471863,624.0,0.0005005970597267151,0.007258487865328789,0.00018041474686469883,0.05441176891326904,1763260376.2994041,0.0
200064,,0.46975767612457275,0.0023750942200422287,2198,0.00014522620767820626,,346.57755947113037,624.0,0.00017418153584003448,0.0023344308137893677,0.00018003072182182223,-0.21484732627868652,1763260377.2782245,0.0
200154,500.0,,,2199,,500.0,346.6231458187103,,,,,,1763260377.3238108,
201344,,0.5385353565216064,-0.017381753772497177,2211,0.0051849884912371635,,348.36941933631897,624.0,0.0036388831213116646,-0.028063690289855003,0.00017926267173606902,-0.10021328926086426,1763260379.0700843,0.00390625
201654,500.0,,,2214,,500.0,348.8022301197052,,,,,,1763260379.502895,
202240,,0.4369325041770935,0.0026039723306894302,2220,400.9835205078125,,349.60425329208374,625.0,0.0017161257565021515,0.01318688876926899,0.00017872503667604178,0.0009653568267822266,1763260380.3049183,0.0
202624,,0.5550974607467651,-2.859160304069519e-05,2223,0.00011520400585141033,,349.98418259620667,625.0,0.0003389958292245865,-0.005745694041252136,0.00017849462165031582,-0.3570873737335205,1763260380.6848476,0.0
202752,,0.4922332763671875,0.0001426488161087036,2225,161.44497680664062,,350.14880776405334,625.0,5.1563605666160583e-05,-0.0010064318776130676,0.0001784178166417405,0.00026237964630126953,1763260380.8494728,0.0
202880,,0.47832217812538147,-0.0037298640236258507,2226,0.0036763171665370464,,350.28869581222534,625.0,0.0006333226338028908,-0.003191940486431122,0.00017834101163316518,-0.5977158546447754,1763260380.9893608,0.0
203008,,0.38484880328178406,0.0024718260392546654,2227,0.0002628750225994736,,350.43061327934265,625.0,0.0013902438804507256,0.004519350826740265,0.00017826420662458986,-0.2523820400238037,1763260381.1312783,0.001953125
203392,,0.49629172682762146,0.0002762414515018463,2231,0.005165437702089548,,350.8971657752991,626.0,3.462657332420349e-06,0.00022461824119091034,0.0001780337915988639,-0.018619656562805176,1763260381.5978308,0.0
203776,,0.47256073355674744,-0.0026421407237648964,2235,186.54566955566406,,351.3396728038788,626.0,3.7171877920627594e-05,0.003442000597715378,0.00017780337657313794,-2.1219253540039062e-05,1763260382.0403378,0.0
204416,,0.455892950296402,-0.0031183231621980667,2241,0.00020907008729409426,,352.4386067390442,626.0,0.00012375228106975555,-0.0013321973383426666,0.00017741935153026134,-0.016459107398986816,1763260383.1392717,0.0
205154,500.0,,,2248,,500.0,353.57816529273987,,,,,,1763260384.2788303,
205312,,0.38313746452331543,0.0024558985605835915,2250,0.005483311600983143,,353.96752309799194,626.0,0.00011008139699697495,-0.0018153786659240723,0.0001768817164702341,0.03212118148803711,1763260384.668188,0.0
205654,500.0,,,2253,,500.0,354.38261127471924,,,,,,1763260385.0832763,
207616,,0.4058260917663574,0.0008053425699472427,2272,8.545161836082116e-05,,357.4735918045044,626.0,6.055273115634918e-05,-0.0014027170836925507,0.00017549922631587833,0.19264709949493408,1763260388.1742568,0.0
208384,,0.4235801696777344,-0.004364035092294216,2280,0.004455453250557184,,358.69856309890747,626.0,0.0007355241104960442,-0.00753098726272583,0.0001750383962644264,-0.38158679008483887,1763260389.399228,0.0
209920,,0.483886182308197,-0.004021047614514828,2295,0.00016369241348002106,,360.39290857315063,627.0,0.0002633901312947273,-0.00045427680015563965,0.0001741167507134378,-0.21236741542816162,1763260391.0935736,0.0
210176,,0.4379812777042389,-0.0005850931629538536,2298,373.0117492675781,,360.6665303707123,628.0,7.133465260267258e-05,0.005027838051319122,0.00017396314069628716,1.8417835235595703e-05,1763260391.3671954,0.0
211456,,0.495313823223114,0.0006605349481105804,2310,0.00011751239071600139,,362.05908036231995,629.0,0.0005153827369213104,-0.0025489144027233124,0.00017319509061053395,0.05661571025848389,1763260392.7597454,0.0
211654,500.0,,,2312,,500.0,362.2439329624176,,,,,,1763260392.944598,
212224,,0.46345606446266174,0.0044916244223713875,2318,372.9146423339844,,363.26672101020813,629.0,0.0003267461434006691,0.0043007005006074905,0.00017273426055908203,1.1146068572998047e-05,1763260393.967386,0.0
212654,500.0,,,2322,,500.0,363.8794662952423,,,,,,1763260394.5801313,
212864,,0.4365085959434509,-0.0001936051994562149,2324,0.005529162008315325,,364.2086865901947,629.0,0.00017397664487361908,-0.000977635383605957,0.00017235023551620543,-0.05173063278198242,1763260394.9093516,0.0
213376,,0.5021203756332397,-0.00016169436275959015,2329,0.0035445878747850657,,364.9911599159241,629.0,0.0005102064460515976,0.006348827853798866,0.00017204301548190415,-0.01594996452331543,1763260395.691825,0.0
214400,,0.5470404028892517,-0.0006925705820322037,2339,0.0013405857607722282,,366.1473546028137,630.0,0.0006544217467308044,-0.011121883988380432,0.0001714285754133016,-0.01351463794708252,1763260396.8480196,0.0
214784,,0.548197865486145,-0.0004821186885237694,2343,0.003853835631161928,,366.5734512805939,630.0,7.06324353814125e-05,-0.0003012232482433319,0.00017119816038757563,-0.027467966079711914,1763260397.2741163,0.0
215296,,0.50663161277771,0.005223711021244526,2348,0.004506454337388277,,367.1297821998596,631.0,0.00021979305893182755,-0.003014206886291504,0.00017089094035327435,0.006547987461090088,1763260397.8304472,0.0
215936,,0.5740730166435242,0.004046850837767124,2354,0.00010164272680412978,,367.8224892616272,631.0,0.00032726768404245377,-0.004873216152191162,0.00017050691531039774,0.03689378499984741,1763260398.5231543,0.0
216832,,0.5034230351448059,0.0010705599561333656,2363,0.0030408601742237806,,368.7932846546173,632.0,0.0003962842747569084,-0.004801727831363678,0.0001699692802503705,0.01985609531402588,1763260399.4939497,0.0
219520,,0.5468369722366333,0.009584890678524971,2389,0.0002374008035985753,,371.68610763549805,635.0,0.0005836095660924911,0.00467386469244957,0.00016835637507028878,-0.005432486534118652,1763260402.3867726,0.0
220032,,0.49358606338500977,0.0037985509261488914,2394,0.00013343864702619612,,372.27457761764526,635.0,7.34059140086174e-05,-0.0013465583324432373,0.0001680491550359875,0.15280520915985107,1763260402.9752426,0.0
221440,,0.5587595701217651,0.004784954711794853,2409,0.002665117848664522,,373.81823539733887,636.0,0.0003159046173095703,-0.003359168767929077,0.00016720429994165897,-0.010506629943847656,1763260404.5189004,0.0
223104,,0.561492383480072,-0.002400418743491173,2426,0.00036594487028196454,,375.96663188934326,637.0,0.0011765453964471817,0.0032938960939645767,0.0001662058348301798,-0.3262277841567993,1763260406.667297,0.0
223488,,0.5510907173156738,0.0017862888053059578,2430,0.0009893231326714158,,376.59761214256287,637.0,0.0001432793214917183,-0.0038750246167182922,0.00016597541980445385,-0.12891340255737305,1763260407.2982771,0.0
225408,,0.5672328472137451,-0.001568363979458809,2449,0.004939207341521978,,379.7630105018616,637.0,0.00014629028737545013,-0.0032327696681022644,0.00016482334467582405,-0.07608664035797119,1763260410.4636755,0.0
227072,,0.5633317232131958,-0.003619368188083172,2465,0.00021177003509365022,,382.46435832977295,637.0,0.00018167216330766678,-0.0010952576994895935,0.00016382487956434488,-0.042476654052734375,1763260413.1650233,0.0
229735,500.0,,,2491,,500.0,386.5638587474823,,,,,,1763260417.2645237,
229888,,0.5738069415092468,0.003944427706301212,2493,0.004126191604882479,,386.81769585609436,637.0,0.0008185999467968941,0.002534918487071991,0.00016213516937568784,-0.025149822235107422,1763260417.5183609,0.0
231168,,0.5821388959884644,-0.0010105269029736519,2506,143.9463348388672,,388.33217215538025,638.0,7.143523544073105e-05,-0.0006744861602783203,0.00016136713384184986,-1.0728836059570312e-05,1763260419.0328372,0.0
232064,,0.48727643489837646,-0.0047070784494280815,2514,8.752690337132663e-05,,389.29099202156067,638.0,0.0005125189200043678,-0.0026855170726776123,0.00016082949878182262,-0.02093219757080078,1763260419.991657,0.0
232122,500.0,,,2515,,500.0,389.32486271858215,,,,,,1763260420.0255277,
232622,500.0,,,2520,,500.0,389.9088854789734,,,,,,1763260420.6095505,
233856,,0.47982341051101685,0.007945789024233818,2533,0.0047637661918997765,,391.38853430747986,640.0,0.0009478181600570679,-0.0015151798725128174,0.00015975422866176814,-0.26894474029541016,1763260422.0891993,0.0
234624,,0.5664085745811462,-0.008257693611085415,2540,6.622722139582038e-05,,392.74111676216125,639.0,0.0008527850732207298,-0.011657100170850754,0.00015929339861031622,-0.07649600505828857,1763260423.4417818,0.0
235264,,0.4722866714000702,-0.003654865548014641,2547,265.6029357910156,,393.8971083164215,639.0,0.00012100674211978912,-0.0013087056577205658,0.00015890937356743962,-8.821487426757812e-05,1763260424.5977733,0.0
237568,,0.5662482976913452,0.0031153596937656403,2570,0.00014693821140099317,,397.73275351524353,639.0,0.00022688508033752441,-0.0011957520619034767,0.00015752688341308385,-0.2102367877960205,1763260428.4334185,0.0
237696,,0.5345694422721863,0.014139567501842976,2571,0.00015525695926044136,,397.9079358577728,639.0,0.0023742029443383217,-0.03124159574508667,0.00015745007840450853,-0.3564504384994507,1763260428.6086009,0.001953125
238206,500.0,,,2576,,500.0,398.5608079433441,,,,,,1763260429.261473,
238208,,0.5635528564453125,0.0004783961921930313,2577,350.69317626953125,,398.73677611351013,639.0,0.0006279516965150833,-0.009319808334112167,0.00015714285837020725,6.812810897827148e-05,1763260429.437441,0.0
241408,,0.5214755535125732,-0.001599377952516079,2608,0.0035316499415785074,,404.1672360897064,638.0,0.0004456350579857826,0.005923934280872345,0.00015522273315582424,-0.13779985904693604,1763260434.867901,0.0
241664,,0.4847632348537445,0.0057983603328466415,2610,0.00017002905951812863,,404.5402009487152,638.0,0.0011311285197734833,-0.013378474861383438,0.0001550691231386736,-0.07192134857177734,1763260435.240866,0.0
243706,500.0,,,2630,,500.0,407.9536852836609,,,,,,1763260438.6543503,
244224,,0.5121039152145386,-0.002073526382446289,2636,361.7992248535156,,408.9240427017212,637.0,0.0006504729390144348,5.148351192474365e-06,0.0001535330229671672,-1.4543533325195312e-05,1763260439.6247077,0.0
245248,,0.5412541627883911,-0.0036032628268003464,2646,131.63397216796875,,410.3148465156555,638.0,0.00033656321465969086,-0.0012614568695425987,0.00015291858289856464,7.68899917602539e-06,1763260441.0155115,0.0
245376,,0.5612022876739502,-0.0031521422788500786,2647,0.0035228196065872908,,410.4417588710785,638.0,7.996056228876114e-05,-0.001722671091556549,0.00015284177788998932,0.01155167818069458,1763260441.1424239,0.0
245504,,0.6192367076873779,-0.007548609748482704,2648,0.00012162285565864295,,410.56129240989685,638.0,0.0009557660669088364,-0.01664276048541069,0.000152764972881414,-0.034969449043273926,1763260441.2619574,0.0
247424,,0.5176900029182434,-0.00018046796321868896,2668,0.00502969091758132,,412.7251672744751,639.0,0.0003971252590417862,0.003527482971549034,0.0001516128977527842,-1.4603197574615479,1763260443.4258323,0.0
247936,,0.5720229744911194,0.008622108027338982,2673,0.0033417614176869392,,413.2506206035614,640.0,0.00015763938426971436,0.0033798832446336746,0.0001513056777184829,0.026532232761383057,1763260443.9512856,0.0
248960,,0.578679084777832,-0.00414265226572752,2683,0.004109734669327736,,414.4113941192627,641.0,0.00018843356519937515,0.001225651241838932,0.00015069123764988035,-0.6718069314956665,1763260445.112059,0.0
249344,,0.5013060569763184,-0.004085441119968891,2687,302.4476013183594,,414.8527526855469,641.0,0.000322132371366024,-0.0028815455734729767,0.0001504608226241544,0.0001297593116760254,1763260445.5534177,0.0
249600,,0.5140748023986816,0.02806841768324375,2689,0.00013787881471216679,,415.14433217048645,641.0,0.003910679370164871,-0.0034993737936019897,0.00015030721260700375,-0.2699251174926758,1763260445.8449972,0.005859375
249831,51.0,,,2692,,51.0,415.3452265262604,,,,,,1763260446.0458915,
253831,500.0,,,2732,,500.0,419.98320293426514,,,,,,1763260450.683868,
255872,,0.589787483215332,0.017030872404575348,2752,0.00024028329062275589,,422.2372086048126,645.0,0.0007736189290881157,0.0016813836991786957,0.00014654378173872828,-0.18305599689483643,1763260452.9378736,0.0
256384,,0.586707592010498,-9.718351066112518e-06,2757,0.00010639214451657608,,422.7925181388855,646.0,0.00010022614151239395,-0.004195399582386017,0.000146236561704427,-0.12536370754241943,1763260453.4931831,0.0
257887,500.0,,,2772,,500.0,424.4291205406189,,,,,,1763260455.1297855,
258887,500.0,,,2782,,500.0,425.58941674232483,,,,,,1763260456.2900817,
258944,,0.5154933333396912,-0.0009429780766367912,2783,198.51036071777344,,425.7083828449249,648.0,0.0003327196463942528,0.003826625645160675,0.0001447004615329206,6.335973739624023e-05,1763260456.4090478,0.0
259968,,0.44038787484169006,-0.0018672728911042213,2793,332.08319091796875,,426.9115262031555,648.0,9.514670819044113e-05,0.0010963603854179382,0.00014408602146431804,0.0003619194030761719,1763260457.6121912,0.0
263168,,0.4832153022289276,-0.003252742812037468,2824,0.00013647730520460755,,430.53249406814575,650.0,0.000126546248793602,-0.005511743016541004,0.00014216589624993503,0.2909480333328247,1763260461.233159,0.0
265088,,0.48031356930732727,0.0037991423159837723,2843,0.004240968264639378,,432.63859701156616,652.0,0.00015860982239246368,0.0025879666209220886,0.00014101382112130523,-0.013001322746276855,1763260463.339262,0.0
266496,,0.5409828424453735,-0.004875423386693001,2857,216.84783935546875,,434.2405161857605,652.0,0.00023318827152252197,-0.0028173327445983887,0.0001401689660269767,-1.633167266845703e-05,1763260464.9411812,0.0
269056,,0.4741036891937256,0.004956201650202274,2882,0.0037607576232403517,,437.2784698009491,654.0,0.0002079559490084648,-0.00406496599316597,0.0001386328658554703,-0.020299553871154785,1763260467.9791348,0.0
269887,500.0,,,2890,,500.0,438.14386463165283,,,,,,1763260468.8445296,
272000,,0.5898045897483826,-0.0012545296922326088,2911,68.23670959472656,,440.4501328468323,656.0,5.121808499097824e-05,-0.0024722516536712646,0.00013686636521015316,4.506111145019531e-05,1763260471.1507978,0.0
274432,,0.5786375403404236,0.00119108147919178,2935,493.9522705078125,,444.0116865634918,656.0,9.372085332870483e-05,0.004478633403778076,0.00013540707004722208,4.309415817260742e-05,1763260474.7123516,0.0
275887,500.0,,,2949,,500.0,445.67878770828247,,,,,,1763260476.3794527,
276992,,0.5289151668548584,-0.000659930519759655,2960,359.3563537597656,,447.51559615135193,657.0,0.00020406674593687057,-0.0021906420588493347,0.00013387096987571567,-3.24249267578125e-05,1763260478.2162611,0.0
278620,500.0,,,2975,,500.0,449.8704876899719,,,,,,1763260480.5711527,
280064,,0.553598165512085,-0.0007665064185857773,2989,0.0001670900237513706,,451.5331060886383,658.0,0.00035954639315605164,-0.005435803905129433,0.000132027649669908,-0.03787970542907715,1763260482.233771,0.0
280832,,0.5339363813400269,-0.004931772127747536,2997,0.0032633463852107525,,452.39545249938965,658.0,0.0004956014454364777,-0.006728284060955048,0.00013156681961845607,-0.032280921936035156,1763260483.0961175,0.0
282240,,0.5645704865455627,0.0035719675943255424,3011,199.00714111328125,,453.9337520599365,659.0,0.00012525636702775955,-0.0010940581560134888,0.00013072196452412754,-7.367134094238281e-05,1763260484.634417,0.0
286208,,0.5702906847000122,-0.0001907777041196823,3051,0.00011927968444069847,,458.26026797294617,662.0,0.00010822340846061707,0.0031595379114151,0.00012834100925829262,-0.04751944541931152,1763260488.960933,0.0
286346,500.0,,,3053,,500.0,458.41000986099243,,,,,,1763260489.1106749,
287599,464.0,,,3066,,464.0,459.7052228450775,,,,,,1763260490.4058878,
288000,,0.5963667035102844,-0.0013674655929207802,3070,0.0002768255944829434,,460.2497184276581,663.0,0.00017725583165884018,0.0025507956743240356,0.00012726573913823813,-0.38141751289367676,1763260490.9503834,0.0
289280,,0.5894671678543091,0.000982716679573059,3083,0.003206710098311305,,461.679518699646,664.0,2.527981996536255e-05,-0.0015326589345932007,0.00012649768905248493,-3.121288299560547,1763260492.3801837,0.0
290816,,0.5137646198272705,-0.0011620763689279556,3098,0.0003287731087766588,,463.3584430217743,665.0,0.0004063379019498825,0.002914346754550934,0.00012557604350149632,-0.22276175022125244,1763260494.059108,0.0
291328,,0.4353269934654236,0.0008505433797836304,3103,0.0028511222917586565,,463.93383264541626,665.0,0.0008762776851654053,-0.00202864408493042,0.00012526882346719503,-1.686330795288086,1763260494.6344976,0.0
293760,,0.5658168792724609,-0.004788117483258247,3127,0.00011247726069996133,,466.70215249061584,666.0,0.0002511683851480484,-0.0009385906159877777,0.00012380952830426395,0.015347838401794434,1763260497.4028175,0.0
293890,500.0,,,3129,,500.0,466.86501908302307,,,,,,1763260497.565684,
295168,,0.4828678071498871,-0.0011709406971931458,3141,0.00025762131554074585,,468.3036916255951,667.0,0.00014865584671497345,-0.0011798478662967682,0.00012296467320993543,-0.1398102045059204,1763260499.0043566,0.0
295390,500.0,,,3143,,500.0,468.49115347862244,,,,,,1763260499.1918185,
295680,,0.4772447943687439,-0.0010144133120775223,3146,0.00012582988711073995,,468.87838768959045,667.0,0.0003100298345088959,-0.008852710947394371,0.00012265745317563415,0.13977140188217163,1763260499.5790527,0.0
297216,,0.5822919607162476,-4.33577224612236e-05,3161,0.00015728568541817367,,470.6385200023651,668.0,0.00013349857181310654,-0.003907337784767151,0.0001217357930727303,-0.08653700351715088,1763260501.339185,0.0
298112,,0.47712746262550354,0.003336886875331402,3170,0.0036207609809935093,,471.6450057029724,669.0,0.00024014804512262344,-0.005118729546666145,0.00012119815801270306,-0.0752556324005127,1763260502.3456707,0.0
299392,,0.43526527285575867,0.0026613613590598106,3183,157.9232177734375,,473.12569642066956,669.0,3.116857260465622e-05,-0.002516377717256546,0.00012043010792694986,-1.537799835205078e-05,1763260503.8263614,0.0
299904,,0.5480133295059204,0.0012783138081431389,3188,372.75042724609375,,473.70043754577637,670.0,6.612855941057205e-05,0.0011650770902633667,0.00012012288789264858,-1.9073486328125e-05,1763260504.4011025,0.0
302890,500.0,,,3217,,500.0,476.7513692378998,,,,,,1763260507.4520342,
303616,,0.5323103070259094,0.021882306784391403,3224,0.0043352642096579075,,477.5299925804138,672.0,0.0014544734731316566,-0.011185266077518463,0.00011789554264396429,0.010657012462615967,1763260508.2306576,0.0
305920,,0.5747463703155518,0.003887736238539219,3247,319.7521057128906,,480.07851934432983,673.0,0.000176294706761837,-0.0031511858105659485,0.00011651305976556614,8.058547973632812e-05,1763260510.7791843,0.0
306304,,0.5549588203430176,0.00098350178450346,3250,9.862977458396927e-05,,480.4841356277466,674.0,0.0004076072946190834,-0.004550669342279434,0.00011628264473984018,-0.05862009525299072,1763260511.1848006,0.0
306432,,0.5542054176330566,0.003035062924027443,3252,152.4364776611328,,480.62117552757263,674.0,0.0003281291574239731,-0.008599940687417984,0.00011620583973126486,-5.602836608886719e-06,1763260511.3218405,0.0
306816,,0.5360147953033447,-0.012529325671494007,3255,0.00016609905287623405,,481.0223684310913,674.0,0.0005822209641337395,0.004283145070075989,0.0001159754247055389,-0.018411636352539062,1763260511.7230334,0.0
307200,,0.5849090218544006,0.002341778948903084,3259,0.00012040861474815756,,481.48318696022034,674.0,0.0002769492566585541,-0.002132400870323181,0.00011574500967981294,0.029443979263305664,1763260512.183852,0.0
308480,,0.4799278676509857,-0.0022719260305166245,3272,167.24639892578125,,482.85887813568115,675.0,0.00019543059170246124,0.005371429026126862,0.00011497695959405974,-5.3882598876953125e-05,1763260513.5595431,0.0
308864,,0.49326860904693604,0.00819588452577591,3275,0.00020897405920550227,,483.244343996048,675.0,0.0009639076888561249,0.004920288920402527,0.00011474654456833377,-0.5863889455795288,1763260513.945009,0.0
308890,500.0,,,3276,,500.0,483.2577223777771,,,,,,1763260513.9583874,
310912,,0.5377048254013062,-0.00017868727445602417,3296,62.130130767822266,,485.4725363254547,676.0,1.6614794731140137e-05,-4.889536648988724e-05,0.00011351766443112865,0.0001353621482849121,1763260516.1732013,0.0
311296,,0.5686705112457275,0.002720355987548828,3299,0.00012231119035277516,,485.90109372138977,677.0,2.012774348258972e-05,0.00016956031322479248,0.00011328724940540269,0.09582769870758057,1763260516.6017587,0.0
315264,,0.5776470303535461,0.00011189281940460205,3338,0.00010839929745998234,,490.0797779560089,679.0,9.611248970031738e-06,-0.0006162077188491821,0.00011090630141552538,-0.15684294700622559,1763260520.780443,0.0
316544,,0.5796372890472412,-0.003215390257537365,3351,0.0032766268122941256,,491.4740512371063,680.0,4.381593316793442e-05,0.0020953714847564697,0.00011013825132977217,-0.21800017356872559,1763260522.1747162,0.0
317184,,0.49165457487106323,-0.002506997436285019,3357,0.00019465520745143294,,492.1911826133728,680.0,0.00017185881733894348,0.0014603398740291595,0.00010975422628689557,-0.29413676261901855,1763260522.8918476,0.0
317440,,0.5807300806045532,0.000615263357758522,3360,150.8971710205078,,492.4701566696167,680.0,2.788938581943512e-05,0.0010856501758098602,0.00010960061626974493,-5.364418029785156e-06,1763260523.1708217,0.0
321390,500.0,,,3398,,500.0,496.88807463645935,,,,,,1763260527.5887396,
