global_step,losses/approx_kl,_runtime,charts/SPS,_step,losses/old_approx_kl,_timestamp,losses/value_loss,charts/learning_rate,losses/explained_variance,charts/episodic_return,losses/clipfrac,losses/policy_loss,charts/episodic_length,losses/entropy
484224,1.4742836356163025e-06,639.6280813217163,788.0,5071,6.477627903223038e-05,1763260696.1426063,0.00206810818053782,9.523809239908587e-06,-0.11493217945098877,,0.0,-0.00029924511909484863,,0.5838855504989624
488832,2.477318048477173e-07,643.7468371391296,790.0,5117,-0.00012883730232715607,1763260700.261362,129.05271911621094,6.7588325691758655e-06,-8.666515350341797e-05,,0.0,3.2432377338409424e-05,,0.546688973903656
489344,1.1827796697616577e-07,644.2170639038086,790.0,5122,-2.6333145797252655e-05,1763260700.7315888,184.79200744628906,6.451612989621935e-06,-0.00011527538299560547,,0.0,-0.00017981044948101044,,0.587490439414978
489856,2.728775143623352e-07,644.6583316326141,790.0,5127,3.559235483407974e-05,1763260701.1728566,70.01924896240234,6.144393410068005e-06,-6.99758529663086e-05,,0.0,-0.00010053999722003937,,0.5875454545021057
489984,1.7508864402770996e-07,644.7699680328369,790.0,5128,0.00012205354869365692,1763260701.284493,0.0020426439587026834,6.067588401492685e-06,-0.6103091239929199,,0.0,-2.806633710861206e-05,,0.598793089389801
491237,,645.8398058414459,,5140,,1763260702.3543308,,,,500.0,,,500.0,
491776,2.60770320892334e-08,646.3992214202881,791.0,5146,-7.05178827047348e-05,1763260702.9137464,205.02349853515625,4.992319645680254e-06,-0.0001895427703857422,,0.0,-1.1280179023742676e-05,,0.6154921054840088
492237,,646.7598061561584,,5150,,1763260703.274331,,,,500.0,,,500.0,
492288,2.0582228899002075e-07,646.8445727825165,791.0,5151,0.00013529416173696518,1763260703.3590977,245.4537811279297,4.685100066126324e-06,-0.00013184547424316406,,0.0,-5.82374632358551e-05,,0.5545831322669983
493568,5.178153514862061e-07,647.9943246841431,792.0,5163,0.0001855064183473587,1763260704.5088496,0.0014122773427516222,3.9170508898678236e-06,0.24461370706558228,,0.0,-0.00024610012769699097,,0.5618926286697388
493737,,648.122701883316,,5165,,1763260704.6372268,,,,500.0,,,500.0,
496640,9.313225746154785e-09,650.807332277298,793.0,5196,7.340684533119202e-06,1763260707.3218572,267.8484802246094,2.0737327304232167e-06,-0.00013589859008789062,,0.0,5.772709846496582e-05,,0.5863363146781921
496768,1.7695128917694092e-08,650.9177706241608,793.0,5197,-2.00001522898674e-05,1763260707.4322956,0.0020223467145115137,1.9969277218478965e-06,-0.23327267169952393,,0.0,-6.387010216712952e-05,,0.6125196218490601
