charts/episodic_return,losses/entropy,losses/policy_loss,losses/value_loss,global_step,charts/learning_rate,losses/explained_variance,_runtime,_timestamp,charts/SPS,losses/old_approx_kl,_step,losses/approx_kl,losses/clipfrac,charts/episodic_length
121.0,,,,36918,,,41.473798990249634,1763260053.327054,,,707,,,121.0
,0.5388165712356567,0.010050289332866669,0.3210113048553467,38272,0.00027711212169378996,0.9988204836845398,42.773093700408936,1763260054.6263487,1058.0,-7.879920303821564e-06,729,0.0019755372777581215,0.0,
,0.47588875889778137,0.0026558134704828262,13.885464668273926,40320,0.0002758832706604153,0.9440500736236572,44.79984188079834,1763260056.653097,1056.0,-0.0033525731414556503,757,0.00019429437816143036,0.0,
,0.4631165564060211,-0.017021629959344864,0.14656692743301392,40832,0.000275576050626114,0.9543215036392212,45.30407667160034,1763260057.1573317,1055.0,0.009208358824253082,762,0.0020071137696504593,0.0,
,0.441198468208313,-0.020951950922608376,0.11515318602323532,41344,0.00027526883059181273,0.9716383814811707,45.77776861190796,1763260057.6310236,1056.0,-0.010726545937359333,767,0.002225159667432308,0.0,
500.0,,,,42141,,,46.55181932449341,1763260058.4050744,,,775,,,500.0
,0.5801876783370972,-0.08428389579057693,0.0716506615281105,43392,0.0002740399504546076,0.7439202070236206,47.71137475967407,1763260059.5646298,1056.0,0.040214017033576965,788,0.012941249646246433,0.02734375,
,0.5341284275054932,-0.017203427851200104,0.04545218124985695,44160,0.0002735791204031557,0.6573766469955444,48.430180311203,1763260060.2834353,1056.0,0.006112278439104557,797,0.006278029642999172,0.015625,
145.0,,,,44864,,,49.019601345062256,1763260060.8728564,,,806,,,145.0
60.0,,,,45535,,,49.638404846191406,1763260061.4916599,,,815,,,60.0
500.0,,,,50020,,,53.66034984588623,1763260065.5136049,,,863,,,500.0
,0.5013313889503479,-0.03284044563770294,0.012571909464895725,50944,0.0002695084549486637,0.129774272441864,54.54172158241272,1763260066.3949766,1063.0,0.025883518159389496,872,0.00905796978622675,0.015625,
,0.48584607243537903,-0.013946481049060822,0.011160987429320812,51328,0.00026927803992293775,-0.07773125171661377,54.87587308883667,1763260066.7291281,1063.0,0.01288512535393238,876,0.0034994613379240036,0.009765625,
500.0,,,,56020,,,59.04630899429321,1763260070.899564,,,922,,,500.0
,0.42390772700309753,-0.014911945909261703,0.0009004609892144799,56832,0.000265975424554199,0.010395407676696777,59.827367067337036,1763260071.680622,1068.0,-0.008903068490326405,930,0.005482484586536884,0.01171875,
,0.4090108871459961,-0.005125811323523521,128.4661407470703,57600,0.00026551459450274706,-0.0018687248229980469,60.49531388282776,1763260072.348569,1069.0,-0.00508794654160738,938,0.008541683666408062,0.041015625,
,0.43863940238952637,-0.039077915251255035,0.0004332019598223269,57984,0.0002652841794770211,-0.024898171424865723,60.85744047164917,1763260072.7106955,1069.0,0.09480085968971252,941,0.032963503152132034,0.13671875,
500.0,,,,58020,,,60.87369346618652,1763260072.7269485,,,942,,,500.0
,0.3992128372192383,-0.0061073582619428635,16.747880935668945,58624,0.0002649001544341445,-0.001245260238647461,61.41404604911804,1763260073.267301,1070.0,-0.015528148040175438,948,0.0015595778822898865,0.00390625,
,0.40523263812065125,-0.016165051609277725,0.00030590969254262745,61440,0.00026321044424548745,-0.10290694236755371,64.02706956863403,1763260075.8803246,1070.0,0.0631968230009079,974,0.023285718634724617,0.1328125,
500.0,,,,62020,,,64.4988944530487,1763260076.3521495,,,980,,,500.0
500.0,,,,62520,,,64.94292140007019,1763260076.7961764,,,985,,,500.0
500.0,,,,63520,,,65.86354398727417,1763260077.716799,,,995,,,500.0
,0.3726598024368286,0.003144247457385063,0.00608046492561698,63744,0.0002618279540911317,-0.09198224544525146,66.11131429672241,1763260077.9645693,1071.0,-0.007615226320922375,997,0.0011831102892756462,0.0078125,
,0.34696125984191895,-0.0021251533180475235,187.1428680419922,65536,0.0002607526839710772,-0.0005078315734863281,67.70233750343323,1763260079.5555925,1073.0,0.0015783188864588737,1015,0.000582507811486721,0.0,
,0.2979393005371094,-0.0020859725773334503,0.004985031671822071,67200,0.00025975421885959804,0.3384302258491516,69.21587705612183,1763260081.069132,1073.0,-0.01683378964662552,1031,0.008994563482701778,0.01953125,
,0.31256991624832153,-0.0013258857652544975,0.02390230819582939,69120,0.00025860214373096824,-0.000685572624206543,70.92629623413086,1763260082.7795513,1075.0,0.01508485060185194,1050,0.0038927728310227394,0.052734375,
,0.270306259393692,-0.008996250107884407,4.2244315409334376e-05,69504,0.0002583717287052423,-0.04852592945098877,71.2908890247345,1763260083.144144,1074.0,0.009211618453264236,1053,0.0004054456949234009,0.0,
,0.21921589970588684,0.0037192003801465034,0.00048194892588071525,70016,0.000258064508670941,0.23376595973968506,71.73244404792786,1763260083.585699,1075.0,0.02446315810084343,1058,0.012428275309503078,0.044921875,
500.0,,,,72520,,,73.93267607688904,1763260085.785931,,,1083,,,500.0
,0.2582048177719116,-0.01735800690948963,4.183910641586408e-05,73344,0.00025606757844798267,-0.004079103469848633,74.72392511367798,1763260086.5771801,1077.0,0.019832219928503036,1091,0.001969718374311924,0.03125,
,0.31768056750297546,-0.03676828742027283,0.00013076176401227713,74880,0.0002551459183450788,0.00988614559173584,76.10101866722107,1763260087.9542737,1077.0,0.004562776535749435,1106,0.010100901126861572,0.060546875,
,0.30447572469711304,-0.0016330629587173462,0.0049032303504645824,76160,0.0002543778682593256,0.5118529796600342,77.26133012771606,1763260089.1145852,1078.0,-0.00047671422362327576,1118,0.0024543236941099167,0.01171875,
,0.2664470374584198,0.005482824519276619,0.00017250438395421952,76928,0.0002539170382078737,0.04360556602478027,77.96720385551453,1763260089.820459,1078.0,-0.004514711908996105,1125,0.0002660127356648445,0.001953125,
,0.2999495267868042,-0.020138803869485855,0.007126984186470509,77696,0.0002534562081564218,0.5269091129302979,78.66085910797119,1763260090.5141141,1078.0,-0.037441737949848175,1133,0.030920295044779778,0.0885416641831398,
,0.3225414454936981,-0.010200774297118187,0.00015523930778726935,78976,0.0002526881580706686,0.04820281267166138,79.81001687049866,1763260091.663272,1079.0,0.0024456866085529327,1145,0.0004457123577594757,0.0,
,0.21036627888679504,-0.01693824678659439,0.00042792767635546625,80896,0.00025153611204586923,-0.057401061058044434,81.51590871810913,1763260093.3691638,1080.0,0.03618890792131424,1164,0.010830648243427277,0.068359375,
500.0,,,,81020,,,81.55819201469421,1763260093.411447,,,1165,,,500.0
,0.3288923501968384,-0.030049968510866165,0.010415267199277878,81664,0.0002510752819944173,0.32879167795181274,82.2262396812439,1763260094.0794947,1080.0,0.03430788218975067,1172,0.0212932787835598,0.046875,
,0.315538227558136,0.0027004890143871307,144.98826599121094,82560,0.00025053764693439007,-0.0003751516342163086,83.04387736320496,1763260094.8971324,1080.0,0.013616438955068588,1181,0.009133030660450459,0.072265625,
,0.30136409401893616,-0.03177857771515846,68.25494384765625,83072,0.0002502304269000888,-0.00025582313537597656,83.4897723197937,1763260095.3430274,1080.0,-0.006601162254810333,1186,0.00671294704079628,0.05078125,
,0.23634552955627441,-0.005769006907939911,0.0019104804378002882,84224,0.0002495391818229109,-0.13988304138183594,84.53094220161438,1763260096.3841972,1081.0,0.011488446034491062,1197,0.0032225577160716057,0.052734375,
,0.18968628346920013,-0.0011222511529922485,0.00026708157383836806,85888,0.00024854071671143174,0.03503608703613281,86.03552556037903,1763260097.8887806,1081.0,-0.002745050936937332,1213,0.0016213897615671158,0.052734375,
500.0,,,,86020,,,86.14985418319702,1763260098.0031092,,,1215,,,500.0
,0.2877957820892334,-0.007742531597614288,0.006729878019541502,87168,0.00024777266662567854,0.05752056837081909,87.18742680549622,1763260099.0406818,1082.0,0.015756048262119293,1226,0.006691714748740196,0.056640625,
,0.2873404622077942,-0.009024575352668762,8.34088134765625,87552,0.0002475422515999526,-0.0002409219741821289,87.5234887599945,1763260099.3767438,1082.0,0.04753413796424866,1230,0.009497815743088722,0.064453125,
500.0,,,,88020,,,87.887042760849,1763260099.7402978,,,1234,,,500.0
,0.2824779748916626,0.0030942317098379135,2.2606003284454346,89088,0.00024662059149704874,-0.0002709627151489258,88.90285277366638,1763260100.7561078,1082.0,0.06306571513414383,1245,0.011160197667777538,0.0390625,
500.0,,,,90020,,,89.72694039344788,1763260101.5801954,,,1254,,,500.0
,0.25219079852104187,0.026991313323378563,0.0001444107765564695,91904,0.0002449308813083917,-0.08221161365509033,91.46454620361328,1763260103.3178012,1083.0,0.016122739762067795,1271,0.01956685073673725,0.07421875,
,0.2326841801404953,-0.0007053818553686142,0.001998662482947111,94720,0.00024324117111973464,-0.0638505220413208,93.98825788497925,1763260105.841513,1084.0,0.011186806485056877,1299,0.005556074902415276,0.04296875,
,0.20566532015800476,-0.00012071430683135986,0.0003722130786627531,98816,0.0002407834108453244,-0.028195977210998535,97.69333934783936,1763260109.5465944,1085.0,-0.0233138557523489,1339,0.014868492260575294,0.068359375,
,0.2506527006626129,-0.0058419592678546906,6.496032438008115e-05,98944,0.00024070660583674908,0.010490596294403076,97.80495047569275,1763260109.6582055,1085.0,0.0016276389360427856,1340,0.0003167390823364258,0.0,
,0.25849848985671997,-0.030081767588853836,1.0283392839482985e-06,99840,0.00024016897077672184,-0.061122775077819824,98.62454009056091,1763260110.4777951,1085.0,0.018635936081409454,1349,0.008788424544036388,0.13671875,
,0.2597438395023346,0.003539949655532837,0.0019575657788664103,101248,0.0002393241156823933,-0.05103135108947754,99.8874499797821,1763260111.740705,1085.0,-0.011922349222004414,1363,0.004991778172552586,0.005859375,
,0.1703578531742096,0.013825529254972935,8.193743997253478e-05,101504,0.00023917050566524267,-0.023722052574157715,100.10992813110352,1763260111.9631832,1085.0,-0.004685448482632637,1365,0.00042449310421943665,0.0625,
,0.24163483083248138,0.0027555227279663086,1.0636913430062123e-06,102016,0.0002388632856309414,-0.023887276649475098,100.59096622467041,1763260112.4442213,1085.0,0.01715311035513878,1370,0.006252230145037174,0.064453125,
500.0,,,,103020,,,101.40745544433594,1763260113.2607105,,,1380,,,500.0
,0.28192412853240967,-0.012504512444138527,6.219511985778809,103040,0.00023824884556233883,-0.00014126300811767578,101.51617288589478,1763260113.369428,1085.0,5.8582983911037445e-05,1381,0.0021310141310095787,0.001953125,
,0.28900641202926636,0.009520836174488068,9.444955503568053e-05,103808,0.0002377880155108869,-0.05527091026306152,102.18821692466736,1763260114.041472,1086.0,0.02760503441095352,1388,0.007919471710920334,0.033203125,
500.0,,,,104520,,,102.80804800987244,1763260114.661303,,,1395,,,500.0
,0.2471221685409546,0.001781100407242775,4.933964373776689e-05,104960,0.00023709677043370903,0.01484835147857666,103.22659301757812,1763260115.079848,1086.0,0.017653902992606163,1399,0.01996169239282608,0.099609375,
500.0,,,,105520,,,103.72453570365906,1763260115.5777907,,,1405,,,500.0
,0.25931739807128906,-0.0002620648592710495,0.00016178350779227912,108416,0.00023502303520217538,0.003967106342315674,106.35925841331482,1763260118.2125134,1087.0,-0.003028629347681999,1432,0.0002515837550163269,0.0,
500.0,,,,108520,,,106.39446210861206,1763260118.2477171,,,1433,,,500.0
,0.23967190086841583,0.004916612058877945,0.004689881578087807,110720,0.00023364055959973484,-0.05906689167022705,108.51048231124878,1763260120.3637373,1086.0,0.020131822675466537,1455,0.002980472519993782,0.00390625,
,0.16985398530960083,0.06845647096633911,4.3729472963605076e-05,110848,0.00023356375459115952,-0.03475773334503174,108.62150406837463,1763260120.474759,1086.0,-0.03720546513795853,1456,0.009338188916444778,0.025390625,
,0.23387667536735535,-0.016807490959763527,1.8551412722445093e-05,110976,0.0002334869495825842,0.010432124137878418,108.73221921920776,1763260120.5854743,1086.0,0.03639250621199608,1457,0.011063171550631523,0.056640625,
,0.2331039011478424,0.013410069048404694,0.0071245525032281876,116736,0.0002300307241966948,-0.013936161994934082,113.94892764091492,1763260125.8021827,1087.0,0.030565332621335983,1514,0.005412973463535309,0.015625,
,0.24876590073108673,-0.013925515115261078,0.00014757673488929868,117504,0.00022956989414524287,0.001532137393951416,114.65356040000916,1763260126.5068154,1087.0,-0.013478681445121765,1521,0.0026478860527276993,0.015625,
,0.2769418954849243,-0.00030785612761974335,3.8089325244072825e-05,117888,0.0002293394791195169,-0.0018210411071777344,114.99035477638245,1763260126.8436098,1087.0,0.0007038470357656479,1525,7.537193596363068e-05,0.0,
500.0,,,,118020,,,115.10490584373474,1763260126.9581609,,,1527,,,500.0
,0.2928527593612671,0.02866268903017044,0.003866989864036441,118272,0.00022910906409379095,-0.04264271259307861,115.36175203323364,1763260127.215007,1087.0,-0.005177435465157032,1529,0.004095704294741154,0.03125,
,0.14525581896305084,0.0031284764409065247,9.611739369574934e-05,118784,0.00022880184405948967,-0.01245737075805664,115.80909371376038,1763260127.6623487,1087.0,-0.003954093903303146,1534,0.0006873644888401031,0.048828125,
500.0,,,,119020,,,115.95979380607605,1763260127.8130488,,,1536,,,500.0
,0.26706260442733765,0.00044773519039154053,0.005617011338472366,119680,0.00022826420899946243,0.0010493993759155273,116.62725138664246,1763260128.4805064,1088.0,0.022502858191728592,1543,0.003764720633625984,0.00390625,
,0.2997979521751404,0.0017024502158164978,8.820894436212257e-05,119936,0.00022811059898231179,-0.020089030265808105,116.85043478012085,1763260128.7036898,1088.0,0.014821052551269531,1545,0.00832697656005621,0.021484375,
500.0,,,,120020,,,116.88017582893372,1763260128.7334309,,,1546,,,500.0
,0.24798351526260376,-0.0048246681690216064,0.003817060962319374,121216,0.00022734254889655858,-0.011600136756896973,118.01160907745361,1763260129.864864,1088.0,0.01968330517411232,1558,0.009444157592952251,0.03515625,
,0.2934371829032898,-0.019141346216201782,0.0003890834632329643,121344,0.00022726574388798326,0.006452202796936035,118.12315011024475,1763260129.9764051,1088.0,0.006583807989954948,1559,0.01598832756280899,0.09765625,
,0.18903276324272156,-0.004133448004722595,0.003433396341279149,121728,0.0002270353288622573,-0.004840970039367676,118.49715542793274,1763260130.3504105,1088.0,0.0047841668128967285,1563,0.010709917172789574,0.046875,
500.0,,,,122020,,,118.731449842453,1763260130.5847049,,,1566,,,500.0
,0.35325080156326294,0.0294826440513134,5.818081262987107e-05,124416,0.00022542242368217558,-0.00024902820587158203,120.90829992294312,1763260132.761555,1088.0,0.022680941969156265,1588,0.029052745550870895,0.103515625,
500.0,,,,124520,,,120.94506120681763,1763260132.7983162,,,1589,,,500.0
,0.2669970989227295,-0.009440090507268906,0.0002713848080020398,125312,0.00022488478862214833,-0.006190896034240723,121.73040795326233,1763260133.583663,1088.0,0.016875803470611572,1597,0.009474326856434345,0.064453125,
,0.2813284993171692,-0.012902341783046722,5.199225415708497e-05,126336,0.00022427034855354577,0.0006307363510131836,122.66109704971313,1763260134.514352,1088.0,-0.004913666285574436,1607,0.0020997533574700356,0.005859375,
500.0,,,,126520,,,122.79284930229187,1763260134.6461043,,,1609,,,500.0
,0.24644124507904053,0.0010179951786994934,0.04334108158946037,126592,0.00022411673853639513,-8.153915405273438e-05,122.88984990119934,1763260134.743105,1088.0,-0.0036314353346824646,1610,0.0005350857973098755,0.0,
,0.2564501166343689,-0.021219633519649506,0.00031439572921954095,126848,0.0002239631285192445,-0.021129965782165527,123.11459946632385,1763260134.9678545,1088.0,0.032730843871831894,1612,0.011048712767660618,0.091796875,
,0.2868400514125824,0.0032845139503479004,0.0016067788237705827,128256,0.00022311827342491597,-0.004672050476074219,124.39375519752502,1763260136.2470102,1089.0,0.014116281643509865,1626,0.000905945897102356,0.0,
500.0,,,,129520,,,125.4741325378418,1763260137.3273876,,,1638,,,500.0
500.0,,,,134520,,,130.0393226146698,1763260141.8925776,,,1687,,,500.0
500.0,,,,139020,,,134.17965483665466,1763260146.0329099,,,1732,,,500.0
500.0,,,,140520,,,135.47382140159607,1763260147.3270764,,,1745,,,500.0
,0.24894146621227264,0.004160236567258835,7.003889913903549e-05,141312,0.00021528417710214853,-0.0055654048919677734,136.2654082775116,1763260148.1186633,1090.0,-0.005722610279917717,1753,0.007037553936243057,0.015625,
,0.2337653636932373,-0.0037026237696409225,4.4907210394740105e-05,141440,0.0002152073720935732,0.009322285652160645,136.37945294380188,1763260148.232708,1090.0,-0.0037916777655482292,1754,0.0012315558269619942,0.021484375,
500.0,,,,142520,,,137.33218455314636,1763260149.1854396,,,1765,,,500.0
,0.30508482456207275,0.003750845789909363,6.458173447754234e-05,142848,0.0002143625169992447,0.004053294658660889,137.64824795722961,1763260149.501503,1090.0,-0.00998234935104847,1768,0.00868204515427351,0.037109375,
,0.1926565319299698,-0.03318978101015091,0.0036365939304232597,143744,0.00021382488193921745,-0.014859557151794434,138.49282670021057,1763260150.3460817,1090.0,0.020380966365337372,1777,0.0029149074107408524,0.015625,
,0.3888378143310547,0.0019520558416843414,4.6070559619693086e-05,147968,0.00021129031665623188,-0.009277582168579102,142.3345091342926,1763260154.1877642,1090.0,-0.006023210473358631,1818,0.007380465976893902,0.017578125,
,0.3006442189216614,0.0024683773517608643,5.278465323499404e-06,148480,0.0002109830966219306,0.005134880542755127,142.78417658805847,1763260154.6374316,1090.0,0.016131285578012466,1823,0.001121586188673973,0.013671875,
,0.26807790994644165,0.002273373305797577,6.575413863174617e-05,151296,0.00020929340098518878,-0.004904747009277344,145.32227063179016,1763260157.1755257,1090.0,0.0036838473752141,1851,0.00612542312592268,0.08203125,
,0.3101290762424469,0.010958390310406685,9.993251296691597e-05,151808,0.0002089861809508875,0.012488961219787598,145.80092120170593,1763260157.6541762,1090.0,0.030639182776212692,1856,0.014179715886712074,0.099609375,
500.0,,,,153020,,,146.87099266052246,1763260158.7242477,,,1868,,,500.0
500.0,,,,153520,,,147.31388878822327,1763260159.1671438,,,1873,,,500.0
,0.3111146092414856,-0.01550891250371933,0.00013198377564549446,153984,0.00020768049580510706,0.001547098159790039,147.77751755714417,1763260159.6307726,1090.0,0.01737285405397415,1877,0.002469481900334358,0.005859375,
,0.20504502952098846,-0.0061942338943481445,1.1337057003402151e-05,154880,0.00020714286074507982,0.024407804012298584,148.59865546226501,1763260160.4519105,1090.0,0.02001727744936943,1886,0.004165179096162319,0.03125,
,0.3161991238594055,0.0015286728739738464,4.283952875994146e-05,155904,0.00020652842067647725,-0.012268781661987305,149.49345088005066,1763260161.346706,1091.0,0.0019272919744253159,1895,2.9904767870903015e-05,0.0,
,0.30222710967063904,-0.03555915504693985,0.00474482960999012,156672,0.00020606759062502533,0.010866045951843262,150.27828931808472,1763260162.1315444,1090.0,0.019946452230215073,1903,0.008875370025634766,0.056640625,
500.0,,,,157020,,,150.53869128227234,1763260162.3919463,,,1906,,,500.0
,0.3035167455673218,-0.022981831803917885,0.002164249075576663,158208,0.0002051459305221215,0.04659205675125122,151.70267295837402,1763260163.555928,1090.0,0.004484971985220909,1918,0.012569429352879524,0.080078125,
