global_step,losses/clipfrac,charts/learning_rate,losses/old_approx_kl,losses/approx_kl,_step,charts/episodic_return,_timestamp,losses/policy_loss,charts/episodic_length,losses/entropy,_runtime,charts/SPS,losses/value_loss,losses/explained_variance
321024,0.0,0.00010745007602963597,0.00020812265574932098,8.646398782730103e-05,3622,,1763260310.1227686,-0.0007289573550224304,,0.1875188946723938,298.35233759880066,1098.0,0.007658860646188259,-1.2592947483062744
322849,,,,,3640,500.0,1763260311.7667623,,500.0,,299.9963312149048,,,
324480,0.01953125,0.00010537634079810232,0.011024854145944118,0.005804837681353092,3656,,1763260313.236375,-0.00941457785665989,,0.22203432023525238,301.46594405174255,1098.0,0.00969060231000185,0.4017065167427063
325849,,,,,3669,500.0,1763260314.4145539,,500.0,,302.644122838974,,,
326849,,,,,3679,500.0,1763260315.3468728,,500.0,,303.57644176483154,,,
327296,0.0,0.00010368663788540289,0.0049326373264193535,0.00010299403220415115,3683,,1763260315.8001053,-0.002207837998867035,,0.3143802285194397,304.0296742916107,1098.0,0.0012078873114660382,-3.6176552772521973
327349,,,,,3684,500.0,1763260315.8201554,,500.0,,304.04972434043884,,,
330112,0.02734375,0.00010199692769674584,-0.0019102245569229126,0.005589772015810013,3711,,1763260318.3211002,-0.0014421157538890839,,0.15715672075748444,306.5506691932678,1098.0,0.0020744577050209045,-0.6609885692596436
330349,,,,,3713,500.0,1763260318.4698725,,500.0,,306.6994414329529,,,
330496,0.009765625,0.00010176651267101988,0.0029299436137080193,0.005514343269169331,3715,,1763260318.6566818,-0.015518871136009693,,0.2283218801021576,306.8862507343292,1099.0,0.010081819258630276,-0.13259494304656982
332160,0.0,0.00010076804755954072,-0.00022127293050289154,4.76837158203125e-07,3731,,1763260320.1783497,0.0003090798854827881,,0.18024148046970367,308.40791869163513,1099.0,0.0015378713142126799,-0.4852752685546875
332416,0.0,0.00010061443754239008,0.0001540146768093109,8.720532059669495e-05,3734,,1763260320.4024997,0.0011408589780330658,,0.19487382471561432,308.6320686340332,1099.0,55.1979866027832,0.0019167661666870117
334592,0.013671875,9.930875239660963e-05,-0.0014946572482585907,0.002916978672146797,3755,,1763260322.3659117,0.0125401820987463,,0.22041139006614685,310.5954806804657,1099.0,0.011789633892476559,-0.09218263626098633
336640,0.0,9.807987953536212e-05,-0.0020095985382795334,0.00011674687266349792,3775,,1763260324.225132,0.002069525420665741,,0.1472226232290268,312.45470094680786,1099.0,0.0017013479955494404,-1.1621227264404297
337024,0.0,9.784946450963616e-05,-0.008415378630161285,0.0006120204925537109,3779,,1763260324.5599408,0.010503649711608887,,0.19348029792308807,312.7895097732544,1099.0,0.005220130085945129,-0.5699087381362915
339584,0.01171875,9.631336433812976e-05,0.009806778281927109,0.003953253850340843,3804,,1763260326.8626025,-0.016587771475315094,,0.23685669898986816,315.09217143058777,1099.0,0.008888842537999153,-1.794121265411377
339849,,,,,3807,500.0,1763260327.088739,,500.0,,315.3183078765869,,,
343936,0.0,9.370199404656887e-05,0.0006767986342310905,1.0839663445949554e-05,3847,,1763260330.8339257,-0.0010409653186798096,,0.19674743711948395,319.063494682312,1099.0,0.02306969277560711,0.0043735504150390625
347264,0.001953125,9.170507109956816e-05,0.007373743690550327,0.0009742388501763344,3879,,1763260333.83853,-0.005128994584083557,,0.1617889255285263,322.0680990219116,1099.0,0.002038853242993355,-0.717677116394043
347648,0.0,9.14746560738422e-05,-0.004819993861019611,0.0013641202822327614,3883,,1763260334.1726503,0.002833724021911621,,0.30887797474861145,322.4022192955017,1099.0,0.002468863734975457,-1.7685816287994385
347776,0.001953125,9.139785106526688e-05,0.007424048148095608,0.0012917453423142433,3884,,1763260334.2842925,-0.0098042543977499,,0.1533801257610321,322.5138614177704,1099.0,0.0008627221686765552,-0.4118969440460205
348032,0.0,9.124424104811624e-05,0.006945560686290264,0.002059456892311573,3887,,1763260334.540576,-0.006392749026417732,,0.2584749162197113,322.7701449394226,1099.0,0.00867585837841034,-1.6709535121917725
348416,0.0,9.101382602239028e-05,-0.007446781732141972,0.00037741195410490036,3891,,1763260334.8769374,-0.001824820414185524,,0.17205379903316498,323.10650634765625,1099.0,156.42918395996094,0.002693653106689453
349184,0.0,9.055299597093835e-05,-6.779655814170837e-05,7.059238851070404e-05,3898,,1763260335.5796132,-0.0003587184473872185,,0.10213832557201385,323.8091821670532,1099.0,0.002399821998551488,-0.1049051284790039
350592,0.0,8.970814087660983e-05,0.0007760627195239067,0.00014382880181074142,3912,,1763260336.837041,-0.0015259310603141785,,0.24403147399425507,325.06660985946655,1099.0,0.014865766279399395,-2.0744497776031494
350849,,,,,3915,500.0,1763260337.0601487,,500.0,,325.28971767425537,,,
352256,0.021484375,8.870967576513067e-05,0.0253363698720932,0.007070926018059254,3928,,1763260338.3175862,-0.018938587978482246,,0.31363123655319214,326.54715514183044,1099.0,0.0017477625515311956,-2.1998915672302246
353849,,,,,3944,500.0,1763260339.7427294,,500.0,,327.97229838371277,,,
353920,0.0,8.77112106536515e-05,0.0026661446318030357,0.00030184071511030197,3945,,1763260339.8348255,0.0002842415124177933,,0.1751362383365631,328.06439447402954,1099.0,158.71597290039062,0.0031974315643310547
354048,0.01953125,8.763440564507619e-05,0.03387926518917084,0.005791330710053444,3946,,1763260339.9448645,-0.03264990821480751,,0.23120830953121185,328.17443346977234,1099.0,0.008954881690442562,0.5045009851455688
354849,,,,,3954,500.0,1763260340.6236565,,500.0,,328.85322546958923,,,
355840,0.0,8.655914280097932e-05,-0.004759783856570721,0.0012208065018057823,3963,,1763260341.5967517,0.007299996912479401,,0.20532357692718506,329.82632064819336,1099.0,0.0015686064725741744,-1.1695575714111328
356352,0.00390625,8.625192276667804e-05,-0.0015738680958747864,0.0009414330124855042,3969,,1763260342.07993,-0.007073279470205307,,0.1870354264974594,330.30949902534485,1099.0,0.3464675545692444,0.00036907196044921875
357632,0.01171875,8.548387268092483e-05,0.02555008791387081,0.0036472827196121216,3981,,1763260343.2242281,-0.02313913404941559,,0.15220138430595398,331.4537971019745,1099.0,0.00223824311979115,-0.6407033205032349
357849,,,,,3983,500.0,1763260343.3677013,,500.0,,331.59727025032043,,,
359296,0.015625,8.448540756944567e-05,0.019737523049116135,0.003165086731314659,3997,,1763260344.70684,-0.01609841361641884,,0.15082459151744843,332.93640899658203,1099.0,0.0027201813645660877,-0.07371258735656738
361600,0.0,8.31029174150899e-05,-0.001601293683052063,0.00014770589768886566,4020,,1763260346.7865632,0.0018177777528762817,,0.22958002984523773,335.01613211631775,1099.0,0.005870938301086426,0.16879230737686157
365568,0.00390625,8.072196942521259e-05,0.01862458325922489,0.00387725792825222,4059,,1763260350.39144,-0.01242077350616455,,0.21695098280906677,338.62100887298584,1099.0,0.007605844177305698,0.8792023062705994
368384,0.0,7.903225923655555e-05,-0.004372819326817989,0.00041982252150774,4087,,1763260352.9097161,-0.000835983082652092,,0.1324509084224701,341.13928508758545,1099.0,137.93301391601562,0.006367921829223633
368849,,,,,4091,500.0,1763260353.3046372,,500.0,,341.5342061519623,,,
370304,0.0,7.788018410792574e-05,0.009399158880114555,0.0012733656913042068,4105,,1763260354.6494756,-0.0015673190355300903,,0.21436478197574615,342.8790445327759,1099.0,0.0020027472637593746,-2.5068070888519287
370688,0.00390625,7.764976908219978e-05,-0.010495871305465698,0.0015254002064466476,4109,,1763260354.9848228,0.005144089460372925,,0.16735775768756866,343.214391708374,1099.0,0.002979482989758253,0.49589407444000244
371328,0.00390625,7.726574403932318e-05,-0.0055555859580636024,0.0009988779202103615,4115,,1763260355.5799613,0.0065073370933532715,,0.20584551990032196,343.8095302581787,1099.0,0.0017422073287889361,-1.1882154941558838
371712,0.001953125,7.703532901359722e-05,0.013282209634780884,0.001371508464217186,4119,,1763260355.9144547,-0.010602131485939026,,0.15652213990688324,344.1440236568451,1099.0,0.0018503381870687008,0.34056657552719116
374272,0.083984375,7.549922884209082e-05,-0.03807204216718674,0.016076017171144485,4144,,1763260358.2173345,-0.014407239854335785,,0.27833735942840576,346.44690346717834,1099.0,0.0028461506590247154,0.7176764607429504
374849,,,,,4150,500.0,1763260358.7249753,,500.0,,346.9545443058014,,,
376704,0.029296875,7.403994095511734e-05,0.0008914778009057045,0.004540652967989445,4168,,1763260360.4117186,0.02587255835533142,,0.16917718946933746,348.6412875652313,1099.0,0.0022933960426598787,0.81589674949646
378349,,,,,4184,500.0,1763260361.8581932,,500.0,,350.08776211738586,,,
379349,,,,,4194,500.0,1763260362.7745802,,500.0,,351.0041491985321,,,
379849,,,,,4199,500.0,1763260363.2167432,,500.0,,351.4463121891022,,,
382349,,,,,4224,500.0,1763260365.492421,,500.0,,353.7219898700714,,,
382849,,,,,4229,500.0,1763260365.9696665,,500.0,,354.19923543930054,,,
384349,,,,,4243,500.0,1763260367.258742,,500.0,,355.4883110523224,,,
384640,0.0,6.927803042344749e-05,0.00010982248932123184,7.996801286935806e-05,4246,,1763260367.559338,0.0008654966950416565,,0.29168739914894104,355.7889070510864,1100.0,0.003272252157330513,0.6886151432991028
385280,0.0,6.88940126565285e-05,-0.0005389461293816566,4.8947520554065704e-05,4252,,1763260368.147675,-0.0008529797196388245,,0.10196248441934586,356.3772439956665,1100.0,0.0040271710604429245,0.570220947265625
385408,0.0,6.881720764795318e-05,0.010233321227133274,0.00048821885138750076,4254,,1763260368.2618306,0.0024335160851478577,,0.20157882571220398,356.49139952659607,1100.0,23.016738891601562,0.031718671321868896
385536,0.017578125,6.874040263937786e-05,-0.007258692756295204,0.0031136199831962585,4255,,1763260368.3715587,0.0003378354012966156,,0.16815786063671112,356.6011276245117,1100.0,0.010217782109975815,0.9657328724861145
387349,,,,,4273,500.0,1763260370.0064096,,500.0,,358.23597860336304,,,
387712,0.037109375,6.743471749359742e-05,0.029595550149679184,0.01054496318101883,4276,,1763260370.3289125,-0.011013435199856758,,0.2526106536388397,358.55848145484924,1100.0,0.002384315710514784,0.45277804136276245
387840,0.0,6.73579124850221e-05,-0.00516546331346035,0.002412145957350731,4277,,1763260370.4399207,-0.012890839017927647,,0.26498663425445557,358.6694896221161,1100.0,0.0014401116641238332,-0.0934828519821167
387849,,,,,4278,500.0,1763260370.444881,,500.0,,358.6744499206543,,,
389120,0.0,6.65898623992689e-05,0.00016460567712783813,2.872943878173828e-05,4290,,1763260371.5871856,-0.0002747774124145508,,0.1874980926513672,359.81675457954407,1100.0,0.0022250106558203697,0.9440752267837524
389349,,,,,4292,500.0,1763260371.7337332,,500.0,,359.96330213546753,,,
391552,0.0,6.513056723633781e-05,0.0020781969651579857,0.00046753231436014175,4314,,1763260373.779252,-0.005010440945625305,,0.25794729590415955,362.0088210105896,1100.0,0.008602356538176537,0.9678918123245239
391936,0.0,6.490015221061185e-05,-0.0006334148347377777,1.16005539894104e-05,4318,,1763260374.1390157,-0.0023340564221143723,,0.14255276322364807,362.36858463287354,1100.0,49.11165237426758,0.03012031316757202
394849,,,,,4346,500.0,1763260376.7236009,,500.0,,364.95316982269287,,,
396849,,,,,4366,500.0,1763260378.5720563,,500.0,,366.80162525177,,,
397440,0.0,6.15975441178307e-05,-0.0023232027888298035,7.461197674274445e-05,4372,,1763260379.1102722,0.003921091556549072,,0.16842518746852875,367.33984112739563,1100.0,48.61650085449219,0.02330225706100464
397952,0.0,6.129032408352941e-05,-8.174031972885132e-05,3.2614916563034058e-06,4377,,1763260379.5917234,-4.200264811515808e-06,,0.1490863710641861,367.8212924003601,1100.0,16.889352798461914,0.03048807382583618
398080,0.0,6.121351907495409e-05,0.0034799035638570786,0.0009091459214687347,4378,,1763260379.702003,-0.003874361515045166,,0.28892382979393005,367.9315719604492,1100.0,0.010386866517364979,0.8968911170959473
398976,0.0,6.067588401492685e-05,0.007608229294419289,0.0005304086953401566,4387,,1763260380.5168517,0.001227598637342453,,0.16618378460407257,368.74642062187195,1100.0,138.74696350097656,0.01711517572402954
399872,0.00390625,6.013824895489961e-05,-0.01078359130769968,0.0013433033600449562,4396,,1763260381.2996461,-0.002507239580154419,,0.2653619349002838,369.52921509742737,1100.0,156.52227783203125,0.0024854540824890137
401849,,,,,4415,500.0,1763260383.0611923,,500.0,,371.2907612323761,,,
406016,0.0,5.6451612181263044e-05,-0.004363219253718853,0.0003818115219473839,4456,,1763260386.8656225,0.008997984230518341,,0.09012378752231598,375.09519147872925,1100.0,0.008176891133189201,0.9671356678009033
407424,0.0,5.560675708693452e-05,-0.0020112330093979836,8.890125900506973e-05,4470,,1763260388.1314936,0.004532933235168457,,0.17296083271503448,376.3610625267029,1100.0,49.72319412231445,0.015866219997406006
408320,0.0,5.506912566488609e-05,-0.010647869668900967,0.00231879111379385,4478,,1763260388.9427752,0.017552830278873444,,0.20806817710399628,377.1723442077637,1100.0,0.002321051200851798,0.6605928540229797
408448,0.0,5.499232065631077e-05,0.000527198426425457,5.017034709453583e-06,4480,,1763260389.0571365,-0.0001454390585422516,,0.2095600813627243,377.286705493927,1100.0,23.03135871887207,0.0272253155708313
409728,0.0,5.4224270570557564e-05,0.0012224512174725533,0.0008035926148295403,4492,,1763260390.1994503,-0.004671189934015274,,0.25300270318984985,378.4290192127228,1100.0,0.003131813369691372,0.717648983001709
410349,,,,,4498,500.0,1763260390.6836107,,500.0,,378.9131796360016,,,
412544,0.0,5.2534564019879326e-05,0.004260024055838585,0.0002608615905046463,4520,,1763260392.7803516,-0.005215410143136978,,0.1756868213415146,381.0099205970764,1100.0,0.00618355767801404,0.911382794380188
412800,0.0,5.2380954002728686e-05,0.0016816696152091026,0.0016407566145062447,4522,,1763260393.0045278,0.0018254071474075317,,0.2651900351047516,381.2340967655182,1100.0,0.002238711342215538,-0.4149132966995239
412928,0.001953125,5.2304148994153365e-05,-0.004172539338469505,0.00324401818215847,4524,,1763260393.1563218,-0.025356657803058624,,0.262760728597641,381.3858907222748,1100.0,50.47190475463867,0.009898185729980469
413056,0.0,5.2227343985578045e-05,-0.000518537126481533,0.00040513742715120316,4525,,1763260393.2682478,-0.00033004581928253174,,0.24705424904823303,381.49781680107117,1100.0,0.00717819994315505,0.9311890602111816
413312,0.0,5.2073733968427405e-05,-0.0014726081863045692,6.2445178627967834e-06,4527,,1763260393.4898314,0.0016444921493530273,,0.22364407777786255,381.7194004058838,1100.0,0.0020530109759420156,0.7210211753845215
413696,0.0,5.1843318942701444e-05,-0.0037485500797629356,0.0005829529836773872,4531,,1763260393.8257256,0.002756081521511078,,0.16388095915317535,382.0552945137024,1100.0,0.0025256529916077852,0.5712980031967163
413849,,,,,4533,500.0,1763260393.9469652,,500.0,,382.1765341758728,,,
413952,0.01171875,5.1689708925550804e-05,-0.01995956525206566,0.0033847643062472343,4534,,1763260394.0505981,0.0032920055091381073,,0.1515590101480484,382.2801671028137,1100.0,49.33527755737305,0.017329812049865723
416128,0.0,5.038402377977036e-05,5.473848432302475e-05,2.6137568056583405e-05,4555,,1763260396.0193117,-0.0004646778106689453,,0.2761234939098358,384.2488806247711,1100.0,0.0024999098386615515,0.8011932969093323
416849,,,,,4562,500.0,1763260396.6465955,,500.0,,384.87616443634033,,,
418304,0.0,4.907834227196872e-05,0.0005059670656919479,2.313964068889618e-05,4576,,1763260397.9959624,-0.0002598017454147339,,0.19020991027355194,386.2255313396454,1100.0,0.003678619861602783,0.5898643732070923
422016,0.0,4.6850997023284435e-05,-4.8265792429447174e-05,6.671063601970673e-06,4613,,1763260401.3540015,0.00021311268210411072,,0.24056875705718994,389.5835704803467,1100.0,0.005996606312692165,0.9482724070549011
423349,,,,,4626,500.0,1763260402.5963292,,500.0,,390.8258981704712,,,
424320,0.00390625,4.546851050690748e-05,0.013721917755901814,0.003498171456158161,4635,,1763260403.473393,-0.008691173046827316,,0.24118360877037048,391.7029619216919,1100.0,0.0020301598124206066,0.47220057249069214
424849,,,,,4641,500.0,1763260403.9659398,,500.0,,392.1955087184906,,,
425216,0.0,4.4930875446880236e-05,-0.0037939948961138725,0.0006121480837464333,4644,,1763260404.2940247,0.003210168331861496,,0.18260842561721802,392.5235936641693,1100.0,0.003923861775547266,0.5350726842880249
426880,0.0,4.393241033540107e-05,0.0055679939687252045,0.0006643347442150116,4661,,1763260405.8177352,0.00479121133685112,,0.17209845781326294,394.0473041534424,1100.0,162.58062744140625,0.011071562767028809
428349,,,,,4675,500.0,1763260407.1040506,,500.0,,395.333619594574,,,
429952,0.0,4.2089093767572194e-05,-0.0006893109530210495,1.3789162039756775e-05,4691,,1763260408.5707579,0.0034835701808333397,,0.07513345777988434,396.80032682418823,1100.0,8.394370079040527,0.029343128204345703
431849,,,,,4709,500.0,1763260410.242013,,500.0,,398.47158193588257,,,
432256,0.0,4.070660361321643e-05,0.0006993385031819344,0.0001613432541489601,4713,,1763260410.6500251,-0.0020654313266277313,,0.2007644772529602,398.8795940876007,1100.0,0.0029105786234140396,0.6994900703430176
434816,0.0,3.917050707968883e-05,-0.0034649651497602463,0.00016781501471996307,4738,,1763260412.9912837,0.004841309040784836,,0.1783609688282013,401.2208526134491,1100.0,0.00318620796315372,0.7742438316345215
434849,,,,,4739,500.0,1763260413.0045464,,500.0,,401.23411536216736,,,
435072,0.0,3.901689706253819e-05,-0.00461022462695837,0.0011133654043078423,4741,,1763260413.21793,0.0024979114532470703,,0.2294372320175171,401.44749903678894,1100.0,0.004855196923017502,0.9624459147453308
435328,0.0,3.886328704538755e-05,0.007951107807457447,0.0009404206648468971,4743,,1763260413.4419322,-0.0075660571455955505,,0.3017200529575348,401.67150115966797,1100.0,0.003054252592846751,-2.322077751159668
436352,0.0,3.824884697678499e-05,-0.0009942259639501572,9.657442569732666e-05,4754,,1763260414.3725445,0.005536595359444618,,0.18723049759864807,402.6021134853363,1100.0,0.7584601044654846,0.00033932924270629883
438272,0.0,3.709677548613399e-05,0.0061399070546031,0.0003038113936781883,4772,,1763260416.1206982,-0.008854787796735764,,0.19000934064388275,404.35026717185974,1100.0,0.0025399653241038322,-0.0194472074508667
439680,0.0,3.625192039180547e-05,-0.0006272187456488609,1.1912547051906586e-05,4786,,1763260417.3861434,0.0006221123039722443,,0.2523461878299713,405.6157124042511,1100.0,0.003573627909645438,0.8072397708892822
439808,0.0,3.617511538323015e-05,0.0043121688067913055,0.0014976542443037033,4787,,1763260417.496101,-0.009798943996429443,,0.1962471604347229,405.72566986083984,1100.0,0.004173282068222761,0.412960410118103
439849,,,,,4788,500.0,1763260417.5131466,,500.0,,405.7427155971527,,,
440704,0.0,3.563748032320291e-05,0.0020379191264510155,0.00010160822421312332,4796,,1763260418.316753,-0.0007161693647503853,,0.258394330739975,406.5463218688965,1100.0,0.00306643545627594,0.055073082447052
440960,0.0,3.548387030605227e-05,-0.0017306674271821976,0.0003970600664615631,4799,,1763260418.5398374,-0.010293379426002502,,0.12781035900115967,406.76940631866455,1100.0,0.7604824304580688,-0.0013501644134521484
441728,0.0,3.5023040254600346e-05,0.012212836183607578,0.0005133459344506264,4806,,1763260419.245873,-0.01191316545009613,,0.17266757786273956,407.4754419326782,1100.0,0.0036043138243258,-0.11554586887359619
441984,0.0,3.4869430237449706e-05,0.0066576432436704636,0.0006094370037317276,4809,,1763260419.4718263,-0.007788695394992828,,0.16921696066856384,407.7013952732086,1100.0,0.004250784870237112,0.9731272459030151
442368,0.0,3.4639015211723745e-05,-0.015522907488048077,0.0013450263068079948,4813,,1763260419.8069954,-0.0016743168234825134,,0.2298850417137146,408.0365643501282,1100.0,49.43275833129883,0.004583418369293213
446336,0.0,3.2258063583867624e-05,-0.0009811129420995712,0.0001893080770969391,4851,,1763260423.4148185,-0.0001676958054304123,,0.24457286298274994,411.6443874835968,1100.0,0.0035280645824968815,0.6604640483856201
446349,,,,,4852,500.0,1763260423.4213688,,500.0,,411.65093779563904,,,
448000,0.001953125,3.125960211036727e-05,0.025375066325068474,0.0020665396004915237,4868,,1763260424.9112453,-0.02122735232114792,,0.1559198498725891,413.1408143043518,1100.0,0.00683190580457449,0.8257409930229187
448640,0.0,3.087557706749067e-05,0.0013153906911611557,0.00030631572008132935,4874,,1763260425.5055795,-0.001295868307352066,,0.13769006729125977,413.7351484298706,1100.0,0.004285917151719332,-0.24431967735290527
449024,0.0,3.0645162041764706e-05,0.005991756916046143,0.0010559000074863434,4878,,1763260425.8426795,-0.018530644476413727,,0.12019272893667221,414.0722484588623,1100.0,0.006831983104348183,0.4618373513221741
449408,0.0,3.0414747016038746e-05,0.0009058164432644844,1.9109807908535004e-05,4882,,1763260426.1801124,0.00024635717272758484,,0.17104783654212952,414.40968132019043,1100.0,2.2428669929504395,0.004568159580230713
453349,,,,,4920,500.0,1763260429.7091918,,500.0,,417.9387607574463,,,
454528,0.0,2.7342550311004743e-05,5.6803226470947266e-05,5.383044481277466e-07,4932,,1763260430.8282564,-5.257129669189453e-05,,0.13932883739471436,419.05782532691956,1100.0,0.006699195131659508,-0.01439356803894043
454656,0.0,2.7265745302429423e-05,0.0002467166632413864,0.00030820630490779877,4933,,1763260430.9383583,-0.001678910106420517,,0.19684207439422607,419.16792726516724,1100.0,0.003646696452051401,-0.8140935897827148
455296,0.0,2.688172025955282e-05,0.0005075680091977119,1.865345984697342e-05,4939,,1763260431.4966326,-0.0009056255221366882,,0.24334150552749634,419.72620153427124,1100.0,0.00265005836263299,-0.9749900102615356
455936,0.0,2.649769521667622e-05,-0.0008672811090946198,8.36104154586792e-05,4946,,1763260432.0935116,-0.00012866035103797913,,0.19616587460041046,420.32308053970337,1100.0,0.2591460049152374,0.003212153911590576
456704,0.00390625,2.6036866984213702e-05,0.018930211663246155,0.003509480506181717,4953,,1763260432.7800462,-0.019309990108013153,,0.29976508021354675,421.0096151828766,1100.0,0.004982804413884878,-1.018913745880127
457216,0.0,2.572964694991242e-05,-0.00023732706904411316,2.886541187763214e-05,4958,,1763260433.2468946,0.0004647672176361084,,0.17759409546852112,421.4764635562897,1100.0,0.0036956509575247765,-0.576860785484314
457728,0.0,2.542242691561114e-05,0.009442470967769623,0.001561339944601059,4963,,1763260433.692062,-0.009812943637371063,,0.20428749918937683,421.921630859375,1100.0,0.004377474542707205,-0.8293095827102661
458496,0.0,2.496159686415922e-05,0.0005646459758281708,1.2492761015892029e-05,4971,,1763260434.3990724,-0.0011750087141990662,,0.1764451563358307,422.6286413669586,1100.0,0.0077397385612130165,0.8377290964126587
458624,0.0,2.48847918555839e-05,0.0011714324355125427,3.289058804512024e-05,4972,,1763260434.5093994,-0.0016422830522060394,,0.1911209523677826,422.73896837234497,1100.0,0.004654595162719488,-0.5085104703903198
459264,0.0,2.45007686316967e-05,-0.0007477300241589546,8.273404091596603e-05,4978,,1763260435.0976756,0.002644933760166168,,0.1897866278886795,423.3272445201874,1100.0,0.004299716558307409,-1.276906967163086
459520,0.0,2.434715861454606e-05,-0.0054164910688996315,0.00021722819656133652,4981,,1763260435.3254583,0.007744818925857544,,0.12822018563747406,423.5550272464752,1100.0,0.006453176960349083,0.1324901580810547
460349,,,,,4989,500.0,1763260436.064256,,500.0,,424.29382491111755,,,
460849,,,,,4994,500.0,1763260436.507356,,500.0,,424.7369248867035,,,
462336,0.0,2.265745024487842e-05,0.0029800692573189735,0.000214441679418087,5008,,1763260437.8686695,-0.00332583487033844,,0.16737079620361328,426.09823846817017,1100.0,0.003677868051454425,-1.3444058895111084
462848,0.0,2.2350230210577138e-05,0.010268451645970345,0.0008024107664823532,5013,,1763260438.3498585,-0.008317440748214722,,0.23174160718917847,426.57942748069763,1100.0,0.003527904860675335,-0.8600406646728516
462976,0.0,2.2273425202001818e-05,-0.0006335470825433731,0.0003684666007757187,5015,,1763260438.4614646,0.0005630888044834137,,0.15083619952201843,426.69103360176086,1100.0,0.004938883241266012,0.001389920711517334
465408,0.0,2.0814131858060136e-05,-0.0013932939618825912,4.127994179725647e-05,5039,,1763260440.7113018,0.00019841548055410385,,0.15489739179611206,428.94087076187134,1100.0,141.6723175048828,0.009379208087921143
468736,0.0,1.8817203454091214e-05,0.00767313688993454,0.00034838542342185974,5071,,1763260443.7127166,-0.00916365534067154,,0.12896586954593658,431.9422855377197,1100.0,0.004304682835936546,-0.9140183925628662
473349,,,,,5117,500.0,1763260447.86733,,500.0,,436.0968990325928,,,
473856,0.0,1.5745008568046615e-05,-0.00013975892215967178,1.6774050891399384e-05,5122,,1763260448.3124614,-0.0005379263311624527,,0.15739957988262177,436.54203033447266,1101.0,2.219740152359009,0.0009711384773254395
474368,0.0,1.5437788533745334e-05,-0.005551702342927456,0.000191480852663517,5127,,1763260448.7877815,-0.0009153950959444046,,0.13500073552131653,437.01735043525696,1101.0,2.1369550228118896,0.004791319370269775
474496,0.0,1.5360983525170013e-05,-0.0009646313264966011,2.7320347726345062e-05,5128,,1763260448.89904,0.0011088140308856964,,0.1976620852947235,437.12860894203186,1101.0,0.00564622413367033,0.8184005618095398
475776,0.0,1.4592934348911513e-05,0.00016465876251459122,1.517031341791153e-05,5140,,1763260450.0434127,0.0006032027304172516,,0.288247287273407,438.27298164367676,1101.0,0.004115048795938492,-1.4266619682312012
476349,,,,,5146,500.0,1763260450.5107408,,500.0,,438.740309715271,,,
476800,0.0,1.397849428030895e-05,0.0046963877975940704,0.0001439657062292099,5150,,1763260450.9650333,-0.005478216335177422,,0.21977129578590393,439.19460225105286,1101.0,0.004046322777867317,0.4542667865753174
476849,,,,,5151,500.0,1763260450.9846492,,500.0,,439.21421813964844,,,
478080,0.0,1.321044510405045e-05,0.0030798325315117836,5.017872899770737e-05,5163,,1763260452.1098773,-0.0033539608120918274,,0.273540198802948,440.33944630622864,1101.0,0.005373764783143997,0.7057821750640869
478336,0.0,1.3056835996394511e-05,-0.0008600195869803429,3.075506538152695e-05,5165,,1763260452.3314462,0.001218557357788086,,0.1262371838092804,440.56101512908936,1101.0,0.006172508466988802,-0.018378257751464844
481408,0.0,1.1213517609576229e-05,-7.612071931362152e-05,1.0617077350616455e-07,5196,,1763260455.1245458,-4.4154003262519836e-05,,0.2164182811975479,443.3541147708893,1101.0,49.312774658203125,0.002156198024749756
481536,0.0,1.1136712601000909e-05,0.0001223525032401085,1.3434328138828278e-05,5197,,1763260455.242082,-0.00036205723881721497,,0.19360390305519104,443.4716510772705,1101.0,0.007071156986057758,0.21715188026428223
485760,0.0,8.602150955994148e-06,-0.00135705154389143,0.00011982861906290054,5238,,1763260459.0415723,0.000247173011302948,,0.3131144642829895,447.2711412906647,1101.0,0.0050099859945476055,-0.5791888236999512
485849,,,,,5239,500.0,1763260459.0733852,,500.0,,447.30295419692993,,,
486349,,,,,5244,500.0,1763260459.5146787,,500.0,,447.744247674942,,,
487040,0.0,7.834101779735647e-06,7.413234561681747e-05,3.1385570764541626e-07,5251,,1763260460.190857,-0.00011715665459632874,,0.19063407182693481,448.4204258918762,1101.0,0.006871543824672699,-0.3790411949157715
487424,0.0,7.603686754009686e-06,0.00109064020216465,1.582503318786621e-05,5255,,1763260460.5230143,-0.00024519674479961395,,0.20316606760025024,448.75258326530457,1101.0,148.1699676513672,-0.0034028291702270508
487808,0.0,7.373271728283726e-06,7.061753422021866e-05,4.041008651256561e-06,5258,,1763260460.8526762,-0.0004506334662437439,,0.2079535871744156,449.08224511146545,1101.0,0.004392777103930712,0.04150104522705078
488704,0.0,6.835637577751186e-06,0.0032918620854616165,7.296726107597351e-05,5267,,1763260461.6659307,-0.003868579864501953,,0.19117875397205353,449.8954997062683,1101.0,0.005516745150089264,0.17871767282485962
490112,0.0,5.990783392917365e-06,-0.000375344417989254,8.154381066560745e-05,5281,,1763260462.9230244,0.0004265420138835907,,0.219669371843338,451.1525933742523,1101.0,0.006235266570001841,-1.494812250137329
492032,0.0,4.838709628529614e-06,4.229135811328888e-05,2.430751919746399e-06,5300,,1763260464.6651225,-0.00022803619503974915,,0.1118394210934639,452.89469146728516,1101.0,0.006467488128691912,0.026158273220062256
