_step,losses/clipfrac,charts/SPS,losses/old_approx_kl,_timestamp,global_step,losses/value_loss,losses/approx_kl,charts/episodic_length,_runtime,losses/entropy,charts/episodic_return,losses/explained_variance,losses/policy_loss,charts/learning_rate
1877,0.0,682.0,0.00011188164353370667,1763260331.415775,169088,0.00471004843711853,8.59331339597702e-05,,275.23874497413635,0.523560643196106,,0.00875169038772583,0.0014480426907539368,0.00019861750479321927
1886,0.0,683.0,0.0019117752090096474,1763260332.503445,169984,1273.9757080078125,8.305441588163376e-05,,276.3264148235321,0.544799268245697,,6.67572021484375e-05,-0.0019474327564239502,0.00019807988428510725
1895,0.0,684.0,-0.003750694915652275,1763260333.2915869,170880,490.31536865234375,0.0006714854389429092,,277.1145567893982,0.4801602363586426,,-2.7418136596679688e-06,-0.0006782077252864838,0.00019754224922508
1903,0.00390625,685.0,-0.0011123940348625183,1763260334.106745,171776,0.00028846791246905923,0.003443576395511627,,277.9297149181366,0.5145113468170166,,-0.03732657432556152,-0.0291438028216362,0.00019700461416505277
1906,0.0,686.0,-0.00035629700869321823,1763260334.3301616,172032,0.005471174605190754,8.546747267246246e-06,,278.15313148498535,0.5476165413856506,,-0.5793992280960083,0.0006625577807426453,0.00019685100414790213
1918,0.0,688.0,0.008174643851816654,1763260335.3675401,173184,0.0059144152328372,0.00044543761759996414,,279.19051003456116,0.5637993812561035,,0.01956188678741455,-0.00018420442938804626,0.00019615975907072425
1920,,,,1763260335.5463498,173404,,,472.0,279.3693196773529,,472.0,,,
1945,,,,1763260337.7405918,175852,,,500.0,281.56356167793274,,500.0,,,
1959,0.0,694.0,-0.001106412149965763,1763260339.071929,177280,0.00014022496179677546,0.0002317698672413826,,282.894898891449,0.5125361084938049,,-0.14390850067138672,-0.000490233302116394,0.000193701998796314
1973,0.0,695.0,-0.007879171520471573,1763260340.6581748,178688,0.0005719446344301105,0.0007579494267702103,,284.48114466667175,0.5004311203956604,,-0.14811491966247559,-0.011537738144397736,0.00019285714370198548
1985,,,,1763260342.0440638,179852,,,500.0,285.8670337200165,,500.0,,,
1991,0.017578125,696.0,0.01859630085527897,1763260342.9788647,180608,0.0005182093591429293,0.00811399333178997,,286.80183458328247,0.4834529459476471,,-0.5954878330230713,-0.022849436849355698,0.00019170506857335567
2002,0.0,697.0,-0.001276399940252304,1763260344.2281835,181632,962.94873046875,0.0003145933151245117,,288.051153421402,0.5278213620185852,,0.005918443202972412,-0.0019241422414779663,0.0001910906285047531
2007,0.0,697.0,-0.006450014188885689,1763260344.707244,182016,589.3920288085938,5.821138620376587e-05,,288.5302138328552,0.45408597588539124,,0.2196711301803589,0.0010375678539276123,0.00019086021347902715
2016,0.0,697.0,-0.011544212698936462,1763260345.8643568,182912,0.23238489031791687,0.0014527440071105957,,289.687326669693,0.4022983908653259,,0.08225095272064209,-0.020184829831123352,0.0001903225784189999
2019,0.0,697.0,-0.0002111373469233513,1763260346.226922,183168,4.493107795715332,5.124974995851517e-05,,290.04989194869995,0.40291711688041687,,0.46091359853744507,0.0012889951467514038,0.00019016896840184927
2024,0.0,697.0,0.004090231843292713,1763260346.732069,183552,629.1984252929688,0.0005210442468523979,,290.5550389289856,0.4580588936805725,,0.3754914402961731,-0.0010978877544403076,0.0001899385533761233
2027,0.0,698.0,-0.01157896127551794,1763260347.1631155,183936,0.17907927930355072,0.0014222515746951103,,290.9860854148865,0.43251481652259827,,-10.79971981048584,-0.0014705546200275421,0.00018970813835039735
2029,0.0,698.0,0.00033306609839200974,1763260347.2828693,184064,522.3408203125,0.0002994472160935402,,291.1058392524719,0.4505780339241028,,0.03790938854217529,-0.00033858418464660645,0.00018963133334182203
2034,0.0,698.0,-5.529075860977173e-05,1763260347.7266366,184576,536.0242919921875,3.117509186267853e-05,,291.54960656166077,0.42059141397476196,,0.24653005599975586,1.2001022696495056e-05,0.00018932411330752075
2045,0.0,700.0,0.0021370546892285347,1763260348.675612,185600,0.09292521327733994,0.0002084607258439064,,292.4985818862915,0.3915191888809204,,-1.3685529232025146,-0.00216028094291687,0.00018870967323891819
2051,,,,1763260349.0424166,186070,,,188.0,292.86538648605347,,188.0,,,
2052,0.0,701.0,0.001539936289191246,1763260349.1239076,186112,413.4359130859375,0.00014113262295722961,,292.9468774795532,0.47061702609062195,,0.16428083181381226,0.00320294126868248,0.0001884024532046169
2070,0.0,703.0,-0.01240377128124237,1763260350.6468618,187776,0.20327016711235046,0.00039986148476600647,,294.4698317050934,0.47439301013946533,,0.4133663773536682,0.0064868200570344925,0.00018740398809313774
2076,0.0,704.0,-0.0012393379583954811,1763260351.1990187,188416,5.748201370239258,0.0010402975603938103,,295.0219886302948,0.4206390976905823,,-26.74910545349121,-0.0004702061414718628,0.00018701996305026114
2093,0.0,704.0,0.009854353964328766,1763260353.3490605,190080,453.63970947265625,0.0007506329566240311,,297.1720304489136,0.42573463916778564,,-0.003889799118041992,0.0007755421102046967,0.0001860215124906972
2094,0.0,704.0,0.002329026348888874,1763260353.5101597,190208,0.5729403495788574,0.0005612531676888466,,297.3331296443939,0.4909369945526123,,-0.35639846324920654,-0.007944002747535706,0.00018594470748212188
2117,0.0,705.0,-0.01101087499409914,1763260356.4341123,192512,836.3314208984375,0.0007983865216374397,,300.2570822238922,0.37121039628982544,,0.0009990334510803223,0.015394080430269241,0.00018456221732776612
2141,,,,1763260358.6783009,194992,,,500.0,302.5012707710266,,500.0,,,
2146,,,,1763260359.1520762,195492,,,500.0,302.9750461578369,,500.0,,,
2147,0.0,709.0,0.00207641813904047,1763260359.248696,195584,767.6697387695312,0.001314791850745678,,303.07166600227356,0.39477017521858215,,-0.0003211498260498047,0.0010465681552886963,0.00018271889712195843
2148,0.0,709.0,0.0007377630099654198,1763260359.358913,195712,0.005882354453206062,0.0006314003840088844,,303.18188285827637,0.35024330019950867,,-8.45832633972168,-0.006533339619636536,0.00018264209211338311
2155,0.0,710.0,0.004491809755563736,1763260360.0568132,196480,0.0002998673007823527,0.0011265464127063751,,303.87978315353394,0.3056860864162445,,0.49032044410705566,0.009120330214500427,0.0001821812620619312
2172,0.001953125,713.0,0.0064719058573246,1763260361.7004461,198272,0.0005575850373134017,0.0006778091192245483,,305.5234160423279,0.374808669090271,,-1.0632202625274658,-0.00793757289648056,0.0001811059919418767
2185,0.0,714.0,-0.000330951064825058,1763260362.847347,199552,764.3609619140625,0.00048490241169929504,,306.67031693458557,0.3763250708580017,,0.00047844648361206055,-0.006738945841789246,0.0001803379418561235
2192,0.001953125,715.0,-0.01348523236811161,1763260363.5454118,200320,0.01831868477165699,0.0014749132096767426,,307.3683817386627,0.45166468620300293,,-16.764772415161133,0.006184615194797516,0.00017987711180467159
2198,0.0,716.0,-0.0018375571817159653,1763260364.1373627,200960,7.516704499721527e-05,8.273497223854065e-05,,307.9603326320648,0.39270150661468506,,0.09331542253494263,-0.002137412317097187,0.00017949308676179498
2199,,,,1763260364.151921,200992,,,500.0,307.9748909473419,,500.0,,,
2211,0.0,718.0,-0.01274971291422844,1763260365.2886393,202240,0.0035522300750017166,0.0010716281831264496,,309.11160922050476,0.3778279423713684,,0.07198470830917358,-0.00039302557706832886,0.00017872503667604178
2214,0.001953125,718.0,0.012440923601388931,1763260365.6628067,202496,998.7242431640625,0.0020910194143652916,,309.48577666282654,0.31201884150505066,,-5.2809715270996094e-05,0.0012965202331542969,0.00017857142665889114
2220,0.0,718.0,0.0031032776460051537,1763260366.4645839,203136,0.0058826664462685585,0.001238417811691761,,310.28755378723145,0.44699808955192566,,-0.14554262161254883,-0.016718760132789612,0.00017818740161601454
2223,,,,1763260366.7893174,203492,,,500.0,310.6122872829437,,500.0,,,
2225,0.0,718.0,-0.000517137348651886,1763260367.0887392,203648,0.005176016595214605,6.109289824962616e-05,,310.9117090702057,0.418385773897171,,0.0694153904914856,-0.00034393370151519775,0.00017788018158171326
2226,0.001953125,718.0,0.010963352397084236,1763260367.2669888,203776,0.00041075359331443906,0.0007504411041736603,,311.0899586677551,0.2928251624107361,,0.44037318229675293,-0.007524795830249786,0.00017780337657313794
2227,0.0,718.0,0.0011416720226407051,1763260367.432186,203904,0.0002010135940508917,0.00022788811475038528,,311.25515580177307,0.3229597806930542,,-0.20548367500305176,0.0023640617728233337,0.00017772657156456262
2231,0.00390625,718.0,-0.011708999052643776,1763260367.9060512,204288,0.0008877291111275554,0.0029278136789798737,,311.7290210723877,0.39096271991729736,,0.18377017974853516,-0.0138968825340271,0.00017749615653883666
2235,0.0,719.0,0.002526923082768917,1763260368.2788587,204672,0.006470495834946632,0.0015831952914595604,,312.1018285751343,0.37150636315345764,,-1.3212409019470215,0.005283325910568237,0.0001772657415131107
2241,0.01953125,719.0,-0.0068402523174881935,1763260368.9621162,205312,0.00058907107450068,0.0031064962968230247,,312.78508615493774,0.38982030749320984,,0.19560348987579346,-0.013099923729896545,0.0001768817164702341
2248,,,,1763260369.64269,205992,,,500.0,313.46565985679626,,500.0,,,
2250,0.0,720.0,0.002720678225159645,1763260369.851489,206208,0.0058915079571306705,5.955807864665985e-05,,313.6744589805603,0.45155370235443115,,-0.6321090459823608,-0.0020813345909118652,0.00017634408141020685
2253,,,,1763260370.0857406,206492,,,500.0,313.9087104797363,,500.0,,,
2272,,,,1763260372.0741715,208492,,,500.0,315.897141456604,,500.0,,,
2280,0.0,722.0,-0.0006310632452368736,1763260373.2797244,209280,0.0005095413653180003,0.0002916315570473671,,317.102694272995,0.4448460340499878,,-0.964966893196106,0.004583101719617844,0.00017450076120439917
2295,0.0,723.0,-0.0012074662372469902,1763260375.2264237,210816,0.000631249335128814,0.00010970328003168106,,319.04939365386963,0.42063993215560913,,-0.0760270357131958,-0.0020750537514686584,0.00017357911565341055
2298,0.0,723.0,-0.0011165980249643326,1763260375.5411787,211072,850.9498291015625,0.0001506321132183075,,319.36414861679077,0.44622063636779785,,4.172325134277344e-07,0.004340839572250843,0.0001734255056362599
2310,0.01953125,723.0,0.012035698629915714,1763260377.1217787,212352,0.0008255422580987215,0.003737260587513447,,320.9447486400604,0.41483646631240845,,-0.8432060480117798,-0.0033267345279455185,0.0001726574555505067
2312,,,,1763260377.2950203,212492,,,500.0,321.11799025535583,,500.0,,,
2318,0.0,724.0,0.008656765334308147,1763260378.180415,213248,0.0008826431003399193,0.0006664684042334557,,322.0033848285675,0.40540698170661926,,0.024911999702453613,-0.008794531226158142,0.00017211982049047947
2322,0.0,724.0,-0.006942887790501118,1763260378.6748896,213632,0.004797911271452904,0.0009691817685961723,,322.4978594779968,0.480781614780426,,-0.16682732105255127,-0.0071797799319028854,0.0001718894054647535
2324,0.0,724.0,0.0011559491977095604,1763260378.9291553,213888,0.00015059069846756756,0.00021344516426324844,,322.7521252632141,0.5426865220069885,,-0.16294324398040771,0.002911865711212158,0.00017173579544760287
2329,0.00390625,724.0,0.006839967332780361,1763260379.3843756,214400,0.0001949691359186545,0.0009169979020953178,,323.20734548568726,0.4790196120738983,,0.02207362651824951,0.0012333691120147705,0.0001714285754133016
2339,0.0,726.0,-0.0001858305186033249,1763260380.3130624,215424,0.0001377835142193362,5.073845386505127e-06,,324.13603234291077,0.48288679122924805,,0.07716387510299683,-0.00023697968572378159,0.00017081413534469903
2343,0.0,726.0,-0.007242176681756973,1763260380.6479657,215808,0.0004792280378751457,0.0011905152350664139,,324.4709355831146,0.4830404222011566,,-0.15002787113189697,-0.016007117927074432,0.00017058372031897306
2348,0.00390625,727.0,0.01807837188243866,1763260381.1260297,216320,0.00028688739985227585,0.0013309242203831673,,324.9489996433258,0.5070126056671143,,0.09082609415054321,-0.012012816965579987,0.00017027650028467178
2354,0.00390625,727.0,0.023217763751745224,1763260381.6792305,216960,0.0007860994664952159,0.001153571531176567,,325.5022003650665,0.5731137990951538,,-0.9348964691162109,-0.00955283548682928,0.00016989247524179518
2363,0.0,728.0,-0.0010158447548747063,1763260382.5309393,217856,0.000347626133589074,0.0009638508781790733,,326.3539092540741,0.5239759683609009,,-0.042314767837524414,0.0012374352663755417,0.00016935484018176794
2389,,,,1763260385.5644069,220492,,,500.0,329.3873767852783,,500.0,,,
2394,,,,1763260386.0054705,220992,,,500.0,329.82844042778015,,500.0,,,
2409,,,,1763260387.4030948,222492,,,500.0,331.22606468200684,,500.0,,,
2426,0.0,734.0,-0.005651424638926983,1763260388.9839382,224256,0.0010277754627168179,0.0003171311691403389,,332.80690813064575,0.4391748607158661,,0.1715548038482666,-0.006275461055338383,0.00016551458975300193
2430,0.0,734.0,0.000810542143881321,1763260389.3216064,224640,0.004722069948911667,3.994349390268326e-05,,333.14457631111145,0.5295392870903015,,0.35447561740875244,-0.0012622624635696411,0.00016528417472727597
2449,0.0,737.0,-0.002392261289060116,1763260391.0606966,226560,645.3173828125,0.0010101096704602242,,334.88366651535034,0.4980815649032593,,0.0004602670669555664,0.0021849218755960464,0.00016413209959864616
2465,0.0,738.0,0.0009874310344457626,1763260392.5787623,228224,0.007765594404190779,0.00010450370609760284,,336.4017322063446,0.4931263029575348,,-0.1103891134262085,0.0003663375973701477,0.000163133634487167
2491,,,,1763260395.0135784,230992,,,500.0,338.83654832839966,,500.0,,,
2493,0.0,741.0,0.010267295874655247,1763260395.2092674,231168,0.004523837007582188,0.0019289860501885414,,339.03223729133606,0.5488288998603821,,0.6482915878295898,-0.007761036977171898,0.00016136713384184986
2506,,,,1763260396.8835392,232492,,,500.0,340.70650911331177,,500.0,,,
2514,0.0,742.0,0.03000987507402897,1763260398.0724194,233344,0.0019380502635613084,0.002507716417312622,,341.8953893184662,0.5775135159492493,,-0.07918787002563477,0.010672112926840782,0.00016006144869606942
2515,0.0,742.0,0.003054782748222351,1763260398.2311687,233472,0.0011076773516833782,0.0005926899611949921,,342.0541386604309,0.5416231155395508,,-4.152266025543213,-0.005737902596592903,0.0001599846436874941
2520,0.001953125,742.0,-0.015057697892189026,1763260398.935554,233984,0.0005901302793063223,0.0014095287770032883,,342.75852394104004,0.47070395946502686,,-2.96100115776062,0.006180774420499802,0.00015967742365319282
2533,0.0,742.0,0.013976771384477615,1763260400.6944745,235264,0.0005334532470442355,0.0021461639553308487,,344.5174443721771,0.4778456687927246,,-0.09319639205932617,0.0012816190719604492,0.00015890937356743962
2540,,,,1763260401.6276124,235992,,,500.0,345.4505822658539,,500.0,,,
2547,0.0,741.0,-0.008015205152332783,1763260402.6185577,236672,0.006501689087599516,0.0003311866894364357,,346.44152760505676,0.478377103805542,,0.49931836128234863,-0.003431234508752823,0.0001580645184731111
2570,,,,1763260405.8790565,238992,,,500.0,349.7020263671875,,500.0,,,
2571,0.0,741.0,0.00020337291061878204,1763260406.0009916,239104,152.31640625,0.00010616891086101532,,349.82396149635315,0.4946402609348297,,0.000924229621887207,0.0004954487085342407,0.00015660522331018
2576,0.0,742.0,-9.149964898824692e-05,1763260406.4834328,239616,0.004043323919177055,0.0007013911381363869,,350.30640268325806,0.45330294966697693,,0.0005767941474914551,0.010252423584461212,0.00015629800327587873
2577,0.0,742.0,0.00017123203724622726,1763260406.5958064,239744,0.0019050410483032465,0.000303010456264019,,350.4187762737274,0.5205858945846558,,0.2578798532485962,-0.00698159821331501,0.0001562211982673034
2608,0.0,745.0,-0.0023218831047415733,1763260409.4850821,242944,0.0002958098775707185,0.00017535965889692307,,353.3080520629883,0.5149309635162354,,-0.24189412593841553,-0.0012483112514019012,0.0001543010730529204
2610,0.0,745.0,-0.002368321642279625,1763260409.5993996,243072,829.5413818359375,1.2934207916259766e-05,,353.42236948013306,0.49469849467277527,,0.0014619827270507812,-0.00029590725898742676,0.00015422426804434508
2630,0.005859375,747.0,0.03910873085260391,1763260411.5493226,245248,0.00040793645894154906,0.005805921740829945,,355.3722925186157,0.543822705745697,,0.6595200300216675,-0.021864309906959534,0.00015291858289856464
2636,0.0,747.0,0.0003916937857866287,1763260412.5294657,245888,0.0007368693477474153,0.0005011651664972305,,356.35243558883667,0.44486257433891296,,0.48598092794418335,-0.004643414169549942,0.00015253455785568804
2646,0.005859375,747.0,0.026085687801241875,1763260413.9687006,246912,0.0004792566760443151,0.004234602674841881,,357.7916705608368,0.5812668800354004,,0.306097149848938,-0.01988770067691803,0.00015192011778708547
2647,,,,1763260414.0123086,246992,,,500.0,357.83527851104736,,500.0,,,
2648,0.0,747.0,-0.0015367818996310234,1763260414.1412644,247040,432.93084716796875,0.0014424817636609077,,357.9642343521118,0.5212453603744507,,0.001904129981994629,0.016068313270807266,0.00015184331277851015
2668,0.0,747.0,-0.0018494520336389542,1763260416.9020607,249088,528.9163818359375,0.0004900600761175156,,360.7250306606293,0.512355625629425,,0.002249300479888916,-0.00730479508638382,0.00015061443264130503
2673,0.0,747.0,-0.01018624659627676,1763260417.6122954,249600,523.9600830078125,0.00047384481877088547,,361.4352653026581,0.48115119338035583,,0.0006356239318847656,-0.0006007850170135498,0.00015030721260700375
2683,0.0,747.0,0.01975557766854763,1763260418.9869294,250624,0.005794614553451538,0.001104508526623249,,362.80989933013916,0.5483327507972717,,0.8817834854125977,0.0015639141201972961,0.00014969278709031641
2687,0.0,747.0,0.004168307408690453,1763260419.5449939,251008,421.4836120605469,0.00016549043357372284,,363.36796379089355,0.5779328942298889,,0.0009621381759643555,0.004824645817279816,0.00014946237206459045
2689,0.005859375,747.0,0.015605154447257519,1763260419.8739188,251264,0.0007596909417770803,0.005865464918315411,,363.69688868522644,0.447703093290329,,0.03524571657180786,0.003820795565843582,0.00014930876204743981
2692,0.0,747.0,0.004046003334224224,1763260420.2544715,251520,539.8677978515625,0.0010692654177546501,,364.0774414539337,0.46477246284484863,,0.0009936690330505371,0.0019753165543079376,0.00014915515203028917
2732,0.0,746.0,-0.004435807466506958,1763260426.060339,255616,290.37103271484375,0.001050340011715889,,369.8833088874817,0.5050934553146362,,0.0008817911148071289,0.0020622462034225464,0.00014669739175587893
2752,0.0,746.0,-0.002421119250357151,1763260428.955475,257664,0.004785243887454271,0.00014972034841775894,,372.77844500541687,0.49174705147743225,,0.5548779964447021,-0.004871785640716553,0.0001454685116186738
2757,0.0,746.0,0.0008130874484777451,1763260429.5918965,258176,0.003962676506489515,0.00017470680177211761,,373.41486644744873,0.5179467797279358,,0.7830240726470947,0.00012337416410446167,0.00014516129158437252
2772,0.0,747.0,-0.0005711624398827553,1763260431.0726345,259712,0.006372560281306505,2.6249326765537262e-05,,374.89560437202454,0.4899138808250427,,0.6194184422492981,-0.0007845163345336914,0.00014423963148146868
2782,0.0,748.0,-0.009142033755779266,1763260431.9917805,260736,0.008144740015268326,0.0020667575299739838,,375.81475043296814,0.5210375189781189,,0.4882320165634155,-0.009237878024578094,0.00014362519141286612
2783,0.0,748.0,0.007210433483123779,1763260432.101613,260864,0.0017353277653455734,0.001124698668718338,,375.92458295822144,0.5107518434524536,,-2.329456329345703,0.0018208697438240051,0.0001435483864042908
2793,,,,1763260433.0584202,261992,,,500.0,376.8813900947571,,500.0,,,
2824,0.0,752.0,0.004316223785281181,1763260435.8704894,265088,944.8297729492188,0.000406019389629364,,379.69345927238464,0.5102499723434448,,0.004066407680511475,0.003702200949192047,0.00014101382112130523
2843,0.0,754.0,-0.0035410579293966293,1763260437.611008,267008,633.1458740234375,0.00015396252274513245,,381.43397784233093,0.5142161250114441,,0.0012056827545166016,-0.0009972155094146729,0.00013986174599267542
2857,,,,1763260438.8945134,268492,,,500.0,382.71748328208923,,500.0,,,
2882,,,,1763260441.164695,270992,,,500.0,384.987664937973,,500.0,,,
2890,0.0,758.0,-0.0007400941103696823,1763260441.9696383,271872,0.0005796782788820565,3.7830322980880737e-06,,385.7926082611084,0.5092864036560059,,0.344693124294281,0.0002688989043235779,0.00013694317021872848
2911,,,,1763260443.8424387,273992,,,500.0,387.6654086112976,,500.0,,,
2935,0.0,762.0,0.03530704230070114,1763260446.1138115,276480,0.0007552160532213748,0.0034462250769138336,,389.9367814064026,0.46573182940483093,,-0.07427024841308594,-0.012797422707080841,0.00013417818991001695
2949,,,,1763260447.4096017,277992,,,500.0,391.2325716018677,,500.0,,,
2960,0.0,765.0,0.0034570377320051193,1763260448.4078057,279040,1030.2486572265625,0.0007636621594429016,,392.2307755947113,0.4991416037082672,,0.006469130516052246,0.003067377954721451,0.00013264208973851055
2975,0.0,766.0,-0.005059407092630863,1763260449.809178,280576,959.0440063476562,0.00046336185187101364,,393.63214802742004,0.4843476712703705,,0.010468780994415283,-0.0006799176335334778,0.0001317204296356067
2989,,,,1763260451.0640156,281992,,,500.0,394.88698554039,,500.0,,,
2997,0.0,768.0,-0.00807105377316475,1763260451.8693519,282880,0.0006235530599951744,0.0008718594908714294,,395.69232177734375,0.5126511454582214,,-0.4023714065551758,0.010359440930187702,0.00013033793948125094
3011,0.0,769.0,-0.00746366661041975,1763260453.1274672,284288,0.0022008023224771023,0.0008550910279154778,,396.9504370689392,0.4572346806526184,,-0.7114837169647217,-0.008187862113118172,0.00012949308438692242
3051,0.0,772.0,-0.004393069073557854,1763260456.938914,288384,0.0008118323748931289,0.0005842186510562897,,400.7618839740753,0.5016813278198242,,0.07905620336532593,-0.005357328802347183,0.00012703532411251217
3053,0.0,772.0,-0.0011861613020300865,1763260457.0524986,288512,461.18817138671875,0.00018242839723825455,,400.87546849250793,0.47719693183898926,,0.0018665790557861328,-0.0025401897728443146,0.00012695851910393685
3066,0.0,773.0,-0.019711250439286232,1763260458.3150206,289920,0.003203663043677807,0.0021795574575662613,,402.1379904747009,0.5371009111404419,,-1.2968943119049072,-0.008348315954208374,0.00012611366400960833
3070,0.001953125,774.0,0.004738369025290012,1763260458.6524434,290304,0.001342317322269082,0.003419666551053524,,402.47541332244873,0.4793473780155182,,0.5580750703811646,-0.014398239552974701,0.0001258832635357976
3083,0.0,775.0,-0.0009396765381097794,1763260459.805806,291584,905.2310180664062,0.00018903054296970367,,403.62877583503723,0.5005893111228943,,0.002647221088409424,0.0063113439828157425,0.0001251152134500444
3098,0.0,776.0,1.0834075510501862e-05,1763260461.4739347,293248,0.0009558490128256381,0.00014683697372674942,,405.2969045639038,0.5139274597167969,,0.4232634902000427,-0.0021604448556900024,0.00012411674833856523
3103,0.0,776.0,0.008544831536710262,1763260462.1420887,293760,0.0011504987487569451,0.0003784717991948128,,405.96505856513977,0.5172451734542847,,0.6579106450080872,-0.0014251954853534698,0.00012380952830426395
3127,0.0,776.0,0.0036367345601320267,1763260464.8736858,296192,0.005166209768503904,9.103678166866302e-05,,408.69665575027466,0.5029163360595703,,0.021604835987091064,-0.0035045556724071503,0.00012235023314133286
3129,0.0,777.0,-0.0070244381204247475,1763260465.098447,296448,0.0010197409428656101,0.0015335744246840477,,408.92141699790955,0.534232497215271,,-1.3411641120910645,-0.00307416170835495,0.00012219662312418222
3141,0.0,777.0,-0.0027656201273202896,1763260466.4923048,297600,279.38653564453125,0.0006312727928161621,,410.3152747154236,0.5069608092308044,,0.0033929944038391113,0.005476061254739761,0.00012150537804700434
3143,0.0,777.0,0.005452869459986687,1763260466.8033736,297856,0.0015083362814038992,0.0008876211941242218,,410.62634348869324,0.47169867157936096,,-1.4091660976409912,-0.01306847482919693,0.0001213517680298537
3146,0.0,777.0,0.00030921492725610733,1763260467.1547468,298112,337.0855407714844,1.6194768249988556e-05,,410.97771668434143,0.5061556100845337,,0.003136277198791504,0.0005655065178871155,0.00012119815801270306
3161,0.0,777.0,0.0006185006350278854,1763260469.1603644,299648,0.004375243093818426,0.00025914423167705536,,412.9833343029022,0.49823811650276184,,0.2250727415084839,-0.006209447979927063,0.00012027649790979922
3170,0.0,777.0,0.012824619188904762,1763260470.0780065,300544,870.3993530273438,0.0005906615406274796,,413.90097641944885,0.44791436195373535,,0.002824842929840088,0.002764422446489334,0.00011973886284977198
3183,0.0,778.0,-0.0025351420044898987,1763260471.3353124,301952,0.0008058363455347717,0.0006124712526798248,,415.15828227996826,0.43857380747795105,,0.04741543531417847,0.0015401877462863922,0.00011889400775544345
3188,0.0,779.0,0.007178949192166328,1763260471.8118527,302464,0.0010087075643241405,0.0001903139054775238,,415.6348226070404,0.47447752952575684,,-0.44347548484802246,-0.003692023456096649,0.00011858678772114217
3217,0.0,781.0,-0.0018872544169425964,1763260474.447716,305408,0.0009452405502088368,0.0004056170582771301,,418.2706859111786,0.4986860454082489,,0.16768670082092285,-0.001425672322511673,0.00011682027979986742
3224,0.0,781.0,0.0014333920553326607,1763260475.04438,306048,887.004150390625,0.0002563009038567543,,418.86734986305237,0.42518311738967896,,0.006085336208343506,0.0013970471918582916,0.00011643625475699082
3247,0.0,783.0,-0.004987874999642372,1763260477.2292652,308480,0.0016771514201536775,0.0004799105226993561,,421.05223512649536,0.44772881269454956,,-5.022902488708496,0.004645884037017822,0.00011497695959405974
3250,0.0,783.0,0.0002448856830596924,1763260477.4527705,308736,0.005591244902461767,0.0001071486622095108,,421.27574038505554,0.46381381154060364,,-0.45666205883026123,0.00021961703896522522,0.0001148233495769091
3252,0.0,784.0,-0.00020187348127365112,1763260477.6742349,308992,511.27752685546875,9.90554690361023e-06,500.0,421.4972047805786,0.40788549184799194,500.0,0.0004904866218566895,0.00032049790024757385,0.00011466973955975845
3255,0.0,784.0,0.0035870634019374847,1763260478.0411806,309376,0.0008072832133620977,0.00043916888535022736,,421.8641505241394,0.5098813772201538,,-0.5864475965499878,-0.0040862783789634705,0.0001144393245340325
3259,0.001953125,784.0,0.02120942808687687,1763260478.3762977,309760,0.0008414724725298584,0.0018998822197318077,,422.1992676258087,0.4184091091156006,,0.6945834159851074,-0.0068726614117622375,0.00011420890950830653
3272,0.0,785.0,0.005622523836791515,1763260479.5242946,311040,564.7354736328125,0.0007293103262782097,,423.34726452827454,0.407014399766922,,0.002144038677215576,0.0030386745929718018,0.00011344085942255333
3275,0.001953125,786.0,0.0003501288592815399,1763260479.8532047,311424,0.0005977987893857062,0.00042583048343658447,,423.6761746406555,0.48132288455963135,,0.18295001983642578,-0.00959448516368866,0.00011321044439682737
3276,,,,1763260479.8794675,311492,,,500.0,423.70243740081787,,500.0,,,
3296,,,,1763260481.7112556,313492,,,500.0,425.5342254638672,,500.0,,,
3299,0.0,787.0,-0.000796489417552948,1763260482.072704,313856,0.0017850237200036645,0.00044188275933265686,,425.89567399024963,0.49062466621398926,,-2.6364803314208984,-0.007293324917554855,0.00011175114923389629
3338,0.0,790.0,0.008743572980165482,1763260485.6795442,317824,0.0014627717901021242,0.0005618911236524582,,429.5025141239166,0.5028421878814697,,0.7019476890563965,-0.00493399053812027,0.00010937020124401897
3351,0.0,791.0,-0.0026238877326250076,1763260486.8349774,319104,305.2740478515625,5.383789539337158e-05,,430.6579473018646,0.5237689018249512,,0.003759145736694336,-0.0009318292140960693,0.00010860215115826577
3357,0.0,791.0,0.0016125841066241264,1763260487.427752,319744,0.0037655974738299847,0.0001140376552939415,,431.2507219314575,0.4589279592037201,,0.541447639465332,0.004286468029022217,0.00010821812611538917
3360,0.0,792.0,0.00012499280273914337,1763260487.6505656,320000,576.0166015625,2.0887702703475952e-05,,431.4735355377197,0.4910326898097992,,0.003939688205718994,-0.001776956021785736,0.00010806451609823853
3398,0.0078125,794.0,-0.011979040689766407,1763260491.1982837,323968,0.0010072990553453565,0.0016418593004345894,,435.02125358581543,0.5000778436660767,,0.23023086786270142,-0.005323641002178192,0.0001056835608324036
3401,0.001953125,795.0,-7.860362529754639e-06,1763260491.421102,324224,0.006611782591789961,0.0018396824598312378,,435.2440719604492,0.5224280953407288,,0.600995659828186,-0.01692383363842964,0.00010552995081525296
3406,0.0,795.0,0.0012135934084653854,1763260491.896543,324736,0.006673750467598438,0.00027076713740825653,,435.7195129394531,0.5574877858161926,,0.03680622577667236,0.0010050267446786165,0.00010522273078095168
