_step,losses/clipfrac,charts/SPS,losses/old_approx_kl,_timestamp,global_step,losses/value_loss,losses/approx_kl,charts/episodic_length,_runtime,losses/entropy,charts/episodic_return,losses/explained_variance,losses/policy_loss,charts/learning_rate
4939,0.0,876.0,-0.0001154579222202301,1763260632.4060946,481024,0.0024177285376936197,1.7508864402770996e-07,,576.2290644645691,0.5337753891944885,,0.06120657920837402,-7.709115743637085e-05,1.144393263530219e-05
4946,,,,1763260632.9704773,481673,,,500.0,576.7934472560883,,500.0,,,
4953,0.0,877.0,-9.042304009199142e-05,1763260633.6736634,482432,0.0029946998693048954,3.2084062695503235e-06,,577.4966332912445,0.42711788415908813,,-0.12482106685638428,0.00012092292308807373,1.0599078450468369e-05
4958,0.0,877.0,-0.0008748220279812813,1763260634.1199732,482944,0.002511313883587718,5.2032992243766785e-06,,577.9429430961609,0.4915516674518585,,-0.25635671615600586,3.387033939361572e-05,1.0291858416167088e-05
4963,0.0,877.0,0.0010645799338817596,1763260634.5988517,483456,0.0025714475195854902,1.7229467630386353e-05,,578.4218215942383,0.5081498622894287,,-0.43689942359924316,-0.0011978000402450562,9.984639291360509e-06
4971,0.0,877.0,0.00012275204062461853,1763260635.2749581,484224,651.2766723632812,7.227063179016113e-07,,579.0979280471802,0.5417312383651733,,0.0002192854881286621,0.0002025701105594635,9.523809239908587e-06
4972,0.0,877.0,-0.00019056815654039383,1763260635.3849823,484352,0.003123711096122861,1.0514631867408752e-06,,579.2079522609711,0.52323979139328,,-0.7508301734924316,-0.0003644004464149475,9.447004231333267e-06
4978,0.0,878.0,3.729015588760376e-06,1763260635.9738104,484992,0.0028494643047451973,1.6111880540847778e-06,,579.7967803478241,0.47031426429748535,,-0.3040543794631958,0.00018155202269554138,9.062980097951367e-06
4981,0.0,878.0,0.0004204045981168747,1763260636.1980443,485248,738.9961547851562,2.2705644369125366e-06,,580.021014213562,0.5333290100097656,,-0.0007147789001464844,-0.0002987571060657501,8.909370080800727e-06
4989,0.0,878.0,0.0002595856785774231,1763260637.0063913,486144,0.0028455143328756094,4.198402166366577e-06,,580.8293612003326,0.490676611661911,,-0.3052762746810913,-0.0006253011524677277,8.371735930268187e-06
4994,0.0,878.0,-0.0004852069541811943,1763260637.4509835,486656,0.0022532574366778135,1.0567717254161835e-05,,581.2739534378052,0.49175217747688293,,-0.05512261390686035,-0.0006406381726264954,8.064515895966906e-06
5008,0.0,879.0,0.000604056753218174,1763260638.7414231,488064,0.0026790627744048834,8.995644748210907e-06,,582.5643930435181,0.5056454539299011,,0.26600855588912964,-0.00011814013123512268,7.219662165880436e-06
5013,0.0,879.0,0.0001383880153298378,1763260639.1864178,488576,0.002227202756330371,1.1166557669639587e-06,,583.0093877315521,0.5333385467529297,,0.12916326522827148,0.00012103840708732605,6.912442586326506e-06
5015,0.0,879.0,-2.7525238692760468e-05,1763260639.2995267,488704,1093.757568359375,1.0523945093154907e-07,,583.1224966049194,0.503690779209137,,-0.0010765790939331055,-7.585622370243073e-05,6.835637577751186e-06
5039,,,,1763260641.4970763,491173,,,500.0,585.3200461864471,,500.0,,,
5071,0.0,881.0,-0.0002872273325920105,1763260644.4712107,494464,0.0031241108663380146,7.80448317527771e-07,,588.2941806316376,0.4639279842376709,,-0.5917015075683594,-4.836916923522949e-05,3.3794162845879328e-06
5117,,,,1763260648.6558368,499173,,,500.0,592.4788067340851,,500.0,,,
5122,,,,1763260649.132186,499673,,,500.0,592.9551558494568,,500.0,,,
