charts/episodic_length,_runtime,losses/clipfrac,losses/explained_variance,_step,_timestamp,losses/approx_kl,losses/value_loss,losses/policy_loss,charts/SPS,charts/learning_rate,charts/episodic_return,global_step,losses/entropy,losses/old_approx_kl
,425.23486518859863,0.0,-0.946740984916687,3498,1763260481.4824162,8.248630911111832e-05,0.0003602692158892751,0.0016340799629688263,802.0,0.00010860215115826577,,319104,0.38975751399993896,0.0005235588178038597
,425.684086561203,0.0,-3.0100326538085938,3503,1763260481.9316375,3.79122793674469e-05,0.0013887741370126605,-0.0012351982295513153,802.0,0.00010829493112396449,,319616,0.45931413769721985,-0.0015280861407518387
,426.6202070713043,0.0,0.014858245849609375,3513,1763260482.867758,0.00022901501506567,0.0005650059902109206,-0.0014967173337936401,803.0,0.00010768049105536193,,320640,0.5389872193336487,-0.0010844925418496132
,427.6676113605499,0.0,-0.0004494190216064453,3525,1763260483.9151623,1.2983568012714386e-05,633.3365478515625,-0.0008765272796154022,803.0,0.00010698924597818404,,321792,0.5227686166763306,-0.0014471588656306267
,428.83018374443054,0.0,-0.33968114852905273,3537,1763260485.0777347,1.775939017534256e-05,0.0005694216815754771,-0.0014931634068489075,804.0,0.00010622119589243084,,323072,0.47246378660202026,-8.042994886636734e-05
500.0,430.37667298316956,,,3554,1763260486.624224,,,,,,500.0,324785,,
,430.4720916748047,0.0,-0.0001239776611328125,3555,1763260486.7196426,5.570240318775177e-05,551.87841796875,-0.004513256251811981,805.0,0.00010514592577237636,,324864,0.5230750441551208,-0.0015071667730808258
,432.47376894950867,0.0,-0.8603423833847046,3576,1763260488.72132,0.0007079727947711945,0.0004866046365350485,-0.008511915802955627,807.0,0.00010384024790255353,,327040,0.5137081146240234,-0.011828981339931488
500.0,432.6287739276886,,,3578,1763260488.876325,,,,,,500.0,327285,,
,432.92518401145935,0.0,0.16956448554992676,3581,1763260489.172735,4.3742358684539795e-05,0.00027106652851216495,-0.0023188143968582153,807.0,0.00010353302786825225,,327552,0.45798081159591675,0.0021150093525648117
,433.6308057308197,0.0,-4.208087921142578e-05,3589,1763260489.8783567,0.00038484949618577957,914.9715576171875,0.004325069487094879,808.0,0.00010307219781680033,,328320,0.4473479390144348,-0.0024379128590226173
500.0,435.8458762168884,,,3613,1763260492.0934272,,,,,,500.0,330785,,
,436.76218581199646,0.0,-0.011594176292419434,3622,1763260493.0097368,1.1529773473739624e-06,0.0002980433637276292,8.617527782917023e-05,810.0,0.00010099846258526668,,331776,0.4393022060394287,-5.417130887508392e-05
,438.36447381973267,0.0,-0.03937554359436035,3640,1763260494.6120248,0.00016420520842075348,0.0005480834515765309,0.00037825852632522583,811.0,9.99231924652122e-05,,333568,0.5142504572868347,-0.0030145570635795593
,439.88465332984924,0.0,0.4151674509048462,3656,1763260496.1322043,8.696876466274261e-05,0.0003029291401617229,-0.005224164575338364,812.0,9.892473462969065e-05,,335232,0.46574389934539795,-0.0006329622119665146
,441.04058027267456,0.0,-0.5432517528533936,3669,1763260497.2881312,0.00012640003114938736,0.0037064803764224052,0.001648932695388794,813.0,9.815668454393744e-05,,336512,0.45317214727401733,-0.004161194898188114
,441.9696385860443,0.0,-0.5451416969299316,3679,1763260498.2171896,8.097849786281586e-05,0.0019075025338679552,0.0008057653903961182,814.0,9.754224447533488e-05,,337536,0.43285080790519714,-0.004173582419753075
,442.3063485622406,0.0,0.17660599946975708,3683,1763260498.5538995,3.6090612411499023e-05,0.0033552078530192375,-0.001141972839832306,814.0,9.731182944960892e-05,,337920,0.4478868842124939,0.0012533701956272125
,442.4174470901489,0.0,0.4116731286048889,3684,1763260498.664998,4.812516272068024e-05,0.00035838939948007464,0.0013082623481750488,814.0,9.72350244410336e-05,,338048,0.40062159299850464,0.0014240145683288574
500.0,444.9015805721283,,,3711,1763260501.1491315,,,,,,500.0,340785,,
,445.10467410087585,0.0,-0.03425157070159912,3713,1763260501.352225,0.0004298742860555649,0.0032228457275778055,-0.00998014211654663,816.0,9.546850924380124e-05,,340992,0.5069660544395447,-0.005349172279238701
,445.3268768787384,0.0,0.009822964668273926,3715,1763260501.5744278,3.427732735872269e-05,0.00031338672852143645,0.0020300298929214478,816.0,9.53148992266506e-05,,341248,0.4623243510723114,-0.0011323587968945503
500.0,446.71986865997314,,,3731,1763260502.9674196,,,,,,500.0,342785,,
,447.09096240997314,0.0,-0.09347784519195557,3734,1763260503.3385134,0.0006013223901391029,0.00017247966025024652,0.001209944486618042,817.0,9.416282409802079e-05,,343168,0.4920346140861511,0.0020658178254961967
500.0,448.9680142402649,,,3755,1763260505.2155652,,,,,,500.0,345285,,
500.0,450.8006098270416,,,3775,1763260507.0481608,,,,,,500.0,347285,,
,451.2753441333771,0.0,-0.03625977039337158,3779,1763260507.522895,0.00014225393533706665,0.00031543016666546464,-0.001766391098499298,820.0,9.139785106526688e-05,,347776,0.590149998664856,0.0002274792641401291
500.0,453.51053953170776,,,3804,1763260509.7580905,,,,,,500.0,350285,,
,453.8189797401428,0.0,-0.47757434844970703,3807,1763260510.0665307,0.0006423285230994225,0.0011584970634430647,-0.007547236979007721,822.0,8.970814087660983e-05,,350592,0.5644416809082031,0.004982992075383663
,457.5562710762024,0.0,-0.28934741020202637,3847,1763260513.803822,0.00015571806579828262,0.0004937825142405927,0.001211017370223999,824.0,8.725038060219958e-05,,354688,0.5489087700843811,-0.0018584458157420158
,460.4363613128662,0.0,-0.04587888717651367,3879,1763260516.6839123,0.00028814375400543213,0.003468297654762864,-0.005301527678966522,826.0,8.533026266377419e-05,,357888,0.5267143845558167,0.0004227627068758011
,460.86046385765076,0.0,7.927417755126953e-05,3883,1763260517.1080148,1.3650394976139069e-05,703.8240356445312,-0.001397162675857544,826.0,8.509984763804823e-05,,358272,0.5687704682350159,0.0007405942305922508
,460.9706244468689,0.0,0.12402057647705078,3884,1763260517.2181754,0.00013506878167390823,0.004035297781229019,-0.0006100311875343323,826.0,8.502304262947291e-05,,358400,0.5404297113418579,-0.0004444727674126625
500.0,461.2138464450836,,,3887,1763260517.4613974,,,,,,500.0,358709,,
,461.6742191314697,0.0,-0.10542500019073486,3891,1763260517.92177,5.714036524295807e-05,0.0004666007880587131,-0.0037260055541992188,827.0,8.456221257802099e-05,,359168,0.5594453811645508,-0.00043950043618679047
,462.23702788352966,0.0,0.0001646876335144043,3898,1763260518.4845788,8.482206612825394e-05,829.7715454101562,0.0004741251468658447,827.0,8.417818753514439e-05,,359808,0.5383138656616211,-0.0020002806559205055
,463.5023465156555,0.0,0.00011867284774780273,3912,1763260519.7498975,8.478015661239624e-05,767.3636474609375,-0.0028094351291656494,828.0,8.333333244081587e-05,,361216,0.5677534937858582,0.001180419698357582
,463.86843061447144,0.0,-0.057044148445129395,3915,1763260520.1159816,7.930584251880646e-05,0.00037855145637877285,0.0015454590320587158,828.0,8.31029174150899e-05,,361600,0.5396021604537964,0.0019772443920373917
,465.02871012687683,0.0,-0.2522754669189453,3928,1763260521.276261,0.00020907819271087646,0.0038810856640338898,-0.0015764012932777405,829.0,8.23348673293367e-05,,362880,0.58955317735672,-0.0026171430945396423
,466.52337741851807,0.0,-0.14385032653808594,3944,1763260522.7709284,0.00031798798590898514,0.0006419072160497308,0.004534412175416946,830.0,8.133640221785754e-05,,364544,0.5794866681098938,0.003451273776590824
,466.63561820983887,0.0,-0.6986699104309082,3945,1763260522.8831692,0.0004666382446885109,0.0005688125966116786,-0.0035617537796497345,830.0,8.125959720928222e-05,,364672,0.5127531290054321,0.0020196223631501198
500.0,466.6507074832916,,,3946,1763260522.8982584,,,,,,500.0,364709,,
,467.45536494255066,0.0,-0.25761497020721436,3954,1763260523.702916,6.717070937156677e-05,0.000754403998143971,-0.0007270276546478271,830.0,8.072196942521259e-05,,365568,0.5800749063491821,0.0024278108030557632
,468.2761957645416,0.0,-5.628341197967529,3963,1763260524.5237467,5.398597568273544e-05,0.0007990357116796076,0.0015062987804412842,831.0,8.018433436518535e-05,,366464,0.48455703258514404,2.433639019727707e-05
,468.8338360786438,0.0,-0.044023990631103516,3969,1763260525.081387,7.948838174343109e-06,0.0003747435985133052,0.0005362071096897125,831.0,7.980030932230875e-05,,367104,0.4784463346004486,-0.0012326845899224281
,469.87941884994507,0.0,-7.87973403930664e-05,3981,1763260526.1269698,3.781169652938843e-05,982.1893920898438,-0.0028513632714748383,832.0,7.910906424513087e-05,,368256,0.5829881429672241,0.0013045575469732285
,470.14328241348267,0.0,-0.3639143705368042,3983,1763260526.3908334,0.0004804059863090515,0.0011099000694230199,-0.003990571945905685,832.0,7.895545422798023e-05,,368512,0.4934368133544922,-0.0003630146384239197
,471.4144594669342,0.0,-0.1280064582824707,3997,1763260527.6620104,0.00033008307218551636,0.001092946738936007,-0.0056092143058776855,833.0,7.81105991336517e-05,,369920,0.5701136589050293,0.0038642045110464096
,473.5091586112976,0.0,0.044641852378845215,4020,1763260529.7567096,0.00010605063289403915,0.003045654622837901,0.0017976537346839905,834.0,7.672810897929594e-05,,372224,0.5600723028182983,-0.005007862113416195
,477.10697984695435,0.0,-3.123283386230469e-05,4059,1763260533.3545308,5.392730236053467e-05,317.90460205078125,-0.0023593902587890625,836.0,7.434716098941863e-05,,376192,0.5165470838546753,-0.0020665396004915237
,479.7796804904938,0.0,4.547834396362305e-05,4087,1763260536.0272315,1.3163313269615173e-05,680.5302124023438,-0.002237502485513687,838.0,7.258064579218626e-05,,379136,0.5419951677322388,0.00028548017144203186
500.0,480.139502286911,,,4091,1763260536.3870533,,,,,,500.0,379576,,
,481.5285804271698,0.0,0.054058730602264404,4105,1763260537.7761314,0.0027044322341680527,0.00048335964675061405,-0.03153623640537262,839.0,7.142857066355646e-05,,381056,0.5170555114746094,0.01371444296091795
,481.8647418022156,0.0,0.2954588532447815,4109,1763260538.1122928,3.889109939336777e-05,0.0007108602439984679,-0.001735404133796692,839.0,7.11981556378305e-05,,381440,0.5668333172798157,0.0015594204887747765
500.0,482.35840821266174,,,4115,1763260538.6059592,,,,,,500.0,382076,,
,482.79901123046875,0.0,0.13788533210754395,4119,1763260539.0465622,8.814875036478043e-05,0.00044342374894768,0.0015111267566680908,839.0,7.058371556922793e-05,,382464,0.5080186724662781,0.0026754969730973244
,485.1101429462433,0.0,-0.21643424034118652,4144,1763260541.357694,0.00016322266310453415,0.0005927697638981044,0.0008072368800640106,841.0,6.904762267367914e-05,,385024,0.49271947145462036,0.0019919248297810555
500.0,485.60887384414673,,,4150,1763260541.8564248,,,,,,500.0,385576,,
,487.3079388141632,0.0,-0.09969401359558105,4168,1763260543.5554898,0.00015859026461839676,0.0005165264592505991,-0.0048427581787109375,842.0,6.758832751074806e-05,,387456,0.5298287272453308,-0.0012634089216589928
500.0,488.7493600845337,,,4184,1763260544.996911,,,,,,500.0,389076,,
500.0,489.6342604160309,,,4194,1763260545.8818114,,,,,,500.0,390076,,
500.0,490.1119775772095,,,4199,1763260546.3595285,,,,,,500.0,390576,,
,492.50522112846375,0.0,-0.1347280740737915,4224,1763260548.752772,3.100186586380005e-05,0.0030580046586692333,-0.0008555352687835693,845.0,6.413210212485865e-05,,393216,0.580760657787323,-0.0015608463436365128
,492.9881513118744,0.0,-0.0956110954284668,4229,1763260549.2357023,1.1500902473926544e-05,0.0027704855892807245,0.001012604683637619,845.0,6.382488209055737e-05,,393728,0.5449821949005127,-0.00017215590924024582
,494.2503881454468,0.0,0.00020259618759155273,4243,1763260550.497939,2.1168962121009827e-06,709.2218627929688,-0.00023737922310829163,846.0,6.298003427218646e-05,,395136,0.5310400724411011,-0.00010689813643693924
,494.5828926563263,0.0,-0.30067193508148193,4246,1763260550.8304436,0.00012699700891971588,0.0005541656282730401,0.0026722103357315063,846.0,6.27496192464605e-05,,395520,0.5107256174087524,0.0038922931998968124
500.0,495.0834000110626,,,4252,1763260551.330951,,,,,,500.0,396076,,
,495.28917932510376,0.0,-0.4295727014541626,4254,1763260551.5367303,0.00012907665222883224,0.0031547180842608213,-0.0029007792472839355,846.0,6.228878919500858e-05,,396288,0.47974321246147156,0.0027501704171299934
,495.3995213508606,0.0,-1.0186357498168945,4255,1763260551.6470723,0.00012448057532310486,0.0012434427626430988,5.974713712930679e-05,847.0,6.221198418643326e-05,,396416,0.514188289642334,0.004794154316186905
,497.03218483924866,0.0,-0.15813744068145752,4273,1763260553.2797358,2.546049654483795e-05,0.002984616905450821,0.0014665722846984863,847.0,6.113671406637877e-05,,398208,0.5276904106140137,-0.00035164691507816315
500.0,497.2947609424591,,,4276,1763260553.542312,,,,,,500.0,398576,,
,497.36911058425903,0.0,0.00016480684280395508,4277,1763260553.6166615,0.0001639416441321373,703.4674682617188,0.001784343272447586,848.0,6.090629904065281e-05,,398592,0.44740357995033264,-0.004704737104475498
,497.48105788230896,0.0,-0.26008546352386475,4278,1763260553.7286088,1.4324672520160675e-05,0.003195795463398099,-0.0012570545077323914,848.0,6.082949403207749e-05,,398720,0.5232914090156555,-0.0014507481828331947
,498.63596057891846,0.0,-0.1679776906967163,4290,1763260554.8835115,6.661750376224518e-06,0.00040430703666061163,-0.0007203444838523865,848.0,6.006144394632429e-05,,400000,0.498167484998703,-9.40198078751564e-05
,498.7494614124298,0.0,-6.99758529663086e-05,4292,1763260554.9970124,9.257346391677856e-07,808.8472900390625,0.00038628652691841125,848.0,5.998463893774897e-05,,400128,0.5034279823303223,-0.0003077033907175064
,500.83534264564514,0.0,0.060070693492889404,4314,1763260557.0828936,3.3490359783172607e-06,0.0005471016047522426,0.0004454664885997772,850.0,5.8602148783393204e-05,,402432,0.5543361306190491,-0.0007431767880916595
,501.206490278244,0.0,-0.18541169166564941,4318,1763260557.4540412,4.7437846660614014e-05,0.002888644579797983,-0.002070959657430649,850.0,5.837173739564605e-05,,402816,0.5736587047576904,3.1385570764541626e-06
,503.7410418987274,0.0,-5.269050598144531e-05,4346,1763260559.9885929,4.696473479270935e-05,565.099609375,0.002172604203224182,851.0,5.6682027206989005e-05,,405632,0.5901280641555786,0.0010097548365592957
,505.49339985847473,0.0,-0.09818637371063232,4366,1763260561.7409508,7.446110248565674e-05,0.003006929298862815,0.0009501911699771881,852.0,5.552995571633801e-05,,407552,0.5784230828285217,-5.197897553443909e-05
,506.0573959350586,0.0,0.04139810800552368,4372,1763260562.304947,7.801130414009094e-05,0.0008960686391219497,0.00038680434226989746,852.0,5.514593067346141e-05,,408192,0.5736509561538696,-0.005536643788218498
,506.5417857170105,0.0,-0.010368704795837402,4377,1763260562.7893367,1.1710450053215027e-05,0.0008551791543141007,0.00040137767791748047,853.0,5.4838710639160126e-05,,408704,0.5899032950401306,-0.00031628645956516266
,506.65268564224243,0.0,0.20302927494049072,4378,1763260562.9002366,9.077601134777069e-06,0.0006268225843086839,-0.0006111748516559601,853.0,5.4761905630584806e-05,,408832,0.5722399950027466,-0.0009314501658082008
,507.52245831489563,0.0,0.05462801456451416,4387,1763260563.7700093,5.8486126363277435e-05,0.0007844583597034216,0.0017331913113594055,853.0,5.4224270570557564e-05,,409728,0.5501856803894043,-0.0022447584196925163
,508.30701971054077,0.0,-0.2931903600692749,4396,1763260564.5545707,2.5521963834762573e-05,0.0032257847487926483,-0.0015848726034164429,853.0,5.368663551053032e-05,,410624,0.4995422065258026,-0.0005638264119625092
,510.0541031360626,0.0,-0.23675143718719482,4415,1763260566.301654,1.5960074961185455e-05,0.0024096036795526743,-0.0022433623671531677,854.0,5.2534564019879326e-05,,412544,0.5411043167114258,-0.001608523540198803
,513.8762784004211,0.0,-0.09480094909667969,4456,1763260570.1238294,4.103407263755798e-06,0.0008585710311308503,-0.00038392096757888794,856.0,4.999999873689376e-05,,416768,0.5860124230384827,-0.0003739185631275177
,515.1471104621887,0.0,-0.017160654067993164,4470,1763260571.3946614,2.872385084629059e-05,0.0012367122108116746,0.0003001987934112549,857.0,4.915514728054404e-05,,418176,0.5247030258178711,0.0023202579468488693
,515.8542385101318,0.0,-0.00017440319061279297,4478,1763260572.1017895,1.2932345271110535e-05,843.4971313476562,-0.0001678653061389923,857.0,4.869431722909212e-05,,418944,0.6031205654144287,0.0008309986442327499
,516.0786821842194,0.0,-0.03719687461853027,4480,1763260572.3262331,1.0977499186992645e-05,0.0010529099963605404,1.3517215847969055e-05,857.0,4.854070721194148e-05,,419200,0.5921147465705872,0.0006367387250065804
500.0,517.1292972564697,,,4492,1763260573.3768482,,,,,,500.0,420381,,
,517.561262845993,0.0,-0.10211706161499023,4496,1763260573.8088138,3.295578062534332e-05,0.00043896399438381195,-0.0011853352189064026,858.0,4.754224210046232e-05,,420864,0.5961940288543701,0.001990489661693573
,517.6751959323883,0.0,-0.00012493133544921875,4498,1763260573.922747,2.3798085749149323e-05,600.5159912109375,0.001959100365638733,858.0,4.7465437091887e-05,,420992,0.5533108711242676,-0.0016453927382826805
,519.7503290176392,0.0,-0.5075855255126953,4520,1763260575.99788,3.472995012998581e-05,0.0008966507739387453,-0.001943252980709076,859.0,4.608295057551004e-05,,423296,0.508992075920105,-0.0002865167334675789
,519.8653697967529,0.0,-0.00014913082122802734,4522,1763260576.1129208,2.3987144231796265e-05,568.6592407226562,-0.000264972448348999,859.0,4.600614556693472e-05,,423424,0.5258591175079346,0.00030315667390823364
,520.1213343143463,0.0,-0.030348777770996094,4524,1763260576.3688853,8.426792919635773e-05,0.0012623186921700835,0.003036312758922577,859.0,4.585253554978408e-05,,423680,0.49652665853500366,3.688409924507141e-05
,520.2344741821289,0.0,-0.10068190097808838,4525,1763260576.4820251,6.50361180305481e-05,0.0007034637383185327,0.00014995411038398743,859.0,4.577573054120876e-05,,423808,0.5630429983139038,0.0030065979808568954
,520.3473935127258,0.0,-0.00014519691467285156,4527,1763260576.5949445,1.1614523828029633e-05,529.152099609375,0.00022114627063274384,860.0,4.569892553263344e-05,,423936,0.5590339303016663,0.002469177357852459
500.0,520.7053747177124,,,4531,1763260576.9529257,,,,,,500.0,424381,,
,520.9062118530273,0.0,-0.0560302734375,4533,1763260577.1537628,8.956529200077057e-06,0.0029691429808735847,0.0016434863209724426,860.0,4.531490048975684e-05,,424576,0.5824742317199707,0.00021022651344537735
,521.0515282154083,0.0,-0.06588888168334961,4534,1763260577.2990792,6.713345646858215e-05,0.0011835049372166395,0.002895267680287361,860.0,4.523809548118152e-05,,424704,0.576400637626648,0.0014123227447271347
,522.9869785308838,0.0,-0.07001662254333496,4555,1763260579.2345295,6.265006959438324e-05,0.000613577663898468,0.0010384470224380493,861.0,4.393241033540107e-05,,426880,0.599148690700531,-0.0004978887736797333
,523.581113576889,0.0,-0.42146873474121094,4562,1763260579.8286645,4.077516496181488e-05,0.0020231890957802534,-0.0009059607982635498,861.0,4.354838529252447e-05,,427520,0.5247476100921631,-0.0009593963623046875
,524.8464143276215,0.0,0.0001615285873413086,4576,1763260581.0939653,1.2386590242385864e-06,419.8257751464844,-8.327141404151917e-05,862.0,4.2703533836174756e-05,,428928,0.5102264285087585,0.0009141787886619568
,528.3299372196198,0.0,0.1621840000152588,4613,1763260584.5774882,5.415827035903931e-05,0.0007067807018756866,-7.496774196624756e-05,863.0,4.0399387216893956e-05,,432768,0.5800307393074036,4.068203270435333e-05
,529.4840607643127,0.0,-0.0742795467376709,4626,1763260585.7316117,7.0678070187568665e-06,0.0024060378782451153,-0.0010744351893663406,864.0,3.9631337131140754e-05,,434048,0.578536868095398,-0.0007250821217894554
,530.2673828601837,0.0,-2.6702880859375e-05,4635,1763260586.5149338,1.1165626347064972e-05,713.2019653320312,-0.0015412084758281708,864.0,3.909370207111351e-05,,434944,0.5619637966156006,0.0013336380943655968
,530.8557584285736,0.0,-0.01692664623260498,4641,1763260587.1033094,4.4461339712142944e-06,0.0019607003778219223,-0.0004838220775127411,865.0,3.870967702823691e-05,,435584,0.588870644569397,-0.0004797745496034622
500.0,531.0961589813232,,,4644,1763260587.34371,,,,,,500.0,435881,,
,532.7071373462677,0.0,-0.02126944065093994,4661,1763260588.9546883,1.8318183720111847e-05,0.0017734954599291086,0.0005125179886817932,866.0,3.7480800529010594e-05,,437632,0.5644493103027344,-0.0008487245067954063
,533.9857354164124,0.0,-0.10546529293060303,4675,1763260590.2332864,1.3005919754505157e-05,0.00230682292021811,0.0007824152708053589,866.0,3.663594543468207e-05,,439040,0.5946447849273682,0.0006152736023068428
,535.4696283340454,0.0,0.20015299320220947,4691,1763260591.7171793,3.460794687271118e-05,0.000883202999830246,-0.001297004520893097,867.0,3.563748032320291e-05,,440704,0.5850412845611572,-0.0017686206847429276
,537.1103587150574,0.0,-0.00014281272888183594,4709,1763260593.3579097,1.0188668966293335e-06,247.0347900390625,2.9034912586212158e-05,868.0,3.4562210203148425e-05,,442496,0.5126143097877502,-0.0002682916820049286
500.0,537.4433019161224,,,4713,1763260593.6908529,,,,,,500.0,442881,,
,539.7799470424652,0.0,-7.224082946777344e-05,4738,1763260596.027498,5.901791155338287e-06,669.0479736328125,-0.0006277970969676971,869.0,3.2795698643894866e-05,,445440,0.5411754846572876,-0.0002884780988097191
,539.8913779258728,0.0,0.15274757146835327,4739,1763260596.138929,2.4206936359405518e-05,0.0019154937472194433,-0.00022672861814498901,869.0,3.2718893635319546e-05,,445568,0.557298481464386,-0.0014646761119365692
,540.1146414279938,0.0,0.030389070510864258,4741,1763260596.3621924,5.608517676591873e-05,0.0007137565407902002,-0.003520407248288393,869.0,3.2565283618168905e-05,,445824,0.5143137574195862,0.001882786862552166
,540.2295243740082,0.0,-1.5735626220703125e-05,4743,1763260596.4770753,3.657955676317215e-05,814.5443115234375,0.0011863214895129204,869.0,3.2488478609593585e-05,,445952,0.582870602607727,-0.0017119357362389565
,541.2677264213562,0.0,-0.29687201976776123,4754,1763260597.5152774,7.698312401771545e-06,0.0021041124127805233,-0.0001710783690214157,870.0,3.17972335324157e-05,,447104,0.5414211750030518,-0.0010606590658426285
,542.9009590148926,0.0,-2.849102020263672e-05,4772,1763260599.14851,1.1455267667770386e-07,666.3764038085938,-2.810359001159668e-05,870.0,3.072196705034003e-05,,448896,0.5540446639060974,3.6815181374549866e-06
500.0,544.1929152011871,,,4786,1763260600.4404662,,,,,,500.0,450381,,
,544.2775123119354,0.0,-0.0001277923583984375,4787,1763260600.5250633,4.866626113653183e-05,663.5582275390625,-0.00019897380843758583,871.0,2.9800306947436184e-05,,450432,0.5855556726455688,-0.0014284765347838402
,544.3877487182617,0.0,0.07029199600219727,4788,1763260600.6352997,1.3330020010471344e-05,0.0020010669250041246,-0.0009185336530208588,871.0,2.9723501938860863e-05,,450560,0.5743714570999146,-0.0009338045492768288
500.0,545.1130893230438,,,4796,1763260601.3606403,,,,,,500.0,451381,,
,545.4256534576416,0.0,0.05856090784072876,4799,1763260601.6732044,8.021481335163116e-06,0.0009274030453525484,-0.000665958970785141,871.0,2.9032258680672385e-05,,451712,0.5385099649429321,0.00010691490024328232
500.0,546.026505947113,,,4806,1763260602.274057,,,,,,500.0,452381,,
,546.3498632907867,0.0,0.21506953239440918,4809,1763260602.5974143,2.0971521735191345e-05,0.0012484127655625343,0.0008401200175285339,872.0,2.8417818612069823e-05,,452736,0.5625576972961426,-0.0006974153220653534
,546.6843197345734,0.0,-0.024358034133911133,4813,1763260602.9318707,3.3294782042503357e-06,0.00190373370423913,0.0006366446614265442,872.0,2.8187403586343862e-05,,453120,0.5647997260093689,0.00041163060814142227
,550.176427602768,0.0,-9.298324584960938e-05,4851,1763260606.4239786,2.304092049598694e-06,732.8203735351562,-6.480887532234192e-05,874.0,2.5883256967063062e-05,,456960,0.5457902550697327,9.45068895816803e-05
,550.2879114151001,0.0,-0.022008657455444336,4852,1763260606.5354624,4.069879651069641e-07,0.0019593206234276295,-0.0001294054090976715,874.0,2.580645195848774e-05,,457088,0.5853303074836731,-4.864577203989029e-05
,551.7699971199036,0.0,0.1852867603302002,4868,1763260608.017548,1.759268343448639e-06,0.0013001032639294863,-0.0002660825848579407,874.0,2.480798684700858e-05,,458752,0.5589503645896912,-0.0011823596432805061
500.0,552.2932085990906,,,4874,1763260608.5407596,,,,,,500.0,459381,,
,552.7004337310791,0.0,0.10420984029769897,4878,1763260608.9479847,0.0001897905021905899,0.0005456453654915094,-0.0029863249510526657,875.0,2.419354859739542e-05,,459776,0.5517702698707581,0.0074289701879024506
,553.0369353294373,0.0,-0.14080095291137695,4882,1763260609.2844863,2.4456530809402466e-05,0.0010342056630179286,-0.0006662448868155479,875.0,2.396313357166946e-05,,460160,0.5548368096351624,0.0009696781635284424
,556.5928120613098,0.0,-9.047985076904297e-05,4920,1763260612.840363,1.6870908439159393e-05,541.5909423828125,0.0010417290031909943,876.0,2.165898695238866e-05,,464000,0.5028839111328125,0.0002646995708346367
,557.7447547912598,0.0,0.03716498613357544,4932,1763260613.9923058,2.7453526854515076e-05,0.0012619162444025278,-0.002237824723124504,877.0,2.0890936866635457e-05,,465280,0.49702998995780945,0.0029116272926330566
500.0,557.7809016704559,,,4933,1763260614.0284526,,,,,,500.0,465381,,
,558.3083801269531,0.0,0.00011593103408813477,4939,1763260614.555931,1.2069940567016602e-06,566.0101928710938,0.0003956332802772522,877.0,2.0506911823758855e-05,,465920,0.5096640586853027,0.0001543443650007248
,559.0135653018951,0.0,0.0380934476852417,4946,1763260615.2611163,3.809109330177307e-07,0.0011601205915212631,-7.418729364871979e-05,877.0,2.0046083591296338e-05,,466688,0.550581157207489,-0.0001880871132016182
500.0,559.6080431938171,,,4953,1763260615.8555942,,,,,,500.0,467381,,
500.0,560.0768840312958,,,4958,1763260616.324435,,,,,,500.0,467881,,
500.0,560.5182576179504,,,4963,1763260616.7658086,,,,,,500.0,468381,,
,561.3226280212402,0.0,-0.019771337509155273,4971,1763260617.570179,2.944841980934143e-06,0.0011566890170797706,-1.1231750249862671e-05,878.0,1.8509985238779336e-05,,469248,0.5333458185195923,-0.00013979710638523102
,561.4338548183441,0.0,0.07952243089675903,4972,1763260617.6814058,5.248934030532837e-06,0.0010727067710831761,-0.00033894553780555725,878.0,1.8433180230204016e-05,,469376,0.5690586566925049,0.0006799120455980301
,561.9176115989685,0.0,1.3709068298339844e-06,4978,1763260618.1651626,1.2334436178207397e-05,955.671630859375,1.0636169463396072e-05,879.0,1.8125960195902735e-05,,469888,0.555482029914856,-0.0002925898879766464
,562.2565155029297,0.0,0.13695663213729858,4981,1763260618.5040665,1.5517696738243103e-05,0.0010225488804280758,-0.001772552728652954,879.0,1.7895545170176774e-05,,470272,0.48295843601226807,0.0007910449057817459
,562.9621548652649,0.0,-0.4468179941177368,4989,1763260619.2097058,4.9620866775512695e-06,0.0022935974411666393,-0.0008627474308013916,879.0,1.7434715118724853e-05,,471040,0.5109443664550781,-0.0005304329097270966
,563.4094440937042,0.0,0.06181102991104126,4994,1763260619.656995,1.0288320481777191e-05,0.0019131749868392944,-0.0008169785141944885,879.0,1.7127496903412975e-05,,471552,0.5192473530769348,0.00045451801270246506
,564.6757674217224,0.0,-5.507469177246094e-05,5008,1763260620.9233184,3.7848949432373047e-06,630.7727661132812,-0.0003383643925189972,880.0,1.6282641809084453e-05,,472960,0.5314610004425049,-0.00018660351634025574
,565.1599102020264,0.0,1.1444091796875e-05,5013,1763260621.4074612,1.8998980522155762e-07,785.2761840820312,3.546476364135742e-06,880.0,1.5975421774783172e-05,,473472,0.5269649624824524,6.198883056640625e-06
,565.3808839321136,0.0,0.21509796380996704,5015,1763260621.628435,1.4800578355789185e-05,0.001410985947586596,-0.0012368857860565186,880.0,1.582181175763253e-05,,473728,0.559070885181427,0.0009346343576908112
,567.5814669132233,0.0,0.07298731803894043,5039,1763260623.8290179,7.86222517490387e-06,0.0010734659153968096,-0.0005166400223970413,881.0,1.4362519323185552e-05,,476160,0.6038584113121033,0.0008364394307136536
500.0,570.4938237667084,,,5071,1763260626.7413747,,,,,,500.0,479381,,
