losses/value_loss,losses/old_approx_kl,global_step,charts/episodic_return,losses/clipfrac,_timestamp,losses/explained_variance,losses/policy_loss,_step,charts/SPS,charts/learning_rate,charts/episodic_length,losses/entropy,_runtime,losses/approx_kl
0.001061315299011767,0.0006992751732468605,478848,,0.0,1763260626.1014636,-0.11839354038238525,-0.0018442422151565552,4981,882.0,1.274961596209323e-05,,0.5341536402702332,569.9243886470795,7.671304047107697e-06
653.1402587890625,6.03431835770607e-05,479616,,0.0,1763260626.8631787,-1.5020370483398438e-05,0.0002276785671710968,4989,882.0,1.228878682013601e-05,,0.5513557195663452,570.6861038208008,6.565824151039124e-07
921.947021484375,0.00018281862139701843,480128,,0.0,1763260627.310599,2.7418136596679688e-05,9.037740528583527e-05,4994,883.0,1.198156678583473e-05,,0.5865194797515869,571.1335241794586,3.166496753692627e-07
,,481553,500.0,,1763260628.5827005,,,5008,,,500.0,,572.4056255817413,
,,482053,500.0,,1763260629.0604196,,,5013,,,500.0,,572.8833446502686,
0.0013663754798471928,0.00032094307243824005,482304,,0.0,1763260629.281732,-0.629233717918396,0.0005486141890287399,5015,883.0,1.0675883459043689e-05,,0.5595918297767639,573.1046571731567,1.905485987663269e-06
0.0015135211870074272,-0.0008150972425937653,484736,,0.0,1763260631.4647627,0.12698405981063843,-0.00020645372569561005,5039,884.0,9.216590115102008e-06,,0.5987730622291565,575.2876877784729,4.736706614494324e-06
0.0015056217089295387,-8.823815733194351e-05,487936,,0.0,1763260634.3402798,5.1975250244140625e-05,6.699562072753906e-05,5071,886.0,7.296467174455756e-06,,0.5555742383003235,578.163204908371,4.6100467443466187e-07
371.10662841796875,1.6670674085617065e-07,492544,,0.0,1763260638.4752655,-2.8371810913085938e-05,8.273124694824219e-05,5117,887.0,4.531490048975684e-06,,0.591267466545105,582.2981905937195,4.6100467443466187e-07
0.0017075950745493174,-2.137385308742523e-06,493056,,0.0,1763260638.9171286,0.1463797688484192,-5.981326103210449e-05,5122,887.0,4.224270469421754e-06,,0.5918711423873901,582.740053653717,2.654269337654114e-07
0.0013175172498449683,0.00010712724179029465,493568,,0.0,1763260639.397351,0.2422323226928711,-2.9537826776504517e-05,5127,888.0,3.9170508898678236e-06,,0.4983399212360382,583.2202761173248,6.621703505516052e-07
0.0012926829513162374,-0.00013703107833862305,493696,,0.0,1763260639.506456,-0.11621546745300293,-5.3219497203826904e-05,5128,888.0,3.840245881292503e-06,,0.5683090090751648,583.3293809890747,2.0489096641540527e-07
,,494925,500.0,,1763260640.5663247,,,5140,,,500.0,,584.3892498016357,
968.001708984375,4.31109219789505e-06,495488,,0.0,1763260641.0958257,4.088878631591797e-05,-1.2725591659545898e-05,5146,888.0,2.764976898106397e-06,,0.5800857543945312,584.9187507629395,1.3969838619232178e-08
,,495925,500.0,,1763260641.477352,,,5150,,,500.0,,585.3002769947052,
849.5990600585938,-2.9889866709709167e-05,496000,,0.0,1763260641.5695126,9.357929229736328e-06,3.072991967201233e-05,5151,889.0,2.457757318552467e-06,,0.6000242829322815,585.3924376964569,2.2351741790771484e-08
0.0014630411751568317,-1.7220154404640198e-05,497280,,0.0,1763260642.7067432,0.03701668977737427,-0.00018236041069030762,5163,889.0,1.6897081422939664e-06,,0.5520108342170715,586.5296683311462,3.2223761081695557e-07
,,497425,500.0,,1763260642.8260417,,,5165,,,500.0,,586.6489667892456,
