losses/value_loss,losses/old_approx_kl,global_step,charts/episodic_return,losses/clipfrac,_timestamp,losses/explained_variance,losses/policy_loss,_step,charts/SPS,charts/learning_rate,charts/episodic_length,losses/entropy,_runtime,losses/approx_kl
0.001519039156846702,0.0036016618832945824,167552,,0.0,1763260323.7778738,-0.11101627349853516,-0.005830500274896622,1906,697.0,0.0001995391648961231,,0.6364449858665466,267.60079884529114,0.00037839170545339584
749.8347778320312,-0.003471432253718376,168704,,0.0,1763260325.27213,0.00019794702529907227,0.0034897811710834503,1918,698.0,0.00019884791981894523,,0.5609526038169861,269.095055103302,0.0004021693021059036
506.0407409667969,-0.0011742990463972092,168832,,0.0,1763260325.4344003,0.003194868564605713,-0.0011861920356750488,1920,698.0,0.0001987711148103699,,0.5673539042472839,269.2573254108429,0.00011456944048404694
0.0014609298668801785,-0.006124779582023621,171392,,0.0,1763260328.1072097,-2.3529794216156006,-0.005629345774650574,1945,701.0,0.00019723502919077873,,0.5521820783615112,271.9301347732544,0.0036038924008607864
0.005593529902398586,0.011824343353509903,172800,,0.0,1763260329.7814562,0.08480536937713623,-0.021733738481998444,1959,702.0,0.0001963901740964502,,0.5754886865615845,273.6043813228607,0.0021521449089050293
0.004027291666716337,0.005055473186075687,174208,,0.0,1763260331.4308586,0.5131159424781799,-0.00463389977812767,1973,703.0,0.0001955453190021217,,0.5817331671714783,275.25378370285034,0.00012843776494264603
0.0003632057341746986,-0.005790529772639275,175488,,0.01171875,1763260332.8403745,-0.2949291467666626,-0.017246730625629425,1985,704.0,0.00019477726891636848,,0.529154896736145,276.6632995605469,0.003320416435599327
,,176057,500.0,,1763260333.3098855,,,1991,,,500.0,,277.13281059265137,
842.43115234375,-0.005514668300747871,177152,,0.0,1763260334.3398695,0.0003361701965332031,-0.0036016795784235,2002,706.0,0.00019377880380488932,,0.5283551216125488,278.16279458999634,0.0008839350193738937
603.458740234375,0.00014686211943626404,177664,,0.0,1763260334.8208022,8.600950241088867e-05,-0.0012733861804008484,2007,707.0,0.00019347158377058804,,0.5315462350845337,278.64372730255127,3.709457814693451e-05
955.4306640625,0.0013906881213188171,178560,,0.0,1763260335.6396883,-1.4185905456542969e-05,0.0014504492282867432,2016,708.0,0.0001929339487105608,,0.6005027890205383,279.4626133441925,4.947371780872345e-05
0.00019866008369717747,-0.0024179769679903984,178944,,0.0,1763260335.9739382,-0.09153902530670166,-0.0015069842338562012,2019,709.0,0.00019270353368483484,,0.5576618909835815,279.7968633174896,0.00010247621685266495
0.00011632642417680472,-0.021289434283971786,179456,,0.0,1763260336.4225798,0.3837292790412903,-0.022187042981386185,2024,709.0,0.00019239631365053356,,0.507838249206543,280.2455048561096,0.00286764744669199
0.004949645604938269,-0.012364143505692482,179712,,0.001953125,1763260336.686829,0.28260815143585205,-0.00957462191581726,2027,710.0,0.00019224270363338292,,0.49650853872299194,280.5097541809082,0.001387542113661766
0.0003357775276526809,-0.0004739323630928993,179968,,0.0,1763260336.9091444,-0.7879546880722046,-0.003183748573064804,2029,710.0,0.00019208909361623228,,0.6011348366737366,280.7320694923401,0.004326696507632732
0.0002715875452850014,-0.011775070801377296,180480,,0.0,1763260337.355253,-0.22410905361175537,-0.001969084143638611,2034,711.0,0.000191781873581931,,0.5301507711410522,281.1781780719757,0.0008893981575965881
,,181557,500.0,,1763260338.30265,,,2045,,,500.0,,282.1255750656128,
1196.9432373046875,-0.002266191877424717,182144,,0.0,1763260338.8778172,0.0001481771469116211,0.0007627271115779877,2051,713.0,0.00019078340847045183,,0.570637047290802,282.70074224472046,9.440351277589798e-05
0.004330297000706196,0.0008917767554521561,182272,,0.0,1763260338.9879584,0.18427681922912598,0.0030212178826332092,2052,713.0,0.0001907066034618765,,0.57110595703125,282.8108835220337,0.0004489179700613022
784.1478271484375,-0.0006137369200587273,184064,,0.0,1763260340.987467,2.5153160095214844e-05,-0.002895774319767952,2070,715.0,0.00018963133334182203,,0.5144000053405762,284.81039214134216,3.6046840250492096e-05
0.003932408522814512,0.006765769794583321,184704,,0.0,1763260341.6965044,0.16013586521148682,-0.001969940960407257,2076,715.0,0.00018924730829894543,,0.604279637336731,285.5194294452667,0.0005024503916501999
0.00024404142459388822,9.447336196899414e-05,186496,,0.0,1763260343.7510595,-0.24326074123382568,-0.00036433013156056404,2093,717.0,0.00018817203817889094,,0.5194968581199646,287.5739846229553,2.670101821422577e-05
,,186557,500.0,,1763260343.7922926,,,2094,,,500.0,,287.61521768569946,
0.0003572711138986051,0.015929464250802994,188928,,0.00390625,1763260346.7133598,0.08926373720169067,-0.027350347489118576,2117,718.0,0.00018671274301595986,,0.5278096795082092,290.53628492355347,0.002865040674805641
0.000404838880058378,-0.016028381884098053,191360,,0.005859375,1763260348.9768665,-0.40158963203430176,-0.0019252412021160126,2141,721.0,0.000185253462404944,,0.5348859429359436,292.79979157447815,0.001920478418469429
0.00036541992449201643,0.00457519106566906,191872,,0.0,1763260349.4566865,-0.06403172016143799,-0.006638452410697937,2146,721.0,0.00018494624237064272,,0.5402620434761047,293.2796115875244,0.0007775146514177322
0.00033465816522948444,-0.006367639638483524,192000,,0.0,1763260349.5662105,-1.2456974983215332,0.008106576278805733,2147,722.0,0.0001848694373620674,,0.550105094909668,293.38913559913635,0.0011275624856352806
,,192057,500.0,,1763260349.5870469,,,2148,,,500.0,,293.40997195243835,
0.004040476866066456,0.00048568379133939743,192768,,0.0,1763260350.287929,0.2723754644393921,-0.000783480703830719,2155,722.0,0.00018440860731061548,,0.5698634386062622,294.11085414886475,0.00015977304428815842
,,194557,500.0,,1763260352.0531092,,,2172,,,500.0,,295.87603425979614,
0.0006510592647828162,0.020108602941036224,195840,,0.005859375,1763260353.7760575,0.2568942904472351,0.001546904444694519,2185,725.0,0.0001825652871048078,,0.48113715648651123,297.59898257255554,0.0030565261840820312
,,196557,500.0,,1763260354.5830622,,,2192,,,500.0,,298.40598726272583,
873.0723876953125,0.0011976519599556923,197120,,0.0,1763260355.337663,0.0002193450927734375,0.0041378154419362545,2198,725.0,0.0001817972370190546,,0.5159519910812378,299.16058802604675,8.352380245923996e-05
0.004734730813652277,0.0007628900930285454,197248,,0.0,1763260355.4877882,-0.0020351409912109375,-0.0002747047692537308,2199,725.0,0.00018172043201047927,,0.5491498112678528,299.3107132911682,3.2757408916950226e-05
0.000120409662486054,0.0029515158385038376,198528,,0.0,1763260356.9350467,0.2135809063911438,0.0002262517809867859,2211,726.0,0.00018095238192472607,,0.5417327880859375,300.75797176361084,0.0005696676671504974
0.00455243606120348,0.0002619018778204918,198784,,0.0,1763260357.159832,0.13470089435577393,-0.002592131495475769,2214,726.0,0.00018079877190757543,,0.4975159168243408,300.9827570915222,0.00018013548105955124
0.00036828580778092146,0.002672908827662468,199424,,0.0,1763260357.7551942,0.0634353756904602,-0.001797601580619812,2220,727.0,0.00018041474686469883,,0.5168136358261108,301.5781192779541,0.00047380104660987854
269.55694580078125,-0.002196595072746277,199680,,0.0,1763260357.9795072,0.000202178955078125,0.005906730890274048,2223,727.0,0.0001802611368475482,,0.5224536061286926,301.8024322986603,0.00011781789362430573
0.0003671943268273026,0.0054133301600813866,199936,,0.001953125,1763260358.2017179,0.6103737354278564,-0.01952487602829933,2225,728.0,0.00018010752683039755,,0.4181523323059082,302.02464294433594,0.0029347771778702736
,,200057,500.0,,1763260358.2451215,,,2226,,,500.0,,302.0680465698242,
730.232421875,0.006699727848172188,200064,,0.00390625,1763260358.3166373,-0.0002586841583251953,-0.005618436262011528,2227,728.0,0.00018003072182182223,,0.5628848671913147,302.13956236839294,0.0010541267693042755
,,200557,500.0,,1763260358.721105,,,2231,,,500.0,,302.54403018951416,
0.00018335843924432993,0.003229164518415928,200960,,0.0,1763260359.132927,0.1343289017677307,-0.0007574800401926041,2235,729.0,0.00017949308676179498,,0.4937877058982849,302.95585203170776,0.000657849945127964
,,201557,500.0,,1763260359.6128685,,,2241,,,500.0,,303.43579363822937,
0.00617613922804594,0.0014841221272945404,202240,,0.0,1763260360.2948012,-1.294740915298462,-0.00423697754740715,2248,731.0,0.00017872503667604178,,0.5237056016921997,304.11772632598877,0.0007300190627574921
0.0001897011825349182,-0.000489354133605957,202496,,0.0,1763260360.5179126,-0.22847723960876465,0.006672533228993416,2250,731.0,0.00017857142665889114,,0.5592509508132935,304.3408377170563,0.0003402046859264374
0.005032042507082224,-0.003557899035513401,202752,,0.0,1763260360.7779217,-0.23333823680877686,-0.0030525587499141693,2253,731.0,0.0001784178166417405,,0.5367922782897949,304.60084676742554,0.00010838638991117477
397.1897277832031,0.0013164151459932327,204672,,0.0,1763260362.4907913,-9.763240814208984e-05,-0.0010789409279823303,2272,734.0,0.0001772657415131107,,0.5547760128974915,306.3137164115906,2.162531018257141e-05
,,205557,500.0,,1763260363.236685,,,2280,,,500.0,,307.0596101284027,
,,207057,500.0,,1763260364.607164,,,2295,,,500.0,,308.4300889968872,
0.0005614153342321515,0.0013393927365541458,207360,,0.0,1763260364.951682,-0.3048650026321411,-0.0012744851410388947,2298,737.0,0.00017565283633302897,,0.5330309271812439,308.7746071815491,3.0443072319030762e-05
,,208557,500.0,,1763260366.2499602,,,2310,,,500.0,,310.0728852748871,
0.004590105731040239,0.0020638974383473396,208768,,0.0,1763260366.526239,0.08116590976715088,0.002034001052379608,2312,738.0,0.00017480798123870045,,0.5347036719322205,310.34916400909424,0.00010689999908208847
0.0005606983322650194,-0.00272297952324152,209408,,0.0,1763260367.2793713,-0.39888596534729004,-0.002320222556591034,2318,738.0,0.00017442395619582385,,0.5832065343856812,311.1022963523865,0.0007589990273118019
0.0033241065684705973,-0.0018426813185214996,209792,,0.0,1763260367.7289453,0.21984905004501343,-0.005343545228242874,2322,738.0,0.0001741935411700979,,0.5776099562644958,311.55187034606934,0.0001293756067752838
0.00020032237807754427,0.001082325354218483,210048,,0.0,1763260367.9892578,-1.4473638534545898,-0.0009949952363967896,2324,738.0,0.00017403994570486248,,0.5773378610610962,311.8121829032898,1.4571473002433777e-05
,,210557,500.0,,1763260368.4056783,,,2329,,,500.0,,312.2286033630371,
,,211557,500.0,,1763260369.4444554,,,2339,,,500.0,,313.2673804759979,
0.0004034551384393126,-8.522067219018936e-05,211968,,0.0,1763260369.8584003,-0.2749735116958618,0.004518669098615646,2343,740.0,0.00017288787057623267,,0.5074167251586914,313.6813254356384,0.00076285470277071
0.0014515669317916036,0.0007634488865733147,212480,,0.0,1763260370.342444,-19.979228973388672,-0.010365702211856842,2348,741.0,0.0001725806505419314,,0.5065994262695312,314.1653690338135,0.0010188771411776543
,,213057,500.0,,1763260370.8165042,,,2354,,,500.0,,314.6394293308258,
0.00012191027053631842,0.004871862009167671,214016,,0.0,1763260371.8558445,-0.4342080354690552,6.792694330215454e-05,2363,742.0,0.00017165899043902755,,0.5717383623123169,315.67876958847046,7.085688412189484e-05
825.8461303710938,0.008429364301264286,216576,,0.0,1763260375.1732607,9.065866470336914e-05,0.003523934632539749,2389,742.0,0.00017012289026752114,,0.583254337310791,318.99618577957153,0.0006052078679203987
1094.5711669921875,-0.01138334907591343,217088,,0.0,1763260375.7710748,0.00015306472778320312,-0.020813830196857452,2394,743.0,0.00016981567023321986,,0.5105211138725281,319.5939998626709,0.002369179390370846
0.0006328001618385315,0.005410210229456425,220416,,0.0,1763260379.4876823,-0.1261810064315796,-0.0035089105367660522,2426,745.0,0.00016781874001026154,,0.5649925470352173,323.3106074333191,0.0011017108336091042
0.005625246092677116,-0.01888769492506981,220800,,0.0,1763260379.862305,0.05963355302810669,-0.0091124027967453,2430,745.0,0.00016758832498453557,,0.5353749990463257,323.6852300167084,0.0012667914852499962
0.004245808348059654,-0.0017852121964097023,222720,,0.001953125,1763260381.5822227,0.13373786211013794,-0.0052810125052928925,2449,747.0,0.00016643624985590577,,0.5625503063201904,325.4051477909088,0.0008117342367768288
0.00027986144414171576,-0.0018769074231386185,224384,,0.0,1763260383.432292,-0.02052175998687744,-0.008807890117168427,2465,748.0,0.0001654377847444266,,0.5705618262290955,327.2552170753479,0.0004007890820503235
,,227057,500.0,,1763260386.1844738,,,2491,,,500.0,,330.00739884376526,
0.0038485510740429163,0.0024600420147180557,227200,,0.0,1763260386.3726487,-0.030031800270080566,0.0004632025957107544,2493,750.0,0.00016374807455576956,,0.5927427411079407,330.1955738067627,8.419901132583618e-05
,,228557,500.0,,1763260387.5595067,,,2506,,,500.0,,331.3824317455292,
0.00037051242543384433,-0.0005789035931229591,229376,,0.0,1763260388.3532438,-0.003350377082824707,0.00475340336561203,2514,752.0,0.00016244238940998912,,0.5595253705978394,332.1761689186096,0.0003161458298563957
0.0001875930611276999,-0.00719319935888052,229504,,0.0,1763260388.4666948,-0.20725905895233154,0.002343393862247467,2515,752.0,0.0001623655844014138,,0.5274829864501953,332.28961992263794,0.0012784609571099281
0.00016769453941378742,-0.0033332090824842453,230016,,0.0,1763260388.9142601,0.0016440749168395996,-0.0018934234976768494,2520,753.0,0.00016205837891902775,,0.5575524568557739,332.73718523979187,0.00015019066631793976
0.003408157266676426,-0.002191332168877125,231296,,0.0,1763260390.0681374,-0.2695688009262085,0.0018096007406711578,2533,754.0,0.00016129032883327454,,0.5472561120986938,333.89106249809265,4.6630389988422394e-05
,,232057,500.0,,1763260390.7107074,,,2540,,,500.0,,334.53363251686096,
0.004526739474385977,0.0034740641713142395,232704,,0.0,1763260391.3779643,0.45248353481292725,-0.0014194697141647339,2547,756.0,0.00016044547373894602,,0.5241551995277405,335.20088934898376,0.00027650222182273865
,,235057,500.0,,1763260393.4879255,,,2570,,,500.0,,337.3108506202698,
535.0239868164062,0.0004932833835482597,235136,,0.0,1763260393.5817804,-0.00012433528900146484,0.0005616489797830582,2571,758.0,0.00015898617857601494,,0.5481536388397217,337.4047055244446,1.7772428691387177e-05
779.267333984375,-0.004155809059739113,235648,,0.0,1763260394.0300694,3.153085708618164e-05,0.002476520836353302,2576,759.0,0.00015867895854171365,,0.5890651941299438,337.8529944419861,0.0002783872187137604
0.0033764950931072235,-0.0033492567017674446,235776,,0.0,1763260394.143805,-0.14169037342071533,0.0011373162269592285,2577,759.0,0.00015860215353313833,,0.6010396480560303,337.96673011779785,0.00010512862354516983
,,238777,269.0,,1763260397.4426107,,,2608,,,269.0,,341.2655358314514,
0.011272787116467953,-0.00026673637330532074,238976,,0.0,1763260397.733716,-0.16292893886566162,-0.002460174262523651,2610,760.0,0.00015668202831875533,,0.6071520447731018,341.55664110183716,6.500445306301117e-05
0.003948388155549765,-0.001746470108628273,241024,,0.0,1763260400.3668056,-0.4281390905380249,0.0017051249742507935,2630,761.0,0.0001554531481815502,,0.5832961201667786,344.1897306442261,0.0001906994730234146
0.00027916458202525973,-0.0007839826866984367,241664,,0.0,1763260401.1655588,-0.5437393188476562,-0.0023072920739650726,2636,761.0,0.0001550691231386736,,0.5518456697463989,344.98848390579224,2.955738455057144e-05
0.00029282429022714496,-0.0010532280430197716,242688,,0.0,1763260402.451604,-0.5101557970046997,-0.009437254630029202,2646,761.0,0.00015445468307007104,,0.5959682464599609,346.2745289802551,0.001349431462585926
,,242777,500.0,,1763260402.4957128,,,2647,,,500.0,,346.3186378479004,
487.07244873046875,0.003447464667260647,242816,,0.0,1763260402.6555908,0.0007891654968261719,0.0009339265525341034,2648,761.0,0.00015437787806149572,,0.5710577964782715,346.4785158634186,0.0001665232703089714
698.1852416992188,0.0008406350389122963,244864,,0.0,1763260405.3292904,-0.0001285076141357422,-0.0002626851201057434,2668,761.0,0.0001531489979242906,,0.525334894657135,349.15221548080444,2.3155473172664642e-05
607.3857421875,-0.001949898898601532,245376,,0.0,1763260405.9348052,1.424551010131836e-05,-0.0001323297619819641,2673,761.0,0.00015284177788998932,,0.5193667411804199,349.7577302455902,0.0005188342183828354
297.5225830078125,-0.002879432402551174,246400,,0.0,1763260406.8801758,-0.0002359151840209961,-0.0016697347164154053,2683,762.0,0.00015222733782138675,,0.5426737070083618,350.7031009197235,0.000288219191133976
562.4596557617188,0.0023575332015752792,246784,,0.0,1763260407.2183926,5.632638931274414e-05,0.0012370757758617401,2687,762.0,0.0001519969227956608,,0.4841517210006714,351.0413177013397,0.0005176104605197906
0.0004244640585966408,0.0024884017184376717,247040,,0.0,1763260407.4795167,0.07826143503189087,-0.025523889809846878,2689,762.0,0.00015184331277851015,,0.4879758954048157,351.30244183540344,0.0025008944794535637
625.443359375,0.0010594222694635391,247296,,0.0,1763260407.7029357,6.866455078125e-05,0.0068649593740701675,2692,763.0,0.0001516897027613595,,0.5332335829734802,351.525860786438,0.0003611817955970764
250.20472717285156,-0.0006826836615800858,251392,,0.0,1763260411.4177113,0.00035005807876586914,0.0006805174052715302,2732,766.0,0.0001492319570388645,,0.5727720260620117,355.24063634872437,5.856901407241821e-05
0.0048041874542832375,0.0026814211159944534,253440,,0.0,1763260414.2107093,-0.22704696655273438,-0.004174401983618736,2752,766.0,0.00014800307690165937,,0.48260700702667236,358.0336344242096,0.0010053180158138275
0.003981377929449081,0.0009690513834357262,253952,,0.0,1763260414.8670192,-0.07984888553619385,-0.010106727480888367,2757,766.0,0.0001476958568673581,,0.5171477794647217,358.68994426727295,0.0012335879728198051
0.00405044574290514,0.003477095626294613,255488,,0.0,1763260416.939106,0.045247793197631836,-0.002476979047060013,2772,766.0,0.00014677419676445425,,0.5389080047607422,360.7620310783386,0.0005650641396641731
0.003935310523957014,-0.004603942856192589,256512,,0.0,1763260418.2731664,0.016194641590118408,-0.0007859319448471069,2782,766.0,0.00014615975669585168,,0.5438867211341858,362.09609150886536,0.0005294326692819595
0.00044896843610331416,0.006307594478130341,256640,,0.0,1763260418.4169035,-0.0021185874938964844,0.004894880577921867,2783,766.0,0.00014608295168727636,,0.5204243659973145,362.23982858657837,0.0013798344880342484
0.0002451048349030316,0.01697412319481373,257664,,0.0,1763260419.7685359,-0.03673875331878662,-0.017511095851659775,2793,766.0,0.0001454685116186738,,0.5705996155738831,363.59146094322205,0.0015095602720975876
,,260777,500.0,,1763260424.111324,,,2824,,,500.0,,367.93424916267395,
,,262777,500.0,,1763260426.8252354,,,2843,,,500.0,,370.6481604576111,
0.00022905418882146478,-0.025213045999407768,264192,,0.00390625,1763260428.809446,0.013926565647125244,-0.015092285349965096,2857,765.0,0.00014155145618133247,,0.46212446689605713,372.6323711872101,0.0018466152250766754
0.00022556660405825824,0.004562849178910255,266752,,0.0,1763260431.4136403,-0.07042908668518066,-0.000128820538520813,2882,767.0,0.00014001535600982606,,0.5879819393157959,375.2365653514862,0.00037919357419013977
0.005477668717503548,0.02404928207397461,267520,,0.0,1763260432.1185808,-0.008193731307983398,-0.02222202718257904,2890,767.0,0.00013955452595837414,,0.5745059251785278,375.94150590896606,0.004378022626042366
0.00023046688875183463,-0.0024648746475577354,269696,,0.0,1763260434.0642679,0.22804772853851318,-0.016471270471811295,2911,769.0,0.0001382488408125937,,0.5662092566490173,377.88719296455383,0.00231980811804533
0.000354243180481717,0.005532129667699337,272128,,0.0,1763260436.306137,-0.5115309953689575,-0.006939925253391266,2935,771.0,0.00013678956020157784,,0.5777089595794678,380.12906217575073,0.0015920521691441536
0.0003411964571569115,-0.0010407296940684319,273536,,0.0,1763260437.580831,0.044386446475982666,-0.00016212323680520058,2949,772.0,0.00013594470510724932,,0.5553474426269531,381.4037561416626,0.0004002293571829796
0.00022103896480984986,-0.006582124158740044,274688,,0.0,1763260438.6252134,-0.5200523138046265,-0.0012918692082166672,2960,773.0,0.00013525346003007144,,0.5341989994049072,382.4481384754181,0.0006953887641429901
0.00017408817075192928,-0.002417079173028469,276224,,0.0,1763260440.005861,0.042707741260528564,0.003527257591485977,2975,775.0,0.0001343317999271676,,0.5791755318641663,383.82878613471985,5.6439079344272614e-05
0.00025008723605424166,-0.0028972886502742767,277632,,0.0,1763260441.2778535,0.1286846399307251,0.000997256487607956,2989,776.0,0.00013348694483283907,,0.5608064532279968,385.1007785797119,0.0009333528578281403
0.0034970769193023443,-0.001305706799030304,278400,,0.0,1763260441.9915879,0.017292678356170654,-0.005179658532142639,2997,776.0,0.00013302611478138715,,0.5488907098770142,385.81451296806335,0.0003701895475387573
750.4536743164062,-0.0008786357939243317,279808,,0.0,1763260443.2691925,3.6954879760742188e-06,0.0018963441252708435,3011,778.0,0.00013218125968705863,,0.5666838884353638,387.0921175479889,8.180737495422363e-05
734.7112426757812,-0.006209210492670536,283776,,0.0,1763260446.9030216,-8.07046890258789e-05,-0.005499720573425293,3051,781.0,0.0001298003044212237,,0.6192554235458374,390.7259466648102,0.0002737389877438545
0.000590499781537801,-0.012602662667632103,284032,,0.0,1763260447.125352,-0.10252714157104492,0.0007035359740257263,3053,781.0,0.00012964669440407306,,0.5268690586090088,390.94827699661255,0.000937948003411293
919.1921997070312,-0.013091519474983215,285184,,0.0,1763260448.1769602,-2.467632293701172e-05,0.00811862200498581,3066,782.0,0.00012895544932689518,,0.5309261083602905,391.99988532066345,0.0008606351912021637
,,285579,500.0,,1763260448.5188677,,,3070,,,500.0,,392.34179282188416,
358.0303955078125,0.0012069083750247955,286848,,0.0,1763260449.6806586,0.0001735687255859375,0.001017589122056961,3083,783.0,0.00012795698421541601,,0.5783319473266602,393.5035836696625,0.00018711574375629425
0.003784258384257555,0.005058635957539082,288384,,0.0,1763260451.1034734,-0.03435850143432617,-0.0023228414356708527,3098,784.0,0.00012703532411251217,,0.6033818125724792,394.9263985157013,0.00010597985237836838
1357.195068359375,-0.0070110950618982315,288768,,0.0,1763260451.4436116,6.562471389770508e-05,0.012403249740600586,3103,785.0,0.0001268049090867862,,0.4946402311325073,395.2665367126465,0.0004039797931909561
,,291187,500.0,,1763260453.5781882,,,3127,,,500.0,,397.40111327171326,
0.0031334245577454567,0.0008953185752034187,291328,,0.0,1763260453.7647505,0.10320472717285156,0.002683594822883606,3129,787.0,0.00012526882346719503,,0.584484338760376,397.58767557144165,0.00025313254445791245
0.0002776439650915563,0.008172784000635147,292608,,0.0,1763260454.926345,-1.075845718383789,-0.0014134123921394348,3141,788.0,0.00012450077338144183,,0.5738349556922913,398.74927020072937,0.0006783716380596161
965.9886474609375,-0.00276867114007473,292736,,0.0,1763260455.0781233,0.00016999244689941406,-0.002756977453827858,3143,788.0,0.0001244239683728665,,0.52991783618927,398.90104842185974,0.00010308623313903809
0.00015328300651162863,0.008667535148561,293120,,0.0,1763260455.4124372,-0.10990667343139648,-0.0032221339643001556,3146,788.0,0.00012419355334714055,,0.60198974609375,399.23536229133606,0.0008193487301468849
0.0037982803769409657,0.010136991739273071,295424,,0.00390625,1763260457.6193624,-0.20573043823242188,-0.0022813938558101654,3170,789.0,0.00012281106319278479,,0.539470374584198,401.44228744506836,0.0021136291325092316
530.8961181640625,0.010190324857831001,296576,,0.0,1763260458.683243,0.0003364086151123047,0.00035915523767471313,3183,790.0,0.0001221198181156069,,0.5403473973274231,402.50616812705994,0.0005067978054285049
1179.41015625,-0.0009428877383470535,297088,,0.0,1763260459.1345706,0.00011551380157470703,-0.0006363019347190857,3188,791.0,0.00012181259808130562,,0.5201135277748108,402.9574956893921,5.6492164731025696e-05
0.0008264221251010895,0.013524046167731285,300160,,0.0,1763260462.256483,-0.04636490345001221,0.0014000199735164642,3217,792.0,0.00011996927787549794,,0.5804531574249268,406.0794081687927,0.002198152244091034
,,300892,500.0,,1763260463.0705569,,,3224,,,500.0,,406.8934819698334,
0.000641142891254276,0.011537130922079086,302976,,0.0,1763260465.2414467,0.05000340938568115,-0.0007762201130390167,3247,793.0,0.00011827956768684089,,0.628273606300354,409.0643718242645,0.0008972398936748505
,,303179,100.0,,1763260465.3832507,,,3250,,,100.0,,409.2061758041382,
0.011693625710904598,-0.00024012848734855652,303360,,0.0,1763260465.6431637,-0.10033094882965088,-0.00033177807927131653,3252,794.0,0.00011804915266111493,,0.5539990663528442,409.46608877182007,8.935108780860901e-06
,,303679,500.0,,1763260465.9720397,,,3255,,,500.0,,409.79496479034424,
0.000580193183850497,0.007132276892662048,304128,,0.0,1763260466.5776994,0.02390354871749878,-0.0004092305898666382,3259,794.0,0.00011758832260966301,,0.5257805585861206,410.4006245136261,0.0001422930508852005
0.0012224274687469006,-0.0031998027116060257,305280,,0.0,1763260468.019671,-0.20634663105010986,0.002793688327074051,3272,794.0,0.00011689708480844274,,0.566820502281189,411.84259605407715,0.00012108869850635529
722.5640869140625,0.00037172064185142517,305536,142.0,0.0,1763260468.3880174,6.216764450073242e-05,-0.00012107193470001221,3275,794.0,0.0001167434747912921,142.0,0.5614221096038818,412.21094250679016,2.644956111907959e-07
0.01298641785979271,-0.0015009203925728798,305664,,0.0,1763260468.5381362,0.004442095756530762,-0.008497744798660278,3276,794.0,0.00011666666978271678,,0.5942115187644958,412.36106133461,0.0001882379874587059
0.0005731505807489157,-0.0031536901369690895,307712,,0.0,1763260470.7214813,-0.029025554656982422,0.0025201626121997833,3296,794.0,0.00011543778964551166,,0.5692512392997742,414.544406414032,0.0002055605873465538
778.5066528320312,-0.0023374855518341064,307968,,0.0,1763260470.9482698,-0.0005759000778198242,-0.0024878308176994324,3299,795.0,0.00011528417962836102,,0.5445157885551453,414.77119493484497,7.748790085315704e-05
0.004473208915442228,0.00031367503106594086,311680,,0.0,1763260474.3692396,-0.026665210723876953,-0.0018732212483882904,3338,797.0,0.00011305683437967673,,0.588650643825531,418.1921646595001,1.3757497072219849e-05
0.004161991644650698,0.0015176618471741676,312832,,0.0,1763260475.430169,-0.06018185615539551,0.001940157264471054,3351,798.0,0.00011236558930249885,,0.5891191959381104,419.2530941963196,9.308662265539169e-05
0.000607785303145647,0.004840563982725143,313472,,0.0,1763260475.9910715,-0.2006160020828247,-0.014287147670984268,3357,798.0,0.00011198156425962225,,0.6042758226394653,419.813996553421,0.0006775464862585068
185.04029846191406,0.005086799152195454,313728,,0.0,1763260476.242833,-7.939338684082031e-05,0.0007490105926990509,3360,799.0,0.0001118279542424716,,0.6031113862991333,420.0657579898834,0.00015431176871061325
,,317553,500.0,,1763260479.659974,,,3398,,,500.0,,423.48289918899536,
0.0004636371450033039,0.006123015657067299,317824,,0.0,1763260479.958418,-0.656126856803894,0.0035418588668107986,3401,801.0,0.00010937020124401897,,0.5911036133766174,423.78134298324585,0.00034278444945812225
0.00031330910860560834,-0.017955098301172256,318336,,0.0,1763260480.4416656,-0.6500244140625,-0.004566222429275513,3406,802.0,0.00010906298120971769,,0.5344914197921753,424.26459074020386,0.0010595833882689476
0.00011936414375668392,0.003422301262617111,318464,,0.0,1763260480.5534773,-1.9423890113830566,-0.0038700029253959656,3407,802.0,0.00010898617620114237,,0.5723308324813843,424.3764023780823,0.0001815948635339737
911.8182373046875,-0.006115438416600227,319616,,0.0,1763260481.6005127,-9.655952453613281e-05,-0.007768968120217323,3419,803.0,0.00010829493112396449,,0.5773226022720337,425.423437833786,0.00031553953886032104
0.0006515182903967798,0.001403510570526123,320384,,0.0,1763260482.2735915,-0.1709117889404297,-0.008075013756752014,3426,803.0,0.00010783410107251257,,0.5999667644500732,426.0965166091919,9.456276893615723e-05
,,320553,500.0,,1763260482.402646,,,3428,,,500.0,,426.2255711555481,
0.003523952327668667,0.003859114833176136,321280,,0.0,1763260483.0986607,-0.02349066734313965,-0.009059742093086243,3435,804.0,0.00010729646601248533,,0.5570752024650574,426.92158579826355,0.0003230506554245949
0.00029704644111916423,-0.000972287729382515,322816,,0.0,1763260484.4783018,0.04734063148498535,-1.233816146850586e-05,3450,805.0,0.00010637480590958148,,0.5297110676765442,428.30122685432434,6.32554292678833e-06
0.00014219425793271512,-0.0002795327454805374,322944,,0.0,1763260484.624071,0.14021384716033936,6.947480142116547e-05,3451,805.0,0.00010629800090100616,,0.5500364303588867,428.44699597358704,2.1612271666526794e-05
,,324053,500.0,,1763260485.5477529,,,3462,,,500.0,,429.37067794799805,
