charts/episodic_return,_step,charts/SPS,losses/old_approx_kl,losses/approx_kl,losses/policy_loss,_timestamp,global_step,losses/value_loss,charts/learning_rate,_runtime,losses/entropy,charts/episodic_length,losses/explained_variance,losses/clipfrac
,4981,889.0,-2.3934990167617798e-06,1.130625605583191e-05,-0.00045173242688179016,1763260623.1672301,480000,0.0019284657901152968,1.205837179441005e-05,566.9136500358582,0.5838050842285156,,0.048426806926727295,0.0
500.0,4989,,,,,1763260623.8495004,480799,,,567.5959203243256,,500.0,,
500.0,4994,,,,,1763260624.3293529,481299,,,568.0757727622986,,500.0,,
500.0,5008,,,,,1763260625.6215947,482799,,,569.3680145740509,,500.0,,
500.0,5013,,,,,1763260626.0999138,483299,,,569.8463337421417,,500.0,,
,5015,890.0,-6.342120468616486e-05,1.8998980522155762e-07,5.459785461425781e-05,1763260626.2891493,483456,0.0016642860136926174,9.984639291360509e-06,570.035569190979,0.5212745666503906,,-0.06371450424194336,0.0
,5039,891.0,-0.00034773629158735275,1.2693926692008972e-06,-1.7695128917694092e-05,1763260628.4729996,485888,331.9049987792969,8.525345947418828e-06,572.2194194793701,0.49922704696655273,,-0.0001176595687866211,0.0
,5071,893.0,-0.00032590795308351517,1.537613570690155e-06,-0.0004998669028282166,1763260631.4797254,489216,0.0012742530088871717,6.528417998197256e-06,575.2261452674866,0.5837891697883606,,-0.05137181282043457,0.0
,5117,894.0,8.007511496543884e-05,1.2479722499847412e-07,2.7045607566833496e-06,1763260635.6585295,493824,890.7459716796875,3.763440872717183e-06,579.404949426651,0.45083490014076233,,5.155801773071289e-05,0.0
,5122,894.0,4.068855196237564e-05,1.3690441846847534e-07,-4.597753286361694e-05,1763260636.1090112,494336,661.0397338867188,3.456221293163253e-06,579.8554310798645,0.5570999979972839,,5.441904067993164e-05,0.0
,5127,894.0,5.328655242919922e-05,2.1047890186309814e-07,8.46758484840393e-05,1763260636.5916378,494848,767.2440185546875,3.1490014862356475e-06,580.338057756424,0.5587300062179565,,6.99162483215332e-05,0.0
,5128,894.0,0.00011187512427568436,3.4458935260772705e-08,-4.661828279495239e-05,1763260636.701589,494976,0.0015671608271077275,3.0721967050340027e-06,580.4480090141296,0.5669846534729004,,-0.08785760402679443,0.0
,5140,895.0,-3.070943057537079e-05,3.4458935260772705e-07,-0.0002764463424682617,1763260637.859279,496256,0.0015406948514282703,2.304147528775502e-06,581.6056988239288,0.6310200691223145,,-0.025145530700683594,0.0
500.0,5146,,,,,1763260638.3245535,496799,,,582.0709733963013,,500.0,,
,5150,895.0,5.591101944446564e-05,4.6566128730773926e-08,1.2331642210483551e-05,1763260638.7904634,497280,0.0015044582542032003,1.6897081422939664e-06,582.536883354187,0.595763087272644,,-0.04285919666290283,0.0
500.0,5151,,,,,1763260638.79985,497299,,,582.5462698936462,,500.0,,
,5163,896.0,4.153698682785034e-05,4.0978193283081055e-08,-7.711350917816162e-05,1763260639.9478967,498560,0.0014956797240301967,9.216589660354657e-07,583.6943166255951,0.5248487591743469,,0.07573062181472778,0.0
500.0,5165,,,,,1763260640.0994642,498799,,,583.8458840847015,,500.0,,
