charts/episodic_return,_step,charts/SPS,losses/old_approx_kl,losses/approx_kl,losses/policy_loss,_timestamp,global_step,losses/value_loss,charts/learning_rate,_runtime,losses/entropy,charts/episodic_length,losses/explained_variance,losses/clipfrac
,1877,712.0,0.0005782041698694229,0.000337798148393631,-0.0009591765701770782,1763260318.11962,167168,144.87274169921875,0.00019976957992184907,261.8660399913788,0.5689606666564941,,9.179115295410156e-06,0.0
,1886,713.0,-0.001179935410618782,0.00017943605780601501,0.0017255917191505432,1763260319.2361894,168064,698.7381591796875,0.00019923194486182183,262.9826092720032,0.5108273029327393,,5.233287811279297e-05,0.0
500.0,1895,,,,,1763260320.3528538,169048,,,264.0992736816406,,500.0,,
,1903,714.0,-0.009273331612348557,0.0020685940980911255,-0.019673749804496765,1763260321.267885,169856,0.0006044445326551795,0.00019815668929368258,265.0143048763275,0.5074370503425598,,-0.17731750011444092,0.00390625
,1906,715.0,-0.003290046937763691,0.0002966271713376045,-0.005142372101545334,1763260321.4923882,170112,341.5709533691406,0.00019800307927653193,265.2388081550598,0.5339286923408508,,-1.1682510375976562e-05,0.0
,1918,716.0,-0.008686079643666744,0.002174324356019497,-0.00509231723845005,1763260322.9854717,171392,0.00023821282957214862,0.00019723502919077873,266.7318916320801,0.5979026556015015,,-0.023883700370788574,0.001953125
500.0,1920,,,,,1763260323.173248,171548,,,266.91966795921326,,500.0,,
,1945,717.0,0.003772970288991928,0.0002690088003873825,0.003080137073993683,1763260326.269982,174080,993.223876953125,0.000195622124010697,270.0164020061493,0.5311924815177917,,-9.1552734375e-05,0.0
,1959,719.0,-0.001260080374777317,7.719732820987701e-06,0.0005816388875246048,1763260327.6179614,175488,937.1654052734375,0.00019477726891636848,271.364381313324,0.5986459851264954,,0.0002224445343017578,0.0
500.0,1973,,,,,1763260328.6289191,176637,,,272.3753390312195,,500.0,,
,1985,721.0,0.024187296628952026,0.002417556941509247,-0.014081373810768127,1763260330.0819666,177792,0.00048137863632291555,0.00019339477876201272,273.8283865451813,0.526637077331543,,0.11031168699264526,0.0
,1991,721.0,0.0055036721751093864,0.0014067618176341057,-0.012362677603960037,1763260330.6775045,178304,891.0115356445312,0.00019308755872771144,274.42392444610596,0.4234064221382141,,8.553266525268555e-05,0.001953125
,2002,722.0,-0.007882258854806423,0.00038871075958013535,0.004014641046524048,1763260331.9353755,179456,0.005207415670156479,0.00019239631365053356,275.68179535865784,0.4955528974533081,,0.04852640628814697,0.0
,2007,723.0,-0.010163424536585808,0.0009259972721338272,0.0018084719777107239,1763260332.524431,179968,0.005744811147451401,0.00019208909361623228,276.2708508968353,0.48408323526382446,,0.08286327123641968,0.0
,2016,724.0,0.0017691608518362045,0.0007006339728832245,0.0005465149879455566,1763260333.3337002,180864,0.005657258443534374,0.00019155145855620503,277.0801200866699,0.5984146595001221,,-0.05429232120513916,0.0
500.0,2019,,,,,1763260333.593022,181225,,,277.3394420146942,,500.0,,
500.0,2024,,,,,1763260334.0735593,181725,,,277.8199791908264,,500.0,,
,2027,725.0,0.025294829159975052,0.0032052304595708847,-0.018789444118738174,1763260334.3795636,182016,0.000546509341802448,0.00019086021347902715,278.1259834766388,0.6121070384979248,,0.0470508337020874,0.0
500.0,2029,,,,,1763260334.5202065,182225,,,278.2666263580322,,500.0,,
500.0,2034,,,,,1763260334.9997709,182725,,,278.7461907863617,,500.0,,
,2045,728.0,0.004137682728469372,0.00031590741127729416,0.0035137012600898743,1763260336.020688,183808,438.5105285644531,0.00018978494335897267,279.767107963562,0.5107009410858154,,6.139278411865234e-06,0.0
,2051,729.0,0.018363773822784424,0.0019072890281677246,-0.001589946448802948,1763260336.578875,184448,0.0044204979203641415,0.00018940091831609607,280.32529497146606,0.5063513517379761,,0.05920368432998657,0.0
,2052,729.0,0.025626761838793755,0.0033652661368250847,0.002513296902179718,1763260336.6918485,184576,0.0006786708836443722,0.00018932411330752075,280.43826842308044,0.5989632606506348,,-0.04853534698486328,0.00390625
,2070,731.0,0.0007005743682384491,0.0008173361420631409,0.0008923634886741638,1763260338.331382,186368,0.007161395624279976,0.00018824884318746626,282.0778019428253,0.5032308101654053,,0.0025672316551208496,0.0
,2076,732.0,-0.0017178766429424286,0.0002212468534708023,-0.004963640123605728,1763260338.887923,187008,0.0005677394801750779,0.00018786481814458966,282.63434290885925,0.486889511346817,,0.001254439353942871,0.0
500.0,2093,,,,,1763260340.694864,188725,,,284.4412839412689,,500.0,,
,2094,734.0,0.001303928904235363,2.0810402929782867e-05,-0.00013939477503299713,1763260340.8336394,188800,636.3159790039062,0.00018678954802453518,284.58005928993225,0.5727781057357788,,-2.1457672119140625e-06,0.0
500.0,2117,,,,,1763260343.4229274,191225,,,287.16934728622437,,500.0,,
,2141,737.0,-0.00021206121891736984,0.00014608632773160934,-0.000826418399810791,1763260346.2884746,193664,0.00016117632912937552,0.00018387097225058824,290.03489446640015,0.5742949843406677,,0.020167171955108643,0.0
,2146,737.0,-0.006687523797154427,0.0008737016469240189,-0.002843579277396202,1763260346.8564632,194176,0.00023217455600388348,0.00018356375221628696,290.60288310050964,0.530390202999115,,-1.4998064041137695,0.0
500.0,2147,,,,,1763260346.878459,194225,,,290.6248788833618,,500.0,,
,2148,737.0,-0.0013255346566438675,9.365379810333252e-05,-0.0002947971224784851,1763260347.0001,194304,625.8067016601562,0.00018348694720771164,290.74651980400085,0.5855894088745117,,2.1457672119140625e-06,0.0
,2155,738.0,0.011988415382802486,0.0010470682755112648,0.0011146031320095062,1763260347.7473145,195072,0.0006152216228656471,0.00018302611715625972,291.4937343597412,0.549828827381134,,-0.1429762840270996,0.001953125
,2172,740.0,-0.0007542530074715614,0.0003355061635375023,-0.0003686957061290741,1763260349.2371929,196736,0.0003457899729255587,0.00018202765204478055,292.9836127758026,0.6243114471435547,,0.008873283863067627,0.0
,2185,742.0,-0.001102064736187458,5.554128438234329e-05,0.003360426053404808,1763260350.3954966,198016,0.005868817213922739,0.00018125960195902735,294.141916513443,0.5627012252807617,,-0.10256922245025635,0.0
,2192,743.0,0.003192027099430561,6.472598761320114e-05,0.0014291014522314072,1763260351.113989,198784,0.0002518240944482386,0.00018079877190757543,294.86040902137756,0.5853031873703003,,-0.02172553539276123,0.0
500.0,2198,,,,,1763260351.6510017,199356,,,295.39742159843445,,500.0,,
,2199,743.0,0.0013798875734210014,0.0002437857910990715,-0.005207434296607971,1763260351.80773,199424,793.2971801757812,0.00018041474686469883,295.5541498661041,0.5589527487754822,,-1.9550323486328125e-05,0.0
,2211,744.0,-0.0014154035598039627,0.0002638399600982666,-0.001832958310842514,1763260353.3579316,200704,0.00025348522467538714,0.00017964669677894562,297.10435152053833,0.570300281047821,,-0.003195643424987793,0.0
,2214,744.0,0.0013861572369933128,0.00028912629932165146,-3.7264078855514526e-05,1763260353.6760652,200960,851.67236328125,0.00017949308676179498,297.4224851131439,0.503171980381012,,1.0371208190917969e-05,0.0
,2220,744.0,-0.0008989935740828514,8.341576904058456e-05,-0.0011157244443893433,1763260354.3884087,201600,0.003780682571232319,0.00017910906171891838,298.1348285675049,0.5752286314964294,,0.00860053300857544,0.0
,2223,744.0,-0.0031766528263688087,0.0007886448875069618,-0.004569880664348602,1763260354.8540154,201984,0.005420320201665163,0.00017887864669319242,298.600435256958,0.5422943830490112,,0.053864240646362305,0.0
,2225,744.0,-0.017496075481176376,0.0034621553495526314,-0.005696088075637817,1763260355.1412687,202240,0.00032702944008633494,0.00017872503667604178,298.8876886367798,0.5688183903694153,,-0.029462099075317383,0.01171875
500.0,2226,,,,,1763260355.1918814,202356,,,298.93830132484436,,500.0,,
,2227,744.0,-0.0026803920045495033,0.00031348224729299545,-0.005934469401836395,1763260355.3122687,202368,957.3753662109375,0.00017864823166746646,299.0586886405945,0.5582519769668579,,-4.172325134277344e-05,0.0
500.0,2231,,,,,1763260355.7604604,202856,,,299.5068802833557,,500.0,,
,2235,745.0,0.006578933447599411,0.0017858408391475677,-0.015500504523515701,1763260356.3430622,203264,0.00012334840721450746,0.00017811059660743922,300.0894820690155,0.48106062412261963,,0.10432344675064087,0.005859375
500.0,2241,,,,,1763260356.9012265,203856,,,300.64764642715454,,500.0,,
,2248,746.0,0.02138303592801094,0.0021143006160855293,-0.015028752386569977,1763260357.5827236,204544,0.0006232285522855818,0.00017734254652168602,301.3291435241699,0.46810048818588257,,0.35905295610427856,0.0
,2250,746.0,0.0003828909248113632,0.0003034565597772598,-0.005050251260399818,1763260357.6966035,204672,628.526123046875,0.0001772657415131107,301.44302344322205,0.5191559195518494,,0.00041049718856811523,0.0
,2253,747.0,0.0029470548033714294,0.00029092468321323395,-0.0038099121302366257,1763260358.066606,205056,0.00026859104400500655,0.00017703532648738474,301.8130259513855,0.524456262588501,,0.029557764530181885,0.0
,2272,749.0,0.0013893349096179008,0.0002625333145260811,-0.002760849893093109,1763260359.7792308,206976,0.0001465872919652611,0.00017588325135875493,303.5256507396698,0.5624853372573853,,0.08999651670455933,0.0
,2280,750.0,0.00035535916686058044,3.330223262310028e-05,-0.0019209086894989014,1763260360.4878712,207744,0.005311465356498957,0.000175422421307303,304.23429107666016,0.5579128861427307,,-0.20598101615905762,0.0
,2295,752.0,0.008405639789998531,0.0007258830592036247,0.003872387111186981,1763260361.8577702,209280,0.004040439613163471,0.00017450076120439917,305.6041901111603,0.4953024089336395,,-0.01755547523498535,0.0
500.0,2298,,,,,1763260362.093653,209566,,,305.8400728702545,,500.0,,
,2310,753.0,-0.001312066800892353,0.00013278145343065262,0.001126125454902649,1763260363.2618096,210816,0.004362144507467747,0.00017357911565341055,307.00822949409485,0.5666599869728088,,0.2720946669578552,0.0
500.0,2312,,,,,1763260363.4142706,211066,,,307.16069054603577,,500.0,,
,2318,754.0,-0.0007856674492359161,0.00013242289423942566,0.0060545578598976135,1763260363.931383,211584,797.1837768554688,0.00017311828560195863,307.6778028011322,0.5068075656890869,,0.0003171563148498535,0.0
500.0,2322,,,,,1763260364.335051,212066,,,308.0814709663391,,500.0,,
,2324,755.0,0.004100297577679157,0.00026423949748277664,-0.0028010252863168716,1763260364.5257223,212224,0.004152335692197084,0.00017273426055908203,308.27214217185974,0.5231903195381165,,-0.16758358478546143,0.0
,2329,756.0,0.0007590027526021004,5.157198756933212e-05,-0.001813150942325592,1763260364.9712832,212736,0.004990060813724995,0.00017242704052478075,308.71770310401917,0.5162451863288879,,-0.6261093616485596,0.0
,2339,756.0,-0.001523108221590519,3.182981163263321e-05,0.0008804872632026672,1763260366.105601,213760,0.0023125193547457457,0.0001718126004561782,309.8520209789276,0.5600529909133911,,-0.027431726455688477,0.0
,2343,757.0,0.0007796222344040871,8.753035217523575e-05,-0.0010919608175754547,1763260366.5161283,214144,0.005740531720221043,0.00017158218543045223,310.2625482082367,0.4933547377586365,,-0.3993704319000244,0.0
,2348,757.0,-0.008299470879137516,0.0005625514313578606,-0.0016102306544780731,1763260367.0740347,214656,0.0743187740445137,0.00017127496539615095,310.82045459747314,0.5195350050926208,,-0.4394720792770386,0.0
,2354,757.0,0.009750764816999435,0.0005313679575920105,-0.0037902817130088806,1763260367.6216974,215040,603.9459228515625,0.00017104455037042499,311.3681173324585,0.4829256534576416,,0.027621746063232422,0.0
,2363,757.0,-0.0005999142304062843,4.269275814294815e-05,-0.0026955977082252502,1763260368.284742,215680,531.2085571289062,0.00017066052532754838,312.0311620235443,0.4852491319179535,,0.010705292224884033,0.0
110.0,2389,,,,,1763260370.322177,217732,,,314.0685968399048,,110.0,,
,2394,759.0,-7.50124454498291e-05,3.8897618651390076e-05,-0.0016312561929225922,1763260370.8126507,218240,0.1741364300251007,0.00016912442515604198,314.5590705871582,0.5320422649383545,,-0.9145753383636475,0.0
,2426,760.0,-0.0014106575399637222,1.3399869203567505e-05,-0.001033678650856018,1763260374.3326063,221184,399.8738098144531,0.00016735790995880961,318.079026222229,0.4991765320301056,,0.27144497632980347,0.0
500.0,2430,,,,,1763260374.7947528,221596,,,318.5411727428436,,500.0,,
500.0,2449,,,,,1763260376.8939729,223367,,,320.64039278030396,,500.0,,
,2465,762.0,0.0006903465837240219,2.1500512957572937e-05,-0.0007368419319391251,1763260378.753279,225024,0.02382977306842804,0.00016505375970155,322.4996988773346,0.5325850248336792,,0.7182204723358154,0.0
,2491,765.0,-0.0003254879266023636,0.0003042854368686676,0.0038156677037477493,1763260381.1809912,227712,0.0006311979377642274,0.00016344085452146828,324.92741107940674,0.5719260573387146,,-0.7957626581192017,0.0
500.0,2493,,,,,1763260381.327988,227867,,,325.0744078159332,,500.0,,
,2506,766.0,-0.0010158391669392586,0.00019184593111276627,-0.002298228442668915,1763260382.6216273,229248,0.00010345158807467669,0.00016251919441856444,326.36804723739624,0.5663095116615295,,-0.15513193607330322,0.0
,2514,766.0,0.02179412543773651,0.0015004230663180351,0.004902318120002747,1763260383.5962496,230016,0.0044084531255066395,0.00016205837891902775,327.3426694869995,0.5785437822341919,,-0.11797130107879639,0.001953125
,2515,766.0,-0.0006107501685619354,0.00021786242723464966,0.0031631160527467728,1763260383.7352722,230144,0.0003217806515749544,0.00016198157391045243,327.48169207572937,0.5552182793617249,,-0.1434016227722168,0.0
,2520,767.0,0.0029639843851327896,6.387196481227875e-05,0.0003144070506095886,1763260384.3117723,230656,0.0002796532935462892,0.00016167435387615114,328.0581922531128,0.5946568846702576,,-0.04803788661956787,0.0
,2533,767.0,-0.0007977904751896858,9.01985913515091e-06,0.00030243583023548126,1763260385.6557317,231936,590.7161254882812,0.00016090630379039794,329.40215158462524,0.5603412389755249,,0.00020104646682739258,0.0
,2540,768.0,0.004324313253164291,0.0001507773995399475,0.003401663154363632,1763260386.3303497,232704,0.0005384444957599044,0.00016044547373894602,330.0767695903778,0.5729022026062012,,0.2637627124786377,0.0
500.0,2547,,,,,1763260386.9368804,233367,,,330.6833002567291,,500.0,,
,2570,771.0,0.01881619356572628,0.0011390242725610733,-0.004837265238165855,1763260389.125958,235776,0.00039157908759079874,0.00015860215353313833,332.87237787246704,0.5374975800514221,,-1.1050019264221191,0.0
500.0,2571,,,,,1763260389.1581745,235867,,,332.9045944213867,,500.0,,
500.0,2576,,,,,1763260389.6050837,236367,,,333.35150361061096,,500.0,,
,2577,772.0,0.0019837720319628716,0.0007443586364388466,-0.005028828978538513,1763260389.7685163,236416,1288.9246826171875,0.00015821812849026173,333.514936208725,0.5049457550048828,,0.00036728382110595703,0.0
,2608,775.0,0.0022507738322019577,0.0002295970916748047,0.0013647973537445068,1763260392.652209,239616,0.0054873572662472725,0.00015629800327587873,336.398628950119,0.5325892567634583,,0.09664851427078247,0.0
500.0,2610,,,,,1763260392.8041089,239867,,,336.55052876472473,,500.0,,
500.0,2630,,,,,1763260394.6652935,241867,,,338.4117133617401,,500.0,,
,2636,778.0,0.0072182584553956985,0.0007550790905952454,0.009583629667758942,1763260395.2396693,242432,800.7105102539062,0.00015460829308722168,338.98608922958374,0.5459156036376953,,0.00018864870071411133,0.0
,2646,778.0,0.0023667337372899055,0.0005755135789513588,0.0030784904956817627,1763260396.5262995,243456,599.25244140625,0.00015399385301861912,340.27271938323975,0.54095458984375,,8.45193862915039e-05,0.0
,2647,778.0,0.001942901872098446,0.00032993312925100327,-0.003932993859052658,1763260396.6870735,243584,0.005329282488673925,0.0001539170480100438,340.4334933757782,0.5487586259841919,,-0.5587402582168579,0.0
,2648,778.0,0.0032437248155474663,0.0014468217268586159,-0.011347286403179169,1763260396.856923,243712,0.00036304499371908605,0.00015384024300146848,340.60334300994873,0.47497299313545227,,0.25867074728012085,0.0
,2668,777.0,0.00603797473013401,0.0005687009543180466,-0.003307974897325039,1763260399.674687,245760,0.00031013108673505485,0.00015261136286426336,343.42110681533813,0.5348217487335205,,-0.3557935953140259,0.0
,2673,777.0,0.004035636782646179,0.00135720893740654,0.008004393428564072,1763260400.4357028,246272,0.0002658379089552909,0.00015230414282996207,344.18212270736694,0.5579105019569397,,-0.31555962562561035,0.0
,2683,777.0,-0.002423948608338833,0.0006062639877200127,-0.00609554722905159,1763260401.8729467,247296,0.00017133881920017302,0.0001516897027613595,345.619366645813,0.5936208367347717,,0.08161133527755737,0.0
,2687,777.0,-0.0022798599675297737,9.889248758554459e-05,-0.004324421286582947,1763260402.41686,247680,0.0005418175715021789,0.00015145928773563355,346.1632800102234,0.5647093057632446,,-0.2603952884674072,0.0
500.0,2689,,,,,1763260402.6288831,247867,,,346.37530303001404,,500.0,,
,2692,776.0,-0.0005187410861253738,0.0007243175059556961,0.004233516752719879,1763260403.1612773,248192,0.00045389775186777115,0.00015115206770133227,346.90769720077515,0.5241425037384033,,-0.5433676242828369,0.0
,2732,778.0,-0.008813559077680111,0.0020127957686781883,-0.02244550734758377,1763260407.8991084,252288,0.0004910979187116027,0.00014869432197883725,351.6455283164978,0.4860808849334717,,-0.6815471649169922,0.001953125
,2752,779.0,-0.0004711449146270752,0.0010607056319713593,-0.001340515911579132,1763260409.7324173,254336,0.000383092206902802,0.00014746544184163213,353.4788372516632,0.5131204724311829,,-0.2213655710220337,0.0
,2757,780.0,0.006626510061323643,0.0017995284870266914,-0.0049742646515369415,1763260410.2141845,254848,0.00033263684599660337,0.00014715822180733085,353.960604429245,0.5011461973190308,,0.43612968921661377,0.001953125
500.0,2772,,,,,1763260411.527956,256367,,,355.27437591552734,,500.0,,
500.0,2782,,,,,1763260413.0858788,257367,,,356.83229875564575,,500.0,,
,2783,780.0,-0.000513218343257904,8.52588564157486e-05,-0.002517334185540676,1763260413.2841551,257408,609.8963623046875,0.00014562212163582444,357.03057503700256,0.5813955664634705,,0.00018256902694702148,0.0
,2793,780.0,0.006741572171449661,0.0009437818080186844,-0.01755930483341217,1763260414.7121344,258432,606.6282958984375,0.00014500768156722188,358.4585542678833,0.5220811367034912,,0.0006089210510253906,0.0
,2824,779.0,0.003703553229570389,0.00039644166827201843,-0.009970471262931824,1763260419.3193822,261632,0.00032314786221832037,0.00014308755635283887,363.06580209732056,0.4902564585208893,,0.0876508355140686,0.0
,2843,778.0,-0.009553520940244198,0.0010692765936255455,-0.0033573806285858154,1763260422.2994206,263552,0.005602865479886532,0.00014193548122420907,366.0458405017853,0.47715893387794495,,0.2937929034233093,0.0
,2857,777.0,0.002376977354288101,0.0002548191696405411,-0.0002986714243888855,1763260424.3855712,264960,722.5064086914062,0.00014109062612988055,368.131991147995,0.5171408653259277,,5.310773849487305e-05,0.0
,2882,776.0,0.002411794848740101,0.00023738574236631393,-0.002844393253326416,1763260428.2284586,267520,0.00558055704459548,0.00013955452595837414,371.9748785495758,0.5279946327209473,,-0.24205374717712402,0.0
500.0,2890,,,,,1763260429.2937088,268367,,,373.04012870788574,,500.0,,
,2911,777.0,0.002465733326971531,0.00018976908177137375,-0.0017232224345207214,1763260431.4142838,270464,450.2751159667969,0.000137788025313057,375.1607036590576,0.49222105741500854,,0.0004303455352783203,0.0
,2935,779.0,0.0003715911880135536,1.550186425447464e-05,-0.0013277586549520493,1763260433.6095421,272896,737.2259521484375,0.00013632873015012592,377.35596203804016,0.5395368933677673,,0.00019371509552001953,0.0
500.0,2949,,,,,1763260434.8983388,274367,,,378.64475870132446,,500.0,,
,2960,781.0,-0.0032051056623458862,0.0002620965242385864,-0.0016766712069511414,1763260435.916957,275456,348.8062438964844,0.00013479262997861952,379.6633768081665,0.48422250151634216,,0.0001888871192932129,0.0
,2975,783.0,0.0085758026689291,0.00018454715609550476,-0.0011350363492965698,1763260437.2942324,276992,152.59568786621094,0.00013387096987571567,381.04065227508545,0.5184615254402161,,-0.00012135505676269531,0.0
,2989,784.0,-8.727796375751495e-05,2.680346369743347e-06,-0.0003784559667110443,1763260438.5574193,278400,684.63037109375,0.00013302611478138715,382.30383920669556,0.5633862614631653,,0.0002887248992919922,0.0
,2997,785.0,0.0004673199728131294,0.000946742482483387,0.010398030281066895,1763260439.3717144,279296,0.00016290703206323087,0.0001324884797213599,383.1181342601776,0.5510683059692383,,0.18261957168579102,0.0
,3011,786.0,-0.001558634452521801,0.0008278684690594673,-0.003317691385746002,1763260440.6395478,280704,0.0005456971121020615,0.00013164362462703139,384.38596773147583,0.5170111656188965,,-0.08613097667694092,0.0
,3051,789.0,0.003929736092686653,0.0004313811659812927,-0.0010924134403467178,1763260444.385996,284800,0.00029610234196297824,0.00012918586435262114,388.13241600990295,0.48987123370170593,,-0.16499793529510498,0.0
,3053,789.0,0.0018500657752156258,5.0504691898822784e-05,-0.002444446086883545,1763260444.502465,284928,604.82861328125,0.00012910905934404582,388.24888491630554,0.4845436215400696,,1.531839370727539e-05,0.0
,3066,790.0,0.000352540984749794,0.00040090642869472504,-0.0059320032596588135,1763260445.7660673,286336,0.0003054391127079725,0.0001282642042497173,389.51248717308044,0.5685800909996033,,-0.3343862295150757,0.0
,3070,790.0,0.005214175209403038,0.002436431124806404,-0.016327908262610435,1763260446.1437564,286720,0.00128106155898422,0.00012803378922399133,389.89017629623413,0.4567239582538605,,-0.6039602756500244,0.005859375
,3083,791.0,-0.017369696870446205,0.003748997114598751,-0.027296103537082672,1763260447.3028567,288000,0.007016117684543133,0.00012726573913823813,391.0492765903473,0.4569883346557617,,-1.8981454372406006,0.0078125
,3098,793.0,0.001315017230808735,3.7564896047115326e-05,-0.0018499549478292465,1763260448.6920378,289536,0.005180924665182829,0.0001263440790353343,392.43845772743225,0.5007663369178772,,0.012630939483642578,0.0
,3103,793.0,0.0009126598015427589,1.1184252798557281e-05,-0.0004637613892555237,1763260449.1726146,290048,0.003917090594768524,0.00012603687355294824,392.9190344810486,0.5337645411491394,,-0.29276371002197266,0.0
,3127,795.0,-0.0008993828669190407,2.9033981263637543e-05,-0.0015484914183616638,1763260451.3810256,292480,468.7273864746094,0.00012457757839001715,395.12744545936584,0.5218663811683655,,-3.337860107421875e-05,0.0
,3129,795.0,-0.002594452351331711,0.0003300793468952179,-0.0027470551431179047,1763260451.6037467,292736,0.00027219619369134307,0.0001244239683728665,395.35016655921936,0.564504086971283,,0.1723838448524475,0.0
,3141,796.0,0.010290027596056461,0.0006023598834872246,-0.01180766150355339,1763260452.6521306,293888,1007.6693725585938,0.00012373272329568863,396.3985505104065,0.5195123553276062,,-0.00015592575073242188,0.0
,3143,796.0,-0.006329739466309547,0.00047940388321876526,0.0019190944731235504,1763260452.873116,294144,0.0004589487216435373,0.000123579113278538,396.61953592300415,0.5560573935508728,,-0.1909160614013672,0.0
,3146,796.0,0.007148389704525471,0.0005291169509291649,-0.001789037138223648,1763260453.097387,294400,738.5516967773438,0.00012342550326138735,396.8438069820404,0.5118927955627441,,1.2993812561035156e-05,0.0
500.0,3170,,,,,1763260455.3092725,296867,,,399.0556924343109,,500.0,,
,3183,799.0,-0.0009255362674593925,5.0409696996212006e-05,-0.0014436841011047363,1763260456.700351,298240,0.00027440060512162745,0.00012112135300412774,400.44677090644836,0.590328574180603,,-0.09825575351715088,0.0
,3188,799.0,0.00020201224833726883,0.0016436511650681496,-0.017340607941150665,1763260457.1480348,298752,0.0003926255158148706,0.00012081413296982646,400.8944547176361,0.5452232956886292,,-0.06072723865509033,0.0
,3217,801.0,0.0027703894302248955,0.00020123552531003952,-0.00493062287569046,1763260459.844212,301696,0.00029544124845415354,0.0001190476177725941,403.5906319618225,0.5334879159927368,,-0.028467774391174316,0.0
500.0,3224,,,,,1763260460.417285,302367,,,404.16370487213135,,500.0,,
,3247,802.0,0.0054526422172784805,0.00042523257434368134,-0.008163973689079285,1763260463.3036902,304768,0.00023888402211014181,0.00011720429756678641,407.05011010169983,0.42794978618621826,,-0.6705038547515869,0.0
,3250,802.0,0.011090760119259357,0.000765274278819561,-0.01124686747789383,1763260463.6320653,305024,0.004587186500430107,0.00011705069482559338,407.3784852027893,0.5352128744125366,,-0.21783959865570068,0.0
,3252,802.0,0.0041016340255737305,0.000799078494310379,-0.010290618985891342,1763260463.9234731,305280,0.00023649177455808967,0.00011689708480844274,407.66989302635193,0.506430983543396,,-0.15888655185699463,0.0
,3255,802.0,0.001038767397403717,0.00031875260174274445,0.004279153421521187,1763260464.1673338,305536,0.0040976619347929955,0.0001167434747912921,407.91375374794006,0.5221022367477417,,-0.02030646800994873,0.0
,3259,803.0,0.006130560301244259,0.0002628462389111519,-0.007598133757710457,1763260464.5036125,305920,701.2501220703125,0.00011651305976556614,408.25003242492676,0.5808558464050293,,0.0001061558723449707,0.0
,3272,804.0,0.0020524607971310616,0.002124977298080921,-0.02065292000770569,1763260465.9012916,307328,0.0002912841737270355,0.00011566820467123762,409.64771151542664,0.5033624768257141,,0.021714866161346436,0.0
,3275,803.0,-0.00407407246530056,0.0005454141646623611,-0.002737581729888916,1763260466.2548091,307584,0.004561050795018673,0.00011551459465408698,410.00122904777527,0.5710136890411377,,0.1719302535057068,0.0
,3276,803.0,-0.0016018366441130638,0.00042493361979722977,-0.005163654685020447,1763260466.4046946,307712,0.0005876711220480502,0.00011543778964551166,410.15111446380615,0.5754940509796143,,-0.12244510650634766,0.0
,3296,803.0,0.000702613964676857,0.00048224441707134247,-0.0016753766685724258,1763260469.048774,309760,0.00023136544041335583,0.00011420890950830653,412.79519391059875,0.5459108948707581,,0.05071312189102173,0.0
,3299,803.0,-0.00794797483831644,0.00017083529382944107,-0.0035602599382400513,1763260469.404671,310016,0.003851365065202117,0.00011405529949115589,413.1510908603668,0.6411473155021667,,0.010691940784454346,0.0
,3338,806.0,-7.121823728084564e-06,1.7770566046237946e-05,-0.0023592710494995117,1763260472.933468,313856,0.005205177702009678,0.00011175114923389629,416.679888010025,0.5482926368713379,,0.1705615520477295,0.0
,3351,807.0,0.005082533694803715,0.0006761075928807259,-0.008189570158720016,1763260473.981296,315008,0.0019229869358241558,0.00011105991143267602,417.7277159690857,0.5931977033615112,,0.04328477382659912,0.0
,3357,807.0,0.007502689957618713,0.00045942701399326324,-0.008597580716013908,1763260474.4300702,315520,585.8589477539062,0.00011075269139837474,418.17649006843567,0.47480297088623047,,0.0002936720848083496,0.0
475.0,3360,,,,,1763260474.7302504,315893,,,418.47667026519775,,475.0,,
,3398,810.0,0.001351899467408657,0.00010412652045488358,0.0023772381246089935,1763260478.0488427,319488,0.0014211107045412064,0.00010837173613253981,421.79526257514954,0.5042769312858582,,-0.8087530136108398,0.0
,3401,810.0,-0.0014524413272738457,0.00012504402548074722,-0.0005087926983833313,1763260478.2773938,319744,672.9622192382812,0.00010821812611538917,422.0238137245178,0.5475492477416992,,-0.00011599063873291016,0.0
,3406,810.0,-0.0003035822883248329,6.832648068666458e-05,-0.0003199353814125061,1763260478.7646024,320256,679.011962890625,0.00010791090608108789,422.51102232933044,0.5603739619255066,,5.5730342864990234e-05,0.0
,3407,810.0,0.0009124381467700005,0.0001160474494099617,0.0019661635160446167,1763260478.8752177,320384,0.003667992539703846,0.00010783410107251257,422.62163758277893,0.6305829286575317,,-0.24476897716522217,0.0
,3419,811.0,0.0033354051411151886,0.0002563297748565674,-0.005025584250688553,1763260480.0190835,321664,0.00029162323335185647,0.00010706605098675936,423.76550340652466,0.537351131439209,,-0.44041287899017334,0.0
,3426,811.0,0.004151034168899059,0.00013186316937208176,-0.0005425512790679932,1763260480.580548,322304,817.40673828125,0.00010668202594388276,424.3269679546356,0.5531476736068726,,7.426738739013672e-05,0.0
,3428,812.0,-0.002130640670657158,0.0003517456352710724,-0.005998827517032623,1763260480.8364263,322560,0.00039075734093785286,0.00010652841592673212,424.58284616470337,0.49386006593704224,,-0.08314371109008789,0.0
500.0,3435,,,,,1763260481.4019613,323222,,,425.14838123321533,,500.0,,
,3450,813.0,-0.0015940507873892784,4.237983375787735e-05,0.0030076056718826294,1763260482.7659922,324736,545.9392700195312,0.00010522273078095168,426.512412071228,0.5346941947937012,,-0.00023818016052246094,0.0
