losses/explained_variance,losses/entropy,losses/approx_kl,charts/episodic_length,_timestamp,charts/SPS,charts/learning_rate,_runtime,charts/episodic_return,global_step,losses/clipfrac,_step,losses/value_loss,losses/old_approx_kl,losses/policy_loss
-0.12201321125030518,0.619935929775238,1.3141892850399017e-05,,1763260563.5063486,830.0,6.082949403207749e-05,507.2549567222595,,398720,0.0,4150,0.0006867213523946702,-0.001181391067802906,-0.0009789764881134033
,,,25.0,1763260565.067118,,,508.8157260417938,25.0,400467,,4168,,,
3.123283386230469e-05,0.5757429599761963,2.6357360184192657e-05,,1763260566.5314,832.0,5.8832563809119165e-05,510.28000807762146,,402048,0.0,4184,447.0453796386719,-0.0016397321596741676,-0.002011626958847046
,,,500.0,1763260567.3798392,,,511.12844729423523,500.0,403015,,4194,,,
,,,500.0,1763260567.8249195,,,511.5735275745392,500.0,403515,,4199,,,
-5.161762237548828e-05,0.6208893656730652,3.422051668167114e-05,,1763260570.1510339,834.0,5.6451612181263044e-05,513.8996419906616,,406016,0.0,4224,534.7891845703125,-0.00015476346015930176,0.002675876021385193
-0.0001246929168701172,0.5442501306533813,8.972082287073135e-05,,1763260570.5990653,834.0,5.6144392146961764e-05,514.3476734161377,,406528,0.0,4229,780.573486328125,-0.0017984090372920036,0.000795409083366394
0.03511422872543335,0.5797483921051025,1.886952668428421e-05,,1763260571.8741057,835.0,5.529954069061205e-05,515.622713804245,,407936,0.0,4243,0.0010809573577716947,3.2213516533374786e-05,-0.0006364136934280396
5.626678466796875e-05,0.5982277393341064,3.053620457649231e-05,,1763260572.1402004,835.0,5.514593067346141e-05,515.8888084888458,,408192,0.0,4246,597.08984375,9.087473154067993e-05,0.00037804432213306427
-0.009469747543334961,0.5817551612854004,4.0980055928230286e-05,,1763260572.6993484,835.0,5.4761905630584806e-05,516.4479565620422,,408832,0.0,4252,0.0027654003351926804,0.0014365017414093018,0.0013605840504169464
,,,369.0,1763260572.8171363,,,516.5657444000244,369.0,408969,,4254,,,
4.357099533081055e-05,0.528475821018219,1.9486993551254272e-05,,1763260572.9235423,836.0,5.4608295613434166e-05,516.6721503734589,,409088,0.0,4255,277.0433654785156,-0.0013122037053108215,-0.00022975727915763855
,,,500.0,1763260574.597474,,,518.3460822105408,500.0,410969,,4273,,,
-0.05260336399078369,0.6058159470558167,2.012401819229126e-05,,1763260574.9017167,837.0,5.330261046765372e-05,518.6503248214722,,411264,0.0,4276,0.0008593659149482846,-0.0012739691883325577,-0.0013445839285850525
-0.07232213020324707,0.5763645172119141,4.502944648265839e-06,,1763260575.0137203,837.0,5.32258054590784e-05,518.7623283863068,,411392,0.0,4277,0.0005397397908382118,0.001144244335591793,-0.0005210265517234802
,,,500.0,1763260575.0415711,,,518.7901792526245,500.0,411469,,4278,,,
,,,500.0,1763260575.9723418,,,519.7209498882294,500.0,412469,,4288,,,
0.08580273389816284,0.6038815975189209,0.00010300986468791962,,1763260576.1759012,837.0,5.2457759011304006e-05,519.9245092868805,,412672,0.0,4290,0.0022587671410292387,-0.0008614510297775269,-0.005126595497131348
-0.07630777359008789,0.608146071434021,1.718290150165558e-05,,1763260576.4353647,837.0,5.2304148994153365e-05,520.1839728355408,,412928,0.0,4292,0.0005203335313126445,0.0035061780363321304,-9.734183549880981e-05
-0.455704927444458,0.5277946591377258,1.0699033737182617e-05,,1763260578.4196813,838.0,5.099846384837292e-05,522.1682894229889,,415104,0.0,4314,0.001982958521693945,-0.0016627553850412369,-0.0016397908329963684
-7.2479248046875e-05,0.5976840853691101,2.1867454051971436e-06,,1763260578.7571716,839.0,5.076804882264696e-05,522.5057797431946,,415488,0.0,4318,0.0023613900411874056,-9.599514305591583e-05,-0.00043560564517974854
,,,500.0,1763260581.3194685,,,525.0680766105652,500.0,418365,,4346,,,
,,,500.0,1763260583.1715999,,,526.9202079772949,500.0,420365,,4366,,,
-2.4199485778808594e-05,0.5984520316123962,2.166256308555603e-05,,1763260583.7652256,841.0,4.7465437091887e-05,527.5138337612152,,420992,0.0,4372,152.71563720703125,0.0005933716893196106,-0.0010482389479875565
0.037173330783843994,0.6201591491699219,4.30205836892128e-05,,1763260584.2118278,842.0,4.7158217057585716e-05,527.9604358673096,,421504,0.0,4377,0.0015154436696320772,-0.0007716873660683632,0.0004817470908164978
-0.22605109214782715,0.5490261912345886,0.00032342132180929184,,1763260584.3227985,842.0,4.7081412049010396e-05,528.0714066028595,,421632,0.0,4378,0.0005761222564615309,-0.004472251050174236,-0.0026942677795886993
0.16733378171920776,0.532531201839447,2.979021519422531e-05,,1763260585.1487935,842.0,4.6543776988983154e-05,528.8974015712738,,422528,0.0,4387,0.002217357512563467,0.0004144730046391487,-0.0011951485648751259
-7.736682891845703e-05,0.5724291801452637,7.267110049724579e-05,,1763260585.9657147,842.0,4.600614556693472e-05,529.7143228054047,,423424,0.0,4396,996.9169311523438,0.0032657310366630554,0.0006926823407411575
0.12074267864227295,0.5604211091995239,0.0001247534528374672,,1763260587.5654988,843.0,4.4930875446880236e-05,531.3141069412231,,425216,0.0,4413,0.0007654894143342972,-0.0032762540504336357,-0.000342588871717453
,,,500.0,1763260587.6904495,,,531.4390575885773,500.0,425365,,4415,,,
0.07086420059204102,0.5973458886146545,1.4007091522216797e-06,,1763260591.54416,845.0,4.2319508793298155e-05,535.2927680015564,,429568,0.0,4456,0.002445472404360771,-0.00013993680477142334,0.0002992376685142517
0.00018417835235595703,0.5571514964103699,2.512335777282715e-05,,1763260592.809367,846.0,4.147465369896963e-05,536.5579750537872,,430976,0.0,4470,434.0238037109375,-0.0007378868758678436,-9.052082896232605e-05
,,,500.0,1763260593.5598304,,,537.308438539505,500.0,431865,,4478,,,
-0.16865968704223633,0.594806432723999,6.582587957382202e-06,,1763260593.7449102,846.0,4.086021363036707e-05,537.4935183525085,,432000,0.0,4480,0.0023792528081685305,5.472265183925629e-05,-0.00040122121572494507
-0.4526621103286743,0.5487717390060425,3.679841756820679e-05,,1763260594.8967862,847.0,4.0092167182592675e-05,538.6453943252563,,433280,0.0,4492,0.0009574044961482286,-0.002223290503025055,-0.0018382370471954346
0.01917266845703125,0.635460615158081,9.589828550815582e-06,,1763260595.2691047,847.0,3.9861752156866714e-05,539.0177128314972,,433664,0.0,4496,0.0009517167927697301,-0.0008502388373017311,-0.0001130029559135437
,,,500.0,1763260595.40688,,,539.1554880142212,500.0,433865,,4498,,,
0.004835307598114014,0.5772514343261719,3.607477992773056e-05,,1763260597.5241241,848.0,3.840245699393563e-05,541.272732257843,,436096,0.0,4520,0.0023559476248919964,0.00034436676651239395,-0.0033124014735221863
-0.044014692306518555,0.5833121538162231,8.220784366130829e-06,,1763260597.7473466,848.0,3.824884697678499e-05,541.4959547519684,,436352,0.0,4522,0.0007251662318594754,0.002118627540767193,0.00017424672842025757
-3.5762786865234375e-06,0.5889431238174438,1.6801059246063232e-06,,1763260597.8611772,848.0,3.817204196820967e-05,541.6097853183746,,436480,0.0,4524,306.16400146484375,0.00020487047731876373,0.00021896883845329285
-0.00683748722076416,0.5808914303779602,1.6345642507076263e-05,,1763260597.9709532,848.0,3.809523695963435e-05,541.7195613384247,,436608,0.0,4525,0.002103144768625498,0.0020083868876099586,0.001021694391965866
-0.015936732292175293,0.5995847582817078,6.0480087995529175e-06,,1763260598.1935124,849.0,3.794162694248371e-05,541.942120552063,,436864,0.0,4527,0.0006670592119917274,-0.0004081055521965027,0.00018310174345970154
-0.0692974328994751,0.5956034660339355,1.757591962814331e-05,,1763260598.5664723,849.0,3.771121191675775e-05,542.3150804042816,,437248,0.0,4531,0.00038891853182576597,-0.0006902068853378296,-0.0014536231756210327
0.00046569108963012695,0.5251132249832153,1.3710930943489075e-05,,1763260598.6827636,849.0,3.763440690818243e-05,542.4313716888428,,437376,0.0,4533,602.0452880859375,0.0011217519640922546,-0.0001384839415550232
-0.13713037967681885,0.562847375869751,2.207234501838684e-07,,1763260598.794375,849.0,3.755760189960711e-05,542.5429830551147,,437504,0.0,4534,0.0014358310727402568,-9.183678776025772e-05,4.6640634536743164e-05
0.0006061792373657227,0.5657232999801636,2.3283064365386963e-07,,1763260600.6623104,850.0,3.632872540038079e-05,544.4109184741974,,439552,0.0,4555,318.1903381347656,1.4586374163627625e-05,5.656108260154724e-05
-0.00039696693420410156,0.5494016408920288,0.00010238401591777802,,1763260600.8846917,850.0,3.617511538323015e-05,544.6332998275757,,439808,0.0,4557,0.0015306305140256882,0.0008795876055955887,-0.0010299533605575562
0.0003129243850708008,0.5653128623962402,8.667819201946259e-06,,1763260601.2205908,850.0,3.594470035750419e-05,544.9691989421844,,440192,0.0,4562,628.721923828125,0.0006504720076918602,-0.0008088834583759308
0.00017881393432617188,0.5729306936264038,9.33092087507248e-06,,1763260602.535412,851.0,3.5099845263175666e-05,546.2840201854706,,441600,0.0,4576,270.9308166503906,-0.0005867993459105492,-3.137439489364624e-05
0.018647968769073486,0.5696227550506592,6.172806024551392e-06,,1763260605.8956969,852.0,3.2872503652470186e-05,549.6443049907684,,445312,0.0,4613,0.002904454944655299,0.00016293860971927643,0.0006670355796813965
-0.5138500928878784,0.5404152274131775,4.544481635093689e-05,,1763260607.049997,853.0,3.2104453566716984e-05,550.7986052036285,,446592,0.0,4626,0.0027924596797674894,0.0014506764709949493,0.00044889748096466064
-0.1730712652206421,0.5698894262313843,3.699492663145065e-05,,1763260607.8674126,853.0,3.156681850668974e-05,551.6160206794739,,447488,0.0,4635,0.0029529184103012085,-0.0021250834688544273,-0.001820247620344162
-0.07292735576629639,0.5144515633583069,7.456913590431213e-05,,1763260608.4267125,853.0,3.118279710179195e-05,552.1753206253052,,448128,0.0,4641,0.0015360194956883788,0.0031911861151456833,-0.0042155589908361435
-2.1338462829589844e-05,0.6087088584899902,6.6533684730529785e-06,,1763260608.6895502,854.0,3.102918708464131e-05,552.4381582736969,,448384,0.0,4644,742.7109985351562,-0.0005520638078451157,-0.0005041547119617462
0.04829663038253784,0.5570096373558044,3.038812428712845e-05,,1763260610.2944155,854.0,2.9953916964586824e-05,554.0430235862732,,450176,0.0,4661,0.0012526356149464846,0.0010944502428174019,-0.0037696976214647293
0.05098366737365723,0.540030300617218,2.457946538925171e-05,,1763260611.5670238,855.0,2.9109063689247705e-05,555.3156318664551,,451584,0.0,4675,0.002219210844486952,-0.00033602118492126465,0.00036603212356567383
0.0010600686073303223,0.5670468211174011,3.304518759250641e-05,,1763260613.1026537,856.0,2.8110598577768542e-05,556.8512618541718,,453248,0.0,4691,0.0008489909814670682,0.002122020348906517,-0.0012800954282283783
-0.28510797023773193,0.5232476592063904,9.08784568309784e-06,,1763260614.7048888,856.0,2.7035330276703462e-05,558.4534969329834,,455040,0.0,4709,0.002021067077293992,-0.0005899332463741302,-0.0010609477758407593
-0.00021886825561523438,0.5459281206130981,5.245208740234375e-06,,1763260615.0756388,856.0,2.68049152509775e-05,558.8242468833923,,455424,0.0,4713,864.752685546875,0.00019366666674613953,0.0005094483494758606
0.0840679407119751,0.5607774257659912,6.916932761669159e-06,,1763260617.388621,858.0,2.52688168984605e-05,561.1372292041779,,457984,0.0,4738,0.0017705950886011124,0.00025932397693395615,0.0007521957159042358
0.10488396883010864,0.5169135928153992,4.6953558921813965e-05,,1763260617.4993937,858.0,2.519201188988518e-05,561.2480018138885,,458112,0.0,4739,0.0013336578849703074,0.0025193169713020325,-0.0011418834328651428
,,,500.0,1763260617.6476598,,,561.3962678909302,500.0,458343,,4741,,,
0.04879981279373169,0.5285035967826843,1.3764947652816772e-06,,1763260617.835733,858.0,2.496159686415922e-05,561.5843410491943,,458496,0.0,4743,0.002058770041912794,-0.00010264106094837189,-0.00027674436569213867
,,,500.0,1763260618.7988071,,,562.5474152565002,500.0,459586,,4754,,,
-0.015721440315246582,0.616816520690918,2.1886080503463745e-06,,1763260620.5322158,859.0,2.319508530490566e-05,564.2808239459991,,461440,0.0,4772,0.001385262468829751,-0.00027829594910144806,4.875659942626953e-05
0.02663111686706543,0.6107390522956848,1.2274831533432007e-06,,1763260621.8045151,860.0,2.2350230210577138e-05,565.5531232357025,,462848,0.0,4786,0.001403154688887298,0.00014141015708446503,0.00018471479415893555
0.14287567138671875,0.608442485332489,1.545250415802002e-05,,1763260621.9164934,860.0,2.2273425202001818e-05,565.6651015281677,,462976,0.0,4787,0.001062517985701561,0.0011237263679504395,-0.0011580735445022583
,,,500.0,1763260621.9551497,,,565.7037577629089,500.0,463086,,4788,,,
-0.14980602264404297,0.5332944989204407,1.2198463082313538e-05,,1763260622.7434106,860.0,2.173579196096398e-05,566.492018699646,,463872,0.0,4796,0.0014521164121106267,-0.0009467191994190216,-0.0007708873599767685
6.407499313354492e-05,0.5807263851165771,1.3966113328933716e-05,,1763260622.9700086,860.0,2.158218194381334e-05,566.7186167240143,,464128,0.0,4799,937.3317260742188,-0.0004097260534763336,9.10535454750061e-05
0.15942394733428955,0.5466421842575073,2.4246983230113983e-05,,1763260623.6792812,860.0,2.1121351892361417e-05,567.4278893470764,,464896,0.0,4806,0.001289954874664545,-0.0008362708613276482,-0.0011018812656402588
-4.374980926513672e-05,0.5697331428527832,2.726912498474121e-06,,1763260623.9048195,860.0,2.0967741875210777e-05,567.6534276008606,,465152,0.0,4809,732.24658203125,-0.0006322506815195084,-0.0006498526781797409
,,,500.0,1763260624.286655,,,568.0352630615234,500.0,465586,,4813,,,
-0.009829521179199219,0.5538575649261475,7.207505404949188e-06,,1763260627.8672993,862.0,1.8356375221628696e-05,571.6159074306488,,469504,0.0,4851,0.0009744983981363475,-0.0016466258093714714,-0.0001768842339515686
,,,500.0,1763260627.8967953,,,571.6454033851624,500.0,469586,,4852,,,
-0.21928095817565918,0.5767550468444824,9.576790034770966e-06,,1763260628.578636,863.0,1.7895545170176774e-05,572.3272440433502,,470272,0.0,4859,0.0016048045363277197,-0.001050393097102642,-0.001473933458328247
-5.745887756347656e-05,0.592383861541748,4.647299647331238e-07,,1763260629.364575,863.0,1.7357910110149533e-05,573.1131830215454,,471168,0.0,4868,565.7950439453125,3.6141835153102875e-05,-8.511170744895935e-05
0.1119270920753479,0.5747238397598267,9.131431579589844e-05,,1763260629.9639199,863.0,1.6973886886262335e-05,573.7125279903412,,471808,0.0,4874,0.0015145812649279833,0.004952326416969299,-0.005693361163139343
-7.641315460205078e-05,0.5919603109359741,1.7648562788963318e-06,,1763260630.299387,863.0,1.6743471860536374e-05,574.0479950904846,,472192,0.0,4878,481.2930908203125,-0.00020461436361074448,0.0005415184423327446
,,,500.0,1763260630.6770933,,,574.425701379776,500.0,472586,,4882,,,
0.00927591323852539,0.614958643913269,4.665926098823547e-06,,1763260633.793031,865.0,1.4439324331760872e-05,577.5416390895844,,476032,0.0,4915,0.0011721753980964422,0.00025913305580616,-0.00033152103424072266
-0.09639406204223633,0.5999243259429932,2.2603198885917664e-06,,1763260634.242434,865.0,1.4132104297459591e-05,577.991042137146,,476544,0.0,4920,0.0011626248015090823,3.0333176255226135e-06,-9.160488843917847e-05
-6.949901580810547e-05,0.566138505935669,4.395842552185059e-06,,1763260635.288617,865.0,1.344086012977641e-05,579.0372250080109,,477696,0.0,4932,176.22622680664062,0.00038390420377254486,0.0006216168403625488
0.1384539008140564,0.6086118221282959,1.1134892702102661e-05,,1763260635.3995411,866.0,1.336405512120109e-05,579.1481492519379,,477824,0.0,4933,0.0016549902502447367,-0.0008337367326021194,-0.0014943405985832214
-0.18154644966125488,0.5170895457267761,2.989545464515686e-07,,1763260635.9931076,866.0,1.2980030987819191e-05,579.741715669632,,478464,0.0,4939,0.0012710660230368376,-4.566926509141922e-05,-0.00016789883375167847
9.810924530029297e-05,0.581972599029541,1.7154961824417114e-06,,1763260636.555056,866.0,1.259600594494259e-05,580.3036642074585,,479104,0.0,4946,849.0237426757812,0.0003412887454032898,-0.0002345852553844452
-0.3913942575454712,0.4611586332321167,5.0906091928482056e-06,,1763260637.2584674,866.0,1.213517680298537e-05,581.007075548172,,479872,0.0,4953,0.001435518846847117,0.00037253648042678833,-0.0005865278653800488
0.00867152214050293,0.5339885354042053,1.3326294720172882e-05,,1763260637.7090724,867.0,1.182795676868409e-05,581.4576804637909,,480384,0.0,4958,0.001257065567187965,0.0011628223583102226,-0.0007732361555099487
0.07028615474700928,0.571800172328949,3.281049430370331e-06,,1763260638.191815,867.0,1.152073764387751e-05,581.9404230117798,,480896,0.0,4963,0.0012931874953210354,0.0006779888644814491,-0.0007898546755313873
-6.377696990966797e-05,0.5520023703575134,3.4831464290618896e-07,,1763260638.8988845,867.0,1.1059907592425589e-05,582.647492647171,,481664,0.0,4971,257.2214050292969,-0.0001639053225517273,-1.7423182725906372e-05
-0.0074454545974731445,0.5797432661056519,7.776543498039246e-07,,1763260639.0108893,867.0,1.0983102583850268e-05,582.7594974040985,,481792,0.0,4972,0.0018671429716050625,-0.00013348925858736038,-0.00031841546297073364
0.0005789399147033691,0.47725310921669006,2.0489096641540527e-08,,1763260639.4592197,867.0,1.0675883459043689e-05,583.2078278064728,,482304,0.0,4978,944.7568359375,-4.79426234960556e-05,5.361437797546387e-05
-0.08480215072631836,0.5962560176849365,7.992610335350037e-06,,1763260639.7917228,867.0,1.0445468433317728e-05,583.5403308868408,,482688,0.0,4981,0.00161373196169734,-0.0005339272320270538,-0.000718570314347744
-0.33874082565307617,0.5944989919662476,5.385838449001312e-06,,1763260640.4984581,868.0,9.984639291360509e-06,584.2470662593842,,483456,0.0,4989,0.0022495929151773453,-0.0008231354877352715,-0.0001473948359489441
0.11253654956817627,0.504112720489502,4.17511910200119e-06,,1763260640.9755695,868.0,9.677419257059228e-06,584.7241775989532,,483968,0.0,4994,0.0021463825833052397,6.288569420576096e-05,-0.0013540908694267273
-2.83610463142395,0.484014630317688,1.8030405044555664e-06,,1763260642.227007,868.0,8.832565072225407e-06,585.9756150245667,,485376,0.0,5008,0.002558418083935976,-0.0005042068660259247,-0.0005796030163764954
-0.16692984104156494,0.5225799083709717,2.7725473046302795e-06,,1763260642.6760874,869.0,8.525345947418828e-06,586.4246954917908,,485888,0.0,5013,0.002043311018496752,0.0002187369391322136,-3.2922253012657166e-05
-28.536466598510742,0.530662477016449,2.0548701286315918e-05,,1763260642.8988938,869.0,8.371735930268187e-06,586.6475019454956,,486144,0.0,5015,0.010507251136004925,-0.00018763728439807892,-0.0028787627816200256
-0.030389785766601562,0.5870332717895508,7.487833499908447e-07,,1763260645.131434,870.0,6.912442586326506e-06,588.8800420761108,,488576,0.0,5039,0.0014147370820865035,0.00011272355914115906,-0.00025704875588417053
-7.605552673339844e-05,0.5302177667617798,1.0803341865539551e-07,,1763260648.014349,871.0,4.992319645680254e-06,591.7629570960999,,491776,0.0,5071,673.6224365234375,-4.734843969345093e-06,2.7917325496673584e-05
0.0005208849906921387,0.5903580188751221,8.940696716308594e-08,,1763260652.2689707,873.0,2.150537738998537e-06,596.0175788402557,,496512,0.0,5117,0.001383206807076931,-2.9087066650390625e-05,8.572638034820557e-05
-0.23656713962554932,0.5719960331916809,3.371387720108032e-07,,1763260652.7563403,873.0,1.8433179320709314e-06,596.5049483776093,,497024,0.0,5122,0.0014899028465151787,-0.00014955364167690277,-0.00022588670253753662
0.2764820456504822,0.573472261428833,1.8440186977386475e-07,,1763260653.2017713,873.0,1.5360983525170013e-06,596.9503793716431,,497536,0.0,5127,0.0014709410024806857,-2.926960587501526e-05,-6.431713700294495e-05
-0.0441431999206543,0.5774835348129272,7.450580596923828e-08,,1763260653.313828,873.0,1.459293343941681e-06,597.0624361038208,,497664,0.0,5128,0.0014523875433951616,3.300979733467102e-05,-2.316385507583618e-05
-6.413459777832031e-05,0.5426289439201355,5.587935447692871e-09,,1763260654.3494594,874.0,7.680491762585007e-07,598.098067522049,,498816,0.0,5140,654.5317993164062,-1.056678593158722e-05,-4.947185516357422e-06
0.013159453868865967,0.5377929210662842,1.210719347000122e-08,,1763260654.936321,874.0,3.8402458812925033e-07,598.6849291324615,,499456,0.0,5146,0.0015266252448782325,1.0057352483272552e-05,6.944872438907623e-06
3.3974647521972656e-06,0.542669951915741,1.1175870895385742e-08,,1763260655.2690153,874.0,1.536098324095292e-07,599.01762342453,,499840,0.0,5150,491.6822814941406,-2.384185791015625e-07,1.650303602218628e-06
-0.07812774181365967,0.5940285325050354,9.313225746154785e-09,,1763260655.3805637,874.0,7.68049162047646e-08,599.1291718482971,,499968,0.0,5151,0.0016170815797522664,0.0,-4.015862941741943e-06
