losses/policy_loss,charts/learning_rate,losses/approx_kl,losses/entropy,losses/value_loss,losses/old_approx_kl,losses/clipfrac,_step,_timestamp,charts/SPS,charts/episodic_length,_runtime,global_step,charts/episodic_return,losses/explained_variance
0.0018989890813827515,0.00022227341833058745,0.00022972840815782547,0.2301623523235321,0.0001319500443059951,0.002542075701057911,0.0,2322,1763260138.9477081,1035.0,,128.0056231021881,129664,,0.9984897971153259
-0.00035553425550460815,0.00022219661332201213,4.415120929479599e-05,0.22486042976379395,0.02537400647997856,0.0019264193251729012,0.0,2324,1763260139.060264,1035.0,,128.11817908287048,129792,,0.09797853231430054
0.0038933148607611656,0.00022188940783962607,0.002921154722571373,0.23678003251552582,0.008309654891490936,-0.010335482656955719,0.09375,2329,1763260139.4541373,1036.0,,128.51205229759216,130304,,0.66938716173172
-0.06349580734968185,0.0002212749677710235,0.03717725723981857,0.20488494634628296,0.006217264570295811,-0.013571716845035553,0.03515625,2339,1763260140.291037,1037.0,,129.34895205497742,131328,,0.9964931011199951
,,,,,,,2348,1763260141.003385,,500.0,130.06130003929138,132239,500.0,
-0.047426700592041016,0.00022035330766811967,0.004384967498481274,0.24082434177398682,0.0008892690530046821,0.01953645423054695,0.005859375,2354,1763260141.5490108,1039.0,,130.6069257259369,132864,,0.20639556646347046
-0.02742670103907585,0.00021981567260809243,0.020600128918886185,0.16235443949699402,0.0022286775056272745,0.07215756177902222,0.15234375,2363,1763260142.338861,1040.0,,131.39677596092224,133760,,0.1909213662147522
0.02211926132440567,0.0002182027674280107,0.006360233761370182,0.15299533307552338,1.185501241707243e-05,-0.011811193078756332,0.015625,2389,1763260144.702944,1042.0,,133.76085901260376,136448,,0.9956405162811279
,,,,,,,2426,1763260147.9807444,,500.0,137.03865933418274,140239,500.0,
-0.008901599794626236,0.00021566820214502513,0.0015811426565051079,0.2029348760843277,0.00033588975202292204,-0.011354111135005951,0.029296875,2430,1763260148.4918754,1044.0,,137.54979038238525,140672,,0.9996485114097595
-0.02199297398328781,0.00021451612701639533,0.03972018510103226,0.2214469462633133,0.0004233919898979366,-0.0038519706577062607,0.1119791641831398,2449,1763260150.1506863,1045.0,,139.20860123634338,142592,,0.9956175684928894
,,,,,,,2465,1763260151.5075412,,500.0,140.56545615196228,144239,500.0,
-0.005709493532776833,0.00021182795171625912,0.03861260414123535,0.31335583329200745,0.0004509151622187346,0.07040174305438995,0.109375,2493,1763260154.0894077,1048.0,,143.14732265472412,147072,,0.9998769760131836
-0.021148931235074997,0.00021105990163050592,0.002143421210348606,0.23508775234222412,0.013117914088070393,0.017313901335000992,0.0234375,2506,1763260155.1955233,1048.0,,144.25343823432922,148352,,0.9993792772293091
,,,,,,,2514,1763260155.9221385,,500.0,144.9800534248352,149239,500.0,
0.011692307889461517,0.00021052226657047868,0.00022419076412916183,0.23172375559806824,0.005865936167538166,-0.004107781685888767,0.0,2515,1763260155.9961467,1049.0,,145.05406165122986,149248,,0.8386768102645874
-0.010600941255688667,0.0002102150465361774,0.051769956946372986,0.2925369143486023,61.25868606567383,0.05910152196884155,0.0755208358168602,2520,1763260156.4274879,1049.0,,145.4854028224945,149760,,0.8037739396095276
-0.028559237718582153,0.0002093702059937641,0.004477848298847675,0.16407020390033722,0.0006543672061525285,0.02976025640964508,0.046875,2533,1763260157.6857426,1050.0,,146.74365758895874,151168,,0.9998139142990112
-0.0006810836493968964,0.0002089861809508875,0.053486768156290054,0.18441176414489746,82.47362518310547,0.0545172244310379,0.0755208358168602,2540,1763260158.2665403,1050.0,,147.32445526123047,151808,,0.7486244440078735
-0.0573953315615654,0.00020852535089943558,0.06812166422605515,0.2157076895236969,0.00022711795463692397,0.0726313591003418,0.107421875,2547,1763260158.9108338,1051.0,,147.9687488079071,152576,,0.9990710020065308
0.01220211386680603,0.00020714286074507982,0.0013586347922682762,0.11860371381044388,6.444017344620079e-06,-0.013912233524024487,0.046875,2570,1763260160.9782922,1052.0,,150.03620719909668,154880,,0.9968734979629517
0.01975751295685768,0.0002070660557365045,0.003554978407919407,0.17528057098388672,7.081589865265414e-05,-0.015040620230138302,0.078125,2571,1763260161.0952392,1052.0,,150.15315413475037,155008,,0.9987700581550598
-0.0753970742225647,0.0002066820306936279,0.0397113636136055,0.2925713062286377,0.0005562265869230032,0.10781342536211014,0.1510416716337204,2577,1763260161.6437266,1052.0,,150.70164155960083,155648,,0.9997893571853638
-0.034558456391096115,0.00020468510047066957,0.05861634016036987,0.3393624424934387,0.0002216320572188124,0.04697813466191292,0.119140625,2610,1763260164.6191654,1053.0,,153.67708039283752,158976,,0.9990831017494202
-0.052666254341602325,0.00020345622033346444,0.016990628093481064,0.271833598613739,0.00038071791641414165,0.05396798253059387,0.1640625,2630,1763260166.4398496,1054.0,,155.49776458740234,161024,,0.9998511672019958
0.018133260309696198,0.00020307219529058784,0.03593747690320015,0.20850633084774017,0.005891650915145874,-0.012914087623357773,0.1796875,2636,1763260166.991099,1055.0,,156.0490140914917,161664,,0.9999224543571472
-0.05162312090396881,0.00020245775522198528,0.02287451922893524,0.2516462802886963,0.0030940950382500887,0.05737663432955742,0.05078125,2646,1763260167.8884685,1055.0,,156.94638347625732,162688,,0.9999200701713562
,,,,,,,2647,1763260167.905587,,500.0,156.96350193023682,162739,500.0,
-0.0012782663106918335,0.00020238095021340996,6.67935237288475e-05,0.21728657186031342,0.014434047043323517,0.0004339320585131645,0.0546875,2648,1763260167.9998379,1055.0,,157.0577528476715,162816,,0.9995868802070618
-0.013090334832668304,0.00020115207007620484,0.0030651092529296875,0.17442210018634796,49.951358795166016,-0.009011846035718918,0.025390625,2668,1763260169.7939506,1056.0,,158.85186553001404,164864,,0.7607566118240356
-0.029793107882142067,0.00020084485004190356,0.018902545794844627,0.20631293952465057,5.4934142099227756e-05,-0.029242632910609245,0.060546875,2673,1763260170.1917336,1057.0,,159.2496485710144,165376,,0.9975770115852356
-0.003035556524991989,0.000200230409973301,0.00022120028734207153,0.18837392330169678,8.205991434806492e-06,-0.001773238182067871,0.0078125,2683,1763260171.0874166,1057.0,,160.14533162117004,166400,,0.9900970458984375
0.001494377851486206,0.00019999999494757503,0.0010405313223600388,0.21175168454647064,141.2342071533203,0.012073157355189323,0.0,2687,1763260171.445404,1057.0,,160.50331902503967,166784,,0.08077377080917358
-0.03669041395187378,0.0001998463849304244,0.022454258054494858,0.2539580762386322,8.4081751992926e-05,0.05869284272193909,0.060546875,2689,1763260171.6971195,1057.0,,160.7550344467163,167040,,0.9894999265670776
-0.0009185634553432465,0.00019969277491327375,0.0048857517540454865,0.23621734976768494,1.380504846572876,-0.002394098788499832,0.01171875,2692,1763260171.920858,1057.0,,160.97877287864685,167296,,0.04945892095565796
-0.013036318123340607,0.00019723502919077873,0.000599738210439682,0.18180818855762482,1.7870810552267358e-05,0.010538438335061073,0.025390625,2732,1763260175.5017836,1059.0,,164.55969858169556,171392,,0.9809401631355286
0.010229907929897308,0.0001960061490535736,0.002864309586584568,0.14040373265743256,3.15797769872006e-05,-0.008423040620982647,0.0234375,2752,1763260177.3747795,1060.0,,166.43269443511963,173440,,0.9968399405479431
0.004586956463754177,0.00019569892901927233,0.0021839654073119164,0.19004014134407043,0.00022454340069089085,-0.0164090134203434,0.01953125,2757,1763260177.8504565,1060.0,,166.90837144851685,173952,,0.9966244697570801
0.02532871812582016,0.00019477726891636848,0.02423589490354061,0.2224467545747757,0.0003586580860428512,0.02099163644015789,0.130859375,2772,1763260179.2230449,1060.0,,168.28095984458923,175488,,0.9994568824768066
0.03223799169063568,0.00019416282884776592,0.0016465913504362106,0.15156428515911102,5.208115908317268e-05,-0.018378349021077156,0.001953125,2782,1763260180.133248,1060.0,,169.19116306304932,176512,,0.9934935569763184
-0.014338582754135132,0.00019347158377058804,0.03145367652177811,0.23785705864429474,0.0008052135817706585,0.0064779845997691154,0.1796875,2793,1763260181.132719,1061.0,,170.1906340122223,177664,,0.9830614328384399
,,,,,,,2824,1763260183.7644227,,500.0,172.8223376274109,180739,500.0,
,,,,,,,2843,1763260185.5323164,,500.0,174.59023141860962,182739,500.0,
-0.017362680286169052,0.0001895545283332467,0.026510188356041908,0.24100510776042938,7.757661660434678e-05,-0.02717423066496849,0.12890625,2857,1763260186.8134878,1064.0,,175.87140274047852,184192,,0.9724327921867371
0.04047756642103195,0.00018755759811028838,0.03842892497777939,0.2551920711994171,0.00011730779078789055,-0.05202974006533623,0.13671875,2890,1763260189.766619,1065.0,,178.82453393936157,187520,,0.9755795001983643
-0.02686302177608013,0.00018394777725916356,0.004154069349169731,0.07826597988605499,3.128203024971299e-05,0.01620924286544323,0.013671875,2949,1763260195.1525908,1066.0,,184.21050572395325,193536,,0.9979760050773621
-0.005765490233898163,0.00018325653218198568,0.0007088249549269676,0.23927301168441772,0.0005457011284306645,-0.0009348569437861443,0.03125,2960,1763260196.1858194,1067.0,,185.2437343597412,194688,,0.9994229078292847
-0.01555492915213108,0.00018233487207908183,0.002277638763189316,0.19047343730926514,0.001250578323379159,0.007470335811376572,0.048828125,2975,1763260197.5406508,1067.0,,186.59856581687927,196224,,0.9996358156204224
-0.0032564476132392883,0.0001810291869333014,0.003098481334745884,0.25185832381248474,2.4930199288064614e-05,-0.007959464564919472,0.048828125,2997,1763260199.507068,1068.0,,188.56498289108276,198400,,0.9929448962211609
-0.013699997216463089,0.00018018433183897287,0.009485368616878986,0.2621382176876068,42.86990737915039,0.0007137628272175789,0.05078125,3011,1763260200.6992128,1068.0,,189.75712776184082,199808,,0.9383461475372314
0.025484316051006317,0.00017772657156456262,0.00722355954349041,0.1304970681667328,0.0002825845149345696,0.0031933244317770004,0.03515625,3051,1763260204.348612,1069.0,,193.40652704238892,203904,,0.9970904588699341
0.03200382739305496,0.00017757296154741198,0.03610416129231453,0.22139494121074677,0.0015736498171463609,0.01214185357093811,0.169921875,3053,1763260204.56827,1069.0,,193.62618494033813,204160,,0.9990038275718689
-0.014663875102996826,0.00017680491146165878,0.005728712305426598,0.17866754531860352,0.00014524257858283818,0.011160650290548801,0.072265625,3066,1763260205.732962,1070.0,,194.79087686538696,205440,,0.9975377321243286
0.001604003831744194,0.00017657449643593282,0.0037733986973762512,0.1588304042816162,100.17887115478516,-0.01632048189640045,0.021484375,3070,1763260206.0670056,1070.0,,195.12492060661316,205824,,0.5901229381561279
-0.04366880655288696,0.0001757296413416043,0.015935979783535004,0.22516702115535736,0.0018821291159838438,0.028557278215885162,0.08984375,3083,1763260207.30828,1070.0,,196.3661949634552,207232,,0.9997667670249939
,,,,,,,3098,1763260208.6026585,,500.0,197.66057348251343,208739,500.0,
-0.02897017076611519,0.0001730414805933833,0.005537074059247971,0.23011870682239532,0.0008185581536963582,0.01634645089507103,0.044921875,3127,1763260211.3057005,1071.0,,200.3636155128479,211712,,0.9987202882766724
0.00038883648812770844,0.000172964675584808,0.0004595732316374779,0.17169535160064697,1.2568018436431885,0.0003104517236351967,0.0,3129,1763260211.450943,1071.0,,200.50885796546936,211840,,0.22235137224197388
-0.040226660668849945,0.0001721966254990548,0.03041604720056057,0.1464759260416031,0.0007486555259674788,0.06442557275295258,0.111328125,3141,1763260212.603935,1071.0,,201.66184997558594,213120,,0.9940371513366699
0.02198944240808487,0.0001718894054647535,0.04330688342452049,0.2641366124153137,0.0006284144474193454,-0.019204039126634598,0.134765625,3146,1763260213.0309293,1072.0,,202.0888442993164,213632,,0.9946300983428955
-0.04756703972816467,0.00017043011030182242,0.033684879541397095,0.2518528997898102,0.001291826949454844,0.00981435738503933,0.109375,3170,1763260215.1943336,1072.0,,204.2522485256195,216064,,0.9937936067581177
0.0026071257889270782,0.00016966206021606922,0.0018614158034324646,0.15235649049282074,147.60836791992188,0.01672750525176525,0.01171875,3183,1763260216.339612,1072.0,,205.3975269794464,217344,,0.03463667631149292
0.0030848681926727295,0.00016935484018176794,0.002681092359125614,0.1937369704246521,1.3645286560058594,-0.0034495526924729347,0.0234375,3188,1763260216.8389466,1072.0,,205.89686155319214,217856,,0.062065064907073975
-0.03237789869308472,0.00016758832498453557,0.004590908996760845,0.16370750963687897,0.015884269028902054,0.028023354709148407,0.009765625,3217,1763260219.4560938,1073.0,,208.51400876045227,220800,,0.3951748013496399
0.006122898310422897,0.00016712749493308365,0.0010408498346805573,0.26597124338150024,0.0005254939896985888,-0.0028696302324533463,0.041015625,3224,1763260220.1413972,1073.0,,209.199312210083,221568,,0.9983742237091064
0.0012360289692878723,0.0001657450047787279,0.002444600686430931,0.2671201825141907,0.0008739127079024911,-0.010932469740509987,0.005859375,3247,1763260222.152706,1074.0,,211.21062088012695,223872,,0.9986233711242676
,,,,,,,3250,1763260222.4147637,,500.0,211.47267866134644,224239,500.0,
,,,,,,,3255,1763260222.805958,,500.0,211.86387300491333,224739,500.0,
-0.04969517141580582,0.0001649769546929747,0.03159642964601517,0.09780272841453552,0.00034703570418059826,0.08493942022323608,0.076171875,3259,1763260223.2552779,1074.0,,212.31319284439087,225152,,0.9982225894927979
-0.00987553782761097,0.00016420890460722148,0.0008023828268051147,0.29407861828804016,0.00012505696213338524,0.010805850848555565,0.0,3272,1763260224.4047458,1074.0,,213.46266078948975,226432,,0.9959487915039062
,,,,,,,3275,1763260224.6424673,,500.0,213.70038223266602,226739,500.0,
-0.0017923172563314438,0.00016397848958149552,0.0047728316858410835,0.18968036770820618,113.96484375,-0.011410534381866455,0.03515625,3276,1763260224.7364206,1075.0,,213.794335603714,226816,,0.43288207054138184
0.0037989765405654907,0.0001627496094442904,0.0030077993869781494,0.1752157360315323,0.009279630146920681,0.002624262124300003,0.009765625,3296,1763260226.5778105,1075.0,,215.63572549819946,228864,,0.007932484149932861
0.004007916897535324,0.00016013825370464474,0.000766959972679615,0.17280329763889313,0.0005349434213712811,-0.0019829412922263145,0.0,3338,1763260230.4116898,1076.0,,219.46960473060608,233216,,0.9968544244766235
-0.02265346422791481,0.00015937020361889154,0.0010464917868375778,0.09983169287443161,0.00016900847549550235,0.009924914687871933,0.009765625,3351,1763260231.4978693,1076.0,,220.55578422546387,234496,,0.9994441270828247
-0.07483754307031631,0.00015898617857601494,0.07314557582139969,0.24186961352825165,0.0015699929790571332,0.11785227060317993,0.1953125,3357,1763260232.0377498,1077.0,,221.09566473960876,235136,,0.9957506060600281
-0.029223591089248657,0.0001588325685588643,0.012163356877863407,0.2369513064622879,0.00026657729176804423,0.0039027761667966843,0.087890625,3360,1763260232.2665446,1077.0,,221.3244595527649,235392,,0.9980226159095764
,,,,,,,3398,1763260235.6986027,,500.0,224.7565176486969,239239,500.0,
-0.06631360948085785,0.00015629800327587873,0.05318231135606766,0.21167415380477905,0.0019018250750377774,-0.009082529693841934,0.109375,3401,1763260236.0379312,1078.0,,225.09584617614746,239616,,0.9984434843063354
-0.032920364290475845,0.00015599078324157745,0.008898310363292694,0.2049531638622284,0.0006495978450402617,0.027266548946499825,0.06640625,3406,1763260236.5243204,1077.0,,225.5822353363037,240128,,0.997898280620575
-0.06894936412572861,0.00015522273315582424,0.034588154405355453,0.298198401927948,0.00028102961368858814,0.12350255250930786,0.083984375,3419,1763260237.6765466,1078.0,,226.7344615459442,241408,,0.9873667359352112
0.09473349899053574,0.00015476190310437232,0.05596073716878891,0.17830534279346466,0.0007429353427141905,-0.03801989555358887,0.095703125,3426,1763260238.3434167,1078.0,,227.4013316631317,242176,,0.9965668320655823
-0.006721610203385353,0.000154685098095797,0.0005099009722471237,0.17498984932899475,126.41694641113281,0.006101418286561966,0.001953125,3428,1763260238.4576488,1078.0,,227.51556372642517,242304,,0.20707029104232788
-0.014866076409816742,0.00015422426804434508,0.0018812771886587143,0.11700674146413803,0.00029432884184643626,0.011812958866357803,0.04296875,3435,1763260239.1611469,1078.0,,228.21906185150146,243072,,0.9990957379341125
-0.06311093270778656,0.00015330260794144124,0.03301249444484711,0.21948343515396118,0.0007368181250058115,0.021559864282608032,0.140625,3450,1763260240.5159118,1078.0,,229.57382678985596,244608,,0.9925928115844727
-0.06794415414333344,0.00015322580293286592,0.03944917395710945,0.20373384654521942,0.0013557925121858716,0.1196230798959732,0.1302083283662796,3451,1763260240.6379645,1078.0,,229.6958794593811,244736,,0.9959955215454102
-0.06422922760248184,0.00015261136286426336,0.006488827057182789,0.19967903196811676,0.007183476816862822,0.04156006872653961,0.033203125,3462,1763260241.488198,1079.0,,230.5461130142212,245760,,0.3247695565223694
,,,,,,,3476,1763260242.873744,,500.0,231.9316589832306,247239,500.0,
-0.011463746428489685,0.00015153609274420887,0.019491296261548996,0.20890066027641296,0.000466079538455233,0.032429374754428864,0.12109375,3479,1763260243.1908395,1078.0,,232.24875450134277,247552,,0.999005913734436
-0.0016590096056461334,0.00015038401761557907,0.0020982157438993454,0.11177174746990204,0.0012239508796483278,0.0017179585993289948,0.083984375,3498,1763260244.9278994,1079.0,,233.98581433296204,249472,,0.9989089369773865
-0.011904912069439888,0.00015007681213319302,0.002674957737326622,0.1665838360786438,0.0001526111300336197,-0.00376213900744915,0.01171875,3503,1763260245.3716314,1079.0,,234.42954635620117,249984,,0.9993073344230652
-0.005105592310428619,0.00014946237206459045,0.00011330656707286835,0.22223274409770966,0.00023104499268811196,0.004444614052772522,0.0,3513,1763260246.296583,1079.0,,235.3544979095459,251008,,0.9976029396057129
,,,,,,,3525,1763260247.3602083,,500.0,236.41812324523926,252239,500.0,
-0.006859513930976391,0.00014800307690165937,0.011077167466282845,0.14756208658218384,0.00028239673702046275,0.010627028532326221,0.013671875,3537,1763260248.456111,1079.0,,237.51402592658997,253440,,0.9964585304260254
-0.04536339268088341,0.00014692780678160489,0.031102120876312256,0.18123511970043182,0.0011436508502811193,-0.0108155757188797,0.0989583358168602,3554,1763260250.003498,1080.0,,239.06141304969788,255232,,0.9997559785842896
,,,,,,,3555,1763260250.0069728,,500.0,239.0648877620697,255239,500.0,
-0.01919741928577423,0.00014562212163582444,0.0011251866817474365,0.20243534445762634,8.243471529567614e-05,0.009671514853835106,0.013671875,3576,1763260251.9458845,1080.0,,241.00379943847656,257408,,0.9936847686767578
-0.004919674247503281,0.0001454685116186738,0.0007785335183143616,0.14392855763435364,0.00034059802419506013,0.0003931913524866104,0.01171875,3578,1763260252.169308,1080.0,,241.2272229194641,257664,,0.9993396997451782
0.013559192419052124,0.00014531490160152316,0.01151403971016407,0.22760973870754242,0.0004312138189561665,-0.018404923379421234,0.060546875,3581,1763260252.4375584,1080.0,,241.49547338485718,257920,,0.9929673075675964
,,,,,,,3589,1763260253.119136,,500.0,242.1770510673523,258739,500.0,
,,,,,,,3613,1763260255.343686,,500.0,244.4016010761261,261239,500.0,
-0.04333694279193878,0.0001427803363185376,0.027954226359725,0.24499593675136566,0.007165772374719381,0.12091106921434402,0.056640625,3622,1763260256.1851816,1081.0,,245.24309659004211,262144,,0.999925434589386
-0.01165599375963211,0.0001417050661984831,0.0025546466931700706,0.13642087578773499,6.360062980093062e-05,0.009668330661952496,0.01171875,3640,1763260257.7812624,1081.0,,246.8391773700714,263936,,0.9963696599006653
-0.02441394329071045,0.00014070660108700395,0.016106443479657173,0.23552224040031433,0.0003258019860368222,0.011419549584388733,0.158203125,3656,1763260259.2526188,1081.0,,248.31053376197815,265600,,0.9941014647483826
-0.0018220841884613037,0.00013993855100125074,0.0018711667507886887,0.16280338168144226,0.0003538435266818851,0.002294594421982765,0.01171875,3669,1763260260.4100735,1082.0,,249.46798849105835,266880,,0.9946207404136658
-0.0709700733423233,0.00013932411093264818,0.023785103112459183,0.20493465662002563,0.0004490604915190488,0.05944029241800308,0.111328125,3679,1763260261.3357449,1082.0,,250.39365983009338,267904,,0.9933353066444397
-0.05454908311367035,0.00013909369590692222,0.008623071946203709,0.22622352838516235,0.006248995196074247,0.05456623062491417,0.046875,3683,1763260261.6721365,1082.0,,250.73005151748657,268288,,0.07989966869354248
-0.0069801658391952515,0.0001390168908983469,0.009619314223527908,0.3355407416820526,0.0002635523851495236,-0.015309137292206287,0.037109375,3684,1763260261.8201728,1082.0,,250.87808775901794,268416,,0.9528958797454834
-0.0767078846693039,0.00013732719526160508,0.10112673044204712,0.23893103003501892,0.000307973416056484,0.02994886040687561,0.1354166716337204,3711,1763260264.2896016,1082.0,,253.34751653671265,271232,,0.7077584266662598
-0.08068498969078064,0.00013725039025302976,0.07872763276100159,0.2806495428085327,0.0084545211866498,0.0867985337972641,0.177734375,3713,1763260264.4021523,1082.0,,253.46006727218628,271360,,-0.0032036304473876953
-0.05596838891506195,0.00013709678023587912,0.04527873918414116,0.19995218515396118,0.0026258849538862705,-0.04672031104564667,0.1536458283662796,3715,1763260264.5925493,1082.0,,253.65046429634094,271616,,0.9943690299987793
,,,,,,,3731,1763260266.0093935,,500.0,255.06730842590332,273239,500.0,
-0.03915012255311012,0.00013594470510724932,0.011057958006858826,0.2403060495853424,0.0014850810403004289,0.019687289372086525,0.0546875,3734,1763260266.3142412,1083.0,,255.37215614318848,273536,,0.9988685846328735
-0.06030970811843872,0.00013463901996146888,0.013250681571662426,0.2872123420238495,0.0007674107910133898,0.05089687928557396,0.06640625,3755,1763260268.2764444,1083.0,,257.3343594074249,275712,,0.9998977184295654
,,,,,,,3775,1763260270.010421,,500.0,259.06833600997925,277739,500.0,
-0.03734291344881058,0.0001331797247985378,0.0060428474098443985,0.12040705978870392,0.0002519659174140543,0.031896643340587616,0.015625,3779,1763260270.4630477,1083.0,,259.5209627151489,278144,,0.9994432330131531
-0.03532817214727402,0.00013164362462703139,0.013225321657955647,0.19713592529296875,0.006348458584398031,0.028572842478752136,0.126953125,3804,1763260272.7307022,1083.0,,261.78861713409424,280704,,0.9999356865882874
-0.008846044540405273,0.00013149001460988075,0.004395396448671818,0.2072041928768158,0.0002615960838738829,-0.014690103940665722,0.017578125,3807,1763260272.9543087,1083.0,,262.01222372055054,280960,,0.9993556141853333
-0.0060499608516693115,0.0001290322543354705,0.0002251267433166504,0.24605658650398254,0.0007248339243233204,0.004684429615736008,0.0,3847,1763260276.647163,1084.0,,265.7050778865814,285056,,0.9987541437149048
-0.002459833398461342,0.0001271121291210875,0.0224212147295475,0.233663409948349,0.00864544790238142,-0.006505750119686127,0.1484375,3879,1763260279.431815,1085.0,,268.4897298812866,288256,,0.4518488645553589
,,,,,,,3883,1763260279.8382938,,500.0,268.89620876312256,288739,500.0,
0.00429801270365715,0.0001268049090867862,0.01757940649986267,0.26173368096351624,122.14759063720703,0.011226529255509377,0.06640625,3884,1763260279.918178,1084.0,,268.97609305381775,288768,,0.2284565567970276
-0.04276116192340851,0.00012657449406106025,0.004204687662422657,0.22328227758407593,0.0005802761879749596,0.030797269195318222,0.056640625,3887,1763260280.2492454,1085.0,,269.30716037750244,289152,,0.9983450174331665
0.0010194629430770874,0.0001263440790353343,0.0014545582234859467,0.12095485627651215,4.50506922788918e-05,0.004016842693090439,0.0,3891,1763260280.6188629,1084.0,,269.67677783966064,289536,,0.9901577234268188
,,,,,,,3898,1763260281.1819353,,500.0,270.23985028266907,290239,500.0,
-4.5321881771087646e-05,0.00012503840844146907,0.0008056489750742912,0.20739951729774475,0.0014650095254182816,-4.316400736570358e-05,0.0,3912,1763260282.5347967,1085.0,,271.592711687088,291712,,0.9993762373924255
-0.06770629435777664,0.00012488479842431843,0.01728544570505619,0.20414556562900543,0.0013459644978865981,0.08231663703918457,0.09765625,3915,1763260282.7952895,1085.0,,271.8532044887543,291968,,0.9929240942001343
-0.023626431822776794,0.00012411674833856523,0.011283055879175663,0.179281547665596,0.01153552159667015,0.021364521235227585,0.10546875,3928,1763260283.9100564,1085.0,,272.96797132492065,293248,,0.6243131160736084
-0.04900099337100983,0.00012311828322708607,0.01167681161314249,0.17416229844093323,0.0018566952785477042,0.044596217572689056,0.091796875,3944,1763260285.3917568,1085.0,,274.4496717453003,294912,,0.9893258810043335
-0.03906332701444626,0.00012296467320993543,0.07808831334114075,0.2712641954421997,0.0008281163172796369,0.048261720687150955,0.205078125,3946,1763260285.596847,1085.0,,274.6547620296478,295168,,0.9861921072006226
-0.032452281564474106,0.0001225038431584835,0.03501017764210701,0.2021544724702835,0.0005848505534231663,-0.019056566059589386,0.072265625,3954,1763260286.3078032,1085.0,,275.365718126297,295936,,0.9795411229133606
0.0033174268901348114,0.00012196620809845626,0.0040778834372758865,0.228532612323761,1.1372078657150269,0.021252870559692383,0.0546875,3963,1763260287.123298,1085.0,,276.1812129020691,296832,,0.34479761123657227
-0.04969320818781853,0.00012158218305557966,0.036000482738018036,0.257425993680954,0.0009049959480762482,0.004673890769481659,0.087890625,3969,1763260287.6776257,1085.0,,276.7355406284332,297472,,0.9968973994255066
,,,,,,,3981,1763260288.7403538,,500.0,277.7982687950134,298739,500.0,
-0.014101089909672737,0.00012073732796125114,0.0381820872426033,0.24305640161037445,0.00021365791326388717,0.005161438137292862,0.091796875,3983,1763260288.9592607,1086.0,,278.0171756744385,298880,,0.9890104532241821
-0.002431567758321762,0.00011989247286692262,0.000858137384057045,0.22198492288589478,0.008361986838281155,0.008981937542557716,0.0,3997,1763260290.2577136,1086.0,,279.31562852859497,300288,,0.8354417681694031
0.02805246040225029,0.00011605222971411422,0.0543825626373291,0.24440450966358185,0.000861200038343668,-0.01390857808291912,0.1171875,4059,1763260295.9080436,1086.0,,284.9659585952759,306688,,0.998762309551239
-0.0004937350749969482,0.00011436251952545717,0.0022230520844459534,0.19095338881015778,7.869428372941911e-05,-0.0066964831203222275,0.056640625,4087,1763260298.4728355,1087.0,,287.5307505130768,309504,,0.9697664976119995
-0.015321590006351471,0.00011413210449973121,0.009391631931066513,0.1830974519252777,0.00037987143150530756,0.01440856046974659,0.060546875,4091,1763260298.8081973,1087.0,,287.86611223220825,309888,,0.5011689066886902
0.0008388608694076538,0.00011328724940540269,0.0008689910173416138,0.213443785905838,153.92550659179688,0.005467480048537254,0.0,4105,1763260300.0661013,1087.0,,289.1240162849426,311296,,-0.007606863975524902
,,,,,,,4109,1763260300.417793,,500.0,289.4757080078125,311739,500.0,
0.003131445497274399,0.00011267280933680013,0.004678688012063503,0.21526892483234406,153.7398681640625,0.008743739686906338,0.009765625,4115,1763260300.9936464,1087.0,,290.0515613555908,312320,,-0.010775208473205566
,,,,,,,4119,1763260301.3381903,,500.0,290.39610528945923,312739,500.0,
-0.07113157212734222,0.00011052227637264878,0.01986001990735531,0.20502546429634094,0.0022905173245817423,0.05671440064907074,0.1015625,4150,1763260304.1954794,1087.0,,293.25339436531067,315904,,0.9717329144477844
,,,,,,,4168,1763260305.8244207,,500.0,294.8823356628418,317739,500.0,
-0.03227101266384125,0.00010844854114111513,0.0020605679601430893,0.21978236734867096,0.0015980572206899524,0.0030725784599781036,0.00390625,4184,1763260307.2872422,1088.0,,296.34515714645386,319360,,0.1783965826034546
-0.0016963183879852295,0.00010783410107251257,0.0006838692352175713,0.27463841438293457,0.0006798736867494881,-0.00042247679084539413,0.0,4194,1763260308.1804578,1088.0,,297.2383728027344,320384,,0.2925835847854614
-0.04215483367443085,0.00010752688103821129,0.008292592130601406,0.2834838330745697,0.00043163157533854246,0.01353532075881958,0.041015625,4199,1763260308.6255107,1088.0,,297.68342566490173,320896,,0.8215623497962952
-0.005882512778043747,0.00010599078086670488,0.00018079951405525208,0.19134166836738586,0.000509540201164782,0.004104346036911011,0.00390625,4224,1763260310.969473,1088.0,,300.02738785743713,323456,,0.9972561597824097
-0.015748340636491776,0.0001056835608324036,0.0056825680658221245,0.1916700154542923,0.00028034878778271377,0.03375552222132683,0.037109375,4229,1763260311.438663,1088.0,,300.49657797813416,323968,,0.9950545430183411
-0.04347386211156845,0.00010483871301403269,0.009642151184380054,0.17344221472740173,0.00021852555801160634,0.02836470678448677,0.080078125,4243,1763260312.6917708,1088.0,,301.74968576431274,325376,,0.5523105263710022
,,,,,,,4246,1763260312.96531,,500.0,302.023225069046,325739,500.0,
