charts/learning_rate,global_step,losses/old_approx_kl,charts/SPS,charts/episodic_return,_step,_runtime,losses/policy_loss,losses/explained_variance,_timestamp,losses/entropy,losses/approx_kl,losses/clipfrac,losses/value_loss,charts/episodic_length
,181161,,,10.0,9173,478.8427700996399,,,1763260520.953804,,,,,10.0
,181815,,,12.0,9217,480.80228996276855,,,1763260522.9133239,,,,,12.0
,182107,,,17.0,9238,481.679940700531,,,1763260523.7909746,,,,,17.0
,182240,,,17.0,9247,482.060311794281,,,1763260524.1713457,,,,,17.0
,182338,,,8.0,9255,482.41533160209656,,,1763260524.5263655,,,,,8.0
,183110,,,11.0,9306,484.6138758659363,,,1763260526.7249098,,,,,11.0
,183764,,,17.0,9351,486.51245403289795,,,1763260528.623488,,,,,17.0
,184089,,,10.0,9371,487.40905952453613,,,1763260529.5200934,,,,,10.0
,184971,,,15.0,9427,489.89338850975037,,,1763260532.0044224,,,,,15.0
0.00018894008826464415,185216,-5.138106644153595e-06,379.0,,9443,490.6028769016266,-0.009339932352304459,-2.288818359375e-05,1763260532.7139108,0.6499750018119812,0.00031970348209142685,0.0,4.567872524261475,
0.0001884024532046169,186112,-0.003396776504814625,379.0,,9502,493.03174328804016,-0.003883257508277893,-3.4689903259277344e-05,1763260535.1427772,0.6406100988388062,7.434096187353134e-05,0.0,8.437933921813965,
,186914,,,18.0,9546,495.0985903739929,,,1763260537.2096243,,,,,18.0
,187516,,,14.0,9583,496.7201404571533,,,1763260538.8311744,,,,,14.0
,187656,,,28.0,9591,497.1832902431488,,,1763260539.2943242,,,,,28.0
,188810,,,22.0,9653,500.1190755367279,,,1763260542.2301095,,,,,22.0
,189383,,,15.0,9681,501.42887926101685,,,1763260543.5399132,,,,,15.0
,189565,,,19.0,9691,501.8520083427429,,,1763260543.9630423,,,,,19.0
0.00018625191296450794,189696,0.002392346039414406,379.0,,9699,502.2913935184479,-0.002439357340335846,-2.491474151611328e-05,1763260544.4024274,0.6539381742477417,1.9213184714317322e-05,0.0,12.73225212097168,
,190511,,,17.0,9753,504.5890350341797,,,1763260546.700069,,,,,17.0
0.00018548387743066996,190976,0.0024832794442772865,379.0,,9783,505.9779362678528,9.071826934814453e-05,-5.328655242919922e-05,1763260548.0889702,0.6498002409934998,3.294553607702255e-05,0.0,8.362853050231934,
,191344,,,11.0,9804,506.82956624031067,,,1763260548.9406002,,,,,11.0
,191382,,,11.0,9807,507.0463213920593,,,1763260549.1573553,,,,,11.0
,193110,,,15.0,9900,511.3601770401001,,,1763260553.471211,,,,,15.0
,195510,,,20.0,10027,517.3079047203064,,,1763260559.4189386,,,,,20.0
,196106,,,91.0,10058,518.7466282844543,,,1763260560.8576622,,,,,91.0
,196532,,,13.0,10076,519.5804719924927,,,1763260561.691506,,,,,13.0
,197312,,,12.0,10111,521.2404913902283,,,1763260563.3515253,,,,,12.0
,197553,,,22.0,10123,521.8306713104248,,,1763260563.9417052,,,,,22.0
,198736,,,16.0,10185,524.6249485015869,,,1763260566.7359824,,,,,16.0
0.00017980030679609627,200448,0.0009359568357467651,380.0,,10266,528.6224820613861,-0.00042544305324554443,-2.5391578674316406e-05,1763260570.733516,0.6674110889434814,0.00019194744527339935,0.0,10.432292938232422,
,200520,,,23.0,10269,528.719144821167,,,1763260570.8301787,,,,,23.0
0.0001795698917703703,200832,-0.00012573041021823883,380.0,,10283,529.4364042282104,-0.00023376941680908203,-1.895427703857422e-05,1763260571.5474381,0.6664010286331177,8.159875869750977e-05,0.0,10.655362129211426,
,200847,,,19.0,10284,529.4639708995819,,,1763260571.5750048,,,,,19.0
,204175,,,29.0,10440,536.644935131073,,,1763260578.755969,,,,,29.0
,205235,,,30.0,10489,539.4983174800873,,,1763260581.6093514,,,,,30.0
,205282,,,14.0,10492,539.6246078014374,,,1763260581.7356417,,,,,14.0
,206247,,,15.0,10543,542.7820518016815,,,1763260584.8930857,,,,,15.0
0.00017626727640163153,206336,-0.0020781168714165688,381.0,,10549,543.1616792678833,-0.001676313579082489,-2.0623207092285156e-05,1763260585.2727132,0.6721677780151367,0.0006153201684355736,0.0,18.429561614990234,
,206857,,,12.0,10576,544.8524267673492,,,1763260586.9634607,,,,,12.0
,207711,,,12.0,10627,547.8638861179352,,,1763260589.97492,,,,,12.0
,208891,,,10.0,10702,552.3063943386078,,,1763260594.4174283,,,,,10.0
,209766,,,15.0,10754,555.6609320640564,,,1763260597.771966,,,,,15.0
,210025,,,16.0,10770,556.8016271591187,,,1763260598.912661,,,,,16.0
,210192,,,19.0,10784,557.6053502559662,,,1763260599.7163842,,,,,19.0
,210686,,,20.0,10806,558.5533590316772,,,1763260600.664393,,,,,20.0
,211653,,,21.0,10858,560.913017988205,,,1763260603.024052,,,,,21.0
,213127,,,34.0,10946,564.7579588890076,,,1763260606.8689928,,,,,34.0
0.0001718126004561782,213760,0.004997937940061092,378.0,,10985,566.3808934688568,-0.004793532192707062,-9.524822235107422e-05,1763260608.4919274,0.6558637619018555,0.0004991823807358742,0.0,0.42734217643737793,
0.00017119816038757563,214784,-0.010403181426227093,379.0,36.0,11029,568.454829454422,0.003396362066268921,-1.33514404296875e-05,1763260610.5658634,0.6661941409111023,0.000241192989051342,0.0,0.3956196904182434,36.0
,215353,,,12.0,11059,569.7063598632812,,,1763260611.8173938,,,,,12.0
,216552,,,13.0,11130,572.6651120185852,,,1763260614.776146,,,,,13.0
,217411,,,15.0,11184,574.9638621807098,,,1763260617.074896,,,,,15.0
,217930,,,23.0,11216,576.3238248825073,,,1763260618.4348588,,,,,23.0
,217970,,,24.0,11218,576.3827867507935,,,1763260618.4938207,,,,,24.0
,218182,,,15.0,11231,576.981752872467,,,1763260619.0927868,,,,,15.0
0.00016897081513889134,218496,0.003897453658282757,379.0,,11251,577.8845365047455,-0.006502848118543625,-4.982948303222656e-05,1763260619.9955704,0.6504533290863037,0.0002804594114422798,0.0,5.733334064483643,
,218724,,,9.0,11264,578.3925869464874,,,1763260620.5036209,,,,,9.0
,219788,,,22.0,11324,581.0192437171936,,,1763260623.1302776,,,,,22.0
,219877,,,17.0,11329,581.1754989624023,,,1763260623.2865329,,,,,17.0
0.00016774193500168622,220544,-0.0005962755531072617,379.0,,11369,582.9506106376648,-0.0017091035842895508,-0.0001043081283569336,1763260625.0616446,0.6667540669441223,5.991198122501373e-05,0.0,16.158573150634766,
,220686,,,16.0,11380,583.4012024402618,,,1763260625.5122364,,,,,16.0
,220886,,,14.0,11392,583.8714962005615,,,1763260625.98253,,,,,14.0
,220896,,,10.0,11393,583.9024221897125,,,1763260626.013456,,,,,10.0
,221478,,,13.0,11430,585.459353685379,,,1763260627.5703876,,,,,13.0
0.0001668970799073577,221952,0.004027616232633591,379.0,,11461,586.77778673172,-0.004284478724002838,-0.00011670589447021484,1763260628.8888206,0.6405359506607056,9.88636165857315e-05,0.0,10.377732276916504,
,221959,,,10.0,11462,586.8040931224823,,,1763260628.915127,,,,,10.0
0.00016628263983875513,222976,-0.007080814801156521,379.0,,11531,589.5798802375793,0.007045768201351166,-1.5854835510253906e-05,1763260631.6909142,0.6463402509689331,0.0010725604370236397,0.0,14.588716506958008,
,223478,,,16.0,11568,590.9381263256073,,,1763260633.0491602,,,,,16.0
0.0001653609797358513,224512,-0.0003525521606206894,379.0,,11634,593.4772953987122,-0.0004893690347671509,-0.00036215782165527344,1763260635.5883293,0.627453088760376,3.0025839805603027e-06,0.0,4.87884521484375,
,224644,,,12.0,11643,593.7367794513702,,,1763260635.8478134,,,,,12.0
,227533,,,16.0,11819,600.7136859893799,,,1763260642.82472,,,,,16.0
,228112,,,13.0,11851,602.0834574699402,,,1763260644.1944914,,,,,13.0
,228291,,,11.0,11859,602.4331068992615,,,1763260644.5441408,,,,,11.0
,228661,,,11.0,11881,603.3975095748901,,,1763260645.5085435,,,,,11.0
,229040,,,12.0,11901,604.235761642456,,,1763260646.3467956,,,,,12.0
,229323,,,25.0,11918,604.9487473964691,,,1763260647.0597813,,,,,25.0
,229654,,,27.0,11940,605.8712687492371,,,1763260647.9823027,,,,,27.0
,229926,,,12.0,11957,606.5597438812256,,,1763260648.6707778,,,,,12.0
,230447,,,24.0,11987,607.8111448287964,,,1763260649.9221787,,,,,24.0
,232480,,,23.0,12101,612.6767153739929,,,1763260654.7877493,,,,,23.0
,232700,,,29.0,12115,613.1789147853851,,,1763260655.2899487,,,,,29.0
,234028,,,39.0,12193,616.862146615982,,,1763260658.9731805,,,,,39.0
,236407,,,14.0,12306,621.7801055908203,,,1763260663.8911395,,,,,14.0
,236489,,,15.0,12312,622.0481443405151,,,1763260664.1591783,,,,,15.0
,237823,,,12.0,12380,624.88574051857,,,1763260666.9967744,,,,,12.0
0.0001573732733959332,237824,-0.0046560922637581825,381.0,,12381,625.0071103572845,0.0015074759721755981,-3.993511199951172e-05,1763260667.1181443,0.6665908098220825,0.00025201309472322464,0.0,20.12321662902832,
,238471,,,17.0,12417,626.45565366745,,,1763260668.5666876,,,,,17.0
,238965,,,10.0,12438,627.3345911502838,,,1763260669.445625,,,,,10.0
,239704,,,11.0,12472,628.8040626049042,,,1763260670.9150965,,,,,11.0
,240579,,,15.0,12512,630.5607964992523,,,1763260672.6718304,,,,,15.0
,240854,,,24.0,12524,631.0766317844391,,,1763260673.1876657,,,,,24.0
,241728,,,19.0,12556,632.54052567482,,,1763260674.6515596,,,,,19.0
0.00015476190310437232,242176,-0.011942229233682156,383.0,,12573,633.3800439834595,0.005160123109817505,-2.181529998779297e-05,1763260675.491078,0.6414955258369446,0.00040938612073659897,0.0,6.08066987991333,
0.00015414746303576976,243200,-0.0006413133814930916,384.0,,12607,635.0244028568268,-0.00041817594319581985,-1.537799835205078e-05,1763260677.1354368,0.6211227178573608,2.4079345166683197e-05,0.0,6.583477973937988,
,243605,,,26.0,12621,635.6563184261322,,,1763260677.7673523,,,,,26.0
,244787,,,31.0,12663,637.6381878852844,,,1763260679.7492218,,,,,31.0
,246433,,,16.0,12728,640.5735955238342,,,1763260682.6846294,,,,,16.0
0.0001512288727099076,248064,-0.0020810896530747414,386.0,,12794,643.563725233078,-0.011184494942426682,0.0475425124168396,1763260685.6747591,0.6157248020172119,0.0004540877416729927,0.0,7.809202194213867,
,249462,,,27.0,12840,645.7508246898651,,,1763260687.8618586,,,,,27.0
,251705,,,25.0,12919,649.5426468849182,,,1763260691.6536808,,,,,25.0
,254618,,,12.0,13033,654.6304063796997,,,1763260696.7414403,,,,,12.0
,255349,,,48.0,13064,655.8553783893585,,,1763260697.9664123,,,,,48.0
,256059,,,53.0,13087,656.9434447288513,,,1763260699.0544786,,,,,53.0
,256194,,,27.0,13092,657.143048286438,,,1763260699.2540822,,,,,27.0
0.00014615975669585168,256512,0.00017683487385511398,391.0,,13111,657.8790338039398,0.0013653058558702469,-2.6226043701171875e-05,1763260699.9900677,0.6631410121917725,5.933456122875214e-06,0.0,9.056585311889648,
0.00014608295168727636,256640,-0.000199771486222744,391.0,,13116,658.0748093128204,0.000311780720949173,0.03828763961791992,1763260700.1858432,0.6297946572303772,3.826804459095001e-06,0.0,16.122243881225586,
,257282,,,12.0,13146,659.1461045742035,,,1763260701.2571385,,,,,12.0
,257574,,,11.0,13162,659.5899875164032,,,1763260701.7010214,,,,,11.0
,258031,,,83.0,13186,660.1835026741028,,,1763260702.2945366,,,,,83.0
,259772,,,22.0,13284,662.0935006141663,,,1763260704.2045345,,,,,22.0
,260061,,,13.0,13301,662.5051078796387,,,1763260704.6161418,,,,,13.0
,260468,,,21.0,13325,662.9121997356415,,,1763260705.0232337,,,,,21.0
,261691,,,42.0,13381,664.3197264671326,,,1763260706.4307604,,,,,42.0
,262492,,,30.0,13411,665.1553106307983,,,1763260707.2663445,,,,,30.0
,262759,,,16.0,13423,665.4087269306183,,,1763260707.5197608,,,,,16.0
,262840,,,18.0,13426,665.5111389160156,,,1763260707.6221728,,,,,18.0
,262981,,,27.0,13433,665.7162027359009,,,1763260707.8272367,,,,,27.0
,264040,,,18.0,13479,666.8001701831818,,,1763260708.911204,,,,,18.0
0.00014139784616418183,264448,0.0036921584978699684,397.0,,13496,667.2435183525085,0.004182688891887665,0.00020456314086914062,1763260709.3545523,0.6643012762069702,0.0005210628733038902,0.0,0.3189259171485901,
,264477,,,24.0,13498,667.258472442627,,,1763260709.3695064,,,,,24.0
,266309,,,15.0,13591,669.1981518268585,,,1763260711.3091857,,,,,15.0
,266998,,,37.0,13628,669.8448317050934,,,1763260711.9558656,,,,,37.0
,267361,,,22.0,13647,670.3093175888062,,,1763260712.4203515,,,,,22.0
,267767,,,24.0,13666,670.6860866546631,,,1763260712.7971206,,,,,24.0
,267798,,,9.0,13669,670.7710266113281,,,1763260712.8820605,,,,,9.0
,268665,,,13.0,13711,671.6693539619446,,,1763260713.7803879,,,,,13.0
,268733,,,9.0,13716,671.7747232913971,,,1763260713.8857572,,,,,9.0
,268802,,,69.0,13718,671.8670952320099,,,1763260713.9781291,,,,,69.0
,269837,,,12.0,13768,672.9530017375946,,,1763260715.0640357,,,,,12.0
0.00013794163533020765,270208,-0.0008538700640201569,402.0,,13789,673.409946680069,-0.0008503124117851257,-2.205371856689453e-05,1763260715.5209806,0.6707108020782471,1.9805505871772766e-05,0.0,14.953742980957031,
,270300,,,22.0,13793,673.4519729614258,,,1763260715.5630069,,,,,22.0
,270426,,,25.0,13800,673.5754430294037,,,1763260715.686477,,,,,25.0
,270993,,,19.0,13824,674.1524860858917,,,1763260716.26352,,,,,19.0
,271394,,,17.0,13841,674.6083898544312,,,1763260716.7194238,,,,,17.0
,272338,,,14.0,13886,675.5657880306244,,,1763260717.676822,,,,,14.0
,273079,,,14.0,13925,676.3350641727448,,,1763260718.446098,,,,,14.0
,273217,,,18.0,13932,676.461656332016,,,1763260718.5726902,,,,,18.0
,273762,,,12.0,13959,677.0651252269745,,,1763260719.1761591,,,,,12.0
,274588,,,10.0,14001,677.9920964241028,,,1763260720.1031303,,,,,10.0
,274619,,,15.0,14003,678.0067903995514,,,1763260720.1178243,,,,,15.0
0.00013517665502149612,274816,0.002509680576622486,406.0,,14011,678.2199330329895,-0.010277997702360153,-0.00041556358337402344,1763260720.330967,0.6363000869750977,0.00045059528201818466,0.0,0.3980482220649719,
,275696,,,12.0,14058,679.1369416713715,,,1763260721.2479756,,,,,12.0
,275727,,,31.0,14060,679.2189702987671,,,1763260721.3300042,,,,,31.0
,275747,,,11.0,14062,679.229266166687,,,1763260721.3403,,,,,11.0
,276372,,,13.0,14096,679.9211668968201,,,1763260722.0322008,,,,,13.0
,276820,,,84.0,14119,680.3527104854584,,,1763260722.4637444,,,,,84.0
,277129,,,40.0,14132,680.6834182739258,,,1763260722.7944522,,,,,40.0
,280230,,,86.0,14198,683.6208298206329,,,1763260725.7318637,,,,,86.0
0.00013141320960130543,281088,0.001478494144976139,412.0,,14212,684.4354121685028,-0.003982504829764366,0.004129946231842041,1763260726.546446,0.6062986850738525,0.000371699221432209,0.0,9.765591621398926,
,283244,,,159.0,14241,686.341495513916,,,1763260728.4525294,,,,,159.0
0.0001298003044212237,283776,-0.006127216853201389,414.0,,14247,686.8598663806915,-0.010793421417474747,0.35729289054870605,1763260728.9709003,0.5687435865402222,0.0008094524964690208,0.0,0.25577449798583984,
0.00012956988939549774,284160,0.017396263778209686,414.0,,14252,687.1923885345459,-0.024666771292686462,0.012636184692382812,1763260729.3034225,0.5174833536148071,0.0013798438012599945,0.0,12.30871868133545,
0.00012688171409536153,288640,-0.013166356831789017,418.0,,14302,691.22558760643,-0.029691047966480255,-0.009690999984741211,1763260733.3366215,0.520334780216217,0.002019708976149559,0.0,0.2076312005519867,
0.00012649768905248493,289280,-0.000541110523045063,419.0,,14310,691.8221848011017,-0.00010262057185173035,-0.00013375282287597656,1763260733.9332187,0.44699612259864807,4.383455961942673e-05,0.0,0.20913688838481903,
,289469,,,255.0,14312,691.9541819095612,,,1763260734.0652158,,,,,255.0
0.00012603687355294824,290048,0.00698214303702116,420.0,,14319,692.5217201709747,-0.0015569403767585754,-0.00036513805389404297,1763260734.632754,0.47436100244522095,0.0002236524596810341,0.0,0.303932249546051,
0.00012450077338144183,292608,0.005496901459991932,422.0,,14349,694.8602097034454,-0.005234420299530029,-0.0004398822784423828,1763260736.9712436,0.4028332233428955,0.0003531491383910179,0.0,0.31677159667015076,
0.00012373272329568863,293888,0.00628663320094347,423.0,,14364,696.0192239284515,-0.0010467134416103363,-0.004034638404846191,1763260738.1302578,0.4629979431629181,0.001982840709388256,0.0,0.1774570196866989,
0.0001232718932442367,294656,0.0036790603771805763,424.0,,14373,696.726776599884,-0.015387820079922676,-0.00022542476654052734,1763260738.8378105,0.40612149238586426,0.00033008772879838943,0.0,21.027090072631836,
0.00012196620809845626,296832,-0.0038580652326345444,426.0,,14398,698.6555869579315,-0.015141315758228302,-0.5392217636108398,1763260740.7666209,0.3132757842540741,0.0012754034250974655,0.0,0.1640947014093399,
0.0001217357930727303,297216,0.0058959368616342545,426.0,,14402,699.0228445529938,-0.0016268957406282425,-0.00025177001953125,1763260741.1338785,0.3516008257865906,0.00017881207168102264,0.0,0.3323710560798645,
,297883,,,220.0,14410,699.5944497585297,,,1763260741.7054837,,,,,220.0
,302257,,,161.0,14460,703.5371723175049,,,1763260745.6482062,,,,,161.0
,303175,,,216.0,14471,704.3966963291168,,,1763260746.5077302,,,,,216.0
0.00011666666978271678,305664,-0.0007498003542423248,433.0,,14499,706.6604437828064,0.0016119703650474548,-0.00011563301086425781,1763260748.7714777,0.26281678676605225,0.0002104528248310089,0.0,31.421781539916992,
0.00011543778964551166,307712,-0.011587528511881828,435.0,,14522,708.5153245925903,-0.0010846182703971863,-6.23464584350586e-05,1763260750.6263585,0.29948246479034424,0.0011570826172828674,0.0,0.39042237401008606,
,307896,,,253.0,14524,708.6483325958252,,,1763260750.7593665,,,,,253.0
0.00010814132110681385,319872,0.0002963785082101822,446.0,,14657,719.4128067493439,-7.450208067893982e-05,-1.8835067749023438e-05,1763260761.5238407,0.19957467913627625,4.964694380760193e-05,0.0,0.09426318854093552,
0.00010322580783395097,328064,-0.008661853149533272,452.0,,14743,726.7527775764465,-0.0013782847672700882,-0.00046133995056152344,1763260768.8638115,0.21955284476280212,0.0011637993156909943,0.0,0.0564226396381855,
0.00010314900282537565,328192,0.0009418157860636711,452.0,,14745,726.8640828132629,-0.001529540866613388,-6.318092346191406e-05,1763260768.9751167,0.12376696616411209,5.73107972741127e-05,0.0,0.06768880039453506,
,331235,,,409.0,14776,729.5426495075226,,,1763260771.6536834,,,,,409.0
0.00010053763253381476,332544,-0.0020363880321383476,456.0,,14790,730.7672131061554,0.15241652727127075,4.887580871582031e-06,1763260772.878247,0.23991602659225464,4.89531084895134e-05,0.0,0.04557264223694801,
9.792626951821148e-05,336896,0.003327036276459694,459.0,,14834,734.6643483638763,0.009892866015434265,-8.225440979003906e-05,1763260776.7753823,0.21138855814933777,0.001977425068616867,0.0,0.038813620805740356,
9.746543946675956e-05,337664,0.0008008889853954315,460.0,,14842,735.3297200202942,-0.0018293708562850952,-0.005500316619873047,1763260777.440754,0.2015664279460907,4.542432725429535e-05,0.0,0.04267784208059311,
9.339477401226759e-05,344448,0.003894614055752754,466.0,,14913,741.391697883606,-0.016829894855618477,-1.0013580322265625e-05,1763260783.5027318,0.2371309995651245,0.0015767868608236313,0.0,77.4647216796875,
,345100,,,381.0,14920,741.9919195175171,,,1763260784.1029534,,,,,381.0
8.924731082515791e-05,351360,0.0005219206213951111,471.0,,14985,747.6148693561554,-0.0009899288415908813,0.46438539028167725,1763260789.7259033,0.25657033920288086,0.0001490078866481781,0.0,0.02267470210790634,
8.817204070510343e-05,353152,-0.0020761145278811455,472.0,,15003,749.2506737709045,-0.0006306450814008713,-1.2040138244628906e-05,1763260791.3617077,0.18757030367851257,0.000333971343934536,0.0,88.11870574951172,
8.671275281812996e-05,355584,0.014408388175070286,474.0,,15027,751.4808592796326,-0.0012101233005523682,3.635883331298828e-06,1763260793.5918932,0.1687004715204239,0.0009155860170722008,0.0,0.01541986595839262,
8.579109271522611e-05,357120,-0.0006557377055287361,475.0,,15043,752.8621246814728,-0.0011683590710163116,-0.018827438354492188,1763260794.9731586,0.16338573396205902,0.0006726616993546486,0.0,0.018060751259326935,
8.509984763804823e-05,358272,0.0024431543424725533,476.0,,15055,753.907737493515,0.0005257055163383484,-1.2874603271484375e-05,1763260796.0187714,0.21919681131839752,0.0006639389321208,0.0,0.8986373543739319,
8.387096750084311e-05,360320,0.0017286520451307297,478.0,,15075,755.7597444057465,-0.0017271097749471664,-9.381771087646484e-05,1763260797.8707783,0.3203425109386444,0.00012749060988426208,0.0,0.010953417047858238,
8.325652743224055e-05,361344,-0.0027431994676589966,478.0,,15086,756.6918513774872,0.0002999827265739441,-5.7220458984375e-06,1763260798.8028853,0.17666640877723694,0.0009829308837652206,0.0,0.014319075271487236,
8.287250238936394e-05,361984,-0.0034042922779917717,479.0,,15092,757.2489502429962,-0.0008290521800518036,3.075599670410156e-05,1763260799.3599842,0.3165401220321655,0.00240426417440176,0.001953125,0.009499992243945599,
7.987711433088407e-05,366976,0.0006727268919348717,483.0,,15141,761.7818276882172,-0.0005872843321412802,-0.0030194520950317383,1763260803.8928616,0.18805105984210968,0.00015505868941545486,0.0,0.006964845582842827,
7.972350431373343e-05,367232,-0.0024907290935516357,483.0,,15144,762.0087115764618,-0.0003978367894887924,-4.649162292480469e-06,1763260804.1197455,0.20343926548957825,5.169771611690521e-05,0.0,104.806640625,
7.81105991336517e-05,369920,0.0001430865377187729,485.0,,15171,764.4206440448761,-0.0009938906878232956,-0.015361309051513672,1763260806.531678,0.20278774201869965,1.6110017895698547e-05,0.0,0.009621591307222843,
6.766513251932338e-05,387328,-0.0002918653190135956,497.0,,15341,780.0816612243652,-0.002803213894367218,0.6930583119392395,1763260822.1926951,0.22263571619987488,4.9348920583724976e-05,0.0,0.0018439361592754722,
6.743471749359742e-05,387712,-0.00012552086263895035,498.0,,15345,780.4460351467133,0.0002655237913131714,0.004768490791320801,1763260822.557069,0.23785154521465302,9.844079613685608e-07,0.0,0.0022654656786471605,
6.651305739069358e-05,389248,0.0014623841270804405,499.0,,15360,781.8163607120514,-0.0017571672797203064,0.04161953926086426,1763260823.9273946,0.3044548034667969,3.062468022108078e-05,0.0,0.00253281113691628,
6.305683200480416e-05,395008,0.005919915623962879,503.0,,15417,787.0275180339813,0.0009817834943532944,-3.5762786865234375e-07,1763260829.138552,0.1972423791885376,0.0003275899216532707,0.0,0.0029478035867214203,
6.19815691607073e-05,396800,0.0004604607820510864,504.0,,15434,788.6418113708496,-0.0008853478357195854,-0.005496978759765625,1763260830.7528453,0.13839741051197052,4.461035132408142e-06,0.0,0.001079517649486661,
,399493,,,500.0,15461,791.0527923107147,,,1763260833.1638262,,,,,500.0
5.8909368817694485e-05,401920,0.0017823167145252228,508.0,,15484,793.2422318458557,-0.0044929999858140945,-0.0007500648498535156,1763260835.3532658,0.17840193212032318,0.00010734982788562775,0.0,0.0005452946643345058,
5.345622048480436e-05,411008,0.002952742390334606,514.0,,15574,801.4670934677124,6.782915443181992e-05,-3.5762786865234375e-07,1763260843.5781274,0.1551913619041443,0.0002770153805613518,0.0,0.001766437548212707,
,413493,,,500.0,15598,803.6825246810913,,,1763260845.7935586,,,,,500.0
5.122887887409888e-05,414720,0.0002873539924621582,516.0,,15610,804.8158571720123,-0.0004974380135536194,0.0023934245109558105,1763260846.926891,0.20116272568702698,2.1029263734817505e-06,0.0,0.0007985407137311995,
,419493,,,500.0,15657,809.1333601474762,,,1763260851.244394,,,,,500.0
,422493,,,500.0,15686,811.8166217803955,,,1763260853.9276557,,,,,500.0
,424993,,,500.0,15711,814.1394109725952,,,1763260856.250445,,,,,500.0
4.4239630369702354e-05,426368,-0.0017919735983014107,524.0,,15724,815.3882541656494,-0.0032116323709487915,-0.020910024642944336,1763260857.499288,0.3262413740158081,0.0007718810811638832,0.0,0.00032451399601995945,
4.339477891335264e-05,427776,-0.002250486984848976,525.0,,15738,816.6502652168274,0.003365650773048401,-0.006746768951416016,1763260858.7612991,0.1184563934803009,1.9945204257965088e-05,0.0,0.00025764666497707367,
4.178187373327091e-05,430464,0.0007610330358147621,527.0,,15764,819.0708899497986,0.0005343202501535416,-0.0006299018859863281,1763260861.1819239,0.21946606040000916,2.124626189470291e-05,0.0,0.00019602390239015222,
4.124423867324367e-05,431360,0.005275695584714413,527.0,,15773,819.8727281093597,-0.0044887736439704895,-0.02803349494934082,1763260861.983762,0.262636661529541,0.00021572690457105637,0.0,0.00019774622342083603,
3.878648203681223e-05,435456,-0.00019870977848768234,530.0,,15813,823.489926815033,0.010912074707448483,0.0005747675895690918,1763260865.6009607,0.12050941586494446,3.586430102586746e-05,0.0,0.00020515361393336207,
3.7327190511859953e-05,437888,0.002969980239868164,531.0,,15837,825.642014503479,-0.0038255639374256134,0.0004551410675048828,1763260867.7530484,0.24146230518817902,4.939176142215729e-05,0.0,0.00019559440261218697,
3.632872540038079e-05,439552,0.0009297206997871399,532.0,,15854,827.1326344013214,-1.1732801795005798e-05,-2.7418136596679688e-06,1763260869.2436683,0.13541655242443085,5.912035703659058e-06,0.0,144.06655883789062,
,445493,,,500.0,15912,832.3786113262177,,,1763260874.4896452,,,,,500.0
3.125960211036727e-05,448000,-0.010259267874062061,538.0,,15937,834.6193716526031,0.0025634765625,-3.5762786865234375e-07,1763260876.7304056,0.2865717113018036,0.00032316241413354874,0.0,0.013547351583838463,
,448493,,,500.0,15941,834.9836945533752,,,1763260877.0947285,,,,,500.0
,449993,,,500.0,15956,836.3253395557404,,,1763260878.4363735,,,,,500.0
2.9109063689247705e-05,451584,9.633880108594894e-05,540.0,,15972,837.8033430576324,1.2746080756187439e-05,-6.67572021484375e-06,1763260879.914377,0.08526990562677383,3.259629011154175e-08,0.0,144.87742614746094,
2.273425525345374e-05,462208,0.0017441734671592712,547.0,,16076,847.2175967693329,-0.0010021105408668518,0.0015468597412109375,1763260889.3286307,0.12803342938423157,6.382353603839874e-05,0.0,0.0004302018787711859,
,476993,,,500.0,16221,860.2920663356781,,,1763260902.4031003,,,,,500.0
,482493,,,500.0,16275,865.1636755466461,,,1763260907.2747095,,,,,500.0
1.0138248399016447e-05,483200,5.7639554142951965e-05,559.0,,16282,865.8365375995636,-0.00011995434761047363,0.11194026470184326,1763260907.9475715,0.23764067888259888,8.940696716308594e-08,0.0,0.00033463165163993835,
6.989247140154475e-06,488448,6.5267086029052734e-06,562.0,,16333,870.4689939022064,2.9653310775756836e-06,0.08485466241836548,1763260912.5800278,0.09325522184371948,1.4901161193847656e-08,0.0,0.0002633711847011,
5.990783392917365e-06,490112,-0.00011049490422010422,563.0,,16350,871.9610702991486,-0.00024141371250152588,-2.86102294921875e-06,1763260914.0721042,0.29763102531433105,1.4994293451309204e-07,0.0,147.58425903320312,
4.608295057551004e-06,492416,0.00025118887424468994,564.0,,16372,873.9889826774597,3.962218761444092e-05,0.0039942264556884766,1763260916.1000166,0.17930832505226135,9.741634130477905e-07,0.0,0.00026707956567406654,
8.448540711469832e-07,498688,2.4614855647087097e-06,568.0,,16434,879.5300636291504,2.93925404548645e-06,0.8940004110336304,1763260921.6410975,0.16643060743808746,9.313225746154785e-10,0.0,0.00031961972126737237,
