losses/clipfrac,_step,charts/learning_rate,losses/entropy,losses/policy_loss,_timestamp,_runtime,losses/value_loss,losses/explained_variance,losses/old_approx_kl,global_step,losses/approx_kl,charts/episodic_return,charts/episodic_length,charts/SPS
0.0,2465,0.00021152073168195784,0.1928516924381256,-0.01055348664522171,1763260279.7589576,237.6297197341919,0.00012283696560189128,0.7278164029121399,0.018821412697434425,147584,0.0013283584266901016,,,628.0
0.04296875,2493,0.00020983103604521602,0.07550482451915741,-0.004675433039665222,1763260285.7118976,243.5826597213745,0.00025578070199117064,0.6674085855484009,0.004305027425289154,150400,0.0011075176298618317,,,624.0
,2506,,,,1763260288.439389,246.3101511001587,,,,151733,,500.0,500.0,
0.01171875,2514,0.00020852535089943558,0.13569693267345428,0.01739434525370598,1763260290.2705774,248.14133954048157,0.00029080023523420095,0.18706142902374268,-0.009153266437351704,152576,0.0004893066361546516,,,621.0
0.05859375,2515,0.00020844854589086026,0.2570868730545044,0.06476885080337524,1763260290.52058,248.39134216308594,0.0003130757249891758,-0.2441157102584839,-0.04401209205389023,152704,0.020745836198329926,,,621.0
0.005859375,2520,0.00020814132585655898,0.25729095935821533,-0.022168880328536034,1763260291.5342293,249.40499138832092,0.00024426213349215686,-0.048281192779541016,0.021092742681503296,153216,0.003167008049786091,,,621.0
0.0,2533,0.00020737327577080578,0.14824806153774261,-0.010154372081160545,1763260294.1083243,251.97908639907837,0.000325934641296044,0.08583217859268188,0.006119014695286751,154496,0.00037012994289398193,,,619.0
,2540,,,,1763260294.9548233,252.8255853652954,,,,155233,,500.0,500.0,
0.01953125,2547,0.00020652842067647725,0.10562345385551453,-0.02450891211628914,1763260295.745057,253.61581921577454,0.0011729991529136896,0.8511034250259399,0.020634355023503304,155904,0.0021790508180856705,,,621.0
,2570,,,,1763260299.2723103,257.1430723667145,,,,158233,,500.0,500.0,
0.0,2571,0.00020506912551354617,0.2141018509864807,0.00912097841501236,1763260299.4946396,257.36540174484253,0.008649889379739761,-0.00022411346435546875,-0.006350109353661537,158336,0.000603141263127327,,,621.0
0.05078125,2577,0.00020468510047066957,0.2715221643447876,-0.009824387729167938,1763260300.6574812,258.52824330329895,0.0007588489097543061,-0.9408648014068604,0.01059703715145588,158976,0.008139870129525661,,,621.0
0.0,2610,0.00020268817024771124,0.19293566048145294,-0.002930590882897377,1763260306.3807347,264.2514967918396,0.005284822080284357,0.0004400014877319336,0.0020927367731928825,162304,0.0003130892291665077,,,620.0
0.0,2630,0.00020145929011050612,0.17023439705371857,-0.000159556046128273,1763260308.786912,266.657674074173,0.015336628071963787,0.00021505355834960938,-0.000498160719871521,164352,0.0003914143890142441,,,622.0
0.001953125,2636,0.00020107526506762952,0.2709865868091583,-0.033440254628658295,1763260310.0302167,267.90097880363464,4.9615962780080736e-05,-2.2638230323791504,0.025374513119459152,164992,0.004251033999025822,,,622.0
0.013671875,2646,0.00020046082499902695,0.15292277932167053,-0.02058209478855133,1763260312.0578918,269.9286539554596,0.00012683072418440133,0.4416819214820862,0.01636359840631485,166016,0.0029645422473549843,,,621.0
0.0,2647,0.00020038401999045163,0.09643622487783432,-0.004067596048116684,1763260312.2879713,270.1587333679199,3.0743183742742985e-05,0.18811136484146118,0.0007965350523591042,166144,0.0009101210162043571,,,621.0
,2648,,,,1763260312.343429,270.214191198349,,,,166233,,500.0,500.0,
,2668,,,,1763260315.9335997,273.80436182022095,,,,168233,,500.0,500.0,
,2673,,,,1763260316.8263211,274.697083234787,,,,168733,,500.0,500.0,
,2683,,,,1763260318.3633842,276.23414635658264,,,,169733,,500.0,500.0,
,2687,,,,1763260318.8304474,276.7012095451355,,,,170233,,500.0,500.0,
0.0,2689,0.0001978494692593813,0.21172919869422913,-0.00322076678276062,1763260319.1080341,276.9787962436676,0.0012203537626191974,-1.232776165008545,0.0041319094598293304,170368,0.000348677858710289,,,621.0
,2692,,,,1763260319.447913,277.31867504119873,,,,170733,,500.0,500.0,
,2732,,,,1763260324.2118294,282.0825915336609,,,,174733,,500.0,500.0,
0.00390625,2752,0.00019400921883061528,0.16791224479675293,-0.001312514767050743,1763260328.066106,285.9368681907654,141.43438720703125,9.655952453613281e-06,-0.005105637013912201,176768,0.0024477969855070114,,,624.0
0.0,2757,0.000193701998796314,0.2143992781639099,-0.004547573626041412,1763260329.019636,286.8903980255127,0.004640256054699421,0.00025284290313720703,0.0019627297297120094,177280,0.0005788980051875114,,,623.0
0.005859375,2772,0.00019278033869341016,0.1311139166355133,-0.0011680275201797485,1763260331.9575608,289.82832288742065,141.88323974609375,-0.0002753734588623047,-0.007628046907484531,178816,0.0027079684659838676,,,622.0
0.0,2782,0.0001921658986248076,0.12493356317281723,0.0006230007857084274,1763260333.9330752,291.8038372993469,0.017461033537983894,0.0008245706558227539,-0.002269269898533821,179840,0.00016523897647857666,,,622.0
0.033203125,2793,0.00019147465354762971,0.13998660445213318,-0.009515263140201569,1763260336.040282,293.9110441207886,6.431256770156324e-05,-0.308463454246521,0.018485097214579582,180992,0.009223831817507744,,,621.0
0.046875,2824,0.0001895545283332467,0.10581297427415848,-0.021919362246990204,1763260340.11562,297.9863820075989,0.0011888041626662016,0.9332621097564697,0.06328174471855164,184192,0.05883634462952614,,,623.0
0.015625,2843,0.0001884024532046169,0.2501068413257599,0.00712837278842926,1763260342.4340892,300.30485129356384,0.0015838308027014136,0.9859276413917542,-0.011433670297265053,186112,0.0011489521712064743,,,625.0
0.001953125,2857,0.00018755759811028838,0.13859733939170837,-0.007884040474891663,1763260344.0339067,301.9046688079834,0.00014436824130825698,0.8873973488807678,0.005257343873381615,187520,0.00040173158049583435,,,626.0
0.0,2890,0.00018556068243924528,0.22688539326190948,0.0025506094098091125,1763260347.917667,305.7884290218353,0.0056760660372674465,0.001721799373626709,-0.0011777551844716072,190848,0.00018378999084234238,,,629.0
0.0,2949,0.00018195084703620523,0.23873020708560944,-0.0006176456809043884,1763260357.0692306,314.9399926662445,0.0011912788031622767,-0.28569209575653076,0.0006471574306488037,196864,6.055459380149841e-06,,,630.0
0.0,2960,0.00018125960195902735,0.19791758060455322,0.014691807329654694,1763260359.194939,317.065701007843,0.00016036965826060623,-0.16622114181518555,-0.009412456303834915,198016,0.0007054414600133896,,,629.0
0.025390625,2975,0.0001803379418561235,0.22123369574546814,-0.026637909933924675,1763260361.5990496,319.46981167793274,0.00013997188943903893,0.12894326448440552,0.02122088521718979,199552,0.005115937441587448,,,629.0
,2997,,,,1763260365.046466,322.9172282218933,,,,201733,,500.0,500.0,
,3011,,,,1763260367.2577314,325.1284935474396,,,,203233,,500.0,500.0,
,3051,,,,1763260371.9908109,329.86157298088074,,,,207233,,500.0,500.0,
0.048828125,3053,0.00017557603132445365,0.14682254195213318,-0.012259218841791153,1763260372.275801,330.1465630531311,0.0007065273821353912,-0.2883492708206177,0.00857514888048172,207488,0.01171092875301838,,,633.0
0.0,3066,0.00017480798123870045,0.2647992968559265,-0.018178770318627357,1763260373.9287562,331.7995183467865,1.391933798789978,0.00010311603546142578,0.013447609730064869,208768,0.0013974262401461601,,,634.0
,3070,,,,1763260374.644296,332.5150580406189,,,,209233,,500.0,500.0,
0.041015625,3083,0.0001737327256705612,0.16168855130672455,-0.04250911995768547,1763260377.0567524,334.92751455307007,1.1808498129539657e-05,0.10728448629379272,0.02893093228340149,210560,0.01675296761095524,,,633.0
0.1197916641831398,3098,0.00017281106556765735,0.31278160214424133,-0.08344810456037521,1763260379.8230805,337.69384264945984,0.00017534221115056425,-0.44143807888031006,0.08578251302242279,212096,0.04712126404047012,,,633.0
0.109375,3127,0.00017104455037042499,0.21859541535377502,0.022401295602321625,1763260383.8215222,341.69228434562683,1.8722043023444712e-05,-0.6074336767196655,-0.018423669040203094,215040,0.01888206973671913,,,634.0
,3129,,,,1763260384.0048563,341.8756184577942,,,,215233,,500.0,500.0,
0.0390625,3141,0.00017019969527609646,0.2562960088253021,-0.05068894475698471,1763260385.4817562,343.3525183200836,0.001084288815036416,-1.502394676208496,0.050649430602788925,216448,0.009450915269553661,,,635.0
0.0,3146,0.00016989247524179518,0.1949324756860733,9.836815297603607e-05,1763260386.4380305,344.30879259109497,0.00020175047393422574,-0.2859913110733032,-9.759701788425446e-05,216960,1.1175870895385742e-07,,,635.0
0.078125,3170,0.0001684331800788641,0.17351318895816803,-0.032621607184410095,1763260390.7436616,348.61442375183105,0.001295440481044352,0.22486138343811035,0.029857417568564415,219392,0.008974142372608185,,,634.0
,3183,,,,1763260392.2262843,350.09704637527466,,,,220733,,500.0,500.0,
,3188,,,,1763260392.7503653,350.62112736701965,,,,221233,,500.0,500.0,
,3217,,,,1763260396.0016193,353.8723814487457,,,,224233,,500.0,500.0,
0.0390625,3224,0.00016513056471012533,0.21690604090690613,-0.04026287794113159,1763260396.767718,354.6384801864624,0.00028500473126769066,0.9728432297706604,0.009316288866102695,224896,0.010334293358027935,,,639.0
,3247,,,,1763260399.3298457,357.20060777664185,,,,227233,,500.0,500.0,
0.048828125,3250,0.0001635176595300436,0.2706644833087921,-0.024822471663355827,1763260399.9929874,357.86374950408936,7.825707143638283e-05,-0.4299050569534302,0.03825760632753372,227584,0.01776202768087387,,,640.0
0.064453125,3255,0.00016321043949574232,0.3392934203147888,-0.019552454352378845,1763260400.8653584,358.7361204624176,8.091071504168212e-05,-2.7000303268432617,0.025868026539683342,228096,0.010877024382352829,,,640.0
0.0,3259,0.00016298002447001636,0.11568103730678558,-0.008131928741931915,1763260401.5246944,359.3954565525055,0.0011105318553745747,0.008028030395507812,0.004624798893928528,228480,0.00016723759472370148,,,640.0
0.0,3272,0.00016221197438426316,0.14430145919322968,5.99883496761322e-05,1763260403.508022,361.3787841796875,0.017550209537148476,-3.612041473388672e-05,0.0006133895367383957,229760,5.362555384635925e-06,,,640.0
0.005859375,3275,0.00016198157391045243,0.2126304805278778,0.023401666432619095,1763260403.9026835,361.7734456062317,4.266510222805664e-05,0.5162649154663086,-0.01439757365733385,230144,0.0035635335370898247,,,640.0
,3276,,,,1763260403.9474683,361.8182303905487,,,,230233,,500.0,500.0,
,3296,,,,1763260406.767393,364.6381552219391,,,,232233,,500.0,500.0,
0.115234375,3338,0.0001581413234816864,0.2787514925003052,-0.03934122994542122,1763260413.9915435,371.8623056411743,9.55680079641752e-05,-1.2895655632019043,0.06705421954393387,236544,0.027840686962008476,,,640.0
0.0,3351,0.0001573732733959332,0.18711772561073303,-0.0009462293237447739,1763260415.4915502,373.36231231689453,0.007335536181926727,-0.0005128383636474609,-3.712344914674759e-05,237824,7.430557161569595e-05,,,641.0
0.0,3357,0.0001569892483530566,0.29817453026771545,-0.0009092856198549271,1763260416.2179036,374.08866572380066,0.0008961645653471351,-0.39055848121643066,0.0016952631995081902,238464,0.0003646174445748329,,,642.0
,3360,,,,1763260416.4908667,374.36162877082825,,,,238733,,500.0,500.0,
0.044921875,3398,0.00015445468307007104,0.18188869953155518,-0.006926685571670532,1763260422.0428662,379.91362833976746,0.00011881557293236256,-0.5561834573745728,0.005798406898975372,242688,0.00676338654011488,,,643.0
0.00390625,3401,0.0001543010730529204,0.30233263969421387,-0.010304771363735199,1763260422.3217773,380.19253945350647,0.000837911618873477,-0.6616445779800415,0.0047124773263931274,242944,0.0029866285622119904,,,643.0
0.0,3406,0.00015399385301861912,0.3426578640937805,0.0018352679908275604,1763260422.8868303,380.7575924396515,0.000693134730681777,-2.350257158279419,-0.001195545308291912,243456,0.0003228476271033287,,,643.0
0.0,3419,0.00015322580293286592,0.14267006516456604,0.002528846263885498,1763260424.3185332,382.18929529190063,1.3773759603500366,-0.00010156631469726562,0.016778334975242615,244736,0.0016195131465792656,,,644.0
0.0078125,3426,0.000152764972881414,0.21534676849842072,-0.004925653338432312,1763260425.1793926,383.0501546859741,8.364727545995265e-05,0.22755831480026245,0.0025192108005285263,245504,0.0013614296913146973,,,645.0
,3428,,,,1763260425.3593502,383.23011231422424,,,,245733,,500.0,500.0,
0.017578125,3435,0.00015222733782138675,0.20528343319892883,0.010024800896644592,1763260426.2372227,384.10798478126526,0.000891348288860172,0.23162752389907837,-0.005557133816182613,246400,0.002974904142320156,,,646.0
0.00390625,3450,0.0001513056777184829,0.20841780304908752,0.018739689141511917,1763260427.9121926,385.7829546928406,0.0012585301883518696,-1.135406255722046,-0.0126605574041605,247936,0.0020272210240364075,,,647.0
0.0703125,3451,0.0001512288727099076,0.17710575461387634,0.010778561234474182,1763260428.0712748,385.9420368671417,0.0002128656196873635,-1.1746442317962646,0.006014320999383926,248064,0.0134251294657588,,,647.0
0.001953125,3462,0.0001505376276327297,0.2192903459072113,0.0016821101307868958,1763260429.2958155,387.16657757759094,0.0001890957064460963,-0.33098065853118896,-0.008662031032145023,249216,0.002545165829360485,,,648.0
0.0,3476,0.00014969278709031641,0.24142611026763916,0.0033980319276452065,1763260431.695603,389.5663650035858,0.00012038308341288939,-0.44512760639190674,-0.001023559831082821,250624,0.00013615097850561142,,,647.0
0.03515625,3479,0.00014953917707316577,0.29855677485466003,-0.01612187922000885,1763260432.1478791,390.0186412334442,0.0009580693440511823,-0.762203574180603,0.01639537885785103,250880,0.008401760831475258,,,647.0
0.009765625,3498,0.00014838710194453597,0.14952456951141357,-0.017299814149737358,1763260435.6205058,393.4912679195404,1.3862576484680176,-0.0001817941665649414,0.021082337945699692,252800,0.0027524372562766075,,,646.0
0.0,3503,0.0001480798819102347,0.23910076916217804,0.005436241626739502,1763260436.5714452,394.4422073364258,144.11068725585938,-4.8160552978515625e-05,0.017040491104125977,253312,0.002071262337267399,,,646.0
0.0,3513,0.00014746544184163213,0.18726269900798798,-0.00044191721826791763,1763260438.448837,396.3195991516113,0.0061728255823254585,-0.00022554397583007812,0.0011687874794006348,254336,2.0286068320274353e-05,,,646.0
0.0390625,3525,0.00014669739175587893,0.11126713454723358,-0.04235019534826279,1763260440.549838,398.42060017585754,0.0001285949838347733,0.051070570945739746,0.05048622190952301,255616,0.010490328073501587,,,645.0
0.0,3537,0.00014600614667870104,0.20353366434574127,0.0006228424608707428,1763260441.8931053,399.76386737823486,144.23013305664062,0.00010186433792114258,-0.0002694353461265564,256768,0.0002660732716321945,,,646.0
0.0,3554,0.00014493087655864656,0.1880486011505127,0.003628253936767578,1763260443.9007673,401.77152943611145,9.361106640426442e-05,0.2251044511795044,-0.002777857705950737,258560,4.9600377678871155e-05,,,647.0
0.00390625,3555,0.00014485407155007124,0.1325957477092743,0.0025251582264900208,1763260444.0323524,401.90311455726624,7.196895603556186e-05,0.24648171663284302,-0.004553359001874924,258688,3.850273787975311e-05,,,648.0
0.01171875,3576,0.00014362519141286612,0.11674077808856964,-0.00013525225222110748,1763260447.0088873,404.87964940071106,142.47769165039062,-0.0002357959747314453,0.001358133740723133,260736,0.0018156962469220161,,,648.0
0.01171875,3578,0.00014347158139571548,0.24728640913963318,0.017023351043462753,1763260447.4645216,405.3352837562561,7.342008757404983e-05,0.051932454109191895,-0.017124582082033157,260992,0.005757516250014305,,,648.0
0.02734375,3581,0.00014331797137856483,0.22294043004512787,0.012963524088263512,1763260448.0391197,405.90988183021545,1.373348593711853,0.0008957386016845703,0.027920719236135483,261248,0.005642530508339405,,,647.0
0.0859375,3589,0.0001427803363185376,0.21220813691616058,-0.03293409198522568,1763260449.5459945,407.41675662994385,0.00033663708018139005,0.2957897186279297,0.02437864989042282,262144,0.021364537999033928,,,647.0
0.064453125,3613,0.0001413210411556065,0.17598329484462738,-0.007707931101322174,1763260454.084619,411.95538115501404,0.0001438074978068471,0.5093631744384766,0.009423189796507359,264576,0.008773376233875751,,,646.0
0.08984375,3622,0.00014078340609557927,0.2843194007873535,-0.0440770760178566,1763260455.8542807,413.7250428199768,0.0026513198390603065,-1.0595016479492188,0.03653205931186676,265472,0.018390657380223274,,,645.0
0.048828125,3640,0.00013970813597552478,0.1370086818933487,-0.03673654422163963,1763260459.2878308,417.15859293937683,1.192583680152893,0.27774375677108765,-0.017751643434166908,267264,0.02812119573354721,,,644.0
0.0546875,3656,0.00013870967086404562,0.22238343954086304,-0.027122443541884422,1763260462.4249911,420.2957532405853,0.00023822403454687446,0.9972227215766907,0.0199128445237875,268928,0.011302158236503601,,,643.0
,3669,,,,1763260464.443028,422.3137900829315,,,,270233,,500.0,500.0,
,3679,,,,1763260465.5833254,423.45408749580383,,,,271233,,500.0,500.0,
,3683,,,,1763260466.0662866,423.93704867362976,,,,271733,,500.0,500.0,
0.0546875,3684,0.0001370199752273038,0.16289442777633667,-0.0012172982096672058,1763260466.1845706,424.05533266067505,7.317448616027832,0.9912087917327881,0.008988762274384499,271744,0.006432387977838516,,,644.0
0.1223958358168602,3711,0.00013533026503864676,0.18332615494728088,-0.08353760093450546,1763260469.460033,427.33079504966736,0.005812303628772497,0.9999058842658997,0.020247146487236023,274560,0.08634265512228012,,,646.0
0.130859375,3713,0.00013525346003007144,0.2645125389099121,-0.0064037395641207695,1763260469.6344402,427.505202293396,2.0558581352233887,0.9990683794021606,0.07855398207902908,274688,0.04818296805024147,,,646.0
0.1640625,3715,0.0001350998500129208,0.13500991463661194,-0.04843657836318016,1763260469.91371,427.78447222709656,0.005194304510951042,0.9998233318328857,0.06988929212093353,274944,0.08968988060951233,,,646.0
0.01171875,3731,0.00013417818991001695,0.24110721051692963,-0.020565003156661987,1763260471.713046,429.58380818367004,0.0005489540053531528,0.9993378520011902,-0.0011902684345841408,276480,0.0037239333614706993,,,647.0
0.06640625,3734,0.0001340245798928663,0.15552492439746857,0.001071719452738762,1763260472.00442,429.87518215179443,0.033177707344293594,0.9986655116081238,0.0037687458097934723,276736,0.0012119878083467484,,,647.0
0.046875,3755,0.0001327956997556612,0.21768483519554138,-0.010756507515907288,1763260474.4379988,432.30876088142395,0.0007098964415490627,0.9995396137237549,0.019996747374534607,278784,0.0035416604951024055,,,648.0
0.05859375,3775,0.0001317204296356067,0.20856943726539612,0.01342136599123478,1763260476.624066,434.49482822418213,3.3037819862365723,0.9975972771644592,0.09213404357433319,280576,0.03413277119398117,,,649.0
0.037109375,3779,0.00013149001460988075,0.17850366234779358,-0.016384130343794823,1763260477.0926518,434.9634139537811,0.002839920809492469,0.997026801109314,0.012431969866156578,280960,0.002974608913064003,,,649.0
0.046875,3804,0.00013010752445552498,0.20675525069236755,-0.007964473217725754,1763260479.892917,437.7636790275574,0.04054638370871544,0.9975077509880066,0.0363757461309433,283264,0.010549603961408138,,,651.0
,3807,,,,1763260480.208424,438.0791862010956,,,,283582,,326.0,326.0,
0.0,3847,0.00012772656918969005,0.13797996938228607,-0.0010735541582107544,1763260484.6790214,442.54978346824646,0.0004964974359609187,0.9991877675056458,-0.012844412587583065,287232,0.0010451031848788261,,,653.0
,3879,,,,1763260488.0748963,445.9456584453583,,,,290035,,256.0,256.0,
,3883,,,,1763260488.5391002,446.40986227989197,,,,290305,,270.0,270.0,
0.0,3884,0.00012580645852722228,0.11487886309623718,-0.0014154687523841858,1763260488.7039125,446.57467460632324,0.0005653018597513437,0.994458794593811,0.0006587067618966103,290432,1.7479993402957916e-05,,,654.0
0.013671875,3887,0.00012565284851007164,0.16350141167640686,-0.009741893038153648,1763260489.043684,446.9144461154938,0.5779927372932434,0.9995691776275635,0.0017495062202215195,290688,0.0005689486861228943,,,654.0
0.0,3891,0.00012542243348434567,0.14048363268375397,0.007108772173523903,1763260489.50552,447.3762822151184,0.017942799255251884,0.9999623894691467,0.0036392463371157646,291072,0.0003719450905919075,,,654.0
,3898,,,,1763260490.3556423,448.22640442848206,,,,291609,,278.0,278.0,
0.037109375,3912,0.0001243471633642912,0.13035237789154053,-0.025249214842915535,1763260491.975563,449.8463251590729,0.015506736934185028,0.9999718070030212,0.008188210427761078,292864,0.0038451217114925385,,,654.0
0.001953125,3915,0.00012419355334714055,0.10191857814788818,-0.005633987486362457,1763260492.3222604,450.19302248954773,0.0037245452404022217,0.999954342842102,0.0017475010827183723,293120,0.0002856021746993065,,,655.0
,3928,,,,1763260493.6709552,451.5417172908783,,,,294236,,277.0,277.0,
0.037109375,3944,0.00012273425818420947,0.12486417591571808,-0.03401588648557663,1763260495.583455,453.45421719551086,0.49438580870628357,0.9996142387390137,0.017850052565336227,295552,0.006001275964081287,,,655.0
,3946,,,,1763260495.8897824,453.7605445384979,,,,295806,,266.0,266.0,
0.05078125,3954,0.00012219662312418222,0.20406343042850494,-0.005552677437663078,1763260497.2431772,455.1139392852783,0.0054488275200128555,0.9998316764831543,-0.005331128835678101,296448,0.020471472293138504,,,655.0
,3963,,,,1763260498.531602,456.4023640155792,,,,297237,,260.0,260.0,
0.03125,3969,0.0001213517680298537,0.19464662671089172,-0.020905908197164536,1763260499.2855616,457.15632367134094,0.0038146080914884806,0.9991096258163452,0.03216813504695892,297856,0.006066101603209972,,,655.0
0.029296875,3981,0.00012066052295267582,0.12380579859018326,-0.005045043304562569,1763260501.2744415,459.14520359039307,0.0036360621452331543,0.999872088432312,-0.017810460180044174,299008,0.002247513271868229,,,655.0
0.060546875,3983,0.0001205837179441005,0.1614125669002533,-0.03382708877325058,1763260501.5294135,459.40017557144165,0.6476466059684753,0.9995194673538208,0.0096034687012434,299136,0.018409499898552895,,,655.0
0.052734375,3997,0.00011973886284977198,0.07271087169647217,-0.00960293784737587,1763260503.970007,461.8407690525055,0.0015925361076369882,0.9999533891677856,0.026505276560783386,300544,0.0042488304898142815,,,654.0
0.0,4059,0.00011605222971411422,0.24261566996574402,-0.0034641772508621216,1763260511.3737688,469.244530916214,0.00042761987424455583,0.8373234272003174,0.0034928545355796814,306688,0.00025856681168079376,,,657.0
0.11328125,4087,0.00011436251952545717,0.22174164652824402,-0.0553722158074379,1763260514.4737952,472.34455728530884,0.0008221329189836979,-0.4020564556121826,0.05916588753461838,309504,0.025472139939665794,,,659.0
0.08203125,4091,0.00011413210449973121,0.20278477668762207,-0.05691112205386162,1763260514.9184766,472.78923869132996,0.0018337229266762733,0.9232916831970215,0.08502830564975739,309888,0.01995016075670719,,,659.0
0.1171875,4105,0.00011328724940540269,0.25614798069000244,-0.08871673792600632,1763260516.500778,474.3715400695801,0.022436298429965973,0.283258318901062,0.10731854289770126,311296,0.05768045783042908,,,659.0
,4109,,,,1763260516.9294705,474.8002326488495,,,,311745,,500.0,500.0,
0.005859375,4115,0.00011267280933680013,0.21235251426696777,-0.0002114623785018921,1763260517.6223507,475.4931128025055,142.75096130371094,0.026710808277130127,0.0061223627999424934,312320,0.006631338037550449,,,660.0
,4119,,,,1763260518.0631435,475.93390560150146,,,,312745,,500.0,500.0,
0.001953125,4150,0.00011052227637264878,0.14590205252170563,-0.0015484914183616638,1763260521.7472515,479.6180136203766,0.0012913803802803159,0.968125581741333,0.007176220417022705,315904,0.002178870141506195,,,662.0
,4168,,,,1763260523.831872,481.70263409614563,,,,317745,,500.0,500.0,
0.025390625,4184,0.00010844854114111513,0.18440301716327667,-0.011495508253574371,1763260525.7307055,483.6014676094055,0.014995934441685677,0.0006597638130187988,0.0032240189611911774,319360,0.0025358106940984726,,,664.0
0.0,4194,0.00010783410107251257,0.14730720221996307,0.00039927661418914795,1763260526.8993955,484.7701575756073,0.0013712694635614753,0.9645039439201355,-0.0007139202207326889,320384,1.8831342458724976e-06,,,664.0
0.001953125,4199,0.00010752688103821129,0.04841076210141182,-0.02099934220314026,1763260527.505908,485.3766701221466,0.0011099304538220167,0.97709059715271,0.00988905131816864,320896,0.0017219092696905136,,,664.0
0.0,4224,0.00010599078086670488,0.20523443818092346,-0.001043476164340973,1763260530.4114075,488.2821695804596,0.0007122392416931689,0.3536524772644043,-0.00012011267244815826,323456,0.0003079306334257126,,,666.0
0.0,4229,0.0001056835608324036,0.1817598193883896,-0.018449757248163223,1763260531.0017664,488.87252855300903,0.0009063979960046709,-0.2501155138015747,0.012585271149873734,323968,0.001622544601559639,,,666.0
0.02734375,4243,0.00010483871301403269,0.2516438961029053,-0.02711128629744053,1763260532.622587,490.4933490753174,0.0008567762561142445,0.5212188363075256,0.0394710935652256,325376,0.007604875601828098,,,667.0
,4246,,,,1763260532.9549413,490.82570338249207,,,,325745,,500.0,500.0,
0.0,4252,0.00010430107795400545,0.17657287418842316,0.0003261193633079529,1763260533.6432817,491.5140438079834,1.4229276180267334,-0.002954721450805664,0.017162196338176727,326272,0.0014234073460102081,,,667.0
0.0078125,4254,0.00010414746793685481,0.14523330330848694,-0.01758291944861412,1763260533.9193451,491.7901072502136,0.00016409193631261587,0.9278246164321899,0.014767073094844818,326528,0.0012394953519105911,,,667.0
0.0,4273,0.000102995392808225,0.23793011903762817,0.005688697099685669,1763260535.9354403,493.8062024116516,0.0008430321468040347,0.5198246240615845,0.0017536142840981483,328448,0.0013661505654454231,,,668.0
,4276,,,,1763260536.2696745,494.1404366493225,,,,328745,,500.0,500.0,
0.0,4277,0.00010276497778249905,0.3064578175544739,0.008809931576251984,1763260536.4165733,494.287335395813,0.0028983736410737038,-0.0009860992431640625,-0.0022964365780353546,328832,0.0010239649564027786,,,668.0
0.0,4278,0.00010268817277392372,0.15065643191337585,-0.002976737916469574,1763260536.5594158,494.4301779270172,0.0010416853474453092,0.9362466335296631,0.0028846915811300278,328960,0.0002711378037929535,,,668.0
0.0078125,4290,0.00010192012268817052,0.2671591639518738,0.007080003619194031,1763260538.1040983,495.9748604297638,0.0002555003738962114,0.002253890037536621,-0.004483887925744057,330240,0.0037151463329792023,,,669.0
0.001953125,4292,0.0001018433176795952,0.13206230103969574,-0.023823196068406105,1763260538.2865026,496.15726470947266,1.4355751276016235,-0.0032635927200317383,0.002011885866522789,330368,0.00149521604180336,,,669.0
0.00390625,4314,0.00010046082752523944,0.08567110449075699,-0.003792375326156616,1763260540.9601603,498.8309223651886,0.00020354616572149098,0.7803381085395813,0.0019412841647863388,332672,0.00011757761240005493,,,670.0
0.0,4318,0.00010023041249951348,0.26271679997444153,-0.001352362334728241,1763260541.4075046,499.2782666683197,0.0002498588291928172,0.9127483367919922,0.0006578210741281509,333056,0.000315764918923378,,,670.0
0.0,4346,9.854070958681405e-05,0.1809782087802887,-0.005022481083869934,1763260544.7123964,502.583158493042,0.0019324688473716378,0.0008472204208374023,0.0019732043147087097,335872,0.00020789355039596558,,,671.0
0.015625,4366,9.731182944960892e-05,0.18506763875484467,0.005417723208665848,1763260547.0898917,504.96065378189087,0.0010444173822179437,-0.06607604026794434,-0.005959618836641312,337920,0.003030313178896904,,,672.0
0.0,4372,9.692780440673232e-05,0.28130054473876953,-0.002580419182777405,1763260547.7439246,505.6146867275238,0.00035059358924627304,-0.21798133850097656,0.0006187465041875839,338560,0.00010546669363975525,,,673.0
0.033203125,4378,9.654377936385572e-05,0.18350255489349365,-0.03752811253070831,1763260548.431201,506.3019630908966,0.00021190597908571362,-0.5790283679962158,0.03441192954778671,339200,0.004486094228923321,,,673.0
0.0,4387,9.600614430382848e-05,0.29085278511047363,0.01523476094007492,1763260549.4101012,507.2808632850647,0.00033569466904737055,-0.4073050022125244,-0.01891009509563446,340096,0.0026622172445058823,,,674.0
0.0,4396,9.546850924380124e-05,0.21387960016727448,0.006972994655370712,1763260550.404199,508.27496099472046,0.0009399824193678796,-0.06560754776000977,-0.005654582753777504,340992,0.0005918927490711212,,,674.0
0.0078125,4415,9.431643411517143e-05,0.10849890857934952,0.006810551509261131,1763260552.4601715,510.3309335708618,0.0011499552056193352,0.48076117038726807,-0.014587576501071453,342912,0.0019907066598534584,,,675.0
0.029296875,4456,9.178187610814348e-05,0.2287224531173706,-0.011104948818683624,1763260557.1329508,515.0037128925323,0.00047169133904390037,0.4131940007209778,0.01361901592463255,347136,0.007132373750209808,,,677.0
0.0,4478,9.047619096236303e-05,0.1584046632051468,-0.014251291751861572,1763260559.554735,517.4254970550537,1.411175012588501,0.0048722028732299805,-0.0011358791962265968,349312,0.0006344234570860863,,,678.0
