losses/old_approx_kl,losses/explained_variance,losses/value_loss,losses/policy_loss,_timestamp,charts/SPS,losses/clipfrac,losses/entropy,charts/episodic_length,_runtime,global_step,charts/episodic_return,charts/learning_rate,_step,losses/approx_kl
-0.004263667389750481,0.04327237606048584,0.002389823319390416,-0.0010251998901367188,1763260374.743361,660.0,0.09375,0.19345057010650635,,332.6696949005127,218240,,0.00016912442515604198,3255,0.004078799858689308
-0.01094786450266838,0.004859864711761475,149.66043090820312,0.00030631013214588165,1763260375.4140668,660.0,0.0078125,0.11595072597265244,,333.3404006958008,218624,,0.00016889401013031602,3259,0.0010321717709302902
0.059044018387794495,0.9899057745933533,0.00011441333481343463,-0.06071896106004715,1763260377.7641106,659.0,0.08984375,0.2504552900791168,,335.6904444694519,220032,,0.0001680491550359875,3272,0.021285779774188995
-0.0029594525694847107,0.9906057715415955,0.00019825901836156845,-0.034860413521528244,1763260378.2227812,659.0,0.056640625,0.20217016339302063,,336.1491150856018,220288,,0.00016789554501883686,3275,0.0217059925198555
0.05414406582713127,0.9749518632888794,0.00030518422136083245,-0.03440326079726219,1763260378.4356194,659.0,0.091796875,0.15917392075061798,,336.3619532585144,220416,,0.00016781874001026154,3276,0.07763304561376572
0.11294586956501007,0.9995706081390381,0.001923675648868084,-0.07381270825862885,1763260381.8623314,659.0,0.0703125,0.25223308801651,,339.7886652946472,222464,,0.0001665898598730564,3296,0.04752056673169136
-0.00785568356513977,0.992684543132782,0.12954257428646088,-0.048063725233078,1763260387.7407918,660.0,0.0859375,0.1391807496547699,,345.6671257019043,226688,,0.00016405529459007084,3338,0.012407878413796425
0.0003787260502576828,0.9996710419654846,0.01328328624367714,-0.025610588490962982,1763260390.1397367,659.0,0.068359375,0.3186195492744446,,348.0660705566406,228096,,0.00016321043949574232,3351,0.03922906145453453
,,,,1763260391.074379,,,,500.0,349.0007128715515,228619,500.0,,3357,
-0.0056480346247553825,0.9999539256095886,0.0017939298413693905,0.00724310427904129,1763260391.4964592,659.0,0.013671875,0.26069262623786926,,349.4227931499481,228992,,0.00016267280443571508,3360,0.00187735166400671
0.06104261428117752,0.998456597328186,2.1559715605690144e-05,-0.06084588170051575,1763260395.9954002,662.0,0.103515625,0.19365859031677246,,353.92173409461975,232832,,0.0001603686687303707,3398,0.012296485714614391
,,,,1763260396.3223696,,,,500.0,354.24870347976685,233119,500.0,,3401,
,,,,1763260396.9184828,,,,500.0,354.8448166847229,233619,500.0,,3406,
0.151397705078125,0.9999608993530273,0.0014740056358277798,-0.06023421511054039,1763260398.5645697,663.0,0.15625,0.20356112718582153,,356.49090361595154,235008,,0.00015906298358459026,3419,0.06228356063365936
-0.022051267325878143,0.7176272869110107,0.021371107548475266,0.04351317882537842,1763260399.3531616,663.0,0.068359375,0.12550969421863556,,357.2794954776764,235648,,0.00015867895854171365,3426,0.006615698337554932
0.029267476871609688,0.9997484087944031,6.560119800269604e-05,-0.028194237500429153,1763260399.8035362,663.0,0.046875,0.29461348056793213,,357.7298700809479,235904,,0.00015852534852456301,3428,0.005670882761478424
,,,,1763260400.8991094,,,,500.0,358.82544326782227,236619,500.0,,3435,
,,,,1763260403.3544743,,,,500.0,361.2808082103729,238119,500.0,,3450,
0.005729208700358868,0.22667205333709717,0.005803117528557777,0.006347484886646271,1763260403.547678,663.0,0.033203125,0.19569069147109985,,361.47401189804077,238208,,0.00015714285837020725,3451,0.0025767115876078606
-0.03246690332889557,0.997844934463501,0.00015085535414982587,0.0018855966627597809,1763260404.8555682,663.0,0.08984375,0.2310784012079239,,362.78190207481384,239360,,0.00015645161329302937,3462,0.03789207339286804
0.039813585579395294,0.9991995692253113,3.9120081055443734e-05,-0.04465623199939728,1763260407.2382226,663.0,0.044921875,0.1866203248500824,,365.1645565032959,240768,,0.00015560675819870085,3476,0.011904017068445683
,,,,1763260407.7617593,,,,500.0,365.6880931854248,241119,500.0,,3479,
0.009868480265140533,0.9998714327812195,0.002807490061968565,-0.053583353757858276,1763260411.323023,662.0,0.04296875,0.29186445474624634,,369.24935698509216,243072,,0.00015422426804434508,3498,0.009827304631471634
0.008823147043585777,0.9999567270278931,0.0009848629124462605,-0.033678289502859116,1763260412.1912553,662.0,0.099609375,0.2232368290424347,,370.1175892353058,243584,,0.0001539170480100438,3503,0.016750214621424675
0.055049698799848557,0.9972927570343018,0.0053658317774534225,-0.06182832270860672,1763260413.7015047,662.0,0.17578125,0.22200429439544678,,371.6278386116028,244608,,0.00015330260794144124,3513,0.03988233581185341
0.012278725393116474,0.9992650151252747,1.4660457054560538e-05,-0.006657019257545471,1763260415.085642,662.0,0.041015625,0.17567402124404907,,373.01197600364685,245760,,0.00015261136286426336,3525,0.009254870936274529
0.032103460282087326,0.9999215602874756,0.0005458910600282252,-0.04932060092687607,1763260416.6888976,663.0,0.1744791716337204,0.19798924028873444,,374.61523151397705,247040,,0.00015184331277851015,3537,0.0752379447221756
-0.013691223226487637,0.16160321235656738,0.001039614318870008,0.008239071816205978,1763260419.5632217,662.0,0.0234375,0.18540513515472412,,377.4895555973053,248704,,0.000150844847667031,3554,0.0023117316886782646
0.08261419832706451,0.9971015453338623,0.00046326551819220185,-0.08597911149263382,1763260419.717415,662.0,0.125,0.2559455633163452,,377.64374899864197,248832,,0.00015076804265845567,3555,0.050824377685785294
0.006562136113643646,0.9994794726371765,0.00025699735851958394,-0.007114170119166374,1763260422.2529721,664.0,0.0,0.21388490498065948,,380.17930603027344,251008,,0.00014946237206459045,3576,0.0006683114916086197
7.289275527000427e-05,0.19848012924194336,1.1795424222946167,0.0029353033751249313,1763260422.4301372,664.0,0.0,0.15280784666538239,,380.35647106170654,251136,,0.00014938556705601513,3578,3.0161812901496887e-05
-0.01042270939797163,0.9996259212493896,0.0001829995890147984,0.011565253138542175,1763260422.8502789,664.0,0.01953125,0.1556602120399475,,380.7766127586365,251520,,0.00014915515203028917,3581,0.0017539644613862038
-0.009481364861130714,0.9996280670166016,2.1125435523572378e-05,0.011316115967929363,1763260423.7467103,664.0,0.037109375,0.13485018908977509,,381.6730442047119,252288,,0.00014869432197883725,3589,0.012630281038582325
-0.005463012494146824,0.4576396346092224,0.004029153846204281,-0.00040761474519968033,1763260426.5745466,666.0,0.0,0.23039200901985168,,384.5008804798126,254720,,0.00014723502681590617,3613,0.0007070237770676613
0.0446036122739315,0.9998968839645386,0.0004153786285314709,-0.030861089006066322,1763260430.0725422,667.0,0.068359375,0.18658724427223206,,387.9988760948181,257536,,0.00014554531662724912,3640,0.016949471086263657
,,,,1763260432.7715068,,,,500.0,390.6978406906128,259119,500.0,,3656,
0.04013487696647644,0.9988022446632385,0.00019937385513912886,-0.027991212904453278,1763260435.2790198,666.0,0.119140625,0.21017391979694366,,393.20535373687744,260480,,0.00014377880143001676,3669,0.03163755685091019
-0.004840381443500519,0.999916136264801,0.0002050848415819928,0.002136673778295517,1763260437.0920627,665.0,0.0078125,0.24089974164962769,,395.01839661598206,261504,,0.0001431643613614142,3679,0.00014150142669677734
-0.0071043577045202255,0.999750554561615,2.6316705771023408e-05,0.007748227566480637,1763260437.8344061,665.0,0.005859375,0.1361013501882553,,395.7607400417328,261888,,0.00014293394633568823,3683,0.0014928970485925674
0.04011523723602295,0.9997196197509766,0.0004164316924288869,-0.018647272139787674,1763260438.0492103,665.0,0.056640625,0.2209921032190323,,395.97554421424866,262016,,0.0001428571413271129,3684,0.017556242644786835
-0.002088109962642193,0.9170801639556885,0.5107541680335999,-0.0009839218109846115,1763260442.060179,665.0,0.005859375,0.11577555537223816,,399.9865128993988,264704,,0.0001412442361470312,3711,0.0002868128940463066
0.050833262503147125,0.9998105764389038,0.00018653037841431797,-0.0626169815659523,1763260442.352251,665.0,0.056640625,0.20101362466812134,,400.2785849571228,264960,,0.00014109062612988055,3713,0.017695071175694466
,,,,1763260442.5145488,,,,500.0,400.4408826828003,265119,500.0,,3715,
0.04534536600112915,0.998917281627655,1.4434150216402486e-05,-0.036193519830703735,1763260444.5487008,666.0,0.087890625,0.1722988784313202,,402.4750347137451,266752,,0.00014001535600982606,3731,0.04056006297469139
,,,,1763260444.915014,,,,500.0,402.84134793281555,267119,500.0,,3734,
0.0012890137732028961,0.2805805802345276,0.011598216369748116,0.001190081238746643,1763260448.6566994,665.0,0.0,0.1630605161190033,,406.58303332328796,269184,,0.00013855606084689498,3755,0.00015424937009811401
0.009191794320940971,0.521140456199646,0.0135438097640872,0.0033588670194149017,1763260452.4179053,664.0,0.0078125,0.2233123779296875,,410.3442392349243,271232,,0.00013732719526160508,3775,0.00040864385664463043
,,,,1763260453.1007652,,,,500.0,411.02709913253784,271619,500.0,,3779,
0.036636024713516235,0.7530601024627686,0.0010304569732397795,0.04109932482242584,1763260457.964042,662.0,0.05078125,0.206265389919281,,415.89037585258484,274176,,0.00013556068006437272,3804,0.006501326337456703
0.11339155584573746,0.999701976776123,0.0018449065973982215,-0.06358632445335388,1763260458.6391916,662.0,0.12109375,0.2549380660057068,,416.5655255317688,274560,,0.00013533026503864676,3807,0.033759087324142456
,,,,1763260465.320847,,,,500.0,423.2471809387207,278619,500.0,,3847,
0.03902488946914673,0.9988546371459961,4.2539355490589514e-05,-0.0448865070939064,1763260469.3105743,663.0,0.033203125,0.27585646510124207,,427.23690819740295,281856,,0.0001309523795498535,3879,0.011604870669543743
0.00927155464887619,0.3217393159866333,113.81910705566406,0.0010703671723604202,1763260469.797899,663.0,0.005859375,0.23835669457912445,,427.7242329120636,282240,,0.00013072196452412754,3883,0.00025529786944389343
0.04371846839785576,0.9995654225349426,5.412369500845671e-05,-0.06963982433080673,1763260469.935816,663.0,0.078125,0.2658902108669281,,427.86214995384216,282368,,0.00013064515951555222,3884,0.027236567810177803
0.0010961219668388367,0.323543906211853,0.0006194087327457964,0.0016528801061213017,1763260470.2492273,663.0,0.001953125,0.1710597574710846,,428.1755611896515,282624,,0.00013049154949840158,3887,9.47117805480957e-05
,,,,1763260470.7410011,,,,500.0,428.66733503341675,283119,500.0,,3891,
-0.001742360182106495,0.9984298348426819,1.1090534826507792e-05,0.001481529325246811,1763260471.638725,664.0,0.009765625,0.3033861815929413,,429.5650589466095,283776,,0.0001298003044212237,3898,0.0053712548688054085
0.18041622638702393,0.13716810941696167,0.0021883598528802395,-0.0603971928358078,1763260473.292464,664.0,0.107421875,0.2647981345653534,,431.2187979221344,285184,,0.00012895544932689518,3912,0.06821063160896301
0.03442982956767082,0.9988956451416016,0.00037993647856637836,-0.05326887220144272,1763260473.7313929,665.0,0.1171875,0.16204474866390228,,431.65772676467896,285568,,0.00012872503430116922,3915,0.04701092839241028
-0.00710845272988081,0.9995092749595642,4.6108925744192675e-05,0.002637408673763275,1763260475.2193582,665.0,0.005859375,0.1504695862531662,,433.14569211006165,286848,,0.00012795698421541601,3928,0.00021996628493070602
-0.01894967257976532,0.9997991323471069,0.00011223944602534175,0.01020212471485138,1763260477.120728,666.0,0.0546875,0.2857181429862976,,435.047061920166,288512,,0.00012695851910393685,3944,0.007524737156927586
0.017750125378370285,0.25241321325302124,0.0015417452668771148,-0.01972866803407669,1763260477.303555,666.0,0.017578125,0.20502518117427826,,435.2298889160156,288640,,0.00012688171409536153,3946,0.0028609726577997208
0.0012448569759726524,0.9998840093612671,0.0001861156924860552,-0.0012599434703588486,1763260478.3322384,667.0,0.0,0.13458839058876038,,436.2585723400116,289536,,0.0001263440790353343,3954,4.5114196836948395e-05
0.0379704050719738,0.9995796084403992,0.00016089403652586043,-0.04611155390739441,1763260479.3949373,667.0,0.05859375,0.20142678916454315,,437.32127118110657,290432,,0.00012580645852722228,3963,0.01348151359707117
0.007559020072221756,0.9995953440666199,0.0001555840572109446,0.006655924022197723,1763260480.1159067,667.0,0.078125,0.1735442876815796,,438.0422406196594,291072,,0.00012542243348434567,3969,0.0082376254722476
-0.002626035362482071,0.555666983127594,0.9615166187286377,-0.003115445375442505,1763260481.4797847,668.0,0.0234375,0.12707695364952087,,439.4061186313629,292224,,0.0001247311884071678,3981,0.0012957099825143814
0.1725357621908188,0.9991137981414795,0.0028032734990119934,-0.03775164112448692,1763260481.7540214,668.0,0.0859375,0.14252862334251404,,439.68035531044006,292480,,0.00012457757839001715,3983,0.0781126394867897
0.05585373193025589,0.9997902512550354,4.795821223524399e-05,-0.05862496793270111,1763260483.3970952,669.0,0.0546875,0.23986802995204926,,441.323429107666,293888,,0.00012373272329568863,3997,0.018246283754706383
0.008592510595917702,0.273095965385437,0.0037519363686442375,-0.021374724805355072,1763260491.0909905,671.0,0.05078125,0.17122800648212433,,449.01732444763184,300160,,0.00011996927787549794,4059,0.004290912300348282
-0.02455015480518341,0.9998390078544617,0.0003324630088172853,-0.00611288845539093,1763260494.5955558,673.0,0.1171875,0.2961844801902771,,452.5218896865845,303104,,0.00011820276267826557,4087,0.006317301653325558
0.03589954599738121,0.999417245388031,0.0002822384121827781,-0.010896407067775726,1763260495.0658512,673.0,0.0625,0.22728928923606873,,452.9921851158142,303488,,0.00011797234765253961,4091,0.021375583484768867
-0.01864849403500557,0.9993793964385986,6.281382957240567e-05,0.017536962404847145,1763260497.5113657,672.0,0.046875,0.34109243750572205,,455.4376995563507,304896,,0.00011712749255821109,4105,0.013935714028775692
0.039052706211805344,0.9984644055366516,1.1386683581804391e-05,-0.036568596959114075,1763260498.2037888,672.0,0.037109375,0.18164587020874023,,456.1301226615906,305280,,0.00011689708480844274,4109,0.016635941341519356
0.00014698132872581482,0.9992170333862305,0.0016194067429751158,-0.07328422367572784,1763260498.927096,672.0,0.0859375,0.1741209328174591,,456.8534297943115,305920,,0.00011651305976556614,4115,0.036314040422439575
0.005257889628410339,0.999647855758667,0.0003885511541739106,-0.00648576021194458,1763260499.3857024,673.0,0.0,0.1752825230360031,,457.31203627586365,306304,,0.00011628264473984018,4119,0.00011246651411056519
-0.004966345615684986,0.997072160243988,0.0002099810226354748,-0.055869486182928085,1763260504.428464,672.0,0.09375,0.1623038649559021,,462.3547978401184,309504,,0.00011436251952545717,4150,0.045722927898168564
0.007696122862398624,0.9987267255783081,6.26024411758408e-05,-0.04034307226538658,1763260506.5567212,673.0,0.080078125,0.18853852152824402,,464.4830551147461,311296,,0.00011328724940540269,4168,0.004700724966824055
0.09877714514732361,0.9958468675613403,0.00055805774172768,-0.04419291019439697,1763260508.4405994,674.0,0.150390625,0.16215279698371887,,466.3669333457947,312960,,0.00011228878429392353,4184,0.08154281973838806
0.07209207117557526,0.9889295101165771,0.0007734504761174321,-0.05749475210905075,1763260509.602672,674.0,0.1041666641831398,0.21247455477714539,,467.5290060043335,313984,,0.00011167434422532097,4194,0.03769109398126602
-0.011196826584637165,0.9851047396659851,0.00038656312972307205,0.0039575956761837006,1763260510.1766622,675.0,0.041015625,0.20733711123466492,,468.10299611091614,314496,,0.00011136712419101968,4199,0.0023641204461455345
0.032747115939855576,0.9998584985733032,0.0010690483031794429,-0.05489346757531166,1763260513.0161393,676.0,0.052734375,0.22249335050582886,,470.9424731731415,317056,,0.0001098310312954709,4224,0.008436662144958973
0.004280261695384979,0.9998672008514404,0.0025682642590254545,0.006700413301587105,1763260513.545431,676.0,0.09765625,0.2507631480693817,,471.47176480293274,317568,,0.00010952381126116961,4229,0.0006797909736633301
0.059175170958042145,0.9999322891235352,7.33218839741312e-05,-0.05183839797973633,1763260515.1303856,677.0,0.0859375,0.26275700330734253,,473.0567195415497,318976,,0.00010867895616684109,4243,0.006939054466784
0.026654820889234543,0.7758488059043884,0.01013240311294794,-0.009212460368871689,1763260515.4342601,677.0,0.01171875,0.28266391158103943,,473.36059403419495,319232,,0.00010852534614969045,4246,0.0014716889709234238
-0.0165928415954113,0.9999246001243591,4.379561505629681e-05,0.02012091875076294,1763260516.1271296,677.0,0.03515625,0.17813004553318024,,474.0534634590149,319872,,0.00010814132110681385,4252,0.00543608982115984
,,,,1763260516.3161135,,,,500.0,474.2424473762512,320119,500.0,,4254,
-0.012159183621406555,0.9999383687973022,0.0002256816515000537,0.0038913562893867493,1763260518.4632528,679.0,0.0,0.20403864979743958,,476.389586687088,322048,,0.0001068356359610334,4273,0.0007659737020730972
0.007916931062936783,0.9998399019241333,0.0002804181131068617,-0.011287444271147251,1763260518.7737732,679.0,0.001953125,0.16487503051757812,,476.70010709762573,322304,,0.00010668202594388276,4276,0.001408131793141365
0.0006290040910243988,0.9999058842658997,0.00024468600167892873,-0.003708072006702423,1763260518.9112382,679.0,0.0,0.10691428929567337,,476.8375720977783,322432,,0.00010660522093530744,4277,0.0005637463182210922
-0.005756228230893612,0.9999598264694214,0.0004320376319810748,-0.012833401560783386,1763260519.0392787,679.0,0.00390625,0.1726478487253189,,476.9656126499176,322560,,0.00010652841592673212,4278,0.002897488884627819
-0.010286981239914894,0.7447013854980469,0.8130683898925781,-0.0019247271120548248,1763260520.4657855,679.0,0.001953125,0.16728883981704712,,478.3921194076538,323712,,0.00010583717084955424,4290,0.001210387796163559
0.052651748061180115,0.9996930360794067,0.000402165693230927,-0.05220966786146164,1763260520.717382,680.0,0.060546875,0.18455323576927185,,478.6437158584595,323968,,0.0001056835608324036,4292,0.012606446631252766
0.0006518112495541573,0.6619814038276672,0.8125118017196655,-0.004964150488376617,1763260523.1576536,681.0,0.0,0.12320537865161896,,481.0839874744415,326144,,0.00010437788296258077,4314,7.7039934694767e-05
,,,,1763260523.6015558,,,,500.0,481.52788972854614,326619,500.0,,4318,
-0.018297402188181877,0.9996651411056519,0.0006499231094494462,0.037885602563619614,1763260526.9265106,682.0,0.154296875,0.13624407351016998,,484.85284447669983,329472,,0.00010238095273962244,4346,0.04548662155866623
0.02058018371462822,0.9999122023582458,0.0001481203071307391,-0.01708231121301651,1763260529.2565558,683.0,0.03515625,0.1638089418411255,,487.1828896999359,331520,,0.00010115207260241732,4366,0.0011695781722664833
,,,,1763260529.8923452,,,,500.0,487.8186790943146,332119,500.0,,4372,
-0.004218166694045067,0.6229907274246216,94.16638946533203,-0.001023322343826294,1763260530.594217,684.0,0.037109375,0.2031276524066925,,488.5205509662628,332672,,0.00010046082752523944,4378,0.0019011367112398148
,,,,1763260531.6387854,,,,500.0,489.56511926651,333619,500.0,,4387,
