charts/SPS,losses/clipfrac,_runtime,charts/episodic_return,_step,charts/learning_rate,_timestamp,losses/policy_loss,losses/old_approx_kl,losses/explained_variance,losses/entropy,losses/approx_kl,global_step,charts/episodic_length,losses/value_loss
1095.0,0.0,457.8790225982666,,4915,1.6129031791933812e-05,1763260513.0453067,0.0002139471471309662,2.0080246031284332e-05,-0.01002514362335205,0.5946928262710571,1.7760321497917175e-06,473216,,0.0011431239545345306
1095.0,0.0,458.3260266780853,,4920,1.582181175763253e-05,1763260513.4923108,0.00027296319603919983,-0.000509975478053093,0.013056695461273193,0.5914273858070374,2.391636371612549e-06,473728,,0.0011945519363507628
1095.0,0.0,459.37073826789856,,4932,1.5130568499444053e-05,1763260514.5370224,0.00014043576084077358,-0.0001090802252292633,-5.793571472167969e-05,0.5912123322486877,2.7194619178771973e-07,474880,,1283.701904296875
1095.0,0.0,459.48092246055603,,4933,1.5053763490868732e-05,1763260514.6472065,-0.0004700794816017151,2.2388063371181488e-05,0.016408920288085938,0.5770600438117981,3.1189993023872375e-06,475008,,0.0015154858119785786
1095.0,0.0,460.0707154273987,,4939,1.4669738447992131e-05,1763260515.2369995,0.00043053925037384033,-0.00010984577238559723,0.11632192134857178,0.5810708999633789,3.3713877201080322e-06,475648,,0.0011453231563791633
,,460.655232667923,500.0,4946,,1763260515.8215168,,,,,,476359,500.0,
1095.0,0.0,461.332617521286,,4953,1.3824885172653012e-05,1763260516.4989016,-0.002137545496225357,0.0003813421353697777,-0.12294471263885498,0.4859252870082855,8.513219654560089e-06,477056,,0.0019132726592943072
1095.0,0.0,461.7773926258087,,4958,1.3517665138351731e-05,1763260516.9436767,-0.0022756606340408325,-8.158385753631592e-06,-0.09247219562530518,0.5668383836746216,1.206621527671814e-05,477568,,0.0017206465126946568
1095.0,0.0,462.2567608356476,,4963,1.321044510405045e-05,1763260517.423045,-0.0005763694643974304,-0.0006267176941037178,-0.4769759178161621,0.5536356568336487,1.938082277774811e-06,478080,,0.001990691525861621
,,462.930468082428,500.0,4971,,1763260518.0967522,,,,,,478859,500.0,
1095.0,0.0,463.0777499675751,,4972,1.267281095351791e-05,1763260518.244034,-0.0006738714873790741,-7.89714977145195e-05,-0.00014388561248779297,0.5590060353279114,8.664093911647797e-06,478976,,392.84832763671875
1095.0,0.0,463.6334402561188,,4978,1.228878682013601e-05,1763260518.7997243,-0.0004507601261138916,-0.0006146244704723358,-0.05166733264923096,0.5632498860359192,2.956017851829529e-06,479616,,0.0010987395653501153
1095.0,0.0,463.8573076725006,,4981,1.213517680298537e-05,1763260519.0235918,0.0011953487992286682,-0.00023531634360551834,-4.5180320739746094e-05,0.5745030641555786,4.081986844539642e-06,479872,,1350.97802734375
1095.0,0.0,464.67833852767944,,4989,1.159754265245283e-05,1763260519.8446226,-0.0014394484460353851,0.0002178773283958435,-0.13318705558776855,0.5889152884483337,7.538124918937683e-06,480768,,0.0014143417356535792
1095.0,0.0,465.163982629776,,4994,1.129032261815155e-05,1763260520.3302667,-0.00010994449257850647,-0.00022998638451099396,-0.01372063159942627,0.5334866046905518,1.1604279279708862e-06,481280,,0.00127899507060647
1095.0,0.0,466.4309329986572,,5008,1.0445468433317728e-05,1763260521.597217,3.612786531448364e-05,5.300156772136688e-06,-0.04515254497528076,0.566690981388092,4.8549845814704895e-06,482688,,0.0015536013524979353
1095.0,0.0,466.7684180736542,,5013,1.0215053407591768e-05,1763260521.9347022,-0.0003918781876564026,-0.000828765332698822,-0.12149190902709961,0.541697084903717,3.332272171974182e-06,483072,,0.0014527009334415197
1095.0,0.0,467.0126602649689,,5015,1.0061444299935829e-05,1763260522.1789443,-0.00020793452858924866,-0.0002134963870048523,0.03875851631164551,0.620979905128479,6.94766640663147e-07,483328,,0.0012094422709196806
1095.0,0.0,469.0953061580658,,5039,8.678955055074766e-06,1763260524.2615902,-0.00015115365386009216,-2.866145223379135e-05,-0.16907143592834473,0.5715120434761047,1.3737007975578308e-06,485632,,0.0018885234603658319
1095.0,0.0,472.0846586227417,,5071,6.682027560600545e-06,1763260527.2509427,-0.00032961368560791016,-2.9591843485832214e-05,0.015202105045318604,0.6084091067314148,6.984919309616089e-07,488960,,0.0014150512870401144
1095.0,0.0,476.23281812667847,,5117,3.9170508898678236e-06,1763260531.3991022,-3.982335329055786e-05,2.316385507583618e-05,-7.462501525878906e-05,0.5681013464927673,6.891787052154541e-08,493568,,1012.16162109375
1095.0,0.0,476.7171893119812,,5122,3.609831082940218e-06,1763260531.8834734,-5.977600812911987e-05,-1.816730946302414e-05,1.0728836059570312e-05,0.6098281145095825,3.073364496231079e-08,494080,,1241.434814453125
1095.0,0.0,477.1620271205902,,5127,3.3026112760126125e-06,1763260532.3283112,5.8785080909729e-06,7.747020572423935e-05,-0.00013589859008789062,0.5983408093452454,4.936009645462036e-08,494592,,759.2709350585938
1096.0,0.0,477.27344036102295,,5128,3.2258064948109677e-06,1763260532.4397244,0.0001325160264968872,-8.607655763626099e-05,-0.15137720108032227,0.5604764819145203,8.177012205123901e-07,494720,,0.0015807183226570487
1096.0,0.0,478.41966438293457,,5140,2.457757318552467e-06,1763260533.5859485,-1.2733042240142822e-05,-1.4889054000377655e-05,0.211750328540802,0.5441076755523682,1.7695128917694092e-08,496000,,0.0011760616907849908
1096.0,0.0,478.8990168571472,,5146,2.150537738998537e-06,1763260534.065301,-3.196299076080322e-05,-2.174731343984604e-05,-0.00010406970977783203,0.5738383531570435,2.514570951461792e-08,496512,,987.2100830078125
,,479.2671673297882,500.0,5150,,1763260534.4334514,,,,,,497003,500.0,
1096.0,0.0,479.34583568573,,5151,1.8433179320709314e-06,1763260534.5121198,-7.936730980873108e-05,4.551839083433151e-05,-0.00030028820037841797,0.5857793092727661,5.681067705154419e-08,497024,,1287.56640625
1096.0,0.0,480.48849654197693,,5163,1.0752688694992685e-06,1763260535.6547806,-5.6352466344833374e-05,-7.888302206993103e-07,-0.07294225692749023,0.5709304809570312,2.3283064365386963e-08,498304,,0.0018589284736663103
,,480.62472796440125,500.0,5165,,1763260535.791012,,,,,,498503,500.0,
