global_step,losses/explained_variance,charts/SPS,losses/clipfrac,losses/old_approx_kl,charts/episodic_length,charts/learning_rate,_timestamp,losses/policy_loss,losses/entropy,charts/episodic_return,_step,_runtime,losses/approx_kl,losses/value_loss
479860,,,,,500.0,,1763260726.2623267,,,500.0,4963,667.825484752655,,
480640,0.5120913982391357,748.0,0.0,0.0015780460089445114,,1.1674346751533449e-05,1763260727.0372777,-0.00011900439858436584,0.4738110899925232,,4971,668.6004357337952,1.3902783393859863e-05,0.004078219179064035
480768,-0.3449310064315796,748.0,0.0,-0.0006479676812887192,,1.159754265245283e-05,1763260727.1480165,-0.00011937320232391357,0.4919843077659607,,4972,668.7111744880676,2.0774081349372864e-05,0.006579868495464325
481360,,,,,500.0,,1763260727.6262405,,,500.0,4978,669.1893985271454,,
481664,-2.67679762840271,749.0,0.0,0.0005735056474804878,,1.1059907592425589e-05,1763260727.9678562,-0.00019922107458114624,0.39384233951568604,,4981,669.5310142040253,5.49759715795517e-06,0.005557782482355833
482432,0.0025797486305236816,749.0,0.0,0.00027026887983083725,,1.0599078450468369e-05,1763260728.6410427,-0.00044717639684677124,0.3583908975124359,,4989,670.2042007446289,1.3780780136585236e-05,270.2593688964844
482944,0.005282223224639893,750.0,0.0,0.000344754196703434,,1.0291858416167088e-05,1763260729.1233888,0.0008761435747146606,0.37190163135528564,,4994,670.6865468025208,1.0025687515735626e-05,644.022705078125
484360,,,,,500.0,,1763260730.387985,,,500.0,5008,671.9511430263519,,
484864,0.001169741153717041,751.0,0.0,-0.00044052861630916595,,9.139785106526688e-06,1763260730.8681738,0.000987805426120758,0.4280335009098053,,5013,672.4313318729401,1.9837170839309692e-05,420.73883056640625
485120,0.6486303210258484,751.0,0.0,-0.0006644092500209808,,8.986175089376047e-06,1763260731.0889325,-0.0020992010831832886,0.4482211470603943,,5015,672.652090549469,3.946386277675629e-05,0.0031595102045685053
487552,0.46805089712142944,752.0,0.0,0.0011336682364344597,,7.526881745434366e-06,1763260733.2784293,-0.0005837343633174896,0.43883296847343445,,5039,674.841587305069,2.0998530089855194e-05,0.003724768990650773
490860,,,,,500.0,,1763260736.2280583,,,500.0,5071,677.7912163734436,,
495616,0.6388631463050842,756.0,0.0,-6.332993507385254e-05,,2.6881721169047523e-06,1763260740.502355,-4.062056541442871e-05,0.4524887502193451,,5117,682.0655131340027,1.8812716007232666e-07,0.0036688956897705793
496128,-0.5300307273864746,756.0,0.0,-7.1106478571891785e-06,,2.380952309977147e-06,1763260740.9401507,8.41459259390831e-05,0.44971489906311035,,5122,682.5033087730408,2.9336661100387573e-07,0.004203758202493191
496640,-0.24785983562469482,756.0,0.0,-1.3668090105056763e-05,,2.0737327304232167e-06,1763260741.413811,9.132921695709229e-05,0.39526575803756714,,5127,682.9769690036774,2.086162567138672e-07,0.005837827455252409
496768,0.07607847452163696,756.0,0.0,1.6473233699798584e-05,,1.9969277218478965e-06,1763260741.522131,-7.827766239643097e-05,0.4592665433883667,,5128,683.0852890014648,4.2654573917388916e-07,0.003915699198842049
497920,-0.0006171464920043945,757.0,0.0,1.959875226020813e-05,,1.305683554164716e-06,1763260742.5455737,-1.730397343635559e-05,0.40745943784713745,,5140,684.1087317466736,3.91155481338501e-08,584.9895629882812
498560,-1.5044293403625488,757.0,0.0,1.0378658771514893e-05,,9.216589660354657e-07,1763260743.0954945,-3.7709251046180725e-05,0.4358201324939728,,5146,684.6586525440216,1.434236764907837e-07,0.004918581806123257
498944,0.008419811725616455,758.0,0.0,-1.7313286662101746e-05,,6.912442245265993e-07,1763260743.4587643,-4.522502422332764e-06,0.3794907033443451,,5150,685.0219223499298,1.4901161193847656e-08,430.6075439453125
499072,0.23298054933547974,758.0,0.0,5.652196705341339e-06,,6.144393296381168e-07,1763260743.5701432,-5.375593900680542e-05,0.34784719347953796,,5151,685.1333012580872,1.3969838619232178e-08,0.00414228392764926
