charts/SPS,losses/clipfrac,charts/episodic_length,losses/approx_kl,_step,losses/value_loss,losses/entropy,charts/learning_rate,losses/old_approx_kl,_runtime,charts/episodic_return,global_step,losses/explained_variance,losses/policy_loss,_timestamp
679.0,0.0,,2.940557897090912e-05,3357,374.4399108886719,0.5833696126937866,0.00010614439088385552,-0.0007194094359874725,502.1039180755615,,323200,-8.785724639892578e-05,-0.0017490684986114502,1763260560.56395
680.0,0.0,,0.00023677479475736618,3360,0.00016385418712161481,0.5465129613876343,0.00010591397585812956,0.005322125740349293,502.4741554260254,,323584,-0.15856671333312988,-0.003424517810344696,1763260560.9341874
681.0,0.0,,4.938244819641113e-05,3377,0.0028648318257182837,0.5464863777160645,0.00010491551802260801,-0.0018475502729415894,503.9823534488678,,325248,0.13073760271072388,0.0031095296144485474,1763260562.4423854
683.0,0.0,,0.00024220440536737442,3398,0.00018876936519518495,0.6245138645172119,0.00010360983287682757,-0.007181684486567974,505.9528126716614,,327424,0.18797558546066284,0.0017954856157302856,1763260564.4128447
683.0,0.0,,6.133131682872772e-05,3401,291.14605712890625,0.5765030384063721,0.00010345622285967693,0.0018070507794618607,506.1784417629242,,327680,2.6702880859375e-05,0.0010816119611263275,1763260564.6384737
683.0,0.0,,1.2986361980438232e-05,3406,443.8682556152344,0.5919029712677002,0.00010314900282537565,0.0005329810082912445,506.6627016067505,,328192,-0.00011515617370605469,0.00012813881039619446,1763260565.1227336
683.0,0.0,,2.3989006876945496e-05,3407,0.0024002811405807734,0.5734987854957581,0.00010307219781680033,0.0017813649028539658,506.77465891838074,,328320,-0.0408247709274292,-0.0010706335306167603,1763260565.234691
684.0,0.0,,0.0004742806777358055,3419,187.7661895751953,0.4930860698223114,0.00010230414773104712,0.0041855862364172935,508.110205411911,,329600,-0.00013828277587890625,-0.0002138577401638031,1763260566.5702374
685.0,0.0,,2.859160304069519e-06,3426,0.00022703217109665275,0.5109914541244507,0.0001018433176795952,-3.773532807826996e-05,508.90994596481323,,330368,-0.143792986869812,0.00010363012552261353,1763260567.369978
,,500.0,,3428,,,,,509.07613015174866,500.0,330588,,,1763260567.5361621
685.0,0.0,,0.00013988837599754333,3435,0.00297151249833405,0.5252891778945923,0.00010130568261956796,6.836280226707458e-05,509.8682417869568,,331264,-0.012383103370666504,-0.0024062171578407288,1763260568.3282738
686.0,0.0,,1.069623976945877e-05,3450,0.002505461685359478,0.5334151983261108,0.00010038402251666412,-0.000441976822912693,511.4560685157776,,332800,-0.002515077590942383,-8.00667330622673e-05,1763260569.9161005
686.0,0.0,,6.323400884866714e-05,3451,0.0001551940804347396,0.5360356569290161,0.0001003072175080888,-0.004190999083220959,511.57632994651794,,332928,-0.10616779327392578,-0.0004221126437187195,1763260570.036362
687.0,0.0,,0.0001240503042936325,3462,0.00015540063031949103,0.5732186436653137,9.961597243091092e-05,-0.0024559013545513153,512.7340121269226,,334080,0.059136033058166504,-0.0013985633850097656,1763260571.194044
688.0,0.0,,2.0235776901245117e-05,3476,0.00019224020070396364,0.5702987313270569,9.877112461254e-05,-0.0005253404378890991,514.165201663971,,335488,0.20049327611923218,-0.00020287372171878815,1763260572.6252337
688.0,0.0,,5.008094012737274e-05,3479,0.002826927462592721,0.559441328048706,9.861751459538937e-05,-0.00083882175385952,514.409353017807,,335744,0.08508539199829102,-0.002372153103351593,1763260572.869385
689.0,0.0,,2.660788595676422e-05,3498,252.8294219970703,0.570692241191864,9.746543946675956e-05,-0.0010347496718168259,516.3255474567413,,337664,-4.5299530029296875e-06,0.0012284554541110992,1763260574.7855794
689.0,0.0,,1.508370041847229e-05,3503,398.7967224121094,0.5578533411026001,9.715821943245828e-05,-0.0010080654174089432,516.8261184692383,,338176,3.916025161743164e-05,0.0010196119546890259,1763260575.2861505
690.0,0.0,,2.4702399969100952e-05,3513,379.34210205078125,0.5537447929382324,9.654377936385572e-05,0.002112092450261116,517.8925454616547,,339200,-5.9604644775390625e-06,0.0005136542022228241,1763260576.3525774
691.0,0.0,,0.00042896438390016556,3525,0.00017043031402863562,0.5951364636421204,9.577572927810252e-05,-0.007284452207386494,519.0984618663788,,340480,0.011111080646514893,-0.0074116140604019165,1763260577.5584939
692.0,0.0,,1.4161691069602966e-05,3537,116.58277893066406,0.5665733814239502,9.508448420092463e-05,0.0007095076143741608,520.2896926403046,,341632,5.960464477539062e-07,0.00016316771507263184,1763260578.7497246
693.0,0.0,,0.00014330539852380753,3554,0.00021116461721248925,0.5690870881080627,9.400921408087015e-05,6.0228630900382996e-06,522.0997948646545,,343424,0.17156648635864258,0.0015658736228942871,1763260580.5598269
693.0,0.0,,1.474376767873764e-05,3555,0.00019375701958779246,0.6194391846656799,9.393240907229483e-05,-0.0025391122326254845,522.2197942733765,,343552,-0.04626643657684326,-0.00031510181725025177,1763260580.6798263
694.0,0.0,,5.786493420600891e-05,3576,0.0029052593745291233,0.5759570598602295,9.2626731202472e-05,0.0014187917113304138,524.4174938201904,,345728,-0.06942355632781982,0.003310061991214752,1763260582.8775258
694.0,0.0,,0.00013699382543563843,3578,0.00025330481003038585,0.6184506416320801,9.247312118532136e-05,-0.005584945902228355,524.6518180370331,,345984,-0.12042415142059326,0.0007579624652862549,1763260583.11185
694.0,0.0,,4.8578716814517975e-05,3581,0.0028026632498949766,0.578453004360199,9.231951116817072e-05,-0.0005507906898856163,524.9284574985504,,346240,-0.09918701648712158,0.0009409273043274879,1763260583.3884895
,,500.0,,3589,,,,,525.670027256012,500.0,347088,,,1763260584.1300592
696.0,0.0,,0.00013635028153657913,3613,0.0002072148199658841,0.5678830146789551,9.03225809452124e-05,-0.0058312928304076195,528.3081250190735,,349568,0.06883245706558228,-0.0017469488084316254,1763260586.768157
697.0,0.0,,0.00034955982118844986,3622,0.00027827033773064613,0.5504645109176636,8.978494588518515e-05,0.008032520301640034,529.2684075832367,,350464,-0.004457354545593262,-0.005162520334124565,1763260587.7284396
698.0,0.0,,1.294352114200592e-05,3640,0.0027992157265543938,0.4992441236972809,8.870967576513067e-05,0.0004148799926042557,531.137907743454,,352256,0.057706475257873535,0.001606423407793045,1763260589.5979397
699.0,0.0,,0.00017328094691038132,3656,0.00035310795647092164,0.6063313484191895,8.77112106536515e-05,-0.0010700980201363564,532.8763561248779,,353920,-0.017696857452392578,0.0015872158110141754,1763260591.336388
699.0,0.0,,0.00024698954075574875,3669,0.0005454095080494881,0.5564801096916199,8.694316784385592e-05,-0.005238627083599567,534.2550165653229,,355200,0.24763131141662598,-0.007140273228287697,1763260592.7150486
700.0,0.0,,3.925524652004242e-06,3679,0.0036829430609941483,0.5532258152961731,8.640553278382868e-05,-0.0001538516953587532,535.2744860649109,,356096,-0.42627203464508057,-0.00028407201170921326,1763260593.734518
700.0,0.0,,5.335453897714615e-05,3683,304.2520446777344,0.5986530780792236,8.617511775810272e-05,-0.0023151589557528496,535.6751751899719,,356480,0.0006026625633239746,0.0024184398353099823,1763260594.1352072
700.0,0.0,,8.50120559334755e-05,3684,0.0039664446376264095,0.548482358455658,8.60983127495274e-05,0.0006234133616089821,535.8363168239594,,356608,-0.2658625841140747,-0.007625099271535873,1763260594.2963488
701.0,0.0,,0.0005387822166085243,3711,0.0004676386888604611,0.5519648790359497,8.440860256087035e-05,-0.006123206578195095,538.7623534202576,,359424,-0.7998892068862915,-0.0036478042602539062,1763260597.2223854
701.0,0.0,,6.827618926763535e-05,3713,212.7853546142578,0.6303690671920776,8.433179755229503e-05,0.0005591204389929771,538.9192440509796,,359552,-4.649162292480469e-06,-0.000514734536409378,1763260597.379276
701.0,0.0,,0.00023048929870128632,3715,0.00030822158441878855,0.48761674761772156,8.417818753514439e-05,0.005081420764327049,539.1891238689423,,359808,-0.2924015522003174,0.0013047829270362854,1763260597.6491559
,,500.0,,3731,,,,,540.8756096363068,500.0,361466,,,1763260599.3356416
702.0,0.0,,0.00028662756085395813,3734,0.0004297779523767531,0.5911166667938232,8.302611240651459e-05,-0.0003862045705318451,541.2633516788483,,361728,-0.09447479248046875,0.0027282647788524628,1763260599.7233837
703.0,0.0,,7.374770939350128e-05,3755,0.00026526142028160393,0.5350245237350464,8.172042726073414e-05,-0.002148035913705826,544.2111449241638,,363904,-0.1872950792312622,-0.0011709481477737427,1763260602.671177
704.0,0.0,,1.560244709253311e-05,3775,0.0002908186288550496,0.6308372020721436,8.049155439948663e-05,0.0011930512264370918,546.2852551937103,,365952,0.011191725730895996,0.0006014108657836914,1763260604.7452872
704.0,0.0,,0.0001881299540400505,3779,0.00030470549245364964,0.5507150888442993,8.026113937376067e-05,-0.0030742669478058815,546.724497795105,,366336,0.05809861421585083,-0.004927352070808411,1763260605.1845298
705.0,0.0,,6.209313869476318e-05,3804,0.0002350218710489571,0.5872482657432556,7.872503920225427e-05,0.0016346797347068787,549.3662102222443,,368896,-0.12181878089904785,-0.00029250234365463257,1763260607.8262422
705.0,0.0,,3.999844193458557e-05,3807,0.002692874288186431,0.5601397156715393,7.857142918510363e-05,-0.0010701846331357956,549.6329762935638,,369152,0.22842854261398315,0.00045372266322374344,1763260608.0930083
707.0,0.0,,1.084897667169571e-05,3847,0.00028737186221405864,0.5651111602783203,7.611366891069338e-05,0.0009431997314095497,553.8321380615234,,373248,-0.026842236518859863,0.0003217235207557678,1763260612.29217
,,500.0,,3879,,,,,557.23410987854,500.0,376466,,,1763260615.6941419
709.0,0.0,,2.993457019329071e-05,3883,0.004485478159040213,0.5600250959396362,7.396313594654202e-05,0.00188547745347023,557.6718266010284,,376832,-0.21290349960327148,-0.0008516646921634674,1763260616.1318586
709.0,0.0,,4.609953612089157e-05,3884,0.0006272105383686721,0.618107795715332,7.38863309379667e-05,0.0018394691869616508,557.8022048473358,,376960,-0.3518540859222412,0.00043790414929389954,1763260616.2622368
709.0,0.0,,8.29668715596199e-05,3887,441.62615966796875,0.5552217364311218,7.373272092081606e-05,-0.0032660095021128654,558.093169927597,,377216,7.75456428527832e-05,0.00015552714467048645,1763260616.553202
,,500.0,,3891,,,,,558.5396056175232,500.0,377622,,,1763260616.9996376
710.0,0.0,,7.913727313280106e-05,3898,0.0023588156327605247,0.592236340045929,7.304147584363818e-05,0.000996503047645092,559.3246612548828,,378368,-0.18720972537994385,-0.0021900534629821777,1763260617.7846932
710.0,0.0,,0.00016923807561397552,3912,0.0027669332921504974,0.5987263321876526,7.219662074930966e-05,-0.0015525780618190765,560.8583950996399,,379776,-0.000950932502746582,-0.007316659204661846,1763260619.318427
,,500.0,,3915,,,,,561.149263381958,500.0,380122,,,1763260619.6092954
711.0,0.0,,2.0194798707962036e-05,3928,0.00032859534258022904,0.5844080448150635,7.11981556378305e-05,-0.00038263387978076935,562.6178517341614,,381440,-0.48288846015930176,0.0009410679340362549,1763260621.0778837
712.0,0.0,,9.632576256990433e-05,3944,0.0002694122667890042,0.6145337224006653,7.019969052635133e-05,-0.0005200160667300224,564.3970193862915,,383104,0.029090166091918945,-0.0028249770402908325,1763260622.8570514
,,500.0,,3945,,,,,564.4210467338562,500.0,383122,,,1763260622.8810787
712.0,0.0,,1.142360270023346e-05,3946,230.82887268066406,0.589204728603363,7.012288551777601e-05,0.00025414302945137024,564.5432827472687,,383232,2.0742416381835938e-05,0.00016326084733009338,1763260623.0033147
,,500.0,,3954,,,,,565.3732385635376,500.0,384122,,,1763260623.8332705
713.0,0.0,,1.0026618838310242e-05,3963,0.00040675015770830214,0.6155582070350647,6.904762267367914e-05,0.0012662317603826523,566.4521839618683,,385024,-0.09127914905548096,0.0010555684566497803,1763260624.912216
,,500.0,,3969,,,,,567.085590839386,500.0,385622,,,1763260625.5456228
713.0,0.0,,6.365403532981873e-05,3981,0.002604092936962843,0.5645930767059326,6.797235255362466e-05,-0.0005639605224132538,568.5127255916595,,386816,0.016325294971466064,-0.0007821545004844666,1763260626.9727576
713.0,0.0,,0.0003066454082727432,3983,0.00040114580770023167,0.5760705471038818,6.781874253647402e-05,0.003710312768816948,568.7503576278687,,387072,0.09308028221130371,-0.011700360104441643,1763260627.2103896
714.0,0.0,,0.00042799487709999084,3997,0.000514374696649611,0.593903660774231,6.69738874421455e-05,0.011321181431412697,570.2788536548615,,388480,0.12891042232513428,-0.0064825937151908875,1763260628.7388856
715.0,0.0,,4.565343260765076e-05,4020,0.002497707726433873,0.566861629486084,6.559139728778973e-05,-0.00040628574788570404,572.7598447799683,,390784,-0.15270936489105225,-0.0009385934099555016,1763260631.2198768
717.0,0.0,,3.154389560222626e-05,4059,0.0025887249503284693,0.6149617433547974,6.32104420219548e-05,-1.6298145055770874e-06,576.974725484848,,394752,-0.03175365924835205,-0.000561930239200592,1763260635.4347575
,,500.0,,4087,,,,,579.6851794719696,500.0,397622,,,1763260638.1452115
719.0,0.0,,1.0557472705841064e-05,4091,0.0003891497617587447,0.6088240742683411,6.121351907495409e-05,-0.000802038237452507,580.1856303215027,,398080,0.20032548904418945,-0.0009326674044132233,1763260638.6456623
719.0,0.0,,9.487662464380264e-05,4105,0.0003351756895426661,0.6291476488113403,6.036866398062557e-05,-0.0011474238708615303,581.5324800014496,,399488,0.17978066205978394,0.00034342706203460693,1763260639.992512
720.0,0.0,,0.0002167457714676857,4109,0.0015016207471489906,0.5832306742668152,6.013824895489961e-05,0.005665182135999203,581.9001879692078,,399872,0.09391295909881592,0.0016259411349892616,1763260640.36022
720.0,0.0,,5.963258445262909e-06,4115,0.00035229657078161836,0.5728124976158142,5.975422391202301e-05,0.0007745483890175819,582.5420141220093,,400512,-0.04665648937225342,-2.1755695343017578e-05,1763260641.002046
720.0,0.0,,2.6139430701732635e-05,4119,0.00039319382631219923,0.5842118263244629,5.952380888629705e-05,0.0016704397276043892,582.8980360031128,,400896,0.03320598602294922,0.0006804913282394409,1763260641.358068
722.0,0.0,,2.3777596652507782e-05,4144,0.00037456071004271507,0.5874307155609131,5.798771235276945e-05,0.00031368155032396317,585.4176807403564,,403456,0.10245668888092041,-0.0002386048436164856,1763260643.8777127
722.0,0.0,,1.2100674211978912e-05,4150,0.000290961645077914,0.5174434185028076,5.760368730989285e-05,0.0003738338127732277,586.048122882843,,404096,-0.2825758457183838,-9.441282600164413e-05,1763260644.5081549
723.0,0.0,,6.414391100406647e-05,4168,0.00041281749145127833,0.5970304012298584,5.6528417189838365e-05,-0.000821482390165329,587.8993005752563,,405888,-0.12091147899627686,0.0035109147429466248,1763260646.3593326
724.0,0.0,,5.427747964859009e-06,4184,0.0003148220421280712,0.5090063214302063,5.552995571633801e-05,0.0008329618722200394,589.537704706192,,407552,-0.1881263256072998,-0.001370951533317566,1763260647.9977367
724.0,0.0,,2.9690563678741455e-06,4194,0.00034844971378333867,0.6058334112167358,5.491551564773545e-05,-0.00014439597725868225,590.6117570400238,,408576,-0.06438255310058594,-0.0003264695405960083,1763260649.071789
724.0,0.0,,7.091276347637177e-05,4199,0.0003644208482000977,0.5839730501174927,5.4608295613434166e-05,0.002514757215976715,591.1423296928406,,409088,0.048216938972473145,0.0013086870312690735,1763260649.6023617
,,500.0,,4224,,,,,593.6209161281586,500.0,411622,,,1763260652.080948
,,500.0,,4229,,,,,594.1577839851379,500.0,412122,,,1763260652.617816
726.0,0.0,,0.00018432270735502243,4243,0.0005192675744183362,0.5909414887428284,5.1920123951276764e-05,0.001850350759923458,595.731287240982,,413568,0.0669218897819519,-0.00590618047863245,1763260654.1913192
726.0,0.0,,2.8050504624843597e-05,4246,0.002306804759427905,0.5511655807495117,5.1766513934126124e-05,-0.00011259596794843674,595.994845867157,,413824,-0.1458578109741211,0.0007874127477407455,1763260654.4548779
727.0,0.0,,6.5052881836891174e-06,4252,0.0005398754146881402,0.6090630292892456,5.138248889124952e-05,-0.0012016883119940758,596.6516404151917,,414464,-0.08329570293426514,5.034729838371277e-05,1763260655.1116724
,,500.0,,4254,,,,,596.792454957962,500.0,414622,,,1763260655.252487
727.0,0.0,,3.0878931283950806e-05,4255,297.24078369140625,0.5946717858314514,5.122887887409888e-05,-0.0012337025254964828,596.9108500480652,,414720,2.9146671295166016e-05,0.001756204292178154,1763260655.370882
,,500.0,,4273,,,,,598.7730228900909,500.0,416622,,,1763260657.2330549
728.0,0.0,,3.2901763916015625e-05,4276,0.0006545850192196667,0.5555859208106995,4.992319372831844e-05,-0.00023347511887550354,599.1082994937897,,416896,-0.06913149356842041,-0.002930290997028351,1763260657.5683315
728.0,0.0,,2.3332424461841583e-05,4277,0.0004386897780932486,0.6120338439941406,4.984638871974312e-05,-0.0009558247402310371,599.236319065094,,417024,0.050987958908081055,-0.0017398148775100708,1763260657.696351
,,500.0,,4278,,,,,599.28076004982,500.0,417122,,,1763260657.740792
,,500.0,,4288,,,,,600.3369605541229,500.0,418122,,,1763260658.7969925
728.0,0.0,,9.297393262386322e-06,4290,0.00197709072381258,0.6114453077316284,4.907834227196872e-05,0.0010219858959317207,600.6013836860657,,418304,-0.1795368194580078,-0.0008866488933563232,1763260659.0614157
728.0,0.0,,2.148561179637909e-06,4292,0.0004726284241769463,0.623042106628418,4.892473225481808e-05,-0.0007511647418141365,600.8261089324951,,418560,0.03719896078109741,-0.00027045607566833496,1763260659.286141
729.0,0.0,,4.318542778491974e-06,4314,351.0499267578125,0.6058728098869324,4.761904710903764e-05,-0.0001498376950621605,603.0278091430664,,420736,-1.5497207641601562e-06,4.7944486141204834e-05,1763260661.4878411
730.0,0.0,,1.4093704521656036e-05,4318,0.0024718090426176786,0.5763427019119263,4.738863208331168e-05,-0.0008706757798790932,603.4290256500244,,421120,-0.08500957489013672,-0.0003655180335044861,1763260661.8890576
731.0,0.0,,1.877453178167343e-05,4346,0.000663089333102107,0.5770124793052673,4.569892553263344e-05,0.0007427884265780449,606.1901941299438,,423936,0.08823341131210327,-0.0008062869310379028,1763260664.650226
,,483.0,,4366,,,,,608.0452566146851,483.0,425885,,,1763260666.5052886
732.0,0.0,,4.71901148557663e-06,4372,0.0008521751151420176,0.5495006442070007,4.4162825361127034e-05,-0.0008015958592295647,608.5955264568329,,426496,0.02111804485321045,-0.00015972135588526726,1763260667.0555584
733.0,0.0,,2.6050955057144165e-05,4377,0.0007625357829965651,0.6210323572158813,4.385560532682575e-05,-0.0012940280139446259,609.0876023769379,,427008,0.013221979141235352,1.8961727619171143e-06,1763260667.5476344
733.0,0.0,,1.276843249797821e-06,4378,0.0006237340276129544,0.6060850024223328,4.377880031825043e-05,0.00035901647061109543,609.1986682415009,,427136,-0.012505054473876953,0.0003505535423755646,1763260667.6587002
733.0,0.0,,3.8166530430316925e-05,4387,0.0021516969427466393,0.5659139156341553,4.331797390477732e-05,-0.00040282029658555984,609.8795509338379,,427904,-0.02559828758239746,-0.0020632147789001465,1763260668.339583
734.0,0.0,,3.3425167202949524e-06,4396,369.8055419921875,0.5744583606719971,4.2780338844750077e-05,-0.0003908975049853325,610.7046015262604,,428800,-3.5762786865234375e-06,0.00028161704540252686,1763260669.1646335
735.0,0.0,,1.0003335773944855e-05,4413,0.000532422389369458,0.5714361667633057,4.170506872469559e-05,0.0004001585766673088,612.3572976589203,,430592,0.037647902965545654,1.7017126083374023e-05,1763260670.8173296
735.0,0.0,,9.121373295783997e-06,4415,471.626708984375,0.5713356137275696,4.162826371612027e-05,0.0001088269054889679,612.4717764854431,,430720,-2.7418136596679688e-06,0.00017090141773223877,1763260670.9318085
737.0,0.0,,5.2247196435928345e-06,4456,0.0006983280181884766,0.6227279901504517,3.917050707968883e-05,0.0005331654101610184,616.2144401073456,,434816,-0.006110787391662598,-0.00021988153457641602,1763260674.674472
738.0,0.0,,9.510666131973267e-06,4470,0.001971543300896883,0.5794722437858582,3.832565198536031e-05,0.001109093427658081,617.4862909317017,,436224,-0.012771248817443848,-0.0009091049432754517,1763260675.946323
,,500.0,,4478,,,,,618.1651041507721,500.0,437001,,,1763260676.6251361
738.0,0.0,,1.228228211402893e-05,4480,286.82830810546875,0.5663498640060425,3.778801692533307e-05,-0.0007016044110059738,618.3097624778748,,437120,-4.744529724121094e-05,0.002696242183446884,1763260676.7697945
739.0,0.0,,3.1363219022750854e-05,4492,0.0006584762595593929,0.6014919281005859,3.701997047755867e-05,-0.00036661140620708466,619.5239689350128,,438400,-0.012950539588928223,-0.0015365034341812134,1763260677.984001
739.0,0.0,,5.141831934452057e-06,4496,0.0008761236676946282,0.5579765439033508,3.678955545183271e-05,-0.0001373523846268654,619.8608660697937,,438784,-0.11563074588775635,-0.00015944242477416992,1763260678.320898
,,500.0,,4498,,,,,620.0127503871918,500.0,439026,,,1763260678.4727824
740.0,0.0,,2.0869076251983643e-05,4520,0.0019312856020405889,0.5989516377449036,3.533026028890163e-05,0.0003304090350866318,622.0757331848145,,441216,-0.0230562686920166,-3.9674341678619385e-05,1763260680.5357652
741.0,0.0,,4.344526678323746e-05,4522,0.0006417635013349354,0.5159318447113037,3.5176650271750987e-05,-0.0018526418134570122,622.2972183227539,,441472,-0.29398608207702637,0.00020311400294303894,1763260680.7572503
741.0,0.0,,5.768612027168274e-06,4524,445.4036865234375,0.5863325595855713,3.5099845263175666e-05,0.00064835324883461,622.4107575416565,,441600,2.384185791015625e-07,-2.2996217012405396e-05,1763260680.8707895
741.0,0.0,,8.472241461277008e-06,4525,0.0019253664650022984,0.5883832573890686,3.5023040254600346e-05,-0.0011097276583313942,622.5231332778931,,441728,-0.0363614559173584,0.0009902827441692352,1763260680.9831653
741.0,0.0,,2.5412067770957947e-05,4527,0.000543482368811965,0.5814264416694641,3.4869430237449706e-05,-7.82310962677002e-07,622.7818772792816,,441984,0.04038971662521362,-0.0008045081049203873,1763260681.2419093
741.0,0.0,,1.64862722158432e-05,4531,0.0006575147272087634,0.5548343062400818,3.4639015211723745e-05,-0.00016195885837078094,623.1184778213501,,442368,0.013807475566864014,-0.00014059152454137802,1763260681.5785098
,,500.0,,4533,,,,,623.2429196834564,500.0,442526,,,1763260681.7029517
741.0,0.0,,1.101754605770111e-06,4534,289.52825927734375,0.5625240802764893,3.448540883255191e-05,7.310602813959122e-05,623.3438320159912,,442624,1.806020736694336e-05,9.08970832824707e-06,1763260681.803864
,,500.0,,4543,,,,,624.1678845882416,500.0,443526,,,1763260682.6279166
742.0,0.0,,1.0398216545581818e-05,4555,0.0007994507323019207,0.608683168888092,3.317972368677147e-05,8.703302592039108e-05,625.3227787017822,,444800,-0.09115540981292725,-0.0002591460943222046,1763260683.7828107
,,500.0,,4557,,,,,625.4696938991547,500.0,445026,,,1763260683.929726
743.0,0.0,,6.370246410369873e-06,4562,0.001898996764793992,0.6078227758407593,3.2795698643894866e-05,0.0003371238708496094,625.9298691749573,,445440,0.09402358531951904,0.000409470871090889,1763260684.3899012
744.0,0.0,,2.9616057872772217e-07,4576,0.0020278263837099075,0.5624659061431885,3.1950843549566343e-05,8.898600935935974e-05,627.1980731487274,,446848,2.759695053100586e-05,-0.00010086223483085632,1763260685.6581051
745.0,0.0,,1.8754974007606506e-05,4604,0.0008404087275266647,0.5532564520835876,3.0261136998888105e-05,0.0006065666675567627,629.7385747432709,,449664,-0.13773822784423828,-0.0013245902955532074,1763260688.1986067
745.0,0.0,,3.3993273973464966e-07,4613,783.633544921875,0.6403930187225342,2.9800306947436184e-05,-0.00011032726615667343,630.4573760032654,,450432,0.00012058019638061523,0.00012481212615966797,1763260688.917408
746.0,0.0,,5.8135949075222015e-05,4626,0.0008435661438852549,0.5751005411148071,2.8955453672097065e-05,-0.001240571029484272,631.7265157699585,,451840,-0.00834190845489502,0.0011663427576422691,1763260690.1865478
747.0,0.0,,2.9923394322395325e-06,4635,330.6363220214844,0.582609236240387,2.8494623620645143e-05,-0.00033754389733076096,632.4406144618988,,452608,-7.18832015991211e-05,-0.00018458440899848938,1763260690.9006464
747.0,0.0,,2.314336597919464e-06,4641,0.002171676605939865,0.5588077306747437,2.8110598577768542e-05,0.00045960862189531326,633.031289100647,,453248,0.17806380987167358,-0.0006076022982597351,1763260691.491321
,,500.0,,4644,,,,,633.2913453578949,500.0,453603,,,1763260691.7513773
748.0,0.0,,5.7658180594444275e-06,4661,0.001971878344193101,0.5269206762313843,2.688172025955282e-05,-0.000763733871281147,634.8578405380249,,455296,-0.04020845890045166,0.001056380569934845,1763260693.3178725
749.0,0.0,,8.209608495235443e-06,4675,0.0019107165280729532,0.6350263953208923,2.6113671992789023e-05,-0.001104104332625866,636.0124475955963,,456576,-0.02886033058166504,-0.0003431253135204315,1763260694.4724796
750.0,0.0,,2.0386651158332825e-06,4691,0.002542302245274186,0.5806291699409485,2.519201188988518e-05,0.0002811616286635399,637.4331920146942,,458112,0.10811412334442139,0.00027948617935180664,1763260695.893224
,,500.0,,4709,,,,,639.0600917339325,500.0,459967,,,1763260697.5201237
751.0,0.0,,3.3136457204818726e-06,4713,648.6747436523438,0.4827937185764313,2.388632856309414e-05,-3.2300129532814026e-05,639.4050135612488,,460288,8.463859558105469e-05,0.0001323297619819641,1763260697.8650455
752.0,0.0,,1.8143095076084137e-05,4738,0.001209116424433887,0.590046226978302,2.2350230210577138e-05,-8.88453796505928e-05,641.704350233078,,462848,-0.059696316719055176,-0.0014715641736984253,1763260700.1643822
752.0,0.0,,1.85500830411911e-05,4739,0.0011019331868737936,0.6258225440979004,2.2273425202001818e-05,0.0006668660789728165,641.8148391246796,,462976,0.005945324897766113,-0.0006158724427223206,1763260700.274871
752.0,0.0,,6.595626473426819e-06,4741,389.3434753417969,0.6129478812217712,2.2196620193426497e-05,-0.0001852475106716156,641.9310703277588,,463104,0.00014907121658325195,-0.000476740300655365,1763260700.3911023
752.0,0.0,,3.168359398841858e-06,4743,0.0011262096231803298,0.6211923360824585,2.2043010176275857e-05,-0.0002242736518383026,642.1559793949127,,463360,-0.06963539123535156,-0.000106053426861763,1763260700.6160114
753.0,0.0,,1.1380761861801147e-06,4754,0.000980336219072342,0.6445262432098389,2.1351766918087378e-05,0.0002544671297073364,643.1967129707336,,464512,0.05716735124588013,-0.0002274438738822937,1763260701.656745
,,500.0,,4755,,,,,643.2096002101898,500.0,464542,,,1763260701.6696322
754.0,0.0,,1.601874828338623e-06,4772,424.46002197265625,0.567299485206604,2.0430106815183535e-05,-0.0003265552222728729,644.6134433746338,,466048,-5.125999450683594e-06,-0.00028244778513908386,1763260703.0734754
754.0,0.0,,6.8070366978645325e-06,4786,0.0013094180030748248,0.5769778490066528,1.9585253539844416e-05,0.0003684321418404579,645.8859779834747,,467456,0.24514049291610718,-0.0013117417693138123,1763260704.34601
754.0,0.0,,1.9094906747341156e-05,4787,0.0011344555532559752,0.5512865781784058,1.9508448531269096e-05,0.0005063610151410103,645.9976432323456,,467584,-0.07454812526702881,0.0006980933248996735,1763260704.4576752
,,500.0,,4788,,,,,646.0091187953949,500.0,467611,,,1763260704.4691508
755.0,0.0,,2.635642886161804e-07,4796,0.00127863185480237,0.577440083026886,1.8970813471241854e-05,0.000473816879093647,646.814085483551,,468480,0.03652089834213257,-6.5583735704422e-05,1763260705.2741175
755.0,0.0,,7.062219083309174e-06,4799,0.001514448318630457,0.5586211085319519,1.8817203454091214e-05,-0.00033273082226514816,647.0399165153503,,468736,2.199411392211914e-05,-0.0004821140319108963,1763260705.4999485
755.0,0.0,,1.2479722499847412e-07,4806,396.1561279296875,0.5275465250015259,1.8433180230204016e-05,7.278472185134888e-05,647.6357688903809,,469376,0.00045305490493774414,5.669891834259033e-06,1763260706.0958009
755.0,0.0,,1.1362135410308838e-07,4809,0.0024905099999159575,0.6334092617034912,1.8279570213053375e-05,0.00020884722471237183,647.863180398941,,469632,0.007938623428344727,-2.250075340270996e-05,1763260706.3232124
756.0,0.0,,8.409842848777771e-07,4813,253.30328369140625,0.5912091135978699,1.8049155187327415e-05,2.2730790078639984e-05,648.2020070552826,,470016,-2.6226043701171875e-05,0.00041235052049160004,1763260706.662039
