_runtime,losses/policy_loss,charts/learning_rate,_timestamp,global_step,charts/SPS,charts/episodic_return,losses/clipfrac,charts/episodic_length,losses/entropy,losses/approx_kl,_step,losses/value_loss,losses/old_approx_kl,losses/explained_variance
30.222432374954224,-0.016729168593883514,0.0002840245724655688,1763260039.2795973,26752,1007.0,,0.013671875,,0.5558185577392578,0.0037264078855514526,481,0.9303602576255798,-0.013319283723831177,0.9944151639938354
30.724919080734253,,,1763260039.782084,27285,,116.0,,116.0,,,490,,,
31.564833879470825,,,1763260040.6219988,28176,,116.0,,116.0,,,504,,,
32.14452242851257,0.0019787251949310303,0.00028279569232836366,1763260041.2016873,28800,1011.0,,0.0,,0.5367975234985352,0.0010317526757717133,515,26.060108184814453,0.013159014284610748,0.7900281548500061
33.09956359863281,-0.015169702470302582,0.0002821812522597611,1763260042.1567285,29824,1013.0,,0.0,,0.5068531632423401,0.0025426791980862617,530,0.2516784369945526,-0.005561382509768009,0.9986048340797424
33.62668299674988,,,1763260042.683848,30432,,158.0,,158.0,,,539,,,
34.17428398132324,,,1763260043.231449,30984,,191.0,,191.0,,,547,,,
34.6683247089386,,,1763260043.7254896,31490,,56.0,,56.0,,,555,,,
35.12326407432556,-0.011158492416143417,0.00028087556711398065,1763260044.180429,32000,1017.0,,0.0,,0.5833001136779785,0.0015095723792910576,559,0.6874156594276428,0.016019750386476517,0.9823707342147827
35.74437189102173,,,1763260044.8015368,32678,,224.0,,224.0,,,568,,,
37.6022310256958,-0.003443674184381962,0.0002792626619338989,1763260046.659396,34688,1022.0,,0.0,,0.579752504825592,0.0009833844378590584,595,0.8827238082885742,0.019020482897758484,0.6244596242904663
38.93486428260803,,,1763260047.9920292,36100,,313.0,,313.0,,,614,,,
40.36767935752869,5.850940942764282e-05,0.00027749614673666656,1763260049.4248443,37632,1025.0,,0.0,,0.5168009996414185,0.0006990591064095497,630,0.3657416105270386,0.014622348360717297,0.19269227981567383
40.89214110374451,,,1763260049.949306,38226,,347.0,,347.0,,,636,,,
41.322253465652466,0.015296174213290215,0.000276881706668064,1763260050.3794184,38656,1026.0,,0.00390625,,0.5294943451881409,0.0018843049183487892,640,0.2378150075674057,-0.010017995722591877,0.9292117357254028
42.067891120910645,,,1763260051.125056,39496,,249.0,,249.0,,,650,,,
43.11568856239319,0.003423169255256653,0.00027572966064326465,1763260052.1728535,40576,1028.0,,0.0,,0.4900895357131958,0.0005892990157008171,664,0.2537875175476074,0.0018666880205273628,0.2583223581314087
44.74972987174988,0.003378087654709816,0.00027465439052321017,1763260053.8068948,42368,1031.0,,0.0,,0.41071438789367676,0.00025587715208530426,684,36.846500396728516,0.011177953332662582,0.8528279662132263
45.19595408439636,0.015167530626058578,0.0002744239754974842,1763260054.253119,42752,1029.0,,0.0,,0.524550199508667,0.0003899103030562401,689,22.97844886779785,-0.000241733156144619,0.9231005907058716
45.78000807762146,-0.02304987795650959,0.0002740399504546076,1763260054.837173,43392,1030.0,,0.0,,0.42474788427352905,0.0016923295333981514,698,1.7048938274383545,0.01096066739410162,0.9864214062690735
46.01746392250061,-0.014930158853530884,0.00027388634043745697,1763260055.0746288,43648,1030.0,,0.009765625,,0.5175744295120239,0.005794234573841095,702,0.7005933523178101,0.0004176562651991844,0.9863560199737549
46.31863522529602,,,1763260055.3758001,43996,,151.0,,151.0,,,707,,,
48.06769919395447,-0.001753704622387886,0.00027265746030025184,1763260057.124864,45696,1029.0,,0.0,,0.44945597648620605,0.00012109149247407913,729,1.3789722919464111,-0.004331341944634914,0.9937410950660706
51.094592809677124,,,1763260060.1517577,48145,,375.0,,375.0,,,757,,,
51.85985255241394,-0.006274677813053131,0.0002708909451030195,1763260060.9170175,48640,1009.0,,0.0,,0.4879343509674072,0.0008454024791717529,762,5.711442470550537,-0.011837467551231384,-0.006799221038818359
52.442835569381714,0.0007271762005984783,0.0002706605300772935,1763260061.5000005,49024,1005.0,,0.0,,0.49975523352622986,0.0008839871734380722,767,106.51177215576172,0.004189286381006241,0.0042092204093933105
53.66803336143494,0.010902613401412964,0.0002701997000258416,1763260062.7251983,49792,995.0,,0.001953125,,0.5390897393226624,0.002964397892355919,775,0.062418434768915176,0.019875749945640564,0.5563274621963501
55.53854179382324,-0.0011709630489349365,0.0002695084549486637,1763260064.5957067,50944,982.0,,0.0,,0.5390386581420898,0.00447017140686512,788,0.05015689507126808,0.0058621373027563095,-0.0349959135055542
56.67711162567139,0.008498106151819229,0.00026897081988863647,1763260065.7342765,51840,977.0,,0.0,,0.519573450088501,0.0012465324252843857,797,0.0431525856256485,-0.008676530793309212,-0.018292546272277832
57.721527338027954,-0.0038452818989753723,0.00026843318482860923,1763260066.7786922,52736,975.0,,0.0,,0.5279437303543091,0.000826624222099781,806,0.03448104485869408,-0.005552918650209904,0.005754292011260986
58.72096300125122,0.0010573863983154297,0.0002679723547771573,1763260067.778128,53504,971.0,,0.0,,0.5405080914497375,0.0002610664814710617,815,3.5397679805755615,-0.0021960344165563583,-0.0001347064971923828
63.78970265388489,0.015886735171079636,0.00026551459450274706,1763260072.8468676,57600,958.0,,0.0,,0.5617451667785645,0.002552472986280918,863,0.05941127613186836,-0.015044908039271832,-0.0035877227783203125
64.4448869228363,,,1763260073.5020518,58225,,100.0,,100.0,,,872,,,
64.83264493942261,-0.01958688162267208,0.0002649769594427198,1763260073.8898098,58496,956.0,,0.0,,0.5813866257667542,0.0010663429275155067,876,6.773736000061035,0.011523843742907047,-1.8477439880371094e-05
68.16817903518677,-0.031002376228570938,0.00026328724925406277,1763260077.225344,61312,950.0,,0.0,,0.6146218180656433,0.0032653063535690308,922,22.435598373413086,0.029016781598329544,0.2629193663597107
68.86766219139099,-0.00151139497756958,0.0002629800292197615,1763260077.924827,61824,948.0,,0.0,,0.47376886010169983,0.0009230440482497215,930,142.88133239746094,-0.0038456590846180916,0.001675724983215332
69.54193353652954,-0.004563469439744949,0.0002625960041768849,1763260078.5990984,62464,948.0,,0.0,,0.5633633732795715,0.0003451574593782425,938,0.011372270062565804,0.0021704137325286865,0.9250242114067078
69.80326867103577,-0.06846372783184052,0.00026244239415973425,1763260078.8604336,62720,948.0,,0.09765625,,0.5609836578369141,0.017563896253705025,941,0.02072644978761673,0.03559903800487518,0.9826447367668152
