losses/old_approx_kl,losses/value_loss,charts/episodic_length,losses/entropy,global_step,charts/episodic_return,losses/explained_variance,charts/learning_rate,losses/clipfrac,_step,_runtime,_timestamp,charts/SPS,losses/policy_loss,losses/approx_kl
0.057859666645526886,2.4821019906084985e-05,,0.35253533720970154,162048,,-0.034421563148498535,0.00020284178026486188,0.037109375,2052,234.72091794013977,1763260243.7356908,699.0,0.008575439453125,0.011226272210478783
-0.021183274686336517,0.004771159030497074,,0.26122570037841797,163840,,0.1717444658279419,0.0002017665101448074,0.025390625,2070,237.63388752937317,1763260246.6486604,698.0,-0.015908651053905487,0.0023455899208784103
0.003970763646066189,3.222056693630293e-05,,0.23703062534332275,164480,,-0.049416184425354004,0.0002013824851019308,0.013671875,2076,238.69819903373718,1763260247.712972,698.0,0.0007102359086275101,0.004948128946125507
,,500.0,,166155,500.0,,,,2093,241.54498600959778,1763260250.559759,,,
0.015124274417757988,35.569313049316406,,0.3107328712940216,166272,,-6.496906280517578e-05,0.00020030721498187631,0.0,2094,241.75896406173706,1763260250.773737,696.0,0.00042157433927059174,0.0016362722963094711
,,500.0,,168655,500.0,,,,2117,245.6775381565094,1763260254.692311,,,
0.04280581325292587,8.60173622641014e-06,,0.19981609284877777,171648,,0.1834990382194519,0.0001970814191736281,0.048828125,2146,250.4576609134674,1763260259.4724338,693.0,-0.024099208414554596,0.007457203231751919
-0.015655383467674255,7.653717994689941,,0.2367388755083084,171776,,-1.9550323486328125e-05,0.00019700461416505277,0.009765625,2148,250.6721224784851,1763260259.6868954,693.0,-0.0015225522220134735,0.001241534948348999
0.014644789509475231,6.191807187860832e-05,,0.30245888233184814,172544,,0.2052949070930481,0.00019654378411360085,0.029296875,2155,251.79800724983215,1763260260.8127801,693.0,-0.0074507929384708405,0.004745096899569035
7.124058902263641e-05,273.3072814941406,,0.2688843905925751,174208,,-5.602836608886719e-06,0.0001955453190021217,0.0,2172,254.31645822525024,1763260263.331231,693.0,0.0008097440004348755,4.599615931510925e-05
,,500.0,,175557,500.0,,,,2185,256.2583181858063,1763260265.273091,,,
0.029267624020576477,0.00011506387090776116,,0.24059727787971497,176256,,0.6720491647720337,0.00019431643886491656,0.05078125,2192,257.36200428009033,1763260266.3767772,693.0,0.004845689982175827,0.013012898154556751
,,461.0,,176829,461.0,,,,2198,258.18964743614197,1763260267.2044203,,,
-0.007446306757628918,0.8856620788574219,,0.1940227746963501,176896,,0.0002377629280090332,0.00019393241382203996,0.001953125,2199,258.37652492523193,1763260267.3912978,693.0,-0.0017510782927274704,0.000365658663213253
0.012191267684102058,0.0004024025402031839,,0.20849093794822693,178048,,0.8644575476646423,0.00019324116874486208,0.017578125,2211,260.1548194885254,1763260269.1695924,692.0,-0.00811956450343132,0.005454045720398426
-0.004815110936760902,3.641357183456421,,0.13538536429405212,178304,,-0.0025452375411987305,0.00019308755872771144,0.0,2214,260.5782380104065,1763260269.593011,692.0,-0.001521274447441101,0.00021930038928985596
,,349.0,,178839,349.0,,,,2220,261.42622804641724,1763260270.441001,,,
-0.0007633278146386147,1.7244714498519897,,0.16674672067165375,179072,,0.026333093643188477,0.00019262672867625952,0.01171875,2223,261.87621903419495,1763260270.890992,692.0,-0.01267249882221222,0.00024980586022138596
0.0008680876344442368,0.0036166617646813393,,0.22688469290733337,179328,,0.9381836652755737,0.00019247311865910888,0.0,2225,262.26380491256714,1763260271.2785778,692.0,-0.002353280782699585,0.0003016013652086258
,,319.0,,179343,319.0,,,,2226,262.3120243549347,1763260271.3267972,,,
0.00014699436724185944,4.551591396331787,,0.10222243517637253,179456,,0.025617897510528564,0.00019239631365053356,0.0078125,2227,262.50698375701904,1763260271.5217566,691.0,-0.00014874525368213654,5.7209283113479614e-05
-0.008016442880034447,0.2855379581451416,,0.18012654781341553,179712,,-0.010455846786499023,0.00019224270363338292,0.021484375,2231,263.01066398620605,1763260272.0254369,691.0,-0.003944270312786102,0.0021835733205080032
-0.013063957914710045,0.003113141283392906,,0.17538373172283173,180096,,0.8999912738800049,0.00019201228860765696,0.04296875,2235,263.5818614959717,1763260272.5966344,691.0,-0.00700504332780838,0.004492774605751038
0.0020567113533616066,141.4034423828125,,0.16283760964870453,180480,,0.04864776134490967,0.000191781873581931,0.015625,2241,264.2206709384918,1763260273.2354438,691.0,0.00023360177874565125,0.00047873612493276596
,,159.0,,181069,159.0,,,,2248,265.1192808151245,1763260274.1340537,,,
,,142.0,,181211,142.0,,,,2250,265.3741729259491,1763260274.3889458,,,
,,216.0,,181427,216.0,,,,2253,265.8131191730499,1763260274.827892,,,
0.001567041501402855,140.98849487304688,,0.231134831905365,183040,,0.043873369693756104,0.0001902457734104246,0.0,2272,268.58405923843384,1763260277.5988321,689.0,0.00031808018684387207,0.0001760423183441162
,,500.0,,183905,500.0,,,,2280,269.81906747817993,1763260278.8338404,,,
,,500.0,,185405,500.0,,,,2295,272.0628023147583,1763260281.0775752,,,
-0.012277035973966122,0.01604543626308441,,0.2537742257118225,185728,,0.9731965065002441,0.00018863286823034286,0.0,2298,272.4998691082001,1763260281.514642,689.0,0.003394145518541336,0.0007905168458819389
,,500.0,,186905,500.0,,,,2310,274.106618642807,1763260283.1213915,,,
-0.020170088857412338,0.004949330352246761,,0.2625177204608917,187136,,0.9483550190925598,0.00018778801313601434,0.017578125,2312,274.4935109615326,1763260283.5082839,689.0,-0.016454819589853287,0.0025652218610048294
0.053015563637018204,0.00020224628678988665,,0.1863420605659485,187776,,0.7365900278091431,0.00018740398809313774,0.060546875,2318,275.4321756362915,1763260284.4469485,689.0,-0.018230576068162918,0.02281542867422104
-0.003426525741815567,0.0031412739772349596,,0.146964892745018,188160,,0.9818831086158752,0.00018717357306741178,0.015625,2322,276.0950355529785,1763260285.1098084,689.0,-0.0009268932044506073,8.718855679035187e-05
,,500.0,,188405,500.0,,,,2324,276.3541090488434,1763260285.368882,,,
,,500.0,,188905,500.0,,,,2329,277.2086932659149,1763260286.2234662,,,
,,500.0,,189905,500.0,,,,2339,278.85052013397217,1763260287.865293,,,
-0.003943516872823238,5.5995707953115925e-05,,0.1800670027732849,190336,,0.048276662826538086,0.00018586790247354656,0.009765625,2343,279.5340654850006,1763260288.5488384,688.0,-0.00196114182472229,0.0029906174167990685
-0.00023839250206947327,5.218901605985593e-06,,0.15083535015583038,190848,,0.4260760545730591,0.00018556068243924528,0.0,2348,280.31762623786926,1763260289.3323991,688.0,0.0003887619823217392,4.9076974391937256e-05
,,500.0,,191405,500.0,,,,2354,281.144403219223,1763260290.159176,,,
0.025369498878717422,4.552610334940255e-05,,0.3455856740474701,192384,,0.2384430170059204,0.00018463902233634144,0.01171875,2363,282.7572236061096,1763260291.7719965,687.0,-0.005150258541107178,0.0021093441173434258
0.0007862430065870285,16.64997673034668,,0.24566274881362915,194944,,0.00034558773040771484,0.00018310292216483504,0.0,2389,286.90343976020813,1763260295.9182127,686.0,-0.0012060105800628662,0.0001634787768125534
0.008582863956689835,1.2620457709999755e-05,,0.2708290219306946,198784,,-0.047374844551086426,0.00018079877190757543,0.0,2426,292.8408784866333,1763260301.8556514,686.0,-0.006159454584121704,0.00023071467876434326
-0.009780626744031906,3.98174743168056e-05,,0.3415372371673584,199168,,0.31295347213745117,0.00018056835688184947,0.0,2430,293.3882064819336,1763260302.4029794,686.0,-0.0014356039464473724,0.001577131450176239
0.0077377669513225555,0.004141239449381828,,0.347199410200119,201088,,-0.2458794116973877,0.00017941628175321966,0.0,2449,296.46738743782043,1763260305.4821603,685.0,-0.0020822137594223022,0.0005179587751626968
0.02138769067823887,5.168528332433198e-06,,0.4258604943752289,202752,,0.34621304273605347,0.0001784178166417405,0.0,2465,298.9491662979126,1763260307.9639392,685.0,-0.006063051521778107,0.002002195455133915
0.008705238811671734,0.005784632638096809,,0.416206955909729,205568,,0.6281114816665649,0.00017672810645308346,0.001953125,2493,303.2488262653351,1763260312.2635992,684.0,-0.012462012469768524,0.0014735506847500801
,,500.0,,206905,500.0,,,,2506,305.0579562187195,1763260314.072729,,,
0.01885656639933586,5.87935428484343e-05,,0.32374322414398193,207744,,0.8888001441955566,0.000175422421307303,0.0078125,2514,306.27792596817017,1763260315.2926989,685.0,-0.012612719088792801,0.0013010771945118904
0.011038999073207378,0.00016159319784492254,,0.32383203506469727,207872,,0.8498628735542297,0.0001753456162987277,0.005859375,2515,306.44491505622864,1763260315.459688,685.0,-0.0069308653473854065,0.0034941239282488823
-0.0028316807001829147,5.2137067541480064e-05,,0.36756283044815063,208384,,0.7693670392036438,0.0001750383962644264,0.0,2520,307.1496362686157,1763260316.1644092,685.0,0.0012542828917503357,0.00044756196439266205
0.005032593384385109,1.4455084965447895e-05,,0.3465346693992615,209664,,0.7866450548171997,0.0001742703461786732,0.0,2533,309.0774676799774,1763260318.0922406,685.0,-0.0033495137467980385,0.0003097653388977051
,,500.0,,210405,500.0,,,,2540,310.1910333633423,1763260319.2058063,,,
0.004215623252093792,0.00888652540743351,,0.3072594106197357,211072,,0.7768675684928894,0.0001734255056362599,0.0,2547,311.3423674106598,1763260320.3571403,684.0,-0.0005855918861925602,0.00022355001419782639
,,500.0,,213405,500.0,,,,2570,314.9341094493866,1763260323.9488823,,,
0.0019161002710461617,73.63639831542969,,0.28956538438796997,213504,,-0.0002834796905517578,0.00017196621047332883,0.00390625,2571,315.11953473091125,1763260324.1343076,684.0,0.00017589330673217773,0.0004950510337948799
0.000702965073287487,153.4317626953125,,0.31778350472450256,214016,,0.0004374980926513672,0.00017165899043902755,0.0,2576,315.87376642227173,1763260324.8885393,684.0,-0.0010708440095186234,2.280157059431076e-05
-0.000764540396630764,0.007115405052900314,,0.33575794100761414,214144,,0.6749891042709351,0.00017158218543045223,0.0,2577,316.04435086250305,1763260325.0591238,684.0,-0.00077827088534832,7.4533745646476746e-06
-0.0028450563549995422,0.00013547873822972178,,0.4087655246257782,217344,,0.1924869418144226,0.00016966206021606922,0.0,2608,320.7540752887726,1763260329.7688482,684.0,-0.0018211528658866882,0.00046277232468128204
0.004573119804263115,0.20032460987567902,,0.41151803731918335,217472,,-0.00017118453979492188,0.0001695852552074939,0.0,2610,320.9761052131653,1763260329.990878,684.0,0.0009596962481737137,6.819702684879303e-05
-0.0016203168779611588,248.53414916992188,,0.3613920211791992,219520,,-0.00011408329010009766,0.00016835637507028878,0.0,2630,323.9331705570221,1763260332.9479434,684.0,0.009105026721954346,0.0018341951072216034
0.0020725540816783905,0.0002278029132867232,,0.34835174679756165,220160,,0.12582314014434814,0.00016797235002741218,0.0,2636,324.94228172302246,1763260333.9570546,684.0,0.0006861016154289246,0.00023458153009414673
-0.0004879999905824661,1.7202866729348898e-05,,0.33598074316978455,221184,,0.36280667781829834,0.00016735790995880961,0.0234375,2646,326.5474920272827,1763260335.562265,683.0,0.0020051375031471252,0.007690458558499813
0.0016139782965183258,0.00024333293549716473,,0.3294137716293335,221312,,0.5548204183578491,0.0001672811049502343,0.001953125,2647,326.76483488082886,1763260335.7796078,683.0,-0.0037552230060100555,0.001170370727777481
,,500.0,,221405,500.0,,,,2648,326.81820034980774,1763260335.8329732,,,
,,500.0,,223405,500.0,,,,2668,329.83348631858826,1763260338.8482592,,,
,,500.0,,223905,500.0,,,,2673,330.62705183029175,1763260339.6418247,,,
,,500.0,,224905,500.0,,,,2683,332.1873517036438,1763260341.2021246,,,
,,500.0,,225405,500.0,,,,2687,332.7824537754059,1763260341.7972267,,,
-0.0011271405965089798,0.00544829061254859,,0.34943902492523193,225536,,0.12567895650863647,0.00016474653966724873,0.0078125,2689,333.1544258594513,1763260342.1691988,683.0,-0.0032801497727632523,0.004304314032196999
,,500.0,,225905,500.0,,,,2692,333.5766088962555,1763260342.5913818,,,
,,500.0,,229905,500.0,,,,2732,339.7303400039673,1763260348.745113,,,
0.003200829029083252,156.9326171875,,0.35502001643180847,231936,,-0.00025463104248046875,0.00016090630379039794,0.0,2752,342.78698897361755,1763260351.8017619,682.0,0.00041864439845085144,0.00016761012375354767
-0.006351420655846596,18.20212745666504,,0.382152795791626,232448,,-0.0006961822509765625,0.00016059908375609666,0.00390625,2757,343.37916922569275,1763260352.393942,683.0,0.0008722506463527679,0.002334611490368843
0.0015022177249193192,9.404306411743164,,0.4380818009376526,233984,,-0.00015616416931152344,0.00015967742365319282,0.0,2772,345.6147425174713,1763260354.6295154,683.0,-0.0035061296075582504,7.049553096294403e-05
0.011428724974393845,0.0037594863679260015,,0.3356795012950897,235008,,0.7064723968505859,0.00015906298358459026,0.052734375,2782,347.07376050949097,1763260356.0885334,683.0,-0.023718470707535744,0.00851009413599968
,,336.0,,235030,336.0,,,,2783,347.1148171424866,1763260356.12959,,,
,,326.0,,235933,326.0,,,,2793,348.41271328926086,1763260357.4274862,,,
,,181.0,,238408,181.0,,,,2824,352.3478355407715,1763260361.3626084,,,
-0.00012310966849327087,0.06234138458967209,,0.26464781165122986,239872,,0.08882057666778564,0.0001561443932587281,0.0,2843,354.6076261997223,1763260363.622399,682.0,-0.0026813820004463196,3.318861126899719e-05
,,222.0,,240967,222.0,,,,2857,356.2149841785431,1763260365.229757,,,
0.0015965476632118225,67.279541015625,,0.20107421278953552,242816,,0.029484212398529053,0.00015437787806149572,0.0,2882,359.25707483291626,1763260368.2718477,681.0,0.0003153127618134022,1.87605619430542e-05
0.027394533157348633,129.54168701171875,,0.22850844264030457,243456,,0.40905672311782837,0.00015399385301861912,0.015625,2890,360.25349259376526,1763260369.2682655,681.0,-0.04179951548576355,0.006722752936184406
-0.011477354913949966,0.23299768567085266,,0.22500374913215637,245120,,0.9076771140098572,0.00015299538790713996,0.001953125,2911,362.94114232063293,1763260371.9559152,681.0,0.004678100347518921,0.0013919584453105927
0.007256758399307728,0.12766467034816742,,0.23561613261699677,248448,,0.9310104846954346,0.00015099845768418163,0.0234375,2949,368.1500713825226,1763260377.1648443,680.0,0.005401263944804668,0.001703045330941677
-0.014578137546777725,174.39151000976562,,0.2567000687122345,249472,,-0.010442137718200684,0.00015038401761557907,0.001953125,2960,369.62846517562866,1763260378.643238,680.0,-0.01135973259806633,0.0010879077017307281
-0.008024251088500023,1.8067333698272705,,0.3479442000389099,251008,,-0.0006307363510131836,0.00014946237206459045,0.0,2975,372.02140045166016,1763260381.0361733,680.0,-0.0033693090081214905,0.002156514674425125
,,500.0,,252459,500.0,,,,2989,374.23443818092346,1763260383.249211,,,
0.0047095902264118195,4.483312659431249e-05,,0.34227412939071655,253312,,0.7074940204620361,0.0001480798819102347,0.0,2997,375.4966878890991,1763260384.5114608,680.0,-4.694610834121704e-05,9.767711162567139e-05
-0.005575048737227917,0.000822140253148973,,0.34055623412132263,254720,,0.9423984885215759,0.00014723502681590617,0.01953125,3011,377.6259694099426,1763260386.6407423,680.0,-0.007126376032829285,0.0032386360689997673
0.0003454657271504402,4.718225318356417e-05,,0.349441260099411,258816,,0.7325491905212402,0.00014477726654149592,0.0,3051,383.57971262931824,1763260392.5944855,680.0,-0.0003976551815867424,1.3931654393672943e-05
,,500.0,,258959,500.0,,,,3053,383.7743630409241,1763260392.789136,,,
0.0048163533210754395,0.00026577821699902415,,0.36557283997535706,260352,,0.9339640736579895,0.00014385560643859208,0.0,3066,385.8438718318939,1763260394.8586447,680.0,-0.0017174482345581055,0.0005421638488769531
0.001117178238928318,6.461919110734016e-05,,0.34147748351097107,260736,,0.8649951219558716,0.00014362519141286612,0.0,3070,386.4309113025665,1763260395.4456842,680.0,-0.0033262446522712708,0.00042548496276140213
-0.002106431871652603,232.95477294921875,,0.34340304136276245,262016,,0.0015951991081237793,0.0001428571413271129,0.0,3083,388.50657629966736,1763260397.5213492,679.0,-0.0014041885733604431,0.0007298681885004044
0.004948201589286327,216.07484436035156,,0.34497401118278503,263552,,-0.0031048059463500977,0.00014193548122420907,0.0,3098,390.8449709415436,1763260399.8597438,679.0,0.01674767956137657,0.0005124518647789955
-0.0008860593661665916,119.6479721069336,,0.3615247309207916,264064,,-0.0015497207641601562,0.0001416282611899078,0.0,3103,391.66571974754333,1763260400.6804926,679.0,-0.0002490989863872528,0.00014843512326478958
-0.0011586379259824753,191.2699432373047,,0.32383203506469727,266496,,0.0006943345069885254,0.0001401689660269767,0.0,3127,395.4029333591461,1763260404.4177063,679.0,0.0030038021504878998,0.00020908191800117493
-0.005337060429155827,0.00010566708806436509,,0.331596314907074,266752,,0.08934134244918823,0.00014001535600982606,0.0,3129,395.77788400650024,1763260404.792657,679.0,-0.0001843143254518509,0.00027399975806474686
,,500.0,,267959,500.0,,,,3141,397.49146461486816,1763260406.5062375,,,
-0.006301875226199627,0.005566991865634918,,0.34697413444519043,268160,,0.8566740155220032,0.00013917050091549754,0.0,3143,397.85391116142273,1763260406.868684,679.0,-0.010847833007574081,0.0005828170105814934
,,500.0,,268459,500.0,,,,3146,398.26172637939453,1763260407.2764993,,,
,,500.0,,270959,500.0,,,,3170,401.89698791503906,1763260410.9117608,,,
0.0023975931107997894,0.0001993439655052498,,0.3415289521217346,272256,,0.7494804859161377,0.00013671275519300252,0.0,3183,403.987491607666,1763260413.0022645,679.0,0.00371599942445755,0.0004314649850130081
-0.0008129095658659935,2.9484141123248264e-05,,0.24848408997058868,272768,,-0.027956604957580566,0.00013640553515870124,0.0,3188,404.82072734832764,1763260413.8355002,679.0,9.289383888244629e-05,4.5095570385456085e-05
-0.001309860497713089,0.004303578287363052,,0.31716662645339966,275712,,0.750373363494873,0.00013463901996146888,0.0,3217,409.35443782806396,1763260418.3692107,678.0,-0.012258782982826233,0.000924527645111084
,,500.0,,276459,500.0,,,,3224,410.3481636047363,1763260419.3629365,,,
0.00727494340389967,0.00048243527999147773,,0.28873878717422485,278784,,0.5140767097473145,0.0001327956997556612,0.0,3247,414.2247760295868,1763260423.239549,678.0,0.010715989395976067,0.0009724413976073265
0.0007596695795655251,153.67066955566406,,0.33004724979400635,279040,,0.0001672506332397461,0.00013264208973851055,0.0,3250,414.65716457366943,1763260423.6719375,678.0,4.486739635467529e-05,0.0001254705712199211
-0.000106041319668293,2.7160818717675284e-05,,0.2559714913368225,279296,,0.7733826041221619,0.0001324884797213599,0.005859375,3252,415.0549199581146,1763260424.0696929,678.0,0.0009168293327093124,0.003523244522511959
-0.0003260485827922821,0.06609980762004852,,0.23470336198806763,279552,,-6.783008575439453e-05,0.00013233486970420927,0.0,3255,415.4845597743988,1763260424.4993327,677.0,0.0006553623825311661,2.637505531311035e-06
,,500.0,,279959,500.0,,,,3259,416.09487748146057,1763260425.1096504,,,
0.008602149784564972,0.0003632252337411046,,0.26480719447135925,281344,,0.37182915210723877,0.00013125959958415478,0.0,3272,418.3210551738739,1763260427.335828,677.0,0.00044892169535160065,0.0022230856120586395
0.0035166461020708084,0.006516546010971069,,0.23146498203277588,281600,,0.672433614730835,0.00013110598956700414,0.0,3275,418.7646734714508,1763260427.7794464,677.0,0.0031955838203430176,0.0007991623133420944
0.01832323707640171,0.00012986779620405287,,0.2895202040672302,281728,,-0.17229557037353516,0.00013102918455842882,0.0,3276,418.94375705718994,1763260427.95853,677.0,-0.007274609059095383,0.0013914825394749641
-0.0043624695390462875,0.00011720319889718667,,0.35219550132751465,283776,,0.7165813446044922,0.0001298003044212237,0.0,3296,421.98973417282104,1763260431.004507,677.0,0.00020745396614074707,0.0008940789848566055
0.00617202278226614,71.868896484375,,0.2642455995082855,284032,,-0.0001329183578491211,0.00012964669440407306,0.0,3299,422.37944173812866,1763260431.3942146,677.0,-0.010013151913881302,0.00036083441227674484
-0.0016777142882347107,19.725967407226562,,0.2647585868835449,288000,,-0.00021922588348388672,0.00012726573913823813,0.0,3338,428.3430790901184,1763260437.357852,677.0,-0.0072080958634614944,0.00019479729235172272
-4.414282739162445e-05,9.636000322643667e-05,,0.31976407766342163,289408,,0.5010965466499329,0.0001264208840439096,0.0,3351,430.298570394516,1763260439.3133433,677.0,0.0009622666984796524,0.00010743364691734314
,,500.0,,289959,500.0,,,,3357,431.10170817375183,1763260440.116481,,,
0.04093720763921738,0.0003539840108714998,,0.3224411904811859,290304,,-0.07855784893035889,0.0001258832635357976,0.037109375,3360,431.6479516029358,1763260440.6627245,677.0,-0.006005352362990379,0.008313220925629139
-0.005500830709934235,0.006026390939950943,,0.3108750283718109,294144,,0.476837158203125,0.000123579113278538,0.0,3398,436.91443514823914,1763260445.929208,678.0,-0.000675588846206665,0.0006117131561040878
,,500.0,,294459,500.0,,,,3401,437.25587368011475,1763260446.2706466,,,
,,500.0,,294959,500.0,,,,3406,437.9508798122406,1763260446.9656527,,,
0.00048614107072353363,7.79136848449707,,0.302649587392807,295040,,2.849102020263672e-05,0.00012304147821851075,0.0,3407,438.1127426624298,1763260447.1275156,678.0,-4.925113171339035e-05,3.6675482988357544e-06
0.0004576146602630615,0.00019037285528611392,,0.3160367012023926,296320,,0.19034647941589355,0.00012227342813275754,0.0,3419,439.8402650356293,1763260448.855038,678.0,-0.005600474774837494,0.00011238828301429749
-0.005671913735568523,16.12103843688965,,0.24296338856220245,296960,,-1.3589859008789062e-05,0.00012188940308988094,0.0,3426,440.738156080246,1763260449.752929,678.0,0.0003085527569055557,0.0002850433811545372
0.007055015303194523,0.0003664024989120662,,0.238327294588089,297216,,-0.09820079803466797,0.0001217357930727303,0.0,3428,441.06866788864136,1763260450.0834408,678.0,-0.001152336597442627,0.00021393503993749619
,,500.0,,297959,500.0,,,,3435,442.00653767585754,1763260451.0213106,,,
,,500.0,,299459,500.0,,,,3450,444.1149044036865,1763260453.1296773,,,
-0.00015405192971229553,23.84626579284668,,0.24335408210754395,299520,,-4.029273986816406e-05,0.00012035330291837454,0.0,3451,444.28909826278687,1763260453.3038712,678.0,-9.493529796600342e-05,1.1863186955451965e-05
-0.004235311411321163,0.004598097875714302,,0.2456723302602768,300672,,0.3382296562194824,0.00011966205784119666,0.0,3462,445.9567666053772,1763260454.9715395,678.0,0.00118362158536911,6.0356222093105316e-05
0.002079716883599758,87.84854125976562,,0.25405576825141907,302080,,-3.4928321838378906e-05,0.00011881720274686813,0.0,3476,447.98597407341003,1763260457.000747,679.0,-0.00016779825091362,1.766439527273178e-05
,,500.0,,302459,500.0,,,,3479,448.39462900161743,1763260457.409402,,,
0.0006722602993249893,0.0004401772457640618,,0.34979501366615295,304384,,0.04418855905532837,0.00011743471259251237,0.0,3498,451.24113059043884,1763260460.2559035,679.0,0.003978859633207321,0.00015818513929843903
-0.0021357275545597076,0.00045582203892990947,,0.23201045393943787,304896,,0.17375099658966064,0.00011712749255821109,0.0,3503,451.9608428478241,1763260460.9756157,679.0,-0.003775928169488907,0.00016361474990844727
-0.01416114903986454,0.000320394552545622,,0.3871136009693146,305920,,0.04531145095825195,0.00011651305976556614,0.0,3513,453.59979796409607,1763260462.6145709,679.0,-0.006170526146888733,0.0018344931304454803
-0.009846372529864311,1.7583017349243164,,0.23600350320339203,307072,,-0.00015532970428466797,0.00011582181468838826,0.0,3525,455.37260246276855,1763260464.3873754,678.0,-0.002935469150543213,0.000659894198179245
-3.8125552237033844e-05,0.00010628575546434149,,0.18100173771381378,308352,,0.34139472246170044,0.00011505376460263506,0.0,3537,457.26356506347656,1763260466.278338,678.0,0.00018592551350593567,3.3534131944179535e-05
-0.0016387859359383583,3.7280807495117188,,0.36345431208610535,310016,,-3.826618194580078e-05,0.00011405529949115589,0.0,3554,459.817031621933,1763260468.8318045,678.0,-0.00017996691167354584,4.8094429075717926e-05
-0.012863799929618835,0.0030225287191569805,,0.28350067138671875,310144,,0.158258318901062,0.00011397849448258057,0.0,3555,460.0159749984741,1763260469.030748,678.0,0.0010066712275147438,0.0004962030798196793
-0.0008390871807932854,0.00034056638833135366,,0.21839112043380737,312320,,0.14153462648391724,0.00011267280933680013,0.0,3576,463.10579538345337,1763260472.1205683,678.0,0.0001983046531677246,4.238449037075043e-06
,,500.0,,312459,500.0,,,,3578,463.3150520324707,1763260472.329825,,,
0.0024782996624708176,0.000987948733381927,,0.1782599687576294,312832,,-0.1568896770477295,0.00011236558930249885,0.00390625,3581,463.81633472442627,1763260472.8311076,679.0,-0.01541202887892723,0.0015064869076013565
0.006307858042418957,0.0050424207001924515,,0.25786155462265015,313600,,0.48254334926605225,0.00011190475925104693,0.0,3589,464.8757586479187,1763260473.8905315,679.0,-0.0047627463936805725,0.0002663740888237953
-0.012005887925624847,24.601953506469727,,0.2791590392589569,316032,,5.6743621826171875e-05,0.00011044547136407346,0.0,3613,468.1515100002289,1763260477.166283,679.0,-0.004552196711301804,0.0011698920279741287
,,500.0,,316959,500.0,,,,3622,469.34062600135803,1763260478.355399,,,
0.0029442934319376945,0.0005690979305654764,,0.17157785594463348,318848,,-0.14138519763946533,0.00010875576117541641,0.0,3640,471.8379182815552,1763260480.8526912,680.0,-0.0020113810896873474,5.862768739461899e-05
,,500.0,,320459,500.0,,,,3656,473.91125416755676,1763260482.926027,,,
0.016510140150785446,0.00045340126962400973,,0.22665804624557495,321792,,0.3687881827354431,0.00010698924597818404,0.009765625,3669,475.6422231197357,1763260484.656996,681.0,-0.004782147705554962,0.0026178397238254547
0.011100802570581436,0.00022402434842661023,,0.3061203956604004,322816,,0.3283170461654663,0.00010637480590958148,0.0,3679,476.97768235206604,1763260485.9924552,681.0,-0.0035498738288879395,0.00029102154076099396
0.0036905575543642044,0.003494716715067625,,0.21262875199317932,323200,,0.5963857173919678,0.00010614439088385552,0.0,3683,477.4630780220032,1763260486.477851,681.0,0.0019591785967350006,0.00028688088059425354
0.0003335317596793175,0.0004931262810714543,,0.3058062791824341,323328,,0.4739254117012024,0.0001060675858752802,0.0,3684,477.6237881183624,1763260486.638561,681.0,-0.0005180835723876953,8.267350494861603e-06
-0.0006474833935499191,24.22089195251465,,0.2786378860473633,326016,,9.053945541381836e-05,0.00010445468797115609,0.0,3711,480.7516269683838,1763260489.7663999,682.0,0.003433048725128174,0.00014343857765197754
0.01880820468068123,0.0006859555724076927,,0.24526113271713257,326272,,0.07887071371078491,0.00010430107795400545,0.01171875,3713,481.05995535850525,1763260490.0747283,682.0,-0.022390395402908325,0.004514789208769798
,,500.0,,326459,500.0,,,,3715,481.245858669281,1763260490.2606316,,,
-0.010302655398845673,87.38846588134766,,0.2964686155319214,328064,,-3.4570693969726562e-06,0.00010322580783395097,0.0,3731,483.30427622795105,1763260492.3190491,683.0,-0.004210313782095909,0.0005604736506938934
0.00039311498403549194,0.0006470279768109322,,0.254633367061615,328448,,0.23729169368743896,0.000102995392808225,0.0,3734,483.7192988395691,1763260492.7340717,683.0,-0.001505877822637558,0.00026209093630313873
0.0002489350736141205,16.532575607299805,,0.18925124406814575,330496,,0.00015616416931152344,0.00010176651267101988,0.0,3755,486.3244676589966,1763260495.3392406,683.0,0.00435468927025795,0.0002760011702775955
-0.0058270785957574844,0.399052232503891,,0.29481470584869385,332544,,0.00018912553787231445,0.00010053763253381476,0.0,3775,488.87045645713806,1763260497.8852293,684.0,-0.0014703534543514252,0.0007825680077075958
,,500.0,,332959,500.0,,,,3779,489.3734064102173,1763260498.3881793,,,
0.0036517083644866943,157.79421997070312,,0.2342756688594818,335488,,6.651878356933594e-05,9.877112461254e-05,0.0,3804,492.5451855659485,1763260501.5599585,685.0,0.0019240975379943848,0.00048517249524593353
0.0006012329831719398,0.0006871104706078768,,0.24129554629325867,335872,,0.37447184324264526,9.854070958681405e-05,0.0,3807,493.04986000061035,1763260502.064633,685.0,-0.001014064997434616,4.080217331647873e-05
,,500.0,,339959,500.0,,,,3847,498.1341736316681,1763260507.1489465,,,
0.00383960735052824,0.0032353142742067575,,0.28746938705444336,343168,,-0.10450315475463867,9.416282409802079e-05,0.0,3879,502.29641222953796,1763260511.3111851,687.0,-0.005774680059403181,0.0004010843113064766
