global_step,losses/approx_kl,losses/value_loss,charts/SPS,charts/episodic_length,charts/episodic_return,losses/explained_variance,_step,losses/policy_loss,_timestamp,losses/clipfrac,charts/learning_rate,losses/old_approx_kl,_runtime,losses/entropy
468096,1.510418951511383e-05,0.024533379822969437,1101.0,,,0.987165093421936,4971,0.00023519061505794525,1763260442.1028664,0.0,1.9201228496967815e-05,-0.001252003014087677,430.3882954120636,0.11050346493721008
468224,0.0014954432845115662,9.689736907603219e-05,1101.0,,,0.9999197721481323,4972,-0.007544517517089844,1763260442.2148657,0.001953125,1.9124423488392495e-05,0.0007799789309501648,430.50029468536377,0.1449335217475891
468864,0.0009780693799257278,0.003583518322557211,1101.0,,,0.9998117089271545,4978,-0.018660768866539,1763260442.8079922,0.0,1.8740400264505297e-05,0.009965864941477776,431.0934212207794,0.2006540596485138
469120,0.0013760942965745926,7.004598592175171e-05,1101.0,,,0.999864935874939,4981,-0.0027515320107340813,1763260443.0344658,0.0,1.8586790247354656e-05,-0.013944752514362335,431.3198947906494,0.17619116604328156
469979,,,,500.0,500.0,,4989,,1763260443.774788,,,,432.0602169036865,
470479,,,,500.0,500.0,,4994,,1763260444.2184324,,,,432.50386142730713,
471936,0.00034548621624708176,0.009920870885252953,1102.0,,,0.9998654723167419,5008,-0.0010300073772668839,1763260445.5718665,0.0,1.6897081877687015e-05,-0.0037325462326407433,433.8572955131531,0.15475128591060638
472448,0.0011729802936315536,0.038936614990234375,1101.0,,,0.9996364116668701,5013,0.0014480166137218475,1763260446.0556402,0.0,1.6589861843385734e-05,0.00827542133629322,434.3410692214966,0.24637575447559357
472576,0.00010026432573795319,0.06478966772556305,1101.0,,,0.9957954287528992,5015,-0.0021115541458129883,1763260446.1697922,0.0,1.6513056834810413e-05,-0.0015106201171875,434.45522117614746,0.17346405982971191
475008,0.00023718085139989853,1.7679753303527832,1101.0,,,0.9918379187583923,5039,-0.0001703985035419464,1763260448.3734581,0.0,1.5053763490868732e-05,0.0002928236499428749,436.65888714790344,0.17327529191970825
478336,0.0001154998317360878,0.0015696054324507713,1101.0,,,0.9999043941497803,5071,-0.00500507652759552,1763260451.4017987,0.0,1.3056835996394511e-05,-0.00022117141634225845,439.68722772598267,0.20376057922840118
482979,,,,500.0,500.0,,5117,,1763260455.5941124,,,,443.8795413970947,
483479,,,,500.0,500.0,,5122,,1763260456.0373948,,,,444.3228237628937,
483979,,,,500.0,500.0,,5127,,1763260456.515616,,,,444.8010449409485,
484096,2.7548521757125854e-06,0.021908236667513847,1101.0,,,0.9966481328010559,5128,-0.0001361500471830368,1763260456.626016,0.0,9.600614248483907e-06,0.0004267469048500061,444.91144490242004,0.14472521841526031
485376,0.0006496338173747063,0.003073711646720767,1101.0,,,0.9999055862426758,5140,-0.004621177911758423,1763260457.7816613,0.0,8.832565072225407e-06,0.0007248194888234138,446.06709027290344,0.1752527803182602
485964,,,,500.0,500.0,,5146,,1763260458.2867367,,,,446.57216572761536,
486400,0.00018272269517183304,0.01232534646987915,1101.0,,,0.9998375773429871,5150,-0.0003742724657058716,1763260458.7132597,0.0,8.218125913117547e-06,0.0005012033507227898,446.99868869781494,0.16999639570713043
486464,,,,500.0,500.0,,5151,,1763260458.7386932,,,,447.0241222381592,
487680,4.8026442527770996e-05,7.526881381636485e-05,1101.0,,,0.9999556541442871,5163,-0.0008466877043247223,1763260459.8712347,0.0,7.450076736859046e-06,-0.0011559445410966873,448.15666365623474,0.2022118866443634
487936,3.1237490475177765e-05,0.0347025990486145,1102.0,,,0.9995949864387512,5165,0.0003482699394226074,1763260460.0933182,0.0,7.296467174455756e-06,-0.0019103633239865303,448.37874722480774,0.23115041851997375
491008,8.584931492805481e-06,7.599076271057129,1101.0,,,0.9945647120475769,5196,0.00021412596106529236,1763260462.8998415,0.0,5.453148787637474e-06,0.0006521139293909073,451.1852705478668,0.09749128669500351
491136,0.00011333543807268143,2.5379573344253004e-05,1101.0,,,0.9999374151229858,5197,-0.002980664372444153,1763260463.011882,0.0,5.376344233809505e-06,-0.002674671821296215,451.2973110675812,0.23864808678627014
495464,,,,500.0,500.0,,5238,,1763260466.8972642,,,,455.18269324302673,
495488,2.3276545107364655e-05,8.985682487487793,1101.0,,,0.990230143070221,5239,-0.00010409951210021973,1763260466.974199,0.0,2.764976898106397e-06,0.0013146856799721718,455.25962805747986,0.15835365653038025
496000,2.543441951274872e-06,14.530024528503418,1101.0,,,0.9845383763313293,5244,5.37186861038208e-05,1763260467.4249973,0.0,2.457757318552467e-06,0.0003596330061554909,455.7104263305664,0.21372146904468536
496768,3.5222619771957397e-06,0.00023168284678831697,1101.0,,,0.9999399781227112,5251,-2.0645558834075928e-05,1763260468.1372638,0.0,1.9969277218478965e-06,-0.0008418969810009003,456.4226927757263,0.23208308219909668
497152,4.664063453674316e-06,3.7269233871484175e-05,1101.0,,,0.9999516606330872,5255,-0.0008824244141578674,1763260468.4763808,0.0,1.766513037182449e-06,-0.00021925754845142365,456.7618098258972,0.1937687247991562
497464,,,,500.0,500.0,,5258,,1763260468.756159,,,,457.0415880680084,
498432,1.7117708921432495e-06,0.010197971947491169,1101.0,,,0.9998652935028076,5267,-0.00014008209109306335,1763260469.6383526,0.0,9.984638609239482e-07,-0.0001016668975353241,457.9237816333771,0.17535993456840515
499840,3.725290298461914e-09,0.0029023592360317707,1101.0,,,0.9999154210090637,5281,1.0132789611816406e-06,1763260470.9532866,0.0,1.536098324095292e-07,4.5634806156158447e-07,459.2387156486511,0.23266777396202087
