losses/explained_variance,losses/value_loss,charts/learning_rate,charts/episodic_return,_runtime,_timestamp,global_step,charts/episodic_length,losses/clipfrac,charts/SPS,losses/approx_kl,_step,losses/entropy,losses/policy_loss,losses/old_approx_kl
0.12135273218154907,0.004160592798143625,1.4055299288884271e-05,,440.3744475841522,1763260452.0595965,476672,,0.0,1097.0,9.840354323387146e-06,5322,0.1883387267589569,-3.2706186175346375e-05,-0.0003622323274612427
0.9967954158782959,0.0039203274063766,1.3671275155502371e-05,,440.9299659729004,1763260452.615115,477312,,0.0,1097.0,1.1624768376350403e-05,5328,0.16262352466583252,-0.0016465671360492706,0.0007845405489206314
,,,500.0,443.85437631607056,1763260455.5395253,480586,500.0,,,,5360,,,
0.9979514479637146,0.001583401346579194,1.159754265245283e-05,,444.05292534828186,1763260455.7380743,480768,,0.0,1097.0,3.150664269924164e-05,5362,0.17845338582992554,-0.001087769865989685,0.0006635487079620361
0.9620624780654907,0.002835063962265849,9.907834282785188e-06,,446.67047691345215,1763260458.3556259,483584,,0.0,1097.0,6.944593042135239e-05,5389,0.14219389855861664,-0.001704411581158638,0.0020435499027371407
0.13765466213226318,135.52490234375,7.450076736859046e-06,,450.35429215431213,1763260462.039441,487680,,0.0,1097.0,2.5425106287002563e-06,5430,0.15511520206928253,0.00010376796126365662,0.0005818381905555725
0.1113467812538147,8.198078155517578,6.835637577751186e-06,,451.2864410877228,1763260462.97159,488704,,0.0,1097.0,6.332993507385254e-07,5440,0.1148250624537468,6.107240915298462e-05,0.0003400631248950958
0.9966482520103455,0.0031056012958288193,6.7588325691758655e-06,,451.39781379699707,1763260463.0829628,488832,,0.0,1097.0,2.0619481801986694e-06,5441,0.17716561257839203,-0.0005589164793491364,-0.0001965947449207306
0.9030724167823792,0.004392568022012711,6.682027560600545e-06,,451.51118087768555,1763260463.1963298,488960,,0.0,1097.0,1.749582588672638e-05,5442,0.20110371708869934,-0.001219533383846283,0.001567179337143898
,,,500.0,451.55429458618164,1763260463.2394435,489086,500.0,,,,5443,,,
,,,500.0,452.4815378189087,1763260464.1666868,490086,500.0,,,,5453,,,
0.07598817348480225,34.165313720703125,5.990783392917365e-06,,452.5595910549164,1763260464.24474,490112,,0.0,1097.0,3.1966716051101685e-05,5454,0.16095519065856934,0.000779374036937952,0.002607744187116623
0.9978903532028198,0.0011601113947108388,4.992319645680254e-06,,454.09163212776184,1763260465.776781,491776,,0.0,1097.0,1.3969838619232178e-06,5470,0.22432966530323029,-0.0006169676780700684,0.000437714159488678
0.11793750524520874,180.0725555419922,3.533026074364898e-06,,456.316202878952,1763260468.0013518,494208,,0.0,1097.0,7.893890142440796e-06,5494,0.13089722394943237,0.00013121962547302246,0.0002752784639596939
0.9990934133529663,0.0005235415301285684,2.611367108329432e-06,,457.7042188644409,1763260469.3893678,495744,,0.0,1097.0,5.801208317279816e-06,5509,0.16934539377689362,-0.0005816817283630371,0.00027190428227186203
0.1149786114692688,41.634307861328125,2.0737327304232167e-06,,458.524453163147,1763260470.209602,496640,,0.0,1097.0,9.741634130477905e-07,5518,0.13567064702510834,-0.00016717426478862762,0.00041989050805568695
0.11332982778549194,41.58903884887695,1.459293343941681e-06,,459.45576429367065,1763260471.1409132,497664,,0.0,1097.0,1.150183379650116e-06,5528,0.18990649282932281,8.173473179340363e-05,0.0003061508759856224
0.9967406392097473,0.0010307453339919448,1.3824884490531986e-06,,459.56809973716736,1763260471.2532487,497792,,0.0,1097.0,1.166015863418579e-06,5529,0.25316059589385986,0.00015915557742118835,-6.931833922863007e-05
0.9851751923561096,0.004647274501621723,1.2288786592762335e-06,,459.79395723342896,1763260471.4791062,498048,,0.0,1097.0,1.5459954738616943e-07,5531,0.1869921237230301,-0.00023337174206972122,0.00023062340915203094
