charts/SPS,_timestamp,charts/episodic_length,global_step,losses/old_approx_kl,losses/value_loss,losses/clipfrac,losses/policy_loss,_step,charts/learning_rate,losses/entropy,charts/episodic_return,losses/explained_variance,losses/approx_kl,_runtime
1089.0,1763260223.095166,,222592,-0.007804851047694683,10.634842872619629,0.0,-0.0030907168984413147,2890,0.0001665130548644811,0.1803106665611267,,8.165836334228516e-06,0.0005129287019371986,211.33845686912537
1089.0,1763260228.5292203,,228608,-0.00036673620343208313,8.714214324951172,0.0,-7.491745054721832e-05,2949,0.00016290321946144104,0.1095324456691742,,4.589557647705078e-06,6.317533552646637e-05,216.7725112438202
1090.0,1763260229.5574532,,229760,0.001472771167755127,0.0027279986534267664,0.005859375,0.00023221783339977264,2960,0.00016221197438426316,0.07408012449741364,,0.009362280368804932,0.00014350563287734985,217.80074405670166
1090.0,1763260230.9269655,,231296,0.010853126645088196,0.0010152560425922275,0.0,-0.0014719665050506592,2975,0.00016129032883327454,0.2131233811378479,,-0.06307804584503174,0.0004627332091331482,219.17025637626648
1090.0,1763260232.2097468,,232704,0.002921879291534424,0.0022440787870436907,0.0,-0.00502314418554306,2989,0.00016044547373894602,0.17857366800308228,,0.0059525370597839355,7.252581417560577e-05,220.45303773880005
,1763260232.9083977,500.0,233556,,,,,2997,,,500.0,,,221.15168857574463
1090.0,1763260234.2506356,,235008,0.005438116379082203,6.778987881261855e-05,0.0,-0.00884709507226944,3011,0.00015906298358459026,0.20261317491531372,,-0.005971550941467285,0.001618347130715847,222.49392652511597
1090.0,1763260237.9309373,,239104,-0.0002545509487390518,35.34605407714844,0.0,-0.005391452461481094,3051,0.00015660522331018,0.10832566022872925,,2.086162567138672e-06,9.413063526153564e-05,226.17422819137573
1091.0,1763260238.1562214,,239360,0.020588943734765053,3.494650809443556e-05,0.0,0.0021717622876167297,3053,0.00015645161329302937,0.2260485142469406,,-0.038445353507995605,0.002383873797953129,226.3995122909546
1091.0,1763260239.302326,,240640,0.008679293096065521,8.611016273498535,0.001953125,0.0012966655194759369,3066,0.00015568356320727617,0.1346070021390915,,1.430511474609375e-05,0.001933189108967781,227.54561686515808
,1763260239.6787393,500.0,241056,,,,,3070,,,500.0,,,227.922030210495
1091.0,1763260240.9256635,,242432,-0.0011696573346853256,4.11800283472985e-06,0.001953125,0.003598332405090332,3083,0.00015460829308722168,0.13809268176555634,,-0.011536717414855957,0.00038931332528591156,229.168954372406
1091.0,1763260242.294735,,243968,-0.0006466377526521683,1.6493337170686573e-05,0.0,-1.7896294593811035e-05,3098,0.00015368663298431784,0.11442195624113083,,-0.026510119438171387,2.246350049972534e-06,230.53802585601807
1091.0,1763260242.773889,,244480,0.00880515668541193,1.636557499296032e-05,0.009765625,-0.0060159023851156235,3103,0.00015337941295001656,0.09349871426820755,,-0.03963661193847656,0.00166382547467947,231.0171799659729
1091.0,1763260244.9544594,,246912,0.00953599065542221,0.00014320496120490134,0.021484375,-0.006445663049817085,3127,0.00015192011778708547,0.07925307005643845,,0.004009723663330078,0.0033126287162303925,233.1977503299713
,1763260245.0719976,500.0,247056,,,,,3129,,,500.0,,,233.31528854370117
1091.0,1763260246.239396,,248320,0.008939945138990879,1.422729383193655e-05,0.0,-0.011933114379644394,3141,0.00015107526269275695,0.20402422547340393,,0.02261453866958618,0.001026182435452938,234.48268699645996
1091.0,1763260246.6843057,,248832,0.002225044183433056,2.4100241716951132e-05,0.015625,-0.0016265399754047394,3146,0.00015076804265845567,0.08696009963750839,,-0.010261058807373047,0.0004908395931124687,234.92759656906128
1091.0,1763260248.9226649,,251264,0.013014325872063637,0.001916763954795897,0.0078125,-0.0012096725404262543,3170,0.00014930876204743981,0.14863502979278564,,-0.01899099349975586,0.00468429084867239,237.16595578193665
,1763260250.109565,500.0,252556,,,,,3183,,,500.0,,,238.35285592079163
1091.0,1763260250.657086,,253184,-0.007834037765860558,0.0030757817439734936,0.01171875,-0.0009462870657444,3188,0.00014815668691881,0.17910951375961304,,0.0040854811668396,0.002175183966755867,238.9003767967224
1091.0,1763260253.3445404,,256128,-0.0003213426098227501,35.30345916748047,0.0,-0.0004265550523996353,3217,0.00014639017172157764,0.15673615038394928,,1.8477439880371094e-05,1.189298927783966e-06,241.5878312587738
1092.0,1763260254.0085018,,256896,-0.0007066987454891205,9.742470865603536e-07,0.001953125,0.0023105479776859283,3224,0.00014592934167012572,0.09164386987686157,,-0.027226567268371582,0.00035134702920913696,242.25179266929626
1092.0,1763260256.0981696,,259200,-0.0025673117488622665,0.0009460859000682831,0.0,0.0012896079570055008,3247,0.00014454685151576996,0.12379235774278641,,-0.01902449131011963,0.0004186052829027176,244.3414604663849
,1763260256.3903482,500.0,259556,,,,,3250,,,500.0,,,244.63363909721375
1092.0,1763260256.5778742,,259712,0.005339032970368862,0.005284159444272518,0.0,-0.007444992661476135,3252,0.00014423963148146868,0.08372247219085693,,0.15786254405975342,0.0001130206510424614,244.82116508483887
,1763260256.828159,500.0,260056,,,,,3255,,,500.0,,,245.0714499950409
1092.0,1763260257.240196,,260480,-0.0017013903707265854,1.993358637264464e-05,0.0,0.0021643489599227905,3259,0.00014377880143001676,0.16244345903396606,,-0.10995686054229736,5.5631622672080994e-05,245.48348689079285
1092.0,1763260258.4261854,,261760,0.0037646908313035965,0.002641349332407117,0.0,0.020873092114925385,3272,0.00014301075134426355,0.19523905217647552,,-0.06335794925689697,0.0010240674018859863,246.66947627067566
,1763260258.6698427,500.0,262056,,,,,3275,,,500.0,,,246.91313362121582
1092.0,1763260258.7670286,,262144,-0.0032023675739765167,188.70359802246094,0.00390625,-0.006498422473669052,3276,0.0001427803363185376,0.2053588181734085,,1.2934207916259766e-05,0.002033170312643051,247.01031947135925
1092.0,1763260260.6117182,,264192,0.004477545619010925,0.0031920301262289286,0.0,0.001482626423239708,3296,0.00014155145618133247,0.2714683413505554,,0.018868684768676758,0.00037015415728092194,248.8550090789795
,1763260260.8691862,500.0,264556,,,,,3299,,,500.0,,,249.1124770641327
1092.0,1763260264.485138,,268544,-0.0066388193517923355,7.854220893932506e-05,0.001953125,0.013117797672748566,3338,0.00013894008588977158,0.15092775225639343,,-0.004304170608520508,0.0009849127382040024,252.7284288406372
1092.0,1763260265.776466,,269952,0.05928831547498703,2.7562928153201938e-05,0.0390625,-0.005331948399543762,3351,0.00013809524534735829,0.11425618082284927,,0.019465506076812744,0.010348683223128319,254.01975679397583
,1763260266.2576814,500.0,270556,,,,,3357,,,500.0,,,254.50097227096558
1093.0,1763260266.5559227,,270848,0.006350815296173096,4.631237970897928e-05,0.00390625,-0.006355840712785721,3360,0.00013755761028733104,0.07560175657272339,,0.035411715507507324,0.0009469985961914062,254.7992136478424
1093.0,1763260270.0267518,,274688,0.0007504839450120926,0.002998507581651211,0.0,-2.7252361178398132e-05,3398,0.00013525346003007144,0.11578826606273651,,-0.003487110137939453,3.3061951398849487e-06,258.2700426578522
,1763260270.316711,500.0,275056,,,,,3401,,,500.0,,,258.5600018501282
,1763260270.7614164,500.0,275556,,,,,3406,,,500.0,,,259.0047073364258
1093.0,1763260272.0161295,,276864,0.008637693710625172,9.924406185746193e-07,0.013671875,-0.003168870694935322,3419,0.000133947774884291,0.10272666811943054,,-0.023812413215637207,0.0028173429891467094,260.25942039489746
,1763260272.5936422,500.0,277556,,,,,3426,,,500.0,,,260.8369331359863
1093.0,1763260272.7985501,,277760,0.018925290554761887,0.002458790550008416,0.00390625,-0.026972122490406036,3428,0.00013341013982426375,0.11018036305904388,,-0.05472755432128906,0.0015292754396796227,261.04184103012085
1093.0,1763260273.5007653,,278528,0.004279054701328278,5.1401861128397286e-05,0.0,-0.0014483891427516937,3435,0.00013294930977281183,0.14038407802581787,,-0.05806112289428711,0.000855790451169014,261.744056224823
,1763260274.7960284,500.0,280056,,,,,3450,,,500.0,,,263.0393192768097
1093.0,1763260274.866751,,280064,0.029544439166784286,144.373779296875,0.015625,0.003731450065970421,3451,0.000132027649669908,0.1945846527814865,,2.014636993408203e-05,0.0048154788091778755,263.11004185676575
1093.0,1763260275.9006531,,281216,-0.00014267116785049438,0.0024185292422771454,0.0,-2.697296440601349e-05,3462,0.0001313364045927301,0.05181556195020676,,-0.00165557861328125,8.475035429000854e-07,264.1439440250397
1093.0,1763260277.1931033,,282624,-0.0028547095134854317,35.34519958496094,0.0,-0.0005373507738113403,3476,0.00013049154949840158,0.10133679956197739,,4.589557647705078e-06,0.0006489967927336693,265.4363942146301
1093.0,1763260277.524742,,283008,0.020830664783716202,0.00019816056010313332,0.025390625,-0.020480256527662277,3479,0.00013026113447267562,0.12081064283847809,,-0.023922324180603027,0.004094276577234268,265.76803278923035
1093.0,1763260279.2582226,,284928,0.009363118559122086,1.39677467814181e-05,0.00390625,-0.00984594039618969,3498,0.00012910905934404582,0.08617870509624481,,-0.10689699649810791,0.0012691933661699295,267.50151348114014
,1763260279.7465327,500.0,285556,,,,,3503,,,500.0,,,267.9898235797882
,1763260280.6663158,500.0,286556,,,,,3513,,,500.0,,,268.90960669517517
1094.0,1763260281.7859187,,287744,0.006289917975664139,0.005216462537646294,0.0,-0.006509639322757721,3525,0.00012741934915538877,0.22163034975528717,,0.013683736324310303,0.0018062666058540344,270.02920961380005
1094.0,1763260282.9341874,,289024,-0.0009617302566766739,0.00011910509783774614,0.0,-0.003889031708240509,3537,0.00012665129906963557,0.1538991779088974,,0.0516626238822937,0.0001493208110332489,271.17747831344604
1094.0,1763260284.4594154,,290688,0.0012208353728055954,0.0019141538068652153,0.0,-0.0040602907538414,3554,0.00012565284851007164,0.12183576077222824,,0.10402792692184448,0.00043547898530960083,272.7027063369751
1094.0,1763260284.5703835,,290816,-0.0006947442889213562,0.00026667036581784487,0.0,0.0006622038781642914,3555,0.00012557604350149632,0.13565583527088165,,-0.025313973426818848,8.824467658996582e-05,272.81367444992065
1094.0,1763260286.5490265,,292992,0.012792112305760384,0.00012909994984511286,0.0,-0.015211760997772217,3576,0.00012427035835571587,0.1220688670873642,,-0.11083495616912842,0.0006645116955041885,274.7923173904419
1094.0,1763260286.6623623,,293120,-0.0026834476739168167,9.222816467285156,0.009765625,-0.0001417752355337143,3578,0.00012419355334714055,0.08188996464014053,,2.7298927307128906e-05,0.0015136972069740295,274.9056532382965
1094.0,1763260286.995656,,293504,0.04627503827214241,0.00016906671226024628,0.021484375,-0.028028545901179314,3581,0.0001239631383214146,0.20778977870941162,,-0.08364617824554443,0.007610959932208061,275.23894691467285
1094.0,1763260287.7023869,,294272,0.016638746485114098,0.003962912131100893,0.025390625,-0.024185381829738617,3589,0.00012350230826996267,0.22038550674915314,,0.038071393966674805,0.007650705985724926,275.9456777572632
1094.0,1763260289.8906317,,296704,-0.0020419657230377197,0.0023459969088435173,0.01171875,-0.002335578203201294,3613,0.00012204301310703158,0.0890795886516571,,0.16211986541748047,0.0006626732647418976,278.1339225769043
1094.0,1763260290.7106242,,297600,0.00248780008405447,0.12949441373348236,0.001953125,-0.0001559928059577942,3622,0.00012150537804700434,0.10375534743070602,,0.0001061558723449707,6.739702075719833e-05,278.95391511917114
1094.0,1763260292.4137762,,299520,0.000973171554505825,0.0001481520594097674,0.0,0.0009736604988574982,3640,0.00012035330291837454,0.19789782166481018,,-0.07250285148620605,2.8780661523342133e-05,280.6570670604706
1094.0,1763260293.9262998,,301184,-0.016895031556487083,0.0023911772295832634,0.0,0.005282845348119736,3656,0.00011935483780689538,0.09571575373411179,,0.3171806335449219,0.0012742076069116592,282.1695907115936
,1763260295.1107051,500.0,302556,,,,,3669,,,500.0,,,283.3539960384369
,1763260296.0317078,500.0,303556,,,,,3679,,,500.0,,,284.27499866485596
1094.0,1763260296.453407,,304000,0.003232940100133419,0.0001638364774407819,0.015625,-0.002217821776866913,3683,0.00011766512761823833,0.07570292055606842,,-0.11310994625091553,0.0006871679797768593,284.69669795036316
,1763260296.474675,500.0,304056,,,,,3684,,,500.0,,,284.71796584129333
1094.0,1763260299.0651412,,306816,0.03269220143556595,0.00021185603691264987,0.041015625,-0.008095543831586838,3711,0.0001159754247055389,0.30609965324401855,,-0.5135561227798462,0.012110535986721516,287.30843210220337
,1763260299.2142444,500.0,307056,,,,,3713,,,500.0,,,287.4575352668762
1094.0,1763260299.4006798,,307200,-0.003326578065752983,0.003662259317934513,0.0,0.003022141754627228,3715,0.00011574500967981294,0.12132388353347778,,0.41366785764694214,6.971694529056549e-05,287.64397072792053
1094.0,1763260300.8839285,,308864,-0.002644399181008339,0.0003562805359251797,0.0,0.0005410127341747284,3731,0.00011474654456833377,0.1585269421339035,,0.1075863242149353,0.00016800500452518463,289.12721943855286
1094.0,1763260301.1434705,,309120,-7.373280823230743e-06,0.651250422000885,0.0,-6.898120045661926e-05,3734,0.00011459293455118313,0.1145247370004654,,-1.2755393981933594e-05,0.00018690433353185654,289.38676142692566
1094.0,1763260303.0821707,,311296,-0.015418027527630329,0.003983850125223398,0.017578125,0.026896413415670395,3755,0.00011328724940540269,0.1375940591096878,,0.4128403663635254,0.008651490323245525,291.32546162605286
1094.0,1763260304.9397337,,313344,0.029614366590976715,0.0002965455350931734,0.01171875,-0.01020660251379013,3775,0.00011205836926819757,0.09581993520259857,,0.5454562902450562,0.004558251239359379,293.1830246448517
1094.0,1763260305.3113632,,313728,0.0008866079151630402,0.0028303780127316713,0.0,-0.0026403144001960754,3779,0.0001118279542424716,0.09827733039855957,,0.1255069375038147,0.00019936636090278625,293.5546541213989
1094.0,1763260307.6180747,,316288,0.0014598779380321503,0.0025633361656218767,0.009765625,-0.005472127348184586,3804,0.00011029186134692281,0.11754155158996582,,0.5149021148681641,0.0012294929474592209,295.8613655567169
,1763260307.844896,500.0,316556,,,,,3807,,,500.0,,,296.0881869792938
1095.0,1763260311.655162,,320768,0.01615801453590393,0.003723056521266699,0.0,-0.011709719896316528,3847,0.0001076036860467866,0.11097933351993561,,0.6587396860122681,0.0012583760544657707,299.89845299720764
,1763260314.5385787,500.0,324056,,,,,3879,,,500.0,,,302.7818696498871
1095.0,1763260314.9894955,,324480,0.003199620172381401,0.00035138538805767894,0.0,-0.004748694598674774,3883,0.00010537634079810232,0.08716120570898056,,0.8791288733482361,0.00018327683210372925,303.23278641700745
,1763260315.017877,500.0,324556,,,,,3884,,,500.0,,,303.2611680030823
1095.0,1763260315.325431,,324864,0.005768617615103722,0.0005242479383014143,0.0,-0.002348523586988449,3887,0.00010514592577237636,0.09788452088832855,,0.7120000720024109,0.0004132203757762909,303.5687220096588
1095.0,1763260315.696485,,325248,-0.006585645489394665,0.00329528353177011,0.0,0.0025422312319278717,3891,0.00010491551802260801,0.11463005840778351,,0.69183349609375,0.0004605734720826149,303.9397759437561
1095.0,1763260316.377628,,326016,0.002737799659371376,0.0005854092887602746,0.0,-0.006308302283287048,3898,0.00010445468797115609,0.200619637966156,,-1.4701440334320068,0.0006047580391168594,304.6209189891815
1095.0,1763260317.6424134,,327424,0.0009803511202335358,0.0006638607592321932,0.0,0.0008280724287033081,3912,0.00010360983287682757,0.08092865347862244,,0.9451895952224731,3.476068377494812e-05,305.8857042789459
1095.0,1763260317.9023635,,327680,-0.0007069995626807213,36.909698486328125,0.0,-0.0001648198813199997,3915,0.00010345622285967693,0.09466204792261124,,0.001882314682006836,7.516425102949142e-05,306.14565443992615
,1763260319.0665221,436.0,328992,,,,,3928,,,436.0,,,307.3098130226135
1095.0,1763260320.539012,,330624,0.007565728388726711,0.004069555085152388,0.00390625,-0.011710342019796371,3944,0.00010168970766244456,0.1281539648771286,,0.9463841915130615,0.0013843951746821404,308.7823028564453
1095.0,1763260320.6497848,,330752,0.0059927646070718765,0.0005997815751470625,0.01171875,-0.004360593855381012,3945,0.00010161290265386924,0.08638042211532593,,0.9448112845420837,0.00019251927733421326,308.8930757045746
1095.0,1763260320.7604127,,330880,0.030732600018382072,0.0024534224066883326,0.017578125,-0.015648450702428818,3946,0.00010153609764529392,0.08377648144960403,,0.9481461644172668,0.007226195186376572,309.00370359420776
1095.0,1763260321.467707,,331648,0.008589360862970352,0.001023785094730556,0.01953125,-0.01093362271785736,3954,0.000101075267593842,0.06339655816555023,,0.7002164125442505,0.0012950655072927475,309.7109978199005
1095.0,1763260322.282903,,332544,-0.015957724303007126,0.0009726592106744647,0.0078125,-0.009540818631649017,3963,0.00010053763253381476,0.11196264624595642,,0.9305025339126587,0.0038881972432136536,310.526193857193
1095.0,1763260322.8377726,,333184,-0.008116094395518303,0.000701664830558002,0.00390625,-0.0028405264019966125,3969,0.00010015360749093816,0.07613922655582428,,0.9205467700958252,0.00044414959847927094,311.0810635089874
1095.0,1763260323.8799675,,334336,0.0028891628608107567,0.1240675300359726,0.0,0.0012719687074422836,3981,9.946236241376027e-05,0.10193728655576706,,-0.0023813247680664062,0.00018922332674264908,312.12325835227966
1095.0,1763260324.135775,,334592,0.012937777675688267,0.002702945377677679,0.0078125,-0.026539675891399384,3983,9.930875239660963e-05,0.13696029782295227,,0.9393949508666992,0.004793551750481129,312.379065990448
1095.0,1763260325.3983407,,336000,0.0013115797191858292,0.005539467558264732,0.0,-0.0015201345086097717,3997,9.846390457823873e-05,0.05621546134352684,,0.6205945014953613,9.725615382194519e-05,313.64163160324097
,1763260327.4788873,500.0,338310,,,,,4020,,,500.0,,,315.7221782207489
,1763260331.0860639,500.0,342310,,,,,4059,,,500.0,,,319.329354763031
1096.0,1763260333.742568,,345216,0.004530478268861771,0.020049510523676872,0.013671875,-0.007593845948576927,4087,9.293395123677328e-05,0.13568197190761566,,0.9420179128646851,0.001094479113817215,321.9858589172363
1096.0,1763260334.0780888,,345600,0.0003686612471938133,0.012274970300495625,0.001953125,-0.00749196857213974,4091,9.270353621104732e-05,0.16675686836242676,,0.9561238288879395,0.0012531066313385963,322.32137966156006
1096.0,1763260335.342735,,347008,0.00031466037034988403,0.009038993157446384,0.0,0.00046892091631889343,4105,9.18586811167188e-05,0.32333070039749146,,0.9884501695632935,5.462579429149628e-05,323.58602595329285
1096.0,1763260335.7124841,,347392,-0.0034911390393972397,7.360924243927002,0.00390625,0.0015808232128620148,4109,9.162826609099284e-05,0.10438183695077896,,0.23389500379562378,0.00011469610035419464,323.9557750225067
1096.0,1763260336.2696059,,348032,0.012704181484878063,0.015218336135149002,0.00390625,-0.033246733248233795,4115,9.124424104811624e-05,0.15492385625839233,,0.988869845867157,0.0020487410947680473,324.51289677619934
1096.0,1763260336.6374114,,348416,0.004902789369225502,116.26463317871094,0.0,0.0017095375806093216,4119,9.101382602239028e-05,0.2024538815021515,,0.36568212509155273,0.0009840764105319977,324.8807022571564
1096.0,1763260339.4845622,,351616,0.015958722680807114,0.016851814463734627,0.005859375,-0.025023886933922768,4150,8.909370080800727e-05,0.12845705449581146,,0.9687737226486206,0.002623393200337887,327.7278530597687
1096.0,1763260341.1259453,,353408,-0.0009146220982074738,129.23440551757812,0.0,-0.0003311820328235626,4168,8.801843068795279e-05,0.13772502541542053,,0.14140504598617554,7.64746218919754e-05,329.3692362308502
1096.0,1763260342.6112208,,355072,0.0069236960262060165,0.000615916564129293,0.01953125,-0.02534114383161068,4184,8.701997285243124e-05,0.28531479835510254,,0.9510442614555359,0.005702747963368893,330.8545117378235
1096.0,1763260343.5402238,,356096,0.01777186244726181,0.0015173060819506645,0.009765625,-0.03732939809560776,4194,8.640553278382868e-05,0.1280786097049713,,0.9664711356163025,0.0033974740654230118,331.7835147380829
1096.0,1763260344.0221937,,356608,0.0009067291393876076,0.0005272498237900436,0.0,-0.001647690311074257,4199,8.60983127495274e-05,0.3085174560546875,,0.9072040319442749,0.0017203139141201973,332.2654845714569
1096.0,1763260346.3792439,,359168,-0.012414577417075634,0.0012931395322084427,0.0078125,0.017073893919587135,4224,8.456221257802099e-05,0.17639917135238647,,0.5531660318374634,0.003092789091169834,334.6225347518921
1096.0,1763260346.8253605,,359680,0.03308720514178276,0.001204449450597167,0.068359375,-0.02010364830493927,4229,8.425499254371971e-05,0.30736151337623596,,0.5071482062339783,0.014976304955780506,335.0686514377594
1096.0,1763260348.126123,,361088,0.032408684492111206,0.0009078227449208498,0.013671875,-0.04041050374507904,4243,8.341013744939119e-05,0.2546752393245697,,0.9417804479598999,0.00698308739811182,336.36941385269165
1096.0,1763260348.350882,,361344,0.003986510448157787,0.13212290406227112,0.0,0.007909830659627914,4246,8.325652743224055e-05,0.27524131536483765,,0.00810164213180542,0.0002897484228014946,336.5941729545593
1096.0,1763260348.9081962,,361984,0.014075757004320621,0.004288367927074432,0.0,-0.01556544378399849,4252,8.287250238936394e-05,0.2298867106437683,,0.9577838778495789,0.0005996124818921089,337.1514871120453
1096.0,1763260349.163327,,362240,0.018339114263653755,0.0014161195140331984,0.013671875,-0.01965843141078949,4254,8.27188923722133e-05,0.18390540778636932,,0.8236711621284485,0.004169275052845478,337.40661787986755
1096.0,1763260350.870697,,364160,0.0014213304966688156,0.0007971089798957109,0.0078125,-0.005435317754745483,4273,8.15668172435835e-05,0.22099579870700836,,0.8395766019821167,0.0019149389117956161,339.11398792266846
1096.0,1763260351.0930727,,364416,0.0009461566805839539,0.14639751613140106,0.0,-0.005979999899864197,4276,8.141320722643286e-05,0.22470614314079285,,0.019505202770233154,0.00023823045194149017,339.33636355400085
1096.0,1763260351.2373788,,364544,0.03081464394927025,0.004816640168428421,0.025390625,-0.0330914631485939,4277,8.133640221785754e-05,0.22129985690116882,,0.872550904750824,0.00922565720975399,339.4806697368622
1096.0,1763260351.349279,,364672,0.00945310015231371,0.0007277277763932943,0.0,-0.01953984797000885,4278,8.125959720928222e-05,0.23067772388458252,,0.8833091259002686,0.0007763588801026344,339.59256982803345
1096.0,1763260352.386907,,365824,-0.0008970992639660835,8.289115905761719,0.0,-0.00037901289761066437,4290,8.056835940806195e-05,0.2568735182285309,,0.010690808296203613,0.0009331731125712395,340.6301980018616
1096.0,1763260352.609584,,366080,0.007112494669854641,0.0017237183637917042,0.0,-0.007528096437454224,4292,8.041474939091131e-05,0.20644809305667877,,0.9661498665809631,0.000668826512992382,340.85287499427795
,1763260354.5979466,500.0,368310,,,,,4314,,,500.0,,,342.8412375450134
1096.0,1763260355.0239344,,368768,0.0001163240522146225,0.001185587258078158,0.0,-0.0013055559247732162,4318,7.880184421082959e-05,0.2632148861885071,,0.676223635673523,9.617023169994354e-05,343.26722526550293
1096.0,1763260357.5815809,,371584,-0.004373747855424881,0.0009677207563072443,0.013671875,0.013707457110285759,4346,7.711213402217254e-05,0.10730692744255066,,0.9262093901634216,0.0023054443299770355,345.82487177848816
1096.0,1763260359.3985472,,373632,0.0008299220353364944,0.0019100557547062635,0.0,-0.0018244534730911255,4366,7.588325388496742e-05,0.16821926832199097,,0.7576219439506531,8.956342935562134e-05,347.64183807373047
1096.0,1763260359.9910724,,374272,-0.0009075412526726723,0.002879662672057748,0.0,-0.00535845011472702,4372,7.549922884209082e-05,0.2526187598705292,,0.7930703163146973,0.0009070737287402153,348.2343633174896
1096.0,1763260360.4396214,,374784,0.04529549181461334,0.0019912910647690296,0.0234375,-0.03198517858982086,4377,7.519200880778953e-05,0.1855185627937317,,0.6412519216537476,0.007441669702529907,348.6829123497009
,1763260360.4504585,500.0,374810,,,,,4378,,,500.0,,,348.6937494277954
1096.0,1763260361.3661973,,375808,-0.007038911804556847,0.001641490962356329,0.0,0.00588313490152359,4387,7.457757601514459e-05,0.27283281087875366,,-4.122469425201416,0.00037718378007411957,349.6094882488251
1096.0,1763260362.1803365,,376704,0.0011310726404190063,0.0009834339143708348,0.0,0.006473872810602188,4396,7.403994095511734e-05,0.11602862179279327,,0.8361322283744812,0.0007747579365968704,350.4236273765564
1096.0,1763260363.919802,,378624,0.001340962015092373,0.0019835808780044317,0.015625,-0.000627569854259491,4415,7.288786582648754e-05,0.19427229464054108,,0.5393115282058716,0.00344198290258646,352.1630928516388
,1763260367.62406,500.0,382810,,,,,4456,,,500.0,,,355.8673508167267
1097.0,1763260368.996221,,384256,0.001620560884475708,0.0016381496097892523,0.0,-0.0030350089073181152,4470,6.950844544917345e-05,0.11981683224439621,,0.8554730415344238,7.357075810432434e-05,357.2395119667053
1097.0,1763260369.66356,,385024,0.002783459611237049,0.0047726500779390335,0.0,-0.005012206733226776,4478,6.904762267367914e-05,0.15146498382091522,,0.9706220030784607,0.0009966855868697166,357.90685081481934
1097.0,1763260369.9170108,,385280,-0.005886315368115902,0.0020483850967139006,0.0,0.004783403128385544,4480,6.88940126565285e-05,0.21053729951381683,,0.7226303219795227,0.0008183075115084648,358.16030168533325
1097.0,1763260370.9576488,,386432,0.009160254150629044,2.1413512229919434,0.0,-0.0030104685574769974,4492,6.820276757935062e-05,0.21589988470077515,,0.03268134593963623,0.0006074365228414536,359.20093965530396
1097.0,1763260371.5111215,,387072,0.019500717520713806,0.003916882909834385,0.041015625,-0.026226207613945007,4498,6.781874253647402e-05,0.1421164721250534,,0.9432204365730286,0.007683655247092247,359.75441241264343
,1763260373.4970098,500.0,389310,,,,,4520,,,500.0,,,361.740300655365
1097.0,1763260373.6984868,,389504,0.019150426611304283,0.0044268216006457806,0.005859375,-0.022292297333478928,4522,6.635944737354293e-05,0.17803075909614563,,0.9819677472114563,0.0028151869773864746,361.94177770614624
1097.0,1763260373.9188359,,389760,-0.0013600187376141548,0.0009373539942316711,0.0,0.0013698376715183258,4524,6.62058373563923e-05,0.270693302154541,,0.7633817195892334,0.000256991945207119,362.1621267795563
,1763260373.9376128,500.0,389810,,,,,4525,,,500.0,,,362.180903673172
1097.0,1763260374.1789067,,390016,-0.0016590133309364319,0.005461958236992359,0.0,0.0011720210313796997,4527,6.605222733924165e-05,0.14382648468017578,,0.9441801905632019,1.331232488155365e-05,362.4221975803375
1097.0,1763260374.5136487,,390400,0.008103270083665848,149.65884399414062,0.0,0.001713017001748085,4531,6.582181231351569e-05,0.12289834022521973,,0.02275693416595459,0.0002980530261993408,362.7569396495819
1097.0,1763260374.7370327,,390656,0.012373060919344425,0.0015249911230057478,0.00390625,-0.01860867440700531,4533,6.566820229636505e-05,0.1596551388502121,,0.8735643625259399,0.0021907640621066093,362.9803235530853
1097.0,1763260374.8474753,,390784,0.04494858160614967,0.003272633533924818,0.072265625,-0.03597848117351532,4534,6.559139728778973e-05,0.15290029346942902,,0.8023403882980347,0.0074542369693517685,363.09076619148254
1097.0,1763260376.7201695,,392832,0.0010163458064198494,140.8800811767578,0.0,0.00018590688705444336,4555,6.436251715058461e-05,0.19021376967430115,,0.0072994232177734375,2.367701381444931e-05,364.96346044540405
1097.0,1763260377.426011,,393600,0.014309587888419628,0.002151837106794119,0.009765625,-0.02076752483844757,4562,6.390168709913269e-05,0.2264346480369568,,0.4830244779586792,0.004043335095047951,365.66930198669434
1097.0,1763260378.6933956,,395008,0.004349213093519211,0.006237671710550785,0.00390625,-0.008299939334392548,4576,6.305683200480416e-05,0.20108088850975037,,0.9569638967514038,0.0023339558392763138,366.9366865158081
,1763260382.0610511,500.0,398810,,,,,4613,,,500.0,,,370.3043420314789
1097.0,1763260383.3008742,,400128,0.008959406055510044,0.0026175607927143574,0.0,-0.0030228905379772186,4626,5.998463893774897e-05,0.2535141408443451,,0.930743932723999,0.000805131159722805,371.54416513442993
1097.0,1763260384.1220138,,401024,-0.00876438058912754,0.007128579542040825,0.0,0.0049242377281188965,4635,5.944700387772173e-05,0.16769903898239136,,0.9546888470649719,0.0006398390978574753,372.36530470848083
1097.0,1763260384.7195568,,401664,-0.00909997895359993,0.003281825687736273,0.0,0.010475914925336838,4641,5.9062978834845126e-05,0.25544455647468567,,0.6654783487319946,0.001539362594485283,372.96284770965576
1097.0,1763260384.9465997,,401920,-0.004060080274939537,41.787132263183594,0.0,0.0049513112753629684,4644,5.8909368817694485e-05,0.1846870481967926,,0.04402637481689453,0.0005194675177335739,373.18989062309265
