_step,losses/approx_kl,_runtime,charts/SPS,charts/learning_rate,global_step,losses/explained_variance,losses/clipfrac,_timestamp,losses/policy_loss,charts/episodic_length,losses/old_approx_kl,charts/episodic_return,losses/entropy,losses/value_loss
2235,0.003224148415029049,197.53604197502136,753.0,0.00021443932200782,142720,-0.9380762577056885,0.048828125,1763260257.794286,-0.03443022817373276,,0.01990038901567459,,0.1639779508113861,3.9878788811620325e-05
2241,0.0004173833876848221,198.33274102210999,753.0,0.00021413210197351873,143232,-0.00014603137969970703,0.0,1763260258.590985,0.0009040217846632004,,-0.00010556355118751526,,0.28861409425735474,0.0942007377743721
2248,0.0038313008844852448,199.50116848945618,752.0,0.0002136712719220668,144000,-1.8999295234680176,0.046875,1763260259.7594125,0.0045151542872190475,,-0.009991521015763283,,0.11548595875501633,0.0003602014621719718
2250,,199.7351996898651,,,144227,,,1763260259.9934437,,500.0,,500.0,,
2253,0.00016035139560699463,200.28713822364807,752.0,0.00021336405188776553,144512,-1.9418725967407227,0.0,1763260260.5453823,0.0034702885895967484,,-0.00034780800342559814,,0.2694002389907837,3.724643465830013e-05
2272,0.00024287495762109756,203.16430163383484,750.0,0.00021221197675913572,146432,-0.843726396560669,0.0,1763260263.4225457,-0.007742442190647125,,0.005120507441461086,,0.20585592091083527,0.003634992754086852
2280,,204.36328721046448,,,147227,,,1763260264.6215312,,500.0,,500.0,,
2295,0.004288154654204845,206.709468126297,749.0,0.00021082948660477996,148736,0.00014728307723999023,0.009765625,1763260266.9677122,2.7261674404144287e-05,,0.0010153548792004585,,0.2607523798942566,138.8644256591797
2298,0.014973767101764679,207.26179337501526,748.0,0.000210599071579054,149120,-0.011205554008483887,0.0234375,1763260267.5200374,-0.0011995211243629456,,-0.008435968309640884,,0.08789777755737305,0.0004163381236139685
2310,5.715247243642807e-05,209.00093340873718,748.0,0.00020990784105379134,150272,0.00019860267639160156,0.005859375,1763260269.2591774,-0.00045760348439216614,,-0.002330840565264225,,0.14222174882888794,139.9716796875
2312,0.00040629226714372635,209.37609672546387,748.0,0.0002097542310366407,150528,-2.7091541290283203,0.0,1763260269.6343408,0.0038035567849874496,,-0.0009054867550730705,,0.20786038041114807,0.00013634447532240301
2318,0.009905947372317314,210.36299991607666,747.0,0.0002093702059937641,151168,-0.3139476776123047,0.0625,1763260270.621244,0.009268075227737427,,0.011529361829161644,,0.18604585528373718,0.0001747127971611917
2322,0.008485870435833931,210.96554017066956,747.0,0.00020913979096803814,151552,-0.4661942720413208,0.025390625,1763260271.2237842,-0.009362265467643738,,0.02785123884677887,,0.1432642638683319,1.8863705918192863e-05
2324,,211.16435742378235,,,151727,,,1763260271.4226015,,500.0,,500.0,,
2329,,211.94591283798218,,,152227,,,1763260272.2041569,,500.0,,500.0,,
2339,,213.51289796829224,,,153227,,,1763260273.771142,,500.0,,500.0,,
2343,,214.15588331222534,,,153727,,,1763260274.4141273,,500.0,,500.0,,
2348,,214.94180059432983,,,154227,,,1763260275.2000446,,500.0,,500.0,,
2354,0.005487507209181786,215.88683533668518,744.0,0.00020721966575365514,154752,0.00020432472229003906,0.01953125,1763260276.1450794,0.018648847937583923,,-0.02084108255803585,,0.24692583084106445,0.011997722089290619
2363,,217.24062418937683,,,155727,,,1763260277.4988682,,500.0,,500.0,,
2389,0.0008434010669589043,221.02678632736206,743.0,0.00020506912551354617,158336,0.0003676414489746094,0.0,1763260281.2850304,-0.0005267579108476639,,-0.008864234201610088,,0.15415050089359283,0.015285125002264977
2426,0.00536932609975338,226.75055861473083,741.0,0.00020276497525628656,162176,-2.698026418685913,0.048828125,1763260287.0088027,0.013204317539930344,,-0.018664740025997162,,0.22651508450508118,0.0002542634611018002
2430,0.009001062251627445,227.32564520835876,741.0,0.0002025345602305606,162560,-4.126552581787109,0.064453125,1763260287.5838892,-7.961690425872803e-05,,0.007876422256231308,,0.20287227630615234,0.00025270943297073245
2449,0.003251577727496624,230.1518247127533,740.0,0.0002013824851019308,164480,-3.3435211181640625,0.005859375,1763260290.4100688,0.02435677871108055,,-0.023521794006228447,,0.28048765659332275,0.007423278875648975
2465,0.0032502245157957077,232.34705257415771,741.0,0.00020038401999045163,166144,-2.1440656185150146,0.015625,1763260292.6052966,-0.014402568340301514,,0.018818659707903862,,0.21065181493759155,0.0005121181020513177
2493,0.005750761367380619,236.55057382583618,739.0,0.0001986943098017946,168960,-1.4887263774871826,0.0390625,1763260296.8088179,-0.0030333995819091797,,0.007063220255076885,,0.16861246526241302,0.0017582073342055082
2506,4.8857182264328e-05,238.4871792793274,739.0,0.00019792627426795661,170240,0.0001925826072692871,0.00390625,1763260298.7454233,0.00027501583099365234,,-0.001063905656337738,,0.18977707624435425,152.5203399658203
2514,0.0019511068239808083,239.8094551563263,738.0,0.00019738863920792937,171136,-4.210681438446045,0.005859375,1763260300.0676992,-0.02706415206193924,,0.021071435883641243,,0.24699777364730835,0.0004896845202893019
2515,,239.85783505439758,,,171227,,,1763260300.116079,,500.0,,500.0,,
2520,,240.61477255821228,,,171727,,,1763260300.8730166,,500.0,,500.0,,
2533,0.003541531041264534,242.68647956848145,737.0,0.00019623656407929957,173056,-2.025820732116699,0.015625,1763260302.9447236,-0.004699926823377609,,0.0005012229084968567,,0.12417827546596527,0.0002975296520162374
2540,,243.6578381061554,,,173727,,,1763260303.9160821,,500.0,,500.0,,
2547,0.000615742988884449,244.74789690971375,737.0,0.00019539170898497105,174464,0.1601705551147461,0.017578125,1763260305.006141,0.01080349087715149,,-0.009107840247452259,,0.09305700659751892,0.0033533391542732716
2570,0.00012678466737270355,247.89019584655762,737.0,0.00019400921883061528,176768,0.0012982487678527832,0.00390625,1763260308.14844,0.006421322003006935,,-0.003283519297838211,,0.08853334188461304,12.178860664367676
2571,0.014577717520296574,248.02956771850586,737.0,0.00019393241382203996,176896,0.03715556859970093,0.037109375,1763260308.2878118,-0.03163030743598938,,0.062581367790699,,0.16904814541339874,0.0026568991597741842
2577,0.00034874770790338516,248.5843276977539,738.0,0.00019354838877916336,177536,-1.5545954704284668,0.0,1763260308.8425717,-0.0061524733901023865,,0.007418720982968807,,0.12896525859832764,0.0006778629031032324
2608,,251.79289031028748,,,180727,,,1763260312.0511343,,500.0,,500.0,,
2610,0.00014515873044729233,252.09021544456482,741.0,0.00019155145855620503,180864,0.3108046054840088,0.0,1763260312.3484595,0.0034392476081848145,,-0.0030671758577227592,,0.1897800862789154,0.0035981647670269012
2630,0.020193103700876236,254.74799513816833,741.0,0.0001903225784189999,182912,-1.022749423980713,0.109375,1763260315.0062392,-0.042349912226200104,,0.06244756281375885,,0.13445410132408142,0.006043234374374151
2636,0.004085970111191273,255.58519387245178,741.0,0.0001899385533761233,183552,-0.5265443325042725,0.0234375,1763260315.843438,-0.02077915333211422,,0.029545104131102562,,0.21111899614334106,0.00031870996463112533
2646,0.0017433436587452888,256.94923639297485,741.0,0.00018932411330752075,184576,0.4515761733055115,0.015625,1763260317.2074804,-0.01639135181903839,,0.014477071352303028,,0.175265371799469,0.0006822367431595922
2647,0.007795021869242191,257.11140275001526,741.0,0.00018924730829894543,184704,-1.13938307762146,0.046875,1763260317.3696468,-0.021113157272338867,,0.027000663802027702,,0.11963528394699097,0.0005417756619863212
2648,,257.144926071167,,,184727,,,1763260317.40317,,500.0,,500.0,,
2668,0.000348823145031929,259.52185225486755,742.0,0.0001880184281617403,186752,0.0019999146461486816,0.001953125,1763260319.7800963,0.0007986575365066528,,0.0054765865206718445,,0.1312483549118042,1.0265703201293945
2673,0.0035827280953526497,259.9874677658081,743.0,0.00018771120812743902,187264,0.003283977508544922,0.025390625,1763260320.2457118,0.037945766001939774,,-0.023025434464216232,,0.15091994404792786,0.027873268350958824
2683,0.0033012619242072105,260.9154155254364,744.0,0.00018709676805883646,188288,0.005843937397003174,0.02734375,1763260321.1736596,-0.00717507116496563,,-0.013183129951357841,,0.17841801047325134,12.185211181640625
2687,,261.26629304885864,,,188727,,,1763260321.524537,,500.0,,500.0,,
2689,0.014142174273729324,261.4678738117218,745.0,0.00018671274301595986,188928,0.7006067037582397,0.046875,1763260321.7261178,-0.0289975106716156,,0.047904253005981445,,0.1635778248310089,0.004325314424932003
2692,,261.705308675766,,,189227,,,1763260321.9635527,,500.0,,500.0,,
2732,0.0004190746694803238,267.01653122901917,746.0,0.0001841013872763142,193280,0.02847146987915039,0.0,1763260327.2747753,-0.002786051481962204,,0.0036965087056159973,,0.16641318798065186,0.03269801661372185
2752,0.007691669277846813,269.6632034778595,746.0,0.00018287250713910908,195328,0.03839665651321411,0.033203125,1763260329.9214475,-0.002088213339447975,,0.04945598170161247,,0.25301510095596313,147.89503479003906
2757,0.0020907195284962654,270.3146617412567,747.0,0.0001825652871048078,195840,0.06447285413742065,0.029296875,1763260330.5729058,-0.0030473414808511734,,-0.013421784155070782,,0.15882635116577148,145.21969604492188
2772,0.07493816316127777,271.94646191596985,748.0,0.00018164362700190395,197376,0.9818255305290222,0.091796875,1763260332.204706,-0.01595248281955719,,-0.011533914133906364,,0.19846969842910767,0.0003793751820921898
2782,0.04178277775645256,272.8165645599365,749.0,0.0001810291869333014,198400,0.9774370193481445,0.0807291641831398,1763260333.0748086,-0.04764295741915703,,-0.0061920322477817535,,0.189708411693573,0.0016230952460318804
2793,0.007164052687585354,273.8003559112549,751.0,0.0001803379418561235,199552,0.9941557049751282,0.0390625,1763260334.0586,-0.022459786385297775,,0.02099934220314026,,0.11713150143623352,0.009232251904904842
2824,,276.5370216369629,,,202727,,,1763260336.7952657,,500.0,,500.0,,
2843,0.0020079966634511948,278.38867712020874,757.0,0.0001772657415131107,204672,0.9780636429786682,0.025390625,1763260338.6469212,-0.00366075336933136,,0.0005782656371593475,,0.22698602080345154,0.0013893436407670379
2857,0.03266821429133415,280.36799359321594,757.0,0.00017642088641878217,206080,0.9875263571739197,0.146484375,1763260340.6262376,-0.024714846163988113,,0.026946622878313065,,0.22326987981796265,0.0012917506974190474
2882,0.0004285164177417755,283.77673959732056,756.0,0.00017488478624727577,208640,0.9719340801239014,0.001953125,1763260344.0349836,-0.0027778260409832,,-0.002668498083949089,,0.3299410045146942,0.0022278018295764923
2890,0.04077276587486267,284.8063328266144,756.0,0.00017442395619582385,209408,0.9980687499046326,0.1354166716337204,1763260345.0645769,-0.03576773777604103,,0.048696618527173996,,0.2977445721626282,0.0006075655110180378
2949,0.0031031016260385513,291.86347365379333,759.0,0.00017081413534469903,215424,0.9982092976570129,0.013671875,1763260352.1217177,-0.01660257764160633,,0.03432595729827881,,0.25868940353393555,7.136746717151254e-05
2960,0.03379441797733307,292.8898859024048,760.0,0.00017012289026752114,216576,0.9332213997840881,0.1171875,1763260353.14813,0.009796001017093658,,0.029452122747898102,,0.21603752672672272,0.0006411389331333339
2975,0.010016689077019691,294.2621228694916,762.0,0.0001692012301646173,218112,0.9655591249465942,0.0390625,1763260354.520367,-0.02262704446911812,,0.008673613891005516,,0.17952346801757812,0.0008189176442101598
2997,0.003384942188858986,296.2122132778168,764.0,0.00016789554501883686,220288,0.07652145624160767,0.01953125,1763260356.4704573,0.016505595296621323,,0.0037246644496917725,,0.2147255390882492,150.0987091064453
3011,,297.470046043396,,,221727,,,1763260357.72829,,500.0,,500.0,,
3051,,301.0132761001587,,,225739,,,1763260361.2715201,,500.0,,500.0,,
3053,0.025633592158555984,301.2467863559723,770.0,0.00016451612464152277,225920,0.9991300702095032,0.07421875,1763260361.5050304,-0.020920291543006897,,0.02627669647336006,,0.1940462589263916,0.00014999776612967253
3066,,302.4018340110779,,,227239,,,1763260362.660078,,500.0,,500.0,,
3070,0.050144076347351074,302.8101980686188,772.0,0.00016344085452146828,227712,0.9842967391014099,0.0859375,1763260363.068442,0.018585622310638428,,0.030249381437897682,,0.2873282730579376,0.0009166548261418939
3083,0.03373797982931137,303.93355202674866,774.0,0.00016267280443571508,228992,0.997412383556366,0.0807291641831398,1763260364.191796,-0.0615474134683609,,0.11687099188566208,,0.22818288207054138,0.0004912702715955675
3098,0.06978761404752731,305.7195551395416,774.0,0.00016175115888472646,230528,0.99594646692276,0.15234375,1763260365.9777992,-0.07673907279968262,,0.0876258835196495,,0.3194045126438141,0.00028068965184502304
3127,0.006387604400515556,309.7503378391266,773.0,0.00016006144869606942,233344,0.03851175308227539,0.0390625,1763260370.0085819,0.0015354324132204056,,0.004817509092390537,,0.2120932936668396,156.2207489013672
3129,0.003079790621995926,310.0571913719177,773.0,0.00015990783867891878,233600,0.9567881226539612,0.046875,1763260370.3154354,0.007402185350656509,,-0.022927699610590935,,0.1946653127670288,0.0006426847539842129
3141,0.04472001641988754,311.76861667633057,773.0,0.00015913978859316558,234880,0.9943034052848816,0.1536458283662796,1763260372.0268607,-0.07384119927883148,,0.04544513672590256,,0.28875476121902466,0.0006724674603901803
3146,0.016614561900496483,312.4256145954132,773.0,0.0001588325685588643,235392,0.9965959191322327,0.0703125,1763260372.6838586,-0.023620910942554474,,0.02683701179921627,,0.24717403948307037,0.00021810106409247965
3170,,315.12479162216187,,,237764,,,1763260375.3830357,,500.0,,500.0,,
3183,0.04898446798324585,316.3708417415619,775.0,0.00015660522331018,239104,0.9981659054756165,0.12109375,1763260376.6290858,-0.017411086708307266,,0.09984201192855835,,0.23929771780967712,0.0003835090610664338
3188,0.1209641620516777,317.0852110385895,775.0,0.00015629800327587873,239616,0.987144410610199,0.1953125,1763260377.343455,-0.06257971376180649,,0.27945032715797424,,0.2160823792219162,0.0028841467574238777
3217,0.06689327955245972,320.5311367511749,776.0,0.00015453148807864636,242560,0.9953545331954956,0.1119791641831398,1763260380.7893808,0.014607131481170654,,-0.04239707440137863,,0.2816311717033386,0.0008170523797161877
3224,,321.0952031612396,,,243264,,,1763260381.3534472,,500.0,,500.0,,
3247,0.0003917226567864418,323.19870495796204,779.0,0.00015268816787283868,245632,0.9945703744888306,0.0078125,1763260383.456949,-0.0095134899020195,,-0.0013760989531874657,,0.26123690605163574,0.0004986671265214682
3250,0.01139466930180788,323.4201912879944,779.0,0.00015253455785568804,245888,0.12239724397659302,0.0234375,1763260383.6784353,-0.01654750108718872,,0.03536645695567131,,0.22792857885360718,0.0012520902091637254
3252,0.004431559704244137,323.67676734924316,780.0,0.0001523809478385374,246144,0.9924970865249634,0.017578125,1763260383.9350114,0.0013714209198951721,,0.00669467356055975,,0.1594107300043106,0.000617668847553432
3255,0.004145783372223377,323.8987228870392,780.0,0.00015222733782138675,246400,0.99922114610672,0.033203125,1763260384.156967,-0.00833502784371376,,0.005398263223469257,,0.28552523255348206,9.570735710440204e-05
3259,0.001962769776582718,324.227098941803,780.0,0.0001519969227956608,246784,0.05712747573852539,0.001953125,1763260384.485343,-0.0011263638734817505,,-0.00819353386759758,,0.1973244696855545,11.879661560058594
3272,0.03039068728685379,325.4503393173218,782.0,0.00015115206770133227,248192,0.9928855895996094,0.1484375,1763260385.7085834,-0.01761985570192337,,0.07845550030469894,,0.22098274528980255,0.0006766416481696069
3275,1.3932585716247559e-05,325.7030167579651,782.0,0.00015099845768418163,248448,0.9996726512908936,0.0,1763260385.9612608,0.0006248950958251953,,0.0005366336554288864,,0.1937086582183838,0.0005547942710109055
3276,0.0013596853241324425,325.8184711933136,782.0,0.0001509216526756063,248576,0.998106062412262,0.01171875,1763260386.0767152,-0.009113360196352005,,0.01039921771734953,,0.11462331563234329,0.00027509400388225913
3296,0.0009859725832939148,327.902930021286,783.0,0.00014969278709031641,250624,0.9968913793563843,0.0,1763260388.161174,-0.00033789873123168945,,0.007090030238032341,,0.17086820304393768,0.0005681411712430418
3338,0.0019094562157988548,333.08061122894287,784.0,0.00014715822180733085,254848,0.1634829044342041,0.0078125,1763260393.3388553,0.0005742823705077171,,0.008584954775869846,,0.20582060515880585,0.018930884078145027
3351,0.013107359409332275,334.69720554351807,784.0,0.00014639017172157764,256128,0.9943081736564636,0.107421875,1763260394.9554496,-0.02833363227546215,,0.014592265710234642,,0.2628243863582611,0.00033538375282660127
3357,0.0025659725069999695,335.33989429473877,784.0,0.00014600614667870104,256768,0.9926928281784058,0.052734375,1763260395.5981383,-0.01329679787158966,,0.004829021170735359,,0.188773050904274,0.00048352338490076363
3360,0.0015536081045866013,335.45468378067017,784.0,0.00014592934167012572,256896,0.047129809856414795,0.001953125,1763260395.7129278,-0.0005712322890758514,,0.0025191567838191986,,0.17732813954353333,1.117915391921997
3398,,338.9200403690338,,,260799,,,1763260399.1782844,,500.0,,500.0,,
3401,0.002644103020429611,339.3278419971466,788.0,0.00014339477638714015,261120,0.9985848665237427,0.048828125,1763260399.586086,-0.009354591369628906,,0.019681010395288467,,0.2430693656206131,0.00015329773304983974
3406,0.05448057875037193,340.01147842407227,788.0,0.00014308755635283887,261632,0.9948443174362183,0.109375,1763260400.2697225,-0.03117116540670395,,0.0529322624206543,,0.29873478412628174,0.0005486782174557447
3419,0.0032472964376211166,341.6845734119415,788.0,0.00014231950626708567,262912,0.0784648060798645,0.005859375,1763260401.9428174,0.004576819017529488,,0.02827868051826954,,0.19573695957660675,1.041147232055664
3426,0.05579154193401337,342.6044955253601,788.0,0.00014185867621563375,263680,0.9832373261451721,0.15625,1763260402.8627396,-0.08158344775438309,,0.05727113038301468,,0.28529444336891174,0.002156007569283247
3428,0.03618193417787552,342.7967631816864,788.0,0.00014178187120705843,263808,0.03676426410675049,0.1875,1763260403.0550072,0.006966259330511093,,0.048291292041540146,,0.13424375653266907,137.53811645507812
3435,0.06830473244190216,343.7466461658478,788.0,0.0001413210411556065,264576,0.9913115501403809,0.125,1763260404.0048902,-0.034869711846113205,,-0.017890287563204765,,0.17511941492557526,0.0020588580518960953
3450,0.04996240511536598,345.26649808883667,789.0,0.00014039938105270267,266112,0.9984389543533325,0.1822916716337204,1763260405.5247421,0.004918202757835388,,0.04765352979302406,,0.2644864022731781,0.00027470028726384044
3451,0.0032964693382382393,345.3779299259186,789.0,0.00014032257604412735,266240,0.9965254068374634,0.001953125,1763260405.636174,0.030322276055812836,,0.0012752776965498924,,0.27054116129875183,0.001333707245066762
3462,0.0020772255957126617,346.30615758895874,790.0,0.00013970813597552478,267264,0.9916530847549438,0.0234375,1763260406.5644016,0.004607779905200005,,-0.0052666086703538895,,0.18412166833877563,0.001147079048678279
3476,0.022203583270311356,347.4975435733795,791.0,0.00013886328088119626,268672,0.9935936331748962,0.14453125,1763260407.7557876,-0.020794201642274857,,0.009566698223352432,,0.14442628622055054,0.0004969742149114609
3479,0.005727505311369896,347.7190043926239,791.0,0.00013870967086404562,268928,0.1077389121055603,0.03125,1763260407.9772484,-0.009052516892552376,,-8.330494165420532e-05,,0.1923956274986267,0.008006883785128593
3498,0.004159670323133469,349.45387530326843,793.0,0.00013755761028733104,270848,0.044094204902648926,0.048828125,1763260409.7121193,-0.012021809816360474,,-0.0033596400171518326,,0.12852950394153595,0.10694020986557007
3503,0.0028271861374378204,349.8810930252075,794.0,0.00013725039025302976,271360,0.10707002878189087,0.0390625,1763260410.139337,0.026713423430919647,,0.0147971510887146,,0.2247190922498703,0.010136965662240982
3513,0.006642288528382778,350.76113772392273,795.0,0.0001366359501844272,272384,0.1462571620941162,0.017578125,1763260411.0193818,-0.010500341653823853,,0.020625120028853416,,0.23285511136054993,0.01937703974545002
3525,3.9419159293174744e-05,351.9101052284241,796.0,0.000135867900098674,273664,0.9975302815437317,0.00390625,1763260412.1683493,0.0004958659410476685,,-0.002669045701622963,,0.2430141568183899,0.00037879974115639925
3537,,352.8869035243988,,,274824,,,1763260413.1451476,,500.0,,500.0,,
3554,0.0070471810176968575,355.1867218017578,797.0,0.00013410138490144163,276608,0.9990087151527405,0.046875,1763260415.4449658,-0.02852734923362732,,0.03320137411355972,,0.17110846936702728,9.969612437998876e-05
3555,0.018270011991262436,355.349178314209,797.0,0.0001340245798928663,276736,0.9962176084518433,0.0625,1763260415.6074224,0.03352297469973564,,-0.000959654338657856,,0.2133132815361023,0.0008454751223325729
3576,0.0008389204740524292,357.1960184574127,797.0,0.00013294930977281183,278528,0.998885452747345,0.001953125,1763260417.4542625,0.01111498475074768,,-0.007518814876675606,,0.22661973536014557,0.0029212036170065403
3578,0.0024168137460947037,357.44808745384216,798.0,0.0001327956997556612,278784,0.9817313551902771,0.021484375,1763260417.7063315,-0.01384688913822174,,7.273629307746887e-05,,0.22142526507377625,0.000631449103821069
3581,0.06450919806957245,357.67095041275024,798.0,0.00013264208973851055,279040,0.9983868598937988,0.1171875,1763260417.9291945,-0.07149897515773773,,0.14159446954727173,,0.21777288615703583,0.0002149559441022575
3589,,358.35140109062195,,,279860,,,1763260418.6096451,,500.0,,500.0,,
3613,0.0013690534979104996,361.1608681678772,799.0,0.00013079876953270286,282112,0.9992778301239014,0.021484375,1763260421.4191122,0.016130171716213226,,-0.015676841139793396,,0.14700612425804138,0.0004017737228423357
3622,,362.2024359703064,,,282916,,,1763260422.46068,,31.0,,31.0,,
3640,,364.59417390823364,,,284916,,,1763260424.852418,,500.0,,500.0,,
3656,0.0024469243362545967,366.52443408966064,799.0,0.00012818739924114197,286464,0.12812691926956177,0.0078125,1763260426.7826781,-0.0008144006133079529,,0.0010847365483641624,,0.25958508253097534,143.61769104003906
3669,0.002683451399207115,367.7332329750061,800.0,0.00012734254414681345,287872,0.9896588325500488,0.005859375,1763260427.991477,0.01350521668791771,,-0.004921752959489822,,0.2351977676153183,0.0010148921282961965
3679,0.002823774702847004,368.54206228256226,801.0,0.0001268049090867862,288768,0.9955337643623352,0.08984375,1763260428.8003063,-0.016800202429294586,,0.005981367081403732,,0.18149319291114807,0.0006434943061321974
3683,0.046329647302627563,368.85983395576477,801.0,0.00012657449406106025,289152,0.9964574575424194,0.0859375,1763260429.118078,0.0029372870922088623,,0.03455231338739395,,0.1499439775943756,0.0006576915038749576
3684,0.13822348415851593,368.9708340167999,801.0,0.00012649768905248493,289280,0.9864768981933594,0.15625,1763260429.229078,0.0240742489695549,,0.034597139805555344,,0.1605667918920517,0.001598870032466948
3711,,371.7616481781006,,,291943,,,1763260432.0198922,,14.0,,14.0,,
3713,0.0005365367978811264,372.0830080509186,802.0,0.0001248079934157431,292096,0.9992477297782898,0.0,1763260432.341252,-0.003226015716791153,,-8.855387568473816e-05,,0.26010921597480774,0.0019261674024164677
3715,0.006842449307441711,372.3650014400482,802.0,0.00012465438339859247,292352,0.9925491809844971,0.013671875,1763260432.6232455,-0.005236197263002396,,0.007985148578882217,,0.2054365575313568,0.000570151605643332
3731,,373.9066581726074,,,293943,,,1763260434.1649022,,500.0,,500.0,,
3734,0.0004977378994226456,374.2179880142212,803.0,0.00012350230826996267,294272,0.9979352951049805,0.05078125,1763260434.476232,-0.009929515421390533,,0.008141841739416122,,0.20824111998081207,0.0003260646481066942
3755,0.0037968503311276436,376.002384185791,805.0,0.00012227342813275754,296320,0.9973481297492981,0.033203125,1763260436.2606282,-0.021694421768188477,,0.03187919780611992,,0.27693700790405273,0.0009249949362128973
3775,0.013638006523251534,377.8109974861145,807.0,0.00012104454799555242,298368,0.9953185319900513,0.05859375,1763260438.0692415,-0.049167364835739136,,0.044353216886520386,,0.15950608253479004,0.0012057237327098846
3779,0.0030598733574151993,378.1407775878906,807.0,0.00012081413296982646,298752,0.9986851215362549,0.04296875,1763260438.3990216,-0.011094804853200912,,0.01111973263323307,,0.17080309987068176,0.00014855190238449723
3804,0.031483426690101624,380.40804171562195,809.0,0.00011927803279832006,301312,0.9954373836517334,0.0625,1763260440.6662858,0.031355224549770355,,0.006211075931787491,,0.20642472803592682,0.0003355009248480201
3807,0.0003670360893011093,380.631071805954,809.0,0.00011912442278116941,301568,0.10534018278121948,0.021484375,1763260440.8893158,-0.00011320412158966064,,0.0036135464906692505,,0.16803553700447083,0.08167773485183716
3847,0.003990401513874531,384.93139839172363,811.0,0.00011666666978271678,305664,0.9990361332893372,0.001953125,1763260445.1896424,-0.016794448718428612,,0.012377853505313396,,0.3398304283618927,0.00035983684938400984
3879,,389.3033890724182,,,308955,,,1763260449.561633,,500.0,,500.0,,
3883,0.01227197702974081,389.9627842903137,810.0,0.0001144393245340325,309376,0.9965125322341919,0.080078125,1763260450.2210283,-0.006540011614561081,,0.021434307098388672,,0.24897031486034393,0.001115002203732729
3884,,390.0062572956085,,,309455,,,1763260450.2645013,,500.0,,500.0,,
3887,0.004201032221317291,390.47547149658203,810.0,0.00011420890950830653,309760,0.9984413981437683,0.025390625,1763260450.7337155,-0.018240129575133324,,0.016345983371138573,,0.10880352556705475,0.00030020641861483455
3891,0.027255263179540634,391.0492789745331,809.0,0.00011397849448258057,310144,0.9991642236709595,0.103515625,1763260451.307523,0.00017985887825489044,,-0.009896315634250641,,0.21801365911960602,0.0009690162260085344
3898,0.004446068778634071,392.11281752586365,809.0,0.00011351766443112865,310912,0.9956098198890686,0.07421875,1763260452.3710616,-0.010671019554138184,,0.007381066679954529,,0.2011788934469223,0.0004503898089751601
3912,0.006538829766213894,393.90547728538513,809.0,0.00011267280933680013,312320,0.9975321888923645,0.064453125,1763260454.1637213,0.0023582912981510162,,0.007877126336097717,,0.22000576555728912,0.0005415893392637372
3915,0.0058099664747715,394.12812089920044,809.0,0.00011251919931964949,312576,0.14368820190429688,0.017578125,1763260454.386365,0.0027789175510406494,,0.01637553796172142,,0.1458599716424942,0.002843421883881092
3928,,395.27759552001953,,,313955,,,1763260455.5358396,,500.0,,500.0,,
3944,,396.6570599079132,,,315467,,,1763260456.915304,,500.0,,500.0,,
3945,0.015181412920355797,396.74211287498474,811.0,0.00011075269139837474,315520,0.1813642978668213,0.03515625,1763260457.000357,0.004507539793848991,,0.027088668197393417,,0.2290121465921402,129.839599609375
3946,0.010949541814625263,396.8518919944763,812.0,0.00011067588638979942,315648,0.999328076839447,0.09375,1763260457.110136,-0.04701134189963341,,0.0493946336209774,,0.1882355809211731,2.1812900740769692e-05
3954,,397.5373034477234,,,316467,,,1763260457.7955475,,500.0,,500.0,,
3963,0.0012056734412908554,398.40707564353943,813.0,0.00010960061626974493,317440,0.9905516505241394,0.01171875,1763260458.6653197,0.01042623445391655,,-0.007731860503554344,,0.20739039778709412,0.0019159826915711164
3969,,398.8977897167206,,,317967,,,1763260459.1560338,,500.0,,500.0,,
3981,,400.1921167373657,,,318991,,,1763260460.4503608,,500.0,,500.0,,
3983,0.019178949296474457,400.51423168182373,813.0,0.00010852534614969045,319232,0.9989283680915833,0.07421875,1763260460.7724757,-0.04659178853034973,,0.05149989575147629,,0.19493474066257477,0.00014288810780271888
3997,0.0012449808418750763,402.41668009757996,813.0,0.00010768049105536193,320640,0.9993373155593872,0.0,1763260462.6749241,-0.011442437767982483,,0.014540433883666992,,0.19204722344875336,2.0377130567794666e-05
4059,0.005125769414007664,410.9799122810364,810.0,0.00010407066292827949,326656,-0.00341951847076416,0.0234375,1763260471.2381563,0.003934891894459724,,0.02795543149113655,,0.16274093091487885,1.128398060798645
4087,0.011407247744500637,415.21648359298706,809.0,0.00010230414773104712,329600,0.13257521390914917,0.0546875,1763260475.4747276,0.0033969851210713387,,-0.02988036349415779,,0.1726635843515396,0.03360346704721451
4091,,415.790504693985,,,330052,,,1763260476.0487487,,500.0,,500.0,,
4105,0.0002806317061185837,417.5961380004883,809.0,0.00010122887761099264,331392,0.998659074306488,0.01171875,1763260477.854382,-0.0008238069713115692,,0.0012192633002996445,,0.2831292152404785,0.0003246745909564197
4109,0.0029429681599140167,417.81965374946594,809.0,0.000101075267593842,331648,0.08450824022293091,0.044921875,1763260478.0778978,0.0003943033516407013,,0.008980335667729378,,0.12738004326820374,149.4922637939453
4115,0.03766961395740509,418.39375019073486,809.0,0.0001006912425509654,332288,0.9994772672653198,0.0729166641831398,1763260478.6519942,0.025032930076122284,,0.013373102061450481,,0.2649361193180084,0.0001497901976108551
