charts/episodic_return,charts/episodic_length,_step,losses/explained_variance,charts/SPS,losses/clipfrac,charts/learning_rate,losses/old_approx_kl,losses/policy_loss,losses/value_loss,_runtime,global_step,losses/entropy,losses/approx_kl,_timestamp
500.0,500.0,4859,,,,,,,,638.2580361366272,473294,,,1763260659.301691
,,4867,-0.24891769886016846,772.0,0.0,1.5591398550895974e-05,0.00022011809051036835,-0.0003894362598657608,0.0011308970861136913,639.1183433532715,474112,0.582038402557373,1.8123537302017212e-06,1763260660.1619983
,,4868,-0.9493846893310547,772.0,0.0,1.5514593542320654e-05,-0.0007587159052491188,-6.838701665401459e-05,0.0008088472532108426,639.2411637306213,474240,0.5444273948669434,1.0096468031406403e-05,1763260660.2848186
500.0,500.0,4874,,,,,,,,639.7966706752777,474794,,,1763260660.8403256
,,4878,-0.15445458889007568,773.0,0.0,1.4900153473718092e-05,-0.0007514115422964096,0.0001504160463809967,0.001012951834127307,640.2413849830627,475264,0.568101167678833,7.936730980873108e-06,1763260661.28504
,,4882,0.43147116899490356,773.0,0.0,1.4669738447992131e-05,-0.000366969034075737,-3.0487775802612305e-05,0.0011535842204466462,640.6181087493896,475648,0.5369800925254822,4.3977051973342896e-06,1763260661.6617637
,,4915,-0.3832995891571045,774.0,0.0,1.267281095351791e-05,0.00017222948372364044,-0.00018310081213712692,0.0010769899236038327,643.7954232692719,478976,0.5615816116333008,2.304092049598694e-06,1763260664.8390782
,,4920,-0.23009276390075684,775.0,0.0,1.2365591828711331e-05,8.970499038696289e-06,-0.00010702572762966156,0.0010462790960446,644.2984254360199,479488,0.6015442609786987,1.4975666999816895e-06,1763260665.3420804
,,4932,1.436471939086914e-05,775.0,0.0,1.1674346751533449e-05,-0.00010265223681926727,-8.179619908332825e-05,40.92080307006836,645.3445785045624,480640,0.6074621677398682,2.4586915969848633e-07,1763260666.3882334
,,4933,0.054692089557647705,775.0,0.0,1.159754265245283e-05,0.00011442881077528,-7.495284080505371e-06,0.001564511563628912,645.4557256698608,480768,0.5909727811813354,1.3345852494239807e-06,1763260666.4993806
,,4939,-0.4532657861709595,776.0,0.0,1.1213517609576229e-05,-0.00022362638264894485,-0.0005178079009056091,0.0012758562806993723,646.0119774341583,481408,0.5614008903503418,1.191161572933197e-06,1763260667.0556324
,,4946,0.0002021193504333496,776.0,0.0,1.082949347619433e-05,0.00046706944704055786,0.00018052011728286743,358.4369201660156,646.6083335876465,482048,0.5897059440612793,2.084299921989441e-06,1763260667.6519885
,,4953,0.2870388627052307,776.0,0.0,1.0368663424742408e-05,-3.0253082513809204e-05,-1.3016164302825928e-05,0.0011264682980254292,647.3136405944824,482816,0.5832488536834717,2.644956111907959e-07,1763260668.3572955
,,4958,-0.24204635620117188,776.0,0.0,1.0061444299935829e-05,0.00016845855861902237,-0.0003058016300201416,0.0011839921353384852,647.7588772773743,483328,0.5620420575141907,7.273629307746887e-07,1763260668.8025322
,,4963,-0.17628717422485352,777.0,0.0,9.754224265634548e-06,-0.00017790216952562332,-0.002191329374909401,0.0012166686356067657,648.2392008304596,483840,0.5800384283065796,7.473863661289215e-06,1763260669.2828557
,,4971,-3.457069396972656e-05,777.0,0.0,9.293395123677328e-06,-5.7223252952098846e-05,4.503875970840454e-05,411.67913818359375,648.9144771099091,484608,0.5876619219779968,3.1013041734695435e-07,1763260669.958132
,,4972,-0.37752091884613037,777.0,0.0,9.216590115102008e-06,0.0009000180289149284,-0.001654304563999176,0.0015915792901068926,649.0260210037231,484736,0.5562009215354919,5.043111741542816e-06,1763260670.069676
,,4978,-0.13905465602874756,777.0,0.0,8.832565072225407e-06,0.0006926814094185829,-1.660827547311783e-05,0.0013757431879639626,649.6113147735596,485376,0.503352701663971,5.216337740421295e-06,1763260670.6549697
,,4981,0.0002251267433166504,778.0,0.0,8.678955055074766e-06,1.7984770238399506e-05,-0.00011181458830833435,94.79271697998047,649.8348133563995,485632,0.49906355142593384,1.2014061212539673e-07,1763260670.8784683
,,4989,-0.11603963375091553,778.0,0.0,8.141320904542226e-06,-0.00016665644943714142,-0.00022063590586185455,0.0010842194315046072,650.6465957164764,486528,0.5799245238304138,1.5348196029663086e-06,1763260671.6902506
500.0,500.0,4994,,,,,,,,651.0243680477142,487039,,,1763260672.068023
,,5008,-0.10875511169433594,779.0,0.0,6.989247140154475e-06,-0.0005994737148284912,-0.000614391639828682,0.0013051314745098352,652.3846442699432,488448,0.5803634524345398,1.8384307622909546e-06,1763260673.4282992
,,5013,-1.0002126693725586,779.0,0.0,6.682027560600545e-06,-9.322632104158401e-05,-0.00040247105062007904,0.0014458310324698687,652.8332195281982,488960,0.5457497239112854,5.746260285377502e-07,1763260673.8768744
,,5015,0.00023430585861206055,779.0,0.0,6.605222552025225e-06,8.087605237960815e-05,-0.0001555420458316803,282.7503662109375,652.9467015266418,489088,0.5628369450569153,3.6694109439849854e-07,1763260673.9903564
500.0,500.0,5039,,,,,,,,655.1445956230164,491539,,,1763260676.1882505
,,5071,-0.06711328029632568,782.0,0.0,3.1490014862356475e-06,-7.684808224439621e-05,-3.6090612411499023e-05,0.0012143261265009642,658.136146068573,494848,0.5583605766296387,1.4435499906539917e-07,1763260679.179801
500.0,500.0,5117,,,,,,,,662.2897922992706,499539,,,1763260683.3334472
