charts/episodic_return,charts/episodic_length,_step,losses/explained_variance,charts/SPS,losses/clipfrac,charts/learning_rate,losses/old_approx_kl,losses/policy_loss,losses/value_loss,_runtime,global_step,losses/entropy,losses/approx_kl,_timestamp
,,1745,-2.5153160095214844e-05,624.0,0.0,0.00020583717559929937,0.002693943679332733,0.001285448670387268,195.19247436523438,277.2921850681305,157056,0.5076602697372437,5.262531340122223e-05,1763260298.33584
,,1753,-0.06910383701324463,624.0,0.0,0.00020529954053927213,0.006494367495179176,0.004393432289361954,7.493836164940149e-05,278.69274163246155,157952,0.5054110288619995,0.000984247773885727,1763260299.7363966
500.0,500.0,1754,,,,,,,,278.741427898407,158016,,,1763260299.7850828
,,1765,0.00013184547424316406,624.0,0.0,0.00020460829546209425,-0.004113189876079559,-0.002416856586933136,320.3458557128906,280.48628330230713,159104,0.5088399052619934,0.00020527653396129608,1763260301.5299382
,,1768,-0.15321362018585205,624.0,0.0,0.0002043778804363683,-0.0006375722587108612,0.0025628171861171722,0.00015372224152088165,281.0430064201355,159488,0.4828491806983948,0.0014462117105722427,1763260302.0866613
,,1777,-0.10711145401000977,625.0,0.0,0.00020384024537634104,0.00209749024361372,-0.0029078200459480286,0.0001798371085897088,282.1566960811615,160384,0.5385390520095825,0.0004041166976094246,1763260303.200351
500.0,500.0,1818,,,,,,,,287.01591324806213,164516,,,1763260308.0595682
500.0,500.0,1823,,,,,,,,287.6559669971466,165016,,,1763260308.699622
500.0,500.0,1851,,,,,,,,291.24760341644287,168016,,,1763260312.2912583
500.0,500.0,1856,,,,,,,,291.81691241264343,168516,,,1763260312.8605673
,,1868,-0.06225895881652832,634.0,0.0,0.00019823347975034267,0.00514704454690218,-0.02179013565182686,0.007385055534541607,293.29355907440186,169728,0.5558067560195923,0.0010713199153542519,1763260314.337214
,,1873,-0.1004718542098999,634.0,0.0,0.00019792627426795661,0.00112941674888134,0.0011321380734443665,0.005990826524794102,293.879497051239,170240,0.5240302681922913,0.0007891468703746796,1763260314.923152
,,1877,0.00025981664657592773,635.0,0.0,0.00019769585924223065,-0.0030152183026075363,-0.0025282278656959534,334.2909851074219,294.3295180797577,170624,0.5531913042068481,0.00015540793538093567,1763260315.373173
,,1886,0.00018161535263061523,635.0,0.0,0.0001971582241822034,0.002132684923708439,0.005136910825967789,250.1709747314453,295.3549380302429,171520,0.5520542860031128,0.00011678878217935562,1763260316.398593
500.0,500.0,1895,,,,,,,,296.8766314983368,172516,,,1763260317.9202864
,,1903,-0.07734370231628418,635.0,0.0,0.00019608295406214893,-0.003210145980119705,0.002590116113424301,0.00021768963779322803,298.2550325393677,173312,0.5443973541259766,0.0007592756301164627,1763260319.2986875
,,1906,2.1278858184814453e-05,635.0,0.0,0.0001959293440449983,-0.0007231691852211952,0.00023383274674415588,283.1692810058594,298.66715931892395,173568,0.5305130481719971,3.455299884080887e-05,1763260319.7108142
,,1918,-0.25092291831970215,635.0,0.005859375,0.00019516129395924509,0.015403772704303265,-8.014217019081116e-05,0.00032126609585247934,300.65839433670044,174848,0.4229956865310669,0.0039760516956448555,1763260321.7020493
500.0,500.0,1920,,,,,,,,300.8925383090973,175016,,,1763260321.9361932
,,1945,-5.7816505432128906e-05,635.0,0.013671875,0.00019354838877916336,-0.018056023865938187,-0.013364534825086594,212.0523223876953,304.93054389953613,177536,0.4952966868877411,0.0029816096648573875,1763260325.9741988
500.0,500.0,1959,,,,,,,,306.7443857192993,179016,,,1763260327.7880406
,,1973,-0.10236668586730957,637.0,0.0,0.000191781873581931,-0.0007929615676403046,0.00106048583984375,0.00013420841423794627,308.9299404621124,180480,0.6014164686203003,0.00019310787320137024,1763260329.9735954
,,1985,-2.014636993408203e-05,637.0,0.0,0.0001910906285047531,-0.0019680168479681015,0.0019504055380821228,189.35659790039062,310.60581254959106,181632,0.46494996547698975,0.00014207512140274048,1763260331.6494675
,,1991,-0.0070226192474365234,637.0,0.0,0.0001906297984533012,0.00929631944745779,0.0030272379517555237,0.00011549546616151929,311.62162733078003,182400,0.49771884083747864,0.000935806892812252,1763260332.6652822
500.0,500.0,2002,,,,,,,,312.81442070007324,183516,,,1763260333.8580756
500.0,500.0,2007,,,,,,,,313.40424609184265,184016,,,1763260334.447901
,,2016,-0.03874063491821289,640.0,0.0,0.0001890936982817948,0.002689843066036701,-0.00737159326672554,0.00011760051711462438,314.52918004989624,184960,0.528289258480072,0.0009890636429190636,1763260335.572835
,,2019,0.09062492847442627,640.0,0.0,0.00018894008826464415,0.006877067498862743,0.001985691487789154,0.00463572982698679,314.8499233722687,185216,0.5104526877403259,0.00037853512912988663,1763260335.8935783
,,2024,-0.12379014492034912,640.0,0.0,0.00018863286823034286,0.0018238779157400131,-0.003873731940984726,0.0036014984361827374,315.44321751594543,185728,0.5507450103759766,0.0003292057663202286,1763260336.4868724
500.0,500.0,2027,,,,,,,,315.71969985961914,186016,,,1763260336.7633548
,,2029,-0.07846987247467041,641.0,0.0,0.00018832564819604158,-0.0029045073315501213,-0.007853932678699493,0.003426189534366131,316.01374101638794,186240,0.5684610605239868,0.0005109673365950584,1763260337.057396
,,2034,-0.003869175910949707,641.0,0.0,0.0001880184281617403,-0.004176042973995209,-0.006242144852876663,0.004745933692902327,316.5697057247162,186752,0.5773360729217529,0.0005529299378395081,1763260337.6133606
,,2045,-0.1280752420425415,643.0,0.013671875,0.00018732718308456242,0.008024867624044418,-0.020035702735185623,0.00014286152145359665,317.84772181510925,187904,0.5394354462623596,0.0021990686655044556,1763260338.8913767
500.0,500.0,2051,,,,,,,,318.61672735214233,188516,,,1763260339.6603823
,,2052,0.0001240372657775879,643.0,0.0,0.00018694315804168582,-0.0034745829179883003,0.006676867604255676,258.22357177734375,318.80521035194397,188544,0.4858151078224182,0.00036759208887815475,1763260339.8488653
,,2070,-0.10040736198425293,643.0,0.0,0.00018579109746497124,0.0019149407744407654,-0.003475859761238098,7.987867866177112e-05,321.5053765773773,190464,0.5382247567176819,0.0006872396916151047,1763260342.5490315
500.0,500.0,2076,,,,,,,,322.31365609169006,191016,,,1763260343.357311
,,2093,-0.33525335788726807,643.0,0.0,0.00018440860731061548,0.0013052457943558693,0.0014249011874198914,0.0015895299147814512,325.0203483104706,192768,0.4869258999824524,0.0005634324625134468,1763260346.0640032
,,2094,-0.6286906003952026,644.0,0.0,0.00018433180230204016,0.012844277545809746,0.0025819242000579834,0.00024240674974862486,325.19027280807495,192896,0.44491124153137207,0.0006507802754640579,1763260346.2339277
,,2117,0.15881484746932983,645.0,0.0,0.0001829493121476844,0.0036357250064611435,-0.005685142241418362,0.004706560168415308,327.93788480758667,195200,0.5568619966506958,0.0003739185631275177,1763260348.9815397
,,2141,-0.00016009807586669922,647.0,0.0,0.0001814900169847533,0.002130872569978237,-0.0009545274078845978,291.9639587402344,330.9917805194855,197632,0.5545992255210876,0.0007716817781329155,1763260352.0354354
,,2146,-0.1587824821472168,647.0,0.0,0.0001811059919418767,0.002354029566049576,0.00016659125685691833,6.641411891905591e-05,331.99766969680786,198272,0.5100592970848083,9.025819599628448e-05,1763260353.0413246
,,2147,0.05368506908416748,647.0,0.0,0.0001810291869333014,0.0027643246576189995,0.007349103689193726,0.000152396343764849,332.20013308525085,198400,0.5284943580627441,0.0003794794902205467,1763260353.243788
500.0,500.0,2148,,,,,,,,332.25965118408203,198516,,,1763260353.303306
,,2155,-0.08985543251037598,647.0,0.0,0.00018056835688184947,-0.003441430628299713,-0.010771457105875015,0.005697877611964941,333.3969476222992,199168,0.5592755079269409,0.00137372687458992,1763260354.4406025
,,2172,0.03797250986099243,647.0,0.0,0.00017949308676179498,-0.005185510031878948,0.005949926096946001,8.637498103780672e-05,335.93964314460754,200960,0.5930235385894775,0.0009905742481350899,1763260356.983298
,,2185,-0.09958505630493164,648.0,0.0,0.00017872503667604178,0.005221454426646233,-0.0070882635191082954,0.005353747401386499,337.4221043586731,202240,0.5152837634086609,0.0002978779375553131,1763260358.4657593
,,2192,-0.11905491352081299,649.0,0.01171875,0.00017826420662458986,0.013520177453756332,-0.026246387511491776,6.090271199354902e-05,338.2968900203705,203008,0.4314022362232208,0.002430221065878868,1763260359.340545
,,2198,8.83340835571289e-05,649.0,0.0,0.00017795698659028858,-0.007056531496345997,0.0009732209146022797,223.0231170654297,338.9800009727478,203520,0.5151802897453308,0.00018224027007818222,1763260360.023656
,,2199,-0.059537291526794434,649.0,0.0,0.00017788018158171326,0.005003530532121658,-0.003910459578037262,0.005971296224743128,339.12077045440674,203648,0.4972856938838959,0.00026953406631946564,1763260360.1644254
,,2211,-0.21827328205108643,650.0,0.0,0.00017711213149596006,0.005149655044078827,-0.0027215778827667236,4.5330478315008804e-05,340.5448784828186,204928,0.5347281694412231,0.00012732110917568207,1763260361.5885334
,,2214,-0.15412890911102295,650.0,0.0,0.00017695852147880942,0.005363781005144119,-0.007855795323848724,0.004664725624024868,340.8574607372284,205184,0.5199854969978333,0.00020633824169635773,1763260361.9011157
,,2220,-0.6628745794296265,651.0,0.0,0.00017657449643593282,0.016885945573449135,-0.006734892725944519,0.00030393077759072185,341.5646479129791,205824,0.5479558706283569,0.0010025454685091972,1763260362.6083028
,,2223,-9.34600830078125e-05,651.0,0.0,0.00017642088641878217,-0.0006038537248969078,0.0003814287483692169,192.54864501953125,341.89551854133606,206080,0.6098743677139282,0.0002925219014286995,1763260362.9391735
,,2225,0.32399260997772217,651.0,0.009765625,0.00017626727640163153,-0.023584995418787003,-0.012744623236358166,1.6484847947140224e-05,342.1845827102661,206336,0.5947674512863159,0.002071572467684746,1763260363.2282376
,,2226,-0.2746838331222534,652.0,0.0,0.00017619047139305621,-0.004855751059949398,-0.0018333271145820618,0.0001694616221357137,342.3165946006775,206464,0.4810897707939148,0.00011174287647008896,1763260363.3602495
500.0,500.0,2227,,,,,,,,342.3480384349823,206516,,,1763260363.3916934
,,2231,-0.0004891157150268555,652.0,0.0,0.00017596005636733025,0.008399076759815216,-0.0004572272300720215,124.18263244628906,342.78110909461975,206848,0.5010780692100525,0.0006726142019033432,1763260363.824764
500.0,500.0,2235,,,,,,,,343.2494776248932,207279,,,1763260364.2931325
,,2241,2.205371856689453e-05,653.0,0.0,0.0001753456162987277,0.004579487256705761,-0.0007050484418869019,199.01217651367188,343.9516701698303,207872,0.5650644302368164,7.307063788175583e-05,1763260364.995325
,,2248,-0.08888936042785645,653.0,0.0,0.00017488478624727577,-0.005332992412149906,-0.0027625374495983124,0.00036675535375252366,345.1076822280884,208640,0.5040876269340515,0.0005784286186099052,1763260366.1513371
500.0,500.0,2250,,,,,,,,345.32206869125366,208779,,,1763260366.3657236
,,2253,0.4870305061340332,653.0,0.0,0.0001745775662129745,0.002932957373559475,0.0011733584105968475,0.000180033894139342,345.8136992454529,209152,0.5055966377258301,0.00010930467396974564,1763260366.8573542
,,2272,0.2902752757072449,654.0,0.0,0.0001734255056362599,-0.0005827248096466064,0.006086990237236023,0.00012065653572790325,348.32356238365173,211072,0.5056229829788208,0.0017099156975746155,1763260369.3672173
,,2280,0.23401612043380737,654.0,0.0,0.000172964675584808,-0.003300406038761139,0.00044108927249908447,0.0048791165463626385,349.1514482498169,211840,0.49542826414108276,3.155134618282318e-05,1763260370.1951032
,,2295,-0.10894119739532471,655.0,0.0,0.00017204301548190415,0.001671292819082737,0.002926185727119446,0.0035719983279705048,351.15291476249695,213376,0.4525616466999054,0.00019758101552724838,1763260372.1965697
500.0,500.0,2298,,,,,,,,351.5908398628235,213667,,,1763260372.6344948
,,2310,0.20422065258026123,655.0,0.0,0.0001711213553790003,0.00411559920758009,-0.009378775954246521,0.0030747258570045233,353.52555441856384,214912,0.47485068440437317,0.0012020757421851158,1763260374.5692093
500.0,500.0,2312,,,,,,,,353.78061604499817,215167,,,1763260374.824271
,,2318,-0.00018513202667236328,655.0,0.0,0.00017066052532754838,0.001211807131767273,0.00036069750785827637,35.61921310424805,354.68862891197205,215680,0.4746336340904236,8.925795555114746e-06,1763260375.7322838
500.0,500.0,2322,,,,,,,,355.27503848075867,216167,,,1763260376.3186934
,,2324,-0.299130916595459,655.0,0.0,0.00017027650028467178,-0.0031600845977663994,0.003075079992413521,0.0049788919277489185,355.60469484329224,216320,0.5001832246780396,0.00026784371584653854,1763260376.6483498
,,2329,-0.3410632610321045,655.0,0.0,0.0001699692802503705,-0.001761898398399353,-0.005274396389722824,0.004263193346560001,356.3262469768524,216832,0.5678045749664307,0.00031606294214725494,1763260377.369902
,,2339,-1.8987667560577393,655.0,0.0,0.00016935484018176794,-0.00645897351205349,0.0002368539571762085,0.004001239314675331,357.78053617477417,217856,0.5778335928916931,0.0011645108461380005,1763260378.824191
,,2343,-0.00020778179168701172,656.0,0.0,0.00016912442515604198,0.0035801567137241364,-0.0035323649644851685,42.66139221191406,358.21127438545227,218240,0.49367520213127136,0.0001712590456008911,1763260379.2549293
,,2348,-0.0003921985626220703,656.0,0.0,0.0001688172051217407,-0.001118699088692665,-0.0018814653158187866,8.80911922454834,358.7858057022095,218752,0.5441838502883911,0.00023629330098628998,1763260379.8294606
,,2354,-0.5140762329101562,657.0,0.0,0.0001684331800788641,0.0023677023127675056,0.002719338983297348,0.005276083946228027,359.49364614486694,219392,0.5145766735076904,0.00020238664001226425,1763260380.537301
,,2363,-8.547306060791016e-05,657.0,0.0,0.00016789554501883686,-0.00401972234249115,0.0008066780865192413,120.85795593261719,360.51982522010803,220288,0.5308911800384521,0.00046128593385219574,1763260381.5634801
,,2389,-0.019220709800720215,658.0,0.0,0.00016628263983875513,-0.001482001505792141,-0.0024075880646705627,0.0001670769415795803,364.167364358902,222976,0.5507104396820068,0.00012604426592588425,1763260385.2110193
,,2394,0.39265942573547363,659.0,0.0,0.00016597541980445385,-0.00619013886898756,-0.009159453213214874,0.00027317271451465786,364.73363494873047,223488,0.549225926399231,0.0010140640661120415,1763260385.7772899
,,2409,-0.0919194221496582,660.0,0.0,0.00016505375970155,0.005633015185594559,-0.005288587883114815,2.3233849788084626e-05,366.454852104187,225024,0.45406997203826904,0.0013466402888298035,1763260387.498507
,,2426,0.00010991096496582031,661.0,0.0,0.00016405529459007084,1.7092563211917877e-05,4.84660267829895e-06,352.8902893066406,368.2612154483795,226688,0.5337617993354797,1.793820410966873e-05,1763260389.3048704
500.0,500.0,2430,,,,,,,,368.71123147010803,227167,,,1763260389.7548864
,,2449,-0.28458988666534424,663.0,0.005859375,0.00016259599942713976,0.012496897019445896,-0.003775421530008316,0.00012314638297539204,370.84774708747864,229120,0.5716809034347534,0.00037717726081609726,1763260391.891402
500.0,500.0,2465,,,,,,,,372.521115064621,230667,,,1763260393.56477
,,2491,-0.07511639595031738,665.0,0.0,0.00016006144869606942,0.0022577084600925446,-0.0021129921078681946,0.004453802481293678,376.10158944129944,233344,0.5626158118247986,0.00039393268525600433,1763260397.1452444
,,2493,-0.4499623775482178,665.0,0.0,0.00015990783867891878,-0.001276967115700245,-0.0017226040363311768,0.00017474722699262202,376.4808945655823,233600,0.549466609954834,0.00018046516925096512,1763260397.5245495
,,2506,0.20305365324020386,665.0,0.0,0.00015913978859316558,0.0015018833801150322,-0.004392109811306,0.0038416520692408085,378.54575753211975,234880,0.5205774307250977,9.161327034235e-05,1763260399.5894125
500.0,500.0,2514,,,,,,,,379.8089687824249,235667,,,1763260400.8526237
,,2515,-1.823902130126953e-05,665.0,0.0,0.00015860215353313833,0.0031891418620944023,-0.003840900957584381,189.63352966308594,379.99839901924133,235776,0.5505391359329224,0.00027908291667699814,1763260401.042054
,,2520,5.84721565246582e-05,665.0,0.0,0.00015829493349883705,0.001306501217186451,-0.00442083552479744,198.869140625,380.78933811187744,236288,0.5999625325202942,6.636511534452438e-05,1763260401.832993
104.0,104.0,2533,,,,,,,,382.7003710269928,237506,,,1763260403.744026
,,2540,-0.01994907855987549,664.0,0.0,0.00015714285837020725,0.006778121925890446,-0.009347289800643921,0.006322023458778858,383.901643037796,238208,0.5305274128913879,0.00040747877210378647,1763260404.945298
,,2547,0.35004740953445435,665.0,0.0,0.00015668202831875533,0.009480946697294712,-0.0006506405770778656,0.00022677822562400252,385.0157392024994,238976,0.559256374835968,0.0012304643169045448,1763260406.0593941
,,2570,-0.2581455707550049,666.0,0.0,0.00015529953816439956,0.00032170768827199936,-0.0017023161053657532,0.00020862300880253315,387.6198105812073,241280,0.5237827897071838,0.0001775575801730156,1763260408.6634655
,,2571,0.1746429204940796,666.0,0.0,0.00015522273315582424,-0.0016737645491957664,-0.004594570025801659,0.0002154206158593297,387.7503147125244,241408,0.5151511430740356,0.0016798274591565132,1763260408.7939696
,,2576,0.15775007009506226,667.0,0.001953125,0.00015491551312152296,0.017139025032520294,-0.015331711620092392,0.0002713945577852428,388.32576632499695,241920,0.5201075077056885,0.002490364946424961,1763260409.3694212
500.0,500.0,2577,,,,,,,,388.3587472438812,242006,,,1763260409.4024022
,,2608,-5.841255187988281e-06,667.0,0.0,0.00015299538790713996,0.007445043884217739,0.0017528831958770752,50.13533401489258,392.6841468811035,245120,0.573079526424408,0.00032285135239362717,1763260413.7278018
,,2610,-0.04512155055999756,667.0,0.0,0.00015284177788998932,0.00936799868941307,0.0013731420040130615,5.2543586207320914e-05,393.0323169231415,245376,0.5167242884635925,0.0012766029685735703,1763260414.0759718
,,2630,-0.16159844398498535,667.0,0.0,0.0001516128977527842,0.0028572790324687958,-0.021257780492305756,9.397533722221851e-05,396.21514534950256,247424,0.520492434501648,0.002359312027692795,1763260417.2588003
500.0,500.0,2636,,,,,,,,397.0453932285309,248006,,,1763260418.0890481
500.0,500.0,2646,,,,,,,,398.59769678115845,249006,,,1763260419.6413517
,,2647,1.6927719116210938e-05,667.0,0.0,0.00015061443264130503,0.00042201485484838486,0.0026046931743621826,249.96994018554688,398.7852442264557,249088,0.5988385677337646,0.00036914367228746414,1763260419.8288991
,,2648,-0.36342644691467285,667.0,0.0,0.0001505376276327297,0.001216968521475792,0.0012639554915949702,0.003700707806274295,398.9923746585846,249216,0.5950122475624084,0.0002664625644683838,1763260420.0360296
,,2668,0.11204373836517334,666.0,0.0,0.00014930876204743981,0.0025625955313444138,0.0010942500084638596,8.242180047091097e-05,402.419939994812,251264,0.5142892599105835,0.00029079243540763855,1763260423.463595
,,2673,-0.08358252048492432,666.0,0.0,0.00014900154201313853,0.0012239469215273857,-0.004523072391748428,0.00015785115829203278,403.23952174186707,251776,0.626815915107727,0.0007329070940613747,1763260424.2831767
,,2683,0.17898094654083252,666.0,0.0,0.00014838710194453597,-0.006821993738412857,-0.00037754327058792114,0.00017734229913912714,404.88683319091797,252800,0.5095804333686829,6.384216248989105e-05,1763260425.930488
,,2687,0.21773463487625122,666.0,0.0,0.00014815668691881,-7.646158337593079e-07,0.0016217194497585297,0.006177705246955156,405.531996011734,253184,0.5035139918327332,7.857475429773331e-05,1763260426.575651
,,2689,-0.2532089948654175,666.0,0.0,0.00014800307690165937,-0.0007264874875545502,-0.006033468991518021,0.00020707800285890698,405.9367125034332,253440,0.5439100861549377,0.0003777146339416504,1763260426.9803674
,,2692,-0.15273785591125488,666.0,0.0,0.00014784946688450873,-0.0022391360253095627,8.55959951877594e-05,0.0049896384589374065,406.4054636955261,253696,0.4595068097114563,0.00010769814252853394,1763260427.4491186
,,2732,-0.036126017570495605,667.0,0.0,0.00014539170661009848,-0.001593385823071003,-0.00012858957052230835,6.135888543212786e-05,411.6446199417114,257792,0.5173915028572083,0.0001639360561966896,1763260432.6882749
,,2752,0.5822954773902893,669.0,0.0,0.00014416282647289336,-0.004198199138045311,-0.010338093154132366,9.539404709357768e-05,414.00639057159424,259840,0.5225498080253601,0.0006216056644916534,1763260435.0500455
,,2757,-0.08711016178131104,669.0,0.0,0.00014385560643859208,-0.0026940694078803062,0.00421356875449419,5.431420140666887e-05,414.5827763080597,260352,0.5554624795913696,0.0006698621436953545,1763260435.6264312
,,2772,-0.16060519218444824,670.0,0.0,0.00014293394633568823,-0.003073987551033497,-0.008358735591173172,9.12479663384147e-05,416.3503050804138,261888,0.4741463363170624,0.0008494006469845772,1763260437.39396
,,2782,0.006396114826202393,670.0,0.0,0.00014231950626708567,0.00033972878009080887,-0.0020299628376960754,0.0001258736156160012,417.54586839675903,262912,0.5836865305900574,0.001004575751721859,1763260438.5895233
500.0,500.0,2783,,,,,,,,417.59048080444336,263006,,,1763260438.6341357
,,2793,2.956390380859375e-05,671.0,0.0,0.0001417050661984831,-0.0035681016743183136,0.011358674615621567,316.66998291015625,418.7434432506561,263936,0.5182644724845886,0.0006220638751983643,1763260439.7870982
,,2824,-2.574920654296875e-05,673.0,0.0,0.00013986174599267542,-0.0015866244211792946,-0.002366401255130768,168.21987915039062,422.2593402862549,267008,0.5296940803527832,8.19014385342598e-05,1763260443.3029952
,,2843,-0.14079725742340088,674.0,0.0,0.0001386328658554703,-0.000754103995859623,0.001696709543466568,0.004532668739557266,424.6256675720215,269056,0.5436522960662842,0.0004309294745326042,1763260445.6693225
,,2857,9.834766387939453e-06,675.0,0.0,0.000137788025313057,-0.0018121348693966866,-0.001644633710384369,431.0127258300781,426.3078739643097,270464,0.5849488377571106,6.491225212812424e-05,1763260447.351529
,,2882,-0.04567897319793701,676.0,0.0,0.0001362519251415506,0.007954287342727184,0.002055499702692032,6.141044286778197e-05,429.04048109054565,273024,0.5805130004882812,0.00015068892389535904,1763260450.084136
,,2890,-0.00010406970977783203,677.0,0.0,0.00013579109509009868,0.0033282898366451263,0.00026037171483039856,225.3528594970703,429.92528533935547,273792,0.6116856336593628,7.575936615467072e-05,1763260450.9689403
,,2911,-0.10107481479644775,678.0,0.0,0.00013448540994431823,0.006321193650364876,-0.0046228691935539246,9.950867388397455e-05,432.3262975215912,275968,0.577154278755188,0.0005389433354139328,1763260453.3699524
,,2935,-0.1370753049850464,679.0,0.0,0.00013302611478138715,0.0003170641139149666,-0.0022479239851236343,0.0040763732977211475,435.1783800125122,278400,0.551559329032898,0.00010277610272169113,1763260456.222035
,,2949,2.288818359375e-05,680.0,0.0,0.00013218125968705863,0.003848826512694359,0.0005989819765090942,62.56782150268555,436.7552239894867,279808,0.5573622584342957,0.0002487599849700928,1763260457.798879
,,2960,-0.20288372039794922,681.0,0.0,0.00013149001460988075,-9.445380419492722e-05,-0.00053371861577034,0.00011489845928736031,437.9937572479248,280960,0.589225709438324,1.9346363842487335e-05,1763260459.0374122
,,2975,0.0036169886589050293,682.0,0.0,0.0001305683545069769,1.8552877008914948e-05,-0.006286107003688812,9.782607958186418e-05,439.68781566619873,282496,0.6378605961799622,0.00041071604937314987,1763260460.7314706
500.0,500.0,2989,,,,,,,,441.64814829826355,283846,,,1763260462.6918032
,,2997,0.2543771266937256,682.0,0.0,0.00012926266936119646,0.004170158877968788,-0.001093834638595581,0.00017320466577075422,442.9161548614502,284672,0.5472134351730347,0.00033635832369327545,1763260463.9598098
,,3011,-0.19795095920562744,682.0,0.0,0.00012841781426686794,0.0001799948513507843,-0.0004654228687286377,0.0036054912488907576,444.5379548072815,286080,0.5740869045257568,2.9550865292549133e-05,1763260465.5816097
,,3051,-0.20664167404174805,683.0,0.0,0.00012596006854437292,0.002080461010336876,0.005192667245864868,0.0001126298593590036,450.1429898738861,290176,0.5139185190200806,0.00038780272006988525,1763260471.1866448
500.0,500.0,3053,,,,,,,,450.31333780288696,290346,,,1763260471.3569927
,,3066,0.112956702709198,684.0,0.0,0.00012503840844146907,0.005321366712450981,-0.0006149858236312866,0.0002148258499801159,451.8833351135254,291712,0.5371288657188416,0.0002537742257118225,1763260472.92699
,,3070,-0.38458824157714844,684.0,0.0,0.0001248079934157431,-0.006311774253845215,-0.00990886427462101,0.0001878460170701146,452.28024411201477,292096,0.4750974774360657,0.001098349690437317,1763260473.323899
,,3083,-0.1706029176712036,685.0,0.0,0.0001240399433299899,0.0010427962988615036,-0.0011397823691368103,0.003622418036684394,453.6845893859863,293376,0.5729350447654724,5.1157549023628235e-05,1763260474.7282443
,,3098,-0.08551275730133057,686.0,0.0,0.00012311828322708607,0.002870950847864151,-0.0009171627461910248,0.003918862901628017,455.37813448905945,294912,0.5466450452804565,6.834231317043304e-05,1763260476.4217894
,,3103,0.014609038829803467,686.0,0.0,0.00012281106319278479,0.003942062146961689,0.003184456378221512,0.003867144463583827,455.90865564346313,295424,0.5412464737892151,0.0002358919009566307,1763260476.9523106
,,3127,-0.1398618221282959,688.0,0.0,0.0001213517680298537,0.0028530899435281754,0.0012210458517074585,0.003689343109726906,458.5309624671936,297856,0.5344633460044861,0.00018639862537384033,1763260479.5746174
,,3129,0.06285691261291504,688.0,0.0,0.00012119815801270306,-0.0003262637183070183,-0.0027417615056037903,0.0002641833561938256,458.79795598983765,298112,0.5496430397033691,0.0001640086993575096,1763260479.841611
,,3141,-1.2755393981933594e-05,688.0,0.0,0.00012050691293552518,0.006344310939311981,-0.0012535229325294495,89.3927001953125,460.0892162322998,299264,0.5954313278198242,0.0007925927639007568,1763260481.1328712
,,3143,0.13473504781723022,689.0,0.0,0.00012035330291837454,-0.006198965944349766,0.003909486345946789,0.00026276891003362834,460.3648405075073,299520,0.5924800038337708,0.0004995176568627357,1763260481.4084954
,,3146,-1.8715858459472656e-05,689.0,0.0,0.0001201996929012239,-0.0005139373242855072,-0.010656226426362991,86.25556945800781,460.6613631248474,299776,0.48291316628456116,0.0002971366047859192,1763260481.705018
,,3161,-1.6450881958007812e-05,689.0,0.0,0.00011927803279832006,-0.00010079517960548401,-0.0002832189202308655,368.99322509765625,462.3669242858887,301312,0.5402069687843323,3.5706907510757446e-05,1763260483.4105792
,,3170,-8.83340835571289e-05,690.0,0.0,0.00011874039773829281,0.00015222560614347458,0.0006891526281833649,50.36048889160156,463.3192584514618,302208,0.4420715868473053,1.93743035197258e-05,1763260484.3629134
,,3183,0.005333304405212402,691.0,0.0,0.00011789554264396429,-0.0036320528015494347,-0.0005173236131668091,0.0001905790704768151,464.96939063072205,303616,0.5210486054420471,8.374545723199844e-05,1763260486.0130455
,,3188,-0.07290315628051758,691.0,0.0,0.00011758832260966301,-0.0045137424021959305,-0.0012569613754749298,0.0001869223779067397,465.4724054336548,304128,0.5499492883682251,0.0008965153247117996,1763260486.5160604
,,3217,0.30362093448638916,693.0,0.0,0.00011582181468838826,0.002874104306101799,-0.0012401938438415527,0.00013952841982245445,468.7035393714905,307072,0.5406157970428467,0.0005329679697751999,1763260489.7471943
,,3224,-2.4080276489257812e-05,693.0,0.0,0.00011543778964551166,0.000568825751543045,0.0008519887924194336,92.65796661376953,469.41979789733887,307712,0.5736053586006165,2.9560178518295288e-05,1763260490.4634528
,,3247,-0.1495509147644043,694.0,0.0,0.00011397849448258057,-0.00021750759333372116,-0.0002699773758649826,0.00018289830768480897,472.00876235961914,310144,0.5414024591445923,9.5331110060215e-05,1763260493.0524173
,,3250,-0.05597329139709473,695.0,0.0,0.00011382488446542993,0.0037649916484951973,0.0007823742926120758,0.003715759376063943,472.2726881504059,310400,0.5767701268196106,8.807796984910965e-05,1763260493.316343
,,3252,-0.043044328689575195,695.0,0.0,0.00011367127444827929,-0.001850951462984085,-0.0024112649261951447,0.0001889698178274557,472.5465769767761,310656,0.6176361441612244,0.0004396531730890274,1763260493.590232
,,3255,0.007785677909851074,695.0,0.0,0.00011351766443112865,0.005745694972574711,-0.0019154995679855347,0.0034356212709099054,472.822585105896,310912,0.5595665574073792,8.440297096967697e-05,1763260493.86624
,,3259,-1.52587890625e-05,695.0,0.0,0.00011328724940540269,0.0014358600601553917,0.0007613040506839752,112.72867584228516,473.24109148979187,311296,0.522501528263092,4.0792860090732574e-05,1763260494.2847464
,,3272,4.76837158203125e-07,696.0,0.0,0.00011259600432822481,0.004757433198392391,-0.009816565550863743,95.97440338134766,474.51745438575745,312448,0.528963565826416,0.0003098500892519951,1763260495.5611093
