charts/episodic_length,losses/entropy,charts/episodic_return,_runtime,global_step,charts/learning_rate,losses/clipfrac,losses/explained_variance,_timestamp,losses/old_approx_kl,_step,losses/value_loss,losses/policy_loss,losses/approx_kl,charts/SPS
,0.30898600816726685,,198.19563221931458,141824,0.00021497695706784725,0.1380208283662796,0.9994499683380127,1763260240.3351462,0.17116287350654602,2248,0.002046316396445036,-0.01539754681289196,0.08782090991735458,725.0
,0.2675362229347229,,198.47246193885803,141952,0.00021490015205927193,0.0520833320915699,0.7795983552932739,1763260240.611976,-0.06717898696660995,2250,0.02955324575304985,-0.039457160979509354,0.04769632965326309,724.0
,0.26293009519577026,,199.1548137664795,142336,0.00021466973703354597,0.1588541716337204,0.9991357326507568,1763260241.2943277,0.041440680623054504,2253,0.030640551820397377,-0.07504849880933762,0.07344940304756165,724.0
,0.30652016401290894,,202.72469067573547,144256,0.00021351766190491617,0.06640625,0.9994369745254517,1763260244.8642046,-0.021750371903181076,2272,0.00037057840381748974,0.07075746357440948,0.04173300042748451,721.0
,0.17089349031448364,,204.44922733306885,145152,0.00021298002684488893,0.099609375,0.9957244396209717,1763260246.5887413,-0.014378074556589127,2280,1.2143925232521724e-05,-0.007677348330616951,0.003004521131515503,719.0
,0.20346589386463165,,207.30914449691772,146688,0.00021205836674198508,0.1875,0.9969342947006226,1763260249.4486585,-0.02544448710978031,2295,0.0009133639396168292,-0.05078670755028725,0.07679241895675659,716.0
,0.2814083695411682,,207.82620573043823,146944,0.00021190475672483444,0.1015625,0.9846394062042236,1763260249.9657197,0.03846689686179161,2298,0.21128076314926147,-0.07431747764348984,0.033169299364089966,716.0
,0.22145286202430725,,210.12395405769348,148224,0.00021113670663908124,0.19921875,0.9979276657104492,1763260252.263468,0.04996220022439957,2310,3.9186350477393717e-05,-0.03394104540348053,0.0098881172016263,714.0
500.0,,500.0,210.41288042068481,148371,,,,1763260252.5523944,,2312,,,,
,0.26322969794273376,,211.57227206230164,148992,0.00021067587658762932,0.064453125,0.8549559712409973,1763260253.711786,0.02360919490456581,2318,2.0378479957580566,-0.034913815557956696,0.009882602840662003,713.0
,0.2706748843193054,,212.24611258506775,149376,0.00021044546156190336,0.125,0.8405905961990356,1763260254.3856266,0.01244344748556614,2322,51.832130432128906,0.00125923752784729,0.0022869277745485306,712.0
,0.23929740488529205,,212.6655411720276,149632,0.00021029185154475272,0.0,0.9976214170455933,1763260254.8050551,-0.0020363368093967438,2324,7.83045106800273e-06,-0.0019787028431892395,0.0003222934901714325,712.0
,0.22771120071411133,,213.6333293914795,150144,0.00020998464606236666,0.00390625,0.9982450008392334,1763260255.7728434,-0.0011568302288651466,2329,1.8778026060317643e-05,-0.0015820227563381195,0.00012822169810533524,711.0
,0.3065278232097626,,215.4438009262085,151168,0.0002093702059937641,0.263671875,0.9984393119812012,1763260257.583315,0.010520325973629951,2339,2.3726859581074677e-05,-0.0026477575302124023,0.015857644379138947,710.0
,0.17889806628227234,,216.16166710853577,151552,0.00020913979096803814,0.0,0.9961953163146973,1763260258.301181,0.001964835450053215,2343,8.923462701204699e-06,-0.0011482611298561096,0.0011199135333299637,709.0
,0.18007376790046692,,217.1353349685669,152064,0.00020883257093373686,0.10546875,0.9971404075622559,1763260259.274849,0.08356836438179016,2348,5.194978257350158e-06,-0.05041714757680893,0.05149635300040245,708.0
,0.2925243675708771,,218.30612206459045,152704,0.00020844854589086026,0.037109375,0.9988182783126831,1763260260.445636,0.011433070525527,2354,6.404747546184808e-05,0.0002013612538576126,0.00412340834736824,708.0
,0.29903969168663025,,220.00489449501038,153600,0.00020791091083083302,0.15625,0.9971171021461487,1763260262.1444085,0.09305918216705322,2363,1.5468953279196285e-05,-0.0672215074300766,0.0304716844111681,706.0
,0.20764808356761932,,225.04984760284424,156288,0.0002062980056507513,0.1067708358168602,0.999065101146698,1763260267.1893616,0.04865729808807373,2389,0.00046650494914501905,0.0050580184906721115,0.03791535273194313,702.0
,0.1628514677286148,,232.09442949295044,160000,0.000204070660402067,0.06640625,0.9920229911804199,1763260274.2339435,0.017322108149528503,2426,2.3590873752254993e-06,-0.021768398582935333,0.007241691462695599,697.0
,0.16824392974376678,,232.82348823547363,160384,0.00020384024537634104,0.0,0.8564997315406799,1763260274.9630022,0.003909759223461151,2430,0.030509596690535545,-0.01714414358139038,0.0004189256578683853,696.0
500.0,,500.0,236.41407012939453,162369,,,,1763260278.553584,,2449,,,,
,0.17667904496192932,,239.43016815185547,163968,0.00020168970513623208,0.0963541641831398,0.2170843482017517,1763260281.5696821,-0.022242248058319092,2465,132.82937622070312,-0.03208180516958237,0.05751892924308777,692.0
,0.13934779167175293,,245.00009751319885,166912,0.0001999231899389997,0.0,0.773088812828064,1763260287.1396115,0.001524495892226696,2493,0.013897117227315903,0.005183715373277664,0.0001920340582728386,688.0
,0.2276809960603714,,247.5591218471527,168320,0.0001990783348446712,0.111328125,0.999435544013977,1763260289.6986358,0.007337480783462524,2506,5.099539703223854e-05,-0.03353279083967209,0.027961019426584244,687.0
,0.14262573421001434,,249.040922164917,169088,0.00019861750479321927,0.07421875,0.9988561868667603,1763260291.1804361,-0.0012856358662247658,2514,1.7401725926902145e-06,0.0006831400096416473,0.0023088036105036736,686.0
,0.23039531707763672,,249.24717831611633,169216,0.00019854069978464395,0.033203125,0.9996379017829895,1763260291.3866923,0.0024002790451049805,2515,0.00010775509144878015,-0.03910622000694275,0.014165551401674747,686.0
,0.2740280032157898,,250.1837282180786,169728,0.00019823347975034267,0.029296875,0.9995736479759216,1763260292.3232422,-0.012385707348585129,2520,6.628618575632572e-05,-0.011198371648788452,0.0015211571007966995,685.0
,0.13824139535427094,,252.35220336914062,171008,0.0001974654442165047,0.005859375,0.9970372319221497,1763260294.4917173,0.0009727003052830696,2533,1.7903039406519383e-06,-0.0029083192348480225,0.0010978719219565392,684.0
,0.14520448446273804,,253.25939464569092,171776,0.00019700461416505277,0.07421875,0.9988920092582703,1763260295.3989086,-0.0044192541390657425,2540,1.763642649166286e-05,0.006742199882864952,0.0158512182533741,685.0
,0.23393207788467407,,254.05090284347534,172416,0.00019662058912217617,0.125,0.07748258113861084,1763260296.1904168,0.07954201102256775,2547,5.42911434173584,0.010850027203559875,0.02198444865643978,685.0
,0.15780064463615417,,257.84073996543884,174848,0.00019516129395924509,0.0859375,0.8478946685791016,1763260299.980254,0.02705070562660694,2570,1.2334415259829257e-05,-0.004184294492006302,0.016763832420110703,685.0
500.0,,500.0,257.88799023628235,174864,,,,1763260300.0275042,,2571,,,,
,0.23407922685146332,,259.0027959346771,175488,0.00019477726891636848,0.009765625,-0.0003846883773803711,1763260301.14231,0.009701389819383621,2577,151.6213836669922,0.0011714715510606766,0.003085017204284668,684.0
,0.14781542122364044,,264.0260090827942,178688,0.00019285714370198548,0.048828125,0.9894350171089172,1763260306.165523,0.033722832798957825,2608,2.705403858271893e-06,-0.007123418152332306,0.007450818084180355,683.0
500.0,,500.0,264.22810459136963,178864,,,,1763260306.3676186,,2610,,,,
,0.19629812240600586,,267.03862380981445,180992,0.00019147465354762971,0.03125,0.9916189312934875,1763260309.1781378,-0.005277801305055618,2630,6.850957288406789e-05,-0.04442506656050682,0.008097413927316666,684.0
,0.2896038293838501,,268.19811630249023,181632,0.0001910906285047531,0.005859375,0.9989902973175049,1763260310.3376303,0.006453926675021648,2636,2.996539114974439e-05,-0.0009387899190187454,0.0004906216636300087,683.0
,0.2827117443084717,,269.97925662994385,182656,0.00019047618843615055,0.01953125,0.9995241761207581,1763260312.1187706,-0.0033599277958273888,2646,7.306515180971473e-05,0.0012818649411201477,0.0024554533883929253,683.0
,0.25635409355163574,,270.15891671180725,182784,0.00019039938342757523,0.09375,0.9998862743377686,1763260312.2984307,0.009132950566709042,2647,0.0011710383696481586,-0.013070687651634216,0.00547837745398283,683.0
500.0,,500.0,270.20852971076965,182864,,,,1763260312.3480437,,2648,,,,
500.0,,500.0,273.489777803421,184864,,,,1763260315.6292918,,2668,,,,
500.0,,500.0,274.2405641078949,185364,,,,1763260316.380078,,2673,,,,
,0.27758923172950745,,275.8417320251465,186368,0.00018824884318746626,0.009765625,0.17682892084121704,1763260317.981246,0.015765849500894547,2683,4.820436000823975,0.001881483942270279,0.0029125353321433067,682.0
500.0,,500.0,276.32765555381775,186864,,,,1763260318.4671695,,2687,,,,
,0.1108425110578537,,276.5935034751892,187008,0.00018786481814458966,0.0703125,0.994451105594635,1763260318.7330174,0.0118650421500206,2689,3.8024636523914523e-06,-0.024112187325954437,0.0009311828762292862,682.0
500.0,,500.0,276.96010422706604,187364,,,,1763260319.0996182,,2692,,,,
500.0,,500.0,281.98514103889465,191364,,,,1763260324.124655,,2732,,,,
,0.28958237171173096,,285.3663022518158,193408,0.00018402458226773888,0.083984375,0.8122522830963135,1763260327.5058162,0.03516095131635666,2752,69.2562255859375,-0.022749140858650208,0.011311027221381664,684.0
,0.2175070345401764,,286.28363132476807,193920,0.0001837173622334376,0.044921875,0.7291111946105957,1763260328.4231453,-0.011206133291125298,2757,0.006417983211576939,0.02149367332458496,0.002403777092695236,683.0
,0.24486666917800903,,288.81554985046387,195456,0.00018279570213053375,0.0078125,0.8133318424224854,1763260330.9550638,0.00149494968354702,2772,0.011776693165302277,0.009907232597470284,0.0006143767386674881,683.0
,0.19666755199432373,,290.5465166568756,196480,0.0001821812620619312,0.0,0.8919452428817749,1763260332.6860306,0.0018328623846173286,2782,1.7762136459350586,0.00044772960245609283,0.0002372758463025093,682.0
,0.17354875802993774,,292.67368054389954,197760,0.000181413211976178,0.03125,0.9996318817138672,1763260334.8131945,-0.006973074749112129,2793,0.00020493855117820203,0.0019546300172805786,0.006857121363282204,681.0
500.0,,500.0,296.9612567424774,200864,,,,1763260339.1007707,,2824,,,,
500.0,,500.0,299.44268250465393,202864,,,,1763260341.5821965,,2843,,,,
,0.28395476937294006,,301.29157996177673,204288,0.00017749615653883666,0.04296875,0.9997150897979736,1763260343.431094,0.02107510343194008,2857,0.00042335933540016413,-0.01791565865278244,0.004564205184578896,684.0
,0.27223682403564453,,304.5890655517578,206848,0.00017596005636733025,0.1119791641831398,0.9998365640640259,1763260346.7285795,0.0748903900384903,2882,0.001411970006301999,-0.03042205423116684,0.03430456668138504,685.0
,0.09997932612895966,,305.48790764808655,207616,0.00017549922631587833,0.0390625,0.9991259574890137,1763260347.6274216,0.019134903326630592,2890,1.1068190360674635e-05,-0.006147913634777069,0.007544377818703651,685.0
,0.2564930319786072,,314.22760820388794,213760,0.0001718126004561782,0.0390625,0.9999397397041321,1763260356.3671222,0.03751305118203163,2949,0.00035322990152053535,-0.044074513018131256,0.002228453755378723,686.0
500.0,,500.0,316.0246036052704,214864,,,,1763260358.1641176,,2960,,,,
500.0,,500.0,318.48678636550903,216364,,,,1763260360.6263003,,2975,,,,
,0.1776980757713318,,321.7465009689331,218624,0.00016889401013031602,0.056640625,0.9993528127670288,1763260363.886015,0.024558382108807564,2997,4.3587922846199945e-05,-0.029866673052310944,0.004627855494618416,685.0
,0.16379526257514954,,323.90594696998596,220032,0.0001680491550359875,0.037109375,0.9988093972206116,1763260366.045461,0.01250201091170311,3011,3.3962287488975562e-06,-0.020738333463668823,0.002957437187433243,684.0
,0.12308301031589508,,328.9902000427246,224128,0.00016559139476157725,0.0,0.9994862079620361,1763260371.129714,-0.002665700390934944,3051,1.1173182429047301e-05,-0.0009051188826560974,2.510659396648407e-05,686.0
500.0,,500.0,329.19738483428955,224364,,,,1763260371.3368988,,3053,,,,
,0.2134471833705902,,330.72083163261414,225664,0.0001646697346586734,0.0234375,0.9998450875282288,1763260372.8603456,-0.006491672247648239,3066,9.305587445851415e-05,0.03743413835763931,0.009427759796380997,687.0
,0.21761901676654816,,331.175315618515,226048,0.00016443931963294744,0.001953125,0.9996658563613892,1763260373.3148296,-0.003132532350718975,3070,8.141580110532232e-06,0.00018745660781860352,2.544652670621872e-05,688.0
500.0,,500.0,333.305903673172,227364,,,,1763260375.4454176,,3083,,,,
,0.2006058394908905,,335.9777247905731,228992,0.00016267280443571508,0.03515625,0.9969168305397034,1763260378.1172388,-0.019900484010577202,3098,1.6731952200643718e-05,0.050320059061050415,0.013407870195806026,686.0
,0.18095703423023224,,336.8189790248871,229504,0.0001623655844014138,0.046875,0.9962458610534668,1763260378.958493,-0.00030366331338882446,3103,2.9051871024421416e-06,-0.01639680564403534,0.0057667214423418045,686.0
,0.182655930519104,,340.3941216468811,231936,0.00016090630379039794,0.0,0.882567286491394,1763260382.5336356,0.002306542359292507,3127,0.01870316080749035,-0.015206053853034973,0.00022803526371717453,686.0
,0.22488652169704437,,340.69947957992554,232192,0.0001607526937732473,0.0,0.9995718002319336,1763260382.8389935,0.004047753289341927,3129,0.00011268452362855896,-0.00852704793214798,0.0014664903283119202,686.0
500.0,,500.0,342.10841035842896,233364,,,,1763260384.2479243,,3141,,,,
500.0,,500.0,342.7244107723236,233864,,,,1763260384.8639247,,3146,,,,
500.0,,500.0,346.68479919433594,236364,,,,1763260388.8243132,,3170,,,,
,0.08244022727012634,,348.92480540275574,237696,0.00015745007840450853,0.017578125,0.99953693151474,1763260391.0643194,-0.020458925515413284,3183,0.00010049848060589284,0.004912212491035461,0.0026580309495329857,686.0
,0.1789625585079193,,349.49289441108704,238208,0.00015714285837020725,0.1223958358168602,0.9990290403366089,1763260391.6324084,0.011219192296266556,3188,0.0004107676213607192,-0.06787551939487457,0.058930668979883194,686.0
,0.20737610757350922,,352.8652663230896,241152,0.00015537634317297488,0.072265625,0.998529314994812,1763260395.0047803,0.05162211135029793,3217,1.6653997590765357e-05,-0.051793716847896576,0.023322533816099167,688.0
500.0,,500.0,353.605260848999,241864,,,,1763260395.7447748,,3224,,,,
,0.1999306082725525,,356.37824034690857,244224,0.0001535330229671672,0.029296875,0.9994747638702393,1763260398.5177543,0.008366507478058338,3247,5.7188066421076655e-05,0.007624587044119835,0.006407302804291248,690.0
,0.20799624919891357,,356.6900954246521,244480,0.00015337941295001656,0.0,0.2853105068206787,1763260398.8296094,-0.004897577688097954,3250,0.1672896295785904,-0.00011906586587429047,0.0006221216171979904,690.0
,0.2349250614643097,,356.9541645050049,244736,0.00015322580293286592,0.044921875,0.9974079728126526,1763260399.0936785,0.021387837827205658,3252,0.0002384170948062092,-0.0424143522977829,0.015910271555185318,690.0
,0.1459791213274002,,357.502806186676,245120,0.00015299538790713996,0.0703125,0.9980412721633911,1763260399.6423202,0.1599389761686325,3255,0.00011807733972091228,-0.07074782252311707,0.055366650223731995,690.0
,0.27924662828445435,,358.1889772415161,245504,0.000152764972881414,0.08984375,0.9914312958717346,1763260400.3284912,0.09599006175994873,3259,0.00029818786424584687,-0.07374145090579987,0.0480387806892395,690.0
500.0,,500.0,360.21136236190796,246864,,,,1763260402.3508763,,3272,,,,
,0.25144174695014954,,360.6111161708832,247168,0.00015176650776993483,0.16015625,0.30406177043914795,1763260402.7506301,0.021662410348653793,3275,3.472597381914966e-05,-0.0043143220245838165,0.045716479420661926,690.0
,0.2558983564376831,,360.82089924812317,247296,0.0001516897027613595,0.154296875,0.5425819158554077,1763260402.9604132,0.012966879643499851,3276,3.17287995130755e-05,-0.023538734763860703,0.03396580368280411,690.0
,0.13910886645317078,,363.30983114242554,249344,0.0001504608226241544,0.0,0.9676592350006104,1763260405.449345,0.00798015110194683,3296,2.18226523429621e-06,-0.0128178671002388,0.0004033222794532776,691.0
,0.1768670231103897,,370.35000252723694,253568,0.00014792627189308405,0.0,0.8992458581924438,1763260412.4895165,0.004842094145715237,3338,0.0005532470531761646,-0.0015410687774419785,0.0005848752334713936,689.0
500.0,,500.0,372.0259871482849,254864,,,,1763260414.165501,,3351,,,,
,0.24814960360527039,,372.7556881904602,255488,0.00014677419676445425,0.0,-0.0018447637557983398,1763260414.8952022,0.0027967188507318497,3357,152.7744903564453,-0.0003826785832643509,0.0007643289864063263,690.0
500.0,,500.0,373.1026039123535,255864,,,,1763260415.242118,,3360,,,,
,0.27870309352874756,,378.52871918678284,259712,0.00014423963148146868,0.0,0.9752445220947266,1763260420.6682332,0.0004521571099758148,3398,8.707172128197271e-06,-0.00018961727619171143,3.294646739959717e-05,690.0
,0.18016263842582703,,378.83379578590393,259968,0.00014408602146431804,0.0,0.005388200283050537,1763260420.9733098,-0.00010429788380861282,3401,144.50384521484375,-2.109445631504059e-05,1.491885632276535e-05,691.0
,0.24201442301273346,,379.4161694049835,260480,0.00014377880143001676,0.0078125,0.0036130547523498535,1763260421.5556834,0.03054565191268921,3406,0.015427240170538425,-0.0029410962015390396,0.005676884204149246,691.0
,0.16759490966796875,,381.0415515899658,261888,0.00014293394633568823,0.01953125,-0.0013659000396728516,1763260423.1810656,-0.005795573815703392,3419,145.26376342773438,-0.0011386703699827194,0.0006143637001514435,692.0
,0.1459895223379135,,381.8970949649811,262656,0.0001424731162842363,0.041015625,0.9938920140266418,1763260424.036609,-0.0004112217575311661,3426,1.0424828360555694e-05,-0.010181435383856297,0.008142668753862381,692.0
500.0,,500.0,382.06599259376526,262864,,,,1763260424.2055066,,3428,,,,
,0.16233386099338531,,382.86592268943787,263552,0.00014193548122420907,0.0,0.9867485165596008,1763260425.0054367,0.001339927315711975,3435,0.0009812427451834083,-0.0011433660984039307,6.532296538352966e-06,693.0
,0.30218270421028137,,384.6247832775116,265088,0.00014101382112130523,0.0,0.9832140803337097,1763260426.7642972,0.018216630443930626,3450,0.0010582891991361976,-0.014057187363505363,0.0016207080334424973,694.0
,0.18614435195922852,,384.753541469574,265216,0.0001409370161127299,0.0078125,0.9684184789657593,1763260426.8930554,0.020544448867440224,3451,3.270596789661795e-05,-0.020111706107854843,0.0023292861878871918,694.0
500.0,,500.0,385.95967268943787,266364,,,,1763260428.0991867,,3462,,,,
,0.20852860808372498,,387.7892563343048,267776,0.0001394009159412235,0.048828125,0.9171538352966309,1763260429.9287703,-0.011032376438379288,3476,9.291253809351474e-05,0.011043481528759003,0.00789964385330677,695.0
,0.2109244167804718,,388.2392063140869,268032,0.00013924730592407286,0.060546875,0.9847047328948975,1763260430.3787203,0.04493211582303047,3479,0.0010848031379282475,-0.035799287259578705,0.009355086833238602,695.0
,0.2234494388103485,,391.4854302406311,269952,0.00013809524534735829,0.015625,-0.0016102790832519531,1763260433.6249442,0.0008432921022176743,3498,0.00500456290319562,0.01122564822435379,0.008157927542924881,694.0
,0.1877080351114273,,392.3737578392029,270464,0.000137788025313057,0.001953125,-0.0033162832260131836,1763260434.5132718,0.011716524139046669,3503,143.4981689453125,-0.0002451203763484955,0.0017811283469200134,693.0
,0.2382444143295288,,394.0938901901245,271488,0.00013717358524445444,0.001953125,-0.0024434328079223633,1763260436.2334042,-0.0005469340831041336,3513,0.21406295895576477,-0.0004728734493255615,0.0017645005136728287,693.0
,0.18137088418006897,,396.22697353363037,272768,0.00013640553515870124,0.01171875,0.9188660979270935,1763260438.3664875,0.0016020908951759338,3525,3.6983616155339405e-05,-0.0029219575226306915,0.0015654023736715317,693.0
,0.2066321223974228,,398.17824602127075,273920,0.00013571429008152336,0.0234375,-0.001641392707824707,1763260440.31776,0.024690106511116028,3537,0.21414783596992493,0.0036705732345581055,0.0036518769338726997,692.0
,0.13422690331935883,,400.28294348716736,275712,0.00013463901996146888,0.017578125,0.9344232678413391,1763260442.4224575,0.025025706738233566,3554,6.6028533183271065e-06,-0.006184189580380917,0.005976836197078228,693.0
,0.17429521679878235,,400.4263286590576,275840,0.00013456221495289356,0.00390625,0.8635519742965698,1763260442.5658426,0.01434372365474701,3555,6.309374293778092e-05,-0.0042254142463207245,0.004041021689772606,693.0
,0.15119805932044983,,403.0417172908783,278016,0.0001332565298071131,0.0,0.9889344573020935,1763260445.1812313,0.0020448630675673485,3576,0.0014423986431211233,-0.0031761527061462402,8.496548980474472e-05,694.0
,0.12452712655067444,,403.33056259155273,278272,0.00013310291978996247,0.017578125,0.9564101099967957,1763260445.4700766,0.033388301730155945,3578,0.00011254400305915624,-0.04360518977046013,0.003923231735825539,694.0
,0.2391892969608307,,403.6876890659332,278528,0.00013294930977281183,0.0078125,0.9906482696533203,1763260445.827203,0.03148482367396355,3581,0.0014000153169035912,-0.018266379833221436,0.0037206625565886497,694.0
500.0,,500.0,405.17632484436035,279364,,,,1763260447.3158388,,3589,,,,
,0.21627277135849,,409.6290521621704,281856,0.0001309523795498535,0.00390625,0.790069580078125,1763260451.7685661,-0.008441782556474209,3613,7.311395893339068e-05,0.015046298503875732,0.001631629653275013,692.0
,0.14574536681175232,,411.15781903266907,282752,0.00013041474448982626,0.03515625,0.9400621056556702,1763260453.297333,0.036422718316316605,3622,9.63852580753155e-05,-0.029275795444846153,0.010433823801577091,692.0
,0.1745522916316986,,414.4546105861664,284544,0.00012933947436977178,0.0,0.9681394100189209,1763260456.5941246,0.0014727627858519554,3640,0.0017280118772760034,-0.00010694563388824463,0.0001876475289463997,690.0
,0.2270168662071228,,417.3546106815338,286208,0.00012834100925829262,0.056640625,0.9026756286621094,1763260459.4941247,0.028677932918071747,3656,4.0263485061586834e-06,-0.007496699690818787,0.012014387175440788,690.0
,0.2382465898990631,,419.72075486183167,287488,0.0001275729591725394,0.0,-0.0009584426879882812,1763260461.8602688,0.0009354418143630028,3669,0.21259742975234985,9.550154209136963e-05,0.0003864271566271782,689.0
,0.27289286255836487,,421.45727610588074,288512,0.00012695851910393685,0.0,0.9486827254295349,1763260463.59679,0.0106891468167305,3679,0.0016230660257861018,-0.016072027385234833,0.002168457955121994,688.0
,0.26005175709724426,,422.05592131614685,288896,0.0001267281040782109,0.060546875,-0.0003979206085205078,1763260464.1954353,-0.002993648871779442,3683,5.540788650512695,-0.025451380759477615,0.007490287534892559,688.0
,0.2168581783771515,,422.1956841945648,289024,0.00012665129906963557,0.015625,0.9804425239562988,1763260464.3351982,0.017653267830610275,3684,0.0020200784783810377,-0.008154958486557007,0.0011080438271164894,688.0
,0.22603315114974976,,425.4027214050293,291840,0.00012496160343289375,0.044921875,0.6890050172805786,1763260467.5422354,0.04680962115526199,3711,7.039183401502669e-05,-0.04588427022099495,0.004205159842967987,690.0
,0.19235117733478546,,425.5785734653473,291968,0.00012488479842431843,0.00390625,-0.0006465911865234375,1763260467.7180874,-0.008692344650626183,3713,142.6046142578125,-0.001924607902765274,0.0019551701843738556,690.0
,0.24277979135513306,,425.84681010246277,292224,0.0001247311884071678,0.044921875,0.7959315776824951,1763260467.986324,0.025182876735925674,3715,1.7106838640756905e-05,7.824227213859558e-05,0.015200980938971043,690.0
,0.1689670979976654,,427.85331773757935,293888,0.00012373272329568863,0.0,-0.00015687942504882812,1763260469.9928317,0.00990825705230236,3731,142.12258911132812,0.0015654023736715317,0.0010562259703874588,691.0
,0.17183023691177368,,428.2841467857361,294272,0.00012350230826996267,0.0,0.7891178131103516,1763260470.4236608,8.43871384859085e-06,3734,2.0897859940305352e-05,0.00010353326797485352,5.280598998069763e-07,691.0
500.0,,500.0,430.630163192749,296364,,,,1763260472.7696772,,3755,,,,
,0.16419708728790283,,432.97217988967896,298368,0.00012104454799555242,0.0,-3.933906555175781e-05,1763260475.1116939,0.00010468345135450363,3775,0.010761258192360401,0.0006595402956008911,0.00048455875366926193,693.0
500.0,,500.0,433.4178080558777,298864,,,,1763260475.557322,,3779,,,,
500.0,,500.0,436.38322257995605,301364,,,,1763260478.5227365,,3804,,,,
,0.17646022140979767,,436.8026511669159,301696,0.0001190476177725941,0.0,0.7634186744689941,1763260478.9421651,-0.005164122208952904,3807,4.2826810386031866e-05,0.009562268853187561,0.0009051728993654251,694.0
,0.17187029123306274,,441.3970265388489,305792,0.00011658986477414146,0.00390625,0.21644550561904907,1763260483.5365405,0.014014925807714462,3847,0.00015488473582081497,-0.025015054270625114,0.0022493302822113037,696.0
,0.267037957906723,,445.223064661026,309120,0.00011459293455118313,0.005859375,0.8382186889648438,1763260487.3625786,-0.009768854826688766,3879,0.00011462336988188326,-0.008127091452479362,0.0021709855645895004,698.0
,0.18747493624687195,,445.67306637763977,309504,0.00011436251952545717,0.0,0.9041885137557983,1763260487.8125803,-0.0015690159052610397,3883,0.0016957538900896907,-0.003168255090713501,0.0002039242535829544,698.0
,0.133634552359581,,445.8004171848297,309632,0.00011428571451688185,0.0,0.7983565926551819,1763260487.9399312,0.014214645139873028,3884,3.4779066481860355e-05,9.812042117118835e-05,0.0015363255515694618,698.0
,0.13459432125091553,,446.1125361919403,309888,0.00011413210449973121,0.0,-6.747245788574219e-05,1763260488.2520502,-0.004028909839689732,3887,0.005886035040020943,-0.0007542725652456284,0.00017551053315401077,698.0
500.0,,500.0,446.62677216529846,310364,,,,1763260488.7662861,,3891,,,,
,0.23316480219364166,,447.5399453639984,311040,0.00011344085942255333,0.0,0.8832278847694397,1763260489.6794593,-0.000336354598402977,3898,0.0007898264448158443,-5.514174699783325e-05,5.165114998817444e-06,699.0
,0.09853846579790115,,449.31976795196533,312448,0.00011259600432822481,0.0,-0.00017344951629638672,1763260491.459282,-0.0006067091599106789,3912,0.004252017941325903,0.0006256997585296631,5.786307156085968e-06,699.0
,0.20013996958732605,,449.7401900291443,312832,0.00011236558930249885,0.00390625,0.03171318769454956,1763260491.879704,0.016158565878868103,3915,9.488133946433663e-05,0.010772347450256348,0.003352547064423561,699.0
,0.12380191683769226,,451.2162666320801,314112,0.00011159753921674564,0.0,0.6598843336105347,1763260493.3557806,0.000547800213098526,3928,0.0008933600620366633,-0.0002597905695438385,2.561323344707489e-05,700.0
,0.2187073826789856,,453.04183554649353,315776,0.0001105990813812241,0.0078125,0.29144299030303955,1763260495.1813495,-0.003505776636302471,3944,6.636325997533277e-05,0.01215679943561554,0.003855799324810505,701.0
500.0,,500.0,453.08740282058716,315864,,,,1763260495.2269168,,3945,,,,
,0.19938839972019196,,453.2896194458008,315904,0.00011052227637264878,0.0,-7.510185241699219e-05,1763260495.4291334,-0.007640373893082142,3946,0.2191135734319687,-0.002085857093334198,0.001208811067044735,701.0
,0.0455031655728817,,454.7493917942047,316800,0.00010998464131262153,0.009765625,0.000415802001953125,1763260496.8889058,0.036354921758174896,3954,3.810800990322605e-05,-0.015321088954806328,0.006601555272936821,700.0
,0.06498359143733978,,456.18787813186646,317696,0.00010944700625259429,0.05078125,0.07167434692382812,1763260498.327392,0.02299305610358715,3963,4.325711779529229e-05,0.0020244084298610687,0.0068008024245500565,700.0
,0.11569724231958389,,456.88259196281433,318336,0.00010906298120971769,0.0,0.029336988925933838,1763260499.022106,0.0022556930780410767,3969,2.688882523216307e-05,-0.010328233242034912,0.0002537071704864502,700.0
,0.20606394112110138,,458.6270251274109,319488,0.00010837173613253981,0.0,-0.0002931356430053711,1763260500.766539,-0.0013504903763532639,3981,148.77516174316406,-0.0004605259746313095,3.898516297340393e-05,700.0
,0.2524476647377014,,459.0403022766113,319744,0.00010821812611538917,0.0,0.33879029750823975,1763260501.1798162,-0.0023112827911973,3983,1.579084710101597e-06,-0.0006427615880966187,0.0011277711018919945,700.0
,0.20776909589767456,,461.38844752311707,321152,0.00010737327102106065,0.0,0.08950120210647583,1763260503.5279615,0.0066848862916231155,3997,1.1877841643581633e-05,0.00019048899412155151,0.0008767303079366684,700.0
,0.1965440958738327,,468.6754925251007,327552,0.00010353302786825225,0.0,0.6488771438598633,1763260510.8150065,-0.0008730627596378326,4059,0.0011510162148624659,0.0005970299243927002,0.0007240958511829376,702.0
,0.1425795704126358,,471.698912858963,330368,0.0001018433176795952,0.017578125,-1.0251998901367188e-05,1763260513.8384268,-0.013764259405434132,4087,0.003198204794898629,-0.0010619927197694778,0.003454950638115406,704.0
500.0,,500.0,472.15234899520874,330864,,,,1763260514.291863,,4091,,,,
