global_step,losses/value_loss,losses/policy_loss,_step,losses/approx_kl,losses/entropy,losses/clipfrac,charts/episodic_length,_runtime,charts/episodic_return,_timestamp,charts/learning_rate,charts/SPS,losses/old_approx_kl,losses/explained_variance
171008,0.0031223357655107975,0.005500294268131256,1903,0.0015609022229909897,0.5587283968925476,0.0078125,,298.29898023605347,,1763260331.9506123,0.0001974654442165047,631.0,0.006411854177713394,-0.299182653427124
171297,,,1906,,,,500.0,298.7346568107605,500.0,1763260332.386289,,,,
172544,0.0038259706925600767,7.328391075134277e-05,1918,3.984197974205017e-06,0.5767683386802673,0.0,,300.68170261383057,,1763260334.3333347,0.00019654378411360085,631.0,-0.00012374110519886017,0.29542696475982666
172797,,,1920,,,,500.0,300.9277386665344,500.0,1763260334.5793707,,,,
175232,141.4729766845703,-0.005877114832401276,1945,0.0015473272651433945,0.49512624740600586,0.0,,304.95199847221375,,1763260338.6036305,0.00019493087893351912,631.0,0.0039602238684892654,-0.00024008750915527344
176640,195.41360473632812,0.0009030997753143311,1959,0.001218496821820736,0.5199617743492126,0.001953125,,306.6301131248474,,1763260340.2817452,0.0001940860238391906,632.0,0.0025035785511136055,-0.00012600421905517578
178122,,,1973,,,,500.0,308.76366543769836,500.0,1763260342.4152975,,,,
179328,0.0045638480223715305,-0.005598679184913635,1985,0.0003203330561518669,0.5852700471878052,0.0,,310.5268211364746,,1763260344.1784532,0.00019247311865910888,633.0,0.004926570691168308,0.3914445638656616
179968,0.00019890177645720541,-0.01041923463344574,1991,0.0027465233579277992,0.5168952941894531,0.013671875,,311.3396644592285,,1763260344.9912965,0.00019208909361623228,633.0,-0.01610991731286049,-0.2104097604751587
181120,4.2418741941219196e-05,-0.00444292277097702,2002,0.000503157265484333,0.5417869687080383,0.0,,312.55914855003357,,1763260346.2107806,0.0001913978485390544,635.0,0.010615886189043522,-0.26606106758117676
181622,,,2007,,,,500.0,313.01302099227905,500.0,1763260346.664653,,,,
182528,5.109790799906477e-05,0.0024976320564746857,2016,0.002173823304474354,0.5327720642089844,0.0078125,,314.01245760917664,,1763260347.6640897,0.00019055299344472587,636.0,0.0010889386758208275,-0.4141862392425537
182784,0.003043419448658824,0.006421640515327454,2019,0.0003351569175720215,0.5635766386985779,0.0,,314.32401967048645,,1763260347.9756517,0.00019039938342757523,637.0,0.0022274795919656754,0.01177835464477539
183296,0.004380348138511181,-0.0002246573567390442,2024,0.00022177398204803467,0.5755102634429932,0.0,,314.8269567489624,,1763260348.4785888,0.00019009216339327395,637.0,0.0004118774086236954,-0.0791858434677124
183622,,,2027,,,,500.0,315.137154340744,500.0,1763260348.7887864,,,,
183808,0.003616450587287545,0.00043039023876190186,2029,4.8168934881687164e-05,0.5728760957717896,0.0,,315.3985583782196,,1763260349.0501904,0.00018978494335897267,638.0,8.729193359613419e-05,-0.08445656299591064
184320,0.0012421156279742718,-0.025039352476596832,2034,0.009552164003252983,0.49501779675483704,0.02734375,,315.90154099464417,,1763260349.553173,0.0001894777233246714,638.0,0.04975036531686783,-0.11817896366119385
185472,0.00015547442308161408,-0.013353634625673294,2045,0.002298278734087944,0.5065986514091492,0.001953125,,317.12372612953186,,1763260350.7753582,0.0001887864782474935,640.0,-0.018428396433591843,0.005821108818054199
186064,,,2051,,,,497.0,317.71781492233276,497.0,1763260351.369447,,,,
186112,201.8159942626953,0.006437364965677261,2052,0.0008652303367853165,0.5067577362060547,0.0,,317.8597710132599,,1763260351.511403,0.0001884024532046169,640.0,0.0012271273881196976,0.0010325312614440918
188032,0.00010200824908679351,-0.005385756492614746,2070,0.0011896127834916115,0.5546194911003113,0.001953125,,320.70394110679626,,1763260354.3555732,0.0001872503780759871,641.0,-0.003856479190289974,-0.7488125562667847
188564,,,2076,,,,500.0,321.5120277404785,500.0,1763260355.1636598,,,,
190336,0.00017917194054462016,-0.0028985217213630676,2093,0.0025046924129128456,0.5336025357246399,0.01171875,,324.1681797504425,,1763260357.8198118,0.00018586790247354656,641.0,-0.00044809747487306595,-0.25499391555786133
190464,0.00013969559222459793,-0.01357898861169815,2094,0.0020976662635803223,0.4946751296520233,0.015625,,324.3534300327301,,1763260358.005062,0.00018579109746497124,641.0,0.010133728384971619,-0.33583128452301025
192768,0.003994575701653957,-0.012270122766494751,2117,0.0019653812050819397,0.4970284104347229,0.0,,327.25156927108765,,1763260360.9032013,0.00018440860731061548,642.0,0.013212097808718681,-0.17314863204956055
195200,0.0028124582022428513,-0.0006361603736877441,2141,5.2119605243206024e-05,0.5528779029846191,0.0,,329.90397667884827,,1763260363.5556087,0.0001829493121476844,645.0,-0.0011686654761433601,-0.31182193756103516
195712,0.00021257466869428754,-0.011348400264978409,2146,0.0010731490328907967,0.5712205767631531,0.0,,330.75994658470154,,1763260364.4115787,0.00018264209211338311,645.0,0.00610701460391283,-0.049468159675598145
195840,7.250364433275536e-05,-0.0038933847099542618,2147,0.00031428970396518707,0.5818576812744141,0.0,,330.94264101982117,,1763260364.594273,0.0001825652871048078,645.0,0.0011692307889461517,-0.22997474670410156
195958,,,2148,,,,500.0,331.0040457248688,500.0,1763260364.6556778,,,,
196608,0.0028509357944130898,0.0015812404453754425,2155,6.259419023990631e-05,0.5806518793106079,0.0,,332.1964590549469,,1763260365.8480911,0.00018210445705335587,645.0,0.0027024969458580017,-0.3731468915939331
198144,181.7473602294922,0.0005164407193660736,2172,0.00030526984483003616,0.5277422666549683,0.0,,334.5746376514435,,1763260368.2262697,0.00018118279695045203,645.0,0.004008048214018345,-0.00030112266540527344
199534,,,2185,,,,500.0,336.17853021621704,500.0,1763260369.8301623,,,,
200192,0.00017894012853503227,-0.034210942685604095,2192,0.002475171349942684,0.5683096051216125,0.001953125,,336.98453760147095,,1763260370.6361697,0.0001799539168132469,646.0,0.008917720057070255,0.25867927074432373
200697,,,2198,,,,277.0,337.46790075302124,277.0,1763260371.1195328,,,,
200704,303.4669494628906,0.0007770322263240814,2199,6.097368896007538e-06,0.5211473107337952,0.0,,337.5823929309845,,1763260371.234025,0.00017964669677894562,647.0,-0.001286870799958706,0.0010612010955810547
201954,,,2211,,,,500.0,338.92130947113037,500.0,1763260372.5729415,,,,
202240,0.0002020190586335957,0.0005148723721504211,2214,7.412862032651901e-05,0.5708823204040527,0.0,,339.31305265426636,,1763260372.9646847,0.00017872503667604178,648.0,0.0014172187075018883,-0.149322509765625
202801,,,2220,,,,500.0,339.8887519836426,500.0,1763260373.540384,,,,
203136,0.00028261751867830753,-0.007288135588169098,2223,0.00032108649611473083,0.5317889451980591,0.0,,340.2860360145569,,1763260373.937668,0.00017818740161601454,649.0,2.600066363811493e-05,-0.14619719982147217
203301,,,2225,,,,500.0,340.44074010849,500.0,1763260374.0923722,,,,
203392,197.98927307128906,0.01111447811126709,2226,0.00031578727066516876,0.5454056262969971,0.0,,340.56826281547546,,1763260374.219895,0.0001780337915988639,649.0,-0.005040068179368973,-0.0005023479461669922
203520,0.00458255922421813,0.0026990585029125214,2227,0.0002472326159477234,0.5237374305725098,0.0,,340.6984031200409,,1763260374.3500352,0.00017795698659028858,649.0,-0.0012466832995414734,-0.3103373050689697
203904,83.45803833007812,-0.01793653517961502,2231,0.0015866588801145554,0.5804934501647949,0.0,,341.1108362674713,,1763260374.7624683,0.00017772657156456262,650.0,0.015217278152704239,0.0006595253944396973
204301,,,2235,,,,500.0,341.5680775642395,500.0,1763260375.2197096,,,,
204928,0.004471086896955967,0.0021392572671175003,2241,2.5539658963680267e-05,0.6119572520256042,0.0,,342.2656626701355,,1763260375.9172947,0.00017711213149596006,650.0,0.0006037792190909386,-0.1935185194015503
205696,9.519123705103993e-05,0.0007349960505962372,2248,0.00015295762568712234,0.5771225094795227,0.0,,343.0273530483246,,1763260376.678985,0.00017665130144450814,651.0,0.010412461124360561,0.07567214965820312
205824,25.049734115600586,0.004638310521841049,2250,0.00019057001918554306,0.5266335010528564,0.0,,343.14978647232056,,1763260376.8014185,0.00017657449643593282,651.0,-0.0002518678084015846,0.00020962953567504883
206081,,,2253,,,,356.0,343.44006991386414,356.0,1763260377.091702,,,,
207951,,,2272,,,,500.0,346.13684010505676,500.0,1763260379.7884722,,,,
208768,7.249415648402646e-05,-0.0018395483493804932,2280,0.00042361579835414886,0.5403469800949097,0.0,,347.15271639823914,,1763260380.8043485,0.00017480798123870045,652.0,0.0074697937816381454,-0.17609798908233643
210176,0.0044355872087180614,0.00810997560620308,2295,0.0002037128433585167,0.6252051591873169,0.0,,348.80114912986755,,1763260382.4527812,0.00017396314069628716,653.0,0.00043266545981168747,-0.015194416046142578
210544,,,2298,,,,500.0,349.0814621448517,500.0,1763260382.7330942,,,,
211438,,,2310,,,,54.0,350.1684322357178,54.0,1763260383.8200643,,,,
211482,,,2312,,,,44.0,350.41760182380676,44.0,1763260384.069234,,,,
211775,,,2318,,,,86.0,351.0120131969452,86.0,1763260384.6636453,,,,
212036,,,2322,,,,151.0,351.50880670547485,151.0,1763260385.1604388,,,,
212161,,,2324,,,,125.0,351.743843793869,125.0,1763260385.3954759,,,,
212518,,,2329,,,,119.0,352.4102895259857,119.0,1763260386.0619216,,,,
213412,,,2339,,,,316.0,353.81158471107483,316.0,1763260387.4632168,,,,
213760,0.040456388145685196,-0.0011743884533643723,2343,9.901821613311768e-06,0.5588659048080444,0.0,,354.3763484954834,,1763260388.0279806,0.0001718126004561782,653.0,0.0001278277486562729,-2.0417916774749756
214272,0.003276226809248328,-0.0010065026581287384,2348,0.00013243872672319412,0.6106371283531189,0.0,,355.1084167957306,,1763260388.7600489,0.0001715053804218769,653.0,0.0028910255059599876,-0.14602410793304443
214856,,,2354,,,,500.0,355.8825800418854,500.0,1763260389.534212,,,,
215781,,,2363,,,,425.0,357.2295491695404,425.0,1763260390.8811812,,,,
217984,0.000783701310865581,0.022403022274374962,2389,0.005297117866575718,0.5684918165206909,0.001953125,,359.74810576438904,,1763260393.3997378,0.00016927803517319262,655.0,0.0024541160091757774,0.7626349925994873
218496,0.00042177425348199904,-0.013719268143177032,2394,0.0014763278886675835,0.5903167128562927,0.0,,360.2510988712311,,1763260393.902731,0.00016897081513889134,656.0,0.008540724404156208,0.8263065814971924
221241,,,2426,,,,101.0,364.10000681877136,101.0,1763260397.751639,,,,
221640,,,2430,,,,399.0,364.4990608692169,399.0,1763260398.150693,,,,
223104,70.1014633178711,-0.00011707190424203873,2449,4.715286195278168e-06,0.5217394828796387,0.0,,366.2050230503082,,1763260399.8566551,0.0001662058348301798,658.0,0.0004356103017926216,-0.0008511543273925781
224346,,,2465,,,,141.0,367.49632263183594,141.0,1763260401.1479547,,,,
226497,,,2491,,,,116.0,369.90978717803955,116.0,1763260403.5614192,,,,
226633,,,2493,,,,136.0,370.075599193573,136.0,1763260403.7272313,,,,
227441,,,2506,,,,111.0,371.0378108024597,111.0,1763260404.6894429,,,,
227948,,,2514,,,,121.0,371.6687023639679,121.0,1763260405.3203344,,,,
227968,2.7115442752838135,-0.0034128278493881226,2515,0.00015238765627145767,0.4810940623283386,0.0,,371.7674548625946,,1763260405.419087,0.00016328724450431764,662.0,0.0002163546159863472,0.8036819100379944
228337,,,2520,,,,168.0,372.1267809867859,168.0,1763260405.778413,,,,
229255,,,2533,,,,178.0,373.25954365730286,178.0,1763260406.9111757,,,,
229888,77.4717025756836,0.006897389888763428,2540,0.0010342895984649658,0.5656991004943848,0.001953125,,374.0897753238678,,1763260407.7414074,0.00016213516937568784,663.0,0.000532953068614006,0.6305503249168396
230656,0.34223419427871704,-0.012022994458675385,2547,0.002302810549736023,0.4786747992038727,0.001953125,,375.2815465927124,,1763260408.9331787,0.00016167435387615114,663.0,-0.026890849694609642,0.905558705329895
232832,91.56829833984375,0.007256492972373962,2570,0.00040344521403312683,0.5025293231010437,0.0,,378.83090019226074,,1763260412.4825323,0.0001603686687303707,662.0,0.005117801949381828,-0.14787590503692627
232960,2.9344074726104736,-0.0035739578306674957,2571,6.387289613485336e-05,0.5185046195983887,0.0,,379.04255175590515,,1763260412.6941838,0.00016029186372179538,662.0,0.004571163095533848,0.9420047402381897
233472,1.6581791639328003,-0.00043288618326187134,2576,7.875263690948486e-06,0.5573849678039551,0.0,,379.8532407283783,,1763260413.5048728,0.0001599846436874941,662.0,-0.0009421668946743011,0.8122283816337585
233600,2.6655080318450928,-0.001616101711988449,2577,0.00038485974073410034,0.527619481086731,0.0,,380.035231590271,,1763260413.6868637,0.00015990783867891878,662.0,-0.002657320350408554,0.6870640516281128
236416,0.42222458124160767,-0.007323101162910461,2608,0.0013381605967879295,0.5128169655799866,0.0,,384.7037286758423,,1763260418.3553607,0.00015821812849026173,661.0,-0.00043681543320417404,0.8131183981895447
236565,,,2610,,,,500.0,384.8574466705322,500.0,1763260418.5090787,,,,
238592,38.22429275512695,0.006589017808437347,2630,0.0014484841376543045,0.5871468186378479,0.0,,387.01365542411804,,1763260420.6652875,0.0001569124433444813,663.0,0.002774525433778763,0.04134148359298706
239232,0.09276492148637772,-0.008610602468252182,2636,0.0015677046030759811,0.567495584487915,0.0,,387.6180877685547,,1763260421.2697198,0.0001565284183016047,664.0,-0.000802578404545784,-1.0575473308563232
240256,0.03588634729385376,-0.029804252088069916,2646,0.007601859048008919,0.5238448977470398,0.0078125,,388.627667427063,,1763260422.2792995,0.00015591397823300213,665.0,0.004397539421916008,0.2905727028846741
240384,0.01630995236337185,-0.001666143536567688,2647,0.0007461309432983398,0.5834599137306213,0.0,,388.7828378677368,,1763260422.43447,0.0001558371732244268,665.0,0.00183953158557415,-0.6080659627914429
240512,0.011216502636671066,-0.02448994107544422,2648,0.022762203589081764,0.5349555015563965,0.125,,388.9070494174957,,1763260422.5586815,0.00015576036821585149,665.0,-0.026311926543712616,0.25176161527633667
242560,0.0027223844081163406,0.0053048767149448395,2668,0.00847713090479374,0.5505263209342957,0.109375,,391.5900037288666,,1763260425.2416358,0.00015453148807864636,666.0,0.002490016631782055,-0.8771940469741821
243065,,,2673,,,,500.0,392.3326632976532,500.0,1763260425.9842954,,,,
244065,,,2683,,,,500.0,393.82017278671265,500.0,1763260427.4718049,,,,
244480,0.0019438923336565495,-0.019523585215210915,2687,0.0194329172372818,0.5248511433601379,0.0625,,394.6178255081177,,1763260428.2694576,0.00015337941295001656,665.0,0.015093876980245113,-0.11003875732421875
244608,206.65086364746094,-0.00501633808016777,2689,0.0005354844033718109,0.5573632121086121,0.0,,394.8308439254761,,1763260428.482476,0.00015330260794144124,665.0,0.01251666434109211,0.0017368197441101074
244992,0.0016827054787427187,-0.02101989835500717,2692,0.007168532349169254,0.5197048187255859,0.009765625,,395.4127697944641,,1763260429.0644019,0.00015307219291571528,665.0,-0.0037171486765146255,-1.127776861190796
249065,,,2732,,,,500.0,401.96113181114197,500.0,1763260435.612764,,,,
251065,,,2752,,,,500.0,405.20245480537415,500.0,1763260438.8540869,,,,
251565,,,2757,,,,500.0,406.0263659954071,500.0,1763260439.677998,,,,
253065,,,2772,,,,500.0,408.4328627586365,500.0,1763260442.0844948,,,,
254080,132.56719970703125,0.0072623006999492645,2782,0.009320065379142761,0.5017367601394653,0.05078125,,409.4810197353363,,1763260443.1326518,0.00014761905185878277,665.0,0.05434567108750343,0.001475214958190918
254208,0.004219988826662302,-0.00608231034129858,2783,0.0003507407382130623,0.42209744453430176,0.0,,409.61600375175476,,1763260443.2676358,0.00014754224685020745,665.0,0.004748075269162655,0.8509808778762817
255232,0.00601148372516036,-0.0032462887465953827,2793,0.0009161075577139854,0.4557114243507385,0.0,,410.732230424881,,1763260444.3838625,0.00014692780678160489,665.0,-0.005189952440559864,0.6636461615562439
258432,0.0003475944686215371,-0.011048607528209686,2824,0.014487111009657383,0.47257912158966064,0.08984375,,414.1256277561188,,1763260447.7772598,0.00014500768156722188,668.0,0.042665231972932816,0.23465293645858765
260352,0.0006752124754711986,-0.011664023622870445,2843,0.007889260537922382,0.39714810252189636,0.021484375,,416.2083246707916,,1763260449.8599567,0.00014385560643859208,669.0,0.012639300897717476,0.6482435464859009
261760,0.008638161234557629,-0.00988776609301567,2857,0.009125819429755211,0.41503509879112244,0.03125,,417.68645310401917,,1763260451.3380852,0.00014301075134426355,670.0,0.03533299267292023,0.8967008590698242
264320,0.0006794368964619935,-0.04125574976205826,2882,0.0031334934756159782,0.4578341245651245,0.009765625,,420.3999218940735,,1763260454.051554,0.00014147465117275715,672.0,0.019799262285232544,0.6232202053070068
265088,222.2836456298828,0.0024012159556150436,2890,0.0002090558409690857,0.3885078430175781,0.0,,421.16907835006714,,1763260454.8207104,0.00014101382112130523,673.0,0.004957308992743492,0.0014753341674804688
267264,0.005544133484363556,-0.00018259882926940918,2911,2.0405277609825134e-05,0.332892507314682,0.0,,423.4884295463562,,1763260457.1400616,0.00013970813597552478,674.0,0.0003032032400369644,0.8830171823501587
269696,0.005284714046865702,-0.015905089676380157,2935,0.0007368279621005058,0.3455699682235718,0.0,,426.090261220932,,1763260459.7418933,0.0001382488408125937,676.0,0.012643682770431042,0.9170370101928711
271104,259.720703125,0.001137755811214447,2949,0.0006510652601718903,0.39564794301986694,0.0,,427.59590220451355,,1763260461.2475343,0.0001374040002701804,677.0,-0.007986895740032196,0.003813505172729492
272256,0.008252841420471668,0.007085796445608139,2960,0.002451636828482151,0.288261353969574,0.005859375,,428.74156737327576,,1763260462.3931994,0.00013671275519300252,678.0,-0.007976989261806011,0.9094802141189575
273792,0.00984441488981247,-0.006472744047641754,2975,0.00449629221111536,0.34393253922462463,0.009765625,,430.385945558548,,1763260464.0375776,0.00013579109509009868,679.0,0.0076802754774689674,0.862690806388855
275200,0.0060116928070783615,-0.010286327451467514,2989,0.0013093063607811928,0.3630591928958893,0.0,,431.82278752326965,,1763260465.4744196,0.00013494623999577016,680.0,-0.00829352531582117,0.9406067132949829
276065,,,2997,,,,500.0,432.6763803958893,500.0,1763260466.3280125,,,,
277504,0.0004924346576444805,0.017256472259759903,3011,0.005721209570765495,0.35941267013549805,0.041015625,,434.3752784729004,,1763260468.0269105,0.0001335637498414144,681.0,-0.023064840584993362,0.31986701488494873
281565,,,3051,,,,500.0,438.4129595756531,500.0,1763260472.0645916,,,,
281728,0.0053345197811722755,0.00045833364129066467,3053,0.0006420640274882317,0.39004307985305786,0.0,,438.64705181121826,,1763260472.298684,0.00013102918455842882,685.0,-0.003893737681210041,0.982062578201294
283065,,,3066,,,,500.0,440.34817695617676,500.0,1763260473.999809,,,,
283520,0.00031584655516780913,0.007443167269229889,3070,0.004856448620557785,0.4184523820877075,0.009765625,,441.0375461578369,,1763260474.6891782,0.00012995391443837434,685.0,0.013620184734463692,0.8910362720489502
284800,0.010212600231170654,-0.001416945829987526,3083,0.0012627961114048958,0.3278301954269409,0.0,,442.84228920936584,,1763260476.4939213,0.00012918586435262114,685.0,0.004515199922025204,-4.283787727355957
286336,0.0005726107046939433,-0.0005183815956115723,3098,0.00020536594092845917,0.3691081702709198,0.0,,444.7457311153412,,1763260478.3973632,0.0001282642042497173,686.0,-0.000424899160861969,-0.5661652088165283
286848,0.0004605492576956749,-0.00098359864205122,3103,8.857995271682739e-05,0.2586268186569214,0.0,,445.5443923473358,,1763260479.1960244,0.00012795698421541601,686.0,-0.0022082608193159103,0.709857165813446
289280,0.007264722604304552,-0.00624200701713562,3127,0.000907612033188343,0.33575400710105896,0.0,,448.90879249572754,,1763260482.5604246,0.00012649768905248493,686.0,0.002779877744615078,0.6932532787322998
289536,0.00015134284330997616,-0.011933177709579468,3129,0.0022780895233154297,0.2807360291481018,0.001953125,,449.1693091392517,,1763260482.8209412,0.0001263440790353343,686.0,0.005034681409597397,0.867538571357727
290688,0.00958392582833767,-0.007126308977603912,3141,0.002006205730140209,0.30629193782806396,0.0,,450.3941090106964,,1763260484.045741,0.00012565284851007164,687.0,0.009095880202949047,0.00699084997177124
290944,0.0006495119887404144,-0.006007637828588486,3143,0.0003804601728916168,0.36867761611938477,0.0,,450.6696801185608,,1763260484.3213122,0.000125499238492921,687.0,-0.0004511754959821701,0.7408325672149658
291200,0.005672329105436802,-0.01729802042245865,3146,0.002619708888232708,0.32119718194007874,0.00390625,,450.9275698661804,,1763260484.579202,0.00012534562847577035,687.0,-0.014172905124723911,0.9481081962585449
293632,379.46575927734375,0.00414624810218811,3170,0.00013124197721481323,0.33462101221084595,0.0,,453.39549589157104,,1763260487.047128,0.00012388633331283927,689.0,-0.0007323585450649261,0.013310432434082031
295040,0.0006498927832581103,-0.003867187537252903,3183,0.00026577338576316833,0.2512420117855072,0.0,,454.8487482070923,,1763260488.5003803,0.00012304147821851075,690.0,0.006282484158873558,-2.0077216625213623
295552,0.000365783111192286,0.012850955128669739,3188,0.0017568077892065048,0.3443561792373657,0.0,,455.32603216171265,,1763260488.9776642,0.00012273425818420947,690.0,-0.008863359689712524,-0.3656167984008789
298496,0.00013339011638890952,0.003198837861418724,3217,0.0017435206100344658,0.2238854467868805,0.005859375,,458.36464762687683,,1763260492.0162797,0.0001209677429869771,692.0,0.0009635640308260918,0.4954301118850708
299136,159.45053100585938,0.007129114121198654,3224,0.0010218918323516846,0.37792134284973145,0.0,,459.06668734550476,,1763260492.7183194,0.0001205837179441005,693.0,0.001117173582315445,0.009802758693695068
301565,,,3247,,,,500.0,461.4356245994568,500.0,1763260495.0872567,,,,
301824,0.0005576038965955377,-0.0004384741187095642,3250,6.8712979555130005e-06,0.32620975375175476,0.0,,461.80069851875305,,1763260495.4523306,0.00011897081276401877,694.0,0.0003696158528327942,0.8775548338890076
302065,,,3252,,,,500.0,461.979327917099,500.0,1763260495.63096,,,,
302336,0.0005215101409703493,-0.00829324871301651,3255,0.004776129499077797,0.2614523470401764,0.013671875,,462.37517404556274,,1763260496.026806,0.00011866359272971749,695.0,0.013941014185547829,0.5138368606567383
302720,0.005327679682523012,0.00016280263662338257,3259,0.0014748955145478249,0.26322805881500244,0.0078125,,462.7340769767761,,1763260496.385709,0.00011843317770399153,695.0,-0.0003833835944533348,0.6981328725814819
304065,,,3272,,,,500.0,464.1874535083771,500.0,1763260497.8390856,,,,
304384,0.0008155592367984354,-0.012658447027206421,3275,0.001652468927204609,0.29784780740737915,0.0078125,,464.5635483264923,,1763260498.2151804,0.00011743471259251237,696.0,-0.0025732917711138725,-0.16730999946594238
304512,0.00038847909308969975,0.000664152204990387,3276,0.0014800503849983215,0.409363329410553,0.0,,464.7137653827667,,1763260498.3653975,0.00011735790758393705,696.0,-0.00808643363416195,-0.720618724822998
306560,0.00022229572641663253,-0.003387339413166046,3296,0.0013009291142225266,0.3549458384513855,0.0,,466.9076898097992,,1763260500.5593219,0.00011612903472268954,697.0,0.00978214293718338,-2.481142282485962
306816,0.003189732786267996,-0.002190403640270233,3299,0.0005112625658512115,0.3329867720603943,0.0,,467.1952397823334,,1763260500.8468719,0.0001159754247055389,697.0,-0.005649155005812645,-0.07516193389892578
310784,0.00899964664131403,-0.0006157029420137405,3338,2.8898008167743683e-05,0.22829821705818176,0.0,,471.4275541305542,,1763260505.0791862,0.00011359446943970397,699.0,0.003082956187427044,0.9270948171615601
312065,,,3351,,,,500.0,472.7112455368042,500.0,1763260506.3628776,,,,
312704,0.0050034429877996445,0.004701681435108185,3357,0.0011022891849279404,0.32695361971855164,0.0,,473.3727214336395,,1763260507.0243535,0.00011244239431107417,701.0,-0.011825235560536385,0.9364845156669617
313065,,,3360,,,,500.0,473.6751055717468,500.0,1763260507.3267376,,,,
316928,0.00041344252531416714,0.007782645523548126,3398,0.005477791652083397,0.27537623047828674,0.013671875,,477.84091567993164,,1763260511.4925478,0.00010990783630404621,703.0,-0.008141919039189816,0.097525954246521
317184,92.67103576660156,0.001552145928144455,3401,0.0005103042349219322,0.2604706883430481,0.0,,478.17687606811523,,1763260511.8285081,0.00010975422628689557,703.0,0.007196561433374882,0.010194718837738037
317696,0.005695854313671589,-0.007276032119989395,3406,0.0010386547073721886,0.39821314811706543,0.0,,478.71418142318726,,1763260512.3658135,0.00010944700625259429,703.0,0.007014126516878605,0.9721821546554565
317824,0.0009293576003983617,-0.0027267280966043472,3407,0.00027829501777887344,0.3757178485393524,0.0,,478.8448784351349,,1763260512.4965105,0.00010937020124401897,704.0,-0.0039286622777581215,-0.09615778923034668
319065,,,3419,,,,500.0,480.10621762275696,500.0,1763260513.7578497,,,,
319744,0.007893845438957214,-0.020951440557837486,3426,0.003021756187081337,0.3014828562736511,0.001953125,,480.86511278152466,,1763260514.5167449,0.00010821812611538917,705.0,0.006774593144655228,0.8841609954833984
320000,0.00073334010085091,-0.010780923068523407,3428,0.0004001352936029434,0.3380715847015381,0.0,,481.11183047294617,,1763260514.7634625,0.00010806451609823853,705.0,0.008756190538406372,0.540759801864624
320640,199.42660522460938,0.02662896364927292,3435,0.0012479806318879128,0.24716772139072418,0.0,,481.8028905391693,,1763260515.4545226,0.00010768049105536193,705.0,-0.008687338791787624,0.014169573783874512
322176,110.92169952392578,-0.001544017344713211,3450,0.000349951907992363,0.3302377164363861,0.0,,483.42504715919495,,1763260517.0766792,0.00010675883095245808,706.0,-0.006358344107866287,0.006470918655395508
322304,0.008507570251822472,-0.006577085237950087,3451,0.0013610906898975372,0.2963468134403229,0.0,,483.58087611198425,,1763260517.2325082,0.00010668202594388276,706.0,0.004711205139756203,0.5649436712265015
323456,0.00021420340635813773,-0.000292070209980011,3462,1.8134713172912598e-05,0.24039749801158905,0.0,,484.8759605884552,,1763260518.5275927,0.00010599078086670488,707.0,0.0009255781769752502,0.8474642634391785
324864,0.000273335404926911,0.0018788091838359833,3476,0.00042020436376333237,0.32898008823394775,0.0,,486.4334623813629,,1763260520.0850945,0.00010514592577237636,707.0,-0.004608062095940113,-0.3099558353424072
325120,159.74005126953125,-0.005270626395940781,3479,0.0016259653493762016,0.2868603467941284,0.00390625,,486.76955342292786,,1763260520.4211855,0.00010499232303118333,707.0,0.003839104436337948,0.010650396347045898
327065,,,3498,,,,500.0,489.34235429763794,500.0,1763260522.9939864,,,,
327565,,,3503,,,,500.0,489.91522336006165,500.0,1763260523.5668554,,,,
328576,134.4161376953125,-6.94766640663147e-06,3513,0.0005958117544651031,0.3258405029773712,0.0,,491.02595925331116,,1763260524.6775913,0.00010291858779964969,708.0,-0.0019792988896369934,0.0011403560638427734
329856,0.0005580901051871479,-0.010751217603683472,3525,0.0015671849250793457,0.25858479738235474,0.00390625,,492.4759478569031,,1763260526.12758,0.00010215053771389648,709.0,0.00583854503929615,0.9372731447219849
331065,,,3537,,,,500.0,493.72021865844727,500.0,1763260527.3718507,,,,
332800,0.010419629514217377,0.016457784920930862,3554,0.0035439208149909973,0.2896234691143036,0.01171875,,495.6571321487427,,1763260529.3087642,0.00010038402251666412,710.0,-0.013284275308251381,0.7298764586448669
332928,0.0011047458974644542,0.0005981661379337311,3555,7.724948227405548e-05,0.3784596920013428,0.0,,495.7758765220642,,1763260529.4275086,0.0001003072175080888,710.0,0.0034703072160482407,-0.6161651611328125
335065,,,3576,,,,500.0,498.02425837516785,500.0,1763260531.6758904,,,,
335232,0.009717203676700592,-0.006447143852710724,3578,0.00035568419843912125,0.3481256067752838,0.0,,498.24277353286743,,1763260531.8944056,9.892473462969065e-05,712.0,-0.003248506225645542,0.9041296243667603
335565,,,3581,,,,500.0,498.5336911678314,500.0,1763260532.1853232,,,,
336384,0.0023436995688825846,0.0010543223470449448,3589,8.182600140571594e-06,0.27739208936691284,0.0,,499.4463405609131,,1763260533.0979726,9.823348955251276e-05,712.0,-0.0008583161979913712,0.3783201575279236
338816,0.008656492456793785,0.000537484884262085,3613,2.617761492729187e-05,0.34794312715530396,0.0,,501.9520719051361,,1763260535.603704,9.677419438958168e-05,713.0,-0.0010668840259313583,-1.010650634765625
