losses/value_loss,charts/learning_rate,losses/explained_variance,losses/clipfrac,losses/old_approx_kl,losses/entropy,losses/policy_loss,losses/approx_kl,global_step,charts/episodic_length,_step,_runtime,_timestamp,charts/episodic_return,charts/SPS
0.0014290937688201666,1.4746543456567451e-05,-0.12340664863586426,0.0,0.0005258508026599884,0.5726031064987183,-0.00021208543330430984,4.896894097328186e-06,475520,,4874,465.7728159427643,1763260550.715632,,1085.0
0.0009658965282142162,1.4439324331760872e-05,-0.0774911642074585,0.0,0.0003965552896261215,0.5559911131858826,-0.00023283064365386963,2.948567271232605e-06,476032,,4878,466.25382447242737,1763260551.1966405,,1085.0
0.0014297516318038106,1.4208909306034911e-05,0.24058568477630615,0.0,0.0008300524204969406,0.5997456312179565,0.0002816617488861084,4.06801700592041e-06,476416,,4882,466.5898025035858,1763260551.5326185,,1085.0
,,,,,,,,479776,500.0,4915,469.6190273761749,1763260554.5618434,500.0,
,,,,,,,,480276,500.0,4920,470.063027381897,1763260555.0058434,500.0,
0.0010280990973114967,1.1136712601000909e-05,0.18519210815429688,0.0,-0.00016865786164999008,0.5619810223579407,-0.0001190677285194397,8.596107363700867e-07,481536,,4932,471.2622501850128,1763260556.2050662,,1086.0
0.001088535413146019,1.1059907592425589e-05,-0.17731761932373047,0.0,0.000115981325507164,0.5720539689064026,-4.715472459793091e-05,1.341104507446289e-07,481664,,4933,471.37477827072144,1763260556.3175943,,1086.0
,,,,,,,,482276,500.0,4939,471.85870599746704,1763260556.801522,500.0,
0.0013387196231633425,1.0291858416167088e-05,0.1030321717262268,0.0,-0.00037253275513648987,0.520934522151947,6.025657057762146e-05,2.166256308555603e-06,482944,,4946,472.53268814086914,1763260557.4755042,,1086.0
351.12353515625,9.907834282785188e-06,0.0007679462432861328,0.0,0.000195440836250782,0.6078660488128662,0.00040909647941589355,1.5078112483024597e-06,483584,,4953,473.0932447910309,1763260558.0360608,,1086.0
0.0013583539985120296,9.600614248483907e-06,0.0591961145401001,0.0,-0.00011472217738628387,0.5760489106178284,0.00012002885341644287,5.848705768585205e-07,484096,,4958,473.5963897705078,1763260558.5392058,,1086.0
0.0013981357915326953,9.293395123677328e-06,0.13886654376983643,0.0,0.00058020930737257,0.6111433506011963,-0.00033408403396606445,2.9047951102256775e-06,484608,,4963,474.07308173179626,1763260559.0158978,,1086.0
,,,,,,,,485466,500.0,4971,474.8480575084686,1763260559.7908735,500.0,
478.5831604003906,8.755760063650087e-06,-8.654594421386719e-05,0.0,8.220411837100983e-05,0.5766855478286743,-9.154900908470154e-06,3.632158041000366e-07,485504,,4972,474.9284873008728,1763260559.8713033,,1085.0
,,,,,,,,486105,139.0,4978,475.44070839881897,1763260560.3835244,139.0,
0.0011883147526532412,8.218125913117547e-06,-0.27172911167144775,0.0,-0.00012029334902763367,0.5633447170257568,-0.00021269544959068298,1.082196831703186e-06,486400,,4981,475.7455630302429,1763260560.688379,,1085.0
165.8550567626953,7.757296771160327e-06,-1.3828277587890625e-05,0.0,0.00010882038623094559,0.6151904463768005,-9.783357381820679e-05,1.189298927783966e-06,487168,,4989,476.44663977622986,1763260561.3894558,,1086.0
535.0198364257812,7.450076736859046e-06,9.47713851928711e-06,0.0,-2.7509406208992004e-05,0.5947238802909851,-5.258619785308838e-05,1.4901161193847656e-07,487680,,4994,476.8971071243286,1763260561.8399231,,1086.0
,,,,,,,,489105,500.0,5008,478.2295274734497,1763260563.1723435,500.0,
,,,,,,,,489605,500.0,5013,478.71660566329956,1763260563.6594217,500.0,
0.0013855587458238006,6.144393410068005e-06,-0.0994563102722168,0.0,0.00011777225881814957,0.5573287010192871,-0.00036062300205230713,1.582317054271698e-06,489856,,5015,478.93393206596375,1763260563.876748,,1085.0
0.0012755347415804863,4.685100066126324e-06,0.09845554828643799,0.0,2.146698534488678e-05,0.5261500477790833,-0.00046372413635253906,1.993030309677124e-06,492288,,5039,481.1732416152954,1763260566.1160576,,1085.0
,,,,,,,,495605,500.0,5071,484.2006092071533,1763260569.1434252,500.0,
