losses/value_loss,charts/learning_rate,losses/explained_variance,losses/clipfrac,losses/old_approx_kl,losses/entropy,losses/policy_loss,losses/approx_kl,global_step,charts/episodic_length,_step,_runtime,_timestamp,charts/episodic_return,charts/SPS
0.00047883085790090263,0.0002033026103163138,-0.6549867391586304,0.0,0.0033584199845790863,0.5562362670898438,0.003965437412261963,0.00024685822427272797,161280,,1768,178.07821559906006,1763260263.0210316,,1073.0
,,,,,,,,162129,162.0,1777,178.81088399887085,1763260263.7537,162.0,
,,,,,,,,166247,500.0,1818,182.51180624961853,1763260267.4546223,500.0,
,,,,,,,,166747,500.0,1823,182.98747873306274,1763260267.9302948,500.0,
0.00016338122077286243,0.000198310284758918,-0.07564032077789307,0.0,-0.0018048277124762535,0.5684810876846313,-0.010768808424472809,0.0008505368605256081,169600,,1851,185.63085103034973,1763260270.573667,,1074.0
0.0004953963216394186,0.00019800307927653193,-0.036426663398742676,0.0,-0.002522938884794712,0.5802186727523804,-0.01618988811969757,0.001095886342227459,170112,,1856,186.11394095420837,1763260271.056757,,1074.0
308.81292724609375,0.00019731183419935405,2.658367156982422e-05,0.0,-0.00021591968834400177,0.5627162456512451,0.0032695713452994823,0.00020668841898441315,171264,,1868,187.16940259933472,1763260272.1122186,,1075.0
527.5713500976562,0.00019700461416505277,0.00019484758377075195,0.0,0.0005685705691576004,0.5544316172599792,0.008083023130893707,0.00040336698293685913,171776,,1873,187.6206991672516,1763260272.5635152,,1075.0
,,,,,,,,172247,500.0,1877,187.9881284236908,1763260272.9309444,500.0,
,,,,,,,,173080,500.0,1886,188.7847294807434,1763260273.7275455,500.0,
185.77706909179688,0.000195622124010697,-0.00020873546600341797,0.0,0.0008779829367995262,0.4752389192581177,-0.0027907341718673706,0.00012277718633413315,174080,500.0,1895,189.74590063095093,1763260274.6887167,500.0,1075.0
0.005904523655772209,0.00019516129395924509,-0.07529115676879883,0.0,-0.003773980773985386,0.5627374649047852,-0.005061671137809753,0.0004507424309849739,174848,,1903,190.49207210540771,1763260275.4348881,,1075.0
,,,,,,,,175176,500.0,1906,190.74089407920837,1763260275.68371,500.0,
0.003912743180990219,0.00019423963385634124,-0.5536683797836304,0.0,-0.00011129025369882584,0.5009663701057434,0.0015464648604393005,0.0002397904172539711,176384,,1918,191.87574338912964,1763260276.8185594,,1075.0
0.0001493014715379104,0.0001940860238391906,-1.099062204360962,0.0,0.000209086574614048,0.5336803197860718,-0.004195071756839752,0.0004501277580857277,176640,,1920,192.09890341758728,1763260277.0417194,,1075.0
0.00034056941512972116,0.0001925499236676842,0.06919938325881958,0.0,0.008617863990366459,0.5520739555358887,-0.018375955522060394,0.001884971745312214,179200,,1945,194.4431972503662,1763260279.3860133,,1075.0
0.00020317552844062448,0.00019170506857335567,-0.009206533432006836,0.0,-0.0016927514225244522,0.6015865206718445,-0.001461336389183998,3.227405250072479e-05,180608,,1959,195.71207904815674,1763260280.654895,,1076.0
0.00023307331139221787,0.00019086021347902715,-0.2467327117919922,0.0,-0.0140764145180583,0.5601251125335693,-0.0058036744594573975,0.0009773103520274162,182016,,1973,196.97995042800903,1763260281.9227664,,1076.0
,,,,,,,,183119,163.0,1985,197.9673981666565,1763260282.9102142,163.0,
100.7362289428711,0.000189861748367548,-0.000767827033996582,0.0,-0.000272948294878006,0.5269914865493774,-0.0007631778717041016,1.3301149010658264e-05,183680,,1991,198.53808641433716,1763260283.4809024,,1076.0
0.004121489357203245,0.0001891705032903701,-0.10549509525299072,0.0,-0.0013557849451899529,0.5805296897888184,-0.004819221794605255,0.00017143134027719498,184832,,2002,199.61874294281006,1763260284.561559,,1076.0
0.0037232902832329273,0.00018886328325606883,0.18643194437026978,0.0,0.00215227622538805,0.524983823299408,0.005769208073616028,0.000726587139070034,185344,,2007,200.06971073150635,1763260285.0125268,,1076.0
357.1008605957031,0.00018832564819604158,-5.900859832763672e-05,0.0,0.0063031697645783424,0.4973544478416443,-0.014074217528104782,0.0009575774893164635,186240,,2016,200.8902862071991,1763260285.8331022,,1076.0
,,,,,,,,186619,500.0,2019,201.15367150306702,1763260286.0964875,500.0,
,,,,,,,,187119,500.0,2024,201.6282937526703,1763260286.5711098,500.0,
0.00015906504995655268,0.0001876344031188637,0.05983555316925049,0.00390625,0.005936735309660435,0.5289559364318848,-0.0150061696767807,0.0019368482753634453,187392,,2027,201.9348349571228,1763260286.877651,,1076.0
,,,,,,,,187619,500.0,2029,202.07977318763733,1763260287.0225892,500.0,
,,,,,,,,188119,500.0,2034,202.52281403541565,1763260287.46563,500.0,
,,,,,,,,189134,15.0,2045,203.46404790878296,1763260288.406864,15.0,
309.206787109375,0.00018625191296450794,-0.00010323524475097656,0.0,-0.0012372005730867386,0.5354918241500854,-0.013445738703012466,0.0010233242064714432,189696,,2051,204.03874969482422,1763260288.9815657,,1076.0
0.005240909289568663,0.00018617510795593262,-1.8858568668365479,0.0,6.666034460067749e-05,0.5268363356590271,-0.007292807102203369,0.0012726932764053345,189824,,2052,204.14936566352844,1763260289.0921817,,1076.0
,,,,,,,,191634,500.0,2070,205.76070356369019,1763260290.7035196,500.0,
369.9300537109375,0.00018471582734491676,2.7418136596679688e-05,0.0,0.002647159621119499,0.5474788546562195,0.005631200969219208,0.001431826502084732,192256,,2076,206.3571240901947,1763260291.29994,,1077.0
0.00018906767945736647,0.00018364055722486228,-0.4008615016937256,0.0,0.00026128534227609634,0.5026698708534241,-0.002379901707172394,0.0013565076515078545,194048,,2093,208.02611660957336,1763260292.9689326,,1077.0
,,,,,,,,194134,500.0,2094,208.05835366249084,1763260293.0011697,500.0,
0.000467438978375867,0.0001821812620619312,-0.05533397197723389,0.0234375,0.03346524387598038,0.4941590130329132,-0.012993285432457924,0.00910918228328228,196480,,2117,210.280131816864,1763260295.2229478,,1077.0
0.00022091070422902703,0.0001807219668990001,0.08795219659805298,0.00390625,-0.004035705700516701,0.5234233736991882,-0.005740322172641754,0.0022845957428216934,198912,,2141,212.49108052253723,1763260297.4338965,,1077.0
6.748832674929872e-05,0.00018041474686469883,-0.06231880187988281,0.0,0.0025344137102365494,0.6053600311279297,0.0005524363368749619,0.0001559033989906311,199424,,2146,212.93805766105652,1763260297.8808737,,1077.0
0.00015320582315325737,0.0001803379418561235,0.007195889949798584,0.0,-0.017019398510456085,0.5317205190658569,-0.007879558950662613,0.0012738574296236038,199552,,2147,213.05175828933716,1763260297.9945743,,1077.0
,,,,,,,,199557,500.0,2148,213.05578017234802,1763260297.9985962,500.0,
0.00016457363381050527,0.00017987711180467159,-0.05530428886413574,0.0,0.006893393583595753,0.564215898513794,0.0006652697920799255,0.00022221822291612625,200320,,2155,213.7629542350769,1763260298.7057703,,1077.0
,,,,,,,,202057,500.0,2172,215.29968762397766,1763260300.2425036,500.0,
0.00015652584261260927,0.0001780337915988639,-0.002561807632446289,0.0,-0.005567912943661213,0.49695324897766113,-0.0003001652657985687,0.0014139050617814064,203392,,2185,216.56834650039673,1763260301.5111625,,1077.0
,,,,,,,,204057,500.0,2192,217.15968585014343,1763260302.1025019,500.0,
124.2056884765625,0.0001772657415131107,5.424022674560547e-06,0.0,-0.0047686221078038216,0.5474870800971985,-0.006596855819225311,0.0010861577466130257,204672,,2198,217.76870465278625,1763260302.7115207,,1077.0
0.004428926855325699,0.00017718893650453538,0.014491558074951172,0.0,-0.002781384624540806,0.5396590232849121,-0.0013280827552080154,0.0003293631598353386,204800,,2199,217.88147640228271,1763260302.8242924,,1077.0
,,,,,,,,206057,500.0,2211,218.9559302330017,1763260303.8987463,500.0,
0.00011136152897961438,0.00017626727640163153,0.006045103073120117,0.0,-0.006840844638645649,0.5822684168815613,-0.0016118884086608887,0.0005506826564669609,206336,,2214,219.2575283050537,1763260304.2003443,,1078.0
9.379404946230352e-05,0.00017588325135875493,-0.015124678611755371,0.0,0.0026925401762127876,0.5226247310638428,0.008789971470832825,0.0010636961087584496,206976,,2220,219.85797834396362,1763260304.8007944,,1078.0
0.0032290173694491386,0.0001757296413416043,-0.021102070808410645,0.0,0.008268021047115326,0.596668541431427,-0.006821030750870705,0.00038471631705760956,207232,,2223,220.08138179779053,1763260305.0241978,,1078.0
8.921933476813138e-05,0.00017557603132445365,-0.03048408031463623,0.0,-0.003963211551308632,0.5386592149734497,-0.009292788803577423,0.0002696774899959564,207488,,2225,220.3051311969757,1763260305.2479472,,1078.0
,,,,,,,,207557,500.0,2226,220.32944083213806,1763260305.2722569,500.0,
454.2825622558594,0.00017549922631587833,-3.314018249511719e-05,0.0,-0.0023895716294646263,0.6238766312599182,0.001831277273595333,0.00024955812841653824,207616,,2227,220.41911816596985,1763260305.3619342,,1078.0
,,,,,,,,208057,500.0,2231,220.80688309669495,1763260305.749699,500.0,
0.00020094633509870619,0.0001749615912558511,-0.3026665449142456,0.00390625,-0.0018620612099766731,0.5613420009613037,-0.012765984982252121,0.0009589428082108498,208512,,2235,221.233877658844,1763260306.1766937,,1078.0
,,,,,,,,209057,500.0,2241,221.73235368728638,1763260306.6751697,500.0,
0.004663545172661543,0.0001741935411700979,0.008527815341949463,0.0,-0.004157750867307186,0.5159961581230164,-0.008138580247759819,0.0005552461370825768,209792,,2248,222.39577460289001,1763260307.3385906,,1078.0
0.00010294270032318309,0.00017403994570486248,-0.014955282211303711,0.0,0.00034860242158174515,0.5799379944801331,-0.012332726269960403,0.00047470349818468094,210048,,2250,222.6491243839264,1763260307.5919404,,1078.0
0.0031177797354757786,0.00017388633568771183,-0.030915260314941406,0.0,0.0011100443080067635,0.5121104121208191,-0.005038898438215256,0.00043005403131246567,210304,,2253,222.87635946273804,1763260307.8191755,,1078.0
0.004152827430516481,0.00017273426055908203,-0.014133930206298828,0.0,-0.007079866714775562,0.4914528727531433,-0.006987869739532471,0.0006420901045203209,212224,,2272,224.60285353660583,1763260309.5456696,,1078.0
,,,,,,,,213057,500.0,2280,225.35731863975525,1763260310.3001347,500.0,
,,,,,,,,214557,500.0,2295,226.78484463691711,1763260311.7276607,500.0,
0.000238602893659845,0.0001711213553790003,0.01412355899810791,0.0,0.0015788450837135315,0.48388487100601196,0.0006649233400821686,4.951842129230499e-05,214912,,2298,227.1169412136078,1763260312.0597572,,1078.0
268.90423583984375,0.00017043011030182242,-6.794929504394531e-06,0.0,-0.0011336123570799828,0.5727631449699402,0.007541688159108162,0.00033035967499017715,216064,,2310,228.16955423355103,1763260313.1123703,,1078.0
8.808966231299564e-05,0.00017027650028467178,-0.012632250785827637,0.0,-0.002357286401093006,0.4757842421531677,0.0016829073429107666,0.0005836682394146919,216320,,2312,228.39301443099976,1763260313.3358305,,1078.0
0.00011504366557346657,0.00016989247524179518,0.000544428825378418,0.0,0.012429938651621342,0.5731149911880493,-0.0019479915499687195,0.0011599408462643623,216960,,2318,228.98188638687134,1763260313.9247024,,1078.0
0.00023646742920391262,0.00016966206021606922,-0.037725090980529785,0.0,-0.009772852063179016,0.565803050994873,-0.00583304651081562,0.0007461477071046829,217344,,2322,229.31892037391663,1763260314.2617364,,1078.0
,,,,,,,,217557,500.0,2324,229.45963335037231,1763260314.4024494,500.0,
,,,,,,,,218057,500.0,2329,229.93546724319458,1763260314.8782833,500.0,
,,,,,,,,219057,500.0,2339,230.8181779384613,1763260315.760994,500.0,
3.8396647141780704e-05,0.00016835637507028878,0.04119157791137695,0.0,-0.004988053813576698,0.5681084394454956,-0.0007993876934051514,0.0004073679447174072,219520,,2343,231.28276705741882,1763260316.225583,,1079.0
0.00016044035146478564,0.0001680491550359875,-0.052584290504455566,0.0,-0.004113473929464817,0.5882735848426819,-0.0017853593453764915,0.0001226840540766716,220032,,2348,231.7288157939911,1763260316.6716318,,1079.0
,,,,,,,,220557,500.0,2354,232.2238802909851,1763260317.1666963,500.0,
,,,,,,,,221557,500.0,2363,233.08034777641296,1763260318.0231638,500.0,
0.00029813696164637804,0.00016559139476157725,0.0046936869621276855,0.0,-0.0032333768904209137,0.5919276475906372,-0.0024846233427524567,0.00017369724810123444,224128,,2389,235.47749614715576,1763260320.4203122,,1079.0
6.627507536904886e-05,0.00016528417472727597,-0.1085740327835083,0.0,0.0009194379672408104,0.5843216776847839,-0.0024106428027153015,9.576324373483658e-05,224640,,2394,235.9488706588745,1763260320.8916867,,1079.0
0.0004690659698098898,0.00016436251462437212,-1.529592514038086,0.0,-0.013066425919532776,0.4887140691280365,-0.004926079884171486,0.0007224604487419128,226176,,2409,237.3730607032776,1763260322.3158767,,1079.0
0.0028064509388059378,0.00016336404951289296,-0.028778672218322754,0.0,0.0008963467553257942,0.5946807265281677,-0.00017341040074825287,2.1224841475486755e-06,227840,,2426,238.8720703125,1763260323.8148863,,1079.0
244.3773956298828,0.000163133634487167,-1.2874603271484375e-05,0.0,0.005622691474854946,0.5497722029685974,-0.0006339661777019501,0.0002196216955780983,228224,,2430,239.2409942150116,1763260324.1838102,,1079.0
,,,,,,,,230204,500.0,2449,241.03507661819458,1763260325.9778926,500.0,
235.1381072998047,0.00016098310879897326,-5.0067901611328125e-06,0.0,3.9286911487579346e-05,0.5512945055961609,0.0014253407716751099,5.070678889751434e-05,231808,,2465,242.5651249885559,1763260327.507941,,1079.0
7.06985592842102e-05,0.00015929339861031622,-0.43246030807495117,0.0,0.00925461109727621,0.44251492619514465,0.013564571738243103,0.0014410139992833138,234624,,2491,245.12267017364502,1763260330.0654862,,1079.0
449.21209716796875,0.0001592165936017409,0.00010442733764648438,0.0,0.0017666341736912727,0.4997062087059021,-0.003986077383160591,0.00016176048666238785,234752,,2493,245.23576998710632,1763260330.178586,,1079.0
0.00020292020053602755,0.00015837173850741237,-0.432747483253479,0.0,0.013493819162249565,0.4868071675300598,-0.017483189702033997,0.0018680104985833168,236160,,2506,246.5066740512848,1763260331.44949,,1080.0
0.0031511231791228056,0.00015791090845596045,-0.07368731498718262,0.0,0.0007194355130195618,0.518294632434845,0.0006216391921043396,4.548393189907074e-05,236928,,2514,247.21967124938965,1763260332.1624873,,1080.0
0.0001408482639817521,0.00015783410344738513,0.03832608461380005,0.0,-0.009017386473715305,0.49627840518951416,-0.007019076496362686,0.0008258866146206856,237056,,2515,247.3338599205017,1763260332.276676,,1080.0
0.0003329803585074842,0.00015752688341308385,-0.07975709438323975,0.0,0.005218916572630405,0.5092613697052002,-0.0014933515340089798,0.00033218879252672195,237568,,2520,247.817147731781,1763260332.7599638,,1080.0
0.0034478208981454372,0.00015675883332733065,-0.07861828804016113,0.0,-0.0023656561970710754,0.5169330835342407,0.002214953303337097,0.0002580080181360245,238848,,2533,248.97221612930298,1763260333.9150321,,1080.0
0.00011879066005349159,0.00015629800327587873,-0.018883824348449707,0.0,0.0009127771481871605,0.5328377485275269,-0.0050797536969184875,4.2003579437732697e-05,239616,,2540,249.6410677433014,1763260334.5838838,,1080.0
471.26318359375,0.00015591397823300213,-2.753734588623047e-05,0.0,0.00471432413905859,0.5503314137458801,-0.003666602075099945,8.528772741556168e-05,240256,,2547,250.2412667274475,1763260335.1840827,,1080.0
0.0005145010654814541,0.00015445468307007104,-2.8877146244049072,0.0,-0.007350565865635872,0.49464496970176697,-0.007509959861636162,0.0007174909114837646,242688,,2570,252.424574136734,1763260337.3673902,,1080.0
,,,,,,,,242704,500.0,2571,252.4321858882904,1763260337.375002,500.0,
,,,,,,,,243204,500.0,2576,252.90773057937622,1763260337.8505466,500.0,
108.64118194580078,0.00015407065802719444,-6.520748138427734e-05,0.0,0.0045320019125938416,0.5691635608673096,0.0032043159008026123,0.00022277794778347015,243328,,2577,253.01786875724792,1763260337.9606848,,1080.0
,,,,,,,,246476,500.0,2608,255.8083519935608,1763260340.751168,500.0,
0.00407614978030324,0.00015207372780423611,0.014938294887542725,0.0,0.0061955759301781654,0.4832102656364441,-0.010873567312955856,0.00026314985007047653,246656,,2610,256.0968475341797,1763260341.0396636,,1080.0
0.003853783942759037,0.000150844847667031,0.11335152387619019,0.0,0.010036599822342396,0.5416082143783569,-0.006151106208562851,0.00032573286443948746,248704,,2630,257.92917823791504,1763260342.8719943,,1081.0
0.0001556688075652346,0.0001504608226241544,-0.008954644203186035,0.0,-0.00604149978607893,0.5816237926483154,0.0052225179970264435,0.00039487238973379135,249344,,2636,258.52084493637085,1763260343.463661,,1081.0
0.00011162308510392904,0.00014984639710746706,0.0019470453262329102,0.0,0.008677724748849869,0.6180294156074524,-0.0072259679436683655,0.00034867599606513977,250368,,2646,259.47020959854126,1763260344.4130256,,1081.0
,,,,,,,,250476,500.0,2647,259.51214694976807,1763260344.454963,500.0,
440.88482666015625,0.00014976959209889174,-3.6835670471191406e-05,0.0,-0.002793191932141781,0.5474554896354675,-0.0011116676032543182,0.00018395204097032547,250496,,2648,259.59245133399963,1763260344.5352674,,1080.0
548.2145385742188,0.0001485407119616866,-5.543231964111328e-05,0.0,0.0006986288353800774,0.5421696901321411,-0.000321023166179657,1.859571784734726e-05,252544,,2668,261.48431611061096,1763260346.4271321,,1080.0
119.72113037109375,0.00014823349192738533,-3.838539123535156e-05,0.0,0.002745669335126877,0.6037886142730713,-0.00492875836789608,0.0003077015280723572,253056,,2673,261.93468141555786,1763260346.8774974,,1081.0
418.2889404296875,0.00014761905185878277,-2.8967857360839844e-05,0.0,0.002780761569738388,0.5655361413955688,-0.0015444383025169373,0.0001003071665763855,254080,,2683,262.87029790878296,1763260347.813114,,1081.0
218.04969787597656,0.0001473886368330568,7.903575897216797e-05,0.0,0.005317916162312031,0.5718293786048889,0.0027740448713302612,0.0005167843773961067,254464,,2687,263.2082223892212,1763260348.1510384,,1081.0
0.0001244494051206857,0.00014723502681590617,-0.004753708839416504,0.0,-0.008826404809951782,0.5942801237106323,-0.0138472318649292,0.0020015351474285126,254720,,2689,263.4685437679291,1763260348.4113598,,1081.0
415.1390075683594,0.00014708141679875553,-4.398822784423828e-05,0.0,0.0019072610884904861,0.5882989168167114,-0.0017046183347702026,0.00016285106539726257,254976,,2692,263.69442224502563,1763260348.6372383,,1081.0
0.0002723761135712266,0.00014477726654149592,-0.4414987564086914,0.0,0.013075691647827625,0.5550971627235413,-0.021261021494865417,0.0020712045952677727,258816,,2732,267.2434833049774,1763260352.1862993,,1081.0
0.0001594050700077787,0.0001435483864042908,0.2647557258605957,0.0,-0.0023216353729367256,0.5382327437400818,3.929995000362396e-05,0.001009252853691578,260864,,2752,269.11678981781006,1763260354.0596058,,1081.0
0.763267457485199,0.00014324116636998951,-2.7847697734832764,0.0,-0.010955248959362507,0.530251145362854,-0.005813391879200935,0.0005624284967780113,261376,,2757,269.566281080246,1763260354.509097,,1081.0
,,,,,,,,262745,500.0,2772,270.7983429431915,1763260355.741159,500.0,
,,,,,,,,263745,500.0,2782,271.7039930820465,1763260356.646809,500.0,
456.782470703125,0.00014178187120705843,1.9848346710205078e-05,0.0,0.00021939072757959366,0.48754048347473145,0.0001867450773715973,2.507958561182022e-05,263808,,2783,271.8165476322174,1763260356.7593637,,1081.0
0.006954756565392017,0.0001412442361470312,-0.1445920467376709,0.0,-0.0009726407006382942,0.5358385443687439,-0.00828661397099495,0.0004622219130396843,264704,,2793,272.60327792167664,1763260357.546094,,1081.0
,,,,,,,,267754,500.0,2824,275.3715591430664,1763260360.3143752,500.0,
0.0006695192423649132,0.0001382488408125937,-2.861708164215088,0.00390625,-0.010051003657281399,0.537921667098999,-0.016339927911758423,0.002303258515894413,269696,,2843,277.20653772354126,1763260362.1493537,,1081.0
0.0001520121149951592,0.0001374040002701804,-0.09042108058929443,0.0,-0.0005774116143584251,0.5348143577575684,-0.0025387853384017944,0.00012947898358106613,271104,,2857,278.4735426902771,1763260363.4163587,,1081.0
0.004564344882965088,0.00013594470510724932,-0.6379059553146362,0.0,-0.00018818769603967667,0.5323373079299927,0.001056889072060585,0.0013130558654665947,273536,,2882,280.6708788871765,1763260365.613695,,1081.0
,,,,,,,,274380,500.0,2890,281.40768456459045,1763260366.3505006,500.0,
279.6716613769531,0.00013417818991001695,-0.0002856254577636719,0.0,0.005214426666498184,0.578834056854248,-0.0021924637258052826,0.00010001286864280701,276480,,2911,283.38654375076294,1763260368.3293598,,1082.0
276.48980712890625,0.00013271889474708587,0.0030202269554138184,0.0,-0.0008988929912447929,0.4907774031162262,8.910894393920898e-06,0.00010028202086687088,278912,,2935,285.6165437698364,1763260370.5593598,,1082.0
0.0025361564476042986,0.00013187403965275735,0.2509436011314392,0.0,-0.00029119662940502167,0.5537969470024109,-0.0006453469395637512,8.365139365196228e-06,280320,,2949,286.92249965667725,1763260371.8653157,,1082.0
0.00021197918977122754,0.00013118279457557946,-0.5064364671707153,0.0,-0.0034428201615810394,0.5567880868911743,-0.0018197819590568542,0.00035169534385204315,281472,,2960,288.00035190582275,1763260372.943168,,1082.0
0.013508139178156853,0.00013033793948125094,-1.4825592041015625,0.0,-0.003525550477206707,0.5168018937110901,-0.004017621278762817,0.00012941006571054459,282880,,2975,289.3545994758606,1763260374.2974155,,1081.0
0.0010214969515800476,0.00012949308438692242,-1.9768803119659424,0.0,-0.0006549963727593422,0.5104865431785583,-0.008615829050540924,0.00036212895065546036,284288,,2989,290.67464208602905,1763260375.617458,,1081.0
0.003370740218088031,0.0001290322543354705,0.09947681427001953,0.0,-0.0021529430523514748,0.5519780516624451,-0.0018534213304519653,0.00012481678277254105,285056,,2997,291.3493182659149,1763260376.2921343,,1081.0
0.0001584988640388474,0.00012818739924114197,-0.6653316020965576,0.0,-0.003421621397137642,0.575663685798645,-0.008196450769901276,0.0006770938634872437,286464,,3011,292.6939127445221,1763260377.6367288,,1081.0
,,,,,,,,290471,500.0,3051,296.28238439559937,1763260381.2252004,500.0,
0.0029050633311271667,0.00012565284851007164,-0.15443110466003418,0.0,-0.0015416992828249931,0.5231642723083496,-0.0006290636956691742,0.0001133577898144722,290688,,3053,296.49252462387085,1763260381.4353406,,1082.0
,,,,,,,,291971,500.0,3066,297.65038561820984,1763260382.5932016,500.0,
,,,,,,,,292471,500.0,3070,298.06706166267395,1763260383.0098777,500.0,
0.00014493227354250848,0.00012380952830426395,-0.10553467273712158,0.0,0.00497807189822197,0.5453178286552429,-0.0011766552925109863,5.28041273355484e-05,293760,,3083,299.29598355293274,1763260384.2387996,,1082.0
0.00017988808394875377,0.0001228878682013601,-0.2044926881790161,0.0,0.0025421176105737686,0.6072890162467957,0.0017627961933612823,0.0004407539963722229,295296,,3098,300.68446707725525,1763260385.627283,,1082.0
0.00012410309864208102,0.00012258064816705883,-0.18583059310913086,0.0,0.010465403087437153,0.5024949908256531,-0.00251760333776474,0.0004985453560948372,295808,,3103,301.23190331459045,1763260386.1747193,,1082.0
0.00010736753756646067,0.00012112135300412774,0.11956804990768433,0.0,-0.0002504047006368637,0.5307008624076843,-1.841410994529724e-05,6.867758929729462e-05,298240,,3127,303.44210052490234,1763260388.3849165,,1082.0
,,,,,,,,298471,500.0,3129,303.5889735221863,1763260388.5317895,500.0,
0.0030960524454712868,0.00012027649790979922,-0.12440991401672363,0.0,-0.0009703738614916801,0.5762714147567749,-0.00459170900285244,8.428376168012619e-05,299648,,3141,304.70740151405334,1763260389.6502175,,1082.0
,,,,,,,,299889,418.0,3143,304.85690784454346,1763260389.7997239,418.0,
0.0003018330899067223,0.00011996927787549794,-0.30442798137664795,0.0,0.0036500059068202972,0.4928530752658844,-0.007848966866731644,0.0007299315184354782,300160,,3146,305.180615901947,1763260390.123432,,1082.0
0.0001615889632375911,0.0001190476177725941,0.26529645919799805,0.0,0.0008045053109526634,0.5469668507575989,0.0010895412415266037,0.00013784784823656082,301696,,3161,306.5672998428345,1763260391.5101159,,1082.0
0.0028147257398813963,0.00011850998271256685,-0.04940140247344971,0.0,0.0018276777118444443,0.5746133327484131,-0.005424275994300842,0.0001099761575460434,302592,,3170,307.387335062027,1763260392.330151,,1082.0
,,,,,,,,303889,500.0,3183,308.5432810783386,1763260393.486097,500.0,
,,,,,,,,304389,500.0,3188,308.98468112945557,1763260393.9274971,500.0,
0.0001428997638868168,0.00011566820467123762,0.2370225191116333,0.0,-0.0038387849926948547,0.5886714458465576,-0.004021108150482178,9.674765169620514e-05,307328,,3217,311.67825198173523,1763260396.621068,,1082.0
230.0784149169922,0.00011528417962836102,-1.2278556823730469e-05,0.0,0.000333419069647789,0.5448033213615417,0.0009065419435501099,4.2766332626342773e-05,307968,,3224,312.24439454078674,1763260397.1872106,,1082.0
,,,,,,,,310392,500.0,3247,314.37803316116333,1763260399.3208492,500.0,
0.00023087432782631367,0.00011367127444827929,-0.4912872314453125,0.0,0.0058222245424985886,0.5388185381889343,0.004675944335758686,0.00016303732991218567,310656,,3250,314.70961141586304,1763260399.6524274,,1083.0
,,,,,,,,310892,500.0,3252,314.8585476875305,1763260399.8013637,500.0,
0.00015134827117435634,0.00011336405441397801,-0.08866643905639648,0.0,-0.005996963009238243,0.6221115589141846,-0.0047020576894283295,0.00036981701850891113,311168,,3255,315.157555103302,1763260400.1003711,,1083.0
0.002708346350118518,0.00011313363938825205,-0.005784511566162109,0.0,-0.0002328408882021904,0.6007563471794128,-0.0005933493375778198,6.5909698605537415e-06,311552,,3259,315.49660301208496,1763260400.439419,,1083.0
,,,,,,,,312892,500.0,3272,316.73624777793884,1763260401.6790638,500.0,
0.0002946095773950219,0.00011213517427677289,0.032791078090667725,0.0,0.013357290998101234,0.5799651741981506,-0.02845434844493866,0.0023231543600559235,313216,,3275,317.073383808136,1763260402.0161998,,1083.0
,,,,,,,,313227,335.0,3276,317.0789406299591,1763260402.0217566,335.0,
0.00015252169396262616,0.00011090630141552538,0.19746363162994385,0.0,-0.003967641852796078,0.5946140885353088,-0.005380649119615555,0.0002016490325331688,315264,,3296,318.9828429222107,1763260403.925659,,1082.0
120.0950927734375,0.00011075269139837474,-6.878376007080078e-05,0.0,-0.0020925402641296387,0.5638706088066101,-0.004036903381347656,0.00025000981986522675,315520,,3299,319.2093663215637,1763260404.1521823,,1082.0
0.00024147371004801244,0.00010844854114111513,-0.013512253761291504,0.0,-0.00912271998822689,0.57293701171875,-0.006808288395404816,0.0011725164949893951,319360,,3338,322.7012174129486,1763260407.6440334,,1083.0
0.0031400404404848814,0.00010768049105536193,-0.05141341686248779,0.0,-0.0010045161470770836,0.5605804324150085,-0.0004972666501998901,2.9507093131542206e-05,320640,,3351,323.8706591129303,1763260408.8134751,,1083.0
0.00022652458574157208,0.00010729646601248533,-0.125252366065979,0.0,-0.0023801084607839584,0.5900530219078064,-0.0015181638300418854,0.00016754120588302612,321280,,3357,324.46764612197876,1763260409.4104621,,1083.0
510.7723693847656,0.00010714285599533468,-2.5153160095214844e-05,0.0,0.003726586699485779,0.5934179425239563,0.0007550790905952454,2.5471672415733337e-05,321536,,3360,324.6942479610443,1763260409.637064,,1083.0
0.00025123709929175675,0.0001060675858752802,-0.9946743249893188,0.0,0.003436262719333172,0.5461702942848206,0.007374205626547337,0.0002261688932776451,323328,,3377,326.3729581832886,1763260411.3157742,,1083.0
0.00018587769591249526,0.00010476190800545737,-0.03572547435760498,0.0,0.0010776352137327194,0.5452256202697754,-0.009237542748451233,0.0005646068602800369,325504,,3398,328.37439227104187,1763260413.3172083,,1083.0
0.002457550261169672,0.00010460829798830673,-0.04637336730957031,0.0,0.0019356263801455498,0.5553078055381775,-0.013265565037727356,0.00033194292336702347,325760,,3401,328.5996518135071,1763260413.5424678,,1083.0
0.00017797565669752657,0.00010430107795400545,-0.0731351375579834,0.0,-0.0024475222453475,0.5421316623687744,-0.0027540698647499084,6.0663558542728424e-05,326272,,3406,329.0468921661377,1763260413.9897082,,1083.0
0.0001989428565138951,0.00010422427294543013,0.05904233455657959,0.0,-0.012227385304868221,0.5394755005836487,0.0004839841276407242,0.0004553915932774544,326400,,3407,329.18405413627625,1763260414.1268702,,1083.0
