losses/clipfrac,charts/episodic_return,_timestamp,charts/learning_rate,losses/old_approx_kl,_runtime,global_step,_step,losses/value_loss,losses/explained_variance,charts/SPS,losses/entropy,losses/approx_kl,losses/policy_loss,charts/episodic_length
0.009765625,,1763260166.546554,0.0002768049016594887,0.01340465247631073,108.0659990310669,38784,568,10.094482421875,-0.0476534366607666,474.0,0.5210934281349182,0.0064386604353785515,0.002139408141374588,
0.0,,1763260171.420029,0.00027542244060896337,-0.00814820732921362,112.93947386741638,41088,595,118.15486145019531,0.5248186588287354,474.0,0.5499829649925232,0.0004383483901619911,0.002576574683189392,
,333.0,1763260174.5919368,,,116.1113817691803,42674,612,,,,,,,333.0
0.0,,1763260175.0745826,0.0002743471704889089,-0.0005350792780518532,116.59402751922607,42880,614,6.981512069702148,0.03758317232131958,475.0,0.5594934821128845,4.188157618045807e-06,0.0008330792188644409,
0.0,,1763260177.998427,0.00027350231539458036,0.0008690375834703445,119.51787185668945,44288,630,309.7038879394531,0.003668844699859619,475.0,0.5542632341384888,1.2973323464393616e-05,-0.001783229410648346,
,226.0,1763260179.0981617,,,120.61760663986206,44927,636,,,,,,,226.0
0.0,,1763260179.8884232,0.0002729646803345531,-0.00019815564155578613,121.40786814689636,45184,640,197.5234832763672,0.0035042762756347656,475.0,0.5514931678771973,1.8056482076644897e-05,-0.0007943734526634216,
0.0,,1763260181.7131965,0.0002724270452745259,0.0007459260523319244,123.23264145851135,46080,650,22.698001861572266,0.08363527059555054,475.0,0.5449555516242981,0.0002979785203933716,-0.004534810781478882,
0.0,,1763260184.3551073,0.0002716589951887727,-0.0008225459605455399,125.87455224990845,47360,664,3.9780941009521484,0.5949288606643677,475.0,0.5779035687446594,2.705305814743042e-05,-0.0007031634449958801,
0.0234375,,1763260188.2707064,0.0002705069200601429,0.016715005040168762,129.79015135765076,49280,684,4.334202289581299,-1.5212068557739258,476.0,0.5678138136863708,0.009897459298372269,-0.027482956647872925,
0.0,,1763260189.14339,0.0002702765050344169,-0.0003059646114706993,130.6628348827362,49664,689,3.973642349243164,-0.014074444770812988,475.0,0.5542669296264648,4.065223038196564e-06,-0.0006984230130910873,
0.0,,1763260190.5921214,0.0002698924799915403,-0.0022659413516521454,132.11156630516052,50304,698,126.73590087890625,0.17255204916000366,475.0,0.5541240572929382,0.0004223659634590149,-0.011913415044546127,
,366.0,1763260191.4505038,,,132.96994876861572,50798,702,,,,,,,366.0
,474.0,1763260192.4925826,,,134.01202750205994,51272,707,,,,,,,474.0
0.0,,1763260196.833619,0.00026812596479430795,5.496479570865631e-05,138.35306406021118,53248,729,11.559106826782227,0.4305190443992615,475.0,0.5316751003265381,1.2109056115150452e-05,0.0007460117340087891,
,414.0,1763260202.026069,,,143.5455138683319,55734,757,,,,,,,414.0
0.0,,1763260203.024946,0.0002663594495970756,0.0007317643612623215,144.54439091682434,56192,762,230.18325805664062,-0.0003266334533691406,475.0,0.5628401041030884,0.00014608167111873627,0.0024556219577789307,
0.0,,1763260204.0718782,0.0002660522295627743,-0.003187883645296097,145.59132313728333,56704,767,300.2342224121094,0.04766136407852173,475.0,0.5447196960449219,0.0006027426570653915,-0.0031633684411644936,
0.0,,1763260205.6474638,0.0002655913995113224,-9.02414321899414e-05,147.16690874099731,57472,775,1.5956737995147705,0.12167531251907349,475.0,0.5120968222618103,0.00011456944048404694,-0.006482396274805069,
0.0,,1763260208.1728008,0.0002648233494255692,0.001704758033156395,149.69224572181702,58752,788,1.0870962142944336,-0.11106789112091064,476.0,0.5606575608253479,4.601292312145233e-05,0.0003343205899000168,
,280.0,1763260209.6016212,,,151.12106609344482,59458,797,,,,,,,280.0
0.005859375,,1763260211.1882093,0.00026397849433124065,0.0027391696348786354,152.7076542377472,60160,806,125.47007751464844,0.6546974182128906,476.0,0.5487605333328247,0.002743802033364773,-0.0076276883482933044,
,113.0,1763260212.7052765,,,154.22472143173218,60913,815,,,,,,,113.0
,195.0,1763260220.574676,,,162.09412097930908,64548,863,,,,,,,195.0
,112.0,1763260222.029344,,,163.54878902435303,65193,872,,,,,,,112.0
,191.0,1763260222.6354668,,,164.1549117565155,65520,876,,,,,,,191.0
0.0,,1763260231.4489465,0.00025821811868809164,0.0001241639256477356,172.96839141845703,69760,922,0.1716311126947403,0.35180288553237915,475.0,0.5471331477165222,0.0006145443767309189,-0.0012916997075080872,
0.0,,1763260233.0113726,0.0002577572886366397,-0.004026369191706181,174.5308175086975,70528,930,334.2345275878906,0.0014702677726745605,475.0,0.559162974357605,0.0006739618256688118,-0.0009318962693214417,
0.03125,,1763260234.732167,0.00025721965357661247,0.004973920062184334,176.2516119480133,71424,938,0.0886482521891594,-0.1079704761505127,476.0,0.5259243249893188,0.010590439662337303,-0.015971651300787926,
,196.0,1763260235.0918026,,,176.61124753952026,71642,941,,,,,,,196.0
0.0,,1763260235.3057704,0.00025706604355946183,0.0027295146137475967,176.82521533966064,71680,942,370.2693176269531,-0.019028663635253906,476.0,0.5131987929344177,0.0004252530634403229,-0.010725423693656921,
0.0,,1763260236.5233831,0.00025668201851658523,-0.00022026710212230682,178.04282808303833,72320,948,0.07251732051372528,-0.13182342052459717,476.0,0.561465322971344,8.196942508220673e-05,0.0012053214013576508,
0.0234375,,1763260241.6131501,0.0002551459183450788,-0.03187442943453789,183.13259506225586,74880,974,0.021170208230614662,-1.344019889831543,477.0,0.553200900554657,0.006363566033542156,-0.04354748874902725,
,500.0,1763260242.7023256,,,184.22177052497864,75455,980,,,,,,,500.0
,500.0,1763260243.716808,,,185.23625302314758,75955,985,,,,,,,500.0
,95.0,1763260245.3780832,,,186.8975281715393,76745,995,,,,,,,95.0
,80.0,1763260245.6221144,,,187.1415593624115,76825,997,,,,,,,80.0
0.0,,1763260248.3100843,0.00025330259813927114,0.010822783224284649,189.8295292854309,77952,1015,0.05770404264330864,-0.684785008430481,476.0,0.5566378831863403,0.001330866478383541,-0.016981057822704315,
0.0,,1763260249.3518949,0.00025299537810496986,0.017589397728443146,190.87133979797363,78464,1020,0.011993242427706718,0.407345712184906,476.0,0.5553413033485413,0.002117282710969448,-0.009603500366210938,
0.0,,1763260251.2670927,0.0002524577430449426,0.0016844458878040314,192.78653764724731,79360,1031,421.826416015625,0.03393113613128662,476.0,0.5268445014953613,5.2910298109054565e-05,-0.002680838108062744,
0.0,,1763260255.076328,0.00025130569702014327,0.011334342882037163,196.59577298164368,81280,1050,215.2649383544922,0.0004699826240539551,477.0,0.5123030543327332,0.0013667698949575424,0.0018220506608486176,
0.005859375,,1763260255.776682,0.0002510752819944173,0.011849179863929749,197.29612684249878,81664,1053,0.000621720973867923,-0.808241605758667,477.0,0.5575926303863525,0.002432938665151596,0.003759942948818207,
0.009765625,,1763260256.7790956,0.00025076806196011603,-0.008011667989194393,198.2985405921936,82176,1058,0.0006310532917268574,-2.504528284072876,477.0,0.5877828598022461,0.008114167489111423,0.0038490742444992065,
0.0,,1763260260.9159713,0.0002492319617886096,-0.00120613444596529,202.43541622161865,84736,1083,0.0003551587578840554,-0.03369593620300293,481.0,0.5642539262771606,6.292946636676788e-06,0.0007301080040633678,
0.0,,1763260261.7751558,0.0002487711317371577,0.00014213845133781433,203.29460072517395,85504,1091,0.00336525309830904,-1.3533353805541992,483.0,0.5230967998504639,0.00021198205649852753,0.0010428577661514282,
0.0,,1763260264.040929,0.00024784947163425386,-0.0009868638589978218,205.56037402153015,87040,1106,0.0004599186941049993,-1.8312532901763916,485.0,0.5132467746734619,0.0010074498131871223,-0.00020107626914978027,
,500.0,1763260266.0396273,,,207.55907225608826,88267,1118,,,,,,,500.0
0.0,,1763260267.4006128,0.00024669739650562406,-0.003746563568711281,208.9200577735901,88960,1125,0.005296425893902779,-0.30777204036712646,487.0,0.5061466693878174,0.0006958767771720886,0.005453923717141151,
,500.0,1763260268.8143656,,,210.33381056785583,89767,1133,,,,,,,500.0
0.0,,1763260271.0653179,0.00024546851636841893,0.0012657558545470238,212.58476281166077,91008,1145,0.005114921368658543,-0.393518328666687,488.0,0.44758057594299316,0.00019167084246873856,-0.00378967821598053,
0.0,,1763260273.1540365,0.00024431644123978913,-0.0006224876269698143,214.673481464386,92928,1164,0.0036316681653261185,0.21729296445846558,493.0,0.4514274597167969,0.0003983275964856148,0.0018590465188026428,
0.0,,1763260273.2939057,0.0002442396362312138,0.0024929512292146683,214.81335067749023,93056,1165,0.0008938819519244134,0.20860546827316284,493.0,0.43841615319252014,0.0015193875879049301,4.162639379501343e-05,
,500.0,1763260274.009054,,,215.52849888801575,93767,1172,,,,,,,500.0
0.013671875,,1763260275.720135,0.00024324117111973464,-0.0011317040771245956,217.23957991600037,94720,1181,0.00011887410073541105,-0.46936166286468506,496.0,0.5308648347854614,0.001483384519815445,0.007758498191833496,
0.0,,1763260276.668183,0.00024293395108543336,-0.003398103639483452,218.18762803077698,95232,1186,0.0001192549170809798,-0.18441402912139893,496.0,0.4734833836555481,0.001447867602109909,-0.0016428157687187195,
,500.0,1763260278.5852864,,,220.10473132133484,96267,1197,,,,,,,500.0
0.0,,1763260282.161112,0.00024132104590535164,0.010684982873499393,223.68055701255798,97920,1213,0.006162665784358978,-0.1797541379928589,496.0,0.5653430223464966,0.0010106833651661873,-0.01263449713587761,
0.0,,1763260282.5656812,0.000241167435888201,0.02252146229147911,224.08512616157532,98176,1215,0.0013776067644357681,-1.0883285999298096,496.0,0.4958890676498413,0.00183911994099617,-0.012805506587028503,
,500.0,1763260284.0042832,,,225.52372813224792,99267,1226,,,,,,,500.0
0.0,,1763260284.5305383,0.00024024577578529716,0.00036838091909885406,226.04998326301575,99712,1230,9.451512596569955e-05,-0.20669186115264893,499.0,0.46108219027519226,0.00047318264842033386,-0.005529385060071945,
0.001953125,,1763260284.9874563,0.0002400153607595712,0.0012718373909592628,226.50690126419067,100096,1234,0.0009046882041729987,0.47189563512802124,500.0,0.46290746331214905,0.0039054090157151222,-0.0007162671536207199,
0.0,,1763260286.304069,0.0002393241156823933,0.01450955867767334,227.82351398468018,101248,1245,0.00014621831360273063,-0.19054853916168213,502.0,0.4741209149360657,0.0019611623138189316,-0.009563405066728592,
0.0,,1763260287.3491366,0.00023878648062236607,0.007447555661201477,228.868581533432,102144,1254,0.00041519090882502496,-0.2097243070602417,504.0,0.46353182196617126,0.000325765460729599,-0.0024342015385627747,
0.0,,1763260289.234203,0.0002377880155108869,-0.007691237144172192,230.75364804267883,103808,1271,466.12884521484375,-0.0005167722702026367,507.0,0.551263689994812,0.0018055299296975136,-0.02732234261929989,
0.005859375,,1763260294.036155,0.00023602150031365454,0.004748355597257614,235.55559992790222,106752,1299,0.00018890264618676156,0.009047329425811768,510.0,0.5553975105285645,0.00369277223944664,-0.0016960501670837402,
,500.0,1763260301.2122788,,,242.7317237854004,110767,1339,,,,,,,500.0
0.0,,1763260301.4341507,0.00023356375459115952,-0.0013881716877222061,242.95359563827515,110848,1340,286.9559020996094,-0.0007778406143188477,511.0,0.589179277420044,0.001808730885386467,0.0029834434390068054,
,500.0,1763260302.7798195,,,244.29926443099976,111767,1349,,,,,,,500.0
,500.0,1763260304.443862,,,245.9633069038391,113267,1363,,,,,,,500.0
0.0,,1763260304.7170632,0.00023202765441965312,0.005505247041583061,246.23650813102722,113408,1365,0.004570417106151581,0.023963868618011475,515.0,0.46059122681617737,2.84537672996521e-05,0.0011790171265602112,
0.0,,1763260305.37017,0.00023172043438535184,0.0032783159986138344,246.88961505889893,113920,1370,0.00537398736923933,0.08950507640838623,516.0,0.4751085340976715,0.000752677209675312,-0.011732388287782669,
0.0,,1763260306.6113505,0.00023110599431674927,-0.0017688581719994545,248.1307954788208,114944,1380,0.0059954943135380745,0.11091655492782593,518.0,0.4155339002609253,0.0004054037854075432,0.0004857257008552551,
0.00390625,,1763260306.7608044,0.00023102918930817395,-0.006745083257555962,248.2802493572235,115072,1381,0.0003076739376410842,0.1857306957244873,518.0,0.42670750617980957,0.003046703524887562,0.007813464850187302,
,500.0,1763260307.54948,,,249.06892490386963,115767,1388,,,,,,,500.0
0.0,,1763260308.5104544,0.00023018433421384543,0.001204431988298893,250.0298993587494,116480,1395,0.0075786360539495945,-0.3050743341445923,520.0,0.5182662010192871,0.00012588221579790115,0.001397162675857544,
0.0,,1763260308.998456,0.00022995391918811947,-0.004607032053172588,250.5179009437561,116864,1399,172.29190063476562,0.00034821033477783203,521.0,0.4894265830516815,0.00019644107669591904,-0.00019987300038337708,
0.0,,1763260309.7884846,0.00022956989414524287,0.0011473866179585457,251.30792951583862,117504,1405,0.007201256230473518,-0.5234122276306152,522.0,0.465427428483963,0.0007990030571818352,-0.002954728901386261,
,500.0,1763260313.2666779,,,254.78612279891968,120267,1432,,,,,,,500.0
0.0,,1763260313.4083111,0.00022788018395658582,-0.0011411067098379135,254.9277560710907,120320,1433,231.90927124023438,-0.00015270709991455078,526.0,0.5353215336799622,3.63178551197052e-05,-0.0012210458517074585,
0.001953125,,1763260316.1527188,0.00022649769380223006,0.005120951682329178,257.6721637248993,122624,1455,0.00048144799075089395,-1.399977207183838,530.0,0.4970468282699585,0.0037302058190107346,-0.007121093571186066,
0.0,,1763260316.2909708,0.00022642088879365474,0.0011813938617706299,257.8104157447815,122752,1456,0.00025245908182114363,-1.5549852848052979,530.0,0.447784960269928,0.0008752904832363129,0.002708651125431061,
,500.0,1763260316.3213766,,,257.8408215045929,122767,1457,,,,,,,500.0
0.0,,1763260326.075658,0.00022288785839919,0.0010058917105197906,267.5951030254364,128640,1514,0.0002563048619776964,-0.23761582374572754,533.0,0.4420299232006073,0.00015742890536785126,-0.001946285367012024,
0.0,,1763260327.0199325,0.0002225038333563134,-0.0055616386234760284,268.539377450943,129280,1521,469.7780456542969,-0.0007333755493164062,533.0,0.47656363248825073,0.0004527829587459564,0.0005391314625740051,
,500.0,1763260327.5113032,,,269.030748128891,129767,1525,,,,,,,500.0
0.005859375,,1763260327.8159914,0.00022211982286535203,0.01202505361288786,269.33543634414673,129920,1527,0.005990168079733849,-0.11090493202209473,534.0,0.49898049235343933,0.004745998419821262,-0.025735601782798767,
0.0,,1763260328.15544,0.0002219662128482014,-0.0044142259284853935,269.67488503456116,130176,1529,0.00016466030501760542,-0.4678739309310913,534.0,0.5148705244064331,6.608013063669205e-05,0.00040588900446891785,
0.0,,1763260329.0326502,0.0002216589928139001,-0.004728143103420734,270.55209517478943,130688,1534,0.0002429269952699542,-0.44502198696136475,535.0,0.48552438616752625,0.00024410244077444077,-0.009437978267669678,
0.0,,1763260329.2976847,0.0002215821878053248,0.004695737734436989,270.817129611969,130816,1536,219.99375915527344,0.00033599138259887695,535.0,0.448153018951416,0.00028645433485507965,0.001979812979698181,
0.0,,1763260330.5064223,0.00022112135775387287,-0.011014703661203384,272.0258672237396,131584,1543,0.000290468567982316,-0.6676293611526489,535.0,0.5058500170707703,0.002814983017742634,-0.0022838739678263664,
,500.0,1763260330.739123,,,272.2585680484772,131767,1545,,,,,,,500.0
