losses/clipfrac,charts/episodic_return,_timestamp,charts/learning_rate,losses/old_approx_kl,_runtime,global_step,_step,losses/value_loss,losses/explained_variance,charts/SPS,losses/entropy,losses/approx_kl,losses/policy_loss,charts/episodic_length
,500.0,1763260651.244804,,,592.7642488479614,404745,4229,,,,,,,500.0
,500.0,1763260652.7231817,,,594.2426266670227,406245,4243,,,,,,,500.0
0.0,,1763260653.063074,5.6144392146961764e-05,-5.6782737374305725e-06,594.5825190544128,406528,4246,0.0006753092166036367,-0.02653646469116211,715.0,0.5130934715270996,5.804933607578278e-06,-0.0005456581711769104,
0.0,,1763260653.7754948,5.576036710408516e-05,-0.0014926567673683167,595.2949397563934,407168,4252,0.00042771949665620923,-0.03706181049346924,715.0,0.5725122690200806,4.4364482164382935e-05,0.0006477423012256622,
0.0,,1763260653.9128559,5.568356209550984e-05,0.0004017334431409836,595.4323008060455,407296,4254,498.9087219238281,-8.7738037109375e-05,715.0,0.5507728457450867,1.8047168850898743e-05,0.0011626780033111572,
0.0,,1763260654.0363863,5.560675708693452e-05,-0.00374648068100214,595.555831193924,407424,4255,0.002590223215520382,-0.0322878360748291,715.0,0.5497902631759644,0.00011297781020402908,-0.0011016465723514557,
,500.0,1763260655.8404543,,,597.3598992824554,409245,4273,,,,,,,500.0
0.0,,1763260656.209068,5.4301075579132885e-05,-0.0017211232334375381,597.7285130023956,409600,4276,0.0006456700502894819,-0.17515957355499268,716.0,0.5476914644241333,9.207800030708313e-05,-0.004884395748376846,
0.0,,1763260656.3216934,5.4224270570557564e-05,-0.00014923978596925735,597.8411383628845,409728,4277,0.0004885861999355257,-0.1574167013168335,716.0,0.5502130389213562,9.73232090473175e-07,0.00026921555399894714,
,500.0,1763260656.3300467,,,597.8494915962219,409745,4278,,,,,,,500.0
0.0,,1763260657.371381,5.3609830501955e-05,-0.005509955808520317,598.8908259868622,410752,4288,460.72796630859375,-0.00010383129119873047,717.0,0.5623701214790344,0.00012701936066150665,-0.0040063150227069855,
0.0,,1763260657.6084116,5.345622048480436e-05,-0.0005927961319684982,599.1278564929962,411008,4290,0.0006465860060416162,-0.05704927444458008,717.0,0.5666152238845825,1.2181699275970459e-05,-0.00026799365878105164,
,500.0,1763260657.781729,,,599.3011739253998,411245,4292,,,,,,,500.0
0.0,,1763260660.0852985,5.1996928959852085e-05,0.0007839454337954521,601.6047434806824,413440,4314,0.002510471036657691,-0.09280872344970703,718.0,0.4946426749229431,2.4256296455860138e-05,0.001350346952676773,
0.0,,1763260660.4694934,5.1766513934126124e-05,0.00045683421194553375,601.988938331604,413824,4318,519.8881225585938,-0.00021517276763916016,718.0,0.534302830696106,3.2205134630203247e-06,-0.0005896687507629395,
,500.0,1763260663.1982505,,,604.7176954746246,416745,4346,,,,,,,500.0
,500.0,1763260665.1242325,,,606.6436774730682,418745,4366,,,,,,,500.0
0.0,,1763260665.7331538,4.846390220336616e-05,0.0007314356043934822,607.2525987625122,419328,4372,386.8724060058594,-4.374980926513672e-05,721.0,0.5098462104797363,2.630986273288727e-06,-0.0006066411733627319,
0.0,,1763260666.1778007,4.815668216906488e-05,-0.00141078419983387,607.6972455978394,419840,4377,270.1820068359375,-7.832050323486328e-05,722.0,0.5791741013526917,4.859268665313721e-05,0.0018682070076465607,
0.0,,1763260666.288799,4.807987716048956e-05,-0.0003760717809200287,607.8082439899445,419968,4378,0.002154974266886711,-0.048676133155822754,722.0,0.5398522615432739,2.853572368621826e-06,0.0007916241884231567,
0.0,,1763260667.150855,4.754224210046232e-05,4.6961940824985504e-05,608.6703000068665,420864,4387,0.003425139468163252,-0.00011968612670898438,722.0,0.5514736771583557,6.807968020439148e-07,-0.00021627545356750488,
0.0,,1763260667.9899096,4.7004607040435076e-05,0.0004457775503396988,609.5093545913696,421760,4396,245.70803833007812,-5.936622619628906e-05,723.0,0.5548075437545776,3.1014904379844666e-05,0.00015388056635856628,
0.0,,1763260669.5947556,4.59293405583594e-05,1.945625990629196e-05,611.114200592041,423552,4413,0.0008706919616088271,-0.18970012664794922,724.0,0.5851842164993286,0.00013026129454374313,-0.0021075084805488586,
,500.0,1763260669.7313442,,,611.2507891654968,423745,4415,,,,,,,500.0
0.0,,1763260673.5422845,4.331797390477732e-05,-1.1851079761981964e-05,615.0617294311523,427904,4456,0.002391630318015814,0.02399080991744995,726.0,0.5434316992759705,2.007000148296356e-06,6.922334432601929e-05,
0.0,,1763260674.8158789,4.2473118810448796e-05,-0.00011713989078998566,616.3353238105774,429312,4470,401.0900573730469,-2.6345252990722656e-05,727.0,0.6059548258781433,1.3202428817749023e-05,-0.0004973262548446655,
0.0,,1763260675.638335,4.1935483750421554e-05,0.000794469378888607,617.1577799320221,430208,4478,0.0005535653908737004,-0.08938276767730713,728.0,0.570127010345459,1.9026920199394226e-06,0.0003041159361600876,
0.0,,1763260675.75682,4.1858678741846234e-05,-0.00011417921632528305,617.2762649059296,430336,4480,443.1484375,5.7220458984375e-06,728.0,0.49284279346466064,1.5916302800178528e-06,-0.00012469571083784103,
0.0,,1763260676.905039,4.109062865609303e-05,-0.0003121662884950638,618.4244840145111,431616,4492,0.0008907709852792323,-0.05457043647766113,728.0,0.5869958996772766,2.2836029529571533e-05,0.0004894137382507324,
0.0,,1763260677.2779953,4.086021363036707e-05,-0.0008458113297820091,618.797440290451,432000,4496,0.0007631790358573198,-0.1141357421875,729.0,0.572027325630188,5.0691887736320496e-06,0.0006286129355430603,
,500.0,1763260677.4293103,,,618.9487552642822,432245,4498,,,,,,,500.0
0.0,,1763260679.473044,3.940092210541479e-05,0.002181761898100376,620.992488861084,434432,4520,0.0007270646747201681,-0.0810551643371582,730.0,0.6097633838653564,2.1192245185375214e-05,-0.00021203234791755676,
0.0,,1763260679.5857701,3.932411709683947e-05,-0.00042843446135520935,621.1052150726318,434560,4522,359.645751953125,-6.80685043334961e-05,730.0,0.6082246899604797,2.689659595489502e-06,-8.536875247955322e-05,
0.0,,1763260679.8082297,3.917050707968883e-05,-0.00187588669359684,621.3276746273041,434816,4524,0.0010730585781857371,-0.5021944046020508,730.0,0.5162438154220581,3.474205732345581e-05,0.0030218102037906647,
0.0,,1763260679.9196842,3.909370207111351e-05,-0.0007321834564208984,621.439129114151,434944,4525,0.0006871622754260898,-0.03778839111328125,730.0,0.6084409356117249,1.5690922737121582e-05,-0.0008136183023452759,
0.0,,1763260680.031684,3.901689706253819e-05,0.0009045330807566643,621.5511288642883,435072,4527,589.1812744140625,-0.0001437664031982422,730.0,0.5787658095359802,1.5431083738803864e-05,-0.0019491016864776611,
,500.0,1763260680.4284008,,,621.947845697403,435525,4531,,,,,,,500.0
0.0,,1763260680.6258783,3.863287201966159e-05,-0.0001980988308787346,622.1453232765198,435712,4533,0.0022186071146279573,-0.022025585174560547,731.0,0.5469380021095276,1.0996125638484955e-05,-0.0005415566265583038,
0.0,,1763260680.7365575,3.855606701108627e-05,-0.0014772526919841766,622.2560024261475,435840,4534,0.0008242238545790315,0.23895758390426636,731.0,0.5851191282272339,7.120892405509949e-06,-0.00044906139373779297,
0.0,,1763260682.6985707,3.725038550328463e-05,0.0007438203319907188,624.2180156707764,438016,4555,0.0007754176622256637,-0.271587610244751,732.0,0.6041551828384399,4.17511910200119e-06,-0.0001756511628627777,
0.0,,1763260682.8104703,3.717358049470931e-05,-0.00043413136154413223,624.3299152851105,438144,4557,345.1320495605469,-0.0002244710922241211,732.0,0.5121663212776184,4.733912646770477e-06,-0.0004092119634151459,
0.0,,1763260683.2529492,3.686636046040803e-05,0.0005255257710814476,624.7723941802979,438656,4562,0.002211190527305007,-0.018341779708862305,732.0,0.5799828767776489,8.045695722103119e-06,-0.00026287510991096497,
0.0,,1763260684.553341,3.602150536607951e-05,0.0008370755240321159,626.0727858543396,440064,4576,448.4476013183594,-2.5510787963867188e-05,733.0,0.5713825225830078,4.4619664549827576e-06,0.0007399655878543854,
0.0,,1763260687.9894588,3.371735874679871e-05,0.00041007157415151596,629.5089037418365,443904,4613,0.0007843380444683135,0.05794471502304077,735.0,0.5632995963096619,1.80024653673172e-06,-0.0004361402243375778,
0.0,,1763260689.1368845,3.2949308661045507e-05,0.0005391733720898628,630.6563293933868,445184,4626,0.0018659926718100905,-0.11246299743652344,736.0,0.5630001425743103,3.402121365070343e-06,-0.00015145540237426758,
0.0,,1763260690.0095077,3.2411673601018265e-05,-0.00122099369764328,631.5289525985718,446080,4635,216.46212768554688,-0.00040781497955322266,737.0,0.568289041519165,2.6747584342956543e-05,0.0029054805636405945,
0.0,,1763260690.5646179,3.2027648558141664e-05,-0.00011641532182693481,632.0840628147125,446720,4641,0.0019179382361471653,-0.11242222785949707,737.0,0.5294389128684998,1.090019941329956e-05,0.0004786476492881775,
,500.0,1763260690.8165672,,,632.3360121250153,447025,4644,,,,,,,500.0
0.0,,1763260692.4147243,3.079877205891535e-05,-0.00022107549011707306,633.93416929245,448768,4661,0.0023779557086527348,-1.1034009456634521,738.0,0.5180401802062988,1.0484829545021057e-05,-0.0023147081956267357,
0.0,,1763260693.6671448,2.9953916964586824e-05,-0.0006752843037247658,635.186589717865,450176,4675,0.0020613085944205523,-0.23609888553619385,739.0,0.5289064645767212,8.91340896487236e-05,-0.006316781044006348,
0.0,,1763260695.1865587,2.8955453672097065e-05,-0.00016138143837451935,636.7060036659241,451840,4691,0.0008696344448253512,-0.2141658067703247,740.0,0.5511316061019897,6.53490424156189e-05,-0.000619170255959034,
0.0,,1763260696.7777972,2.788018355204258e-05,0.0004907026886940002,638.2972421646118,453632,4709,308.22894287109375,5.519390106201172e-05,741.0,0.5821011066436768,5.261972546577454e-06,-0.0005176253616809845,
,500.0,1763260697.1429605,,,638.6624054908752,454025,4713,,,,,,,500.0
0.0,,1763260699.432918,2.6113671992789023e-05,-4.4250860810279846e-05,640.9523630142212,456576,4738,286.103759765625,-8.976459503173828e-05,742.0,0.568308413028717,6.899237632751465e-06,0.0006366446614265442,
0.0,,1763260699.5427098,2.6036866984213702e-05,-0.0007083490490913391,641.0621547698975,456704,4739,0.001638841349631548,-0.03264129161834717,742.0,0.5032742023468018,9.324401617050171e-06,0.00022645294666290283,
0.0,,1763260699.7629662,2.5883256967063062e-05,0.00013377424329519272,641.2824110984802,456960,4741,0.0007626495789736509,-0.00374603271484375,743.0,0.5784842371940613,5.471520125865936e-06,-0.0002599228173494339,
0.0,,1763260699.8786466,2.580645195848774e-05,-8.283089846372604e-05,641.3980915546417,457088,4743,519.2656860351562,-8.308887481689453e-05,743.0,0.5586934089660645,2.0703300833702087e-06,0.00012725591659545898,
0.0,,1763260700.9079325,2.511520688130986e-05,0.0009664427489042282,642.4273774623871,458240,4754,0.0017399659845978022,0.056599318981170654,743.0,0.5682564973831177,1.444295048713684e-05,-0.0018213950097560883,
0.0,,1763260702.545883,2.403993858024478e-05,-0.002174295485019684,644.0653278827667,460032,4772,315.56829833984375,0.00019031763076782227,744.0,0.46909579634666443,4.784204065799713e-05,-0.002151787281036377,
,500.0,1763260703.828905,,,645.3483500480652,461525,4786,,,,,,,500.0
0.0,,1763260703.9118483,2.311828029633034e-05,-0.0002335095778107643,645.4312932491302,461568,4787,325.0135192871094,-8.106231689453125e-06,745.0,0.5510283708572388,1.297052949666977e-05,0.000819377601146698,
0.0,,1763260704.0227907,2.304147528775502e-05,-0.0003765653818845749,645.5422356128693,461696,4788,0.0018291912274435163,-0.04008662700653076,745.0,0.5617867708206177,6.07222318649292e-07,-1.1295080184936523e-05,
,500.0,1763260704.7476218,,,646.2670667171478,462525,4796,,,,,,,500.0
0.0,,1763260705.0566962,2.2350230210577138e-05,3.42661514878273e-05,646.5761411190033,462848,4799,0.0010764189064502716,-0.06077933311462402,746.0,0.6270180940628052,4.237517714500427e-07,-4.5415014028549194e-05,
,500.0,1763260705.659013,,,647.1784579753876,463525,4806,,,,,,,500.0
0.0,,1763260705.9789004,2.173579196096398e-05,-0.0001139054074883461,647.498345375061,463872,4809,0.0010780509328469634,-0.2462536096572876,746.0,0.5718615651130676,5.1870010793209076e-05,0.001166757196187973,
0.0,,1763260706.313149,2.150537693523802e-05,-1.9465573132038116e-05,647.8325939178467,464256,4813,0.0017901572864502668,-0.12249314785003662,746.0,0.5427020192146301,6.025657057762146e-07,3.5859644412994385e-05,
0.0,,1763260709.771769,1.9201228496967815e-05,-2.8998591005802155e-05,651.2912139892578,468096,4851,417.3170471191406,-8.285045623779297e-05,748.0,0.5467541813850403,2.5508925318717957e-06,0.00022808462381362915,
0.0,,1763260709.8820581,1.9124423488392495e-05,0.00028080306947231293,651.4015030860901,468224,4852,0.0014800510834902525,0.03632557392120361,749.0,0.5567693710327148,1.0436400771141052e-05,-0.0009245313704013824,
0.0,,1763260710.5443046,1.8663595255929977e-05,0.00038121920078992844,652.0637495517731,468992,4859,0.0008668465306982398,-0.07730555534362793,749.0,0.5223956108093262,1.3775192201137543e-05,0.0015457049012184143,
0.0,,1763260711.3506289,1.8125960195902735e-05,0.0008019451051950455,652.8700737953186,469888,4868,0.0009978353045880795,0.17805439233779907,749.0,0.5957397222518921,7.377937436103821e-06,-0.0013524498790502548,
,500.0,1763260711.8694894,,,653.3889343738556,470525,4874,,,,,,,500.0
0.0,,1763260712.2703981,1.7511520127300173e-05,-0.00020670611411333084,653.789843082428,470912,4878,0.0010638051899150014,-0.23596763610839844,750.0,0.5906153321266174,3.573484718799591e-06,-0.0006824545562267303,
0.0,,1763260712.6050546,1.7281105101574212e-05,-0.0005545653402805328,654.1244995594025,471296,4882,0.001177642960101366,0.1516849398612976,750.0,0.5547389984130859,1.0708346962928772e-05,-0.0003089495003223419,
0.0,,1763260715.597806,1.5284178516594693e-05,6.673671305179596e-05,657.117250919342,474624,4915,427.1989440917969,-0.00013709068298339844,752.0,0.5862419009208679,2.1979212760925293e-07,-5.488097667694092e-05,
0.0,,1763260716.082262,1.4976958482293412e-05,8.562207221984863e-05,657.6017069816589,475136,4920,336.8800354003906,-0.00010037422180175781,752.0,0.43420174717903137,2.505257725715637e-06,-0.00033396482467651367,
0.0,,1763260717.2206037,1.4208909306034911e-05,-0.0005810968577861786,658.7400486469269,476416,4932,0.001225686981342733,-1.0517668724060059,753.0,0.5001276731491089,1.2341886758804321e-05,-0.00040396302938461304,
,500.0,1763260717.2588313,,,658.7782762050629,476525,4933,,,,,,,500.0
0.0,,1763260717.7922342,1.3824885172653012e-05,2.7418136596679688e-06,659.3116791248322,477056,4939,284.6415100097656,2.0563602447509766e-05,753.0,0.5468518137931824,1.560896635055542e-06,0.00020451843738555908,
0.0,,1763260718.489952,1.336405512120109e-05,0.0006283679977059364,660.0093970298767,477824,4946,0.001133035053499043,-0.1127159595489502,754.0,0.5406956672668457,1.633632928133011e-05,-0.0004248097538948059,
,500.0,1763260719.100119,,,660.6195640563965,478525,4953,,,,,,,500.0
,500.0,1763260719.5388844,,,661.0583293437958,479025,4958,,,,,,,500.0
,500.0,1763260720.015542,,,661.5349869728088,479525,4963,,,,,,,500.0
0.0,,1763260720.7752275,1.182795676868409e-05,0.0007572853937745094,662.2946724891663,480384,4971,0.0012093482073396444,-0.5618152618408203,755.0,0.5694882869720459,8.380971848964691e-06,-0.0004294002428650856,
0.0,,1763260720.8852353,1.1751151760108769e-05,-0.0007132524624466896,662.4046802520752,480512,4972,0.001152012962847948,-0.3093709945678711,755.0,0.5858237147331238,4.8121437430381775e-06,-0.00019472092390060425,
,500.0,1763260721.365969,,,662.8854138851166,481025,4978,,,,,,,500.0
0.0,,1763260721.7046602,1.1213517609576229e-05,0.0005820430815219879,663.2241051197052,481408,4981,0.0011336641618981957,-0.12214052677154541,755.0,0.6083285212516785,8.50483775138855e-06,-0.0015220269560813904,
0.0,,1763260722.4274468,1.075268846761901e-05,6.493553519248962e-05,663.946891784668,482176,4989,0.001513518625870347,-0.09393692016601562,756.0,0.5836679935455322,4.038214683532715e-06,-0.000979304313659668,
0.0,,1763260722.8803291,1.0445468433317728e-05,-3.322865813970566e-05,664.3997740745544,482688,4994,0.0016173532931134105,-0.16349399089813232,756.0,0.5124163627624512,1.0123476386070251e-06,-4.4971704483032227e-05,
0.0,,1763260724.1622427,9.600614248483907e-06,-0.00016957707703113556,665.6816875934601,484096,5008,158.22056579589844,-9.894371032714844e-06,757.0,0.5581240653991699,1.5422701835632324e-06,-0.00018155574798583984,
0.0,,1763260724.6104376,9.293395123677328e-06,0.00039345305413007736,666.1298825740814,484608,5013,266.2923583984375,-4.76837158203125e-07,757.0,0.5551730990409851,1.714564859867096e-06,0.00012069940567016602,
0.0,,1763260724.8303897,9.139785106526688e-06,-0.00031050294637680054,666.3498346805573,484864,5015,0.0011972555657848716,0.15984761714935303,757.0,0.5633234977722168,3.080815076828003e-06,0.0003023464232683182,
0.0,,1763260727.0031908,7.680491762585007e-06,-0.000408257357776165,668.5226356983185,487296,5039,0.0012455359101295471,-0.18281817436218262,758.0,0.5390814542770386,1.2526288628578186e-06,-0.0002579605206847191,
,500.0,1763260729.887184,,,671.4066288471222,490525,5071,,,,,,,500.0
0.0,,1763260734.0996473,2.918586687883362e-06,-0.000287630595266819,675.6190922260284,495232,5117,0.0015250633005052805,-0.033945679664611816,762.0,0.5107084512710571,3.67872416973114e-07,-9.290967136621475e-05,
0.0,,1763260734.57307,2.611367108329432e-06,7.241126149892807e-05,676.0925149917603,495744,5122,0.0015588424867019057,-0.000813603401184082,762.0,0.5852680802345276,3.632158041000366e-08,3.091990947723389e-05,
0.0,,1763260735.0109074,2.304147528775502e-06,1.916196197271347e-05,676.5303523540497,496256,5127,0.0013355871196836233,-0.1977066993713379,763.0,0.5947701930999756,1.7229467630386353e-07,0.00011340901255607605,
0.0,,1763260735.1206686,2.2273425202001818e-06,-6.585381925106049e-06,676.6401135921478,496384,5128,0.0013171969912946224,-0.008042216300964355,763.0,0.55240797996521,3.073364496231079e-08,-1.0922551155090332e-05,
0.0,,1763260736.1427705,1.5360983525170013e-06,-3.072526305913925e-05,677.6622154712677,497536,5140,152.9391632080078,-2.7060508728027344e-05,763.0,0.5777093768119812,3.632158041000366e-08,-3.3095479011535645e-05,
0.0,,1763260736.7189612,1.152073764387751e-06,1.5655532479286194e-06,678.2384061813354,498176,5146,0.0014612693339586258,0.007454574108123779,764.0,0.5889900326728821,1.955777406692505e-08,-1.6763806343078613e-08,
0.0,,1763260737.0465758,9.216589660354657e-07,1.655612140893936e-05,678.5660207271576,498560,5150,344.78533935546875,-0.0001081228256225586,764.0,0.6276281476020813,1.3969838619232178e-08,-9.365379810333252e-06,
0.0,,1763260737.1544676,8.448540711469832e-07,-8.33999365568161e-06,678.673912525177,498688,5151,0.0015405891463160515,-0.06432056427001953,764.0,0.5382296442985535,1.3969838619232178e-08,-2.279132604598999e-05,
0.0,,1763260738.2915375,7.68049162047646e-08,-2.282671630382538e-06,679.810982465744,499968,5163,0.0014114839723333716,-0.10997927188873291,765.0,0.6097902655601501,8.381903171539307e-09,-1.7881393432617188e-06,
