charts/episodic_return,losses/old_approx_kl,_step,charts/learning_rate,global_step,losses/approx_kl,charts/SPS,_timestamp,charts/episodic_length,losses/explained_variance,_runtime,losses/clipfrac,losses/policy_loss,losses/entropy,losses/value_loss
,0.00014924630522727966,4852,1.7511520127300173e-05,470912,6.517395377159119e-06,754.0,1763260708.8703773,,-0.6854581832885742,650.4344213008881,0.0,-0.00046322494745254517,0.5802268981933594,0.001712264958769083
,8.8447704911232e-06,4859,1.7050691894837655e-05,471680,8.167698979377747e-07,755.0,1763260709.5274346,,-0.1396881341934204,651.0914785861969,0.0,1.0959804058074951e-05,0.5238314867019653,0.0009979184251278639
,0.0009078951552510262,4868,1.6513056834810413e-05,472576,4.4471584260463715e-05,755.0,1763260710.3325894,,0.08132940530776978,651.8966333866119,0.0,-0.0002495571970939636,0.5856276750564575,0.0009481639717705548
500.0,,4874,,473187,,,1763260710.840481,500.0,,652.4045250415802,,,,
,0.00017130188643932343,4878,1.589861676620785e-05,473600,9.49762761592865e-06,756.0,1763260711.2494504,,0.007497251033782959,652.8134944438934,0.0,-0.0009640045464038849,0.6150487661361694,0.0008900933316908777
,-0.0008382368832826614,4882,1.5668203559471294e-05,473984,9.573996067047119e-06,756.0,1763260711.5790749,,0.05263030529022217,653.1431188583374,0.0,0.0012539811432361603,0.516387403011322,0.0012690013973042369
,6.632227450609207e-05,4915,1.3671275155502371e-05,477312,6.994232535362244e-07,757.0,1763260714.5556576,,7.337331771850586e-05,656.1197016239166,0.0,0.0001841038465499878,0.5059784054756165,0.0016100211068987846
,0.0009715547785162926,4920,1.336405512120109e-05,477824,3.7765130400657654e-06,758.0,1763260715.0369442,,0.04288715124130249,656.600988149643,0.0,-0.0008537918329238892,0.5306541323661804,0.00123237119987607
,0.000673370435833931,4932,1.259600594494259e-05,479104,1.3582408428192139e-05,758.0,1763260716.1784053,,0.08487951755523682,657.7424492835999,0.0,-0.0008978266268968582,0.5725952386856079,0.0009632681612856686
500.0,,4933,,479187,,,1763260716.209622,500.0,,657.7736659049988,,,,
,-0.0001747719943523407,4939,1.221198181156069e-05,479744,1.4919787645339966e-06,759.0,1763260716.7365892,,-0.000118255615234375,658.3006331920624,0.0,9.746849536895752e-05,0.5427342653274536,402.35687255859375
,0.0007503693923354149,4946,1.1751151760108769e-05,480512,5.745328962802887e-06,759.0,1763260717.4472563,,-0.2549079656600952,659.0113003253937,0.0,-0.0013403519988059998,0.5266197323799133,0.0010973234893754125
,-0.00036473851650953293,4953,1.136712762672687e-05,481152,1.2022443115711212e-05,759.0,1763260718.0003002,,0.10437053442001343,659.5643441677094,0.0,0.0003267824649810791,0.5594042539596558,0.0010652850614860654
,0.0004993602633476257,4958,1.1059907592425589e-05,481664,3.5855919122695923e-06,760.0,1763260718.501119,,-0.40470635890960693,660.06516289711,0.0,0.00028717517852783203,0.5507984757423401,0.0011433549225330353
,-0.0003436291590332985,4963,1.075268846761901e-05,482176,1.0962598025798798e-05,760.0,1763260718.9612467,,-0.13628435134887695,660.5252907276154,0.0,-9.47117805480957e-05,0.5585929751396179,0.0010808007791638374
,-0.0002949945628643036,4971,1.0291858416167088e-05,482944,2.8274953365325928e-06,760.0,1763260719.685013,,0.24832111597061157,661.2490570545197,0.0,0.0002654455602169037,0.5030668377876282,0.001378629240207374
,-0.00014780089259147644,4972,1.0215053407591768e-05,483072,2.8759241104125977e-06,760.0,1763260719.7987232,,0.049915850162506104,661.3627672195435,0.0,6.210058927536011e-06,0.547612190246582,0.0012295024935156107
500.0,,4978,,483707,,,1763260720.3424156,500.0,,661.906459569931,,,,
,2.3283064365386963e-08,4981,9.677419257059228e-06,483968,1.2200325727462769e-07,761.0,1763260720.6422946,,0.03179621696472168,662.2063386440277,0.0,5.360692739486694e-05,0.5764729976654053,0.001161127001978457
,0.00010280311107635498,4989,9.216590115102008e-06,484736,1.7620623111724854e-06,761.0,1763260721.3408966,,-0.0007658004760742188,662.9049406051636,0.0,-0.0001161620020866394,0.5744578242301941,315.19036865234375
,-0.0008003208786249161,4994,8.909370080800727e-06,485248,3.7606805562973022e-06,761.0,1763260721.7800155,,-0.0007930994033813477,663.3440594673157,0.0,0.0001383945345878601,0.5740000009536743,427.8591003417969
500.0,,5008,,486707,,,1763260723.040804,500.0,,664.60484790802,,,,
500.0,,5013,,487207,,,1763260723.5069165,500.0,,665.070960521698,,,,
,-5.513802170753479e-05,5015,7.603686754009686e-06,487424,1.601874828338623e-07,762.0,1763260723.7122855,,0.2306448221206665,665.2763295173645,0.0,-3.784149885177612e-05,0.5757145881652832,0.0014392839511856437
,-2.865958958864212e-05,5039,6.144393410068005e-06,489856,9.192153811454773e-07,764.0,1763260725.8822596,,0.15989404916763306,667.4463036060333,0.0,-0.000279303640127182,0.5545773506164551,0.001479561091400683
,0.00022011995315551758,5071,4.147465460846433e-06,493184,7.301568984985352e-07,765.0,1763260728.8543308,,-0.04837465286254883,670.4183747768402,0.0,-0.00036420300602912903,0.581210196018219,0.0013148902216926217
,-6.203167140483856e-05,5117,1.3824884490531986e-06,497792,2.2351741790771484e-08,768.0,1763260732.956165,,-4.76837158203125e-05,674.5202090740204,0.0,2.6628375053405762e-05,0.532917320728302,257.5926513671875
,-1.5014782547950745e-05,5122,1.0752688694992685e-06,498304,2.0489096641540527e-08,768.0,1763260733.3957648,,-0.00037038326263427734,674.9598088264465,0.0,2.4285167455673218e-05,0.5599400997161865,319.1985168457031
500.0,,5127,,498808,,,1763260733.7989218,500.0,,675.3629658222198,,,,
,4.6226195991039276e-05,5128,7.680491762585007e-07,498816,2.3283064365386963e-08,768.0,1763260733.8708198,,-0.0004494190216064453,675.4348638057709,0.0,6.688758730888367e-05,0.5467836856842041,352.94970703125
