losses/value_loss,charts/learning_rate,charts/episodic_return,losses/policy_loss,charts/SPS,losses/old_approx_kl,_runtime,losses/entropy,losses/clipfrac,losses/approx_kl,_step,_timestamp,charts/episodic_length,global_step,losses/explained_variance
0.00014459120575338602,0.0001056835608324036,,-0.006184034049510956,681.0,0.0013452209532260895,501.82992482185364,0.5594723224639893,0.0,0.00037219002842903137,3479,1763260560.3012547,,323968,0.15678393840789795
0.00018185575027018785,0.00010453149297973141,,-0.000868525356054306,683.0,0.0027930131182074547,503.5402297973633,0.5370588898658752,0.0,9.825173765420914e-05,3498,1763260562.0115597,,325888,-0.29983460903167725
,,500.0,,,,504.0620460510254,,,,3503,1763260562.533376,500.0,326516,
,,500.0,,,,504.9807209968567,,,,3513,1763260563.452051,500.0,327516,
0.0030902577564120293,0.00010284178279107437,,0.002467311918735504,685.0,0.0025696465745568275,506.1063358783722,0.49863383173942566,0.0,0.00016203057020902634,3525,1763260564.5776658,,328704,-0.3598008155822754
0.00024600906181149185,0.00010207373270532116,,-0.0026781782507896423,686.0,0.003864159807562828,507.2600128650665,0.5061202645301819,0.0,0.00014057010412216187,3537,1763260565.7313428,,329984,-0.3372666835784912
0.002808967372402549,0.000101075267593842,,0.0005203932523727417,687.0,2.090074121952057e-05,508.9096827507019,0.5658243298530579,0.0,1.4156103134155273e-05,3554,1763260567.3810127,,331648,-0.15375030040740967
0.00047207364696078,0.00010099846258526668,,-0.0012976303696632385,687.0,0.0024418849498033524,509.0645480155945,0.5381118059158325,0.0,0.00034332461655139923,3555,1763260567.535878,,331776,-0.6438937187194824
0.0005330026615411043,9.976958244806156e-05,,-0.004168203100562096,688.0,-0.0026536360383033752,511.1102499961853,0.5532815456390381,0.0,0.00027080439031124115,3576,1763260569.58158,,333824,0.4743242859840393
,,500.0,,,,511.3005418777466,,,,3578,1763260569.7718718,500.0,334070,
0.00036091665970161557,9.946236241376027e-05,,-0.0003756023943424225,689.0,-0.000382397323846817,511.59981179237366,0.48550480604171753,0.0,1.7171725630760193e-05,3581,1763260570.0711417,,334336,-0.05289292335510254
455.30224609375,9.900153963826597e-05,,0.0010404586791992188,689.0,-0.004397493787109852,512.3681674003601,0.553061842918396,0.0,8.352566510438919e-05,3589,1763260570.8394973,,335104,-8.594989776611328e-05
,,500.0,,,,514.746342420578,,,,3613,1763260573.2176723,500.0,337570,
0.00023581887944601476,9.692780440673232e-05,,-0.004973933100700378,691.0,0.0019312603399157524,515.7573473453522,0.552642285823822,0.0,7.927510887384415e-05,3622,1763260574.2286773,,338560,-0.025328516960144043
0.00042977460543625057,9.585253428667784e-05,,0.002393888309597969,693.0,-0.0011741295456886292,517.5220947265625,0.5039668083190918,0.0,8.272193372249603e-05,3640,1763260575.9934247,,340352,0.04118746519088745
0.00026376047753728926,9.485406917519867e-05,,-0.010760750621557236,694.0,-0.0021529942750930786,519.1746118068695,0.5774093866348267,0.0,0.0003417227417230606,3656,1763260577.6459417,,342016,0.08000391721725464
0.0031935370061546564,9.408601908944547e-05,,-0.0012112371623516083,694.0,-0.0012826807796955109,520.4850268363953,0.5845804214477539,0.0,2.2349879145622253e-05,3669,1763260578.9563568,,343296,-0.07108962535858154
0.0027480211574584246,9.347157902084291e-05,,-0.004106897860765457,695.0,0.004421074874699116,521.4615640640259,0.5201687812805176,0.0,0.00010309647768735886,3679,1763260579.932894,,344320,-0.010920882225036621
0.003723772941157222,9.324116399511695e-05,,-0.0039887093007564545,695.0,0.0008386103436350822,521.8335428237915,0.5587548017501831,0.0,0.00011691730469465256,3683,1763260580.3048728,,344704,0.030395984649658203
0.0003842327860184014,9.316435898654163e-05,,-0.0008874386548995972,695.0,-0.002560100518167019,521.9902789592743,0.5822408199310303,0.0,3.9723701775074005e-05,3684,1763260580.461609,,344832,-0.010201334953308105
,,500.0,,,,524.6170859336853,,,,3711,1763260583.0884159,500.0,347570,
0.0029920730739831924,9.139785106526688e-05,,0.0005881376564502716,697.0,-0.0020598415285348892,524.8364043235779,0.539277970790863,0.0,9.515136480331421e-05,3713,1763260583.3077343,,347776,-0.3124682903289795
0.00021293922327458858,9.124424104811624e-05,,0.002802979201078415,697.0,-0.0007157018408179283,525.0826666355133,0.5703957080841064,0.0,2.8089620172977448e-05,3715,1763260583.5539966,,348032,0.16946572065353394
,,500.0,,,,526.6584510803223,,,,3731,1763260585.129781,500.0,349570,
0.00016969926946330816,9.009216591948643e-05,,-0.004294436424970627,699.0,0.006575028412044048,527.0278813838959,0.5535187125205994,0.0,0.00024818163365125656,3734,1763260585.4992113,,349952,-0.06172192096710205
,,500.0,,,,529.1089661121368,,,,3755,1763260587.580296,500.0,352013,
537.6865234375,8.763440564507619e-05,,-0.0005434304475784302,701.0,-0.0002648141235113144,531.2198901176453,0.5506760478019714,0.0,3.8661062717437744e-05,3775,1763260589.69122,,354048,2.7894973754882812e-05
,,500.0,,,,531.638345003128,,,,3779,1763260590.109675,500.0,354513,
,,500.0,,,,534.220707654953,,,,3804,1763260592.6920376,500.0,357013,
0.0002608782087918371,8.563748269807547e-05,,0.0018247924745082855,703.0,-0.0003563240170478821,534.6111557483673,0.571991503238678,0.0,2.4808570742607117e-05,3807,1763260593.0824857,,357376,-0.04107546806335449
0.0002793158055283129,8.317972242366523e-05,,0.0003658793866634369,705.0,0.006886672228574753,538.9030296802521,0.6094672679901123,0.0,0.0003117155283689499,3847,1763260597.3743596,,361472,-0.07504570484161377
0.0029173661023378372,8.125959720928222e-05,,-0.000522863119840622,707.0,0.0012273509055376053,542.1514558792114,0.5815115571022034,0.0,0.00023963674902915955,3879,1763260600.6227858,,364672,-0.2652781009674072
783.6021728515625,8.102918945951387e-05,,-0.0010041315108537674,706.0,0.006166717037558556,542.7667450904846,0.5868309736251831,0.0,8.009001612663269e-05,3883,1763260601.238075,,365056,1.5497207641601562e-06
0.002793654566630721,8.095238445093855e-05,,0.00032464414834976196,706.0,6.552878767251968e-05,542.9673273563385,0.5716350078582764,0.0,2.7241185307502747e-06,3884,1763260601.4386573,,365184,-0.05882120132446289
,,500.0,,,,543.2510945796967,,,,3887,1763260601.7224245,500.0,365513,
0.0002645412751007825,8.049155439948663e-05,,0.00029071420431137085,707.0,-0.009779979474842548,543.985294342041,0.5781750082969666,0.0,0.0006547020748257637,3891,1763260602.4566243,,365952,-0.0863415002822876
562.7156372070312,8.010752935661003e-05,,0.0015133097767829895,707.0,-0.00017626862972974777,544.6861391067505,0.5603080987930298,0.0,1.8415041267871857e-05,3898,1763260603.157469,,366592,0.0001188516616821289
,,500.0,,,,546.1082723140717,,,,3912,1763260604.5796022,500.0,368013,
0.00026074296329170465,7.903225923655555e-05,,0.001740090548992157,708.0,0.004376084543764591,546.4840323925018,0.5759968161582947,0.0,9.387638419866562e-05,3915,1763260604.9553623,,368384,-0.3174034357070923
0.0027181359473615885,7.826420915080234e-05,,-0.009603261947631836,709.0,0.0071288952603936195,547.7962646484375,0.5197193622589111,0.0,0.0003749588504433632,3928,1763260606.2675946,,369664,-0.7777581214904785
0.0004399223253130913,7.726574403932318e-05,,0.0003936290740966797,709.0,-0.0006911186501383781,549.477545261383,0.5771766304969788,0.0,0.0003922572359442711,3944,1763260607.9488752,,371328,-0.14774656295776367
0.00027750819572247565,7.718893903074786e-05,,-0.0010093450546264648,709.0,-0.002179243601858616,549.601719379425,0.5655020475387573,0.0,0.00013337936252355576,3945,1763260608.0730493,,371456,-0.11799919605255127
,,500.0,,,,549.6289694309235,,,,3946,1763260608.1002994,500.0,371513,
0.0003306219005025923,7.665130397072062e-05,,0.001955673098564148,710.0,-0.006921645253896713,550.5044658184052,0.5764082670211792,0.0,0.0002894904464483261,3954,1763260608.9757957,,372352,0.20748162269592285
0.0026615909300744534,7.611366891069338e-05,,-0.0021529272198677063,710.0,0.002597961574792862,551.4095230102539,0.557394802570343,0.0,0.0003432761877775192,3963,1763260609.880853,,373248,-0.1014547348022461
0.00033454797812737525,7.572964386781678e-05,,0.000679653137922287,711.0,0.0002324255183339119,552.0325689315796,0.5119695067405701,0.0,3.7525780498981476e-05,3969,1763260610.5038989,,373888,0.0145760178565979
0.0006270932499319315,7.503840606659651e-05,,0.0029618367552757263,711.0,-0.0016909334808588028,553.1906979084015,0.5735229253768921,0.0,0.00029291026294231415,3981,1763260611.6620278,,375040,-0.5379585027694702
,,500.0,,,,553.3230292797089,,,,3983,1763260611.7943592,500.0,375216,
,,413.0,,,,554.7326872348785,,,,3997,1763260613.2040172,413.0,376629,
0.00030426884768530726,7.265745080076158e-05,,0.001280887983739376,714.0,-0.0004344489425420761,557.1361465454102,0.5951755046844482,0.0,8.70581716299057e-05,4020,1763260615.6074765,,379008,-0.23271334171295166
0.00040851859375834465,7.027649553492665e-05,,-0.00022868439555168152,716.0,-0.000172480009496212,561.2846496105194,0.5465627312660217,0.0,2.62456014752388e-05,4059,1763260619.7559795,,382976,-0.09064614772796631
0.0025537898764014244,6.858679262222722e-05,,-0.0015641599893569946,717.0,-0.0019831936806440353,564.2494432926178,0.5500343441963196,0.0,7.129274308681488e-05,4087,1763260622.7207732,,385792,-0.0693291425704956
463.9559631347656,6.835637759650126e-05,,9.734183549880981e-05,717.0,0.0006116228178143501,564.5958728790283,0.6039717793464661,0.0,1.494772732257843e-06,4091,1763260623.0672028,,386176,3.1113624572753906e-05
,,500.0,,,,566.0475809574127,,,,4105,1763260624.518911,500.0,387629,
0.00026072526816278696,6.720430246787146e-05,,-0.005503837019205093,718.0,-0.00456059817224741,566.5547287464142,0.54584139585495,0.0,0.0001861387863755226,4109,1763260625.0260587,,388096,-0.027825593948364258
,,500.0,,,,567.1228041648865,,,,4115,1763260625.594134,500.0,388629,
0.00031527463579550385,6.65898623992689e-05,,0.0031752698123455048,718.0,0.0014299498870968819,567.6394901275635,0.577732264995575,0.0,0.00010457541793584824,4119,1763260626.11082,,389120,0.011290252208709717
,,500.0,,,,570.1530940532684,,,,4144,1763260628.624424,500.0,391629,
276.89971923828125,6.474654219346121e-05,,-0.00031123682856559753,720.0,0.00042446237057447433,570.7260594367981,0.5952869057655334,0.0,1.2823380529880524e-05,4150,1763260629.1973894,,392192,9.5367431640625e-07
0.0003379017289262265,6.35944670648314e-05,,-0.0019602905958890915,721.0,0.0019186874851584435,572.6385974884033,0.518096923828125,0.0,6.857793778181076e-05,4168,1763260631.1099274,,394112,0.1461852788925171
280.4530029296875,6.267281423788518e-05,,-0.0014522578567266464,722.0,-0.0038860300555825233,574.2027819156647,0.5652661323547363,0.0,0.00011353474110364914,4184,1763260632.6741118,,395648,-0.00012183189392089844
409.6437683105469,6.205837416928262e-05,,-0.0005594752728939056,722.0,-0.00036724749952554703,575.1906669139862,0.59241783618927,0.0,5.736015737056732e-06,4194,1763260633.6619968,,396672,4.124641418457031e-05
81.83720397949219,6.175115413498133e-05,,-0.000718042254447937,723.0,0.00013340171426534653,575.6995751857758,0.5951173901557922,0.0,1.7362646758556366e-05,4199,1763260634.170905,,397184,3.355741500854492e-05
245.7648162841797,6.021505396347493e-05,,0.0014345496892929077,724.0,0.0018629217520356178,578.2275514602661,0.598460853099823,0.0,7.399264723062515e-05,4224,1763260636.6988814,,399744,5.161762237548828e-05
0.0006862322916276753,5.990783392917365e-05,,-0.002184242010116577,724.0,0.00025739893317222595,578.7204070091248,0.5261348485946655,0.0,0.00018244050443172455,4229,1763260637.191737,,400256,4.494190216064453e-05
118.05378723144531,5.9062978834845126e-05,,-0.0004576258361339569,725.0,0.002771935425698757,580.0852088928223,0.5825896859169006,0.0,6.290990859270096e-05,4243,1763260638.5565388,,401664,1.6450881958007812e-05
0.0002954511728603393,5.8832563809119165e-05,,-0.0011934302747249603,725.0,0.002921878360211849,580.4680590629578,0.6260395050048828,0.0,4.3536536395549774e-05,4246,1763260638.939389,,402048,0.10725528001785278
,,500.0,,,,580.9593596458435,,,,4252,1763260639.4306896,500.0,402629,
0.0021886357571929693,5.837173739564605e-05,,-0.00849601998925209,726.0,0.008875027298927307,581.1761162281036,0.5378209948539734,0.0,0.00031805410981178284,4254,1763260639.6474462,,402816,-0.004957914352416992
0.0005055454093962908,5.829493238707073e-05,,-0.0025222543627023697,726.0,-0.0023481864482164383,581.3182985782623,0.6102189421653748,0.0,0.0001675765961408615,4255,1763260639.7896285,,402944,-0.09038877487182617
169.23313903808594,5.721966226701625e-05,,0.0003161132335662842,727.0,0.001864572986960411,583.0128078460693,0.42044079303741455,0.0,5.270540714263916e-05,4273,1763260641.4841378,,404736,-7.843971252441406e-05
0.0004018127219751477,5.6989247241290286e-05,,0.0008417777717113495,727.0,0.0006671752780675888,583.3600118160248,0.5980768799781799,0.0,3.429129719734192e-06,4276,1763260641.8313417,,405120,-0.1817026138305664
,,500.0,,,,583.3695383071899,,,,4277,1763260641.8408682,500.0,405129,
249.22409057617188,5.6912442232714966e-05,,-0.000310748815536499,727.0,1.4599412679672241e-05,583.5254669189453,0.5771363973617554,0.0,2.2426247596740723e-06,4278,1763260641.9967968,,405248,-5.066394805908203e-05
0.002206323202699423,5.6298002164112404e-05,,0.0010750871151685715,727.0,0.0006713299080729485,584.4781641960144,0.5662668347358704,0.0,8.569099009037018e-06,4288,1763260642.9494941,,406272,-0.021923065185546875
0.00046113721327856183,5.6144392146961764e-05,,0.0027279220521450043,728.0,-0.0013238945975899696,584.7408587932587,0.5749022960662842,0.0,4.737917333841324e-05,4290,1763260643.2121887,,406528,-0.0960310697555542
224.23062133789062,5.606758713838644e-05,,0.001225767657160759,728.0,-0.0005530044436454773,584.8534684181213,0.5288703441619873,0.0,4.902482032775879e-06,4292,1763260643.3247983,,406656,-3.6954879760742188e-06
0.0005670636892318726,5.4685100622009486e-05,,-0.0005924403667449951,729.0,-0.001418224535882473,587.0768065452576,0.574188232421875,0.0,2.1976418793201447e-05,4314,1763260645.5481365,,408960,-0.021334290504455566
0.002398901851847768,5.4454685596283525e-05,,0.0015476234257221222,729.0,-0.0013154959306120872,587.4472196102142,0.5480618476867676,0.0,2.9171817004680634e-05,4318,1763260645.9185495,,409344,-0.11432754993438721
97.74990844726562,5.276497540762648e-05,,-0.003197312355041504,730.0,0.0011825822293758392,590.261777639389,0.5618633031845093,0.0,0.0001601092517375946,4346,1763260648.7331076,,412160,-5.9485435485839844e-05
427.6563720703125,5.153609890840016e-05,,0.00022693723440170288,731.0,-0.0009404271841049194,592.2968010902405,0.574921727180481,0.0,1.2500211596488953e-05,4366,1763260650.768131,,414208,-2.2649765014648438e-06
0.0020482605323195457,5.115207386552356e-05,,-0.0008539259433746338,732.0,-0.0010000010952353477,592.9329006671906,0.5855066180229187,0.0,1.565646380186081e-05,4372,1763260651.4042306,,414848,-0.019801616668701172
0.002328047528862953,5.084485383122228e-05,,-0.0015480145812034607,732.0,-0.001841469667851925,593.4348158836365,0.5724349021911621,0.0,4.54755499958992e-05,4377,1763260651.9061458,,415360,-0.038427114486694336
0.0006847520126029849,5.076804882264696e-05,,0.000688944011926651,732.0,-0.001334981992840767,593.5465786457062,0.5349830389022827,0.0,3.688223659992218e-05,4378,1763260652.0179086,,415488,-0.007314562797546387
0.0005995380925014615,5.023041376261972e-05,,0.0012678727507591248,733.0,0.001538718119263649,594.457150220871,0.5505184531211853,0.0,4.381313920021057e-05,4387,1763260652.9284801,,416384,0.0908852219581604
0.00205763871781528,4.969277870259248e-05,,-0.00013932585716247559,733.0,-0.0006678998470306396,595.3994717597961,0.5567222237586975,0.0,5.748681724071503e-05,4396,1763260653.8708017,,417280,-0.6409990787506104
0.00040771934436634183,4.86175122205168e-05,,-0.002584107220172882,734.0,-0.0019637346267700195,597.1678555011749,0.5480307936668396,0.0,4.260614514350891e-05,4413,1763260655.6391854,,419072,-0.05099916458129883
276.0993347167969,4.854070721194148e-05,,8.761882781982422e-05,734.0,0.0008855583146214485,597.3142740726471,0.5885868668556213,0.0,4.199240356683731e-05,4415,1763260655.785604,,419200,3.337860107421875e-06
0.0006935035926289856,4.600614556693472e-05,,-0.002461947500705719,736.0,0.005235074087977409,601.4272396564484,0.5699907541275024,0.0,0.0001699402928352356,4456,1763260659.8985696,,423424,0.05041491985321045
0.0023183152079582214,4.51612904726062e-05,,0.001180492341518402,737.0,0.0007133278995752335,602.7544357776642,0.5920632481575012,0.0,5.2265822887420654e-06,4470,1763260661.2257657,,424832,-0.03809058666229248
,,500.0,,,,603.482314825058,,,,4478,1763260661.9536448,500.0,425629,
0.0019135657930746675,4.4546850404003635e-05,,-0.0006588026881217957,737.0,0.0002492181956768036,603.7091765403748,0.5394493341445923,0.0,1.6499310731887817e-05,4480,1763260662.1805065,,425856,-0.049720168113708496
,,500.0,,,,604.8482418060303,,,,4492,1763260663.3195717,500.0,427129,
0.0004004430666100234,4.354838529252447e-05,,-0.0024039894342422485,738.0,-0.0021619433537125587,605.2938430309296,0.5446704030036926,0.0,0.0001257052645087242,4496,1763260663.765173,,427520,-0.03198587894439697
235.92747497558594,4.347158392192796e-05,,-0.00022198818624019623,738.0,0.000505947507917881,605.407949924469,0.5718410611152649,0.0,2.1875835955142975e-05,4498,1763260663.8792799,,427648,6.616115570068359e-06
0.0006497659487649798,4.2089093767572194e-05,,-0.0022614747285842896,739.0,0.002141193486750126,607.509840965271,0.5687475800514221,0.0,4.8928894102573395e-05,4520,1763260665.981171,,429952,0.07747018337249756
,,500.0,,,,607.6390552520752,,,,4522,1763260666.1103852,500.0,430129,
0.0021363566629588604,4.1858678741846234e-05,,-0.0046690404415130615,740.0,0.004539480432868004,607.8464939594269,0.5673215389251709,0.0,8.987821638584137e-05,4524,1763260666.317824,,430336,0.017315685749053955
0.0008769712876528502,4.178187373327091e-05,,-0.004606949165463448,740.0,-0.003961334004998207,607.9576849937439,0.5443585515022278,0.0,0.0001253262162208557,4525,1763260666.429015,,430464,-1.8549532890319824
,,500.0,,,,608.0827243328094,,,,4527,1763260666.5540543,500.0,430629,
0.0006201097276061773,4.139784869039431e-05,,-0.0004406441003084183,740.0,-0.006710752844810486,608.5570106506348,0.5569185614585876,0.0,0.00012843869626522064,4531,1763260667.0283406,,431104,0.10381364822387695
216.1101531982422,4.132104368181899e-05,,0.001467578113079071,740.0,-0.0016272198408842087,608.6709477901459,0.5629445314407349,0.0,3.339722752571106e-05,4533,1763260667.1422777,,431232,0.0016524791717529297
0.0019462954951450229,4.124423867324367e-05,,-0.0006049256771802902,740.0,0.0006993655115365982,608.7815744876862,0.5719537138938904,0.0,2.9878690838813782e-05,4534,1763260667.2529044,,431360,-0.0270615816116333
0.00047177966916933656,3.9938557165442035e-05,,-0.002439366653561592,741.0,-0.0010650232434272766,610.7697386741638,0.6083667278289795,0.0,0.00011552870273590088,4555,1763260669.2410686,,433536,0.24736028909683228
677.3442993164062,3.955453212256543e-05,,-0.0010740160942077637,742.0,0.001603744924068451,611.3692548274994,0.5305980443954468,0.0,2.3208558559417725e-05,4562,1763260669.8405848,,434176,0.0004717707633972168
,,500.0,,,,612.6604697704315,,,,4576,1763260671.1317997,500.0,435629,
0.0006360672996379435,3.640553040895611e-05,,7.853657007217407e-05,745.0,-0.0017425213009119034,616.1010041236877,0.5694975852966309,0.0,9.021535515785217e-05,4613,1763260674.572334,,439424,0.09291189908981323
294.9566650390625,3.563748032320291e-05,,-0.0008755624294281006,745.0,0.0005074366927146912,617.2566485404968,0.5698719620704651,0.0,4.84660267829895e-06,4626,1763260675.7279785,,440704,8.940696716308594e-07
,,500.0,,,,618.101820230484,,,,4635,1763260676.5731502,500.0,441629,
426.5793762207031,3.4715820220299065e-05,,-4.77740541100502e-05,746.0,0.0003130687400698662,618.683779001236,0.5710727572441101,0.0,2.4298205971717834e-06,4641,1763260677.155109,,442240,2.4974346160888672e-05
0.0005965052405372262,3.448540883255191e-05,,7.834658026695251e-05,746.0,0.0003880709409713745,619.016624212265,0.6080520153045654,0.0,6.089732050895691e-05,4644,1763260677.4879541,,442624,0.2445363998413086
0.00199033017270267,3.348694372107275e-05,,-0.0020420458167791367,747.0,0.0001124674454331398,620.5076117515564,0.5041866898536682,0.0,9.875837713479996e-05,4661,1763260678.9789417,,444288,-1.5489130020141602
265.4693298339844,3.2642088626744226e-05,,0.0009100213646888733,748.0,0.0001535378396511078,621.809681892395,0.5777500867843628,0.0,5.755573511123657e-06,4675,1763260680.2810118,,445696,-1.6689300537109375e-05
0.0018027120968326926,3.164362351526506e-05,,-0.0002763122320175171,749.0,0.00015776604413986206,623.3010356426239,0.584689736366272,0.0,1.084059476852417e-06,4691,1763260681.7723656,,447360,0.17730534076690674
0.002100355690345168,3.0568357033189386e-05,,-0.0002213362604379654,750.0,-0.0005359984934329987,625.0033111572266,0.5555574297904968,0.0,8.048489689826965e-06,4709,1763260683.474641,,449152,0.040932416915893555
362.4922790527344,3.0337942007463425e-05,,-0.00044235214591026306,750.0,-8.29007476568222e-05,625.339555978775,0.5765014886856079,0.0,5.835667252540588e-06,4713,1763260683.810886,,449536,3.445148468017578e-05
0.0017806595424190164,2.8801843654946424e-05,,-0.005629286170005798,751.0,0.0003419993445277214,627.6510479450226,0.575218141078949,0.0,0.00012258347123861313,4738,1763260686.1223779,,452096,-0.12255072593688965
0.001138184336014092,2.8725038646371104e-05,,0.0008733645081520081,752.0,-0.002331111580133438,627.763258934021,0.5368929505348206,0.0,3.096461296081543e-05,4739,1763260686.2345889,,452224,-0.31178247928619385
,,500.0,,,,627.9017131328583,,,,4741,1763260686.373043,500.0,452428,
0.001908975187689066,2.8494623620645143e-05,,0.00022363290190696716,752.0,-0.0005410974845290184,628.1401596069336,0.5490841269493103,0.0,4.501082003116608e-06,4743,1763260686.6114895,,452608,0.0249139666557312
0.000857644947245717,2.780337854346726e-05,,-0.0035685673356056213,752.0,0.003518161363899708,629.1842577457428,0.5638551712036133,0.0,5.2492134273052216e-05,4754,1763260687.6555877,,453760,0.19382035732269287
0.00143629580270499,2.672811024240218e-05,,-4.165247082710266e-05,753.0,0.00024144817143678665,630.7847669124603,0.5967870950698853,0.0,8.409842848777771e-07,4772,1763260689.2560968,,455552,5.066394805908203e-05
0.0009252761956304312,2.5883256967063062e-05,,-0.000423528254032135,754.0,0.0002740202471613884,632.0555422306061,0.552532434463501,0.0,2.960674464702606e-06,4786,1763260690.5268722,,456960,-0.0931239128112793
0.0008679236634634435,2.580645195848774e-05,,0.00016132835298776627,754.0,0.0010479893535375595,632.1645760536194,0.557725191116333,0.0,2.139247953891754e-05,4787,1763260690.635906,,457088,-0.46064019203186035
,,500.0,,,,632.2104663848877,,,,4788,1763260690.6817963,500.0,457146,
0.0008150698849931359,2.52688168984605e-05,,-0.0016537755727767944,755.0,-0.0005690958350896835,633.0007417201996,0.5190249085426331,0.0,2.0444393157958984e-05,4796,1763260691.4720716,,457984,0.3183380365371704
356.35968017578125,2.511520688130986e-05,,0.0005873274058103561,755.0,-0.001184714026749134,633.2607975006104,0.565638542175293,0.0,7.650814950466156e-06,4799,1763260691.7321274,,458240,-9.179115295410156e-06
0.0009788809111341834,2.465437864884734e-05,,0.000469014048576355,755.0,0.0009909765794873238,633.9467997550964,0.528075098991394,0.0,3.54694202542305e-05,4806,1763260692.4181297,,459008,-0.08125007152557373
295.00665283203125,2.45007686316967e-05,,0.0005671083927154541,755.0,-2.3283064365386963e-06,634.1720526218414,0.5436804890632629,0.0,3.6098062992095947e-06,4809,1763260692.6433825,,459264,5.59687614440918e-05
323.782958984375,2.427035360597074e-05,,-4.803761839866638e-05,755.0,0.0007196366786956787,634.5411250591278,0.5134252309799194,0.0,7.525086402893066e-06,4813,1763260693.012455,,459648,-8.702278137207031e-05
199.3634033203125,2.1966205167700537e-05,,0.00039811059832572937,757.0,5.901884287595749e-05,637.9855217933655,0.5420272350311279,0.0,5.065463483333588e-06,4851,1763260696.4568517,,463488,1.1682510375976562e-05
0.0016709971241652966,2.1889400159125216e-05,,-0.000852726399898529,757.0,0.0001151571050286293,638.0954263210297,0.5957583785057068,0.0,9.881332516670227e-07,4852,1763260696.5667562,,463616,0.0743517279624939
0.0008326173992827535,2.14285719266627e-05,,0.0009385943412780762,758.0,-0.00012331735342741013,638.7979967594147,0.5754953622817993,0.0,1.6038306057453156e-05,4859,1763260697.2693267,,464384,0.0252150297164917
0.0009414432570338249,2.0890936866635457e-05,,-0.00026442110538482666,758.0,0.0003767106682062149,639.6174640655518,0.5872312784194946,0.0,5.930662155151367e-06,4868,1763260698.088794,,465280,-0.03487992286682129
,,500.0,,,,640.1054463386536,,,,4874,1763260698.5767763,500.0,465917,
0.0008934578509069979,2.0276496798032895e-05,,0.0007482729852199554,759.0,-0.0011128848418593407,640.5157330036163,0.6129381656646729,0.0,1.0089017450809479e-05,4878,1763260698.987063,,466304,-0.1717439889907837
0.0009639790514484048,2.0046083591296338e-05,,-0.002177305519580841,759.0,-0.001683550886809826,640.8795928955078,0.582317590713501,0.0,2.0119361579418182e-05,4882,1763260699.3509228,,466688,-0.015779495239257812
0.001081176451407373,1.8049155187327415e-05,,0.001624971628189087,761.0,0.0009337011724710464,643.9008710384369,0.6085460782051086,0.0,1.5227124094963074e-05,4915,1763260702.372201,,470016,0.03979372978210449
0.0011129208141937852,1.7741935153026134e-05,,-0.00018862634897232056,761.0,9.181909263134003e-06,644.3486151695251,0.586139976978302,0.0,2.952292561531067e-07,4920,1763260702.819945,,470528,-0.007676243782043457
267.6827087402344,1.7050691894837655e-05,,-7.13840126991272e-05,762.0,0.0008175019174814224,645.3887259960175,0.4796220064163208,0.0,3.21120023727417e-06,4932,1763260703.860056,,471680,6.729364395141602e-05
0.0018267699051648378,1.6973886886262335e-05,,-0.0011199340224266052,762.0,-9.51327383518219e-05,645.5005505084991,0.5374959707260132,0.0,9.896233677864075e-06,4933,1763260703.9718804,,471808,0.11071407794952393
0.0011560259154066443,1.6589861843385734e-05,,-0.0009871907532215118,762.0,-0.0006393641233444214,646.0986435413361,0.5296711921691895,0.0,8.23289155960083e-06,4939,1763260704.5699735,,472448,0.06771981716156006
0.0014441275270655751,1.6205836800509132e-05,,-0.00043389201164245605,762.0,0.0003974400460720062,646.6591608524323,0.584234356880188,0.0,5.036592483520508e-06,4946,1763260705.1304908,,473088,-0.07314455509185791
,,500.0,,,,647.2599494457245,,,,4953,1763260705.7312794,500.0,473737,
464.08038330078125,1.5514593542320654e-05,,-0.00011558830738067627,763.0,-1.7940998077392578e-05,647.7036981582642,0.5958536863327026,0.0,1.5832483768463135e-07,4958,1763260706.175028,,474240,-6.401538848876953e-05
471.2877197265625,1.5207373508019373e-05,,-1.8790364265441895e-05,763.0,0.000624937005341053,648.1880583763123,0.569829523563385,0.0,3.2475218176841736e-06,4963,1763260706.6593883,,474752,-0.00010323524475097656
0.0012407746398821473,1.4669738447992131e-05,,-5.942583084106445e-05,763.0,1.8757767975330353e-05,649.0022048950195,0.5736419558525085,0.0,6.984919309616089e-08,4971,1763260707.4735348,,475648,-0.09419739246368408
,,500.0,,,,649.033308506012,,,,4972,1763260707.5046384,500.0,475737,
318.78997802734375,1.4285714314610232e-05,,9.617209434509277e-05,764.0,0.00011052750051021576,649.559690952301,0.5760045051574707,0.0,1.8812716007232666e-06,4978,1763260708.0310209,,476288,5.4895877838134766e-05
0.0011065037688240409,1.4055299288884271e-05,,-0.0007142610847949982,764.0,0.00030735693871974945,649.8945350646973,0.571679949760437,0.0,2.115964889526367e-06,4981,1763260708.365865,,476672,0.06502127647399902
0.0017459476366639137,1.3594470146927051e-05,,-4.522502422332764e-06,764.0,-3.491342067718506e-05,650.6032347679138,0.5844573974609375,0.0,1.1175870895385742e-08,4989,1763260709.0745647,,477440,-0.0017632246017456055
0.0016501330537721515,1.328725011262577e-05,,-0.00019693933427333832,765.0,-0.00038767699152231216,651.0928630828857,0.5406705141067505,0.0,7.581897079944611e-06,4994,1763260709.564193,,477952,-0.04498434066772461
