losses/clipfrac,charts/learning_rate,charts/episodic_length,_timestamp,losses/explained_variance,_step,charts/SPS,charts/episodic_return,global_step,losses/approx_kl,losses/policy_loss,losses/entropy,_runtime,losses/old_approx_kl,losses/value_loss
0.0,0.0002017665101448074,,1763260378.378685,0.0879371166229248,1856,558.0,,163840,0.0005049500614404678,0.005034893751144409,0.5671339631080627,319.9075119495392,-0.0056508202105760574,0.004192449152469635
,,500.0,1763260379.8982456,,1868,,500.0,165113,,,,321.4270725250244,,
,,500.0,1763260380.4999204,,1873,,500.0,165613,,,,322.02874732017517,,
0.0,0.00020046082499902695,,1763260381.0845706,0.014152348041534424,1877,560.0,,166016,0.0012610601261258125,-0.00878933072090149,0.5144131183624268,322.6133975982666,0.0074732741340994835,9.997481538448483e-05
0.0,0.0001999231899389997,,1763260382.1592479,0.04174286127090454,1886,561.0,,166912,0.0018731635063886642,-0.0020528212189674377,0.5917980670928955,323.6880748271942,-0.01835794374346733,0.0001746884227031842
0.00390625,0.00019938555487897247,,1763260383.7908642,0.16820251941680908,1895,561.0,,167808,0.0032349471002817154,-0.016146590933203697,0.5700384378433228,325.31969118118286,-0.016307495534420013,0.004361829254776239
,,500.0,1763260385.0729208,,1903,,500.0,168613,,,,326.60174775123596,,
0.0,0.0001986943098017946,,1763260385.4797359,-0.004895687103271484,1906,561.0,,168960,9.033828973770142e-05,-0.0016398504376411438,0.5846285820007324,327.00856280326843,0.0025600772351026535,0.000469019083539024
,,500.0,1763260386.8326669,,1918,,500.0,170113,,,,328.3614938259125,,
0.0,0.0001978494692593813,,1763260387.1235802,0.03506195545196533,1920,563.0,,170368,0.00048073846846818924,-0.00410191435366869,0.5975989699363708,328.65240716934204,-3.457348793745041e-05,0.00012396866804920137
0.0,0.0001963133690878749,,1763260390.0788152,-0.19494080543518066,1945,566.0,,172928,0.0007792925462126732,-0.010068919509649277,0.5643867254257202,331.6076421737671,0.00916543509811163,0.000566048314794898
0.0,0.00019546851399354637,,1763260391.742763,-0.6516425609588623,1959,567.0,,174336,0.00017000362277030945,0.009188205003738403,0.5118522644042969,333.27158999443054,0.0037220176309347153,0.00018924348114524037
0.0,0.00019462365889921784,,1763260393.3202074,-0.5637285709381104,1973,569.0,,175744,0.0009656194597482681,-0.004867539741098881,0.5697222352027893,334.8490343093872,-0.0002533961087465286,0.0030745002441108227
0.001953125,0.00019385560881346464,,1763260394.8064156,-0.21720564365386963,1985,571.0,,177024,0.0012122858315706253,-0.001494385302066803,0.5425806641578674,336.3352425098419,0.013106412254273891,0.00013120920630171895
,,500.0,1763260395.6012614,,1991,,500.0,177582,,,,337.1300883293152,,
0.0,0.00019285714370198548,,1763260397.5227866,-9.78708267211914e-05,2002,571.0,,178688,0.0012598615139722824,-0.00788264349102974,0.554314136505127,339.05161356925964,-0.008602933958172798,600.6251831054688
0.0,0.0001925499236676842,,1763260398.34935,-3.0994415283203125e-05,2007,571.0,,179200,0.00023755989968776703,0.0022911280393600464,0.5773450136184692,339.8781769275665,-0.00012053921818733215,364.9064636230469
0.0,0.00019201228860765696,,1763260399.904779,0.00011527538299560547,2016,571.0,,180096,1.6121193766593933e-06,-2.789124846458435e-05,0.5988491773605347,341.43360590934753,0.0005753180012106895,161.0044403076172
0.0,0.000191781873581931,,1763260400.5690644,-0.3473241329193115,2019,571.0,,180480,0.001466960646212101,-0.010049201548099518,0.5512306690216064,342.097891330719,-0.008583921007812023,0.00015569495735689998
0.0,0.00019155145855620503,,1763260401.2929134,0.00028014183044433594,2024,571.0,,180864,0.00019224360585212708,-0.004262767732143402,0.5683002471923828,342.82174038887024,-0.005325034260749817,273.8154296875
,,47.0,1763260401.5841212,,2027,,47.0,181065,,,,343.112948179245,,
,,94.0,1763260401.8420992,,2029,,94.0,181159,,,,343.3709261417389,,
0.0,0.0001910906285047531,,1763260402.6808243,0.0872420072555542,2034,571.0,,181632,0.0015253480523824692,8.612871170043945e-06,0.5900886058807373,344.20965123176575,-0.009437378495931625,0.0013677331153303385
,,500.0,1763260404.5022244,,2045,,500.0,182766,,,,346.0310513973236,,
0.0,0.00019009216339327395,,1763260405.5461574,8.45789909362793e-05,2051,571.0,,183296,0.0002340199425816536,0.0012043565511703491,0.600949227809906,347.0749843120575,0.0031278571113944054,400.34320068359375
0.0,0.00019001535838469863,,1763260405.7492406,-0.8930071592330933,2052,571.0,,183424,0.0003418615087866783,-0.005214255303144455,0.5737711787223816,347.27806758880615,-0.00034970324486494064,0.0040660728700459
,,500.0,1763260407.8898768,,2070,,500.0,185266,,,,349.41870379447937,,
0.0,0.00018855606322176754,,1763260408.6036084,0.00067138671875,2076,573.0,,185856,0.0005826707929372787,-0.0025418587028980255,0.528997540473938,350.13243532180786,-0.004984134808182716,465.5067138671875
0.0,0.00018748079310171306,,1763260410.7139971,-0.3943626880645752,2093,575.0,,187648,0.0006139213219285011,-0.008636994287371635,0.5520384907722473,352.2428240776062,0.002710632048547268,0.0001208871544804424
,,500.0,1763260410.767172,,2094,,500.0,187766,,,,352.2959990501404,,
0.0,0.0001860215124906972,,1763260414.7831638,0.008748650550842285,2117,576.0,,190080,0.0008610431104898453,0.002856604754924774,0.5309814810752869,356.31199073791504,-0.011460801586508751,5.4903332056710497e-05
0.0,0.00018456221732776612,,1763260419.087979,-0.7691831588745117,2141,575.0,,192512,0.0003343047574162483,0.001523926854133606,0.5097009539604187,360.61680603027344,0.0048995716497302055,0.0025775961112231016
0.0,0.00018425499729346484,,1763260420.0207946,-0.33708834648132324,2146,575.0,,193024,0.0005225613713264465,-0.0045265015214681625,0.5204235911369324,361.54962158203125,0.0002642497420310974,0.000263601919868961
0.005859375,0.00018417819228488952,,1763260420.2322285,-0.26365506649017334,2147,575.0,,193152,0.000825229100883007,-0.004789019003510475,0.5275171995162964,361.76105546951294,-0.006528113968670368,0.00010374918201705441
,,500.0,1763260420.2934048,,2148,,500.0,193266,,,,361.82223176956177,,
0.0,0.0001837173622334376,,1763260421.7219708,-0.007404327392578125,2155,575.0,,193920,0.0005988301709294319,0.005412012338638306,0.5309868454933167,363.2507977485657,0.0025085927918553352,0.003509050700813532
0.0,0.00018264209211338311,,1763260424.943459,-0.9348615407943726,2172,575.0,,195712,0.00036948081105947495,0.0016261562705039978,0.5214570164680481,366.47228598594666,0.008865664713084698,0.00013279722770676017
0.0,0.0001818740420276299,,1763260427.3531885,-0.032096266746520996,2185,575.0,,196992,0.0003063138574361801,-0.009383685886859894,0.5527148842811584,368.88201546669006,-0.009091492742300034,0.003322039498016238
0.0,0.000181413211976178,,1763260428.6820831,-0.3944357633590698,2192,575.0,,197760,0.0006959438323974609,-0.0020233988761901855,0.5480637550354004,370.2109100818634,0.0065077971667051315,0.00014380112406797707
0.0,0.0001811059919418767,,1763260429.5804799,-3.886222839355469e-05,2198,575.0,,198272,3.245379775762558e-05,0.0018749460577964783,0.5373826026916504,371.1093068122864,-2.4911947548389435e-05,385.0265808105469
0.0,0.0001810291869333014,,1763260429.7835464,-0.22171926498413086,2199,575.0,,198400,0.00048455316573381424,-0.009137943387031555,0.510977566242218,371.3123733997345,0.003926805220544338,0.003153515513986349
0.0,0.0001802611368475482,,1763260431.2937794,0.055566608905792236,2211,576.0,,199680,0.00018777325749397278,0.001080825924873352,0.6015399098396301,372.82260632514954,0.0025542788207530975,0.00011228677612962201
0.0,0.00018010752683039755,,1763260431.6346707,-0.8286057710647583,2214,576.0,,199936,0.0006894432008266449,-0.00874355435371399,0.5627807378768921,373.1634976863861,0.0009867195039987564,0.004076742101460695
0.001953125,0.00017972350178752095,,1763260432.3643508,0.2218468189239502,2220,577.0,,200576,0.0014389697462320328,0.004393968731164932,0.49605807662010193,373.89317774772644,0.002188684418797493,0.0002464491699356586
0.0,0.0001795698917703703,,1763260432.6832082,3.081560134887695e-05,2223,577.0,,200832,0.00022625084966421127,0.002107050269842148,0.5559055209159851,374.2120351791382,0.0012363018468022346,314.58148193359375
0.0,0.00017941628175321966,,1763260432.9788225,-0.011055827140808105,2225,577.0,,201088,0.0007254509255290031,-0.0003056935966014862,0.5134827494621277,374.5076494216919,-0.005798523314297199,0.0004113150935154408
0.0,0.00017933947674464434,,1763260433.1254592,-0.35030078887939453,2226,577.0,,201216,0.0009865015745162964,-0.005414068698883057,0.525700569152832,374.65428614616394,0.00874832458794117,0.00010412442497909069
,,500.0,1763260433.157985,,2227,,500.0,201266,,,,374.6868119239807,,
0.0,0.00017903225671034306,,1763260433.752907,-0.06643116474151611,2231,578.0,,201728,0.0003140494227409363,0.0004839561879634857,0.5540003776550293,375.2817339897156,0.00284789502620697,7.656218076590449e-05
0.0,0.0001788018416846171,,1763260434.2298715,-0.013757467269897461,2235,578.0,,202112,0.0004897080361843109,-0.008518735878169537,0.5457658767700195,375.75869846343994,0.004103235900402069,0.00018610633560456336
0.0,0.0001784178166417405,,1763260434.9774604,-0.057224273681640625,2241,579.0,,202752,0.00026762764900922775,0.0019088229164481163,0.5285865068435669,376.5062873363495,-0.006254901178181171,0.00010659015970304608
0.0,0.0001780337915988639,,1763260435.7706022,0.00022363662719726562,2248,579.0,,203392,0.0002336651086807251,0.005207568407058716,0.5567191243171692,377.2994291782379,0.002077121287584305,135.98341369628906
0.001953125,0.00017788018158171326,,1763260436.05015,-0.3375471830368042,2250,579.0,,203648,0.0014851642772555351,-0.016028577461838722,0.5222387313842773,377.57897686958313,-0.0038961125537753105,7.26960352039896e-05
0.0,0.00017772657156456262,,1763260436.3606215,-0.15770208835601807,2253,580.0,,203904,0.000863492488861084,-0.008730880916118622,0.4584614038467407,377.88944840431213,-0.008338097482919693,0.003254133276641369
0.0,0.00017657449643593282,,1763260438.615433,3.3974647521972656e-06,2272,581.0,,205824,0.00020057708024978638,-0.0026859696954488754,0.5712212920188904,380.144259929657,-0.0009008124470710754,459.9512023925781
0.0,0.00017603686137590557,,1763260439.6554286,0.08704060316085815,2280,582.0,,206720,0.00015216786414384842,-0.002873474732041359,0.5510254502296448,381.1842555999756,0.0009137177839875221,9.982759365811944e-05
0.0,0.00017511520127300173,,1763260441.4581957,-0.7460727691650391,2295,583.0,,208256,0.0004291059449315071,-0.00699007511138916,0.5728828310966492,382.9870226383209,0.00022037606686353683,0.00015531512326560915
0.0,0.0001749615912558511,,1763260441.7445111,0.13450336456298828,2298,584.0,,208512,0.00013630278408527374,0.003854278475046158,0.576566219329834,383.2733380794525,0.0038305185735225677,0.001860879478044808
,,500.0,1763260443.0795274,,2310,,500.0,209766,,,,384.60835433006287,,
0.0,0.0001741167507134378,,1763260443.3389723,-0.4282339811325073,2312,585.0,,209920,7.394328713417053e-05,-0.004508480429649353,0.6068709492683411,384.867799282074,0.0008242297917604446,0.0033353359904140234
0.0,0.0001737327256705612,,1763260444.0486155,0.02663731575012207,2318,586.0,,210560,0.0019336231052875519,-0.0013526976108551025,0.5967798233032227,385.57744240760803,-0.0013275407254695892,0.00023743000929243863
0.0,0.00017350231064483523,,1763260444.4858298,-0.1507115364074707,2322,586.0,,210944,0.00023873988538980484,-0.005725111812353134,0.6146718263626099,386.01465678215027,0.005788343958556652,0.0032100488897413015
0.005859375,0.0001733487006276846,,1763260444.7712214,0.01513051986694336,2324,586.0,,211200,0.0038399165496230125,-0.033669598400592804,0.5039931535720825,386.30004835128784,0.020302467048168182,0.00026664804317988455
0.01171875,0.0001730414805933833,,1763260445.310176,0.16482245922088623,2329,587.0,,211712,0.0026718880981206894,-6.765872240066528e-05,0.520297110080719,386.8390028476715,0.007689092308282852,8.050198084674776e-05
0.0,0.00017242704052478075,,1763260446.432693,-0.229439377784729,2339,588.0,,212736,4.9874186515808105e-05,0.000390470027923584,0.5326693654060364,387.96151995658875,-0.00200662761926651,0.00010908700642175972
0.001953125,0.0001721966254990548,,1763260446.8851871,-0.06952786445617676,2343,588.0,,213120,0.0015318561345338821,0.013401657342910767,0.501603901386261,388.41401410102844,0.007726224139332771,0.00014814511814620346
0.0,0.0001718894054647535,,1763260447.4094574,-0.016187191009521484,2348,589.0,,213632,0.0003157882019877434,-0.004063740372657776,0.5685054659843445,388.93828439712524,0.008337634615600109,0.00018538031144998968
,,500.0,1763260448.039907,,2354,,500.0,214266,,,,389.56873393058777,,
0.0,0.00017096774536184967,,1763260449.1704457,-0.03282797336578369,2363,590.0,,215168,0.0004197927191853523,0.002394065260887146,0.5462599992752075,390.6992726325989,-0.0020376043394207954,7.978932262631133e-05
0.0,0.00016943164519034326,,1763260452.0335655,-0.2383180856704712,2389,592.0,,217728,0.0004075001925230026,0.0039082057774066925,0.5522258281707764,393.5623924732208,-0.0002014152705669403,0.000586644047871232
0.0,0.00016912442515604198,,1763260452.6392195,0.001826941967010498,2394,593.0,,218240,8.7786465883255e-06,0.00015952438116073608,0.5295193195343018,394.1680464744568,0.0003600567579269409,0.00039598153671249747
0.0,0.00016720429994165897,,1763260456.4820895,0.24913793802261353,2426,595.0,,221440,0.0002755541354417801,-0.0027445070445537567,0.5294771194458008,398.0109164714813,-0.0011409632861614227,0.003430101554840803
0.0,0.000166973884915933,,1763260456.8995917,0.00013321638107299805,2430,596.0,,221824,0.00010713376104831696,-0.004986569285392761,0.5840765237808228,398.428418636322,0.002521919086575508,290.3675537109375
0.0,0.0001658218097873032,,1763260459.1332293,9.715557098388672e-05,2449,597.0,,223744,0.00015923287719488144,-0.0010776333510875702,0.5822705626487732,400.66205620765686,-0.001149204559624195,492.0191345214844
0.0,0.00016482334467582405,,1763260461.1310546,-0.20483553409576416,2465,598.0,,225408,8.748751133680344e-05,0.0002519339323043823,0.555568516254425,402.6598815917969,0.0008459491655230522,0.0027715046890079975
0.0,0.00016321043949574232,,1763260465.099111,-1.0124056339263916,2491,599.0,,228096,0.00011496618390083313,0.004307553172111511,0.5538296103477478,406.62793803215027,0.0008262563496828079,0.00013119749200996011
0.0,0.000163133634487167,,1763260465.2807333,0.0015575289726257324,2493,599.0,,228224,6.92242756485939e-05,0.001013103872537613,0.5075472593307495,406.8095602989197,0.003732287324965,408.4615478515625
0.0,0.00016228877939283848,,1763260467.606459,0.06978422403335571,2506,599.0,,229632,0.00013261940330266953,0.001788504421710968,0.5660027861595154,409.1352858543396,-0.0002310359850525856,0.00016640241665299982
0.0,0.00016182796389330178,,1763260468.9352705,-0.04342293739318848,2514,599.0,,230400,0.0002154279500246048,-0.002888500690460205,0.5343748331069946,410.4640974998474,0.000772593542933464,0.0034982196521013975
0.0,0.00016175115888472646,,1763260469.1469784,-4.1709489822387695,2515,599.0,,230528,0.00014194101095199585,-0.000894501805305481,0.5010343790054321,410.6758053302765,0.001732194796204567,0.0016242299461737275
0.0,0.00016144393885042518,,1763260469.8324451,0.2326945662498474,2520,600.0,,231040,0.0001493142917752266,-0.001677345484495163,0.565386176109314,411.3612720966339,-0.0006437515839934349,0.0002445329737383872
0.0,0.00016067588876467198,,1763260471.3053071,3.4689903259277344e-05,2533,601.0,,232320,0.0006700847297906876,-0.0013639219105243683,0.5136486291885376,412.8341341018677,0.007048914209008217,366.6634521484375
0.0,0.00016021505871322006,,1763260472.1735728,-0.2789630889892578,2540,601.0,,233088,9.383074939250946e-06,0.0005925409495830536,0.5470815300941467,413.7023997306824,0.00025802385061979294,3.745174763025716e-05
0.0,0.00015983103367034346,,1763260472.9508088,-9.071826934814453e-05,2547,602.0,,233728,0.000777016393840313,0.0002454519271850586,0.5935830473899841,414.4796357154846,-0.006379022262990475,435.1597595214844
0.0,0.00015837173850741237,,1763260475.6573756,-0.20521056652069092,2570,604.0,,236160,0.0004819529131054878,-0.0025706514716148376,0.5749949216842651,417.18620252609253,0.009732122533023357,9.44831408560276e-05
,,500.0,1763260475.6911669,,2571,,500.0,236217,,,,417.2199938297272,,
,,500.0,1763260476.2662654,,2576,,500.0,236717,,,,417.79509234428406,,
0.0,0.00015798771346453577,,1763260476.3750956,0.00015228986740112305,2577,604.0,,236800,0.0001712590456008911,0.0018773749470710754,0.5957972407341003,417.9039225578308,-0.006045157089829445,274.3805847167969
0.0,0.00015606758825015277,,1763260479.8394783,-0.03528952598571777,2608,607.0,,240000,0.0003567291423678398,-0.0011242404580116272,0.5097297430038452,421.3683052062988,0.001026867888867855,0.00013699510600417852
,,500.0,1763260479.9996731,,2610,,500.0,240217,,,,421.52850008010864,,
,,500.0,1763260482.0517137,,2630,,500.0,242217,,,,423.58054065704346,,
0.0,0.00015437787806149572,,1763260482.7307804,-6.341934204101562e-05,2636,610.0,,242816,0.00010967254638671875,-0.004142141900956631,0.5154398679733276,424.2596073150635,-0.0023260824382305145,184.9794464111328
0.0,0.00015376343799289316,,1763260483.763836,1.722574234008789e-05,2646,611.0,,243840,7.99642875790596e-05,0.0013978183269500732,0.6194489002227783,425.292662858963,-0.0007691634818911552,96.98274993896484
0.0,0.00015368663298431784,,1763260483.893659,0.033542752265930176,2647,611.0,,243968,9.551644325256348e-05,-0.001725614070892334,0.5966807007789612,425.42248606681824,0.00024081580340862274,0.0018172644777223468
0.0,0.00015360982797574252,,1763260484.0246367,-0.11513686180114746,2648,611.0,,244096,0.0003545638173818588,-0.0032491255551576614,0.5621598958969116,425.5534636974335,-0.0031489841639995575,0.00012980055180378258
0.0,0.0001523809478385374,,1763260486.3576615,0.03059995174407959,2668,612.0,,246144,6.641540676355362e-05,-0.0017172005027532578,0.5787827372550964,427.8864884376526,-0.0008109146729111671,0.00012689184222836047
0.0,0.00015207372780423611,,1763260486.9319386,0.25000572204589844,2673,613.0,,246656,0.0003947727382183075,-0.01096007227897644,0.5023436546325684,428.46076560020447,0.00046505965292453766,0.0003015140537172556
0.0,0.00015145928773563355,,1763260488.0311742,0.137800395488739,2683,614.0,,247680,9.707733988761902e-05,-0.0010021477937698364,0.6034281253814697,429.56000113487244,-0.00296952947974205,9.6635238151066e-05
0.0,0.0001512288727099076,,1763260488.4086757,-0.5279614925384521,2687,614.0,,248064,0.00033137574791908264,-0.005916021764278412,0.5538603067398071,429.93750262260437,-0.0019763149321079254,0.0002361293154535815
,,500.0,1763260488.5661988,,2689,,500.0,248217,,,,430.0950257778168,,
0.0,0.0001509216526756063,,1763260488.9951284,-0.12332344055175781,2692,614.0,,248576,0.00020688120275735855,0.003696925938129425,0.5383790135383606,430.5239553451538,0.001781427301466465,0.00013862970808986574
0.0,0.0001484639069531113,,1763260493.3795984,0.04661214351654053,2732,618.0,,252672,0.0001989174634218216,-0.0010578036308288574,0.5240382552146912,434.9084253311157,-0.0003044605255126953,0.00011460509267635643
,,500.0,1763260495.4573855,,2752,,500.0,254717,,,,436.98621249198914,,
,,500.0,1763260496.0040374,,2757,,500.0,255217,,,,437.5328643321991,,
,,500.0,1763260497.6615055,,2772,,500.0,256717,,,,439.1903324127197,,
,,500.0,1763260498.787544,,2782,,500.0,257717,,,,440.3163709640503,,
0.0,0.00014539170661009848,,1763260498.9171064,-2.7179718017578125e-05,2783,622.0,,257792,0.0007415059953927994,-0.004208143800497055,0.5238481163978577,440.44593334198,0.0022438466548919678,321.92193603515625
0.0,0.00014477726654149592,,1763260500.3473892,-1.621246337890625e-05,2793,622.0,,258816,9.062699973583221e-06,1.0170042514801025e-06,0.5315653085708618,441.876216173172,-0.0002728113904595375,337.968017578125
0.0,0.0001428571413271129,,1763260503.9528496,-0.00658261775970459,2824,625.0,,262016,4.1618943214416504e-05,-0.0015160366892814636,0.5477015376091003,445.48167657852173,0.00017493776977062225,0.0001411645789630711
0.0,0.0001417050661984831,,1763260506.0976593,-0.08560466766357422,2843,626.0,,263936,4.727859050035477e-05,0.001195121556520462,0.6051542162895203,447.6264863014221,-0.002634192816913128,0.0032844620291143656
0.0,0.0001408602111041546,,1763260507.6439207,4.827976226806641e-06,2857,627.0,,265344,0.001788291148841381,0.004883814603090286,0.5775966644287109,449.1727476119995,-0.002634863369166851,0.0007666245801374316
0.0,0.0001394009159412235,,1763260510.3268967,0.2448773980140686,2882,629.0,,267776,0.0006341943517327309,-0.009415864944458008,0.6031490564346313,451.85572361946106,-0.004175764508545399,0.006427065469324589
,,500.0,1763260511.1677067,,2890,,500.0,268559,,,,452.69653367996216,,
0.0,0.00013763441529590636,,1763260513.4563165,-0.10899615287780762,2911,631.0,,270720,9.176135063171387e-05,-0.00011235475540161133,0.5681069493293762,454.98514342308044,0.004566993564367294,0.003882206277921796
0.0,0.00013617512013297528,,1763260516.0781806,-3.325939178466797e-05,2935,633.0,,273152,3.689434379339218e-05,0.0007822513580322266,0.5631772875785828,457.6070075035095,-0.0013230657204985619,375.7472839355469
0.0,0.00013533026503864676,,1763260517.5334592,-1.3828277587890625e-05,2949,634.0,,274560,0.00015062186866998672,-0.004448093473911285,0.5676339268684387,459.06228613853455,-0.0025386465713381767,150.92457580566406
0.0,0.00013463901996146888,,1763260518.7749074,-0.1668320894241333,2960,635.0,,275712,0.0009314417839050293,-0.013245150446891785,0.5200334787368774,460.30373430252075,-0.0020236708223819733,0.0031593567691743374
0.0,0.00013371735985856503,,1763260520.4881363,0.06794148683547974,2975,636.0,,277248,4.303921014070511e-05,-0.0009284205734729767,0.553914487361908,462.0169632434845,-0.0026187030598521233,0.003090885002166033
0.0,0.0001328725047642365,,1763260521.9790337,-0.00011241436004638672,2989,637.0,,278656,0.00016327202320098877,-0.002422541379928589,0.5708228945732117,463.507860660553,-0.004507994279265404,287.1462097167969
0.0,0.00013233486970420927,,1763260522.91968,-0.002714872360229492,2997,638.0,,279552,0.0007738610729575157,0.00026126671582460403,0.6406262516975403,464.4485070705414,0.0152708375826478,0.00010567839490249753
0.0,0.00013149001460988075,,1763260524.4791834,-0.03538322448730469,3011,639.0,,280960,0.0021635545417666435,0.008532770909368992,0.5464005470275879,466.00801038742065,0.012601426802575588,0.00014163875312078744
0.0,0.00012910905934404582,,1763260528.868994,-0.05490386486053467,3051,641.0,,284928,0.00014028791338205338,0.0030210409313440323,0.5619131922721863,470.39782094955444,-0.003044730983674526,0.00015263001841958612
,,500.0,1763260529.0255442,,3053,,500.0,285076,,,,470.55437111854553,,
0.0,0.00012818739924114197,,1763260530.560999,-0.009765148162841797,3066,642.0,,286464,0.0015435349196195602,-5.225092172622681e-05,0.5529839992523193,472.08982586860657,-0.0018085408955812454,0.00031780265271663666
0.0,0.00012795698421541601,,1763260530.994532,-0.10221636295318604,3070,642.0,,286848,0.00138125941157341,-0.012342255562543869,0.5516623854637146,472.5233590602875,-0.01918165013194084,0.00016358077118638903
0.0,0.0001271889341296628,,1763260532.4070423,4.190206527709961e-05,3083,643.0,,288128,3.281049430370331e-06,0.00023619085550308228,0.5935168266296387,473.93586921691895,0.0005243560299277306,561.1583251953125
0.0,0.00012626727402675897,,1763260534.1358168,-6.413459777832031e-05,3098,644.0,,289664,0.00012878235429525375,-0.00030096620321273804,0.5244588851928711,475.66464376449585,-0.00191423948854208,229.4462432861328
0.0,0.00012596006854437292,,1763260534.6624908,-3.039836883544922e-05,3103,645.0,,290176,0.00010025035589933395,0.002036329358816147,0.5816030502319336,476.19131779670715,-0.003452843986451626,521.7405395507812
,,500.0,1763260537.273404,,3127,,500.0,292591,,,,478.80223083496094,,
0.0,0.0001244239683728665,,1763260537.5251446,-0.08631038665771484,3129,646.0,,292736,0.0018564285710453987,-0.014673136174678802,0.5385408997535706,479.05397152900696,-0.0014009112492203712,0.0044468846172094345
0.0,0.0001236559182871133,,1763260538.892906,0.09773898124694824,3141,647.0,,294016,0.0003802292048931122,-0.0009316243231296539,0.6163229942321777,480.42173290252686,-0.0007854867726564407,0.00014072867634240538
0.0,0.000123579113278538,,1763260539.0324903,1.6450881958007812e-05,3143,647.0,,294144,9.814929217100143e-05,0.005157358944416046,0.6106821298599243,480.5613172054291,-0.002812451682984829,380.2133483886719
0.0,0.00012334869825281203,,1763260539.4140546,-0.27276408672332764,3146,647.0,,294528,2.9597431421279907e-06,0.000178605318069458,0.5659832954406738,480.9428815841675,0.00014665164053440094,0.00021184259094297886
0.0,0.00012196620809845626,,1763260541.9338322,-0.09921908378601074,3170,649.0,,296832,0.00015197601169347763,-0.003042515367269516,0.5643909573554993,483.4626591205597,-0.005504895932972431,0.002966200700029731
,,500.0,1763260543.2358005,,3183,,500.0,298132,,,,484.76462745666504,,
,,500.0,1763260543.7696931,,3188,,500.0,298632,,,,485.2985200881958,,
,,500.0,1763260546.630308,,3217,,500.0,301632,,,,488.15913486480713,,
0.0,0.00011866359272971749,,1763260547.3160613,-0.15588593482971191,3224,653.0,,302336,0.00010591838508844376,-0.002992648631334305,0.566514253616333,488.84488821029663,0.0016141394153237343,0.0030272388830780983
0.0,0.00011728110257536173,,1763260549.4253428,5.167722702026367e-05,3247,655.0,,304640,4.4578686356544495e-05,-0.0005067363381385803,0.5772415399551392,490.9541697502136,-0.0005796831101179123,437.4319152832031
0.0,0.00011705069482559338,,1763260549.764061,-0.3223792314529419,3250,656.0,,305024,0.0003898339346051216,-0.0038286522030830383,0.5576770901679993,491.2928879261017,-0.0016861604526638985,0.00011911233013961464
0.0,0.00011697388981701806,,1763260549.8793738,0.00015312433242797852,3252,656.0,,305152,0.00026054494082927704,0.0016688257455825806,0.5537387132644653,491.4082007408142,-0.002383813261985779,288.2023010253906
0.0,0.0001167434747912921,,1763260550.214915,-0.04964637756347656,3255,656.0,,305536,0.0006609810516238213,-0.006831180304288864,0.6278253197669983,491.74374198913574,-0.0016633132472634315,0.00015979944146238267
0.0,0.00011651305976556614,,1763260550.5907655,-0.4354593753814697,3259,656.0,,305920,0.0008497908711433411,-0.004915699362754822,0.5395764112472534,492.1195924282074,0.0032321978360414505,0.00019672911730594933
0.0,0.00011574500967981294,,1763260551.7634134,4.279613494873047e-05,3272,657.0,,307200,3.316439688205719e-05,-0.0008325576782226562,0.48108720779418945,493.29224038124084,-0.0013135969638824463,202.74215698242188
0.0,0.00011551459465408698,,1763260552.0955596,-0.06483900547027588,3275,658.0,,307584,0.00021094735711812973,-0.0007918700575828552,0.559589147567749,493.624386548996,-0.0002722041681408882,0.0001250147761311382
,,500.0,1763260552.1135156,,3276,,500.0,307632,,,,493.64234256744385,,
0.0,0.00011420890950830653,,1763260554.057461,-0.02980172634124756,3296,660.0,,309760,0.0002995086833834648,-0.0065351128578186035,0.5881736278533936,495.5862879753113,-0.0005094213411211967,0.002984627615660429
,,500.0,1763260554.3149385,,3299,,500.0,310132,,,,495.84376549720764,,
0.0,0.00011159753921674564,,1763260557.989442,0.20044249296188354,3338,663.0,,314112,0.00018055923283100128,0.0008554272353649139,0.5725131630897522,499.51826906204224,0.0019334647804498672,0.00015714320761617273
0.0,0.00011090630141552538,,1763260559.0214162,0.00021332502365112305,3351,664.0,,315264,4.005618393421173e-06,-0.0007607825100421906,0.5238706469535828,500.55024313926697,0.00035112258046865463,473.0894470214844
0.0,0.00011052227637264878,,1763260559.571868,-0.3107151985168457,3357,665.0,,315904,0.0010926136747002602,-0.007525794208049774,0.5232090353965759,501.10069489479065,-0.01669994741678238,0.0006417952827177942
0.0,0.00011036866635549814,,1763260559.8257906,-0.00010025501251220703,3360,665.0,,316160,0.00012947805225849152,0.0011283084750175476,0.6032454371452332,501.3546175956726,0.006700295954942703,572.4564208984375
0.0,0.00010806451609823853,,1763260563.2580562,0.22035706043243408,3398,668.0,,320000,3.8028694689273834e-05,-0.0010934323072433472,0.5393983721733093,504.78688311576843,0.00031072739511728287,0.0028380786534398794
,,500.0,1763260563.516007,,3401,,500.0,320364,,,,505.0448338985443,,
,,500.0,1763260564.006036,,3406,,500.0,320864,,,,505.5348629951477,,
0.0,0.00010752688103821129,,1763260564.0914311,3.516674041748047e-06,3407,669.0,,320896,0.00011329632252454758,0.0035550445318222046,0.5591486096382141,505.62025809288025,0.0020324932411313057,393.6665954589844
