losses/clipfrac,charts/learning_rate,charts/episodic_length,_timestamp,losses/explained_variance,_step,charts/SPS,charts/episodic_return,global_step,losses/approx_kl,losses/policy_loss,losses/entropy,_runtime,losses/old_approx_kl,losses/value_loss
0.0,1.3594470146927051e-05,,1763260719.5909932,0.06669086217880249,4971,752.0,,477440,2.7284957468509674e-05,-0.0004253685474395752,0.5988612174987793,661.1198201179504,0.0002908064052462578,0.0014788841363042593
0.0,1.3517665138351731e-05,,1763260719.6998796,-0.3081989288330078,4972,752.0,,477568,1.5080906450748444e-05,-0.0003428533673286438,0.5507712960243225,661.2287065982819,-0.0011188304051756859,0.0011826344998553395
0.0,1.3133641004969832e-05,,1763260720.2825997,-0.060721755027770996,4978,752.0,,478208,1.617148518562317e-05,-0.0003908080980181694,0.5968897938728333,661.8114266395569,-0.0011389199644327164,0.0010181551333516836
0.0,1.2980030987819191e-05,,1763260720.5046244,0.09578061103820801,4981,752.0,,478464,1.0021030902862549e-06,-0.00020102784037590027,0.5975837111473083,662.0334513187408,-1.0952353477478027e-05,0.0015217721229419112
0.0,1.251920093636727e-05,,1763260721.204655,-0.0002111196517944336,4989,753.0,,479232,1.0710209608078003e-07,5.056895315647125e-05,0.5851924419403076,662.7334818840027,9.34116542339325e-07,174.27645874023438
0.0,1.221198181156069e-05,,1763260721.6456652,-0.00010120868682861328,4994,753.0,,479744,1.689419150352478e-06,0.00016753189265727997,0.6091449856758118,663.1744921207428,-0.0005837026983499527,276.2200927734375
,,500.0,1763260722.917839,,5008,,500.0,481214,,,,664.4466660022736,,
,,500.0,1763260723.3872864,,5013,,500.0,481714,,,,664.9161133766174,,
0.0,1.0906297575274948e-05,,1763260723.589562,0.5109615325927734,5015,754.0,,481920,5.034729838371277e-06,-0.0005910173058509827,0.5576004385948181,665.1183888912201,-8.979625999927521e-05,0.0015098437434062362
0.0,9.447004231333267e-06,,1763260725.751961,0.017612695693969727,5039,755.0,,484352,4.362314939498901e-06,0.0006393101066350937,0.5375425219535828,667.2807879447937,0.00015434995293617249,0.0014667449286207557
0.0,7.450076736859046e-06,,1763260728.715165,0.0031205415725708008,5071,757.0,,487680,1.0579824447631836e-05,-0.0006022294983267784,0.60927814245224,670.2439918518066,-0.0002088751643896103,0.0012497662100940943
0.0,4.685100066126324e-06,,1763260732.8205605,-8.058547973632812e-05,5117,759.0,,492288,3.166496753692627e-08,4.330649971961975e-06,0.5917750597000122,674.3493874073029,-3.4129247069358826e-05,501.8531494140625
0.0,4.377880031825043e-06,,1763260733.2593684,0.12011367082595825,5122,759.0,,492800,1.7881393432617188e-07,-0.00016185641288757324,0.554002046585083,674.7881953716278,0.00011199899017810822,0.0011784336529672146
0.0,4.070660452271113e-06,,1763260733.7341638,-0.014308452606201172,5127,760.0,,493312,9.844079613685608e-07,-0.0003807246685028076,0.610063910484314,675.2629907131195,4.057493060827255e-05,0.0012888009659945965
,,500.0,1763260733.7573369,,5128,,500.0,493378,,,,675.2861638069153,,
0.0,3.3026112760126125e-06,,1763260734.8624933,0.024650096893310547,5140,760.0,,494592,1.1594966053962708e-06,2.2063031792640686e-05,0.5748107433319092,676.3913202285767,-0.00024692993611097336,0.0014569942140951753
0.0,2.918586687883362e-06,,1763260735.4087436,-0.11686050891876221,5146,761.0,,495232,7.310882210731506e-07,0.00021493062376976013,0.5699307918548584,676.9375705718994,-7.887464016675949e-05,0.001518451957963407
0.0,2.6881721169047523e-06,,1763260735.7693064,0.6163970232009888,5150,761.0,,495616,1.535750925540924e-06,-0.00013586878776550293,0.49623146653175354,677.2981333732605,0.00021239649504423141,0.0014552015345543623
,,272.0,1763260735.7846935,,5151,,272.0,495650,,,,677.3135204315186,,
0.0,1.9201229406462517e-06,,1763260736.8928063,0.36990147829055786,5163,762.0,,496896,2.8870999813079834e-08,-6.122887134552002e-05,0.5067152976989746,678.4216332435608,-4.003848880529404e-05,0.0012583002680912614
,,500.0,1763260737.0431526,,5165,,500.0,497150,,,,678.5719795227051,,
