charts/episodic_length,losses/explained_variance,losses/clipfrac,_step,charts/SPS,losses/policy_loss,charts/learning_rate,_runtime,losses/approx_kl,global_step,losses/entropy,charts/episodic_return,losses/value_loss,losses/old_approx_kl,_timestamp
,-0.9226841926574707,0.0,1895,1078.0,0.0018495731055736542,0.00019892472482752055,183.66196632385254,0.0002086404711008072,168576,0.5889295339584351,,0.004313606768846512,0.005284855142235756,1763260269.1051912
,-0.10523879528045654,0.0,1903,1078.0,-0.005856107920408249,0.0001983870897674933,184.49179339408875,0.0005797566846013069,169472,0.579242467880249,,0.0054137129336595535,0.0031734658405184746,1763260269.9350183
500.0,,,1906,,,,184.78475332260132,,169844,,500.0,,,1763260270.2279782
,-0.5814311504364014,0.0,1918,1078.0,-0.001051243394613266,0.0001974654442165047,185.94481682777405,4.260428249835968e-05,171008,0.4913386106491089,,0.004323290195316076,-0.00022551976144313812,1763260271.3880417
,0.014208853244781494,0.0,1920,1078.0,-0.011127233505249023,0.00019731183419935405,186.22972297668457,0.001764225773513317,171264,0.5100116729736328,,9.833585500018671e-05,0.012142130173742771,1763260271.672948
,-0.10322189331054688,0.0,1945,1078.0,0.0010781995952129364,0.00019577573402784765,188.54365301132202,0.00022694189101457596,173824,0.5141682028770447,,0.00018626432574819773,-0.004544352181255817,1763260273.986878
,-0.1411048173904419,0.0,1959,1078.0,-0.0008082538843154907,0.00019493087893351912,189.80358028411865,0.00018242839723825455,175232,0.471366822719574,,0.00021472529624588788,0.0031796256080269814,1763260275.2468052
,0.15307706594467163,0.0,1973,1078.0,0.0014140009880065918,0.0001940860238391906,191.069322347641,0.00022491440176963806,176640,0.4737318754196167,,0.00028326548635959625,-0.0037586484104394913,1763260276.5125473
500.0,,,1985,,,,192.18247294425964,,177844,,500.0,,,1763260277.6256979
,-2.968311309814453e-05,0.0,1991,1078.0,-0.0011146385222673416,0.00019301075371913612,192.79121804237366,3.597792237997055e-05,178432,0.5179779529571533,,664.562744140625,0.0009560426697134972,1763260278.234443
,-0.16324126720428467,0.0,2002,1078.0,0.0005624592304229736,0.00019231950864195824,193.857328414917,0.0002658069133758545,179584,0.5283776521682739,,0.00399073725566268,-0.001584244892001152,1763260279.3005533
,-0.017600655555725098,0.0,2007,1078.0,-0.00825369544327259,0.00019201228860765696,194.30655431747437,0.0004654126241803169,180096,0.5336400270462036,,0.001102479756809771,0.002763128839433193,1763260279.7497792
,-0.09409129619598389,0.0,2016,1078.0,-0.0012982934713363647,0.00019147465354762971,195.14219093322754,0.0012189662083983421,180992,0.5014286637306213,,0.006758128758519888,-0.010966815985739231,1763260280.5854158
500.0,,,2019,,,,195.43925833702087,,181344,,500.0,,,1763260280.8824832
500.0,,,2024,,,,195.9103124141693,,181844,,500.0,,,1763260281.3535373
,-0.09032988548278809,0.0,2027,1078.0,0.0032036155462265015,0.00019078340847045183,196.21855092048645,0.001331578940153122,182144,0.5554211139678955,,0.0003400540736038238,-0.00308271124958992,1763260281.6617758
500.0,,,2029,,,,196.35544395446777,,182344,,500.0,,,1763260281.7986689
500.0,,,2034,,,,196.83896017074585,,182844,,500.0,,,1763260282.282185
,2.872943878173828e-05,0.0,2045,1078.0,0.00097617506980896,0.00018970813835039735,197.87469387054443,0.0002735378220677376,183936,0.5690756440162659,,404.2255859375,0.0116712162271142,1763260283.3179188
,-0.016005754470825195,0.0,2051,1078.0,0.010296419262886047,0.00018932411330752075,198.43602228164673,0.0004706382751464844,184576,0.5682082176208496,,0.004929760005325079,0.0014873705804347992,1763260283.8792472
,-0.066070556640625,0.0,2052,1078.0,0.002455413341522217,0.00018924730829894543,198.57773971557617,0.00035478267818689346,184704,0.5926723480224609,,0.00027025036979466677,0.002938278950750828,1763260284.0209646
,-0.06470799446105957,0.0,2070,1079.0,-4.466879181563854e-05,0.00018809523317031562,200.30780386924744,2.438575029373169e-05,186624,0.5812321901321411,,0.00042392630712129176,0.002619922161102295,1763260285.7510288
,-0.5925594568252563,0.0,2076,1079.0,-0.0005617514252662659,0.00018771120812743902,200.90078377723694,9.420327842235565e-06,187264,0.5574543476104736,,0.0002866577706299722,0.0001596333459019661,1763260286.3440087
,0.271371066570282,0.0,2093,1079.0,-0.003444407135248184,0.00018671274301595986,202.39476490020752,0.0008717728778719902,188928,0.5418376326560974,,0.00022417830768972635,0.009069397114217281,1763260287.8379898
,-0.09049379825592041,0.00390625,2094,1079.0,0.008469715714454651,0.00018663593800738454,202.50589728355408,0.0027427850291132927,189056,0.6069092154502869,,0.00016258229152299464,-0.016430776566267014,1763260287.9491222
,0.024281322956085205,0.0,2117,1079.0,-0.010560210794210434,0.000185253462404944,204.6509256362915,0.0012025795876979828,191360,0.5525289177894592,,0.00022010414977557957,0.004993606358766556,1763260290.0941505
,-0.18015921115875244,0.0,2141,1079.0,-0.0011495351791381836,0.00018379416724201292,206.88393211364746,0.0009455196559429169,193792,0.5735331773757935,,0.00021168305829633027,0.0007531940937042236,1763260292.327157
,-0.12577784061431885,0.0,2146,1079.0,-0.007380157709121704,0.00018348694720771164,207.38335585594177,0.0009517297148704529,194304,0.580208420753479,,0.00030048948246985674,0.0038155559450387955,1763260292.8265808
,-1.4681799411773682,0.0,2147,1079.0,-0.004110764712095261,0.00018341014219913632,207.49407124519348,0.0013934392482042313,194432,0.5271017551422119,,0.00017387083789799362,0.0032710153609514236,1763260292.9372962
500.0,,,2148,,,,207.5231375694275,,194508,,500.0,,,1763260292.9663625
,-0.572731614112854,0.001953125,2155,1079.0,-0.013548996299505234,0.0001829493121476844,208.20161390304565,0.0010271444916725159,195200,0.5881196856498718,,0.0006650775903835893,-0.0013895295560359955,1763260293.6448388
,-0.07335364818572998,0.0,2172,1079.0,-0.0037428103387355804,0.00018195084703620523,209.68684577941895,0.0001985449343919754,196864,0.5598830580711365,,0.0005700216279365122,-0.001911139115691185,1763260295.1300707
,-4.887580871582031e-06,0.0,2185,1079.0,0.0005563944578170776,0.00018118279695045203,210.83891892433167,0.00016267318278551102,198144,0.50031578540802,,114.81458282470703,-0.002026720903813839,1763260296.2821438
,0.2878647446632385,0.0,2192,1080.0,-0.001884549856185913,0.0001807219668990001,211.53905987739563,8.930452167987823e-05,198912,0.5208463668823242,,0.00043728481978178024,0.00044233910739421844,1763260296.9822848
,0.0049520134925842285,0.0,2198,1080.0,-0.008132576942443848,0.0001803379418561235,212.09646368026733,0.0011077849194407463,199552,0.5694915652275085,,0.00014116993406787515,0.004923812113702297,1763260297.5396886
500.0,,,2199,,,,212.1024968624115,,199564,,500.0,,,1763260297.5457218
,-0.04573512077331543,0.0,2211,1080.0,-0.0018856702372431755,0.00017949308676179498,213.40162467956543,0.0004573017358779907,200960,0.5511028170585632,,0.00011642755998764187,0.0025494545698165894,1763260298.8448496
,-0.020828723907470703,0.0,2214,1080.0,-0.013179700821638107,0.00017933947674464434,213.62395644187927,0.0003250120207667351,201216,0.554768443107605,,0.00412993086501956,-0.002514244057238102,1763260299.0671813
,-0.015544772148132324,0.0,2220,1080.0,0.001499917358160019,0.00017895545170176774,214.18113565444946,0.00019307900220155716,201856,0.6167211532592773,,0.00020330048573669046,-0.000824236311018467,1763260299.6243606
,2.6404857635498047e-05,0.0,2223,1080.0,-0.006411407142877579,0.0001788018416846171,214.4384880065918,0.00023438595235347748,202112,0.5700059533119202,,169.6887664794922,-0.0054831430315971375,1763260299.881713
,-0.0875539779663086,0.0,2225,1080.0,-0.001083657145500183,0.00017864823166746646,214.66249012947083,0.0003494415432214737,202368,0.5773119926452637,,0.00031409121584147215,0.0018667839467525482,1763260300.105715
,-0.12602293491363525,0.0,2226,1080.0,0.008000612258911133,0.00017857142665889114,214.7709081172943,0.000896768644452095,202496,0.5312933921813965,,0.00013087924162391573,-0.005666261538863182,1763260300.214133
500.0,,,2227,,,,214.79729676246643,,202564,,500.0,,,1763260300.2405217
,-0.14351773262023926,0.0,2231,1080.0,-1.9609928131103516e-05,0.00017826420662458986,215.21565127372742,0.00030114781111478806,203008,0.5488120317459106,,0.00011961335258092731,-0.004023323766887188,1763260300.6588762
,0.3212365508079529,0.0,2235,1080.0,0.0010824054479599,0.0001780337915988639,215.58575248718262,0.00036976486444473267,203392,0.5514659881591797,,9.947410580934957e-05,0.006370507180690765,1763260301.0289774
,0.024584829807281494,0.0,2241,1080.0,0.00809410959482193,0.0001776497665559873,216.14360976219177,0.001054239459335804,204032,0.5548842549324036,,0.00013557789498008788,-0.0015780506655573845,1763260301.5868347
,1.3053417205810547e-05,0.0,2248,1080.0,0.0028519928455352783,0.0001772657415131107,216.73644995689392,0.00010457076132297516,204672,0.5865257382392883,,439.676513671875,0.004944587126374245,1763260302.1796749
,-0.18888401985168457,0.009765625,2250,1080.0,-0.012734808027744293,0.00017711213149596006,216.95707535743713,0.0034363623708486557,204928,0.5553450584411621,,0.00035228487104177475,-0.00888054259121418,1763260302.4003003
,-1.609325408935547e-05,0.0,2253,1080.0,-0.0003889501094818115,0.00017695852147880942,217.18217706680298,0.00023696105927228928,205184,0.5755214691162109,,0.012469010427594185,0.008790778927505016,1763260302.625402
,2.8133392333984375e-05,0.0,2272,1081.0,0.0003871601074934006,0.0001758064463501796,218.9320900440216,5.2735209465026855e-05,207104,0.6121105551719666,,281.3284606933594,-0.001235293224453926,1763260304.375315
,-0.07466042041778564,0.0,2280,1081.0,0.004674836993217468,0.00017526881129015237,219.74556875228882,0.00021482724696397781,208000,0.6091839075088501,,0.0001153049961430952,0.006080913357436657,1763260305.1887937
,0.2378610372543335,0.005859375,2295,1081.0,-0.0012859031558036804,0.00017434715118724853,221.11294960975647,0.004272520542144775,209536,0.5178465843200684,,0.0001071642036549747,-0.02316012978553772,1763260306.5561745
,-0.0936509370803833,0.0,2298,1081.0,-0.002826247364282608,0.0001741935411700979,221.33530521392822,0.0001987433061003685,209792,0.5624476075172424,,0.005538849160075188,0.0017541879788041115,1763260306.7785301
,0.00039374828338623047,0.0,2310,1081.0,-0.0031229183077812195,0.00017350231064483523,222.3757860660553,0.00027682818472385406,210944,0.6112586855888367,,245.9951934814453,0.0045016370713710785,1763260307.819011
,-0.37508833408355713,0.0,2312,1081.0,0.002079315483570099,0.0001733487006276846,222.6290168762207,0.0008076047524809837,211200,0.5815028548240662,,0.00024570839013904333,0.006070311181247234,1763260308.0722418
,-0.21927905082702637,0.0,2318,1081.0,-0.005941204726696014,0.000172964675584808,223.18347668647766,0.001403852365911007,211840,0.4952899217605591,,9.909890650305897e-05,0.00035115424543619156,1763260308.6267016
,-0.24107587337493896,0.0,2322,1081.0,0.013125352561473846,0.00017273426055908203,223.51860213279724,0.0008311625570058823,212224,0.5128757357597351,,0.0002629595692269504,-0.003772389143705368,1763260308.961827
500.0,,,2324,,,,223.671466588974,,212368,,500.0,,,1763260309.1146915
184.0,,,2329,,,,224.03940796852112,,212847,,184.0,,,1763260309.4826329
500.0,,,2339,,,,224.75631189346313,,213608,,500.0,,,1763260310.1995368
,-0.030029773712158203,0.0,2343,1081.0,-0.006416797637939453,0.00017165899043902755,225.164000749588,0.0011786334216594696,214016,0.5590119957923889,,0.0010868972167372704,-0.00100652314722538,1763260310.6072257
,-0.35193097591400146,0.0,2348,1082.0,0.0026692505925893784,0.00017135177040472627,225.61103081703186,0.00030061881989240646,214528,0.5826672315597534,,0.00039186590583994985,-0.002701117657124996,1763260311.0542557
500.0,,,2354,,,,226.1178457736969,,215108,,500.0,,,1763260311.5610707
,0.19647228717803955,0.0,2363,1082.0,0.0064581334590911865,0.00017050691531039774,226.90931272506714,0.0008195489645004272,215936,0.5869645476341248,,0.0003914377884939313,-0.012638522312045097,1763260312.3525376
,-9.298324584960938e-06,0.0,2389,1082.0,-0.0038780122995376587,0.00016897081513889134,229.20859146118164,0.0007758969441056252,218496,0.5566918253898621,,325.30413818359375,-0.0038098646327853203,1763260314.6518164
,-1.5020370483398438e-05,0.0,2394,1082.0,0.00022736750543117523,0.00016866359510459006,229.65309715270996,1.6693957149982452e-05,219008,0.4767979085445404,,236.17283630371094,0.0009374460205435753,1763260315.096322
,5.960464477539062e-07,0.0,2409,1082.0,0.0004528607241809368,0.00016774193500168622,231.05414295196533,4.194770008325577e-05,220544,0.5177364945411682,,429.7861633300781,0.0014861514791846275,1763260316.4973679
,-0.14247357845306396,0.0,2426,1082.0,0.0018834024667739868,0.00016666666488163173,232.68838787078857,0.0005401531234383583,222336,0.50799959897995,,0.00011023597471648827,-0.0016744649037718773,1763260318.1316128
,-0.37335288524627686,0.0,2430,1082.0,0.0005866959691047668,0.00016643624985590577,233.09391236305237,5.6521035730838776e-05,222720,0.5362234711647034,,0.0033069937489926815,-0.003148232586681843,1763260318.5371373
,0.26735854148864746,0.0,2449,1082.0,-0.004181774333119392,0.00016528417472727597,234.82113528251648,0.00015383772552013397,224640,0.4480631351470947,,0.003509641159325838,-0.0007925517857074738,1763260320.2643602
,0.5622835755348206,0.0,2465,1082.0,-0.012757312506437302,0.0001642857096157968,236.34541606903076,0.00031893420964479446,226304,0.43647828698158264,,0.0028008650988340378,0.0018940279260277748,1763260321.788641
,-3.5967202186584473,0.0,2491,1083.0,-0.0003284318372607231,0.0001627496094442904,238.64876246452332,0.00020508095622062683,228864,0.4250599145889282,,0.012095034122467041,-0.002585131675004959,1763260324.0919874
,-0.1508117914199829,0.00390625,2493,1083.0,-0.004398643970489502,0.00016259599942713976,238.86920738220215,0.0034804893657565117,229120,0.47804003953933716,,0.009304731152951717,-0.012137980200350285,1763260324.3124323
,-0.21873879432678223,0.0,2506,1083.0,0.0008976571261882782,0.00016182796389330178,240.0193226337433,0.0008176369592547417,230400,0.4184720516204834,,0.0051470254547894,0.000809825025498867,1763260325.4625475
500.0,,,2514,,,,240.74534845352173,,231209,,500.0,,,1763260326.1885734
,0.0048732757568359375,0.0,2515,1083.0,-0.0023486968129873276,0.00016129032883327454,240.8413896560669,4.961993545293808e-05,231296,0.4528585970401764,,380.31298828125,-0.0029078079387545586,1763260326.2846146
,0.06377643346786499,0.0,2520,1083.0,0.006987333297729492,0.00016098310879897326,241.28697609901428,0.00014067627489566803,231808,0.4224049150943756,,321.4471130371094,0.00013511814177036285,1763260326.730201
500.0,,,2533,,,,242.51352334022522,,233209,,500.0,,,1763260327.9567482
,-0.07011139392852783,0.0,2540,1083.0,-0.005426883697509766,0.00015975422866176814,243.1634635925293,0.00019616726785898209,233856,0.48092979192733765,,0.003444548463448882,-0.0014499006792902946,1763260328.6066885
,-0.14516115188598633,0.001953125,2547,1083.0,-0.012812245637178421,0.00015929339861031622,243.8648772239685,0.0014141378924250603,234624,0.5420162081718445,,0.00018748462025541812,-0.0022017089650034904,1763260329.3081021
,0.09683358669281006,0.0,2570,1083.0,-0.009756345301866531,0.00015791090845596045,246.00321888923645,0.00024926476180553436,236928,0.49465522170066833,,0.002575183752924204,-0.0008754804730415344,1763260331.4464438
,-1.0750060081481934,0.0,2571,1083.0,-0.001315005123615265,0.00015783410344738513,246.1164903640747,6.992928683757782e-05,237056,0.5260253548622131,,0.0002035166835412383,0.0003124997019767761,1763260331.5597153
,0.013445436954498291,0.0,2576,1083.0,0.00020110607147216797,0.00015752688341308385,246.59803009033203,4.134420305490494e-05,237568,0.4764617383480072,,0.00016603380208835006,0.00017169583588838577,1763260332.041255
,0.03155839443206787,0.0,2577,1083.0,-0.008250357583165169,0.00015745007840450853,246.7085576057434,0.0009893784299492836,237696,0.5405047535896301,,0.00015338459343183786,-0.0010455036535859108,1763260332.1517825
,-0.0004407167434692383,0.0,2608,1083.0,-0.004947952926158905,0.00015560675819870085,249.50186324119568,0.0003823842853307724,240768,0.5147294998168945,,213.0227813720703,-0.0020151287317276,1763260334.9450881
,-0.2961939573287964,0.0,2610,1083.0,-0.005775444209575653,0.0001554531481815502,249.75877952575684,0.00032633543014526367,241024,0.5040059685707092,,0.0003149026888422668,0.00794055126607418,1763260335.2020044
,-0.10185515880584717,0.0,2630,1084.0,0.00562402606010437,0.00015422426804434508,251.57827925682068,0.00016637519001960754,243072,0.46222013235092163,,0.00013345445040613413,0.0019369013607501984,1763260337.0215042
500.0,,,2636,,,,252.09902787208557,,243709,,500.0,,,1763260337.5422528
500.0,,,2646,,,,253.03615140914917,,244709,,500.0,,,1763260338.4793763
,-7.62939453125e-06,0.0,2647,1084.0,0.00414150208234787,0.00015322580293286592,253.11375498771667,0.0002702353522181511,244736,0.5469740629196167,,235.1024169921875,0.00017257314175367355,1763260338.55698
,-0.17396807670593262,0.0,2648,1084.0,0.0008844546973705292,0.0001531489979242906,253.23171758651733,1.9359402358531952e-05,244864,0.5282096862792969,,0.0028733627405017614,0.0013110777363181114,1763260338.6749425
,0.14645129442214966,0.0,2668,1084.0,-0.005131043493747711,0.00015192011778708547,255.1075689792633,0.0003105718642473221,246912,0.5894198417663574,,0.003370382823050022,-0.00041728653013706207,1763260340.550794
,-0.03402078151702881,0.0,2673,1084.0,0.0022134408354759216,0.0001516128977527842,255.57614088058472,0.00015144329518079758,247424,0.524870753288269,,0.0032453190069645643,0.0027644718065857887,1763260341.0193658
,-0.277262806892395,0.0,2683,1083.0,-0.00035410746932029724,0.00015099845768418163,256.56365418434143,0.00013240613043308258,248448,0.5252960324287415,,0.002877321559935808,0.0007739569991827011,1763260342.006879
,-0.0002014636993408203,0.0,2687,1084.0,0.001806505024433136,0.00015076804265845567,256.896595954895,0.0001658182591199875,248832,0.5263616442680359,,135.95156860351562,0.006211547181010246,1763260342.3398209
,-0.3337829113006592,0.0,2689,1083.0,0.0006859526038169861,0.00015061443264130503,257.152795791626,1.0056421160697937e-05,249088,0.5252620577812195,,0.00017671601381152868,0.0013970360159873962,1763260342.5960207
,-0.5336340665817261,0.0,2692,1084.0,-0.005418326705694199,0.0001504608226241544,257.37615990638733,0.0001844773069024086,249344,0.5381024479866028,,0.0034403435420244932,-0.002945932559669018,1763260342.8193848
,0.2375091314315796,0.0,2732,1084.0,-0.0011941753327846527,0.00014800307690165937,261.13427662849426,0.00023753661662340164,253440,0.5530203580856323,,0.0033814916387200356,-0.0036291414871811867,1763260346.5775015
,-1.4248933792114258,0.0,2752,1083.0,-0.02320846915245056,0.00014677419676445425,263.0526237487793,0.0012260489165782928,255488,0.49874618649482727,,0.0003248342254664749,0.008207708597183228,1763260348.4958487
,0.4790101647377014,0.0,2757,1083.0,-0.00366141926497221,0.00014646697673015296,263.58447551727295,0.00017865002155303955,256000,0.5502959489822388,,0.00011745548545150086,-0.0015266053378582,1763260349.0277004
,-0.07342934608459473,0.0,2772,1083.0,-0.007339343428611755,0.00014554531662724912,264.9845802783966,0.0009386055171489716,257536,0.5100266933441162,,0.00013791090168524534,0.0036220960319042206,1763260350.4278052
,0.08274269104003906,0.0,2782,1083.0,0.0031232833862304688,0.00014493087655864656,265.91233253479004,0.0006896983832120895,258560,0.5582556128501892,,8.971241186372936e-05,-0.013215409591794014,1763260351.3555574
,-0.7263140678405762,0.0,2783,1083.0,-0.014342725276947021,0.00014485407155007124,266.0223774909973,0.0012287814170122147,258688,0.5048646926879883,,0.0002714434522204101,0.005299726501107216,1763260351.4656024
500.0,,,2793,,,,266.8851406574249,,259709,,500.0,,,1763260352.3283656
,9.357929229736328e-06,0.0,2824,1084.0,0.005654193460941315,0.000142396311275661,269.74360513687134,9.980704635381699e-05,262784,0.5597290992736816,,337.2985534667969,-0.0006449567154049873,1763260355.18683
500.0,,,2843,,,,271.46081709861755,,264709,,500.0,,,1763260356.904042
500.0,,,2857,,,,272.79442715644836,,266209,,500.0,,,1763260358.237652
500.0,,,2882,,,,275.10962533950806,,268709,,500.0,,,1763260360.5528502
,-0.1874927282333374,0.0,2890,1084.0,-0.0031913109123706818,0.00013832564582116902,275.890394449234,0.00013065990060567856,269568,0.5613222122192383,,0.00011354422895237803,0.0005980739369988441,1763260361.3336194
500.0,,,2911,,,,277.8248767852783,,271709,,500.0,,,1763260363.2681017
,-0.30212724208831787,0.0,2935,1084.0,-0.0006627775728702545,0.00013556068006437272,280.1730341911316,0.00012956280261278152,274176,0.5430991649627686,,9.479463187744841e-05,-0.004351568408310413,1763260365.616259
,-0.035469651222229004,0.0,2949,1084.0,-0.001290157437324524,0.0001347158249700442,281.452757358551,0.0011858129873871803,275584,0.5129361152648926,,0.0001281522709177807,-0.004316455684602261,1763260366.8959823
500.0,,,2960,,,,282.4209487438202,,276709,,500.0,,,1763260367.8641737
500.0,,,2975,,,,283.7791111469269,,278209,,500.0,,,1763260369.222336
,-0.01943349838256836,0.0,2989,1085.0,-0.007295757532119751,0.00013225806469563395,285.1271240711212,0.0009771287441253662,279680,0.5668116807937622,,9.922833123710006e-05,-0.0024956371635198593,1763260370.570349
,-0.20129716396331787,0.0,2997,1085.0,-0.0028884410858154297,0.00013179723464418203,285.8369586467743,0.00031682755798101425,280448,0.6032304763793945,,0.00022867514053359628,-0.00045973341912031174,1763260371.2801836
500.0,,,3011,,,,287.0189018249512,,281807,,500.0,,,1763260372.4621267
,0.00010079145431518555,0.0,3051,1085.0,0.001367209479212761,0.00012857142428401858,290.7149419784546,8.598249405622482e-05,285824,0.561951220035553,,261.4104919433594,-0.005016106180846691,1763260376.158167
,0.06546860933303833,0.0,3053,1085.0,0.0022524073719978333,0.00012841781426686794,290.93576312065125,8.42185690999031e-05,286080,0.5403783321380615,,0.00019983008678536862,-0.00016485434025526047,1763260376.378988
,-4.8995018005371094e-05,0.0,3066,1085.0,-0.0007068142294883728,0.00012764976418111473,292.11354780197144,9.17930155992508e-05,287360,0.5080702900886536,,354.51556396484375,-0.0006059985607862473,1763260377.5567727
500.0,,,3070,,,,292.4808120727539,,287807,,500.0,,,1763260377.924037
,-0.18764162063598633,0.0,3083,1085.0,0.00037626922130584717,0.00012657449406106025,293.76127409935,0.0002108374610543251,289152,0.5815916657447815,,0.0001996947539737448,0.0005539534613490105,1763260379.204499
,0.539806604385376,0.0,3098,1085.0,-0.0024541616439819336,0.00012565284851007164,295.1354892253876,0.0015011979267001152,290688,0.5120735764503479,,9.105256322072819e-05,0.010697617195546627,1763260380.5787141
,-0.01755702495574951,0.0,3103,1085.0,-0.0012341886758804321,0.00012534562847577035,295.61211919784546,7.408391684293747e-05,291200,0.5932932496070862,,0.0001627696183277294,0.0008664941415190697,1763260381.055344
,0.061061084270477295,0.0,3127,1085.0,-0.0055872127413749695,0.00012388633331283927,297.94040155410767,0.00041731633245944977,293632,0.5744422078132629,,0.00014000163355376571,0.0008083730936050415,1763260383.3836265
500.0,,,3129,,,,298.0792751312256,,293807,,500.0,,,1763260383.5225
,-0.13409423828125,0.0,3141,1085.0,-0.006917901337146759,0.00012304147821851075,299.25701379776,0.0003730766475200653,295040,0.6077777147293091,,0.0032883882522583008,-0.006189534440636635,1763260384.7002387
,0.1599903106689453,0.0,3143,1085.0,0.004224121570587158,0.0001228878682013601,299.4909951686859,0.0002520391717553139,295296,0.5778810977935791,,9.684550605015829e-05,0.0018357662484049797,1763260384.93422
,0.10092425346374512,0.0,3146,1085.0,0.00014740228652954102,0.00012273425818420947,299.7236895561218,1.9455328583717346e-06,295552,0.6074076890945435,,0.0028083976358175278,0.00018932390958070755,1763260385.1669145
,-1.5263779163360596,0.0,3161,1085.0,-0.003193538635969162,0.00012181259808130562,301.14135456085205,0.00023685116320848465,297088,0.546073853969574,,0.00019480596529319882,0.0023933956399559975,1763260386.5845795
,-0.42604684829711914,0.0,3170,1085.0,0.0033878274261951447,0.00012127496302127838,301.9637801647186,0.00012647826224565506,297984,0.5343230962753296,,0.003764255903661251,0.0016839271411299706,1763260387.407005
500.0,,,3183,,,,303.16399908065796,,299307,,500.0,,,1763260388.607224
500.0,,,3188,,,,303.6087968349457,,299807,,500.0,,,1763260389.0520217
500.0,,,3217,,,,306.3250925540924,,302807,,500.0,,,1763260391.7683175
,-0.0788193941116333,0.0,3224,1085.0,0.00030894577503204346,0.00011797234765253961,306.96249985694885,1.3167038559913635e-05,303488,0.5867131352424622,,0.003280256874859333,-0.0017721187323331833,1763260392.4057248
500.0,,,3247,,,,309.04754638671875,,305807,,500.0,,,1763260394.4907713
,-0.05053114891052246,0.0,3250,1085.0,-0.0003769099712371826,0.0001163594497484155,309.4114878177643,0.0002539549022912979,306176,0.5553260445594788,,0.0002473144850227982,-0.002329925075173378,1763260394.8547127
500.0,,,3252,,,,309.52204179763794,,306307,,500.0,,,1763260394.9652667
,0.06842994689941406,0.0,3255,1085.0,0.001972425729036331,0.00011605222971411422,309.854229927063,0.0004010079428553581,306688,0.4625612795352936,,0.00011589546920731664,0.003224349580705166,1763260395.2974548
,-0.030328989028930664,0.0,3259,1085.0,0.002984076738357544,0.00011582181468838826,310.1897406578064,8.623860776424408e-05,307072,0.5358407497406006,,0.0001756621932145208,0.0025207828730344772,1763260395.6329656
,-1.430511474609375e-05,0.0,3272,1085.0,-0.00017392076551914215,0.00011505376460263506,311.34108543395996,2.5688670575618744e-05,308352,0.5791749954223633,,205.62081909179688,0.0027100546285510063,1763260396.7843103
,-0.024373173713684082,0.0,3275,1085.0,0.003203466534614563,0.0001148233495769091,311.71264123916626,0.00017709564417600632,308736,0.5580810308456421,,0.00016180824604816735,0.0008192220702767372,1763260397.1558661
500.0,,,3276,,,,311.74048233032227,,308807,,500.0,,,1763260397.1837072
500.0,,,3296,,,,313.6539132595062,,310807,,500.0,,,1763260399.0971382
,0.0013158917427062988,0.0,3299,1085.0,-0.005647007375955582,0.00011336405441397801,313.9768350124359,0.00017378199845552444,311168,0.5364376902580261,,0.00027563137700781226,0.0005433587357401848,1763260399.42006
,-0.18463444709777832,0.0,3338,1085.0,0.001815110445022583,0.0001109831064241007,317.5845446586609,0.00020226556807756424,315136,0.5471072196960449,,0.00018239839118905365,-0.0017430735751986504,1763260403.0277696
,-2.9802322387695312e-06,0.0,3351,1085.0,0.0008982941508293152,0.0001102150563383475,318.7891139984131,9.340234100818634e-06,316416,0.5678890347480774,,263.9443664550781,0.0013793827965855598,1763260404.232339
,-0.05021536350250244,0.0,3357,1085.0,-0.0007632821798324585,0.0001098310312954709,319.3809926509857,4.876498132944107e-05,317056,0.565552294254303,,0.002297339029610157,-0.001404530368745327,1763260404.8242176
,-8.165836334228516e-05,0.0,3360,1085.0,-0.00016051903367042542,0.00010967742127832025,319.605361700058,0.00015049800276756287,317312,0.6032329201698303,,202.74537658691406,-0.008209533989429474,1763260405.0485866
,0.4344857335090637,0.0,3398,1085.0,0.0014437995851039886,0.00010729646601248533,323.206889629364,0.00013135187327861786,321280,0.5452229976654053,,0.00017041154205799103,0.0003790203481912613,1763260408.6501145
,-0.011942625045776367,0.0,3401,1086.0,-0.0019462872296571732,0.00010714285599533468,323.4301550388336,0.00011858250945806503,321536,0.5207616090774536,,0.0027847937308251858,0.0014661895111203194,1763260408.87338
,-0.03292739391326904,0.0,3406,1086.0,0.0012752078473567963,0.0001068356359610334,323.87694907188416,1.1253170669078827e-05,322048,0.5713909268379211,,0.0027355137281119823,0.0017210515215992928,1763260409.320174
,-0.043132901191711426,0.0,3407,1086.0,0.0011768192052841187,0.00010675883095245808,323.987104177475,2.4259090423583984e-05,322176,0.5688971877098083,,0.00020291469991207123,0.0007352996617555618,1763260409.430329
,-8.571147918701172e-05,0.0,3419,1086.0,-0.005720378831028938,0.0001060675858752802,325.02726912498474,0.00022872351109981537,323328,0.5660168528556824,,262.17022705078125,-0.002086309716105461,1763260410.470494
,-0.7373710870742798,0.0,3426,1086.0,-0.0031176917254924774,0.00010560675582382828,325.7311074733734,7.511023432016373e-05,324096,0.5748024582862854,,0.00013325177133083344,0.0006772680208086967,1763260411.1743324
500.0,,,3428,,,,325.87101221084595,,324307,,500.0,,,1763260411.314237
