charts/episodic_length,losses/explained_variance,losses/clipfrac,_step,charts/SPS,losses/policy_loss,charts/learning_rate,_runtime,losses/approx_kl,global_step,losses/entropy,charts/episodic_return,losses/value_loss,losses/old_approx_kl,_timestamp
,4.649162292480469e-06,0.0,4939,1090.0,0.00015967339277267456,1.344086012977641e-05,465.3055090904236,8.223578333854675e-07,477696,0.5524776577949524,,525.9749145507812,-0.00022726599127054214,1763260550.748734
,-0.4837437868118286,0.0,4946,1090.0,-0.0006475970149040222,1.2980030987819191e-05,466.00914096832275,5.356036126613617e-06,478464,0.5300741791725159,,0.0012843069853261113,-0.000705433078110218,1763260551.4523659
,-7.152557373046875e-07,0.0,4953,1090.0,-0.0005535390228033066,1.259600594494259e-05,466.567405462265,1.7033889889717102e-06,479104,0.5453895330429077,,143.69039916992188,0.0002648802474141121,1763260552.0106304
,-3.421306610107422e-05,0.0,4958,1090.0,-8.491054177284241e-05,1.228878682013601e-05,467.04423451423645,5.094334483146667e-07,479616,0.6142808794975281,,328.1462097167969,-5.691405385732651e-05,1763260552.4874594
,6.93202018737793e-05,0.0,4963,1090.0,3.808736801147461e-05,1.198156678583473e-05,467.5151743888855,1.3932585716247559e-06,480128,0.5591861009597778,,515.23828125,-0.0002739354968070984,1763260552.9583993
,0.061394333839416504,0.0,4971,1090.0,-0.000250060111284256,1.144393263530219e-05,468.38540053367615,1.341104507446289e-06,481024,0.536758303642273,,0.0010472781723365188,0.000511806458234787,1763260553.8286254
500.0,,,4972,,,,468.40992426872253,,481084,,500.0,,,1763260553.8531492
,-3.063678741455078e-05,0.0,4978,1090.0,-0.00012367591261863708,1.1059907592425589e-05,469.03446221351624,1.0337680578231812e-07,481664,0.5578046441078186,,568.7778930664062,7.730908691883087e-06,1763260554.4776871
,-0.42937350273132324,0.0,4981,1090.0,7.168203592300415e-05,1.082949347619433e-05,469.37183117866516,2.1131709218025208e-06,482048,0.47965943813323975,,0.001383792026899755,0.0001605963334441185,1763260554.815056
,0.002818167209625244,0.0,4989,1090.0,-0.00017629563808441162,1.0368663424742408e-05,470.0844979286194,9.741634130477905e-07,482816,0.5410199165344238,,0.0015122492332011461,0.0005383733659982681,1763260555.5277228
,-0.024381637573242188,0.0,4994,1090.0,-4.381313920021057e-05,1.0061444299935829e-05,470.52933645248413,5.681067705154419e-07,483328,0.6051857471466064,,0.001515773474238813,5.455128848552704e-05,1763260555.9725614
,0.0784221887588501,0.0,5008,1090.0,-0.00010979920625686646,9.139785106526688e-06,471.89324474334717,3.625638782978058e-06,484864,0.5561022162437439,,0.0011748333927243948,-1.559685915708542e-05,1763260557.3364697
,-0.06607997417449951,0.0,5013,1090.0,-7.003545761108398e-05,8.832565072225407e-06,472.3781363964081,2.3283064365386963e-08,485376,0.5841313600540161,,0.0012436292599886656,3.2796524465084076e-05,1763260557.8213613
500.0,,,5015,,,,472.5159637928009,,485584,,500.0,,,1763260557.9591887
,-0.022853732109069824,0.0,5039,1090.0,-0.0002013668417930603,7.219662165880436e-06,474.8704538345337,1.3504177331924438e-07,488064,0.583499550819397,,0.0013134607579559088,-0.00014812033623456955,1763260560.3136787
,-0.004495978355407715,0.0,5071,1090.0,-0.00014872848987579346,5.299539225234184e-06,477.76111221313477,4.330649971961975e-07,491264,0.5747256875038147,,0.0015358669916167855,-0.00012607034295797348,1763260563.2043371
,-0.0494922399520874,0.0,5117,1090.0,-0.0001811496913433075,2.457757318552467e-06,482.0950722694397,2.0209699869155884e-07,496000,0.487436443567276,,0.001274083275347948,-5.043204873800278e-05,1763260567.5382972
,0.08785289525985718,0.0,5122,1090.0,-9.3802809715271e-06,2.150537738998537e-06,482.5426354408264,9.12696123123169e-08,496512,0.6081856489181519,,0.0011972534703090787,-7.123872637748718e-05,1763260567.9858603
,-0.08496713638305664,0.0,5127,1090.0,3.068894147872925e-05,1.8433179320709314e-06,483.0205247402191,4.284083843231201e-08,497024,0.5578173995018005,,0.0013985742116346955,-8.320063352584839e-05,1763260568.4637496
500.0,,,5128,,,,483.043092250824,,497084,,500.0,,,1763260568.4863172
,-0.1254488229751587,0.0,5140,1090.0,2.0116567611694336e-07,1.0752688694992685e-06,484.17635798454285,1.4901161193847656e-08,498304,0.5588624477386475,,0.0013601841637864709,1.7492100596427917e-05,1763260569.619583
,-0.00987100601196289,0.0,5146,1090.0,1.4953315258026123e-05,6.912442245265993e-07,484.7642333507538,1.210719347000122e-08,498944,0.5390793085098267,,0.001373321982100606,-2.60109081864357e-05,1763260570.2074583
,0.16461634635925293,0.0,5150,1090.0,-2.8517097234725952e-05,4.6082948301773285e-07,485.096839427948,8.381903171539307e-09,499328,0.5576171875,,0.0013276973040774465,3.30926850438118e-05,1763260570.5400643
,-0.06834280490875244,0.0,5151,1090.0,-2.9571354389190674e-05,3.8402458812925033e-07,485.2088885307312,2.514570951461792e-08,499456,0.5835630893707275,,0.0012839405098930001,2.8743408620357513e-05,1763260570.6521134
