charts/episodic_return,global_step,losses/clipfrac,_timestamp,losses/value_loss,losses/explained_variance,charts/learning_rate,losses/policy_loss,losses/approx_kl,_step,_runtime,charts/episodic_length,losses/old_approx_kl,charts/SPS,losses/entropy
,476800,0.0,1763260656.4900267,0.004928113427013159,-0.3235355615615845,1.397849428030895e-05,9.088218212127686e-05,7.264316082000732e-06,4989,628.1863687038422,,0.0006101727485656738,763.0,0.29876986145973206
,477312,0.0,1763260656.9885046,0.004284147173166275,-0.22236502170562744,1.3671275155502371e-05,-0.00017836317420005798,6.60773366689682e-06,4994,628.6848466396332,,0.00030930619686841965,763.0,0.23949900269508362
,478720,0.0,1763260658.3642056,0.0037616591434925795,0.29144906997680664,1.282642097066855e-05,2.6181340217590332e-05,2.2239983081817627e-06,5008,630.0605475902557,,-0.00033778510987758636,763.0,0.35273873805999756
,479232,0.0,1763260658.8633265,0.0033536036498844624,0.6611613035202026,1.251920093636727e-05,-0.0009176395833492279,8.172355592250824e-06,5013,630.5596685409546,,0.00010671187192201614,764.0,0.3621634840965271
,479488,0.0,1763260659.1025548,0.003400619840249419,-1.1829581260681152,1.2365591828711331e-05,-0.0004531964659690857,7.050111889839172e-07,5015,630.7988967895508,,0.00019913073629140854,764.0,0.33086907863616943
,481920,0.0,1763260661.46609,0.003458628198131919,-0.5387163162231445,1.0906297575274948e-05,-5.362555384635925e-05,5.718320608139038e-07,5039,633.1624319553375,,6.319768726825714e-05,765.0,0.3051149547100067
,485120,0.0,1763260664.3815534,255.143798828125,-0.000546574592590332,8.986175089376047e-06,-0.0002888590097427368,5.902722477912903e-06,5071,636.0778954029083,,-0.001676272600889206,766.0,0.3513408303260803
,489856,0.0,1763260668.6798759,0.0036200135946273804,-0.09011387825012207,6.144393410068005e-06,0.0003207400441169739,2.1867454051971436e-06,5117,640.376217842102,,-0.0002145431935787201,768.0,0.4338742792606354
,490368,0.0,1763260669.1569316,0.004110411740839481,0.2551038861274719,5.837173375766724e-06,0.00041820108890533447,1.944601535797119e-06,5122,640.8532736301422,,0.00024534016847610474,769.0,0.3040335774421692
,490880,0.0,1763260669.6064785,0.0034321590792387724,0.4114910364151001,5.529953796212794e-06,-0.00046441424638032913,2.4801120162010193e-06,5127,641.302820444107,,0.0005415426567196846,769.0,0.35211697220802307
,491008,0.0,1763260669.7161853,0.0035852231085300446,0.3508925437927246,5.453148787637474e-06,-0.0017877016216516495,1.0876916348934174e-05,5128,641.4125273227692,,0.0002889661118388176,769.0,0.3568466901779175
,492160,0.0,1763260670.7704804,192.79832458496094,-0.003195524215698242,4.761904619954294e-06,-0.000417172908782959,1.9222497940063477e-06,5140,642.466822385788,,-0.0002014748752117157,770.0,0.3420965075492859
,492800,0.0,1763260671.430492,0.004236393608152866,0.14772182703018188,4.377880031825043e-06,-0.00020254403352737427,1.1418014764785767e-06,5146,643.1268339157104,,-0.00014651939272880554,770.0,0.32867395877838135
,493184,0.0,1763260671.7674735,68.82269287109375,-0.0007452964782714844,4.147465460846433e-06,2.6598572731018066e-06,8.288770914077759e-08,5150,643.4638154506683,,2.451147884130478e-05,770.0,0.27303850650787354
,493312,0.0,1763260671.876241,0.004380128346383572,-0.2757025957107544,4.070660452271113e-06,2.902001142501831e-05,1.3317912817001343e-06,5151,643.5725829601288,,-0.00012538395822048187,770.0,0.3008596897125244
500.0,494571,,1763260672.9465213,,,,,,5163,644.6428632736206,500.0,,,
,494720,0.0,1763260673.136156,0.005493917502462864,-0.43239712715148926,3.2258064948109677e-06,-3.178417682647705e-05,8.381903171539307e-09,5165,644.8324980735779,,4.587043076753616e-05,771.0,0.2910699248313904
,497920,0.0,1763260676.0468845,0.003870678599923849,0.07606929540634155,1.305683554164716e-06,3.803148865699768e-05,5.587935447692871e-08,5196,647.7432265281677,,-3.562122583389282e-05,772.0,0.32180339097976685
,498048,0.0,1763260676.156723,0.003720721695572138,0.5585068464279175,1.2288786592762335e-06,-3.213807940483093e-05,3.725290298461914e-08,5197,647.8530650138855,,4.6370550990104675e-05,772.0,0.2528195083141327
