_step,losses/explained_variance,charts/episodic_length,_timestamp,losses/clipfrac,_runtime,losses/approx_kl,losses/policy_loss,charts/SPS,charts/learning_rate,losses/old_approx_kl,losses/entropy,charts/episodic_return,global_step,losses/value_loss
1851,-0.06514155864715576,,1763260263.7002854,0.0,178.3459334373474,0.001476428471505642,-0.012917198240756989,1078.0,0.00020245775522198528,0.006614900194108486,0.4959021508693695,,162688,0.0002939245314337313
1856,0.07928597927093506,,1763260264.1845448,0.0,178.83019280433655,0.00038945116102695465,-0.0038138777017593384,1078.0,0.000202150535187684,0.0010768957436084747,0.5120130181312561,,163200,0.0007440736517310143
1868,,500.0,1763260265.2378018,,179.88344979286194,,,,,,,500.0,164379,
1873,,500.0,1763260265.6831644,,180.32881236076355,,,,,,,500.0,164879,
1877,0.016157448291778564,,1763260266.1583605,0.0,180.80400848388672,0.002792476676404476,-0.00047844089567661285,1078.0,0.00020084485004190356,0.0036927247419953346,0.6043166518211365,,165376,8.58123239595443e-05
1886,0.05326282978057861,,1763260266.9398685,0.0078125,181.5855164527893,0.0024045826867222786,-0.03460274264216423,1078.0,0.00020030721498187631,0.0038179149851202965,0.5275497436523438,,166272,0.00016865922953002155
1895,-0.03001272678375244,,1763260267.76478,0.0,182.41042804718018,0.00020191911607980728,-0.0014125853776931763,1078.0,0.00019976957992184907,-0.002057448960840702,0.5807711482048035,,167168,0.0007150371093302965
1903,0.00016433000564575195,,1763260268.4744031,0.0,183.1200511455536,0.00019119400531053543,0.002823173999786377,1078.0,0.00019930874987039715,-0.0012548686936497688,0.5621299147605896,,167936,415.7143249511719
1906,-0.20051920413970947,,1763260268.8078854,0.0,183.453533411026,0.0021098386496305466,-0.017485469579696655,1078.0,0.0001990783348446712,0.0009012911468744278,0.5752625465393066,,168320,0.00015227090625558048
1918,-2.2292137145996094e-05,,1763260269.8558657,0.0,184.50151371955872,9.813345968723297e-06,-0.00020051747560501099,1079.0,0.0001983870897674933,-0.0013343291357159615,0.611006498336792,,169472,370.9906005859375
1920,0.2019556760787964,,1763260270.079003,0.0,184.72465109825134,8.006393909454346e-05,0.0015710517764091492,1079.0,0.00019823347975034267,-0.002256672829389572,0.5335708856582642,,169728,0.00041340035386383533
1945,-0.04548442363739014,,1763260272.4261825,0.0,187.07183051109314,0.0003580227494239807,-0.002626359462738037,1079.0,0.0001966973941307515,0.002207539975643158,0.5615630745887756,,172288,0.00014708224625792354
1959,-0.031260132789611816,,1763260273.697016,0.0,188.3426640033722,0.00019681546837091446,0.00520782545208931,1079.0,0.00019585253903642297,0.00564164761453867,0.588581383228302,,173696,0.00044584026909433305
1973,0.0869055986404419,,1763260274.9719214,0.0,189.61756944656372,0.0006955228745937347,-0.005663752555847168,1079.0,0.00019500768394209445,-0.006578059867024422,0.5243093967437744,,175104,0.0033407872542738914
1985,,500.0,1763260276.0603764,,190.70602440834045,,,,,,,500.0,176379,
1991,-0.0005745887756347656,,1763260276.614367,0.0,191.26001501083374,0.0002618776634335518,0.005467642098665237,1079.0,0.00019393241382203996,0.0037111612036824226,0.5088562369346619,,176896,309.8489685058594
2002,0.1538236141204834,,1763260277.6634462,0.0,192.30909419059753,0.0006683068349957466,0.0007850751280784607,1080.0,0.00019324116874486208,0.002616678364574909,0.5893786549568176,,178048,0.0034464949276298285
2007,0.06225639581680298,,1763260278.1102977,0.0,192.75594568252563,0.00010420754551887512,-0.004154138267040253,1080.0,0.0001929339487105608,0.001461755484342575,0.5443622469902039,,178560,0.003622744232416153
2016,9.799003601074219e-05,,1763260278.9319837,0.0,193.57763171195984,8.518993854522705e-05,-0.0005768295377492905,1080.0,0.00019239631365053356,-0.002690691500902176,0.5561988353729248,,179456,197.7081756591797
2019,,351.0,1763260279.1616352,,193.80728316307068,,,,,,,351.0,179730,
2024,,500.0,1763260279.638388,,194.2840359210968,,,,,,,500.0,180230,
2027,-1.0626420974731445,,1763260279.9751744,0.0,194.62082242965698,0.0008195294067263603,-0.006603159010410309,1080.0,0.00019170506857335567,-0.01265700627118349,0.5114113688468933,,180608,0.00047463763621635735
2029,-0.00011670589447021484,,1763260280.0881133,0.0,194.7337613105774,0.00013945810496807098,0.007085174322128296,1080.0,0.00019162826356478035,0.0019766949117183685,0.5521705150604248,,180736,335.32513427734375
2034,-0.0003266334533691406,,1763260280.5352182,0.0,195.18086624145508,0.00020393729209899902,-0.0006220489740371704,1080.0,0.00019132104353047907,0.009936053305864334,0.5854650735855103,,181248,253.86166381835938
2045,0.13197308778762817,,1763260281.6436357,0.0,196.2892837524414,9.33278352022171e-05,0.001179531216621399,1080.0,0.0001906297984533012,-0.0018143393099308014,0.5689465403556824,,182400,0.0038460001815110445
2051,0.4204654097557068,,1763260282.241495,0.0,196.88714289665222,0.00019178073853254318,-0.0007379092276096344,1080.0,0.0001902457734104246,-0.0028674108907580376,0.5731757879257202,,183040,0.00031850134837441146
2052,0.5286033153533936,,1763260282.3510108,0.0,196.99665880203247,0.0003733038902282715,-0.010152377188205719,1080.0,0.00019016896840184927,0.006525333970785141,0.542477011680603,,183168,0.00012890904326923192
2070,0.005638182163238525,,1763260284.0061553,0.0,198.65180325508118,0.0003462890163064003,0.0041044726967811584,1080.0,0.0001890936982817948,0.0015307115390896797,0.5421581268310547,,184960,0.004392728209495544
2076,-0.008321404457092285,,1763260284.5684137,0.0,199.21406173706055,0.002290579490363598,-0.005135493353009224,1080.0,0.00018870967323891819,-0.018466681241989136,0.4640771746635437,,185600,0.00029418442863970995
2093,-0.00011265277862548828,,1763260286.1035023,0.0,200.74915027618408,5.256384611129761e-05,0.0010234136134386063,1080.0,0.00018771120812743902,0.0020101647824048996,0.5096121430397034,,187264,416.0535583496094
2094,-0.28397560119628906,,1763260286.2153194,0.0,200.86096739768982,2.862699329853058e-05,-0.0008818572387099266,1080.0,0.0001876344031188637,-0.00043682754039764404,0.522456705570221,,187392,0.004633637610822916
2117,,500.0,1763260288.3192089,,202.96485686302185,,,,,,,500.0,189730,
2141,,500.0,1763260290.54417,,205.18981790542603,,,,,,,500.0,192230,
2146,,500.0,1763260290.9875615,,205.6332094669342,,,,,,,500.0,192730,
2147,-3.2782554626464844e-05,,1763260291.0687678,0.0,205.7144157886505,9.484030306339264e-05,-0.002698599360883236,1081.0,0.00018440860731061548,-0.0022850409150123596,0.5368452072143555,,192768,225.56228637695312
2148,0.00401073694229126,,1763260291.1778924,0.0,205.82354044914246,9.073037654161453e-05,-0.0025973841547966003,1081.0,0.00018433180230204016,0.0004116995260119438,0.5069939494132996,,192896,0.0033613485284149647
2155,0.038541197776794434,,1763260291.8846557,0.0,206.53030371665955,0.00011411774903535843,-0.001787770539522171,1081.0,0.00018387097225058824,-0.0001200670376420021,0.557668149471283,,193664,0.00018277742492500693
2172,-4.112720489501953e-05,,1763260293.4423926,0.0,208.08804059028625,0.00032351166009902954,0.004611976444721222,1081.0,0.00018287250713910908,0.0051725395023822784,0.5799318552017212,,195328,310.8822326660156
2185,,500.0,1763260294.6424503,,209.2880983352661,,,,,,,500.0,196730,
2192,0.12117844820022583,,1763260295.27463,0.0078125,209.92027807235718,0.004509987309575081,-0.01390954852104187,1081.0,0.00018164362700190395,-0.007150551304221153,0.5566306114196777,,197376,0.005752803757786751
2198,0.017003417015075684,,1763260295.8715477,0.0,210.51719570159912,0.0006543928757309914,-0.012032803148031235,1081.0,0.00018125960195902735,0.005898422561585903,0.6226524710655212,,198016,0.0006404283340089023
2199,-0.6840252876281738,,1763260295.9874272,0.0,210.63307523727417,0.0016860729083418846,-0.014282792806625366,1081.0,0.00018118279695045203,-0.023750700056552887,0.5172151327133179,,198144,0.00015362282283604145
2211,-0.9758063554763794,,1763260297.0334983,0.0,211.67914628982544,0.0003578662872314453,0.0043035633862018585,1081.0,0.00018049155187327415,0.007355798035860062,0.57305908203125,,199296,0.003252767724916339
2214,,500.0,1763260297.294113,,211.93976092338562,,,,,,,500.0,199655,
2220,-4.797481060028076,,1763260297.8557644,0.0,212.5014123916626,0.0013720011338591576,-0.018461503088474274,1081.0,0.0001799539168132469,-0.009493793360888958,0.5462098121643066,,200192,0.0032803802751004696
2223,-0.00011098384857177734,,1763260298.0817163,0.0,212.72736430168152,0.00015886593610048294,-0.00010773912072181702,1081.0,0.00017980030679609627,0.0012459894642233849,0.5319125056266785,,200448,510.5426025390625
2225,-0.24881422519683838,,1763260298.3036804,0.0,212.9493284225464,0.0001918114721775055,-0.007836103439331055,1081.0,0.00017964669677894562,0.007892213761806488,0.4995383322238922,,200704,0.0004517882480286062
2226,-3.066174030303955,,1763260298.4151244,0.0,213.06077241897583,8.60830768942833e-05,-0.0023256968706846237,1082.0,0.0001795698917703703,0.000596669502556324,0.572405993938446,,200832,0.0003487181384116411
2227,,500.0,1763260298.4506545,,213.09630250930786,,,,,,,500.0,200934,
2231,-2.5288732051849365,,1763260298.9018755,0.0,213.54752349853516,0.0007213782519102097,-0.007712230086326599,1081.0,0.00017926267173606902,0.007822966203093529,0.5616003274917603,,201344,0.00033924850868061185
2235,-0.27063024044036865,,1763260299.2388604,0.0,213.88450837135315,0.0002200603485107422,-0.0005398937501013279,1082.0,0.00017903225671034306,-0.0005355775356292725,0.5735745429992676,,201728,0.00014610642392653972
2241,-1.6898188591003418,,1763260299.8388593,0.0,214.4845073223114,0.00010809861123561859,-0.0005215629935264587,1081.0,0.00017864823166746646,0.00027291662991046906,0.5553759336471558,,202368,0.00035144839785061777
2248,-3.933906555175781e-06,,1763260300.4017649,0.0,215.04741287231445,3.069732338190079e-05,0.0014983750879764557,1082.0,0.00017826420662458986,-0.0007446380332112312,0.5885780453681946,,203008,280.8009338378906
2250,0.012131571769714355,,1763260300.6234465,0.0,215.2690944671631,3.583449870347977e-05,-0.0024587102234363556,1082.0,0.00017811059660743922,-0.003272467292845249,0.5650362968444824,,203264,0.0004078220808878541
2253,1.3470649719238281e-05,,1763260300.8842447,0.0,215.52989268302917,0.0005428129807114601,0.011314839124679565,1082.0,0.00017795698659028858,-0.0037056999281048775,0.5349419713020325,,203520,400.7799072265625
2272,4.845857620239258e-05,,1763260302.595624,0.0,217.24127197265625,0.00011527072638273239,0.0012857019901275635,1082.0,0.00017680491146165878,0.0025777658447623253,0.5134590864181519,,205440,269.09576416015625
2280,-0.5444345474243164,,1763260303.4102178,0.0,218.05586576461792,0.00014739017933607101,0.0016495734453201294,1082.0,0.00017626727640163153,0.0021996451541781425,0.5234364867210388,,206336,0.000158480295795016
2295,-0.3031700849533081,,1763260304.7865772,0.0,219.43222522735596,0.0001114746555685997,-0.005537521094083786,1082.0,0.0001753456162987277,0.0015176096931099892,0.5371845960617065,,207872,0.00020981684792786837
2298,-1.5266752243041992,,1763260305.051701,0.0,219.69734907150269,0.00024321209639310837,-0.0038738995790481567,1082.0,0.00017519200628157705,-0.0019336258992552757,0.5467936396598816,,208128,0.0030978622380644083
2310,0.17459547519683838,,1763260306.2101145,0.0,220.85576248168945,0.00044010579586029053,-0.008663620799779892,1082.0,0.00017442395619582385,-0.004683107137680054,0.4866143465042114,,209408,0.0001520243677077815
2312,2.1517276763916016e-05,,1763260306.323452,0.0,220.96909999847412,0.0001237792894244194,-0.0012662522494792938,1082.0,0.00017434715118724853,0.002244199626147747,0.5194128155708313,,209536,302.2241516113281
2318,-0.013803720474243164,,1763260306.8822443,0.0,221.5278923511505,0.0005153818055987358,0.007047571241855621,1082.0,0.00017396314069628716,0.0038385307416319847,0.5547497272491455,,210176,0.003165596630424261
2322,-6.747245788574219e-05,,1763260307.2543416,0.0,221.89998960494995,0.00045987125486135483,-0.011737674474716187,1082.0,0.0001737327256705612,-0.004541738890111446,0.5372870564460754,,210560,152.242919921875
2324,-0.34959638118743896,,1763260307.4809039,0.0,222.12655186653137,6.217136979103088e-05,0.0007773935794830322,1082.0,0.00017357911565341055,0.00042938999831676483,0.5232413411140442,,210816,0.00012921493907924742
2329,-0.029462218284606934,,1763260307.9259164,0.0,222.57156443595886,8.579622954130173e-05,0.0033845333382487297,1083.0,0.00017327189561910927,0.0014894446358084679,0.4777001142501831,,211328,8.747552055865526e-05
2339,-0.6927119493484497,,1763260308.859838,0.0,223.50548601150513,0.0008401079103350639,-0.009218402206897736,1083.0,0.0001726574555505067,-0.007519119419157505,0.5185022950172424,,212352,0.00018561852630227804
2343,-0.0888209342956543,,1763260309.236217,0.0,223.88186502456665,0.00015970319509506226,-0.0023787040263414383,1083.0,0.00017242704052478075,0.0017108116298913956,0.5315180420875549,,212736,0.00031339959241449833
2348,0.048930227756500244,,1763260309.687851,0.0,224.33349895477295,0.0008855471387505531,-0.0063634589314460754,1083.0,0.00017211982049047947,0.006303899921476841,0.5668719410896301,,213248,0.00023014919133856893
2354,0.005584895610809326,,1763260310.286201,0.0,224.93184900283813,0.00014516804367303848,-0.0009431838989257812,1083.0,0.00017173579544760287,0.003294854424893856,0.5525712966918945,,213888,7.400220783893019e-05
2363,0.09218966960906982,,1763260311.0711732,0.0,225.71682119369507,0.00048295315355062485,-0.006639920175075531,1083.0,0.00017119816038757563,0.005885622464120388,0.5255443453788757,,214784,0.0001556066272314638
2389,,500.0,1763260313.4538496,,228.0994975566864,,,,,,,500.0,217434,
2394,,500.0,1763260313.8928404,,228.53848838806152,,,,,,,500.0,217934,
2426,-3.5762786865234375e-07,,1763260316.7581732,0.0,231.4038212299347,0.00015053525567054749,-0.0023268703371286392,1083.0,0.00016743471496738493,0.004540270194411278,0.5379645228385925,,221056,441.0998840332031
2430,,500.0,1763260317.1118958,,231.75754380226135,,,,,,,500.0,221489,
2449,-0.28909945487976074,,1763260318.8411212,0.0,233.48676919937134,0.0005131810903549194,-0.0012492239475250244,1084.0,0.00016605222481302917,0.01067967526614666,0.6145462989807129,,223360,0.00057873415062204
2465,-0.02401876449584961,,1763260320.3270097,0.001953125,234.97265768051147,0.0012814290821552277,0.011177312582731247,1084.0,0.00016505375970155,0.004184788092970848,0.6077696681022644,,225024,0.00012673460878431797
2491,0.011305809020996094,,1763260322.6819673,0.0,237.32761526107788,3.812275826931e-05,-0.00036544352769851685,1084.0,0.0001635176595300436,0.0013867020606994629,0.586729109287262,,227584,0.00018971000099554658
2493,,500.0,1763260322.8092158,,237.4548637866974,,,,,,,500.0,227752,
2506,-0.03912496566772461,,1763260324.0657728,0.0,238.71142077445984,8.529797196388245e-05,0.00047141313552856445,1084.0,0.00016259599942713976,0.0015329048037528992,0.5963103771209717,,229120,0.00012373775825835764
2514,0.08697551488876343,,1763260324.7724936,0.0,239.41814160346985,0.001164446584880352,-0.010312482714653015,1084.0,0.00016213516937568784,0.0072395214810967445,0.5602733492851257,,229888,0.0038855131715536118
2515,-0.8278530836105347,,1763260324.8851392,0.0,239.53078722953796,0.0001627029851078987,-0.002982519567012787,1084.0,0.00016205837891902775,-0.009462377987802029,0.5752770304679871,,230016,0.00022411807731259614
2520,-0.17204523086547852,,1763260325.3336134,0.0,239.97926139831543,0.0003075273707509041,-0.0003824084997177124,1084.0,0.00016175115888472646,-0.0004323674365878105,0.57427978515625,,230528,0.00023020041408017278
2533,-6.437301635742188e-05,,1763260326.5198286,0.0,241.16547656059265,0.00016876030713319778,0.005692899227142334,1084.0,0.00016098310879897326,0.0016896417364478111,0.6022226214408875,,231808,127.1125259399414
2540,-0.24595391750335693,,1763260327.2256646,0.0,241.87131261825562,0.00044756103307008743,-0.0026265475898981094,1084.0,0.00016052227874752134,-0.005217132158577442,0.6179200410842896,,232576,0.00026094523491337895
2547,,500.0,1763260327.828328,,242.47397589683533,,,,,,,500.0,233252,
2570,,500.0,1763260330.1109896,,244.7566375732422,,,,,,,500.0,235752,
2571,6.890296936035156e-05,,1763260330.187979,0.0,244.83362698554993,8.330866694450378e-05,-0.005431480705738068,1084.0,0.00015860215353313833,0.0002363733947277069,0.5686968564987183,,235776,648.6661987304688
2576,-1.9073486328125e-06,,1763260330.6356199,0.0,245.28126788139343,3.0642375349998474e-05,0.003392677754163742,1084.0,0.00015829493349883705,0.002182716503739357,0.5981051325798035,,236288,237.68344116210938
2577,0.022095561027526855,,1763260330.7469985,0.0,245.3926465511322,5.756691098213196e-05,-0.0005501629784703255,1084.0,0.00015821812849026173,0.0051281023770570755,0.5725651979446411,,236416,0.002703996142372489
2608,-0.020031332969665527,,1763260333.637987,0.0,248.28363490104675,0.000422419048845768,0.001033307984471321,1085.0,0.00015629800327587873,0.006516630761325359,0.5849549770355225,,239616,0.0002504890435375273
2610,,500.0,1763260333.7538507,,248.39949870109558,,,,,,,500.0,239752,
2630,-1.0251998901367188e-05,,1763260335.5966387,0.0,250.2422866821289,6.347987800836563e-05,-0.0013377666473388672,1085.0,0.00015499231813009828,-0.001025569625198841,0.5993619561195374,,241792,160.21414184570312
2636,-0.10333454608917236,,1763260336.1506445,0.0,250.79629254341125,0.0006879502907395363,-0.011472039856016636,1085.0,0.00015460829308722168,-0.003847268410027027,0.5759667754173279,,242432,0.0049056001007556915
2646,-0.08864009380340576,,1763260337.0694115,0.0,251.7150595188141,0.00024218391627073288,0.00021845847368240356,1085.0,0.00015399385301861912,0.0070921992883086205,0.5375546216964722,,243456,0.0028715322259813547
2647,-0.03857851028442383,,1763260337.180911,0.0,251.82655906677246,0.00016317609697580338,-0.002361081540584564,1085.0,0.0001539170480100438,-0.0011504096910357475,0.591362476348877,,243584,0.0002086129825329408
2648,0.06055551767349243,,1763260337.3272648,0.0,251.9729127883911,0.0008223336189985275,-0.02333594486117363,1085.0,0.00015384024300146848,0.006188344210386276,0.5188598036766052,,243712,0.00015582561900373548
2668,,500.0,1763260339.0679598,,253.71360778808594,,,,,,,500.0,245752,
2673,,500.0,1763260339.5461936,,254.19184160232544,,,,,,,500.0,246252,
2683,,500.0,1763260340.4616282,,255.10727620124817,,,,,,,500.0,247252,
2687,-0.09395325183868408,,1763260340.8754082,0.0,255.52105617523193,0.0006651841104030609,-0.0074934810400009155,1085.0,0.00015145928773563355,-0.010334238409996033,0.5539718866348267,,247680,0.00015669310232624412
2689,-9.942054748535156e-05,,1763260340.9875786,0.0,255.6332266330719,0.0002218177542090416,-0.0012556686997413635,1086.0,0.00015138248272705823,0.0003453018143773079,0.5843093395233154,,247808,465.0277404785156
2692,-0.016545891761779785,,1763260341.3215985,0.0,255.96724653244019,9.262282401323318e-05,0.0019245631992816925,1086.0,0.00015115206770133227,0.003474597819149494,0.602302610874176,,248192,5.938848698860966e-05
2732,-2.5391578674316406e-05,,1763260345.0307024,0.0,259.6763503551483,1.581665128469467e-05,-0.0001716017723083496,1086.0,0.00014869432197883725,0.001632210798561573,0.5588834881782532,,252288,283.6137390136719
2752,0.006767928600311279,,1763260346.999215,0.0,261.64486289024353,5.703326314687729e-05,-0.0016255490481853485,1086.0,0.0001473886368330568,0.0020952140912413597,0.5548191666603088,,254464,0.00020216945267748088
2757,-0.01866447925567627,,1763260347.448856,0.0,262.0945041179657,0.0001704273745417595,-0.0051296427845954895,1086.0,0.00014708141679875553,-0.0067769428715109825,0.5280749201774597,,254976,0.00015207947581075132
2772,0.47767794132232666,,1763260348.870756,0.0,263.5164039134979,0.00028522126376628876,-0.0013128332793712616,1086.0,0.00014615975669585168,0.004887882620096207,0.5038067102432251,,256512,0.00011254454148001969
2782,0.4655988812446594,,1763260349.8015444,0.0,264.4471924304962,0.0001761922612786293,-0.00046025216579437256,1086.0,0.00014554531662724912,-0.0014090361073613167,0.5096527338027954,,257536,9.716281783767045e-05
2783,,500.0,1763260349.8174806,,264.46312856674194,,,,,,,500.0,257568,
2793,,500.0,1763260350.7076402,,265.35328817367554,,,,,,,500.0,258568,
2824,-0.10723519325256348,,1763260353.6247983,0.0,268.2704463005066,5.9169717133045197e-05,-0.0030357763171195984,1086.0,0.00014301075134426355,-0.00047103408724069595,0.5366722345352173,,261760,0.0027148097287863493
2843,-1.6927719116210938e-05,,1763260355.3838751,0.0,270.02952313423157,6.81169331073761e-06,-0.0009566918015480042,1086.0,0.00014185867621563375,0.00020146183669567108,0.5475123524665833,,263680,360.1313781738281
2857,-6.568431854248047e-05,,1763260356.6539857,0.0,271.2996337413788,0.00029370468109846115,0.004416309297084808,1087.0,0.00014101382112130523,0.003214762546122074,0.517087459564209,,265088,583.6310424804688
2882,3.999471664428711e-05,,1763260358.9632545,0.0,273.6089024543762,0.0001444527879357338,0.000613924115896225,1087.0,0.00013947772094979882,-0.0017555216327309608,0.5426406264305115,,267648,233.09426879882812
2890,0.03608977794647217,,1763260359.799597,0.0,274.4452450275421,0.0018554674461483955,-0.012713078409433365,1087.0,0.00013894008588977158,-0.010041280649602413,0.5319386720657349,,268544,0.0001405114307999611
2911,0.10682535171508789,,1763260361.7959259,0.0,276.4415738582611,7.740501314401627e-05,-0.003922820091247559,1087.0,0.00013763441529590636,0.0016844039782881737,0.5154774188995361,,270720,0.0029282262548804283
2935,-1.9788742065429688e-05,,1763260363.9751334,0.0,278.6207814216614,0.00011406000703573227,0.00168677419424057,1087.0,0.00013617512013297528,0.00037683453410863876,0.5708974003791809,,273152,486.24139404296875
2949,,500.0,1763260365.2375493,,279.88319730758667,,,,,,,500.0,274568,
2960,0.060922324657440186,,1763260366.2680252,0.0,280.9136731624603,0.0003763316199183464,-0.01050826907157898,1087.0,0.00013463901996146888,0.002789958380162716,0.5828628540039062,,275712,0.0035770274698734283
2975,0.006572902202606201,,1763260367.673444,0.0,282.3190920352936,0.0004100371152162552,-0.0075043197721242905,1087.0,0.00013371735985856503,0.008693942800164223,0.6084301471710205,,277248,0.0036654644645750523
2989,-8.821487426757812e-06,,1763260368.933932,0.0,283.57958006858826,0.00015177112072706223,-0.0030709579586982727,1087.0,0.0001328725047642365,-0.005777561105787754,0.5409737229347229,,278656,50.63385009765625
2997,-0.11699211597442627,,1763260369.7530332,0.0,284.39868116378784,0.00039295945316553116,-0.004340332001447678,1087.0,0.00013233486970420927,0.005496791563928127,0.5544820427894592,,279552,0.0001594709901837632
3011,0.056754350662231445,,1763260371.0172026,0.0,285.6628506183624,0.00021000299602746964,0.0035624951124191284,1088.0,0.00013149001460988075,-0.0021559549495577812,0.5535182356834412,,280960,0.00014944846043363214
3051,0.23278069496154785,,1763260374.7607458,0.001953125,289.4063937664032,0.0013446537777781487,-0.006523951888084412,1088.0,0.0001290322543354705,-0.009670750238001347,0.5912436246871948,,285056,0.00011445977725088596
3053,4.6372413635253906e-05,,1763260374.9142437,0.0,289.55989170074463,0.00032274890691041946,0.0018302835524082184,1088.0,0.00012895544932689518,-0.002487647347152233,0.5643742084503174,,285184,184.72898864746094
3066,-1.6450881958007812e-05,,1763260376.1888697,0.0,290.83451771736145,4.089716821908951e-05,-0.0016591129824519157,1088.0,0.00012811059423256665,0.003073441796004772,0.5716290473937988,,286592,131.00010681152344
3070,,500.0,1763260376.5363278,,291.1819758415222,,,,,,,500.0,287008,
3083,0.06984782218933105,,1763260377.6810827,0.0,292.3267307281494,0.0004549585282802582,0.003827795386314392,1088.0,0.0001271121291210875,0.007532402873039246,0.5787401795387268,,288256,0.0003586477832868695
3098,-0.018593311309814453,,1763260379.0904155,0.0,293.7360634803772,7.002148777246475e-05,0.00041803717613220215,1088.0,0.00012619046901818365,0.0005770111456513405,0.568515419960022,,289792,0.00023505478748120368
3103,-0.0065762996673583984,,1763260379.5386815,0.0,294.1843295097351,0.00041889864951372147,-0.0019309311173856258,1088.0,0.0001258832635357976,0.00043465103954076767,0.5141251087188721,,290304,0.00018174992874264717
3127,-0.03347313404083252,,1763260381.7378492,0.0,296.3834972381592,1.8123537302017212e-05,0.0022716522216796875,1088.0,0.0001244239683728665,0.001829303801059723,0.5644333362579346,,292736,0.002756273839622736
3129,-0.0016951560974121094,,1763260381.9593701,0.0,296.6050181388855,9.05236229300499e-05,0.002677634358406067,1088.0,0.00012427035835571587,0.002834347076714039,0.5477073788642883,,292992,0.0001946537959156558
3141,0.0892760157585144,,1763260383.0053704,0.0,297.6510183811188,0.00048405304551124573,0.004499390721321106,1088.0,0.000123579113278538,-0.0018739346414804459,0.516382098197937,,294144,0.00413576839491725
3143,-0.08351767063140869,,1763260383.2664146,0.0,297.9120626449585,0.000287126749753952,-0.0053438469767570496,1088.0,0.00012342550326138735,-0.0013194456696510315,0.5568046569824219,,294400,0.00012487283675000072
3146,0.026787161827087402,,1763260383.4947758,0.0,298.14042377471924,0.0002102302387356758,-0.002099648118019104,1088.0,0.0001232718932442367,0.0006941640749573708,0.549405038356781,,294656,0.0030970131047070026
3170,-9.417533874511719e-06,,1763260385.7019038,0.0,300.34755182266235,4.177913069725037e-06,-0.0006761513650417328,1088.0,0.00012181259808130562,-0.0003069639205932617,0.5462804436683655,,297088,466.9637145996094
3183,0.040181517601013184,,1763260386.9661617,0.0,301.6118097305298,0.00029889214783906937,-0.0008320678025484085,1088.0,0.0001209677429869771,0.0003578430041670799,0.480864942073822,,298496,0.00013908099208492786
3188,,500.0,1763260387.3787146,,302.0243625640869,,,,,,,500.0,298999,
3217,-0.2528841495513916,,1763260390.0841787,0.0,304.7298266887665,0.0013862410560250282,0.00031097978353500366,1088.0,0.00011889400775544345,-0.001669776625931263,0.5094403624534607,,301952,0.00017323848442174494
3224,-5.364418029785156e-06,,1763260390.676432,0.0,305.3220798969269,4.0080398321151733e-05,-0.001115158200263977,1088.0,0.00011850998271256685,-0.0016302242875099182,0.5821794271469116,,302592,331.94708251953125
3247,0.04413563013076782,,1763260392.770331,0.0,307.4159789085388,0.00015706196427345276,0.001437019556760788,1089.0,0.00011712749255821109,-0.003248196095228195,0.6050294041633606,,304896,0.0003219018690288067
3250,1.1444091796875e-05,,1763260393.0040085,0.0,307.64965653419495,1.229066401720047e-05,0.0006919614970684052,1089.0,0.00011697388981701806,0.00017538759857416153,0.5315797328948975,,305152,295.5715026855469
3252,-0.045877695083618164,,1763260393.2310188,0.0,307.8766667842865,0.00010728463530540466,0.0016825757920742035,1089.0,0.00011682027979986742,0.0015940424054861069,0.6110318899154663,,305408,0.00036064337473362684
3255,-3.135204315185547e-05,,1763260393.464107,0.0,308.1097550392151,0.00014553498476743698,0.0055282823741436005,1089.0,0.00011666666978271678,-0.0020558545365929604,0.545547604560852,,305664,138.65618896484375
3259,,500.0,1763260393.8467336,,308.4923815727234,,,,,,,500.0,306078,
3272,0.17837882041931152,,1763260395.091602,0.0,309.7372500896454,0.0001481538638472557,-0.000344056636095047,1089.0,0.0001155913996626623,-0.004549114964902401,0.5453214645385742,,307456,0.00011434048064984381
3275,-0.6473137140274048,,1763260395.3186662,0.0,309.9643142223358,0.0001079123467206955,-0.003418508917093277,1089.0,0.00011543778964551166,0.004467081278562546,0.498718798160553,,307712,0.003238977398723364
3276,-0.07416987419128418,,1763260395.4305196,0.0,310.0761675834656,0.001057477667927742,-0.0073854923248291016,1089.0,0.00011536098463693634,-0.0015612207353115082,0.5595503449440002,,307840,0.00029620440909639
3296,,305.0,1763260397.231077,,311.8767249584198,,,,,,,305.0,309883,
3299,-0.031647443771362305,,1763260397.527549,0.0,312.1731970310211,8.110888302326202e-06,-0.0005674660205841064,1089.0,0.00011397849448258057,0.0015778886154294014,0.5737977623939514,,310144,0.0002099892299156636
3338,,500.0,1763260401.0458996,,315.6915476322174,,,,,,,500.0,314035,
3351,-0.3661614656448364,,1763260402.3026223,0.0,316.94827032089233,0.00037686433643102646,-0.012951139360666275,1089.0,0.00011082949640695006,-0.0006445338949561119,0.5562871694564819,,315392,0.00030116515699774027
3357,,500.0,1763260402.755575,,317.40122294425964,,,,,,,500.0,315914,
3360,0.17501163482666016,,1763260403.1228902,0.0,317.76853823661804,0.00038916803896427155,0.0032565295696258545,1089.0,0.00011029186134692281,-0.006771989166736603,0.5175882577896118,,316288,0.00021287263371050358
