_step,losses/explained_variance,charts/episodic_length,_timestamp,losses/clipfrac,_runtime,losses/approx_kl,losses/policy_loss,charts/SPS,charts/learning_rate,losses/old_approx_kl,losses/entropy,charts/episodic_return,global_step,losses/value_loss
4932,-0.05858159065246582,,1763260547.371639,0.0,462.0172870159149,2.2975727915763855e-06,-0.0006272047758102417,1094.0,1.4746543456567451e-05,0.0001866677775979042,0.5937844514846802,,475520,0.0008229088271036744
4933,,500.0,1763260547.3949018,,462.04054975509644,,,,,,,500.0,475578,
4939,-4.1961669921875e-05,,1763260547.9331172,0.0,462.5787651538849,1.8952414393424988e-06,-0.00018884241580963135,1094.0,1.4362519323185552e-05,-0.0004158494994044304,0.555027425289154,,476160,554.9702758789062
4946,-0.19326519966125488,,1763260548.6418161,0.0,463.2874641418457,6.834976375102997e-06,-0.0005175396800041199,1094.0,1.390168927173363e-05,-0.0003006039187312126,0.4645054340362549,,476928,0.0011475300416350365
4953,,500.0,1763260549.2027524,,463.8484003543854,,,,,,,500.0,477578,
4958,-1.0251998901367188e-05,,1763260549.684177,0.0,464.329824924469,6.724148988723755e-07,-0.0002458970993757248,1094.0,1.321044510405045e-05,0.0002628341317176819,0.5516617298126221,,478080,291.06243896484375
4963,0.00016164779663085938,,1763260550.1295514,0.0,464.77519941329956,1.543201506137848e-06,-0.00018709152936935425,1094.0,1.290322597924387e-05,-0.0001864200457930565,0.5991302728652954,,478592,244.6974639892578
4971,-0.0705709457397461,,1763260550.9465911,0.0,465.59223914146423,3.3574178814888e-06,-1.7911195755004883e-05,1094.0,1.2365591828711331e-05,-0.0002533169463276863,0.5216745734214783,,479488,0.0010859454050660133
4972,,500.0,1763260550.9794054,,465.6250534057617,,,,,,,500.0,479578,
4978,3.743171691894531e-05,,1763260551.5439143,0.0,466.18956232070923,3.0919909477233887e-07,-8.068978786468506e-06,1094.0,1.198156678583473e-05,-3.438442945480347e-05,0.5572398900985718,,480128,394.10992431640625
4981,-0.33172059059143066,,1763260551.8736653,0.0,466.5193133354187,3.3034011721611023e-06,-3.4576281905174255e-05,1094.0,1.1751151760108769e-05,-0.000611783005297184,0.5574167966842651,,480512,0.0011144380550831556
4989,-0.18661725521087646,,1763260552.5835576,0.0,467.2292056083679,7.320195436477661e-07,-0.0003047846257686615,1094.0,1.129032261815155e-05,8.90977680683136e-05,0.5352519154548645,,481280,0.001679045963101089
4994,-0.12359213829040527,,1763260553.027367,0.0,467.67301511764526,1.601874828338623e-07,-0.00010776147246360779,1094.0,1.0983102583850268e-05,-6.853044033050537e-05,0.5551192760467529,,481792,0.0014401829103007913
5008,1.913309097290039e-05,,1763260554.2894726,0.0,468.93512058258057,1.2665987014770508e-07,-0.0001265406608581543,1094.0,1.0138248399016447e-05,5.6315213441848755e-05,0.5577542781829834,,483200,261.7167663574219
5013,0.008805990219116211,,1763260554.76905,0.0,469.4146978855133,1.9837170839309692e-07,-1.1213123798370361e-06,1094.0,9.831029274209868e-06,-2.4032779037952423e-05,0.5845913290977478,,483712,0.0014401082880795002
5015,0.0005015134811401367,,1763260554.9879375,0.0,469.63358545303345,6.101094186306e-06,-0.0003935080021619797,1094.0,9.677419257059228e-06,-1.877453178167343e-05,0.568984866142273,,483968,0.0010229242034256458
5039,-0.6524736881256104,,1763260557.170184,0.0,471.81583189964294,5.103647708892822e-07,8.357316255569458e-05,1094.0,8.218125913117547e-06,9.435787796974182e-05,0.553084135055542,,486400,0.001224772073328495
5071,0.0001169443130493164,,1763260560.0467403,0.0,474.6923882961273,2.5704503059387207e-07,1.0810792446136475e-05,1094.0,6.298002972471295e-06,0.0003588292747735977,0.5243130922317505,,489600,326.11859130859375
5117,-0.041587233543395996,,1763260564.3313696,0.0,478.9770176410675,6.239861249923706e-08,3.366917371749878e-05,1094.0,3.456221293163253e-06,-8.778367191553116e-05,0.5101811289787292,,494336,0.0010743220336735249
5122,-0.0065479278564453125,,1763260564.7798119,0.0,479.42545986175537,1.0244548320770264e-08,-8.430331945419312e-06,1094.0,3.1490014862356475e-06,8.92365351319313e-05,0.5883066058158875,,494848,0.0011905760038644075
5127,-0.11686599254608154,,1763260565.2625656,0.0,479.9082136154175,2.2351741790771484e-08,1.679360866546631e-05,1094.0,2.8417819066817174e-06,-3.2670795917510986e-06,0.5416295528411865,,495360,0.0011249127564951777
5128,-0.036505818367004395,,1763260565.3729348,0.0,480.01858282089233,3.995373845100403e-07,-0.00022509321570396423,1094.0,2.764976898106397e-06,-0.00028509926050901413,0.5421640276908875,,495488,0.0011834513861685991
5140,-0.04363656044006348,,1763260566.4098961,0.0,481.0555441379547,1.0244548320770264e-08,-5.304813385009766e-06,1094.0,2.0737327304232167e-06,6.773509085178375e-06,0.5645521879196167,,496640,0.001216998789459467
5146,-0.07276284694671631,,1763260566.9622614,0.0,481.60790944099426,3.073364496231079e-08,-3.229081630706787e-05,1094.0,1.6897081422939664e-06,-1.7360784113407135e-05,0.5688385963439941,,497280,0.0011435465421527624
5150,0.07548081874847412,,1763260567.3245966,0.0,481.9702446460724,2.514570951461792e-08,-8.863955736160278e-05,1094.0,1.459293343941681e-06,-1.528579741716385e-05,0.5540898442268372,,497664,0.001224521896801889
5151,0.03947567939758301,,1763260567.4343286,0.0,482.0799765586853,4.190951585769653e-08,-7.7761709690094e-05,1094.0,1.3824884490531986e-06,-2.149958163499832e-05,0.5794069170951843,,497792,0.0012010952923446894
5163,,500.0,1763260568.4807315,,483.1263794898987,,,,,,,500.0,499009,
5165,-0.7035156488418579,,1763260568.6765597,0.0,483.3222076892853,1.4901161193847656e-08,-3.9594247937202454e-05,1095.0,5.376344347496342e-07,-1.1047348380088806e-05,0.5482000112533569,,499200,0.001226289663463831
