_step,_runtime,charts/episodic_length,losses/old_approx_kl,charts/episodic_return,losses/value_loss,losses/explained_variance,losses/entropy,charts/learning_rate,losses/approx_kl,global_step,_timestamp,losses/policy_loss,losses/clipfrac,charts/SPS
1918,184.26905584335327,,-0.0007585529237985611,,0.0004010876000393182,-2.3567020893096924,0.43201249837875366,0.00019777266425080597,0.0003890562802553177,170496,1763260269.3690548,0.0004928819835186005,0.0,1088.0
1920,184.4257869720459,500.0,,500.0,,,,,,170706,1763260269.525786,,,
1945,186.7684326171875,500.0,,500.0,,,,,,173206,1763260271.8684316,,,
1959,188.0618715286255,500.0,,500.0,,,,,,174706,1763260273.1618705,,,
1973,189.4723255634308,,0.0033178292214870453,,9.966431389329955e-05,0.3249014616012573,0.49254345893859863,0.00019439324387349188,5.780160427093506e-05,176128,1763260274.5723245,0.003952793776988983,0.0,1088.0
1985,190.489586353302,,-0.0013508237898349762,,584.6975708007812,0.00010538101196289062,0.4925982356071472,0.000193701998796314,8.131749927997589e-05,177280,1763260275.5895853,0.0022161640226840973,0.0,1089.0
1991,191.0791335105896,,0.0017019696533679962,,0.007446557283401489,-0.19500446319580078,0.456917405128479,0.0001933179737534374,0.0025158990174531937,177920,1763260276.1791325,-0.010806451551616192,0.0,1089.0
2002,192.1181983947754,,-0.0033707916736602783,,0.00023101716942619532,-0.03843212127685547,0.453018456697464,0.00019262672867625952,0.0001172926276922226,179072,1763260277.2181973,-0.005826711654663086,0.0,1089.0
2007,192.55937933921814,,-0.003246096894145012,,9.525803034193814e-05,0.1897943615913391,0.47318077087402344,0.00019231950864195824,0.00025340355932712555,179584,1763260277.6593783,-0.004641897976398468,0.0,1089.0
2016,193.37433123588562,,0.01091207005083561,,0.0004091189184691757,0.11662280559539795,0.4772633910179138,0.000191781873581931,0.0010321196168661118,180480,1763260278.4743302,-0.0019151577726006508,0.0,1089.0
2019,193.59850120544434,,0.014396587386727333,,386.30517578125,0.00031250715255737305,0.3547326326370239,0.00019162826356478035,0.0011641783639788628,180736,1763260278.6985002,-0.010652493685483932,0.0,1089.0
2024,194.09887838363647,,-0.001133464276790619,,362.9864807128906,4.380941390991211e-05,0.42591971158981323,0.00019132104353047907,5.7348981499671936e-05,181248,1763260279.1988773,-0.00034362077713012695,0.0,1089.0
2027,194.45740485191345,,0.0019712531939148903,,0.0003530258545652032,-0.6117490530014038,0.4180559515953064,0.0001910906285047531,0.0002960069105029106,181632,1763260279.5574038,0.007159240543842316,0.0,1089.0
2029,194.58134508132935,,0.002032569609582424,,144.98001098632812,-5.0067901611328125e-05,0.3954736590385437,0.0001910138234961778,1.5721656382083893e-05,181760,1763260279.681344,9.907595813274384e-05,0.0,1089.0
2034,195.08910584449768,,-0.0008086096495389938,,461.1268005371094,4.112720489501953e-05,0.39840853214263916,0.0001907066034618765,7.899291813373566e-05,182272,1763260280.1891048,0.0017976928502321243,0.0,1088.0
2045,196.12555146217346,,0.00281545240432024,,0.0047995285131037235,0.1764238476753235,0.4143543839454651,0.00019001535838469863,3.594253212213516e-05,183424,1763260281.2255504,-0.0018095076084136963,0.0,1089.0
2051,196.68053793907166,,-0.0021898653358221054,,0.0002692750422284007,-0.18011868000030518,0.4309673011302948,0.00018963133334182203,0.00028452835977077484,184064,1763260281.780537,-0.0022795069962739944,0.0,1089.0
2052,196.8203046321869,,-0.002603922039270401,,0.000281260785413906,-0.121177077293396,0.4588916003704071,0.0001895545283332467,0.0017010290175676346,184192,1763260281.9203036,0.0027698278427124023,0.001953125,1089.0
2070,198.46861362457275,,-0.0003968561068177223,,0.0006211563595570624,-0.6779776811599731,0.5293936133384705,0.00018847925821319222,0.0003744727000594139,185984,1763260283.5686126,-0.007714167237281799,0.0,1089.0
2076,199.0681073665619,,0.0016486737877130508,,0.00020282241166569293,0.06491124629974365,0.46664005517959595,0.00018809523317031562,0.0006040725857019424,186624,1763260284.1681063,-0.006637733429670334,0.0,1089.0
2093,200.61067843437195,,0.0009921584278345108,,328.8005676269531,0.0005080699920654297,0.5258543491363525,0.00018709676805883646,0.0015396196395158768,188288,1763260285.7106774,0.006194058805704117,0.0,1088.0
2094,200.7228524684906,,0.015425628051161766,,0.005069729872047901,0.17076051235198975,0.5570483803749084,0.00018701996305026114,0.0018477458506822586,188416,1763260285.8228514,-0.017369084060192108,0.0,1088.0
2117,202.80131030082703,,-0.002444896847009659,,393.0511169433594,0.00019186735153198242,0.5636239647865295,0.0001856374874478206,0.000421939417719841,190720,1763260287.9013093,-0.0006767958402633667,0.0,1089.0
2141,205.00739359855652,500.0,,500.0,,,,,,193206,1763260290.1073925,,,
2146,205.4864330291748,500.0,,500.0,,,,,,193706,1763260290.586432,,,
2147,205.58182501792908,,0.0004357891157269478,,613.56005859375,9.429454803466797e-05,0.5117389559745789,0.00018379416724201292,0.00010192301124334335,193792,1763260290.681824,-0.0016088560223579407,0.0,1089.0
2148,205.69434237480164,,-0.003982984460890293,,0.004464928992092609,-0.1758277416229248,0.4676855206489563,0.0001837173622334376,0.0004652785137295723,193920,1763260290.7943413,-0.0021217279136180878,0.0,1089.0
2155,206.3980405330658,,-0.020869679749011993,,0.00028473749989643693,-0.4027986526489258,0.48418352007865906,0.00018325653218198568,0.0004779687151312828,194688,1763260291.4980395,-0.0046888552606105804,0.0,1089.0
2172,207.88242101669312,,0.008018668740987778,,0.0052174958400428295,-0.15287566184997559,0.4710859954357147,0.0001822580670705065,0.0010455828160047531,196352,1763260292.98242,-0.004714787006378174,0.0,1089.0
2185,209.11775135993958,500.0,,500.0,,,,,,197706,1763260294.2177503,,,
2192,209.90428853034973,,-0.00160916056483984,,0.004979528486728668,-0.5265345573425293,0.5283962488174438,0.0001810291869333014,0.0004878407344222069,198400,1763260295.0042875,-0.001675538718700409,0.0,1088.0
2198,210.49383854866028,,-0.00504777766764164,,0.0006599756889045238,-0.12459325790405273,0.5166901350021362,0.0001806451618904248,9.371526539325714e-05,199040,1763260295.5938375,-0.00197452399879694,0.0,1088.0
2199,210.6511344909668,,0.0004470646381378174,,0.0002995861868839711,0.036009013652801514,0.4938247799873352,0.00018056835688184947,0.0009751226752996445,199168,1763260295.7511334,-0.014843206852674484,0.0,1088.0
2211,211.71664214134216,,0.009183605201542377,,494.5010070800781,0.0005618929862976074,0.39185112714767456,0.00017987711180467159,0.0007899655029177666,200320,1763260296.816641,0.004575364291667938,0.0,1088.0
2214,212.04622340202332,,-0.004799769259989262,,0.0003934098349418491,-2.1049845218658447,0.48241257667541504,0.00017964669677894562,0.00010247621685266495,200704,1763260297.1462224,-0.0028568990528583527,0.0,1088.0
2220,212.49123620986938,,0.001885642297565937,,354.30865478515625,0.0002891421318054199,0.4964137673377991,0.00017933947674464434,0.00015993695706129074,201216,1763260297.5912352,0.0031737759709358215,0.0,1088.0
2223,212.8603777885437,,-0.001593870110809803,,0.00019620377861429006,-0.8539971113204956,0.46683529019355774,0.00017910906171891838,0.0007081693038344383,201600,1763260297.9603767,0.009716816246509552,0.0,1088.0
2225,212.9743528366089,,0.0036619193851947784,,409.6435241699219,-0.00037872791290283203,0.45700928568840027,0.00017903225671034306,7.310882210731506e-05,201728,1763260298.0743518,-0.0020147450268268585,0.0,1088.0
2226,213.0886390209198,,0.004478320479393005,,0.005310446955263615,0.5584429502487183,0.4441492259502411,0.00017895545170176774,0.0005653388798236847,201856,1763260298.188638,-0.017092758789658546,0.0,1088.0
2227,213.19872856140137,,0.0011172723025083542,,0.00032700379961170256,0.1990085244178772,0.4249017536640167,0.00017887864669319242,0.00011810474097728729,201984,1763260298.2987275,0.0001971796154975891,0.0,1088.0
2231,213.53401279449463,,0.010138626210391521,,0.00563911022618413,-0.24904119968414307,0.5070540308952332,0.00017864823166746646,0.0002826014533638954,202368,1763260298.6340117,-0.0062741804867982864,0.0,1089.0
2235,213.90828156471252,,0.002964557148516178,,658.735107421875,0.00024121999740600586,0.551073431968689,0.0001784178166417405,6.711948662996292e-05,202752,1763260299.0082805,-0.003186434507369995,0.0,1088.0
2241,214.5087752342224,,-0.005604397505521774,,0.005755462683737278,-0.18366384506225586,0.47078296542167664,0.0001780337915988639,0.001520112156867981,203392,1763260299.6087742,-0.013196440413594246,0.0,1088.0
2248,215.25187373161316,,-0.013780915178358555,,0.00018739764345809817,-0.06497466564178467,0.5273064970970154,0.00017757296154741198,0.0008925748988986015,204160,1763260300.3518727,0.009685622528195381,0.0,1088.0
2250,215.3729910850525,,-0.0018740259110927582,,482.9286804199219,0.00043779611587524414,0.5019696354866028,0.00017749615653883666,1.6145408153533936e-05,204288,1763260300.47299,0.00029020756483078003,0.0,1088.0
2253,215.74690461158752,,-0.0036104265600442886,,0.00016711745411157608,0.03012317419052124,0.5364384651184082,0.0001772657415131107,0.0009433533996343613,204672,1763260300.8469036,-0.013771504163742065,0.0,1088.0
2272,217.46197319030762,,-0.004929468967020512,,0.0001650084013817832,-0.16496002674102783,0.5587521195411682,0.0001761136663844809,0.0005986122414469719,206592,1763260302.5619721,-0.0009395815432071686,0.0,1088.0
2280,218.16287684440613,,9.349267929792404e-05,,0.005608337465673685,0.2663610577583313,0.4710518717765808,0.00017565283633302897,0.000501350499689579,207360,1763260303.2628758,-0.004393486306071281,0.0,1088.0
2295,219.5294532775879,,0.00099283829331398,,0.0040411693044006824,-0.6089973449707031,0.46163657307624817,0.00017473117623012513,0.00022834353148937225,208896,1763260304.6294522,-0.0029610134661197662,0.0,1088.0
2298,219.76904964447021,500.0,,500.0,,,,,,209206,1763260304.8690486,,,
2310,221.00350403785706,,0.0013288091868162155,,0.004334200173616409,0.19244545698165894,0.5520515441894531,0.00017380953067913651,7.793307304382324e-06,210432,1763260306.103503,0.0003352239727973938,0.0,1088.0
2312,221.24582529067993,,-0.0002694595605134964,,0.00020787907124031335,0.2742219567298889,0.4604923725128174,0.00017365592066198587,0.0003219079226255417,210688,1763260306.3458242,-0.001350337639451027,0.0,1088.0
2318,221.73469805717468,500.0,,500.0,,,,,,211206,1763260306.834697,,,
2322,222.1647961139679,500.0,,500.0,,,,,,211706,1763260307.264795,,,
2324,222.34597849845886,,-0.0015704575926065445,,0.006073141936212778,0.07651698589324951,0.4696541130542755,0.000172964675584808,0.0002843588590621948,211840,1763260307.4459774,-0.0045052096247673035,0.0,1088.0
2329,222.79182028770447,,-0.011974452994763851,,0.006663491018116474,-0.12406003475189209,0.44548436999320984,0.0001726574555505067,0.0018279822543263435,212352,1763260307.8918192,-0.001840619370341301,0.001953125,1088.0
2339,223.71351766586304,,0.0077750664204359055,,0.004222149960696697,-0.013473272323608398,0.5044384002685547,0.00017204301548190415,0.001188686117529869,213376,1763260308.8135166,-0.008686259388923645,0.0,1088.0
2343,224.09269523620605,,0.0030666738748550415,,388.3565673828125,-0.00021314620971679688,0.4796106815338135,0.0001718126004561782,0.0004991739988327026,213760,1763260309.1926942,-0.006087839603424072,0.0,1088.0
2348,224.5371503829956,,0.0009104907512664795,,585.446533203125,-1.3113021850585938e-06,0.5243651866912842,0.0001715053804218769,0.0002749469131231308,214272,1763260309.6371493,-0.00284586101770401,0.0,1088.0
2354,225.11921548843384,,-0.002309217117726803,,0.004723620600998402,-0.28405070304870605,0.5182510614395142,0.0001711213553790003,0.000842939130961895,214912,1763260310.2192144,-0.00863558053970337,0.0,1088.0
2363,225.90264177322388,,0.0015188250690698624,,266.4792785644531,-2.6226043701171875e-06,0.511398196220398,0.00017058372031897306,3.947503864765167e-05,215808,1763260311.0026407,-0.002410873770713806,0.0,1088.0
2389,228.34864854812622,,-0.0022211382165551186,,0.00024323348770849407,-0.10301864147186279,0.5099066495895386,0.00016897081513889134,0.0005883360281586647,218496,1763260313.4486475,0.006149396300315857,0.0,1088.0
2394,228.79246950149536,,0.004808250814676285,,0.00012964612687937915,0.049151599407196045,0.4797442853450775,0.00016866359510459006,0.0005715303122997284,219008,1763260313.8924685,0.0014116019010543823,0.0,1089.0
2409,230.21161603927612,,0.005526749417185783,,0.00026786181842908263,-0.08153462409973145,0.5284016132354736,0.00016774193500168622,0.0019147135317325592,220544,1763260315.311615,-0.00893443264067173,0.0,1089.0
2426,231.75745487213135,,0.003272884525358677,,425.5848388671875,5.0067901611328125e-06,0.5001643896102905,0.00016674346989020705,0.00041542481631040573,222208,1763260316.8574538,0.003713255748152733,0.0,1088.0
2430,232.12830638885498,500.0,,500.0,,,,,,222706,1763260317.2283053,,,
2449,233.93792033195496,,0.011255666613578796,,0.0002172791282646358,-0.14743125438690186,0.5256813764572144,0.00016528417472727597,0.0032478589564561844,224640,1763260319.0379193,0.002257097512483597,0.0,1089.0
2465,235.38264918327332,500.0,,500.0,,,,,,226206,1763260320.4826481,,,
2491,237.81133103370667,,0.0009842505678534508,,0.005370186176151037,-0.06406283378601074,0.48144295811653137,0.0001627496094442904,6.831251084804535e-06,228864,1763260322.91133,0.0005607474595308304,0.0,1089.0
2493,238.02910327911377,,-0.00026816781610250473,,0.00029808812541887164,-1.607553243637085,0.5223077535629272,0.00016259599942713976,0.0012940866872668266,229120,1763260323.1291022,-0.006169804371893406,0.005859375,1089.0
2506,239.2453110218048,,-0.0014033066108822823,,0.0042178016155958176,-0.03593158721923828,0.4886409044265747,0.00016182796389330178,0.0005612196400761604,230400,1763260324.34531,-0.007968209683895111,0.0,1089.0
2514,240.00360989570618,500.0,,500.0,,,,,,231206,1763260325.1036088,,,
2515,240.10564541816711,,0.00548768974840641,,338.88665771484375,1.3768672943115234e-05,0.5067689418792725,0.00016129032883327454,0.000200783833861351,231296,1763260325.2056444,-0.0051828548312187195,0.0,1088.0
2520,240.56636834144592,,-0.0007807277143001556,,379.3243408203125,-2.276897430419922e-05,0.5176164507865906,0.00016098310879897326,0.00020045973360538483,231808,1763260325.6663673,-0.0019057467579841614,0.0,1089.0
2533,241.78627395629883,500.0,,500.0,,,,,,233206,1763260326.886273,,,
2540,242.41343569755554,,-0.0030698897317051888,,0.005167756229639053,0.0289803147315979,0.46702226996421814,0.00015975422866176814,5.0057657063007355e-05,233856,1763260327.5134346,-8.35023820400238e-06,0.0,1089.0
2547,243.11952018737793,,-0.008151549845933914,,0.00017672723333816975,0.180666983127594,0.4855967164039612,0.00015929339861031622,0.0024970341473817825,234624,1763260328.2195191,-0.02797016128897667,0.005859375,1089.0
2570,245.26914072036743,,-0.0003030449151992798,,0.004044279456138611,-0.014389395713806152,0.5425382852554321,0.00015791090845596045,1.6128644347190857e-05,236928,1763260330.3691397,-0.000603698194026947,0.0,1089.0
2571,245.37892198562622,,0.007364774122834206,,0.0002011070173466578,0.20970016717910767,0.5317938923835754,0.00015783410344738513,0.0008004885166883469,237056,1763260330.478921,0.004020139575004578,0.0,1089.0
2576,245.8254840373993,,0.00026120059192180634,,0.00023873626196291298,0.04356664419174194,0.5478215217590332,0.00015752688341308385,9.567663073539734e-05,237568,1763260330.925483,-0.005406498908996582,0.0,1089.0
2577,245.97174453735352,,0.001337147317826748,,0.0001345145865343511,0.14328867197036743,0.5053856372833252,0.00015745007840450853,0.00020894315093755722,237696,1763260331.0717435,0.00032373517751693726,0.0,1089.0
2608,248.73035788536072,,0.0027592340484261513,,276.301025390625,0.00022679567337036133,0.5149717330932617,0.00015560675819870085,0.00045136455446481705,240768,1763260333.8303568,-0.011965860612690449,0.0,1089.0
2610,248.96650457382202,,0.00803256407380104,,0.0002737107570283115,0.12989014387130737,0.45841696858406067,0.0001554531481815502,0.00016774237155914307,241024,1763260334.0665035,-0.0029642004519701004,0.0,1089.0
2630,250.8616807460785,,-0.0009991973638534546,,0.0002084150619339198,-0.48087751865386963,0.5470020174980164,0.00015422426804434508,0.0004130043089389801,243072,1763260335.9616797,-0.0014299750328063965,0.0,1089.0
2636,251.38537883758545,500.0,,500.0,,,,,,243706,1763260336.4853778,,,
2646,252.30393195152283,500.0,,500.0,,,,,,244706,1763260337.403931,,,
2647,252.38234758377075,,-0.0019286805763840675,,246.33897399902344,0.00033801794052124023,0.5955645442008972,0.00015322580293286592,0.0005359230563044548,244736,1763260337.4823465,0.0022067688405513763,0.0,1089.0
2648,252.50030779838562,,0.0029325420036911964,,0.004251736216247082,0.3766742944717407,0.5330228209495544,0.0001531489979242906,0.00033049751073122025,244864,1763260337.6003067,-0.007083158940076828,0.0,1089.0
2668,254.4514353275299,,0.0007657269015908241,,0.004860417451709509,-0.018680930137634277,0.584104061126709,0.00015192011778708547,0.00021293293684720993,246912,1763260339.5514343,-0.0008654817938804626,0.0,1088.0
2673,254.89687943458557,,-0.0032051894813776016,,0.004839461296796799,0.00430375337600708,0.5821582674980164,0.0001516128977527842,0.00026214681565761566,247424,1763260339.9968784,-0.0024770256131887436,0.0,1089.0
2683,255.82636857032776,,0.001000995747745037,,0.004133868962526321,-0.07099926471710205,0.5865387916564941,0.00015099845768418163,5.4786913096904755e-05,248448,1763260340.9263675,0.003818690776824951,0.0,1089.0
2687,256.1601128578186,,0.0013659009709954262,,152.09671020507812,0.0003885030746459961,0.5434458255767822,0.00015076804265845567,1.4948658645153046e-05,248832,1763260341.2601118,-1.5072524547576904e-05,0.0,1089.0
2689,256.41769576072693,,0.0046244654804468155,,0.00046452382230199873,0.3692017197608948,0.5386362075805664,0.00015061443264130503,0.0016878116875886917,249088,1763260341.5176947,-0.025228295475244522,0.0,1089.0
2692,256.6412720680237,,-0.00013561267405748367,,0.0034778336994349957,-0.9163963794708252,0.5747997760772705,0.0001504608226241544,0.0002563195303082466,249344,1763260341.741271,-0.0078021809458732605,0.0,1089.0
2732,260.4189250469208,,0.0011126436293125153,,0.004193885251879692,0.1725894808769226,0.4857707619667053,0.00014800307690165937,3.318116068840027e-05,253440,1763260345.518924,-0.0009170137345790863,0.0,1089.0
2752,262.2617292404175,,-0.00516426470130682,,0.00016358467109967023,0.51933753490448,0.4989433288574219,0.00014677419676445425,0.0009027132764458656,255488,1763260347.3617282,-0.012248169630765915,0.0,1089.0
2757,262.7395672798157,,-0.0017454130575060844,,9.180806955555454e-05,0.5183758735656738,0.4610767364501953,0.00014646697673015296,4.0051527321338654e-05,256000,1763260347.8395662,0.0016037598252296448,0.0,1089.0
2772,264.11512899398804,,0.00651823915541172,,0.00012961159518454224,0.380257248878479,0.4633656442165375,0.00014554531662724912,0.00018298812210559845,257536,1763260349.215128,-0.001847773790359497,0.0,1089.0
2782,265.03820157051086,,-0.00022480078041553497,,0.0003015795082319528,-0.6590274572372437,0.48393476009368896,0.00014493087655864656,0.000157039612531662,258560,1763260350.1382005,-0.006382530555129051,0.0,1089.0
2783,265.1482880115509,,-0.0023652473464608192,,0.00016454140131827444,-0.17597270011901855,0.48589518666267395,0.00014485407155007124,0.0004015723243355751,258688,1763260350.248287,0.00021463632583618164,0.0,1089.0
2793,266.0381031036377,500.0,,500.0,,,,,,259706,1763260351.138102,,,
2824,268.8470776081085,,0.0062478082254529,,378.33294677734375,0.00011897087097167969,0.48903343081474304,0.000142396311275661,0.00014349166303873062,262784,1763260353.9470766,-0.0016587823629379272,0.0,1089.0
2843,270.5849106311798,500.0,,500.0,,,,,,264706,1763260355.6849096,,,
2857,271.8798887729645,500.0,,500.0,,,,,,266206,1763260356.9798877,,,
2882,274.2036666870117,500.0,,500.0,,,,,,268706,1763260359.3036656,,,
2890,274.9723777770996,,0.004903060384094715,,0.00028133028536103666,0.10569483041763306,0.5573795437812805,0.00013832564582116902,0.00035560037940740585,269568,1763260360.0723767,-0.007363872602581978,0.0,1090.0
2911,276.9059190750122,500.0,,500.0,,,,,,271706,1763260362.005918,,,
2935,279.2187342643738,,0.0032463856041431427,,9.505182970315218e-05,-0.1392958164215088,0.5331719517707825,0.00013556068006437272,0.00037510134279727936,274176,1763260364.3187332,-0.004890970885753632,0.0,1090.0
2949,280.52019023895264,,-0.004288519732654095,,0.00020089271129108965,-0.26544952392578125,0.5466113090515137,0.0001347158249700442,0.00021821167320013046,275584,1763260365.6201892,-0.0020278245210647583,0.0,1090.0
2960,281.4404170513153,500.0,,500.0,,,,,,276706,1763260366.540416,,,
2975,282.8334312438965,500.0,,500.0,,,,,,278206,1763260367.9334302,,,
2989,284.1751265525818,,-0.0032172324135899544,,0.00021103130711708218,0.17712479829788208,0.5086657404899597,0.00013225806469563395,0.0005177268758416176,279680,1763260369.2751255,-0.002917848527431488,0.0,1090.0
2997,284.874591588974,,0.0015015928074717522,,0.002918167505413294,-0.13013386726379395,0.5563695430755615,0.00013179723464418203,0.00022641662508249283,280448,1763260369.9745905,0.005791813135147095,0.0,1090.0
3011,286.13285660743713,,-0.0005660820752382278,,0.004012191668152809,-0.7138040065765381,0.5448050498962402,0.0001309523795498535,5.286559462547302e-05,281856,1763260371.2328556,0.0007690936326980591,0.0,1090.0
3051,289.8210783004761,,0.0003900686278939247,,0.0027867713943123817,-0.11784815788269043,0.5385562777519226,0.00012849461927544326,0.00011261645704507828,285952,1763260374.9210773,-0.0007711797952651978,0.0,1090.0
3053,289.9737780094147,500.0,,500.0,,,,,,286206,1763260375.073777,,,
3066,291.1868665218353,,0.00806680042296648,,0.00018918310524895787,-0.010739922523498535,0.5323973894119263,0.0001275729591725394,0.0003872169181704521,287488,1763260376.2868655,-0.0027977563440799713,0.0,1091.0
3070,291.51971530914307,,-0.002832985483109951,,0.0034620941150933504,-0.13653647899627686,0.5484449863433838,0.00012734254414681345,9.51448455452919e-05,287872,1763260376.6197143,-0.000641796737909317,0.0,1091.0
3083,292.6848952770233,500.0,,500.0,,,,,,289206,1763260377.7848942,,,
3098,294.0822055339813,500.0,,500.0,,,,,,290706,1763260379.1822045,,,
3103,294.52907538414,500.0,,500.0,,,,,,291206,1763260379.6290743,,,
3127,296.7338492870331,500.0,,500.0,,,,,,293706,1763260381.8338482,,,
3129,296.9278485774994,,0.0006803888827562332,,0.0033499980345368385,0.11869257688522339,0.5432878136634827,0.00012373272329568863,4.752911627292633e-05,293888,1763260382.0278475,-0.001150384545326233,0.0,1091.0
3141,298.0682690143585,,0.006036972627043724,,0.00018555988208390772,-0.020527958869934082,0.573616623878479,0.00012296467320993543,0.0008226633071899414,295168,1763260383.168268,-0.0035939328372478485,0.0,1091.0
3143,298.2167468070984,,-0.005974896252155304,,429.77862548828125,9.232759475708008e-05,0.5190027952194214,0.0001228878682013601,0.00020484253764152527,295296,1763260383.3167458,0.001979343593120575,0.0,1091.0
3146,298.54646253585815,,0.0037423092871904373,,0.00016101630171760917,-0.021425604820251465,0.536792516708374,0.00012265745317563415,0.0003707911819219589,295680,1763260383.6464615,-0.0008758455514907837,0.0,1091.0
3161,299.907333612442,500.0,,500.0,,,,,,297206,1763260385.0073326,,,
3170,300.83559942245483,,-0.022556068375706673,,0.00024213982396759093,-0.5832289457321167,0.5080409646034241,0.00012119815801270306,0.0023709265515208244,298112,1763260385.9355984,-0.007308695465326309,0.009765625,1091.0
3183,302.0078685283661,,-0.005194857716560364,,0.0032792934216558933,0.26945847272872925,0.582274854183197,0.00012043010792694986,0.00010603293776512146,299392,1763260387.1078675,-0.0008800039067864418,0.0,1091.0
3188,302.4885411262512,,-0.002095228061079979,,0.003509923815727234,0.01272350549697876,0.5429878830909729,0.00012012288789264858,0.00026709213852882385,299904,1763260387.58854,-0.0009269416332244873,0.0,1091.0
3217,305.1124002933502,,0.0017358073964715004,,0.0029634423553943634,0.08436775207519531,0.5960808396339417,0.00011835637269541621,2.5223009288311005e-05,302848,1763260390.2123992,0.0019471794366836548,0.0,1091.0
3224,305.8170690536499,,0.005347405560314655,,0.00022296079259831458,-0.16002416610717773,0.5378201007843018,0.00011789554264396429,0.0004007359966635704,303616,1763260390.917068,-0.010794902220368385,0.0,1091.0
3247,307.880544424057,,0.00183143001049757,,0.003885543206706643,-0.061419010162353516,0.5511057376861572,0.00011651305976556614,0.000348617322742939,305920,1763260392.9805434,-0.007111340761184692,0.0,1091.0
3250,308.11391854286194,500.0,,500.0,,,,,,306206,1763260393.2139175,,,
3252,308.3228347301483,,-0.0017622699961066246,,0.004635658580809832,-0.15218722820281982,0.5688543319702148,0.00011620583973126486,0.0001479675993323326,306432,1763260393.4228337,-0.00018341466784477234,0.0,1091.0
3255,308.54987239837646,500.0,,500.0,,,,,,306706,1763260393.6498713,,,
3259,309.0187177658081,,0.0003822287544608116,,0.0002221597678726539,-0.005681872367858887,0.5627414584159851,0.00011574500967981294,0.00021388661116361618,307200,1763260394.1187167,0.0009262971580028534,0.0,1092.0
3272,310.0560917854309,,-0.00029746443033218384,,534.4732666015625,0.0006229877471923828,0.5403056144714355,0.00011505376460263506,5.723908543586731e-06,308352,1763260395.1560907,0.000635392963886261,0.0,1092.0
3275,310.38747572898865,,0.003968069329857826,,0.0003662928065750748,0.011821866035461426,0.5442380905151367,0.0001148233495769091,0.0003787968307733536,308736,1763260395.4874747,-0.0059686750173568726,0.0,1092.0
3276,310.39523243904114,500.0,,500.0,,,,,,308752,1763260395.4952314,,,
3296,312.25139355659485,500.0,,500.0,,,,,,310766,1763260397.3513925,,,
3299,312.54485726356506,,-0.000890989787876606,,0.00032860288047231734,0.18893051147460938,0.5725786685943604,0.00011344085942255333,3.272388130426407e-05,311040,1763260397.6448562,-0.0016662701964378357,0.0,1091.0
3338,316.1879913806915,,-0.0002666627988219261,,0.0038477552589029074,-0.33833539485931396,0.5779902935028076,0.00011105991143267602,0.0006010094657540321,315008,1763260401.2879903,-0.006332259625196457,0.0,1091.0
3351,317.36055278778076,,-0.0004425784572958946,,489.772705078125,0.00016260147094726562,0.5847873091697693,0.00011029186134692281,4.4675543904304504e-06,316288,1763260402.4605517,0.0005907043814659119,0.0,1091.0
3357,317.9374933242798,,-0.0010522454977035522,,0.0029616483952850103,-0.017011642456054688,0.5799993872642517,0.00010990783630404621,0.00011291727423667908,316928,1763260403.0374923,-0.0024704374372959137,0.0,1091.0
3360,318.22315430641174,500.0,,500.0,,,,,,317266,1763260403.3231533,,,
3398,321.7571439743042,,0.005547843873500824,,0.0001973759790416807,-0.18593347072601318,0.5940915942192078,0.00010737327102106065,0.0007501207292079926,321152,1763260406.857143,-0.0054161567240953445,0.0,1092.0
3401,321.99377727508545,,0.0004198038950562477,,0.0037209228612482548,-0.1489483118057251,0.5788128972053528,0.00010721966100391,0.00010852422565221786,321408,1763260407.0937762,-0.0006486251950263977,0.0,1092.0
3406,322.4772012233734,,0.006094980053603649,,0.0030815533827990294,0.023478448390960693,0.5942279100418091,0.00010691244096960872,0.00017431285232305527,321920,1763260407.5772002,-0.003696199506521225,0.0,1092.0
3407,322.58753395080566,,0.004051900468766689,,0.00031801051227375865,0.137495756149292,0.5103033781051636,0.0001068356359610334,0.00032114703208208084,322048,1763260407.687533,-0.002065502107143402,0.0,1092.0
3419,323.6486265659332,500.0,,500.0,,,,,,323266,1763260408.7486255,,,
3426,324.29094910621643,,-0.005642215721309185,,0.003740536980330944,-0.12847650051116943,0.5365257859230042,0.0001056835608324036,0.00025382358580827713,323968,1763260409.390948,-0.0025495029985904694,0.0,1092.0
3428,324.54607939720154,,-0.0011727223172783852,,0.00026536016957834363,-0.03271591663360596,0.5489370226860046,0.00010552995081525296,0.0002920879051089287,324224,1763260409.6460783,-0.005207732319831848,0.0,1092.0
3435,325.1023290157318,,-0.003805560991168022,,202.18875122070312,0.0002776980400085449,0.5357569456100464,0.00010514592577237636,0.0014105476438999176,324864,1763260410.202328,-0.005918651819229126,0.005859375,1092.0
3450,326.5024437904358,,0.0001012999564409256,,0.003076014807447791,0.12825042009353638,0.5885292887687683,0.00010422427294543013,6.563588976860046e-05,326400,1763260411.6024427,-0.0004398394376039505,0.0,1092.0
3451,326.62087178230286,,0.0027260975912213326,,0.00024594590649940073,0.06435853242874146,0.5681719183921814,0.00010414746793685481,0.0003627641126513481,326528,1763260411.7208707,-0.001897759735584259,0.0,1092.0
