_step,_runtime,charts/episodic_length,losses/old_approx_kl,charts/episodic_return,losses/value_loss,losses/explained_variance,losses/entropy,charts/learning_rate,losses/approx_kl,global_step,_timestamp,losses/policy_loss,losses/clipfrac,charts/SPS
4981,468.273485660553,,-8.055940270423889e-07,,0.0012314366176724434,-0.12807178497314453,0.5928512811660767,1.1136712601000909e-05,1.257285475730896e-07,481536,1763260553.3734846,-3.722868859767914e-05,0.0,1092.0
4989,468.9718964099884,,8.729752153158188e-05,,0.0017038192600011826,0.08746081590652466,0.5506274700164795,1.0675883459043689e-05,9.918585419654846e-07,482304,1763260554.0718954,3.452599048614502e-05,0.0,1092.0
4994,469.42818427085876,,-0.0002249954268336296,,0.0017314014257863164,0.004000425338745117,0.5904256105422974,1.0368663424742408e-05,6.528571248054504e-07,482816,1763260554.5281832,-0.0005095973610877991,0.0,1093.0
5008,470.7234125137329,,0.0001551872119307518,,0.0013508585980162024,-0.09578800201416016,0.4846469461917877,9.523809239908587e-06,1.2619420886039734e-06,484224,1763260555.8234115,-0.00038460083305835724,0.0,1093.0
5013,471.239794254303,,6.922334432601929e-05,,0.0017036813078448176,-0.3892953395843506,0.5315560102462769,9.216590115102008e-06,6.845220923423767e-06,484736,1763260556.3397932,0.00047761574387550354,0.0,1092.0
5015,471.478631734848,,0.00017092563211917877,,0.0018310664454475045,0.25505226850509644,0.5653058290481567,9.062980097951367e-06,3.2298266887664795e-06,484992,1763260556.5786307,0.0003180503845214844,0.0,1092.0
5039,473.65510058403015,,9.813997894525528e-05,,236.7181854248047,1.6033649444580078e-05,0.5594581365585327,7.603686754009686e-06,6.789341568946838e-07,487424,1763260558.7550995,-0.00015565939247608185,0.0,1093.0
5071,476.76600909233093,,0.00010251719504594803,,0.0016875381115823984,-0.22342944145202637,0.5112419724464417,5.6067588047881145e-06,8.44709575176239e-07,490752,1763260561.866008,-0.0003460347652435303,0.0,1092.0
5117,480.9136266708374,500.0,,500.0,,,,,,495364,1763260566.0136256,,,
5122,481.3906319141388,,-1.2001022696495056e-05,,242.18185424804688,4.011392593383789e-05,0.5978331565856934,2.534562099754112e-06,4.0978193283081055e-08,495872,1763260566.4906309,0.00010100007057189941,0.0,1092.0
5127,481.8368625640869,,-5.145091563463211e-05,,268.9992980957031,0.0002802610397338867,0.5676250457763672,2.2273425202001818e-06,4.0046870708465576e-08,496384,1763260566.9368615,6.206706166267395e-05,0.0,1093.0
5128,481.9469521045685,,-0.00013786088675260544,,0.0014726190129294991,-0.22786390781402588,0.5411467552185059,2.150537738998537e-06,4.721805453300476e-07,496512,1763260567.046951,-0.0003779269754886627,0.0,1093.0
5140,483.09310388565063,,-8.150283247232437e-05,,0.0018425654852762818,-0.20941734313964844,0.594274640083313,1.3824884490531986e-06,7.916241884231567e-08,497792,1763260568.1931028,5.581602454185486e-05,0.0,1093.0
5146,483.59550285339355,500.0,,500.0,,,,,,498364,1763260568.6955018,,,
5150,484.01264667510986,,1.1352822184562683e-06,,0.0016570830484852195,0.0519832968711853,0.5409930944442749,7.680491762585007e-07,1.210719347000122e-08,498816,1763260569.1126456,1.2010335922241211e-05,0.0,1093.0
5151,484.0320599079132,500.0,,500.0,,,,,,498864,1763260569.1320589,,,
