losses/explained_variance,charts/learning_rate,global_step,losses/policy_loss,_runtime,losses/approx_kl,charts/SPS,losses/old_approx_kl,losses/entropy,losses/value_loss,charts/episodic_return,_timestamp,losses/clipfrac,charts/episodic_length,_step
0.004253745079040527,1.1751151760108769e-05,480512,-0.00010485947132110596,657.3060071468353,3.5297125577926636e-07,764.0,2.2106803953647614e-05,0.5489766597747803,436.5036926269531,,1763260748.2133331,0.0,,4971
0.5074526071548462,1.1674346751533449e-05,480640,-0.00010374188423156738,657.4155879020691,1.695007085800171e-06,764.0,-0.0002753995358943939,0.5741905570030212,0.003361633513122797,,1763260748.322914,0.0,,4972
-3.48903226852417,1.129032261815155e-05,481280,0.00037661753594875336,657.9731163978577,2.0693987607955933e-06,764.0,-0.0001888219267129898,0.551351010799408,0.0039032609201967716,,1763260748.8804424,0.0,,4978
0.0015199780464172363,1.1136712601000909e-05,481536,-0.00011162459850311279,658.1958274841309,3.3276155591011047e-06,764.0,0.0005697226151823997,0.46016624569892883,373.25885009765625,,1763260749.1031535,0.0,,4981
,,482415,,658.9356768131256,,,,,,500.0,1763260749.8430028,,500.0,4989
,,482915,,659.4094386100769,,,,,,500.0,1763260750.3167646,,500.0,4994
-0.29067254066467285,9.447004231333267e-06,484352,-0.0003109350800514221,660.7921226024628,1.6259029507637024e-05,766.0,-0.0008248891681432724,0.5120674967765808,0.004338409285992384,,1763260751.6994486,0.0,,5008
-0.6872177124023438,9.139785106526688e-06,484864,0.00032715871930122375,661.2358162403107,3.409571945667267e-06,766.0,-0.0005779517814517021,0.5304374694824219,0.0068131303414702415,,1763260752.1431422,0.0,,5013
0.0036233067512512207,9.062980097951367e-06,484992,3.1888484954833984e-06,661.3483712673187,3.0174851417541504e-07,766.0,-0.00010990537703037262,0.513771653175354,309.69036865234375,,1763260752.2556973,0.0,,5015
0.001135408878326416,7.603686754009686e-06,487424,0.0002500079572200775,663.5555417537689,3.7904828786849976e-07,767.0,-8.349772542715073e-05,0.5335955619812012,629.9576416015625,,1763260754.4628677,0.0,,5039
-0.7298939228057861,5.6067588047881145e-06,490752,-0.00010163895785808563,666.5025651454926,1.044943928718567e-06,769.0,4.791468381881714e-05,0.5315232276916504,0.003946990706026554,,1763260757.4098911,0.0,,5071
,,495415,,670.6615900993347,,,,,,500.0,1763260761.568916,,500.0,5117
,,495915,,671.139497756958,,,,,,500.0,1763260762.0468237,,500.0,5122
,,496415,,671.5770890712738,,,,,,500.0,1763260762.484415,,500.0,5127
0.0037012100219726562,2.150537738998537e-06,496512,3.869086503982544e-05,671.6739721298218,7.264316082000732e-08,772.0,7.672607898712158e-05,0.5226293206214905,406.9901123046875,,1763260762.581298,0.0,,5128
-4.8172993659973145,1.3824884490531986e-06,497792,-1.77919864654541e-05,672.8129208087921,1.5832483768463135e-08,772.0,-3.206077963113785e-05,0.49092328548431396,0.005017692223191261,,1763260763.7202468,0.0,,5140
,,498415,,673.3280644416809,,,,,,500.0,1763260764.2353904,,500.0,5146
-0.3571457862854004,7.680491762585007e-07,498816,2.4106353521347046e-05,673.7317702770233,5.587935447692871e-08,773.0,2.8382986783981323e-05,0.41152292490005493,0.0043477280996739864,,1763260764.6390963,0.0,,5150
,,498915,,673.7652885913849,,,,,,500.0,1763260764.6726146,,500.0,5151
