losses/explained_variance,charts/learning_rate,global_step,losses/policy_loss,_runtime,losses/approx_kl,charts/SPS,losses/old_approx_kl,losses/entropy,losses/value_loss,charts/episodic_return,_timestamp,losses/clipfrac,charts/episodic_length,_step
,,155657,,310.320303440094,,,,,,500.0,1763260401.2276294,,500.0,1754
0.016221940517425537,0.00020599078561645,156800,-0.0001873895525932312,312.4834077358246,1.0784715414047241e-05,552.0,0.0010597482323646545,0.5417530536651611,0.008147045038640499,,1763260403.3907337,0.0,,1765
,,157157,,312.9579315185547,,,,,,500.0,1763260403.8652575,,500.0,1768
0.14565110206604004,0.0002052227355306968,158080,0.0008374843746423721,314.62819743156433,0.00265448447316885,552.0,0.0017400579527020454,0.4990142583847046,0.00032542081316933036,,1763260405.5355234,0.0078125,,1777
2.282857894897461e-05,0.00020276497525628656,162176,0.004230767488479614,320.152058839798,0.0008497042581439018,556.0,0.012146850116550922,0.5824301838874817,755.6685791015625,,1763260411.0593848,0.0,,1818
-0.00013327598571777344,0.00020245775522198528,162688,-0.0023850463330745697,320.7172939777374,0.0014039929956197739,556.0,-0.023968873545527458,0.5369404554367065,363.58856201171875,,1763260411.62462,0.0,,1823
-0.11152660846710205,0.00020069124002475291,165632,0.0006973948329687119,324.9504656791687,0.00141096580773592,558.0,0.011073090136051178,0.4815807640552521,0.00028819844010286033,,1763260415.8577917,0.0,,1851
-0.5546678304672241,0.00020038401999045163,166144,-0.006597308441996574,325.54230093955994,0.002953755669295788,559.0,-0.007774646393954754,0.47244447469711304,0.0003165756061207503,,1763260416.449627,0.0,,1856
-0.0587843656539917,0.00019969277491327375,167296,-0.006974115967750549,326.8225927352905,0.00033390335738658905,560.0,0.001580091193318367,0.5477606654167175,0.005433251149952412,,1763260417.7299187,0.0,,1868
-0.18136608600616455,0.00019938555487897247,167808,-0.01202462986111641,327.39600348472595,0.0007123230025172234,561.0,0.006989280693233013,0.49897727370262146,0.0060266791842877865,,1763260418.3033295,0.0,,1873
0.0002066493034362793,0.0001991551398532465,168192,0.018045440316200256,327.87403416633606,0.001787540502846241,561.0,-0.008199597708880901,0.5264301300048828,608.0638427734375,,1763260418.7813601,0.001953125,,1877
,,169157,,328.90107560157776,,,,,,500.0,1763260419.8084016,,500.0,1886
0.0784791111946106,0.00019800307927653193,170112,-0.01112227514386177,330.0172908306122,0.0006172079592943192,564.0,0.0019472632557153702,0.46701309084892273,0.00020766418310813606,,1763260420.9246168,0.0,,1895
-1.0297236442565918,0.00019754224922508,170880,-0.0024526305496692657,330.92999815940857,0.0015333201736211777,565.0,5.852244794368744e-05,0.39491018652915955,0.007703927345573902,,1763260421.8373241,0.0,,1903
,,171157,,331.2005224227905,,,,,,500.0,1763260422.1078484,,500.0,1906
0.0970609188079834,0.00019662058912217617,172416,-0.005291581153869629,332.5682611465454,0.0008145477622747421,567.0,0.007260499522089958,0.49194908142089844,0.0004149246960878372,,1763260423.4755871,0.0,,1918
,,172657,,332.7709631919861,,,,,,500.0,1763260423.6782892,,500.0,1920
,,175157,,336.60832381248474,,,,,,500.0,1763260427.5156498,,500.0,1945
-0.3047283887863159,0.0001940860238391906,176640,7.931143045425415e-05,339.205691576004,0.002188870683312416,568.0,0.023126831278204918,0.5553901791572571,0.0003163966175634414,,1763260430.1130176,0.00390625,,1959
-0.26066720485687256,0.00019324116874486208,178048,0.015828661620616913,341.66669392585754,0.0016697142273187637,568.0,0.003834288567304611,0.5808120965957642,0.00016345703625120223,,1763260432.57402,0.0,,1973
0.0004863739013671875,0.0001925499236676842,179200,0.00792287290096283,343.72625637054443,0.003138504922389984,568.0,0.0321820005774498,0.4865652322769165,425.4959716796875,,1763260434.6335824,0.00390625,,1985
-0.43152689933776855,0.0001921658986248076,179840,0.0007643401622772217,344.66270446777344,3.5043805837631226e-05,568.0,0.0012565162032842636,0.5298979878425598,0.004121646750718355,,1763260435.5700305,0.0,,1991
-1.313218355178833,0.00019147465354762971,180992,-0.024692613631486893,345.877286195755,0.004839549772441387,570.0,-0.020414110273122787,0.5299451947212219,0.0002321474748896435,,1763260436.7846122,0.029296875,,2002
0.00043517351150512695,0.00019124423852190375,181376,-0.0038332492113113403,346.34794306755066,0.0006629796698689461,570.0,0.018849149346351624,0.5025235414505005,838.9154663085938,,1763260437.255269,0.0,,2007
-0.362618088722229,0.00019078340847045183,182144,-0.0013614185154438019,347.1954290866852,0.0001309579238295555,571.0,0.00019618216902017593,0.5307850241661072,0.03237200900912285,,1763260438.102755,0.0,,2016
-3.844538688659668,0.0001906297984533012,182400,0.0026900973170995712,347.4817957878113,0.0008171191439032555,571.0,-0.007723837159574032,0.5705891847610474,0.037035029381513596,,1763260438.3891218,0.0,,2019
0.0017102360725402832,0.00019039938342757523,182784,-0.0025940611958503723,347.9002540111542,0.0001759640872478485,572.0,-0.001441190019249916,0.5219383835792542,1122.253662109375,,1763260438.80758,0.0,,2024
0.06808406114578247,0.0001902457734104246,183040,0.0005862712860107422,348.21030473709106,0.0012920312583446503,572.0,-0.009714838117361069,0.5976893901824951,0.021690677851438522,,1763260439.1176307,0.001953125,,2027
,,183202,,348.41299629211426,,,,,,341.0,1763260439.3203223,,341.0,2029
-0.5615531206130981,0.000189861748367548,183680,-0.0006023868918418884,348.9831681251526,1.2714415788650513e-05,573.0,0.0006139036267995834,0.5241537094116211,0.025212362408638,,1763260439.890494,0.0,,2034
0.11368298530578613,0.0001891705032903701,184832,0.0007912516593933105,350.558495759964,0.006617451086640358,573.0,0.029251519590616226,0.48367783427238464,0.0012917801504954696,,1763260441.4658217,0.0390625,,2045
-0.21326684951782227,0.0001887864782474935,185472,-0.011018790304660797,351.70685362815857,0.005161932669579983,573.0,0.007210138253867626,0.5496562719345093,0.0012271292507648468,,1763260442.6141796,0.013671875,,2051
,,185541,,351.75788831710815,,,,,,500.0,1763260442.6652143,,500.0,2052
-0.07888877391815186,0.0001876344031188637,187392,0.007456138730049133,355.15165185928345,0.00038714054971933365,573.0,-0.008863174356520176,0.503845751285553,0.0006332487682811916,,1763260446.0589778,0.0,,2070
-0.1481848955154419,0.0001872503780759871,188032,-0.015846488997340202,356.2633147239685,0.004873397760093212,573.0,0.008770640008151531,0.498796284198761,0.0003213915624655783,,1763260447.1706407,0.001953125,,2076
-0.1921900510787964,0.00018625191296450794,189696,-0.007959656417369843,359.3223466873169,0.0004490641877055168,573.0,-0.010517717339098454,0.5477745532989502,0.006605548318475485,,1763260450.2296727,0.0,,2093
0.030780255794525146,0.00018617510795593262,189824,-0.00021255481988191605,359.5523920059204,0.00032439175993204117,573.0,0.00698960293084383,0.5242481231689453,0.00019338424317538738,,1763260450.459718,0.0,,2094
-0.00026988983154296875,0.00018479263235349208,192128,0.002383217215538025,363.7362334728241,0.0002972045913338661,573.0,-0.006008169613778591,0.4800075888633728,459.7962646484375,,1763260454.6435595,0.0,,2117
-7.49826431274414e-05,0.000183333337190561,194560,-0.0005394015461206436,368.06217908859253,0.00018949434161186218,573.0,0.004213675856590271,0.5352466702461243,838.718994140625,,1763260458.969505,0.0,,2141
6.759166717529297e-05,0.00018302611715625972,195072,-0.0016785878688097,368.73002076148987,0.00015782378613948822,573.0,0.008251896128058434,0.5566102266311646,444.9850158691406,,1763260459.6373467,0.0,,2146
0.06252902746200562,0.0001829493121476844,195200,-0.005822025239467621,368.87944316864014,0.00023146811872720718,573.0,0.0011051828041672707,0.4354667067527771,0.0073142750188708305,,1763260459.7867692,0.0,,2147
-0.4460756778717041,0.00018287250713910908,195328,0.008071567863225937,369.01168036460876,0.001579313538968563,573.0,0.016104884445667267,0.4859221577644348,0.000656337826512754,,1763260459.9190063,0.001953125,,2148
,,196041,,369.74684619903564,,,,,,500.0,1763260460.6541722,,500.0,2155
0.0445217490196228,0.000181413211976178,197760,-0.02715868502855301,371.6528308391571,0.003414691425859928,576.0,0.0008144481107592583,0.5196155309677124,0.007811952382326126,,1763260462.5601568,0.001953125,,2172
,,199041,,373.0868875980377,,,,,,500.0,1763260463.9942136,,500.0,2185
0.020456910133361816,0.00018018433183897287,199808,-0.010665621608495712,373.94238471984863,0.004486516118049622,578.0,0.020066987723112106,0.4648347496986389,0.00041005757520906627,,1763260464.8497107,0.0078125,,2192
-0.20643830299377441,0.00017980030679609627,200448,-0.006045205518603325,374.67346119880676,0.0009882273152470589,579.0,-0.005775691010057926,0.5034486651420593,0.00023203446471598,,1763260465.5807872,0.0,,2198
,,200541,,374.70789885520935,,,,,,500.0,1763260465.6152248,,500.0,2199
-0.10983848571777344,0.00017903225671034306,201728,0.0002853982150554657,376.0708873271942,1.6489066183567047e-05,580.0,-0.00016168970614671707,0.5347592234611511,0.006140614859759808,,1763260466.9782133,0.0,,2211
,,202041,,376.37718749046326,,,,,,500.0,1763260467.2845135,,500.0,2214
-3.063678741455078e-05,0.00017849462165031582,202624,-0.0058107152581214905,377.03694677352905,0.00021142791956663132,581.0,0.0016682418063282967,0.5350576043128967,689.9657592773438,,1763260467.9442728,0.0,,2220
-0.21278619766235352,0.00017826420662458986,203008,-0.021516645327210426,377.42750787734985,0.0040030889213085175,581.0,-0.0005387235432863235,0.516329288482666,0.0004307253984734416,,1763260468.3348339,0.01171875,,2223
9.101629257202148e-05,0.00017818740161601454,203136,-0.005554035305976868,377.58904552459717,0.001987333409488201,581.0,0.020582091063261032,0.5747578740119934,494.2336730957031,,1763260468.4963715,0.0,,2225
-0.009126067161560059,0.00017811059660743922,203264,0.0073008351027965546,377.73022747039795,0.00032897479832172394,582.0,0.008806070312857628,0.47796574234962463,0.00425765523687005,,1763260468.6375535,0.0,,2226
-0.0754551887512207,0.0001780337915988639,203392,-0.0003184247761964798,377.86538457870483,0.000882965512573719,582.0,-0.003812660463154316,0.5212072730064392,0.00041336496360599995,,1763260468.7727106,0.0,,2227
-0.07665359973907471,0.00017780337657313794,203776,-0.0018068701028823853,378.2993633747101,9.086821228265762e-05,582.0,0.0016307858750224113,0.5026601552963257,0.006089198403060436,,1763260469.2066894,0.0,,2231
0.00016802549362182617,0.00017757296154741198,204160,-0.0021291878074407578,378.6999931335449,0.0005351956933736801,583.0,0.007820816710591316,0.584723711013794,152.02459716796875,,1763260469.607319,0.0,,2235
0.14905333518981934,0.00017718893650453538,204800,-0.018954060971736908,379.38093662261963,0.0017743827775120735,583.0,0.004675722680985928,0.5327877998352051,0.0005001942627131939,,1763260470.2882626,0.0,,2241
,,205541,,380.1173415184021,,,,,,500.0,1763260471.0246675,,500.0,2248
-0.4308915138244629,0.00017665130144450814,205696,-0.008634336292743683,380.3718762397766,0.001314997673034668,584.0,-0.0070467665791511536,0.5850855708122253,0.00716853654012084,,1763260471.2792022,0.0,,2250
,,206041,,380.6862964630127,,,,,,500.0,1763260471.5936224,,500.0,2253
0.22054797410964966,0.00017526881129015237,208000,0.0038940981030464172,382.9403374195099,0.0031757447868585587,586.0,0.002361321821808815,0.4805085062980652,0.00020049720478709787,,1763260473.8476634,0.009765625,,2272
-0.3209582567214966,0.00017480798123870045,208768,0.0027180612087249756,383.72186756134033,0.00018322281539440155,587.0,-0.0007071662694215775,0.5851183533668518,0.005423375871032476,,1763260474.6291935,0.0,,2280
0.3119993805885315,0.00017388633568771183,210304,-0.0073639750480651855,385.3003809452057,0.0008302927017211914,589.0,-0.004693713039159775,0.4853799343109131,0.0005693642888218164,,1763260476.207707,0.0,,2295
5.9485435485839844e-05,0.0001737327256705612,210560,0.003382183611392975,385.55911087989807,0.00012490805238485336,589.0,0.002202632836997509,0.49607646465301514,482.6601867675781,,1763260476.4664369,0.0,,2298
0.10611593723297119,0.000172964675584808,211840,-0.010171212255954742,386.88276767730713,0.0007009617984294891,591.0,-0.0055482517927885056,0.5334563851356506,0.0004951775772497058,,1763260477.7900937,0.0,,2310
,,212041,,387.0500137805939,,,,,,500.0,1763260477.9573398,,500.0,2312
-5.459785461425781e-05,0.00017250384553335607,212608,0.001385331153869629,387.733571767807,0.0001533767208456993,591.0,0.0036996258422732353,0.5109177231788635,270.25372314453125,,1763260478.6408978,0.0,,2318
,,213041,,388.15698409080505,,,,,,500.0,1763260479.06431,,500.0,2322
0.17858171463012695,0.00017211982049047947,213248,-0.019478928297758102,388.40864849090576,0.00704957265406847,592.0,0.013512860052287579,0.5104613900184631,0.007452060002833605,,1763260479.3159745,0.013671875,,2324
0.05224621295928955,0.0001718126004561782,213760,-0.010351408272981644,388.93959403038025,0.0006960984319448471,593.0,-0.0008844975382089615,0.5312772393226624,0.006885635666549206,,1763260479.84692,0.0,,2329
0.086719810962677,0.00017119816038757563,214784,-0.010649111121892929,390.0399866104126,0.0008492544293403625,594.0,-0.002126554027199745,0.5329295992851257,0.006005451083183289,,1763260480.9473126,0.005859375,,2339
-0.00013566017150878906,0.00017096774536184967,215168,-0.011359743773937225,390.42609167099,0.0027209650725126266,594.0,-0.00444982573390007,0.5395240783691406,0.0011225424241274595,,1763260481.3334177,0.009765625,,2343
0.15648126602172852,0.00017066052532754838,215680,-0.0008365586400032043,390.9910123348236,0.0005798367783427238,595.0,-0.002553205005824566,0.5324968695640564,0.0042154425755143166,,1763260481.8983383,0.0,,2348
-0.11237287521362305,0.00017027650028467178,216320,-0.0004936465993523598,391.6652464866638,1.3860873878002167e-05,595.0,-0.00018086563795804977,0.5050285458564758,0.00029155201627872884,,1763260482.5725725,0.0,,2354
-0.07011854648590088,0.00016973886522464454,217216,-0.009088806807994843,392.6295440196991,0.0007247216999530792,596.0,-0.003665296360850334,0.514022946357727,0.004947823937982321,,1763260483.53687,0.0,,2363
0.15092843770980835,0.00016812596004456282,219904,0.0014379918575286865,395.7727138996124,0.0002116076648235321,598.0,0.0037637390196323395,0.5181373357772827,0.00026958141825161874,,1763260486.68004,0.0,,2389
-0.04613077640533447,0.00016781874001026154,220416,-0.007286284118890762,396.32469367980957,0.00044357404112815857,599.0,0.0009167548269033432,0.4749927818775177,0.0002765767858363688,,1763260487.2320197,0.0,,2394
-0.11417770385742188,0.0001668970799073577,221952,-0.0064927153289318085,398.0229136943817,0.00043964292854070663,600.0,0.004947812296450138,0.4540146291255951,0.00022974403691478074,,1763260488.9302397,0.0,,2409
4.380941390991211e-05,0.00016589861479587853,223616,0.00024772435426712036,400.13797545433044,9.369105100631714e-06,601.0,-0.0001850128173828125,0.5594773888587952,604.1033935546875,,1763260491.0453014,0.0,,2426
,,224041,,400.79103422164917,,,,,,500.0,1763260491.6983602,,500.0,2430
-1.2748708724975586,0.00016451612464152277,225920,-0.0019903257489204407,403.4445927143097,0.0008063940331339836,602.0,-0.0032692933455109596,0.5245352983474731,0.0005680168396793306,,1763260494.3519187,0.0,,2449
0.10090094804763794,0.0001635176595300436,227584,0.0027054809033870697,406.03684425354004,0.0004005599766969681,602.0,-0.001769067719578743,0.5637215375900269,0.00032469432335346937,,1763260496.9441702,0.0,,2465
,,230153,,409.5296206474304,,,,,,500.0,1763260500.4369466,,500.0,2491
-0.724778413772583,0.00016182796389330178,230400,0.004797831177711487,409.79749608039856,0.0006909063085913658,604.0,-0.001821114681661129,0.5243010520935059,0.004192751832306385,,1763260500.704822,0.0,,2493
-0.0002162456512451172,0.00016105991380754858,231680,0.001957525499165058,411.217796087265,0.0002583647146821022,605.0,-0.0021705878898501396,0.5443931818008423,500.3554382324219,,1763260502.125122,0.0,,2506
-0.15034043788909912,0.00016059908375609666,232448,-0.0018756873905658722,412.06088972091675,0.00011184997856616974,606.0,-0.006362611427903175,0.5547019839286804,0.007086732890456915,,1763260502.9682157,0.0,,2514
,,232561,,412.13014030456543,,,,,,299.0,1763260503.0374663,,299.0,2515
,,233061,,412.6520655155182,,,,,,500.0,1763260503.5593915,,500.0,2520
-23.030628204345703,0.00015952381363604218,234240,-0.006439695134758949,413.9734797477722,0.001874597743153572,607.0,0.002287061884999275,0.43212321400642395,0.05249744653701782,,1763260504.8808057,0.00390625,,2533
,,234888,,414.6864058971405,,,,,,500.0,1763260505.5937319,,500.0,2540
-2.1731882095336914,0.00015867895854171365,235648,-0.018230125308036804,415.478720664978,0.0038884319365024567,608.0,-0.008608727715909481,0.5148465037345886,0.0028055282309651375,,1763260506.3860466,0.01171875,,2547
-0.0001252889633178711,0.0001572964683873579,237952,0.00069446861743927,417.8403522968292,0.00048419833183288574,611.0,-0.0019797086715698242,0.5540096163749695,332.7071228027344,,1763260508.7476783,0.0,,2570
0.09844088554382324,0.00015721966337878257,238080,-0.0022740475833415985,417.97636222839355,0.00046481192111968994,611.0,-0.005967922508716583,0.5478018522262573,0.0055356938391923904,,1763260508.8836882,0.0,,2571
-1.7211861610412598,0.0001569124433444813,238592,-0.019431903958320618,418.4922528266907,0.002234451472759247,611.0,-0.0006056018173694611,0.5373939871788025,0.007895240560173988,,1763260509.3995788,0.001953125,,2576
-0.29341959953308105,0.00015683563833590597,238720,0.001964271068572998,418.64959383010864,0.0001574074849486351,611.0,0.00013064127415418625,0.5521602034568787,0.0004784018383361399,,1763260509.5569198,0.0,,2577
-0.3521554470062256,0.00015499231813009828,241792,-0.006785348057746887,421.8419117927551,0.00025275908410549164,614.0,-0.002133350819349289,0.5429860353469849,0.004140360280871391,,1763260512.7492378,0.0,,2608
-0.45100295543670654,0.00015483870811294764,242048,-5.741417407989502e-05,422.06805777549744,0.00034396257251501083,615.0,-0.0011213133111596107,0.5528907775878906,0.0002971737994812429,,1763260512.9753838,0.0,,2610
,,244068,,424.16324830055237,,,,,,500.0,1763260515.0705743,,500.0,2630
-0.00041365623474121094,0.00015330260794144124,244608,-0.005983471870422363,424.8434364795685,0.0011483486741781235,617.0,0.00544295459985733,0.5571893453598022,308.61883544921875,,1763260515.7507625,0.0,,2636
-0.0005443096160888672,0.00015268816787283868,245632,0.003032982349395752,425.9066250324249,5.064159631729126e-05,618.0,0.0011568889021873474,0.5364255905151367,464.9286804199219,,1763260516.813951,0.0,,2646
-0.17594873905181885,0.00015261136286426336,245760,-0.005559762939810753,426.04337644577026,0.0002823956310749054,618.0,-0.0036987848579883575,0.5676562190055847,0.003572765737771988,,1763260516.9507024,0.0,,2647
0.01569056510925293,0.00015253455785568804,245888,0.000548824667930603,426.1750576496124,0.00013180356472730637,618.0,0.005417649634182453,0.5224199891090393,0.0002760660427156836,,1763260517.0823836,0.0,,2648
-0.2604665756225586,0.0001513056777184829,247936,-0.003648403100669384,428.3570008277893,0.0005110790953040123,620.0,-0.007987749762833118,0.4628308415412903,0.00045180454617366195,,1763260519.2643268,0.0,,2668
0.22250699996948242,0.00015099845768418163,248448,-0.00246988981962204,428.89901542663574,0.0008055735379457474,620.0,-0.00964215025305748,0.5293523073196411,0.0001488475827500224,,1763260519.8063414,0.0,,2673
-0.026755094528198242,0.00015038401761557907,249472,-0.005977608263492584,429.9665217399597,0.00029582250863313675,621.0,-0.005514292977750301,0.5247223973274231,0.000277880608337,,1763260520.8738477,0.0,,2683
0.03975576162338257,0.0001501536025898531,249856,0.0005753934383392334,430.4055161476135,0.0024713175371289253,621.0,0.01139859203249216,0.492641806602478,0.00043215323239564896,,1763260521.3128421,0.0078125,,2687
,,250068,,430.5716154575348,,,,,,500.0,1763260521.4789414,,500.0,2689
0.23593997955322266,0.00014984639710746706,250368,0.0033185184001922607,430.9472222328186,0.00018903054296970367,622.0,0.0003509651869535446,0.4869040548801422,0.00027806113939732313,,1763260521.8545482,0.0,,2692
,,254568,,435.36195397377014,,,,,,500.0,1763260526.26928,,500.0,2732
,,256568,,437.5406894683838,,,,,,500.0,1763260528.4480155,,500.0,2752
,,257068,,438.11089396476746,,,,,,500.0,1763260529.01822,,500.0,2757
,,258568,,439.6256742477417,,,,,,500.0,1763260530.5330002,,500.0,2772
-3.6835670471191406e-05,0.000144316436490044,259584,0.0014290940016508102,440.75363636016846,0.00041869282722473145,629.0,0.006100939586758614,0.5242895483970642,785.3619384765625,,1763260531.6609623,0.0,,2782
-0.014736771583557129,0.00014423963148146868,259712,-0.00590917281806469,440.87776589393616,0.0007029427215456963,629.0,-2.369750291109085e-05,0.5432288646697998,0.004746949765831232,,1763260531.7850919,0.0,,2783
-0.036907315254211426,0.00014362519141286612,260736,-0.0038784723728895187,442.04571866989136,0.0003008311614394188,630.0,0.009123812429606915,0.5326440930366516,0.004254349507391453,,1763260532.9530447,0.0,,2793
-0.07206344604492188,0.0001417050661984831,263936,0.001374524086713791,445.531950712204,0.00034546758979558945,632.0,-0.005290110595524311,0.5103405714035034,0.00030149234225973487,,1763260536.4392767,0.0,,2824
0.009862363338470459,0.0001405529910698533,265856,-0.012582674622535706,447.6371603012085,0.0008162092417478561,634.0,0.004420578479766846,0.5057953596115112,0.00044265572796575725,,1763260538.5444863,0.0,,2843
0.32427847385406494,0.00013970813597552478,267264,-0.007958576083183289,449.15276312828064,0.0005846470594406128,635.0,-0.008883267641067505,0.38879892230033875,0.004992037080228329,,1763260540.060089,0.0,,2857
-0.2342280149459839,0.00013809524534735829,269952,-0.00014993920922279358,452.060720205307,0.0005034776404500008,637.0,0.00023279991000890732,0.4893283247947693,0.00020577335089910775,,1763260542.9680462,0.0,,2882
-0.18795335292816162,0.00013763441529590636,270720,-0.009777676314115524,452.83816957473755,0.0007082922384142876,638.0,-0.004036859609186649,0.49947142601013184,0.0003908027720171958,,1763260543.7454956,0.0,,2890
-0.1391310691833496,0.00013632873015012592,272896,-0.01486629992723465,455.1221830844879,0.0004947986453771591,639.0,0.0039043575525283813,0.5631221532821655,0.00023442109522875398,,1763260546.029509,0.0,,2911
0.05180716514587402,0.00013494623999577016,275200,0.0025983303785324097,457.6178002357483,0.0003537796437740326,641.0,-0.0007361043244600296,0.551112949848175,0.004957905039191246,,1763260548.5251262,0.0,,2935
0.0002689957618713379,0.00013410138490144163,276608,0.00045537203550338745,459.1223635673523,0.0003178007900714874,642.0,0.0075723640620708466,0.5597361326217651,313.9310607910156,,1763260550.0296896,0.0,,2949
-0.24884438514709473,0.00013341013982426375,277760,0.0021816715598106384,460.3417100906372,0.00012260302901268005,643.0,0.0020129457116127014,0.5794975161552429,0.004088565241545439,,1763260551.249036,0.0,,2960
0.033333539962768555,0.0001324884797213599,279296,0.022245440632104874,461.95906376838684,0.0015908051282167435,644.0,0.01853569597005844,0.5925192832946777,0.004506455268710852,,1763260552.8663898,0.0,,2975
-0.08789932727813721,0.00013164362462703139,280704,-0.004588194191455841,463.4633378982544,0.0001843934878706932,645.0,0.004257717169821262,0.4868737459182739,0.003499808721244335,,1763260554.370664,0.0,,2989
,,281566,,464.2843520641327,,,,,,500.0,1763260555.191678,,500.0,2997
-0.04969346523284912,0.00013026113447267562,283008,0.0008338168263435364,465.8940062522888,0.00013717543333768845,647.0,-0.0050115203484892845,0.6038755178451538,0.00010789065709104761,,1763260556.8013322,0.0,,3011
,,287026,,470.09243845939636,,,,,,500.0,1763260560.9997644,,500.0,3051
-0.05475175380706787,0.00012772656918969005,287232,-0.006492920219898224,470.365749835968,0.000187702476978302,650.0,0.0036072302609682083,0.45668452978134155,0.004961571656167507,,1763260561.2730758,0.0,,3053
,,288526,,471.752956867218,,,,,,500.0,1763260562.6602829,,500.0,3066
-0.09626638889312744,0.00012665129906963557,289024,-0.01403874158859253,472.2912576198578,0.0023795021697878838,651.0,-0.029585285112261772,0.5117730498313904,0.0003617852635215968,,1763260563.1985836,0.001953125,,3070
-0.33311450481414795,0.0001258832635357976,290304,-0.0030571185052394867,473.6512072086334,0.0012742606922984123,652.0,-0.00036076921969652176,0.5576545000076294,0.0004010692355223,,1763260564.5585332,0.0078125,,3083
,,291752,,475.1777865886688,,,,,,500.0,1763260566.0851126,,500.0,3098
,,292252,,475.73784160614014,,,,,,500.0,1763260566.6451676,,500.0,3103
,,294752,,478.33732318878174,,,,,,500.0,1763260569.2446492,,500.0,3127
,,294813,,478.48318099975586,,,,,,61.0,1763260569.390507,,61.0,3129
,,295984,,479.7246699333191,,,,,,500.0,1763260570.631996,,500.0,3141
,,296111,,479.9049530029297,,,,,,127.0,1763260570.812279,,127.0,3143
0.0010586380958557129,0.00012227342813275754,296320,4.306994378566742e-05,480.16976594924927,9.816139936447144e-07,656.0,0.00017753802239894867,0.5824847221374512,619.04345703125,,1763260571.077092,0.0,,3146
0.003365635871887207,0.00012142857303842902,297728,-0.0035277903079986572,481.6831693649292,4.58545982837677e-05,657.0,0.0026836134493350983,0.46526089310646057,901.5948486328125,,1763260572.5904953,0.0,,3161
0.002706170082092285,0.00012089093797840178,298624,-0.023786377161741257,482.61974143981934,0.0010710014030337334,657.0,0.013359957374632359,0.5105674266815186,665.380126953125,,1763260573.5270674,0.0,,3170
-0.3813209533691406,0.00012004608288407326,300032,-0.004225380718708038,484.02661323547363,0.0005947807803750038,658.0,0.008922097273170948,0.5768381357192993,0.000415625749155879,,1763260574.9339392,0.0,,3183
-3.4930381774902344,0.00011973886284977198,300544,-0.01461191475391388,484.51159858703613,0.0014884918928146362,659.0,-0.010405246168375015,0.5298808813095093,0.0002796537592075765,,1763260575.4189246,0.001953125,,3188
,,303160,,486.85391902923584,,,,,,270.0,1763260577.761245,,270.0,3217
-4.985326290130615,0.00011774193262681365,303872,0.0005177855491638184,487.54010343551636,3.2403506338596344e-05,662.0,0.0011472059413790703,0.5627027750015259,0.005607809871435165,,1763260578.4474294,0.0,,3224
,,305863,,489.289568901062,,,,,,371.0,1763260580.196895,,371.0,3247
-11.840776443481445,0.0001163594497484155,306176,0.008783120661973953,489.63971757888794,0.0007978696376085281,663.0,0.0037467852234840393,0.49789127707481384,0.33889850974082947,,1763260580.5470436,0.0,,3250
0.11261695623397827,0.00011628264473984018,306304,-0.005849309265613556,489.75264859199524,0.00014091376215219498,664.0,0.0018509430810809135,0.5050657987594604,715.7166748046875,,1763260580.6599746,0.0,,3252
0.03976374864578247,0.00011612903472268954,306560,2.8996728360652924e-06,489.97578859329224,5.1841139793395996e-05,664.0,0.0005381312221288681,0.542553186416626,476.54498291015625,,1763260580.8831146,0.0,,3255
,,307005,,490.3305423259735,,,,,,463.0,1763260581.2378683,,463.0,3259
-0.0012879371643066406,0.00011513056961121038,308224,0.00043749623000621796,491.4677815437317,1.703202724456787e-05,665.0,-0.000248519703745842,0.5190334916114807,0.00901862420141697,,1763260582.3751075,0.0,,3272
-0.9019076824188232,0.00011497695959405974,308480,0.0004375521093606949,491.72869634628296,2.837739884853363e-06,665.0,-5.390029400587082e-05,0.55828458070755,0.008449266664683819,,1763260582.6360223,0.0,,3275
0.412414014339447,0.00011490015458548442,308608,0.0013815388083457947,491.8396575450897,4.5455992221832275e-05,666.0,-0.0013588350266218185,0.523759126663208,0.034926123917102814,,1763260582.7469835,0.0,,3276
0.12368303537368774,0.00011382488446542993,310400,0.0016050934791564941,493.45006346702576,0.00011968519538640976,667.0,0.0028503956273198128,0.5040026903152466,252.15274047851562,,1763260584.3573895,0.0,,3296
,,310689,,493.71776008605957,,,,,,342.0,1763260584.625086,,342.0,3299
0.048859357833862305,0.00011159753921674564,314112,0.002244114875793457,496.86155819892883,0.00026704929769039154,670.0,-0.0015241019427776337,0.5221124887466431,472.4065856933594,,1763260587.7688842,0.0,,3338
-7.854470252990723,0.00011075269139837474,315520,0.0008371248841285706,498.1268720626831,0.00014419201761484146,671.0,-0.004700669087469578,0.5013753771781921,0.42502129077911377,,1763260589.034198,0.0,,3351
,,316101,,498.60065484046936,,,,,,500.0,1763260589.5079808,,500.0,3357
,,316415,,498.84372329711914,,,,,,314.0,1763260589.7510493,,314.0,3360
0.0175132155418396,0.00010791090608108789,320256,-0.00170869380235672,502.4268407821655,1.4154240489006042e-05,675.0,0.0013977326452732086,0.5135962963104248,0.0003683256800286472,,1763260593.3341668,0.0,,3398
-0.0009622573852539062,0.00010775729606393725,320512,-0.00019959360361099243,502.6517698764801,4.912726581096649e-06,676.0,-5.871988832950592e-06,0.423281729221344,353.47283935546875,,1763260593.5590959,0.0,,3401
