charts/SPS,charts/episodic_length,losses/entropy,charts/learning_rate,losses/old_approx_kl,_timestamp,losses/approx_kl,losses/value_loss,losses/policy_loss,losses/explained_variance,_step,global_step,charts/episodic_return,_runtime,losses/clipfrac
,315.0,,,,1763260098.6235592,,,,,396,22636,315.0,47.53854823112488,
1045.0,,0.5779898166656494,0.0002849462325684726,-0.004302948713302612,1763260101.0947585,0.0002585034817457199,97.27690124511719,0.006819918751716614,0.5866978168487549,425,25216,,50.00974750518799,0.0
1047.0,,0.5285336971282959,0.00028394776745699346,0.0013291491195559502,1763260102.6391604,8.610356599092484e-05,43.916603088378906,-0.002990666776895523,0.00879526138305664,441,26880,,51.55414938926697,0.0
,301.0,,,,1763260103.3188596,,,,,450,27651,301.0,52.233848571777344,
1051.0,,0.5708290934562683,0.0002822580572683364,0.003942076116800308,1763260105.196297,0.001166418194770813,18.770366668701172,0.00467430055141449,0.9004402160644531,471,29696,,54.1112859249115,0.0
,488.0,,,,1763260106.0463827,,,,,481,30638,488.0,54.961371660232544,
,500.0,,,,1763260106.8623989,,,,,490,31522,500.0,55.777387857437134,
,500.0,,,,1763260108.1432974,,,,,504,32933,500.0,57.05828642845154,
,161.0,,,,1763260109.1114686,,,,,515,34041,161.0,58.02645754814148,
1058.0,,0.5316612124443054,0.000278801831882447,0.0009120143949985504,1763260110.465681,0.00021748803555965424,26.075550079345703,0.007067769765853882,-0.1995539665222168,530,35456,,59.38067007064819,0.0
1058.0,,0.5105010867118835,0.0002783410018309951,-0.0001344168558716774,1763260111.1854992,9.444542229175568e-06,18.253847122192383,0.0016101561486721039,0.45189720392227173,539,36224,,60.10048818588257,0.0
1059.0,,0.4949031174182892,0.0002779569767881185,0.000990348868072033,1763260111.7559357,6.4140185713768005e-06,249.56146240234375,-0.0016943439841270447,0.06778520345687866,547,36864,,60.6709246635437,0.0
1059.0,,0.48388907313346863,0.00027749614673666656,0.0037509454414248466,1763260112.473454,0.00012129824608564377,13.309557914733887,0.0017538219690322876,0.8091593980789185,555,37632,,61.38844299316406,0.0
1060.0,,0.5479193925857544,0.0002772657317109406,-0.002376517280936241,1763260112.8095572,0.00043873488903045654,14.431833267211914,0.0036219507455825806,0.6192322373390198,559,38016,,61.72454619407654,0.0
1060.0,,0.5506128668785095,0.0002768049016594887,-0.0019490588456392288,1763260113.5269327,4.976615309715271e-05,133.1564483642578,-0.0018550138920545578,-0.36484861373901367,568,38784,,62.44192171096802,0.0
1063.0,,0.5839813351631165,0.0002751920255832374,0.011192976497113705,1763260115.9626262,0.001384061761200428,13.280119895935059,-0.0013738572597503662,0.08551156520843506,595,41472,,64.87761521339417,0.0
1064.0,,0.575552761554718,0.00027427036548033357,-0.007232885807752609,1763260117.381165,0.0015937890857458115,138.57569885253906,0.0032595284283161163,0.2931254506111145,612,43008,,66.2961540222168,0.0
1064.0,,0.570123016834259,0.00027419356047175825,-0.0017686942592263222,1763260117.4958656,8.010771125555038e-05,223.09170532226562,0.0018817558884620667,0.0025830864906311035,614,43136,,66.41085457801819,0.0
,500.0,,,,1763260118.7675464,,,,,630,44546,500.0,67.68253540992737,
1065.0,,0.6005235910415649,0.0002729646803345531,0.00242572370916605,1763260119.3574877,2.9503367841243744e-05,9.786447525024414,-0.002445720136165619,0.0156976580619812,636,45184,,68.27247667312622,0.0
1066.0,,0.6020877957344055,0.00027273426530882716,0.00016553886234760284,1763260119.6946087,9.326264262199402e-05,9.273322105407715,-0.004729513078927994,0.1724756956100464,640,45568,,68.60959768295288,0.0
1066.0,,0.6025019884109497,0.00027227343525737524,-0.0015266304835677147,1763260120.401696,1.8236227333545685e-05,511.3076477050781,-1.4789402484893799e-05,0.2555902600288391,650,46336,,69.31668496131897,0.0
1068.0,,0.5972360372543335,0.0002714285801630467,-0.002684645354747772,1763260121.6662765,0.010929225012660027,26.65276336669922,-0.04215935245156288,-1.769813060760498,664,47744,,70.58126544952393,0.03125
,222.0,,,,1763260123.177687,,,,,684,49419,222.0,72.09267592430115,
