charts/SPS,_runtime,losses/entropy,losses/policy_loss,losses/value_loss,losses/old_approx_kl,charts/episodic_length,losses/approx_kl,charts/learning_rate,_timestamp,losses/explained_variance,_step,global_step,charts/episodic_return,losses/clipfrac
781.0,632.8105463981628,0.35883456468582153,-2.9169023036956787e-05,0.0023209883365780115,2.5464221835136414e-05,,7.003545761108398e-07,1.6129031791933812e-05,1763260666.3342614,0.2629256844520569,4868,473216,,0.0
781.0,633.4556043148041,0.4149590730667114,2.6736408472061157e-05,0.0019585227128118277,-0.0002811495214700699,,7.003545761108398e-07,1.5745008568046615e-05,1763260666.9793193,-0.14730799198150635,4874,473856,,0.0
781.0,633.8033494949341,0.44650450348854065,-0.00046907365322113037,0.00188001140486449,0.00021156389266252518,,5.9800222516059875e-06,1.5514593542320654e-05,1763260667.3270645,0.4516541361808777,4878,474240,,0.0
782.0,634.1771750450134,0.37886813282966614,-0.0002700723707675934,0.0027535753324627876,0.00016948673874139786,,1.6121193766593933e-06,1.5284178516594693e-05,1763260667.70089,-0.7128582000732422,4882,474624,,0.0
783.0,637.413028717041,0.5039305686950684,-0.001835208386182785,146.2781982421875,0.0005329372361302376,,4.704110324382782e-06,1.328725011262577e-05,1763260670.9367437,-0.0008219480514526367,4915,477952,,0.0
783.0,637.9052963256836,0.3679617643356323,3.334134817123413e-05,351.74810791015625,0.0005448590964078903,,1.5459954738616943e-06,1.2980030987819191e-05,1763260671.4290113,-0.0009161233901977539,4920,478464,,0.0
784.0,639.1637849807739,0.4195764660835266,0.00011076033115386963,0.0024134034756571054,0.00017294660210609436,,5.941838026046753e-07,1.221198181156069e-05,1763260672.6875,-1.4844887256622314,4932,479744,,0.0
784.0,639.2828657627106,0.43717101216316223,-0.00017306208610534668,0.0019296007230877876,-4.210229963064194e-05,,1.412816345691681e-06,1.213517680298537e-05,1763260672.8065808,0.3473982810974121,4933,479872,,0.0
784.0,639.7973866462708,0.41040974855422974,6.553530693054199e-05,321.04443359375,5.063600838184357e-06,,2.9336661100387573e-07,1.182795676868409e-05,1763260673.3211017,0.0004571080207824707,4939,480384,,0.0
784.0,640.4791297912598,0.4400067925453186,1.368112862110138e-05,0.0019614137709140778,0.00011943839490413666,,4.725530743598938e-06,1.136712762672687e-05,1763260674.0028448,0.7927681803703308,4946,481152,,0.0
,641.1065981388092,,,,,500.0,,,1763260674.6303132,,4953,481875,500.0,
,641.5648272037506,,,,,500.0,,,1763260675.0885422,,4958,482375,500.0,
,642.0826468467712,,,,,500.0,,,1763260675.6063619,,4963,482875,500.0,
785.0,642.9306836128235,0.44090235233306885,-0.00042127445340156555,0.0020053209736943245,0.0002559088170528412,,9.853392839431763e-07,9.831029274209868e-06,1763260676.4543986,0.0745120644569397,4971,483712,,0.0
785.0,643.0466976165771,0.4772975742816925,0.0005575865507125854,0.0020254377741366625,-0.0008239615708589554,,4.149973392486572e-06,9.754224265634548e-06,1763260676.5704126,0.19452327489852905,4972,483840,,0.0
,643.5139527320862,,,,,500.0,,,1763260677.0376678,,4978,484375,500.0,
786.0,643.8447215557098,0.43441686034202576,-0.00044776126742362976,0.00234009581618011,0.0008870912715792656,,5.266629159450531e-06,9.216590115102008e-06,1763260677.3684366,-0.954371452331543,4981,484736,,0.0
786.0,644.5533680915833,0.4293249845504761,1.1779367923736572e-05,0.003576799063012004,0.00046298373490571976,,2.2435560822486877e-06,8.755760063650087e-06,1763260678.077083,0.4664000868797302,4989,485504,,0.0
786.0,645.0309174060822,0.3890995979309082,-0.0004086792469024658,0.0027540859300643206,-0.0001935800537467003,,3.1525269150733948e-06,8.448540938843507e-06,1763260678.5546324,-0.15200507640838623,4994,486016,,0.0
787.0,646.3028314113617,0.3780689537525177,1.634657382965088e-05,84.21915435791016,3.887992352247238e-05,,1.7974525690078735e-07,7.603686754009686e-06,1763260679.8265464,0.000588834285736084,5008,487424,,0.0
787.0,646.7476654052734,0.47559988498687744,0.0003561563789844513,335.8308410644531,-7.77198001742363e-05,,2.278946340084076e-06,7.296467174455756e-06,1763260680.2713804,-0.00045311450958251953,5013,487936,,0.0
787.0,646.9701364040375,0.406196653842926,0.0003101080656051636,0.002431801985949278,0.0001695370301604271,,1.621432602405548e-06,7.142857157305116e-06,1763260680.4938514,-0.9652221202850342,5015,488192,,0.0
788.0,649.188542842865,0.3874870240688324,0.0009046196937561035,0.002572183031588793,0.00010759662836790085,,1.1762604117393494e-06,5.683563813363435e-06,1763260682.7122579,0.16298091411590576,5039,490624,,0.0
,652.0602669715881,,,,,500.0,,,1763260685.583982,,5071,493875,500.0,
792.0,656.3126595020294,0.4718048870563507,7.64802098274231e-06,0.002779032103717327,-7.181242108345032e-05,,4.470348358154297e-08,9.216589660354657e-07,1763260689.8363745,-0.6427720785140991,5117,498560,,0.0
792.0,656.790018081665,0.4385429322719574,-1.4221295714378357e-06,0.002387328539043665,-3.5213306546211243e-06,,9.313225746154785e-10,6.144393296381168e-07,1763260690.313733,0.07356315851211548,5122,499072,,0.0
793.0,657.2380182743073,0.3973553776741028,-2.7641654014587402e-06,0.0025642390828579664,-7.818453013896942e-06,,6.51925802230835e-09,3.072196648190584e-07,1763260690.7617333,0.3083540201187134,5127,499584,,0.0
793.0,657.3488109111786,0.4669347405433655,6.183981895446777e-07,0.002216628985479474,2.646632492542267e-05,,1.30385160446167e-08,2.3041474150886643e-07,1763260690.872526,-0.0755307674407959,5128,499712,,0.0
