losses/clipfrac,charts/episodic_return,charts/learning_rate,losses/explained_variance,global_step,_step,losses/entropy,_timestamp,charts/SPS,_runtime,losses/value_loss,losses/policy_loss,losses/approx_kl,losses/old_approx_kl,charts/episodic_length
,500.0,,,315355,3299,,1763260589.8531904,,498.84805941581726,,,,,500.0
,500.0,,,319355,3338,,1763260593.4430015,,502.4378705024719,,,,,500.0
0.0,,0.00010768049105536193,0.019057631492614746,320640,3351,0.5950701832771301,1763260594.6643777,674.0,503.6592466831207,0.00019549974240362644,0.0003869682550430298,0.00030267518013715744,0.004870289005339146,
0.0,,0.00010729646601248533,-0.0844268798828125,321280,3357,0.5284930467605591,1763260595.2664735,675.0,504.2613425254822,0.0003546460357028991,-0.0001348629593849182,5.105137825012207e-05,0.0012240614742040634,
0.0,,0.00010714285599533468,0.08508336544036865,321536,3360,0.5079073309898376,1763260595.5541422,675.0,504.54901123046875,0.0030515098478645086,-0.00042201578617095947,0.00019349437206983566,0.0012243213132023811,
0.0,,0.0001060675858752802,-0.23772239685058594,323328,3377,0.5436806678771973,1763260597.4498334,676.0,506.4447023868561,0.0002609697403386235,-0.009874191135168076,0.001429084688425064,0.006458178162574768,
0.0,,0.00010483871301403269,-2.968311309814453e-05,325376,3398,0.5517166256904602,1763260599.6134663,677.0,508.60833525657654,654.8444213867188,0.0004172343760728836,0.0002171797677874565,0.007298230193555355,
0.0,,0.00010460829798830673,0.0038316845893859863,325760,3401,0.5192627310752869,1763260600.003179,677.0,508.9980480670929,0.00014074394130147994,0.00034784525632858276,0.00025940965861082077,0.00406582560390234,
0.0,,0.00010430107795400545,-0.07983052730560303,326272,3406,0.5381675958633423,1763260600.510427,678.0,509.5052959918976,0.0001270774519070983,-3.435276448726654e-05,0.00027806777507066727,0.002176930196583271,
,500.0,,,326355,3407,,1763260600.5505538,,509.5454227924347,,,,,500.0
0.0,,0.00010353302786825225,0.035900890827178955,327552,3419,0.5753688812255859,1763260601.8452156,678.0,510.8400845527649,0.003209463320672512,-0.0007047280669212341,6.0496851801872253e-05,-0.0011017043143510818,
0.0,,0.00010307219781680033,-0.17252063751220703,328320,3426,0.5474124550819397,1763260602.6304646,679.0,511.62533354759216,0.0001749644143274054,0.002182893455028534,0.0009229462593793869,-7.354281842708588e-05,
0.0,,0.000102995392808225,1.9311904907226562e-05,328448,3428,0.5281996130943298,1763260602.7850633,679.0,511.7799322605133,543.4846801757812,0.004678929224610329,0.00023708585649728775,-0.0035868333652615547,
0.0,,0.00010253456275677308,-0.029871463775634766,329216,3435,0.5368163585662842,1763260603.5437067,680.0,512.5385756492615,0.0002728277468122542,-0.0018881112337112427,7.094535976648331e-05,0.0015402445569634438,
0.0,,0.00010161290265386924,-0.08062958717346191,330752,3450,0.546714186668396,1763260605.0940282,681.0,514.088897228241,0.00021185580408200622,0.0024725794792175293,0.0002945484593510628,-0.001786314882338047,
,500.0,,,330855,3451,,1763260605.1377301,,514.1325991153717,,,,,500.0
0.0,,0.00010092165757669136,1.5079975128173828e-05,331904,3462,0.5210647583007812,1763260606.269496,681.0,515.2643649578094,422.6341247558594,0.0011558923870325089,1.0792165994644165e-05,-0.00027831830084323883,
,500.0,,,333355,3476,,1763260607.6663413,,516.6612102985382,,,,,500.0
0.0,,9.984638745663688e-05,-0.0031588077545166016,333696,3479,0.5042288899421692,1763260608.0309753,682.0,517.025844335556,0.00024318459327332675,-0.00494917668402195,0.0001705484464764595,-0.0028853556141257286,
0.0,,9.869431960396469e-05,0.059476494789123535,335616,3498,0.5469465255737305,1763260609.9399657,684.0,518.9348347187042,0.0002445707214064896,0.0016861241310834885,0.00012396648526191711,0.0026642773300409317,
0.0,,9.83870995696634e-05,-0.0387873649597168,336128,3503,0.5118361115455627,1763260610.4725466,684.0,519.4674155712128,0.00023179447453003377,2.3916363716125488e-05,2.5608576834201813e-05,-0.00017470959573984146,
0.0,,9.777265950106084e-05,-0.06346583366394043,337152,3513,0.5125101804733276,1763260611.4587712,685.0,520.4536402225494,0.0002268934913445264,-0.004681786522269249,0.000156378373503685,-0.006108742207288742,
,500.0,,,338355,3525,,1763260612.6407087,,521.6355776786804,,,,,500.0
0.0,,9.631336433812976e-05,-0.010875344276428223,339584,3537,0.553902804851532,1763260613.8947601,686.0,522.8896291255951,0.0028913766145706177,0.0017513073980808258,2.4363398551940918e-05,-0.000925036147236824,
,500.0,,,341355,3554,,1763260615.6104615,,524.6053304672241,,,,,500.0
0.0,,9.523809421807528e-05,-4.3392181396484375e-05,341376,3555,0.5296058654785156,1763260615.7059417,687.0,524.7008106708527,492.8320617675781,-0.0007173493504524231,2.6592984795570374e-05,0.0026007480919361115,
0.0,,9.393240907229483e-05,0.21283113956451416,343552,3576,0.5450437664985657,1763260617.8536432,689.0,526.848512172699,0.0029355171136558056,-0.00041682273149490356,2.54753977060318e-05,-0.0003809332847595215,
0.0,,9.377879905514419e-05,-0.08497130870819092,343808,3578,0.5164461731910706,1763260618.1144512,689.0,527.1093201637268,0.00014355097664520144,-0.0011901557445526123,0.00017254892736673355,0.0002684006467461586,
0.0,,9.362518903799355e-05,-0.00570368766784668,344064,3581,0.5278002619743347,1763260618.3805478,689.0,527.3754167556763,0.0024955670814961195,-0.003590822219848633,4.9676746129989624e-05,-0.002740161493420601,
,500.0,,,344855,3589,,1763260619.1567786,,528.151647567749,,,,,500.0
,500.0,,,347355,3613,,1763260621.6250238,,530.6198928356171,,,,,500.0
0.0,,9.10906310309656e-05,-0.006734013557434082,348288,3622,0.516093373298645,1763260622.6386116,692.0,531.6334805488586,0.00019419624004513025,0.00016999244689941406,2.0281411707401276e-05,-0.002119121141731739,
0.0,,9.001536091091111e-05,0.10671907663345337,350080,3640,0.5801221132278442,1763260624.5414534,693.0,533.5363223552704,0.00250089168548584,0.0015376806259155273,0.00024395808577537537,-0.002677861601114273,
0.0,,8.901689579943195e-05,-0.07607293128967285,351744,3656,0.5309967994689941,1763260626.2512665,694.0,535.2461354732513,0.0002495536464266479,-0.005071826279163361,0.0003238413482904434,-0.00614396296441555,
0.0,,8.824884571367875e-05,-0.0677492618560791,353024,3669,0.5720705389976501,1763260627.621265,694.0,536.616133928299,0.0024608501698821783,0.0006852671504020691,8.789822459220886e-06,0.001990530639886856,
0.0,,8.763440564507619e-05,-0.0048247575759887695,354048,3679,0.5409717559814453,1763260628.6724718,695.0,537.6673407554626,0.0027540058363229036,-0.0035461261868476868,0.00013342127203941345,0.0006363168358802795,
0.0,,8.740399061935022e-05,0.00013899803161621094,354432,3683,0.5235823392868042,1763260629.0646234,695.0,538.0594923496246,459.52325439453125,0.003293212503194809,6.72629103064537e-05,0.00041495542973279953,
0.0,,8.73271856107749e-05,-0.09822297096252441,354560,3684,0.5525093674659729,1763260629.1934235,695.0,538.1882925033569,0.002535509644076228,0.0005807057023048401,2.285744994878769e-05,-0.00046650227159261703,
,500.0,,,357355,3711,,1763260631.7903364,,540.7852053642273,,,,,500.0
0.0,,8.556067768950015e-05,-0.40390658378601074,357504,3713,0.4973805546760559,1763260631.9826329,697.0,540.9775018692017,0.002606350462883711,0.000652063637971878,4.1299499571323395e-05,0.00036552082747220993,
0.0,,8.540706767234951e-05,-0.07973217964172363,357760,3715,0.5626260042190552,1763260632.2035062,697.0,541.1983752250671,0.00016523506201338023,0.0013715699315071106,4.050694406032562e-05,1.8535181879997253e-05,
,500.0,,,359355,3731,,1763260633.7984161,,542.7932851314545,,,,,500.0
0.0,,8.425499254371971e-05,0.16956132650375366,359680,3734,0.5195326805114746,1763260634.1791794,698.0,543.1740484237671,0.0002826598647516221,0.002944163978099823,3.463774919509888e-05,0.000984281301498413,
,500.0,,,361855,3755,,1763260636.419478,,545.4143469333649,,,,,500.0
,500.0,,,363855,3775,,1763260638.456526,,547.45139503479,,,,,500.0
,411.0,,,364266,3779,,1763260638.8647501,,547.859619140625,,,,,411.0
0.0,,8.003072434803471e-05,-0.23770594596862793,366720,3804,0.5533664226531982,1763260641.4739351,702.0,550.4688041210175,0.0007803197950124741,-0.0013364851474761963,3.300420939922333e-05,0.0014618691056966782,
0.0,,7.987711433088407e-05,0.00023651123046875,366976,3807,0.48726552724838257,1763260641.750473,702.0,550.7453420162201,293.7605285644531,0.0008197575807571411,6.907619535923004e-06,-0.00035123806446790695,
0.0,,7.749615906504914e-05,-0.06375443935394287,370944,3847,0.5692200660705566,1763260645.8540018,704.0,554.848870754242,0.0030644345097243786,7.623061537742615e-05,9.33399423956871e-05,0.0008130921050906181,
,500.0,,,374222,3879,,1763260649.247694,,558.2425630092621,,,,,500.0
0.0,,7.526881381636485e-05,-0.10442626476287842,374656,3883,0.6139093041419983,1763260649.7843366,706.0,558.7792055606842,0.0002615430566947907,-0.0022826334461569786,3.01264226436615e-05,-0.0015434548258781433,
,500.0,,,374722,3884,,1763260649.8102927,,558.8051617145538,,,,,500.0
,210.0,,,374932,3887,,1763260650.0692282,,559.0640971660614,,,,,210.0
0.0,,7.480799104087055e-05,-12.386979103088379,375424,3891,0.5874574184417725,1763260650.6042116,706.0,559.5990805625916,0.00048441207036376,0.0004975004121661186,1.805182546377182e-05,-0.0013907896354794502,
0.0,,7.442396599799395e-05,-0.8436363935470581,376064,3898,0.5714946985244751,1763260651.3054936,707.0,560.3003625869751,0.0024145683273673058,-0.0010825730860233307,6.427336484193802e-05,-0.0040388209745287895,
0.0,,7.357911090366542e-05,0.00028717517852783203,377472,3912,0.5740333199501038,1763260652.7567637,707.0,561.7516326904297,446.1657409667969,0.003344237804412842,0.00011637713760137558,-0.0012063877657055855,
0.0,,7.334869587793946e-05,0.25060945749282837,377856,3915,0.5805356502532959,1763260653.1399271,707.0,562.1347961425781,0.00031514387228526175,-0.000322938896715641,0.0001597180962562561,0.00034713372588157654,
0.0,,7.258064579218626e-05,0.1874326467514038,379136,3928,0.5707957744598389,1763260654.533811,708.0,563.5286800861359,0.002212126739323139,-0.0023128390312194824,0.00021683517843484879,-0.0007216474041342735,
0.0,,7.15821806807071e-05,0.04445093870162964,380800,3944,0.5974922776222229,1763260656.3397737,709.0,565.3346426486969,0.0003304397687315941,-0.003862837329506874,3.945920616388321e-05,0.0004728352651000023,
0.0,,7.150537567213178e-05,0.034542202949523926,380928,3945,0.5323117971420288,1763260656.4714746,709.0,565.4663436412811,0.0002498459944035858,-0.005723051726818085,0.0001612463966012001,0.0019933702424168587,
,500.0,,,380932,3946,,1763260656.499403,,565.4942719936371,,,,,500.0
0.0,,7.096774061210454e-05,-0.20270955562591553,381824,3954,0.5484224557876587,1763260657.4444964,709.0,566.4393653869629,0.0002735549060162157,-0.00022330693900585175,3.054644912481308e-05,0.0018362468108534813,
0.0,,7.04301055520773e-05,0.4483199119567871,382720,3963,0.5501740574836731,1763260658.4311683,710.0,567.426037311554,0.0003503409097902477,-0.001258205622434616,5.533546209335327e-05,0.0015831571072340012,
0.0,,7.004608050920069e-05,-1.109729290008545,383360,3969,0.47202637791633606,1763260659.0975099,710.0,568.0923788547516,0.00047662481665611267,0.0008738115429878235,3.7115998566150665e-05,-0.0013821637257933617,
0.0,,6.935483543202281e-05,-2.8967857360839844e-05,384512,3981,0.5735753774642944,1763260660.3061175,710.0,569.3009865283966,425.27886962890625,0.00038841739296913147,2.6924535632133484e-06,0.0001889718696475029,
0.0,,6.920122541487217e-05,-0.09220743179321289,384768,3983,0.5774543881416321,1763260660.5828102,711.0,569.5776791572571,0.0002946506720036268,-0.002259775996208191,0.00010856427252292633,0.0019177868962287903,
0.0,,6.835637759650126e-05,-0.01988685131072998,386176,3997,0.5103701949119568,1763260662.0303583,711.0,571.0252273082733,0.002210017992183566,-0.0003825658932328224,1.9603408873081207e-05,-0.0013499585911631584,
0.0,,6.689708243357018e-05,-0.00436091423034668,388608,4020,0.5107344388961792,1763260664.5548973,712.0,573.5497663021088,0.002152241999283433,-0.002048581838607788,6.447918713092804e-05,0.0007542446255683899,
0.0,,6.451612716773525e-05,-0.627947211265564,392576,4059,0.5156652927398682,1763260668.6710572,714.0,577.6659262180328,0.002476958092302084,-0.0031994953751564026,0.00019501149654388428,-0.000873565673828125,
,500.0,,,395432,4087,,1763260671.406776,,580.4016449451447,,,,,500.0
0.0,,6.251920422073454e-05,-0.2331221103668213,395904,4091,0.5640028715133667,1763260671.8561816,716.0,580.8510506153107,0.0004142949474044144,-0.00043466687202453613,3.441516309976578e-05,-0.0019374815747141838,
0.0,,6.167434912640601e-05,-0.09185659885406494,397312,4105,0.5407350063323975,1763260673.2419057,717.0,582.2367746829987,0.0002959113917313516,-0.0017661750316619873,2.6572495698928833e-05,-0.0002934355288743973,
0.0,,6.144393410068005e-05,-0.06033146381378174,397696,4109,0.5516335964202881,1763260673.667435,717.0,582.6623039245605,0.000407243671361357,-0.0010556019842624664,9.869411587715149e-05,0.0031564366072416306,
0.0,,6.105990905780345e-05,0.07929867506027222,398336,4115,0.5604124069213867,1763260674.2390826,717.0,583.2339515686035,0.00026303858612664044,0.00021275877952575684,4.404224455356598e-06,0.00030868593603372574,
0.0,,6.082949403207749e-05,-0.424480676651001,398720,4119,0.518571674823761,1763260674.6822882,718.0,583.67715716362,0.0005203728214837611,-0.004487879574298859,0.00035389605909585953,-0.01075283344835043,
0.0,,5.9293393860571086e-05,-0.05628836154937744,401280,4144,0.5510395765304565,1763260677.2247503,719.0,586.2196192741394,0.00046262945397756994,-0.0031954068690538406,0.00011700205504894257,-1.4699995517730713e-05,
0.0,,5.8909368817694485e-05,-0.030216217041015625,401920,4150,0.5969534516334534,1763260677.8856041,719.0,586.8804731369019,0.00034419461735524237,0.00074806809425354,4.971399903297424e-06,0.0005603190511465073,
0.0,,5.775729732704349e-05,-0.21703851222991943,403840,4168,0.5212637782096863,1763260679.7392557,720.0,588.734124660492,0.00046710550668649375,0.001512322574853897,0.00011917855590581894,-0.0033261654898524284,
,500.0,,,405432,4184,,1763260681.3263516,,590.3212206363678,,,,,500.0
,500.0,,,406432,4194,,1763260682.357286,,591.3521549701691,,,,,500.0
,500.0,,,406932,4199,,1763260682.848257,,591.8431260585785,,,,,500.0
0.0,,5.4377880587708205e-05,5.7697296142578125e-05,409472,4224,0.5980077981948853,1763260685.4932547,723.0,594.4881236553192,282.8066711425781,-0.0006490647792816162,1.9436702132225037e-06,-0.0005494682118296623,
0.0,,5.4070660553406924e-05,-2.5987625122070312e-05,409984,4229,0.5500420331954956,1763260685.9974859,723.0,594.9923548698425,546.1348876953125,0.00011941231787204742,2.4446286261081696e-05,-0.0004681488499045372,
,500.0,,,411432,4243,,1763260687.4119115,,596.4067804813385,,,,,500.0
0.0,,5.299539043335244e-05,0.009751200675964355,411776,4246,0.5918533802032471,1763260687.7856488,724.0,596.7805178165436,0.0005390519509091973,0.0006188973784446716,1.1770054697990417e-05,-0.002414895221590996,
0.0,,5.261136539047584e-05,-0.04872691631317139,412416,4252,0.5359283089637756,1763260688.4094512,724.0,597.4043202400208,0.000428762607043609,9.755045175552368e-05,2.1430663764476776e-05,-0.0015587294474244118,
0.0,,5.2534564019879326e-05,0.0001602768898010254,412544,4254,0.5406045913696289,1763260688.5384169,724.0,597.533285856247,520.5468139648438,-8.724629878997803e-06,5.218200385570526e-06,-0.0009573930874466896,
0.0,,5.2457759011304006e-05,-0.06474411487579346,412672,4255,0.5449473261833191,1763260688.6755242,724.0,597.6703932285309,0.002180880168452859,9.882450103759766e-05,4.295259714126587e-06,-0.00029487907886505127,
0.0,,5.138248889124952e-05,-9.5367431640625e-06,414464,4273,0.5907313823699951,1763260690.43673,725.0,599.4315989017487,300.5195007324219,-0.0005223993211984634,2.5423243641853333e-05,0.000925108790397644,
0.0,,5.115207386552356e-05,-0.21404945850372314,414848,4276,0.6034863591194153,1763260690.8297706,726.0,599.8246395587921,0.00044943811371922493,4.5396387577056885e-05,4.3371692299842834e-06,2.1756626665592194e-05,
,500.0,,,414932,4277,,1763260690.862091,,599.8569600582123,,,,,500.0
0.0,,5.107526885694824e-05,3.784894943237305e-05,414976,4278,0.5595409274101257,1763260690.9654949,726.0,599.9603638648987,345.69537353515625,-0.00010697543621063232,1.9688159227371216e-06,-0.0004276260733604431,
0.0,,5.046082878834568e-05,4.5359134674072266e-05,416000,4288,0.5763642191886902,1763260691.9796371,726.0,600.9745061397552,561.03076171875,0.000957198441028595,1.528114080429077e-05,-0.000525863841176033,
0.0,,5.030721877119504e-05,-0.11198997497558594,416256,4290,0.5686126351356506,1763260692.211486,726.0,601.2063550949097,0.0005516114179044962,-8.134916424751282e-05,2.5414861738681793e-05,0.002132314257323742,
,500.0,,,416432,4292,,1763260692.3393264,,601.3341953754425,,,,,500.0
0.0,,4.877112223766744e-05,-0.10564315319061279,418816,4314,0.5790702700614929,1763260694.6681123,728.0,603.6629812717438,0.0004903854569420218,-0.0008899318054318428,1.8814578652381897e-05,-0.0019511114805936813,
0.0,,4.854070721194148e-05,-0.017797112464904785,419200,4318,0.5395084023475647,1763260695.0165894,728.0,604.0114583969116,0.000791706726886332,-0.0009175203740596771,9.367801249027252e-05,-0.000924205407500267,
0.0,,4.6850997023284435e-05,-2.002716064453125e-05,422016,4346,0.6115468740463257,1763260697.6891282,729.0,606.6839971542358,869.1409912109375,-0.0003019324503839016,2.8870999813079834e-07,-0.00011879578232765198,
0.0,,4.562212052405812e-05,-0.016367316246032715,424064,4366,0.5861404538154602,1763260699.5732036,730.0,608.5680725574493,0.0022509826812893152,0.0014450550079345703,3.0385330319404602e-05,-0.001585574820637703,
0.0,,4.523809548118152e-05,-0.011236310005187988,424704,4372,0.6234941482543945,1763260700.1370077,731.0,609.131876707077,0.0006687286077067256,0.0011999569833278656,8.58912244439125e-05,-0.00022963527590036392,
0.0,,4.4930875446880236e-05,0.08292967081069946,425216,4377,0.6049677729606628,1763260700.6185858,731.0,609.6134548187256,0.0006722549442201853,-0.002326417714357376,3.133714199066162e-05,-0.0007402300834655762,
0.0,,4.4854070438304916e-05,-0.11536049842834473,425344,4378,0.5655926465988159,1763260700.7283034,731.0,609.7231724262238,0.0004886101232841611,-0.0030330345034599304,0.00012473482638597488,-0.0024524321779608727,
0.0,,4.4316435378277674e-05,-0.09640896320343018,426240,4387,0.5305853486061096,1763260701.542617,732.0,610.537486076355,0.0007072736625559628,0.00035528093576431274,4.55537810921669e-05,0.0031299376860260963,
0.0,,4.377880031825043e-05,-0.03985857963562012,427136,4396,0.6059002876281738,1763260702.3225205,732.0,611.3173894882202,0.002018736908212304,-0.00020910054445266724,2.0423904061317444e-06,-0.0009204940870404243,
0.0,,4.2703533836174756e-05,-0.09435665607452393,428928,4413,0.5756673216819763,1763260703.9438384,733.0,612.9387073516846,0.00042252562707290053,-0.00011768937110900879,4.31109219789505e-06,-9.393971413373947e-05,
0.0,,4.2626728827599436e-05,8.463859558105469e-06,429056,4415,0.5580511689186096,1763260704.0568297,733.0,613.0516986846924,139.08038330078125,-0.0001277569681406021,1.519918441772461e-05,0.00083196721971035,
0.0,,4.0092167182592675e-05,-0.14473426342010498,433280,4456,0.592233419418335,1763260707.9312208,736.0,616.9260897636414,0.0008654508856125176,-0.0012939125299453735,4.801154136657715e-05,0.0001289844512939453,
0.0,,3.917050707968883e-05,-0.0850067138671875,434816,4470,0.587276041507721,1763260709.2948225,737.0,618.2896914482117,0.0005265184445306659,-0.00011142343282699585,8.541159331798553e-06,0.00021093059331178665,
0.0,,3.870967702823691e-05,0.07181596755981445,435584,4478,0.5856618881225586,1763260710.0297408,737.0,619.0246098041534,0.001839294796809554,8.339434862136841e-05,4.03914600610733e-06,0.0004378044977784157,
0.0,,3.855606701108627e-05,0.16828227043151855,435840,4480,0.5766403079032898,1763260710.2548802,737.0,619.2497491836548,0.0005612630629912019,-0.0003699846565723419,2.064090222120285e-05,-0.0012259436771273613,
0.0,,3.786482193390839e-05,3.606081008911133e-05,436992,4492,0.5513275265693665,1763260711.2917972,738.0,620.2866661548615,267.54962158203125,0.00012443214654922485,6.475485861301422e-06,0.0007820343598723412,
,500.0,,,437432,4496,,1763260711.6423235,,620.6371924877167,,,,,500.0
0.0,,3.7480800529010594e-05,-0.060317158699035645,437632,4498,0.5736405253410339,1763260711.8420033,738.0,620.8368723392487,0.002059559803456068,0.00027634575963020325,1.831166446208954e-05,-0.0014338809996843338,
,500.0,,,439932,4520,,1763260713.835203,,622.830071926117,,,,,500.0
0.0,,3.602150536607951e-05,-0.11774301528930664,440064,4522,0.5772977471351624,1763260714.048542,740.0,623.0434110164642,0.002011246047914028,-0.0010657832026481628,2.7519650757312775e-05,-0.002987968735396862,
0.0,,3.586789534892887e-05,-0.05165600776672363,440320,4524,0.5345392227172852,1763260714.268392,740.0,623.2632610797882,0.0006197398761287332,0.001005474478006363,1.8687918782234192e-05,-2.9210001230239868e-05,
,500.0,,,440432,4525,,1763260714.306547,,623.3014159202576,,,,,500.0
0.0,,3.571428533177823e-05,0.019717097282409668,440576,4527,0.5872854590415955,1763260714.489773,740.0,623.4846420288086,0.0020349661353975534,0.0015702135860919952,1.4087185263633728e-05,-0.0009005516767501831,
0.0,,3.548387030605227e-05,4.363059997558594e-05,440960,4531,0.5156916379928589,1763260714.8220174,740.0,623.8168864250183,587.3194580078125,0.0011647287756204605,4.949979484081268e-06,-0.0009475713595747948,
0.0,,3.533026028890163e-05,-0.16339099407196045,441216,4533,0.5519312620162964,1763260715.0732744,740.0,624.0681433677673,0.0009017037227749825,-0.002810227684676647,2.2567808628082275e-05,-0.00030256807804107666,
0.0,,3.525345528032631e-05,-0.016857504844665527,441344,4534,0.5987585783004761,1763260715.1847706,740.0,624.1796395778656,0.0006134563009254634,-9.793229401111603e-05,2.991408109664917e-06,-0.0006131734699010849,
0.0,,3.4715820220299065e-05,0.01444774866104126,442240,4543,0.5331507921218872,1763260715.9634907,741.0,624.9583597183228,0.0008121699211187661,-0.001583203673362732,1.4397315680980682e-05,0.0016584033146500587,
,500.0,,,443432,4555,,1763260717.009279,,626.0041480064392,,,,,500.0
0.0,,3.387096876394935e-05,-0.0878368616104126,443648,4557,0.6025562286376953,1763260717.2466273,742.0,626.2414963245392,0.0016247518360614777,0.00022428110241889954,4.605390131473541e-06,0.00048087071627378464,
0.0,,3.356374872964807e-05,0.041044414043426514,444160,4562,0.599075198173523,1763260717.6892216,742.0,626.6840906143188,0.0017307038651779294,0.0008958615362644196,8.664093911647797e-06,-0.0009808829054236412,
0.0,,3.2718893635319546e-05,-0.0024461746215820312,445568,4576,0.6342548727989197,1763260718.9399984,743.0,627.9348673820496,0.001605669385753572,-0.0004715770483016968,2.932734787464142e-06,0.0007244227454066277,
,500.0,,,448432,4604,,1763260721.5480227,,630.542891740799,,,,,500.0
0.0,,3.0414747016038746e-05,-0.002108335494995117,449408,4613,0.579197108745575,1763260722.4447033,745.0,631.4395723342896,0.0006191371357999742,-0.0004854127764701843,1.0361894965171814e-05,0.00015978701412677765,
0.0,,2.9569891921710223e-05,0.0216677188873291,450816,4626,0.5608947277069092,1763260723.7453566,745.0,632.7402255535126,0.0006744370330125093,-0.00021295249462127686,5.6521035730838776e-05,0.0019072974100708961,
0.0,,2.9032258680672385e-05,-0.15138709545135498,451712,4635,0.5564262270927429,1763260724.5567052,746.0,633.5515742301941,0.0008175125112757087,-0.004103332757949829,5.143601447343826e-05,-0.0007201852276921272,
0.0,,2.8648233637795784e-05,-0.041182756423950195,452352,4641,0.5710194110870361,1763260725.1083784,746.0,634.1032474040985,0.0006735229981131852,-0.00041037797927856445,1.2614764273166656e-05,-0.00019194651395082474,
0.0,,2.8494623620645143e-05,-0.004409193992614746,452608,4644,0.5441885590553284,1763260725.3320456,747.0,634.3269145488739,0.0016580898081883788,5.9518963098526e-05,1.5422701835632324e-06,0.0003125648945569992,
0.0,,2.7419355319580063e-05,-0.018885493278503418,454400,4661,0.5768412351608276,1763260727.0124702,747.0,636.0073392391205,0.0006538191810250282,-0.0015643015503883362,1.46450474858284e-05,0.0001923469826579094,
0.0,,2.657450022525154e-05,-0.3310079574584961,455808,4675,0.5176150798797607,1763260728.2873623,748.0,637.2822313308716,0.0009291399619542062,7.746368646621704e-05,1.3430602848529816e-05,-0.000477341003715992,
,500.0,,,457432,4691,,1763260729.7216525,,638.7165215015411,,,,,500.0
0.0,,2.45007686316967e-05,-0.042333006858825684,459264,4709,0.5767861604690552,1763260731.3876917,750.0,640.3825607299805,0.0009219793137162924,-0.0007903091609477997,1.595262438058853e-05,0.0009725978597998619,
0.0,,2.427035360597074e-05,-0.06520533561706543,459648,4713,0.6135976314544678,1763260731.721005,750.0,640.7158739566803,0.0018837347161024809,-0.0001620166003704071,1.6884878277778625e-06,0.0007057907059788704,
0.0,,2.273425525345374e-05,0.006487846374511719,462208,4738,0.5790590643882751,1763260734.0865397,751.0,643.08140873909,0.000870570249389857,-0.00026785023510456085,3.744848072528839e-06,-0.0006576897576451302,
0.0,,2.265745024487842e-05,0.39760202169418335,462336,4739,0.6071606874465942,1763260734.1973433,752.0,643.1922123432159,0.0007271594367921352,0.0003240257501602173,7.264316082000732e-06,-0.0005267690867185593,
0.0,,2.25806452363031e-05,0.0008467435836791992,462464,4741,0.5761198997497559,1763260734.3100774,752.0,643.3049464225769,500.5220031738281,9.94950532913208e-05,3.688037395477295e-07,0.00018634647130966187,
0.0,,2.2427035219152458e-05,0.10392540693283081,462720,4743,0.523596465587616,1763260734.530724,752.0,643.5255930423737,0.000906496774405241,-0.0005565285682678223,2.3832544684410095e-06,-0.0002941107377409935,
0.0,,2.173579196096398e-05,0.3710395097732544,463872,4754,0.5539659857749939,1763260735.558225,752.0,644.5530939102173,0.000735293491743505,-0.0021673012524843216,5.162879824638367e-05,-0.001177595928311348,
,500.0,,,463932,4755,,1763260735.5821488,,644.5770177841187,,,,,500.0
0.0,,2.0660521840909496e-05,0.02143305540084839,465664,4772,0.59867924451828,1763260737.183744,753.0,646.178612947464,0.0016028922982513905,0.000301506370306015,1.4500692486763e-06,0.00012348871678113937,
0.0,,1.9738863556995057e-05,0.09583336114883423,467200,4786,0.527072012424469,1763260738.6274025,754.0,647.6222715377808,0.001024964265525341,-0.0003265291452407837,8.94349068403244e-06,-4.4337473809719086e-05,
0.0,,1.9662058548419736e-05,-0.1289660930633545,467328,4787,0.5525122284889221,1763260738.7524943,754.0,647.7473633289337,0.0008681902545504272,0.0003890395164489746,3.648921847343445e-06,0.00043220631778240204,
,500.0,,,467432,4788,,1763260738.795213,,647.7900819778442,,,,,500.0
0.0,,1.9124423488392495e-05,-0.0010782480239868164,468224,4796,0.5418834686279297,1763260739.607911,754.0,648.6027801036835,0.0009456364205107093,-0.00042627379298210144,5.0300732254981995e-06,0.00055642519146204,
0.0,,1.8970813471241854e-05,-6.4373016357421875e-06,468480,4799,0.5744357705116272,1763260739.8315954,755.0,648.8264644145966,212.69662475585938,6.53192400932312e-05,1.6959384083747864e-06,-0.0004493454471230507,
0.0,,1.8509985238779336e-05,0.07409793138504028,469248,4806,0.5649700164794922,1763260740.5279186,755.0,649.5227875709534,0.0009371513733640313,0.00030680373311042786,2.0191073417663574e-06,-0.0006346628069877625,
0.0,,1.8356375221628696e-05,-7.259845733642578e-05,469504,4809,0.5558426380157471,1763260740.7494266,755.0,649.7442955970764,252.89694213867188,0.0005218386650085449,3.034248948097229e-06,7.880479097366333e-05,
,500.0,,,469932,4813,,1763260741.0973208,,650.0921897888184,,,,,500.0
0.0,,1.5745008568046615e-05,-0.007359504699707031,473856,4851,0.5610883831977844,1763260744.673949,757.0,653.6688179969788,0.0009225970134139061,-0.0003118552267551422,4.268251359462738e-06,0.0006111813709139824,
,500.0,,,473932,4852,,1763260744.7015395,,653.6964085102081,,,,,500.0
