losses/approx_kl,losses/clipfrac,_step,charts/episodic_length,charts/episodic_return,_timestamp,losses/entropy,_runtime,charts/SPS,losses/policy_loss,charts/learning_rate,losses/value_loss,losses/old_approx_kl,losses/explained_variance,global_step
4.7888606786727905e-06,0.0,4813,,,1763260537.6754365,0.5922346115112305,452.73772144317627,1102.0,-1.8481165170669556e-05,1.8970813471241854e-05,0.0011364264646545053,0.0005223043262958527,-0.17634141445159912,468480
3.259629011154175e-08,0.0,4851,,,1763260541.049125,0.46201229095458984,456.11140990257263,1102.0,-7.982365787029266e-05,1.6743471860536374e-05,248.38990783691406,-1.4265067875385284e-05,0.0016887784004211426,472192
1.1147931218147278e-06,0.0,4852,,,1763260541.159158,0.5226453542709351,456.22144293785095,1102.0,-0.00012984126806259155,1.6666666851961054e-05,0.002031299751251936,-0.00010990817099809647,-0.27191638946533203,472320
2.85198912024498e-05,0.0,4859,,,1763260541.8209064,0.5576755404472351,456.8831913471222,1102.0,-0.0013809800148010254,1.6205836800509132e-05,0.001427795854397118,-0.0004439493641257286,-0.28560876846313477,473088
2.0845793187618256e-05,0.0,4867,,,1763260542.5259333,0.5741066932678223,457.5882182121277,1102.0,-0.0011199712753295898,1.5745008568046615e-05,0.0018165262881666422,-0.0014285938814282417,0.059413254261016846,473856
1.606624573469162e-05,0.0,4868,,,1763260542.6356008,0.5627425312995911,457.69788575172424,1102.0,-0.000401482917368412,1.5668203559471294e-05,0.0014355883467942476,0.0002733645960688591,-0.19071507453918457,473984
4.192814230918884e-06,0.0,4874,,,1763260543.2205303,0.5076882839202881,458.2828152179718,1102.0,0.0006424635648727417,1.5284178516594693e-05,0.001144861220382154,0.00044670142233371735,-0.231123685836792,474624
2.54996120929718e-06,0.0,4878,,,1763260543.5520923,0.6127530932426453,458.61437726020813,1102.0,4.67151403427124e-06,1.5053763490868732e-05,0.0012987959198653698,0.0006142705678939819,-0.1303638219833374,475008
1.7974525690078735e-06,0.0,4882,,,1763260543.8816757,0.5568644404411316,458.9439606666565,1102.0,0.00019999220967292786,1.4823348465142772e-05,0.0015945719787850976,7.312744855880737e-05,-0.1986551284790039,475392
1.993030309677124e-07,0.0,4915,,,1763260546.8585398,0.5381302833557129,461.92082476615906,1102.0,5.5227428674697876e-05,1.282642097066855e-05,458.1634826660156,0.00010657496750354767,-0.00013959407806396484,478720
3.1227245926856995e-06,0.0,4920,,,1763260547.3341029,0.5847645998001099,462.39638781547546,1102.0,-0.00027405470609664917,1.251920093636727e-05,304.06024169921875,-0.00014169607311487198,0.00013148784637451172,479232
3.91155481338501e-07,0.0,4932,,,1763260548.474262,0.5495238900184631,463.5365469455719,1102.0,-0.00021387729793787003,1.1751151760108769e-05,0.001227410277351737,0.0002231840044260025,0.014364004135131836,480512
,,4933,500.0,500.0,1763260548.5156024,,463.57788729667664,,,,,,,480632
1.7136335372924805e-07,0.0,4939,,,1763260549.027814,0.5046860575675964,464.09009885787964,1102.0,7.822737097740173e-05,1.136712762672687e-05,664.38818359375,-0.00010910443961620331,-0.00011444091796875,481152
7.012858986854553e-07,0.0,4946,,,1763260549.729765,0.5270594358444214,464.79204988479614,1102.0,0.00016053766012191772,1.0906297575274948e-05,0.0012491610832512379,-0.00014522206038236618,-0.15922904014587402,481920
,,4953,500.0,500.0,1763260550.3463366,,465.4086215496063,,,,,,,482632
,,4958,500.0,500.0,1763260550.7837994,,465.846084356308,,,,,,,483132
5.227513611316681e-06,0.0,4963,,,1763260551.3523128,0.6040915250778198,466.4145977497101,1102.0,0.00027881190180778503,9.831029274209868e-06,0.0013912726426497102,-0.00035300198942422867,-0.33113300800323486,483712
1.5525147318840027e-06,0.0,4971,,,1763260552.0151572,0.544073224067688,467.07744216918945,1103.0,-0.00023252889513969421,9.370200132252648e-06,0.0015901767183095217,-0.00021221395581960678,-0.12778615951538086,484480
1.2274831533432007e-06,0.0,4972,,,1763260552.1235428,0.5301127433776855,467.1858277320862,1103.0,0.0001368410885334015,9.293395123677328e-06,0.0014601325383409858,-0.0008510556071996689,0.31006550788879395,484608
4.493631422519684e-06,0.0,4978,,,1763260552.7098613,0.604710578918457,467.7721462249756,1103.0,-0.00018800050020217896,8.909370080800727e-06,0.0014479407109320164,3.480631858110428e-05,-0.12257373332977295,485248
3.906898200511932e-06,0.0,4981,,,1763260552.9305606,0.6017972826957703,467.9928455352783,1103.0,-0.0004075467586517334,8.755760063650087e-06,0.001841711811721325,-0.00013979431241750717,-0.12499880790710449,485504
,,4989,500.0,500.0,1763260553.6420968,,468.70438170433044,,,,,,,486328
,,4994,500.0,500.0,1763260554.0750275,,469.13731241226196,,,,,,,486828
5.817972123622894e-06,0.0,5008,,,1763260555.4266028,0.5798816084861755,470.48888778686523,1103.0,-0.0011542914435267448,7.066052148729796e-06,0.0013967369450256228,-0.00014560949057340622,-0.36693525314331055,488320
,,5013,500.0,500.0,1763260555.8184474,,470.88073229789734,,,,,,,488828
2.421438694000244e-08,0.0,5015,,,1763260555.996974,0.589040219783783,471.0592589378357,1103.0,1.3090670108795166e-05,6.682027560600545e-06,0.0015765835996717215,-1.9758939743041992e-05,0.0033345818519592285,488960
3.548339009284973e-07,0.0,5039,,,1763260558.1609015,0.5737063884735107,473.2231864929199,1103.0,-0.0002807304263114929,5.222734216658864e-06,636.5282592773438,-2.007279545068741e-05,3.24249267578125e-05,491392
2.3748725652694702e-07,0.0,5071,,,1763260561.0282996,0.581867516040802,476.09058451652527,1103.0,-8.432567119598389e-05,3.3026112760126125e-06,0.0015543928602710366,-0.00022034812718629837,0.05850154161453247,494592
7.450580596923828e-09,0.0,5117,,,1763260565.246715,0.5120984315872192,480.3090000152588,1103.0,-5.647540092468262e-06,4.6082948301773285e-07,0.0016818203730508685,2.4475157260894775e-06,-0.6528897285461426,499328
1.862645149230957e-09,0.0,5122,,,1763260565.6855097,0.5767444372177124,480.7477946281433,1103.0,-2.130866050720215e-06,1.536098324095292e-07,0.001515040872618556,-9.55536961555481e-07,-0.07169175148010254,499840
