losses/approx_kl,losses/clipfrac,_step,charts/episodic_length,charts/episodic_return,_timestamp,losses/entropy,_runtime,charts/SPS,losses/policy_loss,charts/learning_rate,losses/value_loss,losses/old_approx_kl,losses/explained_variance,global_step
0.00017763860523700714,0.0,1818,,,1763260264.0977662,0.5454092025756836,179.16005110740662,1083.0,0.000933334231376648,0.00020168970513623208,0.029862739145755768,-0.006815791130065918,-1.2500784397125244,163968
9.515322744846344e-06,0.0,1823,,,1763260264.543231,0.5536320209503174,179.60551595687866,1083.0,0.0006121769547462463,0.0002013824851019308,0.09573864936828613,6.76596537232399e-05,-14.876925468444824,164480
0.00017750728875398636,0.0,1851,,,1763260267.0812695,0.4458580017089844,182.14355444908142,1084.0,-0.0006536170840263367,0.00019969277491327375,493.96514892578125,0.0032629715278744698,0.00025856494903564453,167296
0.00177793949842453,0.0,1856,,,1763260267.5236166,0.5067832469940186,182.58590149879456,1084.0,-0.004727154970169067,0.00019938555487897247,474.18902587890625,-0.0025528017431497574,-0.00019121170043945312,167808
0.0020566023886203766,0.005859375,1868,,,1763260268.6663272,0.49423113465309143,183.72861218452454,1084.0,-0.017060112208127975,0.00019861750479321927,0.000659251818433404,0.0016977787017822266,-1.2222752571105957,169088
0.004449952393770218,0.009765625,1873,,,1763260269.1443193,0.5176221132278442,184.20660424232483,1084.0,0.0090797059237957,0.000198310284758918,0.0002455627254676074,0.043305352330207825,-0.13005411624908447,169600
0.0007683336734771729,0.0,1877,,,1763260269.476299,0.53450608253479,184.53858399391174,1084.0,-0.002125255763530731,0.00019807988428510725,0.004916878417134285,-0.005265716463327408,-0.11328041553497314,169984
0.001043093390762806,0.0,1886,,,1763260270.3923132,0.5088628530502319,185.45459818840027,1085.0,-0.006951618939638138,0.0001974654442165047,0.00039243517676368356,0.014000640250742435,-0.31484758853912354,171008
0.00024331733584403992,0.0,1895,,,1763260271.2021313,0.5220290422439575,186.26441621780396,1085.0,0.0010000057518482208,0.00019692780915647745,0.0058460840955376625,-0.0005169212818145752,0.017671585083007812,171904
,,1903,500.0,500.0,1763260271.8903532,,186.95263814926147,,,,,,,172752
0.00018529966473579407,0.0,1906,,,1763260272.2316437,0.5076201558113098,187.29392862319946,1085.0,-0.0016138991340994835,0.00019623656407929957,0.0002189667138736695,-0.0039443448185920715,0.004973053932189941,173056
,,1918,500.0,500.0,1763260273.2765374,,188.33882236480713,,,,,,,174252
0.0018063364550471306,0.0,1920,,,1763260273.4834523,0.5369399785995483,188.54573726654053,1085.0,-0.003900192677974701,0.00019539170898497105,0.0060090189799666405,0.015872463583946228,-0.5858156681060791,174464
0.00041302386671304703,0.0,1945,,,1763260275.7646394,0.47701239585876465,190.82692432403564,1086.0,0.0001573897898197174,0.00019385560881346464,0.0007153491606004536,-0.0033956216648221016,-0.2805269956588745,177024
0.00047484226524829865,0.0,1959,,,1763260277.0191426,0.4845307469367981,192.08142757415771,1086.0,-0.00581783801317215,0.00019301075371913612,0.004130137152969837,-0.0011629201471805573,-0.14831483364105225,178432
0.0007371921092271805,0.0,1973,,,1763260278.273726,0.4957418143749237,193.33601093292236,1086.0,-0.015010420233011246,0.0001921658986248076,730.6929321289062,-0.011519400402903557,0.0004311203956604004,179840
0.0017391834408044815,0.001953125,1985,,,1763260279.4444354,0.4740969240665436,194.50672030448914,1086.0,0.003911823034286499,0.0001913978485390544,0.00025502347853034735,-0.0013584587723016739,0.0020464658737182617,181120
,,1991,500.0,500.0,1763260279.929188,,194.99147295951843,,,,,,,181752
0.0013314224779605865,0.0,2002,,,1763260280.927614,0.4523572325706482,195.9898989200592,1087.0,0.0063950419425964355,0.00019039938342757523,540.3145751953125,0.013273767195641994,-6.151199340820312e-05,182784
8.986517786979675e-05,0.0,2007,,,1763260281.3704977,0.44603776931762695,196.4327826499939,1087.0,-0.005652472376823425,0.00019009216339327395,270.9928894042969,-0.002640293911099434,-0.0001201629638671875,183296
,,2016,500.0,500.0,1763260282.202711,,197.26499605178833,,,,,,,184252
0.0015585459768772125,0.001953125,2019,,,1763260282.546531,0.4813435673713684,197.608815908432,1087.0,-0.015111196786165237,0.00018932411330752075,0.0003551029949449003,-0.0018596220761537552,-0.445595383644104,184576
0.00249581690877676,0.0,2024,,,1763260282.996439,0.41912388801574707,198.0587239265442,1087.0,0.001580648124217987,0.00018901689327321947,0.0002623291511554271,0.015913866460323334,0.2981974482536316,185088
0.0023607006296515465,0.015625,2027,,,1763260283.2186291,0.4450434148311615,198.28091406822205,1087.0,0.005351252853870392,0.00018886328325606883,480.6228942871094,-0.007676483131945133,0.004229605197906494,185344
,,2029,341.0,341.0,1763260283.3694432,,198.43172812461853,,,,,,,185593
,,2034,420.0,420.0,1763260283.8253345,,198.88761949539185,,,,,,,186013
,,2045,376.0,376.0,1763260284.7951996,,199.8574845790863,,,,,,,187103
0.0012167524546384811,0.0,2051,,,1763260285.3156512,0.44613996148109436,200.37793612480164,1087.0,-0.026113033294677734,0.00018748079310171306,0.026188982650637627,-0.024049047380685806,-0.25550591945648193,187648
0.001743159256875515,0.0,2052,,,1763260285.425833,0.33924275636672974,200.48811793327332,1087.0,0.004091404378414154,0.00018740398809313774,4.714643478393555,0.00698056910187006,-0.4033827781677246,187776
0.00043490249663591385,0.0,2070,,,1763260286.9405663,0.41258272528648376,202.00285124778748,1087.0,-0.0025862008333206177,0.00018640552298165858,334.134765625,-0.0019720932468771935,0.32330262660980225,189440
0.0011509153991937637,0.0,2076,,,1763260287.4908493,0.42495059967041016,202.55313420295715,1088.0,-0.010335804894566536,0.0001860215124906972,0.025887420400977135,-0.0019013434648513794,-0.41101181507110596,190080
0.00018479768186807632,0.0,2093,,,1763260289.0123584,0.4430515766143799,204.07464337348938,1088.0,-0.0018992871046066284,0.00018502304737921804,291.5744934082031,-0.002269926480948925,0.07470232248306274,191744
0.002009497955441475,0.00390625,2094,,,1763260289.1226275,0.39628341794013977,204.184912443161,1088.0,0.00960533320903778,0.00018494624237064272,0.054132506251335144,-0.005769940093159676,-4.127549171447754,191872
,,2117,500.0,500.0,1763260291.2037072,,206.26599216461182,,,,,,,194224
0.0005550235509872437,0.0,2141,,,1763260293.466946,0.3880556523799896,208.5292308330536,1088.0,-0.0015617944300174713,0.00018202765204478055,441.9175109863281,0.005205772817134857,-0.00021910667419433594,196736
0.0003728773444890976,0.0,2146,,,1763260293.9102302,0.3650749921798706,208.97251510620117,1089.0,-0.0032283030450344086,0.00018172043201047927,506.01171875,2.4849548935890198e-05,-0.0002237558364868164,197248
0.0006685648113489151,0.0,2147,,,1763260294.0488122,0.4245774447917938,209.11109709739685,1089.0,0.0040894802659749985,0.00018164362700190395,0.005176137667149305,0.004284651950001717,-0.24798405170440674,197376
0.0003882218152284622,0.0,2148,,,1763260294.1637158,0.4381890594959259,209.22600078582764,1089.0,-0.003164634108543396,0.00018156682199332863,0.00023479493393097073,-0.0024524498730897903,0.34721070528030396,197504
,,2155,500.0,500.0,1763260294.7459154,,209.80820035934448,,,,,,,198224
0.00477274414151907,0.00390625,2172,,,1763260296.3420002,0.41628333926200867,211.40428519248962,1089.0,-0.02276640757918358,0.00018010752683039755,0.006231315433979034,-0.0077842120081186295,-0.38513684272766113,199936
,,2185,500.0,500.0,1763260297.489105,,212.55138993263245,,,,,,,201224
8.659437298774719e-05,0.0,2192,,,1763260298.1736414,0.4907342195510864,213.2359263896942,1089.0,0.001687467098236084,0.00017887864669319242,0.0003806173044722527,0.006559588015079498,-0.008502602577209473,201984
0.001406739465892315,0.0,2198,,,1763260298.7386136,0.49439939856529236,213.80089855194092,1089.0,0.0003229677677154541,0.00017849462165031582,0.00014144978194963187,0.002257305197417736,0.014993846416473389,202624
,,2199,500.0,500.0,1763260298.7744534,,213.8367383480072,,,,,,,202724
0.00015331245958805084,0.0,2211,,,1763260299.8827462,0.4909875988960266,214.94503116607666,1089.0,-0.0007619690150022507,0.00017772657156456262,0.005383153911679983,0.0007471945136785507,-0.10177481174468994,203904
,,2214,500.0,500.0,1763260300.1283345,,215.19061946868896,,,,,,,204224
7.966719567775726e-05,0.0,2220,,,1763260300.6972733,0.45655736327171326,215.75955820083618,1089.0,0.0009917020797729492,0.00017718893650453538,305.8795471191406,-0.0023073572665452957,-2.9206275939941406e-05,204800
0.0013866741210222244,0.00390625,2223,,,1763260301.026991,0.4272948205471039,216.08927583694458,1090.0,-0.008812755346298218,0.00017695852147880942,0.00020698559819720685,0.006260192021727562,-0.4842768907546997,205184
0.000251024030148983,0.0,2225,,,1763260301.1378329,0.46316394209861755,216.2001178264618,1090.0,-0.003531990572810173,0.0001768817164702341,513.6356201171875,-0.0032851314172148705,-6.4373016357421875e-06,205312
0.00012281350791454315,0.0,2226,,,1763260301.273297,0.42782750725746155,216.33558201789856,1090.0,-0.0037014558911323547,0.00017680491146165878,0.005423509981483221,-0.002809101715683937,0.09505176544189453,205440
0.0004310542717576027,0.0,2227,,,1763260301.3941739,0.42269599437713623,216.45645880699158,1090.0,-0.00219758041203022,0.00017672810645308346,0.0003007384075317532,0.002490059472620487,-0.22369146347045898,205568
0.00046532973647117615,0.0,2231,,,1763260301.7248552,0.4382057189941406,216.7871401309967,1090.0,-0.00835283100605011,0.0001764976914273575,0.005217444617301226,-0.0024076439440250397,-0.15133965015411377,205952
0.000307534821331501,0.0,2235,,,1763260302.054344,0.4640369713306427,217.11662888526917,1090.0,0.008982677012681961,0.00017626727640163153,190.55189514160156,-0.005799398757517338,0.00032514333724975586,206336
0.0001558065414428711,0.0,2241,,,1763260302.6466546,0.4597679376602173,217.70893955230713,1090.0,0.0024981051683425903,0.00017588325135875493,0.0014434471959248185,0.00399283692240715,-0.3261023759841919,206976
,,2248,500.0,500.0,1763260303.2323499,,218.29463481903076,,,,,,,207724
7.33574852347374e-05,0.0,2250,,,1763260303.453611,0.426397442817688,218.51589584350586,1090.0,-0.002758743241429329,0.0001753456162987277,0.004548846278339624,-0.0003692926838994026,-0.20912837982177734,207872
,,2253,500.0,500.0,1763260303.7064657,,218.76875066757202,,,,,,,208224
6.52773305773735e-05,0.0,2272,,,1763260305.5461502,0.4815688729286194,220.60843515396118,1090.0,-0.004032790660858154,0.00017396314069628716,0.0002772873849608004,-0.0026905788108706474,-0.605526328086853,210176
0.00023482926189899445,0.0,2280,,,1763260306.232814,0.4075809717178345,221.29509902000427,1090.0,0.0024532563984394073,0.00017350231064483523,0.005511952564120293,-0.00276140496134758,-0.011815786361694336,210944
0.0014493698254227638,0.0,2295,,,1763260307.7466543,0.4497454762458801,222.80893921852112,1090.0,-0.007610870525240898,0.00017250384553335607,0.0002807121491059661,-0.0028051501139998436,0.24834859371185303,212608
0.00045584235340356827,0.0,2298,,,1763260307.96814,0.4945887327194214,223.03042483329773,1090.0,-0.0015283972024917603,0.00017235023551620543,0.00513540068641305,-0.00100653525441885,-0.20793509483337402,212864
0.0015443908050656319,0.0,2310,,,1763260309.1148946,0.5176173448562622,224.17717957496643,1090.0,-0.009652115404605865,0.00017158218543045223,0.0001981217210413888,0.0120082451030612,-0.4009004831314087,214144
0.0010280115529894829,0.0,2312,,,1763260309.229743,0.4966300129890442,224.29202795028687,1090.0,0.0019170045852661133,0.0001715053804218769,505.20697021484375,0.003931046463549137,-0.00022137165069580078,214272
0.0010235058143734932,0.0,2318,,,1763260309.8160212,0.46903878450393677,224.8783061504364,1090.0,0.0025154780596494675,0.0001711213553790003,0.0047494955360889435,0.006744000129401684,-0.7991024255752563,214912
0.0009214580059051514,0.0,2322,,,1763260310.149457,0.4682406187057495,225.2117419242859,1090.0,-0.004313209094107151,0.00017089094035327435,361.2652893066406,-0.00355389341711998,0.00037986040115356445,215296
0.00513081718236208,0.01171875,2324,,,1763260310.3714547,0.4038039743900299,225.4337396621704,1091.0,-0.0184651929885149,0.0001707373303361237,0.0002001856337301433,0.03145982697606087,-0.3353182077407837,215552
0.00027063675224781036,0.0,2329,,,1763260310.8489292,0.38596707582473755,225.91121411323547,1090.0,-0.0020106323063373566,0.00017043011030182242,0.00037116569001227617,-0.003741338849067688,0.2707359194755554,216064
0.001173095777630806,0.0,2339,,,1763260311.7352693,0.3797083795070648,226.79755425453186,1091.0,-0.006051916629076004,0.00016981567023321986,0.00023220943694468588,-0.0076365284621715546,-0.2830536365509033,217088
2.5928020477294922e-05,0.0,2343,,,1763260312.1025603,0.5119397640228271,227.1648452281952,1091.0,-0.0019846020732074976,0.0001695852552074939,0.004637818317860365,-0.0008624959737062454,-0.20789849758148193,217472
0.0001442786306142807,0.0,2348,,,1763260312.5526197,0.5191982984542847,227.6149046421051,1091.0,-0.00273054838180542,0.00016927803517319262,0.00019473466090857983,-0.0052344053983688354,0.023745954036712646,217984
8.282065391540527e-05,0.0,2354,,,1763260313.1489143,0.5369752645492554,228.21119928359985,1091.0,0.0015701120719313622,0.00016889401013031602,0.00021004640439059585,0.0029413849115371704,0.284010112285614,218624
0.004730843007564545,0.0,2363,,,1763260313.9453578,0.5068599581718445,229.00764274597168,1091.0,0.013610079884529114,0.00016835637507028878,0.0002929236216004938,0.022767724469304085,0.03581506013870239,219520
0.001231207512319088,0.0,2389,,,1763260316.334076,0.4282587766647339,231.39636087417603,1091.0,-0.00022156164050102234,0.00016674346989020705,0.00013875159493181854,0.003055526874959469,0.06469136476516724,222208
0.0016684988513588905,0.001953125,2394,,,1763260316.7725663,0.4958820044994354,231.8348512649536,1091.0,-0.010320952162146568,0.00016643624985590577,0.0002841213718056679,0.008695346303284168,-0.31511521339416504,222720
,,2409,500.0,500.0,1763260318.074534,,233.13681888580322,,,,,,,224224
0.0003928830847144127,0.0,2426,,,1763260319.6347935,0.5549338459968567,234.6970784664154,1092.0,-0.005622897297143936,0.00016451612464152277,0.0036997573915868998,0.006742388941347599,-0.152290940284729,225920
0.00017098523676395416,0.0,2430,,,1763260319.9671967,0.5149497389793396,235.0294816493988,1092.0,0.0011618956923484802,0.0001642857096157968,287.0920104980469,0.006381222978234291,-0.00022518634796142578,226304
0.0013919733464717865,0.0,2449,,,1763260321.811769,0.5407178401947021,236.87405395507812,1092.0,-0.01444539800286293,0.00016305682947859168,0.007220827974379063,-0.008661683648824692,-0.23802602291107178,228352
0.0005605341866612434,0.0,2465,,,1763260323.3128796,0.5433436036109924,238.37516450881958,1092.0,0.0019256621599197388,0.00016205837891902775,0.00033610619721002877,-0.0072137778624892235,-0.345927357673645,230016
0.0035032453015446663,0.017578125,2491,,,1763260325.7211668,0.5120477080345154,240.783451795578,1092.0,-0.01664702594280243,0.00016044547373894602,0.000840657448861748,-0.0012995461001992226,-0.7554055452346802,232704
0.00018846429884433746,0.0,2493,,,1763260325.8335485,0.4760698080062866,240.89583349227905,1092.0,-0.0018766988068819046,0.0001603686687303707,357.7117919921875,-0.0010910704731941223,0.00010246038436889648,232832
,,2506,500.0,500.0,1763260327.0111816,,242.07346653938293,,,,,,,234224
0.0010640081018209457,0.0,2514,,,1763260327.7838533,0.5366390943527222,242.84613823890686,1093.0,0.004024699330329895,0.00015906298358459026,0.00045832045725546777,0.006625041365623474,-0.24944806098937988,235008
0.00010407436639070511,0.0,2515,,,1763260327.8937657,0.4989207983016968,242.95605063438416,1093.0,-0.00020613893866539001,0.00015898617857601494,0.00022526698012370616,0.002062286250293255,-0.2257481813430786,235136
0.0011161891743540764,0.0,2520,,,1763260328.3523521,0.5102930665016174,243.41463708877563,1093.0,-0.019096363335847855,0.00015867895854171365,0.0004311132652219385,-0.006758688949048519,-0.2949950695037842,235648
0.00015947222709655762,0.0,2533,,,1763260329.4935782,0.509051501750946,244.55586314201355,1093.0,0.0028359591960906982,0.00015791090845596045,0.004795275162905455,-0.006811445578932762,0.04178422689437866,236928
0.00035406649112701416,0.0,2540,,,1763260330.1933625,0.5333415269851685,245.25564742088318,1093.0,5.281716585159302e-05,0.00015745007840450853,0.0002048331662081182,-0.007688663899898529,-0.3492480516433716,237696
5.800742655992508e-05,0.0,2547,,,1763260330.7842128,0.50823974609375,245.84649777412415,1093.0,0.000293683260679245,0.00015706605336163193,265.82489013671875,-0.0017393594607710838,-2.86102294921875e-06,238336
,,2570,500.0,500.0,1763260332.8802097,,247.9424946308136,,,,,,,240724
6.515532732009888e-06,0.0,2571,,,1763260332.9636729,0.5464465618133545,248.02595782279968,1093.0,0.0009096935391426086,0.00015560675819870085,344.2642517089844,0.00030737370252609253,6.973743438720703e-05,240768
0.0004801340401172638,0.0,2576,,,1763260333.4017973,0.509555995464325,248.46408224105835,1093.0,0.003984469920396805,0.00015529953816439956,251.4693603515625,0.0005397740751504898,-9.131431579589844e-05,241280
0.0007664095610380173,0.0,2577,,,1763260333.5111067,0.5590749382972717,248.5733916759491,1093.0,0.0049567874521017075,0.00015522273315582424,0.005920074414461851,0.003952533006668091,-0.028844237327575684,241408
,,2608,500.0,500.0,1763260336.3974097,,251.45969462394714,,,,,,,244724
3.7787482142448425e-05,0.0,2610,,,1763260336.5788379,0.5138432383537292,251.64112281799316,1094.0,-0.003413863480091095,0.0001531489979242906,0.004218646325170994,0.0002490729093551636,0.0001100301742553711,244864
0.0033269766718149185,0.005859375,2630,,,1763260338.4118073,0.5160086154937744,253.47409224510193,1094.0,-0.006657740101218224,0.00015192011778708547,0.005752964876592159,0.006839308887720108,-0.17431771755218506,246912
4.681479185819626e-05,0.0,2636,,,1763260339.0013506,0.5335260033607483,254.06363558769226,1094.0,0.0010544713586568832,0.00015153609274420887,0.0002915468066930771,-0.0029855435714125633,0.06882601976394653,247552
0.0003910595551133156,0.0,2646,,,1763260339.8780487,0.6062883138656616,254.94033360481262,1094.0,2.3152679204940796e-05,0.0001509216526756063,0.00026953752967529,0.009538101963698864,-0.07975447177886963,248576
0.004721581004559994,0.0078125,2647,,,1763260340.022197,0.5515586733818054,255.08448195457458,1094.0,-0.011138778179883957,0.000150844847667031,0.00021792961342725903,-0.005564591847360134,0.09357917308807373,248704
,,2648,500.0,500.0,1763260340.031388,,255.09367299079895,,,,,,,248724
0.00013945065438747406,0.0,2668,,,1763260341.8253248,0.4957256317138672,256.8876097202301,1094.0,-0.0015731528401374817,0.0001496159820817411,321.85125732421875,0.005233338102698326,3.409385681152344e-05,250752
8.253194391727448e-05,0.0,2673,,,1763260342.3071773,0.5165688991546631,257.3694622516632,1094.0,-0.0006051212549209595,0.00014930876204743981,312.4170227050781,0.0006232615560293198,-0.0002111196517944336,251264
0.0006652930751442909,0.0,2683,,,1763260343.2271695,0.45528653264045715,258.28945446014404,1094.0,0.005079619586467743,0.00014869432197883725,356.1244812011719,0.005616157315671444,0.0002707839012145996,252288
,,2687,500.0,500.0,1763260343.5896587,,258.65194368362427,,,,,,,252724
0.0010523367673158646,0.0,2689,,,1763260343.7935698,0.4989492893218994,258.85585474967957,1094.0,0.011128611862659454,0.00014831029693596065,0.0050291335210204124,-0.0002811681479215622,-0.360217809677124,252928
,,2692,500.0,500.0,1763260344.028529,,259.09081387519836,,,,,,,253224
0.0005361614748835564,0.0,2732,,,1763260347.7074444,0.45813989639282227,262.76972937583923,1095.0,-0.00290101021528244,0.00014569892664439976,342.82928466796875,0.007711743004620075,-0.00020587444305419922,257280
0.001299859955906868,0.0,2752,,,1763260349.5523245,0.5993049144744873,264.6146094799042,1095.0,0.011397775262594223,0.00014447004650719464,215.84835815429688,-0.0033376365900039673,-0.0003281831741333008,259328
0.0005426602438092232,0.0,2757,,,1763260349.9952831,0.4771077036857605,265.0575680732727,1095.0,-0.0016147531569004059,0.00014416282647289336,152.0010223388672,-0.008899976499378681,-0.0002269744873046875,259840
0.0019596340134739876,0.001953125,2772,,,1763260351.3877256,0.5220238566398621,266.4500105381012,1095.0,-0.017284370958805084,0.00014324116636998951,0.006196421571075916,0.004544858820736408,-0.04370677471160889,261376
6.351619958877563e-05,0.0,2782,,,1763260352.3493555,0.5779839754104614,267.4116404056549,1095.0,0.0002791956067085266,0.00014262672630138695,0.006075483746826649,0.002576123923063278,-0.04331350326538086,262400
0.00011727679520845413,0.0,2783,,,1763260352.4603276,0.5406835675239563,267.5226125717163,1095.0,-0.005102075636386871,0.00014254992129281163,0.00038265541661530733,-0.0008244616910815239,-0.009442687034606934,262528
0.0002887146547436714,0.0,2793,,,1763260353.3828478,0.5643250942230225,268.44513273239136,1095.0,0.007132105529308319,0.00014193548122420907,0.000467655248939991,-0.002532930113375187,0.0047266483306884766,263552
,,2824,500.0,500.0,1763260356.1781514,,271.2404363155365,,,,,,,266717
0.0004185568541288376,0.0,2843,,,1763260357.981314,0.5079449415206909,273.04359889030457,1095.0,-0.0035665463656187057,0.00013886328088119626,0.00014981135609559715,0.008815176784992218,-0.05164897441864014,268672
0.0014914730563759804,0.0078125,2857,,,1763260359.2387214,0.42935270071029663,274.3010063171387,1095.0,0.005986250936985016,0.00013801844033878297,0.00025959202321246266,-0.003973883576691151,0.018631815910339355,270080
0.001296008937060833,0.001953125,2882,,,1763260361.540017,0.5213606953620911,276.6023018360138,1096.0,0.003127683885395527,0.00013648234016727656,0.00020294533169362694,0.0089976591989398,-0.13202691078186035,272640
0.0007896097376942635,0.0,2890,,,1763260362.2424686,0.4765144884586334,277.3047535419464,1096.0,-0.005698077380657196,0.00013602151011582464,0.005886984057724476,0.007160593755543232,-0.11467552185058594,273408
0.0012965230271220207,0.0,2911,,,1763260364.187687,0.5168156623840332,279.24997186660767,1096.0,0.006371915340423584,0.0001347158249700442,0.0005498926620930433,0.0004025576636195183,-0.1029890775680542,275584
0.00013752654194831848,0.0,2935,,,1763260366.3553898,0.5631476044654846,281.41767477989197,1096.0,0.00019687414169311523,0.0001332565298071131,0.0002043359709205106,0.0006893649697303772,-0.011371016502380371,278016
0.0001884251832962036,0.0,2949,,,1763260367.600046,0.554019033908844,282.66233086586,1096.0,0.003100401721894741,0.0001324116747127846,0.003990065772086382,0.0017736032605171204,-0.09262979030609131,279424
0.001811879687011242,0.0,2960,,,1763260368.6300588,0.5304907560348511,283.692343711853,1096.0,0.010878995060920715,0.0001317204296356067,0.0003219983773306012,0.018529485911130905,-0.0764923095703125,280576
0.00039870571345090866,0.0,2975,,,1763260369.992896,0.5566024780273438,285.05518102645874,1096.0,-0.01048286259174347,0.00013079876953270286,0.00018280191579833627,-0.0019420711323618889,-0.11102545261383057,282112
9.197741746902466e-05,0.0,2989,,,1763260371.2567656,0.5496945381164551,286.3190505504608,1096.0,-0.00021086633205413818,0.00012995391443837434,0.00039844936691224575,-0.0019245073199272156,-0.17187941074371338,283520
1.963786780834198e-05,0.0,2997,,,1763260371.9566464,0.556912362575531,287.018931388855,1096.0,0.001163683831691742,0.00012949308438692242,525.333740234375,0.0015080031007528305,-6.890296936035156e-05,284288
,,3011,500.0,500.0,1763260373.2231357,,288.2854206562042,,,,,,,285717
,,3051,500.0,500.0,1763260376.8083136,,291.8705985546112,,,,,,,289685
0.00027875322848558426,0.0,3053,,,1763260377.0193362,0.4815348982810974,292.08162117004395,1097.0,-0.002558967098593712,0.00012611366400960833,0.004026285372674465,-0.002666211687028408,-0.08838748931884766,289920
0.00013848952949047089,0.0,3066,,,1763260378.15735,0.5570816993713379,293.2196350097656,1097.0,-0.00989978015422821,0.00012534562847577035,291.6241760253906,-0.003359796479344368,-9.02414321899414e-05,291200
,,3070,500.0,500.0,1763260378.5212097,,293.5834946632385,,,,,,,291685
0.0017550066113471985,0.001953125,3083,,,1763260379.7793007,0.6337360739707947,294.8415856361389,1097.0,0.02242155373096466,0.00012427035835571587,0.0006002061418257654,0.009101249277591705,-1.3899922370910645,292992
0.0017114412039518356,0.0,3098,,,1763260381.146735,0.5351132154464722,296.2090198993683,1097.0,-0.018308520317077637,0.00012334869825281203,0.000475899112643674,0.008780226111412048,0.018154561519622803,294528
0.00011864583939313889,0.0,3103,,,1763260381.5899775,0.5708505511283875,296.6522624492645,1097.0,0.0007617659866809845,0.00012304147821851075,0.00032270027440972626,-0.004172095097601414,-0.1783609390258789,295040
0.0024044569581747055,0.0,3127,,,1763260383.7654855,0.5600305199623108,298.8277704715729,1097.0,-0.023143649101257324,0.00012158218305557966,0.00029696026467718184,-0.005449971184134483,0.08078980445861816,297472
,,3129,500.0,500.0,1763260383.9418561,,299.0041410923004,,,,,,,297685
1.4301389455795288e-05,0.0,3141,,,1763260385.057676,0.584304690361023,300.1199610233307,1097.0,0.0015099868178367615,0.00012073732796125114,0.0038352811243385077,-9.02768224477768e-05,0.1709522008895874,298880
0.00035371631383895874,0.0,3143,,,1763260385.2774193,0.5973634123802185,300.3397042751312,1097.0,-0.00015158206224441528,0.0001205837179441005,0.00014814270252827555,-0.0005357544869184494,-0.09924101829528809,299136
5.397014319896698e-05,0.0,3146,,,1763260385.498371,0.5384647846221924,300.56065583229065,1097.0,-0.002519723027944565,0.00012043010792694986,0.004143862519413233,0.002512499690055847,-0.05323362350463867,299392
9.106379002332687e-05,0.0,3161,,,1763260386.8635254,0.6300188302993774,301.92581033706665,1098.0,-0.0014087995514273643,0.00011950844782404602,0.0029846797697246075,0.0016627395525574684,0.07367801666259766,300928
1.9011087715625763e-05,0.0,3170,,,1763260387.6753175,0.5523938536643982,302.7376024723053,1098.0,-0.0006465408951044083,0.00011897081276401877,0.0025323531590402126,0.001290169544517994,-0.011330723762512207,301824
,,3183,500.0,500.0,1763260388.854889,,303.9171738624573,,,,,,,303185
,,3188,500.0,500.0,1763260389.3311698,,304.39345479011536,,,,,,,303685
,,3217,500.0,500.0,1763260391.970038,,307.03232288360596,,,,,,,306685
0.00021516811102628708,0.0,3224,,,1763260392.627958,0.6157535314559937,307.69024300575256,1098.0,-0.0007868483662605286,0.00011566820467123762,0.0034858728758990765,6.864499300718307e-05,-0.005247592926025391,307328
,,3247,500.0,500.0,1763260394.7184026,,309.7806875705719,,,,,,,309685
6.1003491282463074e-05,0.0,3250,,,1763260395.033946,0.5770300626754761,310.09623098373413,1098.0,0.0010084211826324463,0.00011405529949115589,0.0005459056701511145,-0.001362234354019165,-0.03435313701629639,310016
,,3252,500.0,500.0,1763260395.1607516,,310.22303652763367,,,,,,,310185
0.0004268474876880646,0.0,3255,,,1763260395.5121543,0.5711542367935181,310.57443928718567,1098.0,-0.0038086995482444763,0.00011374807945685461,0.00046272302279248834,0.0034780967980623245,-0.02953648567199707,310528
0.00027704518288373947,0.0,3259,,,1763260395.846286,0.5709733963012695,310.90857100486755,1098.0,0.0008083023130893707,0.00011351766443112865,0.004164625890552998,0.000998479314148426,-0.015123128890991211,310912
0.0001285560429096222,0.0,3272,,,1763260396.9989076,0.5340527296066284,312.0611925125122,1098.0,-0.0028537753969430923,0.00011274961434537545,451.61737060546875,-0.003674885258078575,-1.4066696166992188e-05,312192
0.0004326263442635536,0.0,3275,,,1763260397.3305368,0.5474104285240173,312.39282178878784,1098.0,-0.0031974762678146362,0.00011251919931964949,0.0002210830571129918,0.0011051604524254799,-0.23769021034240723,312576
,,3276,500.0,500.0,1763260397.368425,,312.4307098388672,,,,,,,312685
,,3296,500.0,500.0,1763260399.2470675,,314.3093523979187,,,,,,,314685
1.299101859331131e-05,0.0,3299,,,1763260399.5567472,0.5521681308746338,314.6190321445465,1098.0,-8.478015661239624e-05,0.00011105991143267602,0.0001762855245033279,4.454236477613449e-05,-0.07987713813781738,315008
0.00015218369662761688,0.0,3338,,,1763260403.152895,0.5134569406509399,318.21517992019653,1098.0,-0.0021866634488105774,0.00010867895616684109,0.00022809520305600017,0.0003794189542531967,-0.500996470451355,318976
0.000364670529961586,0.0,3351,,,1763260404.327035,0.47890669107437134,319.389319896698,1098.0,-0.009829320013523102,0.00010791090608108789,452.60479736328125,0.004014886915683746,-1.430511474609375e-06,320256
0.0003520585596561432,0.0,3357,,,1763260404.9100685,0.5570443868637085,319.97235345840454,1098.0,-0.0020511001348495483,0.00010752688103821129,0.0031991968862712383,5.007348954677582e-05,0.10339725017547607,320896
