_step,losses/policy_loss,charts/episodic_length,_timestamp,charts/episodic_return,_runtime,losses/approx_kl,losses/clipfrac,global_step,charts/learning_rate,losses/explained_variance,losses/old_approx_kl,charts/SPS,losses/entropy,losses/value_loss
3981,-0.008711323142051697,,1763260456.493063,,396.37763500213623,0.002425866201519966,0.037109375,321408,0.00010721966100391,-0.015183448791503906,0.006827734410762787,826.0,0.1288691908121109,0.00030121998861432076
3983,,500.0,1763260456.6533692,500.0,396.5379412174225,,,321572,,,,,,
3997,-0.0074278973042964935,500.0,1763260458.0427933,500.0,397.92736530303955,0.0009641330689191818,0.0,323072,0.00010622119589243084,8.225440979003906e-06,-0.007118934765458107,827.0,0.31404435634613037,22.867481231689453
4059,0.008384468965232372,,1763260465.7330225,,405.6175944805145,0.004415836185216904,0.021484375,329472,0.00010238095273962244,-0.012597322463989258,-0.02757396548986435,827.0,0.23686355352401733,0.0001426763628842309
4087,0.0010641217231750488,,1763260469.4143806,,409.2989525794983,0.0008609285578131676,0.0,332288,0.0001006912425509654,-0.10271573066711426,-0.011722483672201633,827.0,0.1857749968767166,0.0019453929271548986
4091,-0.00013520941138267517,,1763260469.9803495,,409.8649215698242,4.045665264129639e-06,0.0,332672,0.00010046082752523944,-0.00011980533599853516,-0.0005746986716985703,827.0,0.14641514420509338,0.08522169291973114
4105,-0.0010495614260435104,,1763260471.8215373,,411.7061092853546,0.0021437564864754677,0.005859375,334080,9.961597243091092e-05,-2.47955322265625e-05,-0.0030290214344859123,826.0,0.20115570724010468,146.70880126953125
4109,,500.0,1763260472.341511,500.0,412.2260830402374,,,334572,,,,,,
4115,0.0006358139216899872,,1763260473.1391103,,413.02368235588074,0.0028478922322392464,0.029296875,335104,9.900153963826597e-05,-5.0902366638183594e-05,0.005733766593039036,826.0,0.1734738051891327,0.00707906112074852
4119,,500.0,1763260473.6522956,500.0,413.5368676185608,,,335572,,,,,,
4150,-0.000310482457280159,,1763260477.811611,,417.6961829662323,3.87243926525116e-05,0.0,338688,9.6850999398157e-05,-0.00010824203491210938,-0.0018454305827617645,825.0,0.1577502340078354,3.4970836639404297
4168,0.001135401427745819,,1763260479.591129,,419.4757010936737,0.008485473692417145,0.02734375,340608,9.56989242695272e-05,-5.245208740234375e-05,-0.0012168828397989273,826.0,0.24912399053573608,166.6087188720703
4184,-0.013972539454698563,,1763260481.098606,,420.9831781387329,0.0021253637969493866,0.0,342272,9.470045915804803e-05,-0.1090925931930542,0.012314898893237114,828.0,0.21790891885757446,0.002453381195664406
4194,-0.0008813738822937012,,1763260482.0377185,,421.9222905635834,0.003912566229701042,0.029296875,343296,9.408601908944547e-05,-0.035668253898620605,8.641183376312256e-05,828.0,0.08690250664949417,0.0015717053320258856
4199,0.004179511219263077,,1763260482.5292656,,422.4138376712799,0.007182721048593521,0.025390625,343808,9.377879905514419e-05,-0.05626320838928223,-0.014185185544192791,828.0,0.19592101871967316,0.0013240532716736197
4224,0.0012813638895750046,,1763260484.8635306,,424.7481026649475,0.0122022470459342,0.052734375,346368,9.22427061595954e-05,-0.09048700332641602,0.0423797070980072,830.0,0.1998150795698166,0.00020425132242962718
4229,0.011941663920879364,,1763260485.3143582,,425.1989302635193,0.0004547480493783951,0.0,346880,9.193548612529412e-05,-0.024600744247436523,-0.00822736881673336,830.0,0.2174016237258911,0.00024681989452801645
4243,0.0007492844015359879,,1763260486.6265626,,426.5111346244812,0.000340205617249012,0.0,348288,9.10906310309656e-05,0.07962322235107422,0.0012898249551653862,831.0,0.1662660539150238,0.0013918491313233972
4246,,500.0,1763260486.8648462,500.0,426.749418258667,,,348572,,,,,,
4252,0.0009197909384965897,,1763260487.4182763,,427.3028483390808,0.00286891870200634,0.025390625,349184,9.055299597093835e-05,-1.0251998901367188e-05,0.005781503394246101,832.0,0.1952439546585083,22.4603271484375
4254,0.013614799827337265,,1763260487.6768396,,427.5614116191864,0.007814527489244938,0.044921875,349440,9.039938595378771e-05,-0.057770490646362305,-0.0189629215747118,832.0,0.23975391685962677,0.000581218337174505
4273,-0.011319465935230255,,1763260489.4379985,,429.32257056236267,0.0006951494142413139,0.0,351360,8.924731082515791e-05,-0.0340576171875,-0.0007379362359642982,833.0,0.2017681747674942,0.00016252936620730907
4276,-0.0006258413195610046,,1763260489.704187,,429.5887589454651,0.0011692633852362633,0.001953125,351616,8.909370080800727e-05,-2.09808349609375e-05,-0.0006627747789025307,833.0,0.19422070682048798,0.0032112756744027138
4277,-0.0006418041884899139,,1763260489.8156903,,429.7002623081207,4.098284989595413e-05,0.0,351744,8.901689579943195e-05,0.05633997917175293,0.0003734501078724861,833.0,0.16463911533355713,0.0018351463368162513
4278,-0.0014888579025864601,,1763260489.9282577,,429.8128297328949,0.00459318608045578,0.021484375,351872,8.894009079085663e-05,-0.17548763751983643,0.009110992774367332,833.0,0.24502575397491455,0.00016046052041929215
4290,,500.0,1763260490.999648,500.0,430.884220123291,,,353072,,,,,,
4292,-0.002133309841156006,,1763260491.2075007,,431.092072725296,0.00984729640185833,0.0390625,353280,8.809523569652811e-05,0.15794646739959717,0.03230990469455719,834.0,0.15686412155628204,0.0026600034907460213
4314,4.505366086959839e-05,,1763260493.3342896,,433.218861579895,0.004951507784426212,0.0390625,355584,8.671275281812996e-05,7.861852645874023e-05,-0.0023107705637812614,835.0,0.15069711208343506,143.3023223876953
4318,,500.0,1763260493.7094047,500.0,433.5939767360687,,,356072,,,,,,
4346,0.003237813711166382,,1763260496.333061,,436.2176330089569,0.0013115918263792992,0.0078125,358912,8.471582259517163e-05,0.906998872756958,-0.0024093715474009514,837.0,0.12366508692502975,0.00020876505004707724
4366,-0.07741861045360565,,1763260498.2109144,,438.0954864025116,0.030197247862815857,0.18359375,360960,8.34869424579665e-05,-0.06156015396118164,-0.02701614797115326,838.0,0.26727986335754395,0.0005339524359442294
4372,,500.0,1763260498.6974938,500.0,438.58206582069397,,,361572,,,,,,
4377,,500.0,1763260499.1825132,500.0,439.0670852661133,,,362072,,,,,,
4378,0.0005300231277942657,,1763260499.2653246,,439.1498966217041,0.00029603391885757446,0.0,362112,8.279569738078862e-05,-0.000102996826171875,0.003300147131085396,839.0,0.15628473460674286,142.79946899414062
4387,,500.0,1763260500.112459,500.0,439.99703097343445,,,363072,,,,,,
4396,-0.01328403502702713,,1763260500.992629,,440.87720108032227,0.0036414219066500664,0.07421875,364032,8.164362225215882e-05,-0.0741342306137085,0.0013329563662409782,840.0,0.2256956398487091,0.00038356275763362646
4415,-0.014810673892498016,,1763260502.7636154,,442.6481873989105,0.005869606509804726,0.013671875,365952,8.049155439948663e-05,-0.0018578767776489258,0.022008441388607025,841.0,0.17935936152935028,0.00021327484864741564
4456,,500.0,1763260506.6201625,500.0,446.5047345161438,,,370072,,,,,,
4470,-0.005659296177327633,,1763260507.9984417,,447.88301372528076,0.0005868254229426384,0.0,371584,7.711213402217254e-05,1.0609626770019531e-05,0.006345377303659916,843.0,0.2221914678812027,0.004462262615561485
4478,-0.004160892218351364,,1763260508.8214173,,448.7059893608093,0.006793663837015629,0.0390625,372480,7.65744989621453e-05,-0.042000532150268555,0.011830892413854599,844.0,0.2343088984489441,0.0004538365174084902
4480,-0.0014262404292821884,,1763260508.9375627,,448.8221347332001,0.0011009154841303825,0.0,372608,7.649769395356998e-05,-7.355213165283203e-05,-0.005895807407796383,844.0,0.23798330128192902,146.51173400878906
4492,-0.00047626346349716187,,1763260510.4886153,,450.3731873035431,0.00032036658376455307,0.0,373888,7.572964386781678e-05,0.000943303108215332,-0.001718432642519474,844.0,0.18045341968536377,0.0003435347171034664
4498,-0.0006523355841636658,,1763260511.2551775,,451.13974952697754,0.00012364797294139862,0.0,374528,7.534561882494017e-05,-0.04485213756561279,0.0011904295533895493,844.0,0.3132273554801941,0.0004052525036968291
4520,-0.00023581087589263916,,1763260513.3931346,,453.2777066230774,7.654726505279541e-05,0.0,376704,7.403994095511734e-05,-0.0370326042175293,-0.00070950947701931,845.0,0.23726749420166016,0.0028570289723575115
4522,-0.0036247484385967255,,1763260513.6446652,,453.5292372703552,0.006882674992084503,0.04296875,376960,7.38863309379667e-05,0.08180767297744751,0.028804151341319084,845.0,0.16039782762527466,0.0003635513421613723
4524,-0.0001874789595603943,,1763260513.8290262,,453.7135982513428,0.0003037992864847183,0.0,377088,7.380952592939138e-05,-9.059906005859375e-06,-0.0014752577990293503,845.0,0.11246240884065628,22.48240089416504
4525,0.002391878515481949,,1763260513.9639325,,453.84850454330444,0.0030841706320643425,0.0,377216,7.373272092081606e-05,0.06928527355194092,0.03998598828911781,845.0,0.262386679649353,0.0019966689869761467
4527,-0.0027751997113227844,,1763260514.2680633,,454.15263533592224,0.00026264041662216187,0.0,377472,7.357911090366542e-05,-0.030632615089416504,-0.0025234203785657883,845.0,0.14867639541625977,0.0004123378894291818
4531,-0.016914671286940575,,1763260514.743266,,454.6278381347656,0.0014222795143723488,0.0,377856,7.334869587793946e-05,0.012344777584075928,0.022021688520908356,845.0,0.2413862645626068,0.0004511230217758566
4533,,500.0,1763260514.9523022,500.0,454.8368742465973,,,378072,,,,,,
4534,0.0010322444140911102,,1763260515.0894203,,454.9739923477173,0.003136484883725643,0.009765625,378112,7.319508586078882e-05,-6.937980651855469e-05,0.025704275816679,845.0,0.14806430041790009,0.631929874420166
4555,-0.017067868262529373,,1763260517.6816356,,457.5662076473236,0.0058156223967671394,0.021484375,380288,7.188940071500838e-05,-0.07435524463653564,0.03240416944026947,845.0,0.21806126832962036,0.0022642919793725014
4562,0.010944237932562828,,1763260518.3889234,,458.2734954357147,0.002426929771900177,0.0078125,381056,7.142857066355646e-05,0.1271129846572876,-0.009495226666331291,845.0,0.2070099264383316,0.00036985980113968253
4576,-0.0067252423614263535,,1763260519.667908,,459.5524799823761,0.0002133166417479515,0.0,382464,7.058371556922793e-05,0.01956111192703247,0.006440888158977032,846.0,0.1720981001853943,0.00022213836200535297
4613,-0.00042828451842069626,,1763260523.1152802,,462.99985218048096,2.591218799352646e-05,0.0,386176,6.835637759650126e-05,-6.330013275146484e-05,-0.0018230220302939415,848.0,0.1554342359304428,0.08429788053035736
4626,0.0009486209601163864,,1763260524.4275095,,464.3120815753937,0.0003608446568250656,0.0,387584,6.751152250217274e-05,-1.4066696166992188e-05,0.004932267591357231,848.0,0.11286211013793945,3.577876091003418
4635,,500.0,1763260525.282845,500.0,465.16741704940796,,,388572,,,,,,
4641,0.0010113436728715897,,1763260525.8203814,,465.70495343208313,5.289725959300995e-05,0.0,389120,6.65898623992689e-05,-2.384185791015625e-07,0.0013308953493833542,849.0,0.12468942254781723,22.448284149169922
4644,0.003228232264518738,,1763260526.1550272,,466.03959918022156,4.649907350540161e-05,0.0,389504,6.635944737354293e-05,0.03567403554916382,-0.0006696376949548721,849.0,0.2188173234462738,0.00048252285341732204
4661,0.000986192375421524,,1763260527.7107675,,467.59533953666687,3.864988684654236e-06,0.0,391168,6.536098226206377e-05,-0.00013399124145507812,-0.0005639530718326569,850.0,0.17794527113437653,22.44955062866211
4675,-0.010397225618362427,,1763260528.9925892,,468.87716126441956,0.001990637741982937,0.015625,392576,6.451612716773525e-05,-2.2292137145996094e-05,-0.017655692994594574,851.0,0.16161029040813446,166.06887817382812
4691,-0.0018137767910957336,,1763260530.503887,,470.38845896720886,5.727540701627731e-05,0.0,394240,6.351766205625609e-05,-0.0953977108001709,0.0029787467792630196,851.0,0.21418336033821106,0.001850034692324698
4709,,500.0,1763260532.1618598,500.0,472.04643177986145,,,396072,,,,,,
4713,0.00040248967707157135,,1763260532.6321776,,472.5167496204376,0.00022202637046575546,0.0,396544,6.213517917785794e-05,-0.005252718925476074,0.0025726323947310448,852.0,0.20899397134780884,0.00035713345278054476
4738,,500.0,1763260534.8863373,500.0,474.7709093093872,,,399072,,,,,,
4739,-0.0005768425762653351,,1763260534.9662168,,474.8507888317108,1.8015503883361816e-05,0.0,399104,6.059907900635153e-05,-4.279613494873047e-05,-0.00016413815319538116,854.0,0.2552630603313446,26.012319564819336
4741,-0.002545880153775215,,1763260535.1899927,,475.0745646953583,0.00019767973572015762,0.0,399360,6.044546898920089e-05,-0.02917957305908203,-0.002260449342429638,854.0,0.22149161994457245,0.00039581142482347786
4743,,500.0,1763260535.3332565,500.0,475.2178285121918,,,399572,,,,,,
4772,-0.003156929276883602,,1763260538.1215575,,478.0061295032501,0.00010371394455432892,0.0,402560,5.852534741279669e-05,0.04968804121017456,0.00330270454287529,855.0,0.12277135252952576,0.0003117421001661569
4786,,500.0,1763260539.4325757,500.0,479.317147731781,,,404072,,,,,,
4787,0.001487240195274353,,1763260539.5099578,,479.3945298194885,7.341988384723663e-05,0.0,404096,5.760368730989285e-05,-8.940696716308594e-06,-0.002874976024031639,856.0,0.13233701884746552,0.0034919092431664467
4788,-0.018848933279514313,,1763260539.6225219,,479.5070939064026,0.0007270947098731995,0.0,404224,5.752688230131753e-05,0.040005624294281006,0.008107179775834084,856.0,0.16655860841274261,0.001913101295940578
4796,,500.0,1763260540.3659992,500.0,480.2505712509155,,,405072,,,,,,
4799,-0.0169463362544775,,1763260540.6743028,,480.55887484550476,0.00412101112306118,0.025390625,405376,5.6835637224139646e-05,-0.04263794422149658,0.017231514677405357,857.0,0.21502014994621277,0.000583221553824842
4806,,500.0,1763260541.2987993,500.0,481.1833713054657,,,406072,,,,,,
4809,-0.022989599034190178,,1763260541.61459,,481.49916195869446,0.00336654856801033,0.0234375,406400,5.6221197155537084e-05,-0.04620933532714844,0.018700571730732918,857.0,0.21508058905601501,0.00048347501433454454
4813,-6.367266178131104e-05,,1763260541.9537334,,481.83830547332764,1.4901161193847656e-08,0.0,406784,5.599078212981112e-05,-0.04081571102142334,-1.2522563338279724e-05,857.0,0.19594550132751465,0.0017915121279656887
4851,-0.0046156104654073715,,1763260545.4409206,,485.32549262046814,0.0017792563885450363,0.005859375,410624,5.368663551053032e-05,-3.9577484130859375e-05,-0.02445698156952858,859.0,0.1550126075744629,144.0678253173828
4874,-7.423572242259979e-05,,1763260547.6182866,,487.5028586387634,2.6823952794075012e-05,0.0,413056,5.2227343985578045e-05,-0.019047021865844727,0.0003843642771244049,860.0,0.23324108123779297,0.00039044057484716177
4878,-0.0007383804768323898,,1763260547.9536362,,487.83820819854736,2.586282789707184e-06,0.0,413440,5.1996928959852085e-05,0.046679139137268066,0.000580434687435627,860.0,0.12471006065607071,0.00046820222632959485
4882,-0.006627708673477173,,1763260548.3098197,,488.1943917274475,0.00041913893073797226,0.0,413824,5.1766513934126124e-05,-0.030305862426757812,0.003993644379079342,861.0,0.21580174565315247,0.0014919023960828781
4920,-2.783164381980896e-05,,1763260551.723508,,491.6080799102783,0.0002986714243888855,0.0,417664,4.9462367314845324e-05,-5.4836273193359375e-05,0.0010763760656118393,862.0,0.08463625609874725,3.511664628982544
4932,-0.021235071122646332,,1763260552.8623464,,492.7469184398651,0.0011451449245214462,0.0,418944,4.869431722909212e-05,0.0006209015846252441,-0.0029530394822359085,863.0,0.21226295828819275,0.0006597074680030346
4933,-0.0003331303596496582,500.0,1763260552.9754426,500.0,492.86001467704773,0.0002912962809205055,0.0,419072,4.86175122205168e-05,-7.510185241699219e-06,-0.0033258264884352684,863.0,0.2215689867734909,0.01444077305495739
4939,-0.0013362113386392593,,1763260553.560427,,493.4449989795685,2.2036023437976837e-05,0.0,419712,4.82334871776402e-05,-0.05552041530609131,0.0011936081573367119,863.0,0.2650239169597626,0.0017439619405195117
4946,0.006370417773723602,,1763260554.2301803,,494.11475229263306,0.0004151277244091034,0.0,420480,4.777265712618828e-05,-0.04524028301239014,-0.00265398807823658,864.0,0.23327279090881348,0.0004703902523033321
4953,0.005283176898956299,,1763260554.8114693,,494.6960413455963,4.574097692966461e-05,0.0,421120,4.738863208331168e-05,-2.5391578674316406e-05,0.0002610888332128525,864.0,0.18683725595474243,22.53807830810547
4958,-0.008561966940760612,,1763260555.2593477,,495.1439197063446,0.00033967848867177963,0.0,421632,4.7081412049010396e-05,-4.3272972106933594e-05,0.008698142133653164,864.0,0.19378656148910522,26.57032585144043
4963,0.0003191297873854637,,1763260555.7286494,,495.61322140693665,0.001439628191292286,0.009765625,422144,4.6774192014709115e-05,-3.921985626220703e-05,0.003598141483962536,865.0,0.12768501043319702,144.53904724121094
4971,0.03329964354634285,,1763260556.5386257,,496.42319774627686,0.0039726197719573975,0.005859375,423040,4.623656059266068e-05,-0.0016213655471801758,-0.026081005111336708,865.0,0.207412451505661,0.00043969674152322114
4972,,500.0,1763260556.566422,500.0,496.45099401474,,,423072,,,,,,
4978,-0.00010685622692108154,,1763260557.1569884,,497.04156041145325,5.5516138672828674e-06,0.0,423680,4.585253554978408e-05,-4.9948692321777344e-05,0.0008776923641562462,865.0,0.17335262894630432,167.13619995117188
4981,0.001442890614271164,,1763260557.4887843,,497.3733563423157,0.0034596342593431473,0.005859375,424064,4.562212052405812e-05,0.028361856937408447,0.01491796225309372,865.0,0.21644437313079834,0.0005204393528401852
4989,0.002988867461681366,,1763260558.182907,,498.06747913360596,0.00045921746641397476,0.0,424832,4.51612904726062e-05,-0.043134450912475586,-0.0013803159818053246,866.0,0.1404823660850525,0.0006814256776124239
4994,0.008276421576738358,,1763260558.6282823,,498.51285433769226,0.0008081933483481407,0.0,425344,4.4854070438304916e-05,-0.03197455406188965,0.013143087737262249,866.0,0.2509412169456482,0.0006405051099136472
5008,0.0024492498487234116,,1763260559.896737,,499.7813091278076,3.8038939237594604e-05,0.0,426752,4.400921534397639e-05,0.010788261890411377,-0.0019751619547605515,867.0,0.10374455899000168,0.001873971545137465
5013,0.0007874667644500732,,1763260560.3429036,,500.22747564315796,0.00011711008846759796,0.0,427264,4.370199530967511e-05,0.03936564922332764,-0.00142744742333889,867.0,0.16739962995052338,0.0016670763725414872
5015,-0.00011770427227020264,,1763260560.5644426,,500.4490146636963,3.120768815279007e-05,0.0,427520,4.354838529252447e-05,-0.036800265312194824,-0.0015933038666844368,867.0,0.2397521585226059,0.0005011212779209018
5039,0.001082301139831543,,1763260562.726328,,502.61089992523193,0.00011569634079933167,0.0,429952,4.2089093767572194e-05,0.04920804500579834,-0.0023978017270565033,868.0,0.1569317728281021,0.0006173626752570271
5071,-0.0015773624181747437,,1763260565.9931126,,505.8776845932007,0.0006930846720933914,0.0,433152,4.0168972191167995e-05,-4.661083221435547e-05,-0.007943199947476387,869.0,0.15154550969600677,0.5462687611579895
5117,0.0020869411528110504,,1763260570.4176059,,510.3021779060364,0.0021182261407375336,0.001953125,438016,3.725038550328463e-05,0.03028625249862671,-0.01381337083876133,871.0,0.15437361598014832,0.00048178451834246516
5122,-0.00040984153747558594,,1763260570.8697958,,510.75436782836914,4.027504473924637e-05,0.0,438528,3.694316546898335e-05,0.022799551486968994,0.0002477699890732765,871.0,0.14649684727191925,0.000550407450646162
5127,0.007437780499458313,,1763260571.3590748,,511.2436468601227,0.0008015884086489677,0.0,439040,3.663594543468207e-05,-0.02406299114227295,-0.0054856156930327415,871.0,0.13911037147045135,0.0006343323620967567
5128,,500.0,1763260571.3730397,500.0,511.2576117515564,,,439072,,,,,,
5140,-0.00011917389929294586,,1763260572.5245726,,512.4091446399689,2.1047890186309814e-07,0.0,440320,3.586789534892887e-05,0.06425714492797852,-9.819865226745605e-06,872.0,0.1850942075252533,0.0012921668821945786
5146,2.0578503608703613e-05,,1763260573.0881646,,512.9727365970612,0.0003625452518463135,0.0,440960,3.548387030605227e-05,-0.032726168632507324,-0.007649419829249382,872.0,0.1752682775259018,0.0005045644356869161
5150,0.001967787742614746,,1763260573.4859347,,513.3705067634583,0.0004383474588394165,0.0,441344,3.525345528032631e-05,-0.028123140335083008,-0.0012839678674936295,872.0,0.17556336522102356,0.0006200623465701938
5151,-0.003974802792072296,,1763260573.5978973,,513.4824693202972,0.0003739353269338608,0.0,441472,3.5176650271750987e-05,0.04778897762298584,0.005301222205162048,872.0,0.17232006788253784,0.0005747454124502838
5163,0.0010915249586105347,,1763260574.6409838,,514.5255558490753,0.0012757964432239532,0.0,442624,3.448540883255191e-05,-2.6702880859375e-05,-0.002306342124938965,873.0,0.202117457985878,0.001885647070594132
5165,-0.001223687082529068,,1763260574.8658998,,514.750471830368,0.00023683719336986542,0.0,442880,3.433179881540127e-05,-0.03855085372924805,0.00277857668697834,873.0,0.20545721054077148,0.0005849817534908652
5196,,500.0,1763260577.7146943,500.0,517.5992662906647,,,446072,,,,,,
5197,-1.3217329978942871e-05,,1763260577.7880204,,517.6725924015045,2.1606683731079102e-07,0.0,446080,3.2411673601018265e-05,-1.2278556823730469e-05,-6.483122706413269e-05,874.0,0.2270410656929016,3.607112169265747
5238,0.0010468550026416779,,1763260581.7384434,,521.6230154037476,5.385838449001312e-06,0.0,450304,2.9877111956011504e-05,0.0049130916595458984,-0.0009303921833634377,876.0,0.16263633966445923,0.0014496664516627789
5239,-0.001201879233121872,,1763260581.8511837,,521.7357556819916,0.00018084794282913208,0.0,450432,2.9800306947436184e-05,-0.008168935775756836,0.00208895280957222,876.0,0.26775026321411133,0.0007484116940759122
5244,0.00018568336963653564,,1763260582.3018384,,522.1864104270935,0.00020714383572340012,0.0,450944,2.9493086913134903e-05,-0.03962063789367676,-0.0018316404893994331,876.0,0.23010116815567017,0.0005697194719687104
5251,-0.003848068416118622,,1763260583.0154727,,522.9000446796417,0.00021927524358034134,0.0,451712,2.9032258680672385e-05,-0.026456594467163086,0.0008966410532593727,876.0,0.19495272636413574,0.0012746332213282585
5255,-0.0004839617758989334,,1763260583.353336,,523.2379081249237,0.0003154221922159195,0.0,452096,2.8801843654946424e-05,-1.6689300537109375e-05,-0.0029147136956453323,876.0,0.1824982911348343,0.0019918230827897787
5258,0.004341118037700653,,1763260583.6885762,,523.5731482505798,0.00018733181059360504,0.0,452480,2.8571428629220463e-05,0.023883283138275146,-0.004593389108777046,876.0,0.19830965995788574,0.0006447528721764684
5267,5.229189991950989e-05,,1763260584.5182195,,524.4027915000916,5.908310413360596e-05,0.0,453376,2.803379356919322e-05,-0.007947921752929688,0.000829450786113739,877.0,0.14791597425937653,0.000685918377712369
5281,-0.004314899444580078,,1763260585.7954378,,525.680009841919,0.0002824272960424423,0.0,454784,2.7188940293854102e-05,0.016312777996063232,0.002535272389650345,877.0,0.209991917014122,0.0013405635254457593
5300,0.0027424003928899765,,1763260587.563667,,527.4482390880585,3.06619331240654e-05,0.0,456704,2.6036866984213702e-05,0.12136846780776978,0.0005071302875876427,878.0,0.11666742712259293,0.0015514726983383298
5322,6.318558007478714e-05,,1763260589.6513662,,529.5359382629395,3.0174851417541504e-07,0.0,459008,2.465437864884734e-05,0.009020328521728516,7.720664143562317e-05,879.0,0.18921183049678802,0.000683461781591177
5328,,500.0,1763260590.159427,500.0,530.0439989566803,,,459572,,,,,,
5360,0.007900571450591087,,1763260593.1629276,,533.0474996566772,0.00011174101382493973,0.0,462848,2.2350230210577138e-05,0.13457423448562622,-0.001793024130165577,880.0,0.19984851777553558,0.0007614023634232581
5362,,500.0,1763260593.308502,500.0,533.1930739879608,,,463072,,,,,,
5389,0.0018907487392425537,,1763260595.8570392,,535.7416112422943,0.00010826438665390015,0.0,465792,2.0583716832334176e-05,-0.08490025997161865,-0.0020072180777788162,881.0,0.16590531170368195,0.0011764949886128306
5430,,500.0,1763260599.7275596,500.0,539.6121315956116,,,470072,,,,,,
5440,,500.0,1763260600.6544755,500.0,540.5390474796295,,,471072,,,,,,
5441,0.0001416560262441635,,1763260600.755816,,540.6403880119324,3.4999102354049683e-06,0.0,471168,1.7357910110149533e-05,-4.00543212890625e-05,8.280761539936066e-05,883.0,0.1895337998867035,0.0013926260871812701
5442,-0.0011553391814231873,,1763260600.8665602,,540.7511322498322,5.037803202867508e-05,0.0,471296,1.7281105101574212e-05,-0.01988661289215088,0.0010055424645543098,884.0,0.2676312029361725,0.0011536229867488146
5443,-0.0011681532487273216,,1763260600.9796333,,540.8642053604126,0.0005493629723787308,0.0,471424,1.7204301911988296e-05,0.0023103952407836914,0.005443543195724487,884.0,0.25302383303642273,0.0008471333421766758
5453,-0.0003903992474079132,,1763260601.9122152,,541.7967872619629,7.746368646621704e-05,0.0,472448,1.6589861843385734e-05,0.004391789436340332,-0.0006721280515193939,884.0,0.2471940666437149,0.0008677845471538603
5454,,500.0,1763260601.955332,500.0,541.8399040699005,,,472572,,,,,,
5470,-0.0002203024923801422,,1763260603.4163175,,543.3008894920349,0.000163322314620018,0.0,474112,1.5591398550895974e-05,-5.960464477539062e-07,-0.0013195723295211792,885.0,0.20090165734291077,3.5318350791931152
5494,,500.0,1763260605.6466413,500.0,545.5312132835388,,,476572,,,,,,
5509,-0.003693975508213043,,1763260607.047032,,546.9316041469574,0.00015265308320522308,0.0,478080,1.321044510405045e-05,-1.049041748046875e-05,0.0035216230899095535,886.0,0.24086065590381622,0.0015169911785051227
5518,,500.0,1763260607.9008336,500.0,547.7854056358337,,,479072,,,,,,
5528,,500.0,1763260608.82669,500.0,548.7112619876862,,,480072,,,,,,
5529,-8.314847946166992e-06,,1763260608.9153643,,548.7999362945557,6.401911377906799e-06,0.0,480128,1.198156678583473e-05,-2.4437904357910156e-05,-0.0005119554698467255,887.0,0.16674713790416718,22.612659454345703
5531,0.0001150965690612793,,1763260609.1388607,,549.0234327316284,1.575518399477005e-05,0.0,480384,1.182795676868409e-05,0.0039386749267578125,5.834735929965973e-06,887.0,0.1835084855556488,0.00098772335331887
5558,-0.001080879708752036,,1763260611.6761982,,551.5607702732086,8.742325007915497e-06,0.0,483200,1.0138248399016447e-05,0.011873424053192139,0.0009233923628926277,888.0,0.2905290722846985,0.0012051534140482545
5561,,500.0,1763260611.970446,500.0,551.8550181388855,,,483572,,,,,,
5571,,500.0,1763260612.8583806,500.0,552.7429525852203,,,484572,,,,,,
5582,1.7266720533370972e-06,,1763260613.8713436,,553.7559156417847,1.862645149230957e-09,0.0,485632,8.678955055074766e-06,-1.430511474609375e-05,9.793788194656372e-06,889.0,0.13748733699321747,3.5321528911590576
5587,-4.659220576286316e-05,,1763260614.349498,,554.2340700626373,1.2814998626708984e-06,0.0,486144,8.371735930268187e-06,-2.6941299438476562e-05,-0.0002563856542110443,889.0,0.10757693648338318,0.08492586016654968
5591,,500.0,1763260614.7019854,500.0,554.5865573883057,,,486572,,,,,,
5600,-0.0006376001983880997,,1763260615.6138616,,555.4984335899353,1.2803822755813599e-05,0.0,487552,7.526881745434366e-06,0.13072216510772705,0.0013257786631584167,889.0,0.10246141999959946,0.0009883624734357
5627,-0.0007672477513551712,,1763260618.038286,,557.9228579998016,1.1213123798370361e-05,0.0,490240,5.913978384342045e-06,0.019560575485229492,-0.00016107410192489624,890.0,0.255780965089798,0.0011606161715462804
5629,1.074373722076416e-05,,1763260618.2923024,,558.1768743991852,2.3655593395233154e-07,0.0,490496,5.760368821938755e-06,0.049109041690826416,-9.324401617050171e-06,890.0,0.10827168077230453,0.0009949082741513848
5642,-0.0019825100898742676,,1763260619.4466553,,559.3312273025513,3.0483119189739227e-05,0.0,491776,4.992319645680254e-06,-0.03604602813720703,0.0020475229248404503,891.0,0.18632417917251587,0.0011341122444719076
5652,-7.644295692443848e-05,,1763260620.3791206,,560.2636926174164,4.0885061025619507e-07,0.0,492800,4.377880031825043e-06,-0.013417840003967285,2.7642585337162018e-05,891.0,0.17019565403461456,0.001142157707363367
5675,-2.652406692504883e-06,,1763260622.462695,,562.3472669124603,4.6566128730773926e-09,0.0,495104,2.9953916964586824e-06,-2.8014183044433594e-05,-1.162942498922348e-05,892.0,0.2466372549533844,22.62130355834961
5684,,500.0,1763260623.2696202,500.0,563.1541922092438,,,496072,,,,,,
