charts/SPS,losses/approx_kl,losses/clipfrac,losses/entropy,global_step,charts/learning_rate,_runtime,charts/episodic_length,charts/episodic_return,losses/value_loss,losses/policy_loss,losses/explained_variance,_step,_timestamp,losses/old_approx_kl
806.0,0.005408206023275852,0.033203125,0.1278878003358841,307584,0.00011551459465408698,388.6820738315582,,,0.0001963782124221325,-0.003387782722711563,-0.12101542949676514,3669,1763260448.9408798,0.009427870623767376
806.0,0.0003115786239504814,0.0,0.22346532344818115,308608,0.00011490015458548442,390.09076023101807,,,0.00014761919737793505,-0.0015154555439949036,-0.022998929023742676,3679,1763260450.3495662,-0.005809388123452663
806.0,0.0027995752170681953,0.0078125,0.2244095802307129,308992,0.00011466973955975845,390.60553765296936,,,0.0001031250212690793,0.008778054267168045,-0.11875283718109131,3683,1763260450.8643436,-0.01499082800000906
806.0,0.00373254157602787,0.05078125,0.19314627349376678,309120,0.00011459293455118313,390.77947068214417,,,0.0002832885948009789,-0.001965414732694626,-0.056586265563964844,3684,1763260451.0382767,-0.018168006092309952
806.0,0.00018810294568538666,0.001953125,0.11018851399421692,311808,0.00011298002937110141,394.25868701934814,,,0.0017747043166309595,0.00017348118126392365,0.19464421272277832,3711,1763260454.517493,-0.003859376534819603
806.0,0.006313575431704521,0.044921875,0.1671435832977295,312064,0.00011282641935395077,394.48259592056274,,,6.125474465079606e-05,0.0010731164366006851,-0.017434358596801758,3713,1763260454.741402,0.010421701706945896
806.0,0.000764056108891964,0.0,0.17810951173305511,312192,0.00011274961434537545,394.5967946052551,,,0.08451089262962341,-0.00040815025568008423,-5.1140785217285156e-05,3715,1763260454.8556006,-0.0016410062089562416
807.0,0.0008063884451985359,0.001953125,0.1810811460018158,313856,0.00011175114923389629,396.0904402732849,,,0.002645395928993821,0.003351215273141861,-0.007837295532226562,3731,1763260456.3492463,-0.0020646704360842705
,,,,314162,,396.371474981308,500.0,500.0,,,,3734,1763260456.630281,
809.0,0.0012825541198253632,0.0,0.12488090246915817,316288,0.00011029186134692281,398.3792235851288,,,0.0021543700713664293,-0.007111895829439163,-0.00010669231414794922,3755,1763260458.6380296,0.013964196667075157
809.0,0.0008156672120094299,0.0,0.2298823595046997,318336,0.00010906298120971769,400.79345178604126,,,0.00214940682053566,-0.00560736283659935,-0.0747445821762085,3775,1763260461.0522578,0.002078169956803322
809.0,0.002018038183450699,0.005859375,0.17819413542747498,318720,0.00010883256618399173,401.38059520721436,,,25.87384605407715,0.024005934596061707,-3.6835670471191406e-05,3779,1763260461.6394012,-0.004885926842689514
808.0,0.0003771856427192688,0.0,0.07719515264034271,321280,0.00010729646601248533,404.808935880661,,,3.5646872520446777,-0.001095375046133995,-4.947185516357422e-05,3804,1763260465.0677419,-0.005025170743465424
,,,,321662,,405.2333219051361,500.0,500.0,,,,3807,1763260465.492128,
,,,,325662,,410.93660950660706,500.0,500.0,,,,3847,1763260471.1954155,
805.0,0.0004947483539581299,0.0,0.20907866954803467,328960,0.00010268817277392372,415.5985200405121,,,0.00017385785758960992,0.01072950754314661,-0.03333401679992676,3879,1763260475.857326,-0.005807735025882721
805.0,0.002476690337061882,0.029296875,0.14347366988658905,329344,0.00010245775774819776,416.13885617256165,,,0.004084392450749874,-0.0028451252728700638,-0.0911414623260498,3883,1763260476.3976622,-0.027422424405813217
805.0,0.004384367726743221,0.04296875,0.14206941425800323,329472,0.00010238095273962244,416.2799780368805,,,0.00020214285177644342,-0.0018103346228599548,0.06184375286102295,3884,1763260476.538784,0.009873132221400738
805.0,3.181956708431244e-05,0.0,0.11491158604621887,329728,0.0001022273427224718,416.6233580112457,,,22.396751403808594,0.0057105813175439835,1.4543533325195312e-05,3887,1763260476.882164,0.0009347088634967804
,,,,330162,,417.1219277381897,500.0,500.0,,,,3891,1763260477.3807337,
806.0,5.277153104543686e-05,0.0,0.23692096769809723,330880,0.00010153609764529392,417.9293041229248,,,0.0011565637541934848,-0.001238808035850525,0.03470134735107422,3898,1763260478.18811,-0.0008139414712786674
807.0,0.0008713174611330032,0.005859375,0.12323112785816193,332288,0.0001006912425509654,419.19540095329285,,,0.0028217986691743135,0.0005753543227910995,3.254413604736328e-05,3912,1763260479.454207,0.006926771253347397
,,,,332662,,419.4601540565491,500.0,500.0,,,,3915,1763260479.71896,
808.0,0.0012028459459543228,0.00390625,0.12904156744480133,333952,9.969277743948624e-05,420.6873116493225,,,0.0001968331926036626,-0.0009631756693124771,0.12829941511154175,3928,1763260480.9461176,-0.00023984163999557495
809.0,0.01912952959537506,0.041015625,0.19570310413837433,335616,9.869431960396469e-05,422.20405983924866,,,0.0003129958058707416,0.0009906664490699768,-0.11348140239715576,3944,1763260482.4628658,0.00795022863894701
,,,,335662,,422.22350096702576,500.0,500.0,,,,3945,1763260482.482307,
809.0,0.00252719409763813,0.013671875,0.13533015549182892,335744,9.861751459538937e-05,422.31666135787964,,,143.78111267089844,0.0005061645060777664,9.953975677490234e-06,3946,1763260482.5754673,0.0040598586201667786
809.0,0.0007329108193516731,0.0,0.2845953106880188,336640,9.807987953536212e-05,423.1372640132904,,,0.00030514097306877375,-0.00014826655387878418,-0.012229561805725098,3954,1763260483.39607,-0.005751245655119419
810.0,0.004495758563280106,0.017578125,0.2692665755748749,337536,9.754224447533488e-05,423.9521486759186,,,0.00021615353762172163,-0.0294731967151165,-0.1268554925918579,3963,1763260484.2109547,0.017615100368857384
,,,,338162,,424.4423704147339,500.0,500.0,,,,3969,1763260484.7011764,
811.0,0.002231590449810028,0.009765625,0.19237497448921204,339328,9.64669743552804e-05,425.55842781066895,,,0.0015402144053950906,-0.023124774917960167,-0.10657179355621338,3981,1763260485.8172338,0.01521267183125019
811.0,0.0017542671412229538,0.001953125,0.20879848301410675,339584,9.631336433812976e-05,425.77834248542786,,,0.00016731377399992198,0.0038586221635341644,-0.007220625877380371,3983,1763260486.0371485,-0.0037591569125652313
812.0,0.007674464024603367,0.0703125,0.2075226902961731,340992,9.546850924380124e-05,427.0820736885071,,,0.0005233181291259825,-0.03772230073809624,-0.017954707145690918,3997,1763260487.3408797,0.006899786181747913
814.0,0.0014012530446052551,0.005859375,0.16937360167503357,343296,9.408601908944547e-05,429.16563868522644,,,0.0029879764188081026,-0.009882226586341858,-0.03467082977294922,4020,1763260489.4244447,-0.006214901804924011
816.0,0.00015912484377622604,0.0,0.115473672747612,347264,9.170507109956816e-05,432.7635622024536,,,0.5515353083610535,-0.011980067938566208,-4.8279762268066406e-05,4059,1763260493.0223682,0.003881075419485569
,,,,350162,,435.3204357624054,500.0,500.0,,,,4087,1763260495.5792418,
818.0,0.0018894150853157043,0.001953125,0.21127918362617493,350592,8.970814087660983e-05,435.77391934394836,,,0.000215167150599882,0.008807413280010223,-0.019817709922790527,4091,1763260496.0327253,0.004639960825443268
819.0,2.162531018257141e-06,0.0,0.1820451021194458,352000,8.886328578228131e-05,437.0442337989807,,,0.0002581541775725782,1.9371509552001953e-05,-0.05572926998138428,4105,1763260497.3030398,-2.5266781449317932e-05
819.0,0.00010321289300918579,0.0,0.186696395277977,352384,8.863287075655535e-05,437.3812589645386,,,0.0033087925985455513,0.0023173168301582336,-0.06720638275146484,4109,1763260497.640065,-0.0030405037105083466
819.0,0.002545420080423355,0.015625,0.22966423630714417,353024,8.824884571367875e-05,437.9770019054413,,,0.0004381309263408184,0.02060757577419281,-0.07290637493133545,4115,1763260498.235808,0.009082933887839317
820.0,0.01128637045621872,0.029296875,0.2721409797668457,353408,8.801843068795279e-05,438.3123962879181,,,0.0022708638571202755,-0.01529732532799244,-0.05145907402038574,4119,1763260498.5712023,0.04826250672340393
822.0,0.004141233861446381,0.009765625,0.21873021125793457,356608,8.60983127495274e-05,441.2184319496155,,,0.0003480803861748427,0.0004513729363679886,-0.020743250846862793,4150,1763260501.477238,0.012315483763813972
823.0,0.003442327491939068,0.01171875,0.25092968344688416,358400,8.502304262947291e-05,442.8659701347351,,,0.002207706216722727,-0.0008655879646539688,-0.02884995937347412,4168,1763260503.1247761,-0.0031506074592471123
823.0,1.3029202818870544e-05,0.0,0.2069767266511917,360064,8.402457751799375e-05,444.45287346839905,,,0.00044478211202658713,0.0011487863957881927,-0.043956637382507324,4184,1763260504.7116795,-0.0006844364106655121
824.0,0.010225197300314903,0.02734375,0.17188282310962677,361088,8.341013744939119e-05,445.3845088481903,,,0.00037541697383858263,-0.0042035579681396484,0.02928793430328369,4194,1763260505.6433148,0.004165276885032654
824.0,0.005741368047893047,0.009765625,0.28898221254348755,361600,8.31029174150899e-05,445.8317542076111,,,0.0003525082429405302,0.016481131315231323,-0.03351283073425293,4199,1763260506.0905602,-0.014493637718260288
826.0,0.0059574199840426445,0.021484375,0.24699218571186066,364160,8.15668172435835e-05,448.1853725910187,,,0.0002775057218968868,-0.009416133165359497,0.05083775520324707,4224,1763260508.4441786,0.0031616175547242165
,,,,364662,,448.5629198551178,500.0,500.0,,,,4229,1763260508.8217258,
826.0,0.00010702572762966156,0.0,0.09786902368068695,366080,8.041474939091131e-05,450.3865008354187,,,0.0002891978365369141,-0.0026451610028743744,0.03491485118865967,4243,1763260510.6453068,0.0024760086089372635
826.0,0.0004292745143175125,0.0,0.13748425245285034,366336,8.026113937376067e-05,450.7289538383484,,,0.0016634126659482718,-0.006502456963062286,0.050394535064697266,4246,1763260510.9877598,0.0021769776940345764
826.0,0.006030411459505558,0.03125,0.1925416886806488,366976,7.987711433088407e-05,451.53735399246216,,,0.00014578572881873697,-0.024140283465385437,-0.06742072105407715,4252,1763260511.79616,0.030902408063411713
,,,,367162,,451.7051944732666,500.0,500.0,,,,4254,1763260511.9640005,
826.0,0.0002409461885690689,0.0,0.22445489466190338,367232,7.972350431373343e-05,451.7999405860901,,,3.497727394104004,0.0005940552800893784,-2.2649765014648438e-06,4255,1763260512.0587466,0.0036647822707891464
827.0,0.0013160724192857742,0.0,0.2343970537185669,369152,7.857142918510363e-05,453.62758564949036,,,0.0002509529294911772,0.00029893871396780014,-0.014996647834777832,4273,1763260513.8863916,0.010445643216371536
827.0,0.00016017165035009384,0.0,0.18809089064598083,369408,7.841781916795298e-05,453.9861423969269,,,0.0019353078678250313,-0.0013845041394233704,-0.025273799896240234,4276,1763260514.2449484,-0.00017454568296670914
827.0,0.0019533978775143623,0.009765625,0.14959803223609924,369536,7.834101415937766e-05,454.14902091026306,,,0.0001640946138650179,-0.005884535610675812,0.00678706169128418,4277,1763260514.407827,0.00442186463624239
,,,,369662,,454.2061417102814,500.0,500.0,,,,4278,1763260514.4649477,
827.0,0.0008750343695282936,0.0,0.3325367867946625,370816,7.757296407362446e-05,455.8166046142578,,,0.0022921764757484198,0.007857605814933777,0.0935211181640625,4290,1763260516.0754106,-0.0073553090915083885
827.0,3.158301115036011e-05,0.0,0.15792304277420044,371072,7.741935405647382e-05,456.12332582473755,,,0.0002444300043862313,-0.00011723488569259644,0.01742684841156006,4292,1763260516.3821318,0.0008954107761383057
827.0,8.122995495796204e-06,0.0,0.1168074756860733,373248,7.611366891069338e-05,458.49936079978943,,,0.005257429089397192,-6.902031600475311e-05,0.00010770559310913086,4314,1763260518.7581668,-0.0004324447363615036
,,,,373662,,458.88265228271484,500.0,500.0,,,,4318,1763260519.1414583,
829.0,0.005164403468370438,0.025390625,0.3017778992652893,376576,7.411674596369267e-05,461.51776123046875,,,0.00033242959761992097,-0.02321186661720276,-0.007324337959289551,4346,1763260521.7765672,0.0073847584426403046
830.0,0.00550320278853178,0.046875,0.2156057506799698,378624,7.288786582648754e-05,463.38932251930237,,,0.0006462568417191505,-0.005278103053569794,-0.106903076171875,4366,1763260523.6481285,-0.020266469568014145
,,,,379162,,463.85023641586304,500.0,500.0,,,,4372,1763260524.1090424,
,,,,379662,,464.32418274879456,500.0,500.0,,,,4377,1763260524.5829887,
831.0,0.0008673360571265221,0.0,0.15771858394145966,379776,7.219662074930966e-05,464.43195629119873,,,22.386436462402344,0.019291061908006668,3.403425216674805e-05,4378,1763260524.6907623,-0.010765383951365948
831.0,0.000575358048081398,0.0,0.1499597281217575,380672,7.165898568928242e-05,465.2544369697571,,,0.005197703838348389,-0.006262034177780151,-1.049041748046875e-05,4387,1763260525.513243,-0.00419575534760952
,,,,381662,,466.1005051136017,500.0,500.0,,,,4396,1763260526.359311,
833.0,0.0024862634018063545,0.009765625,0.14893200993537903,383616,6.989247049205005e-05,467.9005889892578,,,0.0005313025321811438,-0.005689192563295364,-0.04742419719696045,4415,1763260528.159395,0.01627204567193985
835.0,0.0004014512524008751,0.001953125,0.1777058243751526,387712,6.743471749359742e-05,471.62279057502747,,,3.5774340629577637,-0.0009544771164655685,-4.875659942626953e-05,4456,1763260531.8815966,-0.0056419288739562035
,,,,389162,,472.90689611434937,500.0,500.0,,,,4470,1763260533.165702,
836.0,0.002287672832608223,0.00390625,0.17259785532951355,390016,6.605222733924165e-05,473.7102122306824,,,0.00042514762026257813,-0.014467969536781311,-0.013120532035827637,4478,1763260533.9690182,0.01207798346877098
,,,,390162,,473.8283998966217,500.0,500.0,,,,4480,1763260534.087206,
837.0,0.000591665506362915,0.0,0.1437370777130127,391424,6.520737224491313e-05,474.9826092720032,,,0.0007096502813510597,-0.0016958266496658325,-0.022981643676757812,4492,1763260535.2414153,0.0010756030678749084
837.0,0.0011184243485331535,0.0,0.21196231245994568,392064,6.482334720203653e-05,475.57891178131104,,,0.00032622646540403366,-0.005041852593421936,-0.019895076751708984,4498,1763260535.8377178,0.011008760891854763
838.0,0.0009579816833138466,0.001953125,0.21257995069026947,394240,6.351766205625609e-05,477.5281538963318,,,0.0035283714532852173,0.0023760050535202026,-1.0728836059570312e-05,4520,1763260537.78696,-0.003557245247066021
838.0,0.000407462939620018,0.0,0.25874853134155273,394496,6.336405203910545e-05,477.78168988227844,,,0.0005105230375193059,-0.006025087088346481,-0.0454862117767334,4522,1763260538.0404959,0.0024564918130636215
,,,,394662,,477.91106152534485,500.0,500.0,,,,4524,1763260538.1698675,
838.0,0.0006656618788838387,0.0,0.22861096262931824,394752,6.32104420219548e-05,478.0068607330322,,,165.5686798095703,-0.0045475345104932785,-8.702278137207031e-06,4525,1763260538.2656667,0.0071033900603652
839.0,0.004156902432441711,0.001953125,0.21758955717086792,395008,6.305683200480416e-05,478.2300384044647,,,0.0003579049662221223,-0.004565035924315453,-0.05238497257232666,4527,1763260538.4888444,0.021811727434396744
839.0,0.0006639165803790092,0.0,0.2417367547750473,395392,6.282642425503582e-05,478.5897169113159,,,0.002324247732758522,-0.0030822064727544785,-0.04768097400665283,4531,1763260538.848523,0.006837190128862858
839.0,0.0003788992762565613,0.0,0.2580898404121399,395648,6.267281423788518e-05,478.82318806648254,,,0.0005832449533045292,0.000954250805079937,-0.0007020235061645508,4533,1763260539.081994,0.0014510378241539001
,,,,395662,,478.8306405544281,500.0,500.0,,,,4534,1763260539.0894465,
840.0,0.00024404842406511307,0.0,0.15857644379138947,397824,6.136712909210473e-05,480.82647037506104,,,0.0019854370038956404,0.0008120834827423096,-0.09924185276031494,4555,1763260541.0852764,0.0044909631833434105
840.0,0.003242410719394684,0.00390625,0.2498670518398285,398592,6.090629904065281e-05,481.49908328056335,,,0.0005388233112171292,-0.0016405731439590454,-0.090751051902771,4562,1763260541.7578893,0.0016789436340332031
841.0,0.00025423429906368256,0.0,0.21389590203762054,400000,6.006144394632429e-05,482.8046598434448,,,0.0005155437393113971,-0.0009722933173179626,-0.02232956886291504,4576,1763260543.0634658,0.0026606377214193344
843.0,0.0009345328435301781,0.0,0.17502368986606598,403712,5.783410233561881e-05,486.16884112358093,,,0.08426564186811447,-0.0012071095407009125,2.6226043701171875e-06,4613,1763260546.427647,-0.005898159928619862
844.0,0.003631148487329483,0.00390625,0.23305684328079224,405120,5.6989247241290286e-05,487.43538451194763,,,0.0005318619660101831,-0.002870604395866394,-0.00026869773864746094,4626,1763260547.6941905,0.005804218351840973
844.0,9.233690798282623e-05,0.0,0.20323392748832703,406016,5.6451612181263044e-05,488.25183391571045,,,0.0006320081301964819,-0.0021893493831157684,0.04466038942337036,4635,1763260548.51064,0.002608686685562134
844.0,2.3227185010910034e-05,0.0,0.14880475401878357,406656,5.606758713838644e-05,488.8089928627014,,,0.0004851666744798422,-0.0014985054731369019,-0.045353055000305176,4641,1763260549.0677989,0.0013927500694990158
844.0,0.0001823538914322853,0.0,0.2075139284133911,406912,5.59139771212358e-05,489.0688910484314,,,0.0020145587623119354,-0.0026032179594039917,-0.007661342620849609,4644,1763260549.327697,0.0037657590582966805
,,,,408662,,490.5882546901703,500.0,500.0,,,,4661,1763260550.8470607,
846.0,0.0007270202040672302,0.0,0.22054360806941986,410112,5.3993855544831604e-05,491.93754625320435,,,0.0004190442559774965,-0.0005409298464655876,-0.11885190010070801,4675,1763260552.1963522,-0.002357281744480133
,,,,411662,,493.35730361938477,500.0,500.0,,,,4691,1763260553.6161096,
848.0,0.00012254901230335236,0.0,0.2734031677246094,413568,5.1920123951276764e-05,495.0683767795563,,,0.0005536279641091824,-0.0023366808891296387,-0.04123866558074951,4709,1763260555.3271828,0.00047929584980010986
848.0,0.00036628730595111847,0.0,0.13646937906742096,413952,5.1689708925550804e-05,495.4413712024689,,,0.000386437022825703,-0.008999340236186981,0.03193342685699463,4713,1763260555.7001772,0.007790442556142807
849.0,0.0022312765941023827,0.001953125,0.22341066598892212,416512,5.01536087540444e-05,497.7454946041107,,,0.0006231786101125181,-0.003819173201918602,-0.021503448486328125,4738,1763260558.0043006,0.0035250885412096977
849.0,0.0008205510675907135,0.0,0.23406605422496796,416640,5.007680374546908e-05,497.8582067489624,,,0.0005715148872695863,0.0011879988014698029,0.1747121810913086,4739,1763260558.1170127,0.0008344221860170364
849.0,5.753152072429657e-05,0.0,0.07689286768436432,416768,4.999999873689376e-05,497.97066044807434,,,0.08418446779251099,-9.467452764511108e-05,-3.361701965332031e-05,4741,1763260558.2294664,-0.0004909038543701172
849.0,0.0014857789501547813,0.01171875,0.08415862172842026,417024,4.984638871974312e-05,498.19101905822754,,,0.0005760343046858907,-0.008111527189612389,-0.03157496452331543,4743,1763260558.449825,0.005798381753265858
851.0,5.6996941566467285e-05,0.0,0.12086465954780579,419968,4.807987716048956e-05,500.8707158565521,,,0.0007454758742824197,0.003613993525505066,0.05672985315322876,4772,1763260561.1295218,-0.0019511673599481583
851.0,8.064229041337967e-05,0.0,0.20892325043678284,421376,4.7235022066161036e-05,502.1332335472107,,,0.001872409600764513,0.001741662621498108,0.030087590217590332,4786,1763260562.3920395,-0.001166180707514286
851.0,7.281079888343811e-05,0.0,0.30279776453971863,421504,4.7158217057585716e-05,502.24460005760193,,,0.0006610502605326474,0.0011908616870641708,0.0001513361930847168,4787,1763260562.503406,-0.0021701399236917496
851.0,0.0002521295100450516,0.0,0.22521308064460754,421632,4.7081412049010396e-05,502.3563995361328,,,0.0006204178207553923,-0.004136107861995697,-0.002622246742248535,4788,1763260562.6152055,0.0034489762037992477
852.0,0.00040661823004484177,0.0,0.24337762594223022,422400,4.6620581997558475e-05,503.06698393821716,,,0.0018575936555862427,0.00014032423496246338,-0.008890748023986816,4796,1763260563.32579,-0.001937023364007473
,,,,422662,,503.2926890850067,500.0,500.0,,,,4799,1763260563.551495,
852.0,0.00027737952768802643,0.0,0.15939423441886902,423424,4.600614556693472e-05,503.99799060821533,,,0.0006641619838774204,0.00010693073272705078,0.10723388195037842,4806,1763260564.2567966,-0.0024153105914592743
852.0,0.0007306346669793129,0.0,0.16450831294059753,423680,4.585253554978408e-05,504.22256898880005,,,169.57225036621094,0.0033000148832798004,1.5556812286376953e-05,4809,1763260564.481375,0.0012027202174067497
,,,,424162,,504.6135265827179,500.0,500.0,,,,4813,1763260564.8723326,
854.0,0.00010625272989273071,0.0,0.31161046028137207,428032,4.3241168896202e-05,508.2164843082428,,,0.0007949547143653035,0.002319883555173874,-0.06796371936798096,4851,1763260568.4752903,-0.00391370989382267
855.0,1.4492310583591461e-05,0.0,0.21866469085216522,430336,4.1858678741846234e-05,510.2933609485626,,,0.0018571971450001001,0.00026509910821914673,-0.08607566356658936,4874,1763260570.552167,0.00014460179954767227
855.0,2.310052514076233e-05,0.0,0.13339972496032715,430720,4.162826371612027e-05,510.6317422389984,,,0.0037526600062847137,0.000283706933259964,-8.58306884765625e-06,4878,1763260570.8905482,0.001686619594693184
,,,,431162,,511.01876282691956,500.0,500.0,,,,4882,1763260571.2775688,
857.0,0.00025099609047174454,0.0,0.19169265031814575,435072,3.901689706253819e-05,514.5616588592529,,,0.0006239595822989941,-0.003988057374954224,-0.010486245155334473,4920,1763260574.8204648,0.004010437987744808
858.0,0.0004728110507130623,0.0,0.1820354163646698,436224,3.832565198536031e-05,515.608439207077,,,143.7232666015625,-0.0005821436643600464,-2.8252601623535156e-05,4932,1763260575.8672452,-0.0028055990114808083
858.0,0.000510895624756813,0.0,0.21257458627223969,436352,3.824884697678499e-05,515.7179136276245,,,0.002032663207501173,0.001353934407234192,-0.06627237796783447,4933,1763260575.9767196,-0.0005314536392688751
858.0,0.0009297113865613937,0.0,0.2217443883419037,436992,3.786482193390839e-05,516.313266992569,,,0.0008411645540036261,-0.013299278914928436,0.0048424601554870605,4939,1763260576.572073,0.009632591158151627
,,,,437662,,516.8864638805389,500.0,500.0,,,,4946,1763260577.1452699,
859.0,0.00034904200583696365,0.0,0.24191388487815857,438400,3.701997047755867e-05,517.5827376842499,,,0.001638039480894804,-0.0016522109508514404,-0.07586193084716797,4953,1763260577.8415437,0.0017225733026862144
859.0,0.00037219468504190445,0.0,0.22482731938362122,438912,3.671275044325739e-05,518.0284631252289,,,0.0012378606479614973,0.00029841065406799316,-0.031162142753601074,4958,1763260578.287269,0.0004933224990963936
859.0,0.0006235884502530098,0.0,0.14734633266925812,439424,3.640553040895611e-05,518.5122644901276,,,0.0007555808406323195,0.015965953469276428,-0.12212920188903809,4963,1763260578.7710705,-0.012591804377734661
860.0,1.1922791600227356e-05,0.0,0.12739156186580658,440192,3.594470035750419e-05,519.1852381229401,,,143.74551391601562,0.0002374611794948578,3.159046173095703e-06,4971,1763260579.444044,0.0013574305921792984
860.0,2.752896398305893e-05,0.0,0.25502875447273254,440320,3.586789534892887e-05,519.3348052501678,,,0.0019259618129581213,0.0026065055280923843,-0.054469943046569824,4972,1763260579.5936112,-0.0004873136058449745
860.0,0.00041497591882944107,0.0,0.20703396201133728,440960,3.548387030605227e-05,519.8928370475769,,,0.0007834226125851274,-0.006352931261062622,-0.051111578941345215,4978,1763260580.151643,0.0029010260477662086
860.0,8.727516978979111e-05,0.0,0.14222563803195953,441216,3.533026028890163e-05,520.1178467273712,,,22.484777450561523,0.0003766007721424103,2.0563602447509766e-05,4981,1763260580.3766527,0.002207334153354168
861.0,7.515028119087219e-05,0.0,0.12371397018432617,442112,3.4792625228874385e-05,520.9354801177979,,,0.0007060444913804531,0.0002106688916683197,-0.022550225257873535,4989,1763260581.194286,-8.976459503173828e-05
861.0,9.513180702924728e-05,0.0,0.2844046950340271,442624,3.448540883255191e-05,521.4170668125153,,,0.0005908277234993875,-0.0017950180917978287,-0.01924753189086914,4994,1763260581.6758728,0.002542746253311634
861.0,0.00016301311552524567,0.0,0.16702118515968323,444032,3.364055373822339e-05,522.6908392906189,,,0.0007881451165303588,-0.0008049774914979935,-0.010227441787719727,5008,1763260582.9496453,0.00026226602494716644
862.0,0.0001385211944580078,0.0,0.16129738092422485,444544,3.333333370392211e-05,523.1373317241669,,,0.0007974614854902029,-0.00014856085181236267,-0.02518761157989502,5013,1763260583.3961377,0.005196539685130119
862.0,0.000157991424202919,0.0,0.22071236371994019,444672,3.325652869534679e-05,523.2504119873047,,,0.0020126381423324347,-0.0002063959836959839,2.086162567138672e-06,5015,1763260583.509218,0.0011834986507892609
,,,,447162,,525.4637188911438,500.0,500.0,,,,5039,1763260585.722525,
864.0,0.0017656870186328888,0.0,0.3006570041179657,450432,2.9800306947436184e-05,528.4469952583313,,,0.0008991358918137848,-0.006856594234704971,-0.13617098331451416,5071,1763260588.7058012,0.007374361157417297
,,,,455162,,532.6877002716064,500.0,500.0,,,,5117,1763260592.9465063,
,,,,455662,,533.1721200942993,500.0,500.0,,,,5122,1763260593.430926,
,,,,456162,,533.6186149120331,500.0,500.0,,,,5127,1763260593.877421,
866.0,6.203725934028625e-05,0.0,0.13420459628105164,456192,2.634408519952558e-05,533.6974411010742,,,22.481374740600586,-0.00018355250358581543,-2.4318695068359375e-05,5128,1763260593.956247,-0.0009715892374515533
867.0,0.0004444178193807602,0.0,0.208377867937088,457472,2.557603693276178e-05,534.854485988617,,,0.0009292559698224068,-0.003977105021476746,-0.11218321323394775,5140,1763260595.113292,0.005201132968068123
867.0,0.00019588414579629898,0.0,0.235501229763031,458112,2.519201188988518e-05,535.4480278491974,,,0.0009032259113155305,-0.005082212388515472,-0.09454476833343506,5146,1763260595.7068338,0.0015090638771653175
867.0,0.00021125748753547668,0.0,0.24147933721542358,458496,2.496159686415922e-05,535.7860701084137,,,0.0009254056494683027,-0.004858773201704025,-0.06677353382110596,5150,1763260596.044876,0.00946231558918953
867.0,0.0003574639558792114,0.0,0.19092631340026855,458624,2.48847918555839e-05,535.8975384235382,,,0.000882460328284651,0.007377082481980324,-0.06164407730102539,5151,1763260596.1563444,-0.003283526748418808
868.0,1.398380845785141e-05,0.0,0.16148719191551208,459776,2.419354859739542e-05,536.9453737735748,,,143.62245178222656,-3.0973926186561584e-05,7.62939453125e-06,5163,1763260597.2041798,-0.0001609930768609047
868.0,1.7695128917694092e-05,0.0,0.27400079369544983,460032,2.403993858024478e-05,537.2046165466309,,,0.0008998168632388115,-0.00012512505054473877,-0.08077216148376465,5165,1763260597.4634225,0.0009212680160999298
,,,,463162,,539.9891800880432,500.0,500.0,,,,5196,1763260600.247986,
869.0,2.4675391614437103e-05,0.0,0.21341952681541443,463232,2.2119815184851177e-05,540.0798046588898,,,0.0034104897640645504,0.0005468595772981644,-4.5299530029296875e-06,5197,1763260600.3386106,0.0024256454780697823
871.0,5.9256330132484436e-05,0.0,0.21003475785255432,467456,1.9585253539844416e-05,543.9201543331146,,,0.0011098816758021712,0.003980590961873531,-0.06462061405181885,5238,1763260604.1789603,-0.0014623869210481644
871.0,2.4870969355106354e-05,0.0,0.151552215218544,467584,1.9508448531269096e-05,544.0302355289459,,,0.0010327198542654514,0.0009918734431266785,-0.056313276290893555,5239,1763260604.2890415,-0.0009787185117602348
871.0,0.0003837989643216133,0.0,0.24127525091171265,468096,1.9201228496967815e-05,544.516361951828,,,0.0009554240969009697,-0.008703431114554405,-0.010689973831176758,5244,1763260604.775168,0.0016942983493208885
871.0,9.802170097827911e-06,0.0,0.14315783977508545,468736,1.8817203454091214e-05,545.0790405273438,,,4.1329803466796875,-0.00011897459626197815,-1.4066696166992188e-05,5251,1763260605.3378465,-0.0004413677379488945
,,,,469162,,545.4723012447357,500.0,500.0,,,,5255,1763260605.7311072,
872.0,4.207715392112732e-06,0.0,0.19656018912792206,469504,1.8356375221628696e-05,545.790735244751,,,0.0011392076266929507,-0.00040153786540031433,-0.06552326679229736,5258,1763260606.0495412,0.00020322948694229126
872.0,3.921426832675934e-05,0.0,0.20302702486515045,470400,1.7818740161601454e-05,546.6160326004028,,,0.0015837103128433228,-6.284378468990326e-05,-0.03522658348083496,5267,1763260606.8748386,-0.0009138118475675583
873.0,0.0001081470400094986,0.0,0.11667099595069885,471808,1.6973886886262335e-05,547.8854382038116,,,0.0013904733350500464,4.37367707490921e-05,-0.0407332181930542,5281,1763260608.1442442,-0.0006456691771745682
873.0,2.180226147174835e-06,0.0,0.08441478759050369,473728,1.582181175763253e-05,549.6377534866333,,,0.09618954360485077,2.4475157260894775e-06,-1.4185905456542969e-05,5300,1763260609.8965595,-0.00011053960770368576
