charts/episodic_return,_timestamp,losses/policy_loss,losses/entropy,losses/value_loss,charts/SPS,losses/old_approx_kl,charts/episodic_length,_step,losses/clipfrac,losses/approx_kl,losses/explained_variance,_runtime,charts/learning_rate,global_step
,1763260295.2787755,0.0028174780309200287,0.5147331357002258,0.0015481982845813036,731.0,0.0048239100724458694,,2235,0.0,0.0006558205932378769,-0.0012049674987792969,235.04440140724182,0.00020038401999045163,166144
,1763260296.2581031,0.0001645796000957489,0.49387842416763306,7.894844020484015e-05,730.0,0.004742196761071682,,2241,0.0,0.0005177361890673637,0.0003299117088317871,236.02372908592224,0.00019999999494757503,166784
500.0,1763260297.123165,,,,,,500.0,2248,,,,236.88879084587097,,167368
73.0,1763260297.3390741,,,,,,73.0,2250,,,,237.10470008850098,,167441
,1763260297.7264264,-0.009598450735211372,0.4555089473724365,0.00386481499299407,730.0,0.01789810135960579,,2253,0.03125,0.00765183474868536,-0.0035719871520996094,237.49205231666565,0.0001994623598875478,167680
,1763260300.5768151,-0.004121750593185425,0.5513976216316223,6.232931627891958e-05,729.0,0.0043222298845648766,,2272,0.0,0.0012428397312760353,-0.0006883144378662109,240.34244108200073,0.000198310284758918,169600
,1763260301.729702,-0.004018127918243408,0.42288899421691895,0.0007290156790986657,729.0,-0.0019809678196907043,,2280,0.001953125,0.0016687866300344467,-0.001343846321105957,241.49532794952393,0.0001978494692593813,170368
,1763260303.8128695,0.018816199153661728,0.5069611668586731,5.194458026380744e-06,728.0,0.007105359807610512,,2295,0.0,0.0013363789767026901,-0.0006996393203735352,243.57849550247192,0.00019700461416505277,171776
,1763260304.2089317,0.0035738274455070496,0.46285486221313477,140.53799438476562,728.0,0.0014761360362172127,,2298,0.0,0.0029556406661868095,-1.52587890625e-05,243.97455763816833,0.00019685100414790213,172032
,1763260305.871344,-0.0042555201798677444,0.5554184317588806,1.0100538929691538e-06,728.0,-0.012284352444112301,,2310,0.0,0.0007905112579464912,-0.00044858455657958984,245.63697004318237,0.00019615975907072425,173184
500.0,1763260306.0837564,,,,,,500.0,2312,,,,245.8493824005127,,173356
,1763260306.9895027,-0.000999491661787033,0.554793119430542,7.287257176358253e-05,728.0,-0.016500771045684814,,2318,0.013671875,0.002643388696014881,-0.000662684440612793,246.75512862205505,0.00019569892901927233,173952
,1763260307.8177264,-0.012499719858169556,0.5402856469154358,2.7290780053590424e-06,728.0,0.021838217973709106,,2324,0.005859375,0.0052156224846839905,0.0002942085266113281,247.5833523273468,0.00019531490397639573,174592
,1763260308.231362,0.002468336373567581,0.5437285900115967,0.00012399011757224798,728.0,-0.0035424204543232918,,2329,0.0,0.0014831675216555595,8.869171142578125e-05,247.9969880580902,0.00019508448895066977,174976
,1763260309.1733775,0.00024554505944252014,0.5631850361824036,1.1643111974990461e-05,730.0,-0.0034493887796998024,,2339,0.0,0.00021611806005239487,-0.0001550912857055664,248.93900346755981,0.0001944700488820672,176000
,1763260309.9923644,-0.00020491890609264374,0.5093872547149658,9.818515536608174e-05,731.0,0.04619055241346359,,2348,0.005859375,0.008200164884328842,0.0013710260391235352,249.75799036026,0.00019393241382203996,176896
,1763260310.439227,0.0011156350374221802,0.42944133281707764,144.16920471191406,732.0,0.0020305588841438293,,2354,0.0,0.00043128058314323425,-9.417533874511719e-06,250.20485305786133,0.00019362519378773868,177408
,1763260311.4937415,-0.03702960163354874,0.5542379021644592,6.684997060801834e-06,732.0,0.007477603852748871,,2363,0.00390625,0.002443809062242508,0.005905270576477051,251.2593674659729,0.00019308755872771144,178304
500.0,1763260314.3643792,,,,,,500.0,2389,,,,254.13000512123108,,180418
,1763260318.415885,-0.01968829520046711,0.5210002064704895,0.0037207279819995165,731.0,0.031041370704770088,,2426,0.0,0.0035505974665284157,-0.00017154216766357422,258.18151092529297,0.00019016896840184927,183168
,1763260318.9360857,-0.02932620234787464,0.5981885194778442,2.8370122890919447e-05,731.0,-0.005682069808244705,,2430,0.0,0.004676264710724354,-0.00010120868682861328,258.7017116546631,0.0001899385533761233,183552
204.0,1763260320.3547816,,,,,,204.0,2449,,,,260.12040758132935,,185048
,1763260321.3897285,-0.011306120082736015,0.4636158347129822,3.748361349105835,734.0,0.009413457475602627,,2465,0.0234375,0.006918636150658131,-8.225440979003906e-06,261.1553544998169,0.0001884024532046169,186112
,1763260324.1408393,-0.006992492824792862,0.5336745977401733,1.902279836940579e-05,735.0,-0.0005021365359425545,,2493,0.001953125,0.0026876432821154594,0.00028783082962036133,263.90646529197693,0.00018701996305026114,188416
,1763260325.6679466,-0.013029705733060837,0.5927879214286804,0.0017017654608935118,735.0,0.013989374972879887,,2506,0.0,0.0036880848929286003,0.00041234493255615234,265.43357253074646,0.00018640552298165858,189440
,1763260326.573519,-0.010423675179481506,0.481767863035202,0.0014171001967042685,735.0,0.017694303765892982,,2514,0.0,0.0022452296689152718,-0.004259705543518066,266.33914494514465,0.0001860215124906972,190080
167.0,1763260326.605933,,,,,,167.0,2515,,,,266.3715589046478,,190107
81.0,1763260327.1756346,,,,,,81.0,2520,,,,266.94126057624817,,190468
,1763260328.532055,-0.009503165259957314,0.5101785063743591,153.43067932128906,734.0,-0.010728991590440273,,2533,0.0,0.0007717134431004524,-2.6226043701171875e-06,268.29768085479736,0.000185253462404944,191360
,1763260329.442077,0.009965179488062859,0.5460176467895508,132.5485076904297,734.0,-0.02518322318792343,,2540,0.017578125,0.004594595171511173,-7.152557373046875e-06,269.20770287513733,0.0001848694373620674,192000
,1763260330.2245934,3.978796303272247e-05,0.5096068978309631,0.4961230456829071,734.0,-0.004488356411457062,,2547,0.0,0.00020162947475910187,-4.5299530029296875e-06,269.9902193546295,0.00018456221732776612,192512
,1763260332.087022,0.006219217553734779,0.45471489429473877,0.02945002168416977,735.0,0.0028381245210766792,,2570,0.0,0.0002000844106078148,-6.4373016357421875e-06,271.85264801979065,0.00018364055722486228,194048
112.0,1763260332.1264312,,,,,,112.0,2571,,,,271.89205718040466,,194158
118.0,1763260332.5056329,,,,,,118.0,2577,,,,272.27125883102417,,194525
101.0,1763260334.141241,,,,,,101.0,2610,,,,273.9068670272827,,196246
101.0,1763260335.0246143,,,,,,101.0,2630,,,,274.79024028778076,,197185
,1763260335.3913999,0.0040231868624687195,0.44996827840805054,2.8825623989105225,738.0,0.002082115039229393,,2636,0.0,0.00030933134257793427,-6.318092346191406e-06,275.1570258140564,0.00018156682199332863,197504
108.0,1763260335.7867286,,,,,,108.0,2646,,,,275.5523545742035,,197977
,1763260335.87,-0.01870378479361534,0.48813942074775696,121.16368865966797,739.0,0.004060991108417511,,2647,0.0,0.001008862629532814,-6.9141387939453125e-06,275.6356258392334,0.00018125960195902735,198016
108.0,1763260335.8966196,,,,,,108.0,2648,,,,275.66224551200867,,198085
,1763260337.0261116,0.016008272767066956,0.43788206577301025,0.06183505803346634,740.0,0.019658226519823074,,2668,0.001953125,0.0028730547055602074,-5.960464477539062e-07,276.7917375564575,0.00018056835688184947,199168
17.0,1763260337.7706325,,,,,,17.0,2683,,,,277.5362584590912,,199957
,1763260337.994805,-0.007668525446206331,0.49220946431159973,0.05531715974211693,741.0,0.007693897932767868,,2687,0.0078125,0.0044747404754161835,-3.6954879760742188e-06,277.7604310512543,0.0001799539168132469,200192
106.0,1763260338.0373538,,,,,,106.0,2689,,,,277.8029797077179,,200312
,1763260338.2257864,0.019030660390853882,0.4739559292793274,133.4663543701172,742.0,-0.021950341761112213,,2692,0.0,0.0015050023794174194,-7.987022399902344e-06,277.99141240119934,0.00017980030679609627,200448
,1763260342.0172608,0.00016347132623195648,0.5037952661514282,111.7357177734375,740.0,-0.0013570478186011314,,2732,0.0,0.00013365689665079117,-2.1457672119140625e-06,281.78288674354553,0.0001784178166417405,202752
111.0,1763260343.794783,,,,,,111.0,2752,,,,283.5604090690613,,203887
,1763260344.3156617,0.00926881842315197,0.48284780979156494,0.056714873760938644,739.0,0.0070080989971756935,,2757,0.0,0.0010454850271344185,-3.0994415283203125e-06,284.0812876224518,0.00017757296154741198,204160
,1763260346.3196735,-0.004153981804847717,0.5562882423400879,0.0753832757472992,737.0,-0.0013214759528636932,,2782,0.0,0.0015541203320026398,-3.814697265625e-06,286.0852994918823,0.0001768817164702341,205312
121.0,1763260347.3305423,,,,,,121.0,2793,,,,287.0961682796478,,205957
,1763260350.2445304,-0.013546153903007507,0.4544501006603241,18.551565170288086,736.0,0.004771055653691292,,2824,0.0,0.0018056407570838928,-2.86102294921875e-06,290.01015639305115,0.0001753456162987277,207872
160.0,1763260351.4818673,,,,,,160.0,2843,,,,291.2474932670593,,209169
184.0,1763260352.4560702,,,,,,184.0,2857,,,,292.22169613838196,,210271
159.0,1763260354.7034528,,,,,,159.0,2890,,,,294.4690787792206,,212713
,1763260358.8197217,-0.007664268836379051,0.601118803024292,0.02452995628118515,746.0,0.026646403595805168,,2949,0.001953125,0.0010522548109292984,-0.00041484832763671875,298.5853476524353,0.00016981567023321986,217088
,1763260359.5042377,0.008121641352772713,0.4665544629096985,19.144031524658203,747.0,0.006739952601492405,,2960,0.00390625,0.0021138740703463554,-2.7418136596679688e-06,299.26986360549927,0.00016935484018176794,217856
,1763260360.5650268,0.0018025189638137817,0.5317429304122925,105.00849151611328,748.0,-0.009267647750675678,,2975,0.001953125,0.0033462820574641228,1.3709068298339844e-06,300.33065271377563,0.00016866359510459006,219008
177.0,1763260362.0288389,,,,,,177.0,2997,,,,301.79446482658386,,220587
145.0,1763260362.8144372,,,,,,145.0,3011,,,,302.5800631046295,,221444
,1763260365.583034,-0.008421111851930618,0.5208684206008911,2.7951910495758057,752.0,-0.005806813016533852,,3051,0.0,0.0010683108121156693,-1.6689300537109375e-06,305.348659992218,0.00016566819977015257,224000
,1763260366.8335097,0.0031569916754961014,0.39915698766708374,101.61157989501953,752.0,-0.0072977785021066666,,3066,0.009765625,0.002101227641105652,-5.960464477539062e-07,306.5991356372833,0.00016520736971870065,224768
105.0,1763260367.1146135,,,,,,105.0,3070,,,,306.88023948669434,,225016
,1763260368.3992264,-0.003156810998916626,0.49023640155792236,0.05725084990262985,751.0,0.003757496364414692,,3083,0.0,0.000284598208963871,-8.344650268554688e-07,308.16485238075256,0.00016459292965009809,225792
123.0,1763260369.9557068,,,,,,123.0,3098,,,,309.7213327884674,,226675
,1763260372.7893202,0.004925662651658058,0.43535932898521423,15.137967109680176,749.0,0.02199363522231579,,3127,0.0,0.0019326061010360718,-1.430511474609375e-06,312.5549461841583,0.00016298002447001636,228480
,1763260372.9576166,0.0007638745009899139,0.4472174346446991,112.21302795410156,749.0,0.0029424522072076797,,3129,0.0,0.0002581533044576645,-9.5367431640625e-07,312.723242521286,0.00016290321946144104,228608
92.0,1763260374.1060328,,,,,,92.0,3141,,,,313.87165880203247,,229412
151.0,1763260374.4756613,,,,,,151.0,3146,,,,314.2412872314453,,229728
167.0,1763260376.1754596,,,,,,167.0,3170,,,,315.9410855770111,,231324
,1763260377.5431428,-0.0085601806640625,0.5317145586013794,99.47863006591797,750.0,-0.03651268780231476,,3183,0.0078125,0.004455974325537682,-1.1920928955078125e-06,317.30876874923706,0.00016067588876467198,232320
,1763260378.0269005,-0.0018864180892705917,0.5442540049552917,0.09930014610290527,750.0,-0.007056012749671936,,3188,0.0,0.000298401340842247,-1.1920928955078125e-06,317.79252648353577,0.00016044547373894602,232704
172.0,1763260380.6900394,,,,,,172.0,3217,,,,320.4556653499603,,234746
,1763260381.2526462,0.007561609148979187,0.5026764869689941,113.76522064208984,751.0,0.008477861993014812,,3224,0.009765625,0.00434874277561903,-1.5497207641601562e-06,321.01827216148376,0.00015890937356743962,235264
144.0,1763260382.8758976,,,,,,144.0,3247,,,,322.64152359962463,,237059
139.0,1763260383.0255113,,,,,,139.0,3250,,,,322.79113721847534,,237292
167.0,1763260383.384523,,,,,,167.0,3255,,,,323.1501488685608,,237600
102.0,1763260383.6288416,,,,,,102.0,3259,,,,323.3944675922394,,237907
,1763260384.7717645,0.0019129365682601929,0.4067232608795166,100.7437973022461,755.0,0.00024760980159044266,,3275,0.0,0.00037964340299367905,-9.5367431640625e-07,324.53739047050476,0.00015660522331018,239104
166.0,1763260384.7930436,,,,,,166.0,3276,,,,324.55866956710815,,239158
,1763260385.953759,-0.01990899257361889,0.4464390277862549,99.69216918945312,756.0,0.006720922887325287,,3296,0.0,0.0013827085494995117,-9.5367431640625e-07,325.71938490867615,0.0001558371732244268,240384
,1763260388.672021,0.002632061019539833,0.4234725534915924,195.57452392578125,757.0,0.0027967821806669235,,3338,0.0,0.00012559257447719574,0.0,328.4376468658447,0.00015445468307007104,242688
105.0,1763260389.6725607,,,,,,105.0,3351,,,,329.4381866455078,,243403
,1763260390.2177289,0.004852741956710815,0.5368757247924805,207.68084716796875,756.0,0.009519631043076515,,3357,0.0,0.0004475004971027374,-5.960464477539062e-07,329.9833548069,0.00015384024300146848,243712
92.0,1763260390.44467,,,,,,92.0,3360,,,,330.21029591560364,,243905
91.0,1763260393.6418169,,,,,,91.0,3398,,,,333.40744280815125,,245934
99.0,1763260393.8865497,,,,,,99.0,3401,,,,333.65217566490173,,246125
97.0,1763260394.3162756,,,,,,97.0,3406,,,,334.08190155029297,,246356
117.0,1763260395.3233871,,,,,,117.0,3419,,,,335.0890130996704,,247118
,1763260395.7513256,-0.005204945802688599,0.5220170021057129,0.07603490352630615,755.0,3.2383017241954803e-05,,3426,0.0,0.0018509617075324059,-1.1920928955078125e-07,335.5169515609741,0.00015153609274420887,247552
,1763260395.9006243,0.0016363002359867096,0.5285848379135132,107.05269622802734,755.0,0.0037003448233008385,,3428,0.0,0.0016020694747567177,-7.152557373046875e-07,335.66625022888184,0.00015145928773563355,247680
,1763260396.2514882,0.0010235793888568878,0.4721985459327698,94.39239501953125,755.0,3.5064294934272766e-05,,3435,0.0,0.0005919430404901505,0.0,336.01711416244507,0.0001512288727099076,248064
,1763260397.1031647,0.0074623823165893555,0.5567907691001892,93.98997497558594,756.0,-0.002856692299246788,,3450,0.0,0.0014070551842451096,-3.5762786865234375e-07,336.8687906265259,0.00015069123764988035,248960
113.0,1763260397.128732,,,,,,113.0,3451,,,,336.894357919693,,249026
97.0,1763260397.6951587,,,,,,97.0,3462,,,,337.4607846736908,,249668
,1763260398.515158,-0.026512358337640762,0.4455888569355011,14.401666641235352,758.0,-0.005635799840092659,,3476,0.001953125,0.004094040021300316,-9.5367431640625e-07,338.28078389167786,0.00014976959209889174,250496
118.0,1763260398.643666,,,,,,118.0,3479,,,,338.40929198265076,,250662
,1763260400.1824067,-0.0030910130590200424,0.5262938141822815,0.04969002306461334,758.0,-0.004938350059092045,,3498,0.0,0.0002588564530014992,-0.0002799034118652344,339.94803261756897,0.0001489247370045632,251904
126.0,1763260400.5594273,,,,,,126.0,3503,,,,340.32505321502686,,252196
119.0,1763260401.5277946,,,,,,119.0,3513,,,,341.2934205532074,,252857
,1763260402.745097,-0.005668744444847107,0.5668038129806519,0.07471279799938202,758.0,0.0009305523708462715,,3525,0.0,0.0006639892235398293,-8.344650268554688e-07,342.5107228755951,0.00014784946688450873,253696
138.0,1763260403.8289514,,,,,,138.0,3537,,,,343.5945773124695,,254521
,1763260405.1874552,0.0002092123031616211,0.593120276927948,0.07774905860424042,758.0,-0.003722970373928547,,3554,0.0,8.60048457980156e-05,-4.76837158203125e-07,344.95308113098145,0.00014669739175587893,255616
,1763260405.2976978,-0.0030930377542972565,0.5730161070823669,0.04857051745057106,758.0,0.0012522060424089432,,3555,0.0,7.485039532184601e-05,-6.842613220214844e-05,345.0633237361908,0.0001466205867473036,255744
,1763260406.523234,0.004773829132318497,0.5354517698287964,2.157068967819214,759.0,-0.013178716413676739,,3576,0.0,0.0018578926101326942,-5.960464477539062e-07,346.28885984420776,0.0001458525366615504,257024
,1763260406.6357365,0.003253322094678879,0.40348929166793823,14.205876350402832,759.0,-0.0010064253583550453,,3578,0.0,0.0015791980549693108,-1.430511474609375e-06,346.4013624191284,0.00014577573165297508,257152
117.0,1763260406.7770147,,,,,,117.0,3581,,,,346.54264068603516,,257354
,1763260407.2081316,-0.0006727501749992371,0.49668046832084656,14.145953178405762,760.0,0.0011464450508356094,,3589,0.0,4.859641194343567e-05,-1.0728836059570312e-06,346.97375750541687,0.00014539170661009848,257792
112.0,1763260408.5100522,,,,,,112.0,3613,,,,348.2756781578064,,259203
114.0,1763260410.0060246,,,,,,114.0,3640,,,,349.77165055274963,,260796
,1763260410.9404428,-0.02427595853805542,0.51677405834198,101.071533203125,763.0,-0.020389286801218987,,3656,0.001953125,0.004242240451276302,-3.5762786865234375e-07,350.70606875419617,0.00014301075134426355,261760
114.0,1763260411.632598,,,,,,114.0,3669,,,,351.3982238769531,,262553
,1763260412.3009217,-0.002423301339149475,0.500565767288208,100.53587341308594,764.0,0.0010893261060118675,,3679,0.0,0.0005758730694651604,-4.76837158203125e-07,352.0665476322174,0.00014216589624993503,263168
,1763260412.5322955,-0.0001150909811258316,0.5536163449287415,13.488801956176758,764.0,-0.002679910510778427,,3683,0.0,0.0001923535019159317,-3.5762786865234375e-07,352.2979214191437,0.0001420122862327844,263424
115.0,1763260412.5707612,,,,,,115.0,3684,,,,352.3363871574402,,263535
,1763260414.7863476,-0.00831550732254982,0.5011484622955322,0.3872899115085602,764.0,0.005424897186458111,,3711,0.0,0.0007468508556485176,-3.5762786865234375e-07,354.5519735813141,0.0001409370161127299,265216
,1763260414.980976,-0.002337668091058731,0.49543657898902893,13.402122497558594,764.0,0.007437758147716522,,3713,0.0,0.0008058995008468628,-2.384185791015625e-07,354.74660205841064,0.0001408602111041546,265344
,1763260415.193414,-0.0031708627939224243,0.4910309314727783,2.0817718505859375,764.0,0.000628187321126461,,3715,0.0,6.336811929941177e-05,-3.5762786865234375e-07,354.95903992652893,0.00014078340609557927,265472
,1763260416.343311,-0.009210057556629181,0.5271533131599426,85.94944763183594,764.0,-0.0059097763150930405,,3731,0.0,0.0007842592895030975,-2.384185791015625e-07,356.1089370250702,0.00014024577103555202,266368
118.0,1763260416.4934378,,,,,,118.0,3734,,,,356.2590637207031,,266600
124.0,1763260417.897306,,,,,,124.0,3755,,,,357.6629319190979,,267809
,1763260419.0869458,-0.0007287915796041489,0.47352829575538635,0.09760941565036774,766.0,-0.0020777033641934395,,3775,0.0,0.0015675509348511696,4.798173904418945e-05,358.85257172584534,0.0001386328658554703,269056
,1763260419.343454,0.014975052326917648,0.5293734073638916,12.8905029296875,766.0,0.011674401350319386,,3779,0.0,0.0008977660909295082,0.004389166831970215,359.1090798377991,0.00013847925583831966,269312
,1763260421.931445,0.005663707852363586,0.4920964241027832,96.34925842285156,765.0,-0.0023578237742185593,,3804,0.001953125,0.0008963383734226227,0.019938766956329346,361.6970708370209,0.00013748080527875572,270976
,1763260422.2654784,-0.017204798758029938,0.5725841522216797,0.03155476972460747,765.0,0.018237845972180367,,3807,0.017578125,0.008533736690878868,0.9920158982276917,362.03110432624817,0.00013732719526160508,271232
,1763260425.9163625,-0.0017451271414756775,0.5222363471984863,79.08472442626953,765.0,0.009908521547913551,,3847,0.0,0.0010924357920885086,0.31215953826904297,365.6819884777069,0.00013579109509009868,273792
169.0,1763260428.2075963,,,,,,169.0,3879,,,,367.9732222557068,,275982
,1763260428.539475,-0.002653367817401886,0.5894967913627625,0.3579775393009186,766.0,0.006932712160050869,,3884,0.001953125,0.004456198774278164,0.5311270952224731,368.30510091781616,0.00013425499491859227,276352
,1763260428.764485,0.0020765718072652817,0.5448299646377563,2.305006980895996,766.0,0.011946450918912888,,3887,0.0,0.0018160156905651093,-0.006532073020935059,368.53011083602905,0.00013410138490144163,276608
,1763260429.1417692,-0.0028877481818199158,0.4915364384651184,0.026405908167362213,767.0,0.0166325606405735,,3891,0.0,0.0038867266848683357,0.9859395623207092,368.9073951244354,0.00013387096987571567,276992
,1763260429.6991923,-0.018364407122135162,0.5262668132781982,0.02359100617468357,767.0,0.0036671850830316544,,3898,0.00390625,0.0016394313424825668,0.6129465103149414,369.46481823921204,0.00013348694483283907,277632
,1763260431.1280859,0.001568082720041275,0.5442216396331787,0.033353209495544434,768.0,0.0034085605293512344,,3912,0.0,0.0026106927543878555,0.9802007079124451,370.8937118053436,0.00013271889474708587,278912
,1763260431.4955654,-0.04476146772503853,0.5701732039451599,0.02977389097213745,768.0,0.06207706034183502,,3915,0.10546875,0.019634462893009186,0.9860612750053406,371.261191368103,0.00013256528472993523,279168
,1763260432.6876118,-0.02368348278105259,0.4290902316570282,6.025162220001221,768.0,0.0002980874851346016,,3928,0.005859375,0.005458061583340168,0.8361653089523315,372.4532377719879,0.000132027649669908,280064
,1763260433.7974985,-0.0010820180177688599,0.49954456090927124,0.9739940166473389,768.0,0.007048463448882103,,3944,0.0,0.001005321741104126,0.8996726274490356,373.56312441825867,0.00013141320960130543,281088
,1763260433.9123707,0.002839399501681328,0.4714885354042053,0.29260730743408203,768.0,0.001024855300784111,,3946,0.0,0.00034703128039836884,0.9299824237823486,373.677996635437,0.0001313364045927301,281216
,1763260434.9802594,-0.02855420485138893,0.3578372895717621,5.445131778717041,769.0,0.021156303584575653,,3963,0.009765625,0.00459858775138855,0.8942116498947144,374.74588537216187,0.00013064515951555222,282368
,1763260436.1617625,-0.0034634731709957123,0.5179651379585266,0.0326908603310585,770.0,0.0018199384212493896,,3981,0.0,0.0022270549088716507,0.9985678791999817,375.9273884296417,0.00012987710942979902,283648
,1763260436.2746842,-0.008721023797988892,0.4331774413585663,0.9941921830177307,770.0,0.011236164718866348,,3983,0.0,0.0011978652328252792,0.8120208382606506,376.04031014442444,0.0001298003044212237,283776
186.0,1763260437.2289007,,,,,,186.0,3997,,,,376.99452662467957,,284807
,1763260442.8501287,-0.034127913415431976,0.3544614613056183,0.010730267502367496,776.0,0.011387215927243233,,4059,0.02734375,0.0032503847032785416,0.23997575044631958,382.6157546043396,0.000125499238492921,290944
,1763260446.3476603,-0.005279982462525368,0.31214386224746704,0.014545059762895107,776.0,-0.0031351326033473015,,4087,0.0,0.00020863767713308334,2.384185791015625e-05,386.11328625679016,0.00012380952830426395,293760
500.0,1763260446.8905537,,,,,,500.0,4091,,,,386.65617966651917,,294237
,1763260448.9216552,0.0018318668007850647,0.30763956904411316,0.0022544600069522858,776.0,0.006568244658410549,,4105,0.0,0.00023288559168577194,0.05176746845245361,388.6872811317444,0.00012265745317563415,295680
,1763260449.460123,-0.0057635921984910965,0.3966199457645416,0.0018765672575682402,776.0,-0.00331674050539732,,4109,0.00390625,0.0028883153572678566,0.4423138499259949,389.2257490158081,0.00012242703814990819,296064
,1763260450.3336716,-0.003336457535624504,0.3291245698928833,0.0014317057793959975,776.0,3.0363909900188446e-05,,4115,0.0,0.002327832393348217,0.006383061408996582,390.09929752349854,0.00012204301310703158,296704
,1763260450.8305182,-0.0007756315171718597,0.3869061768054962,0.001414882019162178,776.0,-0.006345384754240513,,4119,0.0,0.00041389185935258865,0.08867233991622925,390.59614419937134,0.00012181259808130562,297088
500.0,1763260454.754727,,,,,,500.0,4150,,,,394.5203528404236,,300237
,1763260456.4447567,-0.00712909922003746,0.4001461863517761,0.0005951170460321009,777.0,-0.004476064816117287,,4168,0.013671875,0.004437971860170364,0.4671674370765686,396.21038269996643,0.00011881720274686813,302080
500.0,1763260457.9123816,,,,,,500.0,4184,,,,397.67800760269165,,303737
500.0,1763260458.8031273,,,,,,500.0,4194,,,,398.5687532424927,,304737
500.0,1763260459.2879484,,,,,,500.0,4199,,,,399.0535743236542,,305237
500.0,1763260462.7045984,,,,,,500.0,4224,,,,402.47022438049316,,307737
500.0,1763260463.4162972,,,,,,500.0,4229,,,,403.18192315101624,,308237
500.0,1763260465.4165936,,,,,,500.0,4243,,,,405.18221950531006,,309737
,1763260465.8644676,0.0001366548240184784,0.23200955986976624,0.00048533547669649124,779.0,-0.0011049509048461914,,4246,0.0,7.0426613092422485e-06,0.5393285751342773,405.6300935745239,0.00011405529949115589,310016
,1763260466.705222,-0.006491474807262421,0.23085826635360718,0.00040223877294920385,779.0,0.01126536913216114,,4252,0.013671875,0.00208471342921257,0.03843104839324951,406.4708478450775,0.00011367127444827929,310656
,1763260466.9028974,-0.009225726127624512,0.3308393955230713,161.25315856933594,779.0,-0.004968220368027687,,4254,0.001953125,0.0014377739280462265,3.731250762939453e-05,406.668523311615,0.00011359446943970397,310784
500.0,1763260469.7151942,,,,,,500.0,4273,,,,409.4808201789856,,312737
,1763260470.2471817,-0.006772715598344803,0.30355721712112427,9.096375288208947e-05,778.0,0.017177164554595947,,4276,0.01171875,0.004203637130558491,0.35422152280807495,410.01280760765076,0.0001122119792853482,313088
,1763260470.4323142,-0.0076721906661987305,0.3211666941642761,0.00028181792004033923,778.0,-0.0070393262431025505,,4277,0.0,0.002110377885401249,0.45307719707489014,410.1979401111603,0.00011213517427677289,313216
500.0,1763260470.4687462,,,,,,500.0,4278,,,,410.23437213897705,,313237
,1763260472.2442763,0.01247384399175644,0.23158687353134155,7.172854384407401e-05,778.0,-0.0030780332162976265,,4290,0.03515625,0.006277562119066715,0.8578004837036133,412.0099022388458,0.00011136712419101968,314496
500.0,1763260472.4626138,,,,,,500.0,4292,,,,412.228239774704,,314737
,1763260475.7059598,-0.0010410696268081665,0.2405882477760315,0.0013899874174967408,777.0,-0.010702848434448242,,4314,0.00390625,0.0005657076835632324,0.41775691509246826,415.47158575057983,0.00010990783630404621,316928
,1763260476.254185,-0.0046233851462602615,0.25798895955085754,22.230436325073242,777.0,0.001474284566938877,,4318,0.0,1.6796402633190155e-05,-9.250640869140625e-05,416.0198109149933,0.00010967742127832025,317312
500.0,1763260479.2612162,,,,,,500.0,4346,,,,419.02684211730957,,320237
500.0,1763260481.1099257,,,,,,500.0,4366,,,,420.87555170059204,,322237
,1763260481.6953382,-6.993301212787628e-05,0.23828867077827454,0.0070339408703148365,780.0,-0.0012425333261489868,,4372,0.0,3.768131136894226e-05,0.0009276270866394043,421.46096420288086,0.00010637480590958148,322816
,1763260483.08541,0.0012751556932926178,0.22680515050888062,22.517887115478516,781.0,-0.0024673761799931526,,4387,0.0,3.57581302523613e-05,0.00020110607147216797,422.85103607177734,0.00010545314580667764,324352
,1763260483.9020956,0.00866013951599598,0.24832195043563843,144.34828186035156,782.0,0.00963052362203598,,4396,0.0,0.0019665975123643875,-6.198883056640625e-05,423.6677215099335,0.00010491551802260801,325248
500.0,1763260485.643996,,,,,,500.0,4415,,,,425.40962195396423,,327237
,1763260489.4517531,-7.949769496917725e-05,0.24619019031524658,0.0013680614065378904,786.0,0.002911889925599098,,4456,0.0,4.247017204761505e-05,0.9387809038162231,429.21737909317017,0.00010122887761099264,331392
,1763260491.545781,-0.00028472021222114563,0.2350219488143921,0.00017986979219131172,788.0,0.01076489221304655,,4478,0.0,0.0013851793482899666,0.44882625341415405,431.3114068508148,9.984638745663688e-05,333696
,1763260491.6585195,0.0022254586219787598,0.2420213520526886,148.47817993164062,788.0,0.00236689206212759,,4480,0.0,0.00013570208102464676,8.821487426757812e-06,431.4241454601288,9.976958244806156e-05,333824
,1763260492.8107917,-0.0011346922256052494,0.22991639375686646,2.153518835257273e-06,788.0,-0.001154465600848198,,4492,0.0,8.169561624526978e-05,0.7473459839820862,432.57641768455505,9.900153963826597e-05,335104
500.0,1763260493.3339605,,,,,,500.0,4498,,,,433.0995864868164,,335737
,1763260495.5936267,-0.0020652515813708305,0.22242195904254913,5.511995550477877e-05,791.0,0.002451757900416851,,4522,0.0,0.0004496099427342415,0.8996922373771667,435.3592526912689,9.715821943245828e-05,338176
,1763260495.7089014,0.0011660382151603699,0.19288155436515808,0.0055766659788787365,791.0,0.0027107587084174156,,4524,0.0,0.00011832918971776962,5.984306335449219e-05,435.4745273590088,9.708141442388296e-05,338304
