global_step,losses/entropy,losses/old_approx_kl,losses/explained_variance,losses/clipfrac,_step,_runtime,losses/value_loss,charts/episodic_length,_timestamp,charts/SPS,charts/learning_rate,charts/episodic_return,losses/approx_kl,losses/policy_loss
472576,0.5717698931694031,0.0003639832139015198,-0.004942774772644043,0.0,4868,468.2095971107483,0.0014762587379664183,,1763260520.9735482,1068.0,1.6513056834810413e-05,,5.327165126800537e-07,-0.00014343112707138062
473216,0.6019202470779419,0.0004563992843031883,-0.09555649757385254,0.0,4874,468.79543256759644,0.0010914013255387545,,1763260521.5593836,1068.0,1.6129031791933812e-05,,4.562549293041229e-06,-0.00043165311217308044
473600,0.614858090877533,0.0002715820446610451,-0.00827336311340332,0.0,4878,469.13173937797546,0.0017031270544975996,,1763260521.8956904,1068.0,1.589861676620785e-05,,1.4835968613624573e-06,1.642853021621704e-05
473984,0.5306496024131775,-0.0004135891795158386,4.38690185546875e-05,0.0,4882,469.4677836894989,199.21142578125,,1763260522.2317348,1068.0,1.5668203559471294e-05,,1.7844140529632568e-06,-0.0002495255321264267
477440,0.584438145160675,-7.993075996637344e-05,-0.579533576965332,0.0,4915,472.58932065963745,0.0009186024544760585,,1763260525.3532717,1068.0,1.3594470146927051e-05,,4.6100467443466187e-07,0.00019942224025726318
477944,,,,,4920,472.9983100891113,,500.0,1763260525.7622612,,,500.0,,
479104,0.6075413227081299,2.5068409740924835e-05,-0.016281962394714355,0.0,4932,474.10742926597595,0.0012378840474411845,,1763260526.8713803,1068.0,1.259600594494259e-05,,2.0582228899002075e-07,-8.450448513031006e-05
479232,0.6239762306213379,4.090648144483566e-05,-0.03228330612182617,0.0,4933,474.2172508239746,0.0009560860926285386,,1763260526.981202,1068.0,1.251920093636727e-05,,1.7229467630386353e-07,-0.00018891319632530212
479872,0.4834122657775879,-3.599189221858978e-05,-0.1868518590927124,0.0,4939,474.80760860443115,0.0009353050263598561,,1763260527.5715597,1068.0,1.213517680298537e-05,,2.7138739824295044e-06,-0.0005744025111198425
480512,0.5975633263587952,-1.0691583156585693e-05,0.0001563429832458496,0.0,4946,475.37215662002563,244.77581787109375,,1763260528.1361077,1068.0,1.1751151760108769e-05,,2.2351741790771484e-08,-3.168173134326935e-05
481280,0.5769904851913452,0.0003751758486032486,-0.027620911598205566,0.0,4953,476.0804867744446,0.0011455959174782038,,1763260528.8444378,1068.0,1.129032261815155e-05,,6.778165698051453e-06,-0.00038533657789230347
481792,0.5892192721366882,0.00040068477392196655,0.0011893510818481445,0.0,4958,476.5268175601959,0.0010735318064689636,,1763260529.2907686,1068.0,1.0983102583850268e-05,,1.1567026376724243e-06,-0.00033295154571533203
482304,0.5555251836776733,-7.89416953921318e-05,0.5626273155212402,0.0,4963,477.00701880455017,0.0010163519764319062,,1763260529.7709699,1068.0,1.0675883459043689e-05,,2.5061890482902527e-06,8.545815944671631e-06
483200,0.5578979253768921,0.00066398736089468,0.16300839185714722,0.0,4971,477.78721928596497,0.0011106698075309396,,1763260530.5511703,1069.0,1.0138248399016447e-05,,2.711080014705658e-06,-0.0006279647350311279
483328,0.5925983190536499,-0.0003510899841785431,-0.20167624950408936,0.0,4972,477.9309878349304,0.0010190272005274892,,1763260530.694939,1068.0,1.0061444299935829e-05,,5.010515451431274e-07,-0.000101432204246521
483944,,,,,4978,478.41364073753357,,500.0,1763260531.1775918,,,500.0,,
484224,0.5539804100990295,1.9720755517482758e-05,0.2038974165916443,0.0,4981,478.7127079963684,0.0011550475610420108,,1763260531.476659,1069.0,9.523809239908587e-06,,2.3189932107925415e-07,-2.5741755962371826e-05
484992,0.5699102282524109,-8.249841630458832e-05,3.0517578125e-05,0.0,4989,479.42141342163086,340.2944641113281,,1763260532.1853645,1069.0,9.062980097951367e-06,,8.195638656616211e-08,5.000084638595581e-05
485504,0.6050713062286377,5.696341395378113e-05,5.0067901611328125e-06,0.0,4994,479.86751675605774,375.63116455078125,,1763260532.6314678,1069.0,8.755760063650087e-06,,9.313225746154785e-08,3.795325756072998e-05
486912,0.5709168314933777,0.00044452305883169174,-0.08855569362640381,0.0,5008,481.16105127334595,0.0013066560495644808,,1763260533.9250023,1069.0,7.910905878816266e-06,,6.789341568946838e-07,-0.0002140253782272339
487424,0.5611211061477661,0.00032819807529449463,0.04454869031906128,0.0,5013,481.6055815219879,0.0010720646241679788,,1763260534.3695326,1069.0,7.603686754009686e-06,,1.1082738637924194e-06,-1.0602176189422607e-05
487643,,,,,5015,481.74873185157776,,500.0,1763260534.512683,,,500.0,,
490112,0.595909059047699,0.00011770986020565033,-0.7961313724517822,0.0,5039,484.0077064037323,0.0013167841825634241,,1763260536.7716575,1069.0,5.990783392917365e-06,,1.9352883100509644e-06,4.881620407104492e-05
493312,0.5896911025047302,2.7799978852272034e-06,-0.16364872455596924,0.0,5071,486.91609144210815,0.0012848612386733294,,1763260539.6800425,1069.0,4.070660452271113e-06,,1.1082738637924194e-07,4.2065978050231934e-05
497983,,,,,5117,491.1449329853058,,500.0,1763260543.908884,,,500.0,,
498483,,,,,5122,491.6186029911041,,500.0,1763260544.382554,,,500.0,,
498983,,,,,5127,492.0598027706146,,500.0,1763260544.8237538,,,500.0,,
499072,0.5884246230125427,9.626150131225586e-06,7.88569450378418e-05,0.0,5128,492.15619802474976,630.029296875,,1763260544.920149,1070.0,6.144393296381168e-07,,1.30385160446167e-08,-1.428648829460144e-06
