global_step,losses/policy_loss,losses/explained_variance,_timestamp,_runtime,losses/clipfrac,charts/learning_rate,charts/episodic_return,losses/old_approx_kl,charts/SPS,losses/approx_kl,losses/value_loss,charts/episodic_length,_step,losses/entropy
465152,-0.00019022449851036072,-0.0001112222671508789,1763260511.5893579,458.68529891967773,0.0,2.0967741875210777e-05,,-0.0004592379555106163,1075.0,1.7294660210609436e-06,156.22409057617188,,4806,0.5754493474960327
465536,-0.00011675804853439331,0.048568010330200195,1763260511.9293363,459.0252773761749,0.0,2.0737326849484816e-05,,8.626468479633331e-05,1075.0,7.972121238708496e-07,0.0008743660291656852,,4809,0.5665496587753296
465920,-0.00017693638801574707,-0.35386133193969727,1763260512.2679558,459.36389684677124,0.0,2.0506911823758855e-05,,1.0632909834384918e-05,1075.0,3.2456591725349426e-06,0.0010270850034430623,,4813,0.5076450705528259
469760,-2.263486385345459e-05,-0.06035196781158447,1763260515.788023,462.88396406173706,0.0,1.8202765204478055e-05,,-0.00029489491134881973,1075.0,6.87967985868454e-06,0.0014536745147779584,,4851,0.5373206734657288
469888,0.0006380714476108551,0.0853232741355896,1763260515.8986495,462.99459052085876,0.0,1.8125960195902735e-05,,0.0007072780281305313,1075.0,1.2101605534553528e-05,0.0009551672264933586,,4852,0.5430811643600464
470553,,,1763260516.4753654,463.5713064670563,,,500.0,,,,,500.0,4859,
471552,0.00010773539543151855,-0.24377965927124023,1763260517.4016192,464.49756026268005,0.0,1.7127496903412975e-05,,-0.0020482251420617104,1075.0,7.555820047855377e-06,0.0008324482478201389,,4868,0.5562857389450073
472064,-0.0013981051743030548,-0.0001214742660522461,1763260517.8912225,464.9871635437012,0.0,1.6820276869111694e-05,,0.0001451810821890831,1075.0,8.256174623966217e-06,306.5596618652344,,4874,0.5784194469451904
472553,,,1763260518.2646255,465.36056661605835,,,500.0,,,,,500.0,4878,
472960,-0.0005094222724437714,0.05268716812133789,1763260518.6800292,465.7759702205658,0.0,1.6282641809084453e-05,,0.00011392496526241302,1075.0,7.5194984674453735e-06,0.000867710099555552,,4882,0.5865392684936523
476288,-0.00031366758048534393,0.04904448986053467,1763260521.710728,468.8066689968109,0.0,1.4285714314610232e-05,,0.000710642896592617,1075.0,3.0463561415672302e-06,0.0015232883160933852,,4915,0.5801496505737305
476800,-0.00025241076946258545,-0.1202012300491333,1763260522.197656,469.29359698295593,0.0,1.397849428030895e-05,,-0.0009298091754317284,1075.0,1.0649673640727997e-05,0.001396679668687284,,4920,0.5528600215911865
478053,,,1763260523.2964623,470.3924033641815,,,500.0,,,,,500.0,4932,
478080,-3.0279159545898438e-05,-5.8770179748535156e-05,1763260523.374721,470.4706621170044,0.0,1.321044510405045e-05,,-8.210167288780212e-05,1075.0,3.6135315895080566e-07,161.34783935546875,,4933,0.5390222668647766
478720,-0.0003371722996234894,-0.15842652320861816,1763260523.9344265,471.03036761283875,0.0,1.282642097066855e-05,,-0.0010161744430661201,1075.0,5.77140599489212e-06,0.0015811719931662083,,4939,0.49796175956726074
479488,0.00023925304412841797,-0.05891978740692139,1763260524.6468732,471.74281430244446,0.0,1.2365591828711331e-05,,0.0008182208985090256,1075.0,2.04332172870636e-06,0.0010183989070355892,,4946,0.5622600317001343
480128,-0.000897776335477829,-3.7670135498046875e-05,1763260525.2472808,472.3432219028473,0.0,1.198156678583473e-05,,0.00029730144888162613,1075.0,2.3739412426948547e-06,340.9668273925781,,4953,0.4995383322238922
480640,0.00017781183123588562,-9.524822235107422e-05,1763260525.6967468,472.7926878929138,0.0,1.1674346751533449e-05,,-0.00027613062411546707,1075.0,8.298084139823914e-07,290.2767333984375,,4958,0.5405158400535583
481152,2.3640692234039307e-05,-7.62939453125e-05,1763260526.1619272,473.2578682899475,0.0,1.136712762672687e-05,,0.00048433803021907806,1075.0,1.2032687664031982e-06,219.60781860351562,,4963,0.560554027557373
482048,0.00012633390724658966,-0.1578531265258789,1763260526.9724336,474.06837463378906,0.0,1.082949347619433e-05,,0.0006600525230169296,1076.0,6.023794412612915e-06,0.000993940164335072,,4971,0.5783625841140747
482053,,,1763260526.9758315,474.0717725753784,,,500.0,,,,,500.0,4972,
482688,-2.072751522064209e-05,-0.05654621124267578,1763260527.5645225,474.66046357154846,0.0,1.0445468433317728e-05,,0.00023475568741559982,1076.0,3.102235496044159e-06,0.001488378387875855,,4978,0.5790027379989624
483053,,,1763260527.8253736,474.9213147163391,,,500.0,,,,,500.0,4981,
483840,-0.0011940300464630127,-0.0005679130554199219,1763260528.6144114,475.7103524208069,0.0,9.754224265634548e-06,,0.00027439743280410767,1076.0,9.449198842048645e-06,0.0011932270135730505,,4989,0.5648542046546936
484352,-0.0007422026246786118,-0.02249133586883545,1763260529.06524,476.161180973053,0.0,9.447004231333267e-06,,-0.0002914620563387871,1076.0,4.529021680355072e-06,0.001159036997705698,,4994,0.557495653629303
485760,0.00019330158829689026,-0.010499358177185059,1763260530.3666975,477.4626386165619,0.0,8.602150955994148e-06,,0.00030270591378211975,1076.0,1.8458813428878784e-06,0.0014357403852045536,,5008,0.5543015003204346
486272,-0.0008423905819654465,0.01518315076828003,1763260530.820184,477.9161250591278,0.0,8.294930921692867e-06,,0.0007075779139995575,1076.0,2.684071660041809e-06,0.0015548039227724075,,5013,0.5545768141746521
486528,-0.0002799760550260544,0.1613074541091919,1763260531.0427177,478.13865876197815,0.0,8.141320904542226e-06,,-7.126852869987488e-05,1076.0,2.812594175338745e-07,0.0010451447451487184,,5015,0.5682711005210876
488960,4.781782627105713e-05,-0.02980959415435791,1763260533.2377956,480.3337366580963,0.0,6.682027560600545e-06,,0.0001490740105509758,1076.0,6.491318345069885e-07,0.0011397467460483313,,5039,0.5543644428253174
492160,-1.735985279083252e-06,-0.00016689300537109375,1763260536.1329565,483.2288975715637,0.0,4.761904619954294e-06,,-1.882202923297882e-06,1076.0,1.0244548320770264e-08,129.44435119628906,,5071,0.4779350757598877
496896,-9.150803089141846e-05,-0.047031521797180176,1763260540.4256628,487.52160382270813,0.0,1.9201229406462517e-06,,-0.00013061799108982086,1076.0,6.50063157081604e-07,0.0014131207717582583,,5117,0.5852996110916138
497408,-3.917515277862549e-05,-0.03507888317108154,1763260540.9067094,488.0026504993439,0.0,1.6129032474054839e-06,,-5.8523379266262054e-05,1076.0,3.818422555923462e-08,0.0013389230007305741,,5122,0.5800578594207764
497920,-1.3519078493118286e-05,-0.037825703620910645,1763260541.3551528,488.45109391212463,0.0,1.305683554164716e-06,,8.92002135515213e-05,1076.0,1.6763806343078613e-08,0.001333781168796122,,5127,0.6118614077568054
498048,-0.00014127790927886963,0.05999612808227539,1763260541.4649975,488.56093859672546,0.0,1.2288786592762335e-06,,6.925314664840698e-06,1076.0,6.332993507385254e-08,0.00118938775267452,,5128,0.5819785594940186
499200,-3.139488399028778e-06,-0.19787812232971191,1763260542.5096657,489.6056067943573,0.0,5.376344347496342e-07,,-5.705282092094421e-06,1076.0,9.313225746154785e-09,0.0011755821760743856,,5140,0.5524333715438843
499840,1.7881393432617188e-06,-0.06346797943115234,1763260543.1010723,490.1970133781433,0.0,1.536098324095292e-07,,-6.966292858123779e-07,1076.0,3.725290298461914e-09,0.001332390122115612,,5146,0.5545091032981873
