global_step,charts/episodic_length,losses/value_loss,losses/policy_loss,charts/learning_rate,losses/clipfrac,losses/explained_variance,_step,charts/SPS,losses/entropy,_runtime,charts/episodic_return,_timestamp,losses/approx_kl,losses/old_approx_kl
476416,,226.65505981445312,-0.00012833625078201294,1.4208909306034911e-05,0.0,-0.0006068944931030273,4932,1055.0,0.4862419366836548,477.6738636493683,,1763260530.7450945,2.1979212760925293e-07,-7.389858365058899e-05
476544,,0.0017074900679290295,0.00020023435354232788,1.4132104297459591e-05,0.0,-0.1473846435546875,4933,1055.0,0.533860445022583,477.78398609161377,,1763260530.855217,1.1183321475982666e-05,0.00030319392681121826
477184,,0.0011420121882110834,-0.0006339102983474731,1.3748080164077692e-05,0.0,-0.21179139614105225,4939,1055.0,0.4879537522792816,478.3708076477051,,1763260531.4420385,1.8911436200141907e-05,0.0014487523585557938
477838,500.0,,,,,,4946,,,478.9638497829437,500.0,1763260532.0350807,,
478592,,0.0010933616431429982,-0.00018292665481567383,1.290322597924387e-05,0.0,0.06678801774978638,4953,1055.0,0.5725657939910889,479.6251587867737,,1763260532.6963897,8.139759302139282e-07,0.0008736960589885712
479104,,0.0012311722384765744,-0.0005819052457809448,1.259600594494259e-05,0.0,-0.24932074546813965,4958,1055.0,0.5660563111305237,480.10439705848694,,1763260533.175628,1.1650845408439636e-05,0.0007870495319366455
479616,,0.001163413398899138,0.00039252638816833496,1.228878682013601e-05,0.0,-1.3481698036193848,4963,1055.0,0.5465355515480042,480.54881501197815,,1763260533.620046,5.289912223815918e-07,6.961636245250702e-05
480384,,413.76690673828125,4.670768976211548e-05,1.182795676868409e-05,0.0,-0.00041306018829345703,4971,1055.0,0.5765733122825623,481.2528946399689,,1763260534.3241255,9.75094735622406e-07,-0.0005183210596442223
480512,,0.0015466492623090744,-0.0008994601666927338,1.1751151760108769e-05,0.0,0.19170963764190674,4972,1055.0,0.5283243656158447,481.36305499076843,,1763260534.4342859,2.8796494007110596e-06,0.0003570467233657837
481152,,0.0012197388568893075,-0.0001480579376220703,1.136712762672687e-05,0.0,-0.07033026218414307,4978,1056.0,0.5622191429138184,481.92090106010437,,1763260534.992132,1.4863908290863037e-06,0.00024968013167381287
481408,,437.5694274902344,9.350478649139404e-06,1.1213517609576229e-05,0.0,0.0001131892204284668,4981,1055.0,0.5118793249130249,482.1775391101837,,1763260535.24877,1.708976924419403e-06,-0.0004375101998448372
482304,,0.0011731393169611692,-4.33996319770813e-05,1.0675883459043689e-05,0.0,0.020000815391540527,4989,1056.0,0.5383663177490234,482.9543511867523,,1763260536.025582,2.25752592086792e-06,-0.0005382075905799866
482816,,0.0012436769902706146,-0.00022884458303451538,1.0368663424742408e-05,0.0,-1.142014980316162,4994,1056.0,0.5031123757362366,483.43670320510864,,1763260536.507934,6.075948476791382e-06,-0.0008265692740678787
484224,,0.0010162718826904893,-1.9885599613189697e-05,9.523809239908587e-06,0.0,-0.18624329566955566,5008,1056.0,0.5295260548591614,484.6949508190155,,1763260537.7661817,4.759058356285095e-07,0.0001299707219004631
484736,,0.0012072860263288021,2.8774142265319824e-05,9.216590115102008e-06,0.0,-0.14308810234069824,5013,1056.0,0.4987735450267792,485.16664838790894,,1763260538.2378793,6.137415766716003e-07,0.00037327874451875687
484864,,184.43783569335938,-0.0006934553384780884,9.139785106526688e-06,0.0,-4.172325134277344e-05,5015,1056.0,0.5424689054489136,485.28175830841064,,1763260538.3529892,2.1783635020256042e-06,-4.4723041355609894e-05
487338,500.0,,,,,,5039,,,487.47307991981506,500.0,1763260540.5443108,,
490624,,0.001344421412795782,0.0001654699444770813,5.683563813363435e-06,0.0,-0.14407575130462646,5071,1057.0,0.5168397426605225,490.40274119377136,,1763260543.473972,1.5292316675186157e-06,-0.00025914423167705536
495338,500.0,,,,,,5117,,,494.48278045654297,500.0,1763260547.5540113,,
495838,500.0,,,,,,5122,,,494.94941091537476,500.0,1763260548.0206418,,
496338,500.0,,,,,,5127,,,495.38275694847107,500.0,1763260548.4539878,,
496384,,290.6261901855469,-1.6413629055023193e-05,2.2273425202001818e-06,0.0,-9.191036224365234e-05,5128,1057.0,0.49914348125457764,495.4657783508301,,1763260548.5370092,1.4901161193847656e-08,-5.714595317840576e-06
497664,,0.0013945270329713821,-4.6622008085250854e-06,1.459293343941681e-06,0.0,-0.1151123046875,5140,1058.0,0.5640219449996948,496.60628485679626,,1763260549.6775157,6.05359673500061e-08,-5.358550697565079e-05
498304,,0.0013493250589817762,1.1593103408813477e-05,1.0752688694992685e-06,0.0,0.19005775451660156,5146,1058.0,0.5525760650634766,497.1733546257019,,1763260550.2445855,1.7695128917694092e-08,-4.428531974554062e-05
498688,,0.0011833042372018099,-5.412101745605469e-05,8.448540711469832e-07,0.0,0.06314712762832642,5150,1058.0,0.6017662286758423,497.50230622291565,,1763260550.573537,2.7008354663848877e-08,1.7588026821613312e-05
498816,,0.001437111757695675,1.0438263416290283e-05,7.680491762585007e-07,0.0,0.09337496757507324,5151,1058.0,0.4927511215209961,497.61198711395264,,1763260550.683218,3.166496753692627e-08,3.5237520933151245e-05
499968,,0.0015065402258187532,-1.903623342514038e-06,7.68049162047646e-08,0.0,0.058518409729003906,5163,1058.0,0.5352791547775269,498.63385009765625,,1763260551.705081,2.0489096641540527e-08,1.1138617992401123e-06
