charts/learning_rate,charts/SPS,global_step,losses/clipfrac,_runtime,losses/value_loss,losses/entropy,charts/episodic_return,losses/policy_loss,losses/explained_variance,losses/approx_kl,losses/old_approx_kl,_step,charts/episodic_length,_timestamp
0.00010737327102106065,673.0,321152,0.0,503.6142671108246,286.9423828125,0.5387290120124817,,0.00036810338497161865,-4.303455352783203e-05,0.00013625714927911758,-0.004901713691651821,3351,,1763260562.0946562
0.00010698924597818404,673.0,321792,0.0,504.2166016101837,0.0031937980093061924,0.5580822825431824,,-0.0003333576023578644,-0.08385515213012695,8.296780288219452e-05,0.004184853285551071,3357,,1763260562.6969907
,,322140,,504.48678398132324,,,500.0,,,,,3360,500.0,1763260562.967173
0.00010576036584097892,675.0,323840,0.0,506.11390948295593,0.003991525154560804,0.5681852102279663,,-0.012438947334885597,0.05090534687042236,0.0002922937273979187,0.0031986255198717117,3377,,1763260564.5942986
0.00010445468797115609,676.0,326016,0.0,508.29767370224,0.00018889819330070168,0.584030270576477,,-0.005395234562456608,0.02750307321548462,0.0005010692402720451,0.00695428904145956,3398,,1763260566.7780628
0.00010430107795400545,676.0,326272,0.0,508.5820960998535,0.004254249390214682,0.5113635659217834,,-0.000513032078742981,-0.06273722648620605,0.00021786615252494812,-0.005109772086143494,3401,,1763260567.0624852
0.00010399385791970417,677.0,326784,0.0,509.12092089653015,0.0031329370103776455,0.5417380928993225,,0.004990551620721817,0.03422456979751587,0.00020372681319713593,0.0023418478667736053,3406,,1763260567.60131
0.00010391705291112885,677.0,326912,0.0,509.2484667301178,0.000220531685044989,0.44193169474601746,,-0.00047889165580272675,0.07018011808395386,3.2524578273296356e-05,0.0013212962076067924,3407,,1763260567.7288558
,,328140,,510.5205886363983,,,500.0,,,,,3419,500.0,1763260569.0009778
0.00010276497778249905,678.0,328832,0.0,511.3039581775665,0.0036753141321241856,0.5437531471252441,,5.106627941131592e-05,-0.39929771423339844,0.00021399278193712234,-0.0008056806400418282,3426,,1763260569.7843473
0.0001026113677653484,678.0,329088,0.0,511.57562804222107,0.00023134445655159652,0.5480875968933105,,-0.01840684935450554,0.23231244087219238,0.0004872586578130722,0.007589409127831459,3428,,1763260570.0560172
0.0001022273427224718,678.0,329728,0.0,512.2215993404388,310.4082946777344,0.6107305288314819,,-0.0008777938783168793,4.929304122924805e-05,6.34416937828064e-05,0.0030011218041181564,3435,,1763260570.7019885
0.00010130568261956796,679.0,331264,0.0,513.8272657394409,268.2786560058594,0.617214024066925,,0.004407823085784912,-9.894371032714844e-06,7.57584348320961e-05,-0.0017890753224492073,3450,,1763260572.3076549
0.00010122887761099264,679.0,331392,0.0,513.9575383663177,0.0011200540466234088,0.5407497882843018,,-0.0034613311290740967,0.09020155668258667,0.00011840276420116425,-0.0028708577156066895,3451,,1763260572.4379275
0.00010053763253381476,680.0,332544,0.0,515.1093156337738,0.00014660610759165138,0.5806318521499634,,-8.45789909362793e-05,0.07034748792648315,0.00012429896742105484,0.0026406748220324516,3462,,1763260573.5897048
9.969277743948624e-05,681.0,333952,0.0,516.4340994358063,0.0002094414085149765,0.534098744392395,,0.0006698090583086014,-0.34358716011047363,0.00018098670989274979,0.0022416142746806145,3476,,1763260574.9144886
9.95391674223356e-05,681.0,334208,0.0,516.667350769043,191.47621154785156,0.5329920649528503,,-0.001038992777466774,-7.653236389160156e-05,6.597023457288742e-05,-0.0018796781077980995,3479,,1763260575.14774
,,336140,,518.5739479064941,,,500.0,,,,,3498,500.0,1763260577.054337
9.80030745267868e-05,683.0,336768,0.0,519.1886007785797,0.0038377989549189806,0.4864063560962677,,-0.01371212862432003,-0.7974547147750854,0.0014284830540418625,0.014958111569285393,3503,,1763260577.66899
9.738863445818424e-05,684.0,337792,0.0,520.2295942306519,0.002933933399617672,0.566184401512146,,3.0349940061569214e-05,0.04957103729248047,3.941357135772705e-06,2.870894968509674e-05,3513,,1763260578.7099833
9.662058437243104e-05,684.0,339072,0.0,521.5733466148376,0.00026992990751750767,0.507223904132843,,-0.007800523191690445,-0.09118425846099854,0.00019205641001462936,0.0015401998534798622,3525,,1763260580.0537357
9.592933929525316e-05,685.0,340224,0.0,522.6647338867188,254.47850036621094,0.5145887136459351,,-0.0021939449943602085,-3.5643577575683594e-05,3.315415233373642e-05,-0.00041206274181604385,3537,,1763260581.145123
9.485406917519867e-05,686.0,342016,0.0,524.3981432914734,0.0001747508067637682,0.5709359645843506,,0.00014991313219070435,-0.2777622938156128,0.0003826962783932686,0.0031789476051926613,3554,,1763260582.8785324
,,342140,,524.4459173679352,,,500.0,,,,,3555,500.0,1763260582.9263065
9.354838402941823e-05,688.0,344192,0.0,526.585503578186,400.661865234375,0.5759508609771729,,0.0004061460494995117,-4.4226646423339844e-05,0.0001168418675661087,0.003908069804310799,3576,,1763260585.0658927
9.339477401226759e-05,688.0,344448,0.0,526.8700547218323,0.00023885043628979474,0.5693367123603821,,-0.0009400099515914917,-0.47430920600891113,0.00035464484244585037,-0.0007723076269030571,3578,,1763260585.3504438
9.324116399511695e-05,688.0,344704,0.0,527.1204805374146,626.7420043945312,0.5751013159751892,,0.0015194639563560486,-4.410743713378906e-05,7.407553493976593e-05,4.834681749343872e-05,3581,,1763260585.6008697
9.270353621104732e-05,688.0,345600,0.0,528.0400927066803,0.0002011620090343058,0.5703088045120239,,-0.0035458002239465714,-0.04733622074127197,0.00023354310542345047,-0.003719824366271496,3589,,1763260586.5204818
,,347874,,530.4213600158691,,,500.0,,,,,3613,500.0,1763260588.9017491
9.078341099666432e-05,690.0,348800,0.0,531.4825310707092,0.000489156402181834,0.5808268785476685,,-0.00011571124196052551,0.04806852340698242,1.198798418045044e-05,-0.0013125669211149216,3622,,1763260589.9629202
8.970814087660983e-05,691.0,350592,0.0,533.3987417221069,0.0031051000114530325,0.5772018432617188,,0.0008406192064285278,-0.060799598693847656,3.9521604776382446e-05,0.002274109050631523,3640,,1763260591.8791308
8.870967576513067e-05,692.0,352256,0.0,535.1930513381958,0.00034433757537044585,0.47127342224121094,,-0.015869945287704468,-0.09934747219085693,0.0009247036650776863,0.003140603192150593,3656,,1763260593.6734405
8.794162567937747e-05,693.0,353536,0.0,536.556526184082,0.0032668481580913067,0.6117827296257019,,0.003700241446495056,-0.17527258396148682,0.00048655178397893906,0.0021321093663573265,3669,,1763260595.0369153
8.73271856107749e-05,693.0,354560,0.0,537.6149952411652,0.002908008638769388,0.5921950340270996,,-0.0006590932607650757,-0.1991971731185913,4.763714969158173e-06,-0.0006109410896897316,3679,,1763260596.0953844
8.709677058504894e-05,693.0,354944,0.0,538.0348882675171,360.7827453613281,0.5775808095932007,,0.0012956112623214722,-6.389617919921875e-05,1.781899482011795e-05,-0.000820462591946125,3683,,1763260596.5152774
8.701997285243124e-05,693.0,355072,0.0,538.1626214981079,0.0030571785755455494,0.5768467783927917,,3.2648444175720215e-05,-0.030083775520324707,5.0514936447143555e-06,-6.723403930664062e-05,3684,,1763260596.6430106
,,357874,,541.0553240776062,,,500.0,,,,,3711,500.0,1763260599.5357132
8.525345765519887e-05,695.0,358016,0.0,541.2973449230194,0.0032085345592349768,0.5810663104057312,,-0.0004529207944869995,-0.21917724609375,0.00010659545660018921,-0.0012263618409633636,3713,,1763260599.777734
8.509984763804823e-05,695.0,358272,0.0,541.5401699542999,0.0002533023653086275,0.5628606081008911,,-0.0020891427993774414,0.0671045184135437,0.00011055264621973038,-0.0005906252190470695,3715,,1763260600.020559
,,359874,,543.6708538532257,,,500.0,,,,,3731,500.0,1763260602.151243
8.394777250941843e-05,695.0,360192,0.0,544.2610592842102,0.00031326571479439735,0.525192379951477,,-0.002937721088528633,-0.04594767093658447,0.0001605665311217308,0.00036125723272562027,3734,,1763260602.7414484
8.264208736363798e-05,696.0,362368,0.0,546.5309638977051,0.000308874441543594,0.5974231958389282,,-0.002628713846206665,-0.0696265697479248,4.285294562578201e-05,0.0015580849722027779,3755,,1763260605.011353
,,364374,,548.5113129615784,,,500.0,,,,,3775,500.0,1763260606.991702
8.11827922007069e-05,698.0,364800,0.0,548.9464302062988,0.0002700314798858017,0.5621773600578308,,0.0025296732783317566,0.22084122896194458,0.00020061712712049484,-0.0007553538307547569,3779,,1763260607.4268193
7.964669930515811e-05,699.0,367360,0.0,551.509628534317,0.00027734346804209054,0.5841061472892761,,-0.030590619891881943,-0.09576380252838135,0.0009010350331664085,0.005148968659341335,3804,,1763260609.9900177
7.949308928800747e-05,699.0,367616,0.0,551.7985455989838,0.0024484707973897457,0.579459547996521,,-0.0002690628170967102,0.001744687557220459,6.537884473800659e-07,0.0001653563231229782,3807,,1763260610.2789347
7.69585240050219e-05,702.0,371840,0.0,556.068062543869,0.00033879344118759036,0.6143642663955688,,0.0003659576177597046,0.044581472873687744,6.466172635555267e-05,0.003446105867624283,3847,,1763260614.5484517
7.503840606659651e-05,703.0,375040,0.0,559.4038960933685,0.0028844429180026054,0.5055915713310242,,-0.0011692699044942856,0.06710898876190186,0.00020535383373498917,-0.0040803151205182076,3879,,1763260617.8842852
7.480799104087055e-05,703.0,375424,0.0,559.816755771637,307.94024658203125,0.5027858018875122,,-0.0013523027300834656,-0.00018739700317382812,9.329710155725479e-05,0.000994768925011158,3883,,1763260618.297145
7.473118603229523e-05,703.0,375552,0.0,559.9338631629944,0.0024610725231468678,0.5284642577171326,,-0.00022043846547603607,0.046769559383392334,4.185456782579422e-05,0.0014625182375311852,3884,,1763260618.4142523
,,375872,,560.2250351905823,,,500.0,,,,,3887,500.0,1763260618.7054243
7.42703559808433e-05,704.0,376320,0.0,560.7433886528015,0.00034855963895097375,0.507679283618927,,-0.010923996567726135,-0.021347403526306152,0.0005525713786482811,0.0061346860602498055,3891,,1763260619.2237778
7.38863309379667e-05,704.0,376960,0.0,561.4399373531342,338.3599548339844,0.5664374232292175,,-0.000913713127374649,-4.684925079345703e-05,5.0582922995090485e-05,0.00026904139667749405,3898,,1763260619.9203265
,,378372,,562.9398736953735,,,500.0,,,,,3912,500.0,1763260621.4202628
7.281106081791222e-05,705.0,378752,0.0,563.3285403251648,0.00024232962459791452,0.5316741466522217,,0.0006038816645741463,0.08303940296173096,5.015544593334198e-05,-0.0003779269754886627,3915,,1763260621.8089294
7.204301073215902e-05,706.0,380032,0.0,564.685783624649,0.00232442794367671,0.5671453475952148,,-0.003837883472442627,0.1367119550704956,0.00041313376277685165,-0.0029539680108428,3928,,1763260623.1661727
7.104454562067986e-05,706.0,381696,0.0,566.4541592597961,0.00043234258191660047,0.5872362852096558,,-0.005075350403785706,0.02807605266571045,0.00010911189019680023,-0.0008016377687454224,3944,,1763260624.9345484
7.096774061210454e-05,706.0,381824,0.0,566.5856816768646,0.00034437995054759085,0.6142996549606323,,-0.007219970226287842,0.07184803485870361,9.137298911809921e-05,-0.0014837449416518211,3945,,1763260625.0660708
,,381872,,566.6177370548248,,,500.0,,,,,3946,500.0,1763260625.0981262
7.04301055520773e-05,707.0,382720,0.0,567.5955913066864,0.0005716406740248203,0.5021142959594727,,-0.00800236314535141,-2.8172075748443604,0.00044817477464675903,0.0020915064960718155,3954,,1763260626.0759804
6.989247049205005e-05,707.0,383616,0.0,568.5330410003662,0.002458040602505207,0.5438143610954285,,0.0002830158919095993,-0.07820403575897217,9.908713400363922e-05,-0.0006439350545406342,3963,,1763260627.01343
,,384372,,569.2678616046906,,,500.0,,,,,3969,500.0,1763260627.7482507
6.874040263937786e-05,708.0,385536,0.0,570.5785558223724,0.0024857050739228725,0.5587314367294312,,0.00029567256569862366,-0.057945847511291504,8.990056812763214e-06,-0.0005188127979636192,3981,,1763260629.058945
6.858679262222722e-05,708.0,385792,0.0,570.8387820720673,0.00044224676094017923,0.5235725045204163,,-0.014088556170463562,0.00413888692855835,0.0005394360050559044,-0.001031971536576748,3983,,1763260629.3191712
6.77419375278987e-05,709.0,387200,0.0,572.3967611789703,0.00045978790149092674,0.5302349925041199,,-0.0016699843108654022,0.271221399307251,3.9033591747283936e-05,0.0013680998235940933,3997,,1763260630.8771503
6.635944737354293e-05,710.0,389504,0.0,574.7365329265594,0.002634353470057249,0.5728273391723633,,-0.0035560838878154755,0.0320124626159668,0.00018518883734941483,-0.0007503749802708626,4020,,1763260633.216922
6.405529711628333e-05,712.0,393344,0.0,578.6425492763519,0.0005339962081052363,0.5943425893783569,,0.0043333955109119415,-0.0208890438079834,0.00020548421889543533,1.207645982503891e-05,4059,,1763260637.1229384
6.23655942035839e-05,713.0,396160,0.0,581.3179547786713,0.0025031978730112314,0.5577009320259094,,-0.0014516860246658325,0.1989484429359436,5.479808896780014e-05,-0.00218085665255785,4087,,1763260639.798344
6.213517917785794e-05,714.0,396544,0.0,581.6662013530731,308.5383605957031,0.5631133317947388,,0.00039351731538772583,-5.602836608886719e-06,6.207264959812164e-06,-0.0007691038772463799,4091,,1763260640.1465905
,,398017,,583.0722842216492,,,500.0,,,,,4105,500.0,1763260641.5526733
6.098310404922813e-05,715.0,398464,0.0,583.5153923034668,0.0004398734890855849,0.5845662355422974,,-0.00834239087998867,-0.024978160858154297,0.00028470344841480255,0.007346950471401215,4109,,1763260641.9957814
,,399017,,584.0141906738281,,,500.0,,,,,4115,500.0,1763260642.4945798
6.036866398062557e-05,715.0,399488,0.0,584.5009746551514,0.000427238701377064,0.5691534280776978,,0.0017439424991607666,0.026171088218688965,2.5667250156402588e-05,-0.0014807265251874924,4119,,1763260642.9813638
,,402017,,586.8099730014801,,,500.0,,,,,4144,500.0,1763260645.2903621
5.852534741279669e-05,717.0,402560,0.0,587.392787694931,211.7957305908203,0.5066230297088623,,0.0023304279893636703,-4.2438507080078125e-05,0.00013800431042909622,-3.6668963730335236e-05,4150,,1763260645.8731768
5.737327228416689e-05,718.0,404480,0.0,589.2387013435364,0.00043144787196069956,0.5394524335861206,,0.0020171552896499634,-0.06009948253631592,0.00015887152403593063,0.0070169782266020775,4168,,1763260647.7190905
,,406017,,590.8525414466858,,,500.0,,,,,4184,500.0,1763260649.3329306
5.583717211266048e-05,719.0,407040,0.0,591.8626794815063,386.2315979003906,0.5219681859016418,,-0.000536799430847168,6.973743438720703e-06,1.0670162737369537e-05,-0.000773911364376545,4194,,1763260650.3430686
5.552995571633801e-05,720.0,407552,0.0,592.335696220398,158.85682678222656,0.5477145910263062,,0.0001535564661026001,-4.38690185546875e-05,2.253800630569458e-07,4.6819448471069336e-05,4199,,1763260650.8160853
5.3993855544831604e-05,721.0,410112,0.0,594.845095872879,132.26980590820312,0.5454226136207581,,0.00036484748125076294,-0.00021195411682128906,2.1627172827720642e-05,0.0014833994209766388,4224,,1763260653.325485
5.368663551053032e-05,721.0,410624,0.0,595.4105014801025,325.7180480957031,0.5361954569816589,,0.0009536296129226685,3.8683414459228516e-05,7.466413080692291e-06,0.0007618879899382591,4229,,1763260653.8908906
5.28417804162018e-05,722.0,412032,0.0,596.8295209407806,482.7257995605469,0.5537181496620178,,-0.0005242824554443359,-1.0251998901367188e-05,1.885741949081421e-05,0.001706758514046669,4243,,1763260655.30991
5.261136539047584e-05,722.0,412416,0.0,597.2324001789093,0.00043262660619802773,0.5347963571548462,,-0.00021405890583992004,-0.09075117111206055,2.8870999813079834e-07,-0.00011330656707286835,4246,,1763260655.7127893
,,413017,,597.7696862220764,,,500.0,,,,,4252,500.0,1763260656.2500753
5.2150538977002725e-05,722.0,413184,0.0,597.9882328510284,0.0027165410574525595,0.5630878806114197,,-0.014099165797233582,0.07011449337005615,0.00023574195802211761,0.0037607308477163315,4254,,1763260656.468622
5.2073733968427405e-05,722.0,413312,0.0,598.1041486263275,0.0005677088629454374,0.5688148140907288,,-0.0006184522062540054,-0.09631943702697754,4.291720688343048e-05,-0.001461336389183998,4255,,1763260656.5845377
5.099846384837292e-05,723.0,415104,0.0,599.908066034317,197.1591033935547,0.5759695768356323,,-0.000451602041721344,0.00012290477752685547,7.238239049911499e-06,-0.0004188511520624161,4273,,1763260658.3884552
5.076804882264696e-05,723.0,415488,0.0,600.3136034011841,0.0005210640956647694,0.5942203998565674,,0.0002557225525379181,-0.07074213027954102,2.1115876734256744e-05,4.825647920370102e-05,4276,,1763260658.7939925
,,415517,,600.3265924453735,,,500.0,,,,,4277,500.0,1763260658.8069816
5.069124381407164e-05,724.0,415616,0.0,600.4424338340759,392.4070739746094,0.5843518972396851,,0.0010665953159332275,2.8967857360839844e-05,3.5353004932403564e-06,-0.0002798866480588913,4278,,1763260658.922823
5.007680374546908e-05,724.0,416640,0.0,601.5047211647034,0.002160605974495411,0.5514233112335205,,-0.000584721565246582,1.0371208190917969e-05,1.2266449630260468e-05,0.0009140511974692345,4288,,1763260659.9851103
4.992319372831844e-05,724.0,416896,0.0,601.7370848655701,0.000548865704331547,0.5839765071868896,,-0.003530755639076233,-0.05599236488342285,8.231867104768753e-05,0.0006152885034680367,4290,,1763260660.217474
4.984638871974312e-05,724.0,417024,0.0,601.8785064220428,510.85198974609375,0.5247957110404968,,-0.0015561748296022415,-8.225440979003906e-06,6.40135258436203e-05,0.002447923645377159,4292,,1763260660.3588955
4.846390220336616e-05,725.0,419328,0.0,604.1088445186615,0.0007393664564006031,0.517848014831543,,-0.0006993412971496582,-0.0010030269622802734,5.437247455120087e-05,-0.003330133855342865,4314,,1763260662.5892336
4.82334871776402e-05,726.0,419712,0.0,604.4901502132416,0.0022683870047330856,0.5428420901298523,,-0.0037668421864509583,-0.08771407604217529,0.00020109303295612335,-0.006405651569366455,4318,,1763260662.9705393
4.6543776988983154e-05,727.0,422528,0.0,607.1844203472137,346.0944519042969,0.5675860047340393,,-2.69375741481781e-05,1.7642974853515625e-05,7.3052942752838135e-06,0.0007347296923398972,4346,,1763260665.6648095
4.531490048975684e-05,728.0,424576,0.0,609.115083694458,205.81524658203125,0.5421239137649536,,-0.0015174634754657745,-7.319450378417969e-05,4.005059599876404e-05,-0.002061687409877777,4366,,1763260667.5954728
4.4930875446880236e-05,729.0,425216,0.0,609.6940405368805,0.002138691022992134,0.5494694709777832,,-0.00013788044452667236,-0.0653524398803711,5.4008327424526215e-05,-0.001959460787475109,4372,,1763260668.1744297
4.4623655412578955e-05,729.0,425728,0.0,610.194304227829,0.0021951915696263313,0.5530561804771423,,-0.0007911566644906998,-0.050808072090148926,5.750730633735657e-05,-0.000941665843129158,4377,,1763260668.6746933
4.4546850404003635e-05,729.0,425856,0.0,610.3116068840027,0.000675446935929358,0.5954937934875488,,-0.0044591897167265415,-0.07636046409606934,0.00010848604142665863,-0.004538770765066147,4378,,1763260668.791996
4.400921534397639e-05,729.0,426752,0.0,611.1515181064606,0.0020759347826242447,0.5743481516838074,,0.001648053526878357,0.03363698720932007,2.1151266992092133e-05,-0.0008423356339335442,4387,,1763260669.6319072
4.347158392192796e-05,730.0,427648,0.0,612.0043530464172,0.002360985614359379,0.5515195727348328,,0.0004092380404472351,0.013701200485229492,4.473142325878143e-06,0.0001883888617157936,4396,,1763260670.4847422
4.2396313801873475e-05,731.0,429440,0.0,613.659334897995,0.0006345241563394666,0.5762608647346497,,0.00016616284847259521,0.016746222972869873,2.736225724220276e-06,9.94708389043808e-05,4413,,1763260672.139724
4.2319508793298155e-05,731.0,429568,0.0,613.7769503593445,405.91180419921875,0.6163959503173828,,-0.00022493302822113037,0.00012671947479248047,4.114583134651184e-06,-0.00010801665484905243,4415,,1763260672.2573395
3.9784947148291394e-05,733.0,433792,0.0,617.736540555954,0.0008659991435706615,0.5295141339302063,,-0.0001337677240371704,-0.0401918888092041,1.1187046766281128e-05,2.333708107471466e-05,4456,,1763260676.2169297
3.894009205396287e-05,734.0,435200,0.0,619.0443913936615,0.002204717369750142,0.5782095789909363,,4.0218234062194824e-05,0.07210004329681396,5.451776087284088e-05,-0.000734768807888031,4470,,1763260677.5247805
,,436017,,619.7957673072815,,,500.0,,,,,4478,500.0,1763260678.2761564
3.832565198536031e-05,734.0,436224,0.0,620.0084371566772,0.00209637894295156,0.5808088779449463,,0.0005592778325080872,-0.04173314571380615,3.0050985515117645e-05,-0.00013822410255670547,4480,,1763260678.4888263
3.755760189960711e-05,735.0,437504,0.0,621.2016496658325,0.0007235250668600202,0.5403392314910889,,-0.0023338226601481438,-0.25453686714172363,2.417154610157013e-05,-0.0005399435758590698,4492,,1763260679.6820388
3.7327190511859953e-05,735.0,437888,0.0,621.5850813388824,0.0008044456481002271,0.546011745929718,,0.00019787251949310303,0.06550192832946777,4.722084850072861e-05,-0.0015297802165150642,4496,,1763260680.0654705
,,438017,,621.7017948627472,,,500.0,,,,,4498,500.0,1763260680.182184
3.586789534892887e-05,737.0,440320,0.0,623.8556571006775,0.0007106380071491003,0.5828527212142944,,-0.0003014877438545227,-0.011659741401672363,1.180265098810196e-05,-0.0016624433919787407,4520,,1763260682.3360462
,,440517,,623.99955701828,,,500.0,,,,,4522,500.0,1763260682.4799461
3.563748032320291e-05,737.0,440704,0.0,624.204069852829,0.0019313741941004992,0.5452380180358887,,-8.80807638168335e-05,-0.06388640403747559,2.7713365852832794e-05,-0.0011357152834534645,4524,,1763260682.684459
3.556067531462759e-05,737.0,440832,0.0,624.3192911148071,0.0007434214930981398,0.5866800546646118,,-0.00021233409643173218,0.03696417808532715,1.894403249025345e-05,0.0015268726274371147,4525,,1763260682.7996802
,,441017,,624.4885709285736,,,500.0,,,,,4527,500.0,1763260682.96896
3.5176650271750987e-05,737.0,441472,0.0,624.9254961013794,0.0006412219372577965,0.5691086053848267,,0.0013905763626098633,0.10534101724624634,4.5845285058021545e-05,0.001508418470621109,4531,,1763260683.4058852
3.5099845263175666e-05,737.0,441600,0.0,625.040755033493,120.25387573242188,0.584275484085083,,-0.00028422847390174866,1.9252300262451172e-05,2.098269760608673e-06,0.00022954214364290237,4533,,1763260683.5211442
3.5023040254600346e-05,737.0,441728,0.0,625.1565344333649,0.0018722909735515714,0.532954752445221,,-0.0011416636407375336,-0.07932329177856445,3.470852971076965e-05,0.001361008733510971,4534,,1763260683.6369236
3.448540883255191e-05,738.0,442624,0.0,626.0072944164276,160.0611572265625,0.5580134391784668,,-0.00045170634984970093,1.1265277862548828e-05,2.080388367176056e-05,0.001038968563079834,4543,,1763260684.4876835
3.371735874679871e-05,738.0,443904,0.0,627.1978340148926,0.0007687076576985419,0.5327736139297485,,0.0009028390049934387,0.015537083148956299,3.208965063095093e-05,-0.002017620950937271,4555,,1763260685.6782231
3.364055373822339e-05,738.0,444032,0.0,627.3159694671631,314.19970703125,0.6195734739303589,,0.0002453923225402832,-5.924701690673828e-05,4.100613296031952e-06,0.000512254424393177,4557,,1763260685.7963586
3.333333370392211e-05,739.0,444544,0.0,627.815146446228,582.9424438476562,0.546676754951477,,0.0004227757453918457,3.081560134887695e-05,1.574493944644928e-05,-0.0015051085501909256,4562,,1763260686.2955356
,,446017,,629.2011754512787,,,500.0,,,,,4576,500.0,1763260687.6815646
3.072196705034003e-05,741.0,448896,0.0,631.9361889362335,0.0008051244658418,0.5411204099655151,,-0.0003057592548429966,-0.07722282409667969,4.224199801683426e-05,0.0007399814203381538,4604,,1763260690.416578
3.0184331990312785e-05,741.0,449792,0.0,632.7462978363037,0.0008014278719201684,0.5182704329490662,,-0.0013448800891637802,-0.04150843620300293,0.00014229118824005127,-0.0014033615589141846,4613,,1763260691.226687
2.9416281904559582e-05,742.0,451072,0.0,633.9690823554993,426.37591552734375,0.5728748440742493,,-0.00034099817276000977,2.205371856689453e-06,1.6372650861740112e-06,-0.00036720745265483856,4626,,1763260692.4494715
,,452017,,634.795337677002,,,500.0,,,,,4635,500.0,1763260693.2757268
2.8494623620645143e-05,743.0,452608,0.0,635.3936667442322,351.3595275878906,0.5915263891220093,,-0.00022463500499725342,1.3113021850585938e-05,4.2887404561042786e-06,-0.0003490624949336052,4641,,1763260693.8740559
2.8264208594919182e-05,743.0,452992,0.0,635.738320350647,0.0007642978453077376,0.5901710987091064,,-0.0005787014961242676,-0.5018620491027832,1.1740252375602722e-05,0.0016656294465065002,4644,,1763260694.2187095
2.7265745302429423e-05,744.0,454656,0.0,637.3083732128143,0.0017285349313169718,0.5492140054702759,,-0.0006577242165803909,0.03137940168380737,4.151836037635803e-06,0.0006866045296192169,4661,,1763260695.7887623
2.64208902081009e-05,744.0,456064,0.0,638.6187608242035,194.80758666992188,0.5547048449516296,,-0.00020854920148849487,-5.245208740234375e-06,1.8374994397163391e-06,-7.294025272130966e-05,4675,,1763260697.09915
2.542242691561114e-05,745.0,457728,0.0,640.1815419197083,0.0018592466367408633,0.5613672137260437,,-0.0019159317016601562,0.09568965435028076,8.546747267246246e-05,-9.268522262573242e-06,4691,,1763260698.661931
2.442396362312138e-05,746.0,459392,0.0,641.7262299060822,338.89300537109375,0.5494461059570312,,-0.00014401599764823914,0.0016724467277526855,9.778887033462524e-08,2.7093105018138885e-05,4709,,1763260700.206619
,,459862,,642.1043336391449,,,500.0,,,,,4713,500.0,1763260700.5847228
,,462362,,644.5048718452454,,,500.0,,,,,4738,500.0,1763260702.985261
2.25806452363031e-05,748.0,462464,0.0,644.6089816093445,191.8451385498047,0.5545176267623901,,-1.1047348380088806e-05,4.3392181396484375e-05,9.806826710700989e-06,0.00022461824119091034,4739,,1763260703.0893707
2.2427035219152458e-05,748.0,462720,0.0,644.8374879360199,0.0013820534804835916,0.6049314141273499,,0.0004160776734352112,0.16207534074783325,3.206171095371246e-05,-0.0004566796123981476,4741,,1763260703.317877
,,462862,,644.9610481262207,,,500.0,,,,,4743,500.0,1763260703.4414372
2.165898695238866e-05,748.0,464000,0.0,646.0298290252686,0.0017484113341197371,0.6008920669555664,,-0.0014921091496944427,0.06630295515060425,1.0518357157707214e-05,0.0003269501030445099,4754,,1763260704.5102181
2.158218194381334e-05,748.0,464128,0.0,646.1439263820648,0.0011866380227729678,0.5424851775169373,,-2.4266541004180908e-05,-0.5937638282775879,5.930662155151367e-06,-0.0006724987179040909,4755,,1763260704.6243155
,,465862,,647.7442688941956,,,500.0,,,,,4772,500.0,1763260706.224658
1.9662058548419736e-05,750.0,467328,0.0,649.1418390274048,0.0010476348688825965,0.532837450504303,,-0.0024214121513068676,0.3786875009536743,3.418233245611191e-05,0.003038930706679821,4786,,1763260707.6222281
,,467362,,649.157928943634,,,500.0,,,,,4787,500.0,1763260707.638318
1.9585253539844416e-05,750.0,467456,0.0,649.2585561275482,446.0523376464844,0.5951147079467773,,0.0012374147772789001,0.00040215253829956055,3.0368566513061523e-05,-0.00027701444923877716,4788,,1763260707.7389452
1.9047618479817174e-05,750.0,468352,0.0,650.0937185287476,0.0010027545504271984,0.5569466948509216,,-0.0007029175758361816,0.028722047805786133,2.1627172827720642e-05,0.00012187100946903229,4796,,1763260708.5741076
1.8894008462666534e-05,751.0,468608,0.0,650.3277158737183,0.0017884696135297418,0.6244688630104065,,-0.0015704929828643799,0.0043686628341674805,1.8627382814884186e-05,0.0016614003106951714,4799,,1763260708.808105
,,469362,,650.9777555465698,,,500.0,,,,,4806,500.0,1763260709.4581447
1.8279570213053375e-05,751.0,469632,0.0,651.2829711437225,0.001192823052406311,0.5697933435440063,,-0.00023286789655685425,0.2022312879562378,6.8694353103637695e-06,-6.875954568386078e-05,4809,,1763260709.7633603
1.8049155187327415e-05,751.0,470016,0.0,651.6664800643921,0.001656765933148563,0.5223878622055054,,6.0964375734329224e-05,0.41282469034194946,1.1826865375041962e-05,-0.0010181115940213203,4813,,1763260710.1468692
,,473862,,655.2182021141052,,,500.0,,,,,4851,500.0,1763260713.6985912
1.5668203559471294e-05,753.0,473984,0.0,655.3297276496887,205.4932098388672,0.543563723564148,,-0.0014933981001377106,0.00012987852096557617,8.986331522464752e-06,-0.0003007883206009865,4852,,1763260713.8101168
