charts/SPS,charts/episodic_length,_timestamp,global_step,losses/approx_kl,losses/explained_variance,charts/episodic_return,losses/entropy,losses/old_approx_kl,losses/clipfrac,charts/learning_rate,_step,losses/policy_loss,_runtime,losses/value_loss
624.0,,1763260261.3649075,110976,0.000871041789650917,-0.962893009185791,,0.5209943056106567,-0.009430347010493279,0.0,0.0002334869495825842,1299,-0.005638628266751766,205.35997343063354,0.00046266362187452614
,500.0,1763260265.8379035,115008,,,500.0,,,,,1339,,209.83296942710876,
631.0,,1763260265.9867303,115072,0.00016458705067634583,0.0004336833953857422,,0.38979852199554443,0.006878364831209183,0.0,0.00023102918930817395,1340,0.0031226947903633118,209.98179626464844,526.1911010742188
,500.0,1763260267.1545258,116008,,,500.0,,,,,1349,,211.14959168434143,
633.0,,1763260269.0474648,117504,0.0036740191280841827,-3.2495222091674805,,0.3181335926055908,0.008235041052103043,0.0078125,0.00022956989414524287,1363,-0.012767106294631958,213.0425307750702,0.00015291139425244182
633.0,,1763260269.2252781,117632,0.002266637049615383,-0.00023496150970458984,,0.380995512008667,0.016888491809368134,0.0,0.00022949308913666755,1365,0.0030862465500831604,213.22034406661987,287.3936767578125
634.0,,1763260269.8346672,118144,0.0005340958014130592,0.43080925941467285,,0.3875558078289032,0.0008035739883780479,0.0,0.00022918586910236627,1370,-0.0028157848864793777,213.82973313331604,0.006139461416751146
635.0,,1763260271.0716825,119168,0.0002201339229941368,0.12152516841888428,,0.49487873911857605,0.004961085505783558,0.0,0.0002285714290337637,1380,0.0004524514079093933,215.066748380661,0.005501053296029568
636.0,,1763260271.1860442,119296,0.0007517626509070396,0.04440194368362427,,0.3766460418701172,0.0013753930106759071,0.0,0.00022849462402518839,1381,0.0011105574667453766,215.1811101436615,0.000447550555691123
,500.0,1763260271.808375,120008,,,500.0,,,,,1388,,215.80344080924988,
639.0,,1763260272.4933593,120704,0.00026407744735479355,0.8315059542655945,,0.5044313073158264,0.0031178919598460197,0.0,0.00022764976893085986,1395,-0.0031675919890403748,216.48842525482178,0.003992149606347084
640.0,,1763260272.8314648,121088,5.100201815366745e-05,0.0030779242515563965,,0.4810548424720764,-0.0011861464008688927,0.0,0.0002274193539051339,1399,-0.00015109777450561523,216.82653069496155,572.0179443359375
641.0,,1763260273.3951335,121728,5.906447768211365e-05,-0.9093762636184692,,0.41476213932037354,-0.0032013170421123505,0.0,0.0002270353288622573,1405,-0.0027199722826480865,217.3901994228363,0.005194119177758694
645.0,,1763260276.6790438,124544,0.00074729323387146,-0.00014960765838623047,,0.43100935220718384,-0.006937125697731972,0.0,0.00022534561867360026,1432,0.0008042417466640472,220.67410969734192,824.4183959960938
645.0,,1763260276.8424873,124672,0.00020483415573835373,-0.14526474475860596,,0.45688357949256897,0.0033820783719420433,0.0,0.00022526881366502494,1433,0.00048558972775936127,220.83755326271057,0.005272600334137678
647.0,,1763260279.717962,126976,0.00021340418606996536,-0.33953857421875,,0.49409231543540955,0.007600910030305386,0.0,0.00022388632351066917,1455,0.0032699331641197205,223.71302795410156,0.0002806124393828213
,500.0,1763260279.7511396,127008,,,500.0,,,,,1456,,223.7462055683136,
647.0,,1763260279.9053133,127104,0.0007396619766950607,0.0001742243766784668,,0.48162201046943665,0.0014383923262357712,0.0,0.00022380951850209385,1457,-0.0014770720154047012,223.9003791809082,546.684326171875
656.0,,1763260286.2345788,132992,0.0005483627319335938,-0.016512274742126465,,0.464036762714386,0.005423210561275482,0.0,0.00022027650265954435,1514,-0.011741124093532562,230.22964477539062,0.00024807819863781333
657.0,,1763260286.807599,133632,0.0009098844602704048,-1.9311904907226562e-05,,0.4656822085380554,-0.003863629885017872,0.0,0.00021989247761666775,1521,0.00016140565276145935,230.80266499519348,287.02459716796875
658.0,,1763260287.1457613,134016,0.00037343427538871765,3.814697265625e-05,,0.49633365869522095,0.0008503515273332596,0.0,0.0002196620625909418,1525,-0.0001634061336517334,231.14082717895508,311.801025390625
658.0,,1763260287.4061847,134272,0.000425729900598526,-0.02129840850830078,,0.5364847779273987,0.012324390932917595,0.0,0.00021950845257379115,1527,0.008222520351409912,231.40125060081482,0.0009487152565270662
,500.0,1763260287.555994,134508,,,500.0,,,,,1529,,231.55105996131897,
,500.0,1763260288.005505,135008,,,500.0,,,,,1534,,232.00057101249695,
660.0,,1763260288.1967535,135168,0.00015962868928909302,-0.03729236125946045,,0.5339135527610779,0.0008251536637544632,0.0,0.0002189708175137639,1536,-0.004794590175151825,232.19181942939758,0.005449958611279726
662.0,,1763260288.9122086,135936,0.0005873637273907661,-0.16497206687927246,,0.5757949948310852,-0.00027935486286878586,0.0,0.00021850998746231198,1543,-0.007664307951927185,232.9072744846344,0.0003071467799600214
662.0,,1763260289.0266821,136064,0.0018000593408942223,0.0004595518112182617,,0.48945796489715576,0.004426396451890469,0.0,0.00021843318245373666,1545,-0.014453306794166565,233.0217480659485,713.0609130859375
662.0,,1763260289.1393607,136192,3.5441480576992035e-05,-0.1517174243927002,,0.5880444645881653,0.0013119382783770561,0.0,0.00021835637744516134,1546,-0.0011883322149515152,233.13442659378052,0.004492913372814655
665.0,,1763260290.3186302,137472,0.0005677789449691772,-0.031443238258361816,,0.5395652651786804,-0.0030075442045927048,0.0,0.00021758832735940814,1558,-0.009739279747009277,234.31369614601135,0.00022818465367890894
,500.0,1763260290.3323998,137508,,,500.0,,,,,1559,,234.32746577262878,
665.0,,1763260290.966919,137984,0.0029626358300447464,-0.0289381742477417,,0.5576599836349487,-0.014526201412081718,0.0,0.00021728110732510686,1563,-0.00578761100769043,234.961984872818,0.0002459180832374841
665.0,,1763260291.336309,138240,0.0024490924552083015,-0.0455014705657959,,0.45655345916748047,0.016159914433956146,0.0,0.00021712749730795622,1566,-0.01154659315943718,235.33137488365173,0.006263774819672108
666.0,,1763260294.3715825,140544,0.0005559660494327545,-8.666515350341797e-05,,0.614938497543335,-0.008325386792421341,0.0,0.00021574500715360045,1588,0.01683998480439186,238.36664843559265,722.7679443359375
667.0,,1763260294.5224943,140672,0.0005376767367124557,0.13663381338119507,,0.5710104703903198,-0.007333545014262199,0.0,0.00021566820214502513,1589,-0.005204478278756142,238.51756024360657,0.005975620821118355
,500.0,1763260295.523227,141508,,,500.0,,,,,1597,,239.51829290390015,
,500.0,1763260296.7970996,142508,,,500.0,,,,,1607,,240.792165517807,
668.0,,1763260297.101196,142720,0.0005498174577951431,-0.024559974670410156,,0.5371267795562744,0.000819474458694458,0.0,0.00021443932200782,1609,0.007077835500240326,241.0962619781494,0.006256428547203541
668.0,,1763260297.2633045,142848,0.00028594210743904114,0.24067246913909912,,0.4852229058742523,0.0015282630920410156,0.0,0.0002143625169992447,1610,0.002242542803287506,241.2583703994751,0.0007278106641024351
,500.0,1763260297.466947,143008,,,500.0,,,,,1612,,241.46201300621033,
,500.0,1763260299.2703831,144508,,,500.0,,,,,1626,,243.26544904708862,
670.0,,1763260300.8706546,145664,0.00011389143764972687,-0.0725092887878418,,0.4919286370277405,-0.0011094268411397934,0.0,0.00021267280681058764,1638,-0.0025649890303611755,244.8657205104828,0.004558349959552288
678.0,,1763260305.8302886,150656,0.0014489060267806053,0.04358804225921631,,0.4259554147720337,0.014700760133564472,0.00390625,0.00020967742602806538,1687,-0.012266911566257477,249.82535457611084,0.005774852819740772
685.0,,1763260309.9409025,155136,0.001081777736544609,5.137920379638672e-05,,0.5368557572364807,-0.009192362427711487,0.0,0.00020698925072792917,1732,-0.007089868187904358,253.93596839904785,443.03076171875
687.0,,1763260311.2112305,156544,0.0006101625040173531,-0.030208468437194824,,0.5658338069915771,-0.0008419109508395195,0.0,0.00020614439563360065,1745,-0.005783677101135254,255.2062964439392,0.0001713167002890259
689.0,,1763260311.9283514,157312,4.9037858843803406e-05,0.11355727910995483,,0.5422415733337402,0.0034351255744695663,0.0,0.00020568356558214873,1753,0.0012314841151237488,255.9234173297882,0.004231614526361227
689.0,,1763260312.0404959,157440,0.0021389955654740334,0.08941543102264404,,0.5042203664779663,0.00829023215919733,0.0,0.0002056067605735734,1754,0.010998832061886787,256.03556180000305,0.00047805727808736265
691.0,,1763260313.0886471,158592,0.00021627545356750488,0.0345228910446167,,0.5549851059913635,0.0017279013991355896,0.0,0.00020491551549639553,1765,0.00032402388751506805,257.083713054657,0.00028617249336093664
,199.0,1763260313.2424402,158792,,,199.0,,,,,1768,,257.23750615119934,
693.0,,1763260314.1584537,159744,0.004152277484536171,0.06383657455444336,,0.5183663964271545,-0.0025509092956781387,0.005859375,0.00020422427041921765,1777,-0.00799655169248581,258.15351963043213,0.00017515692161396146
698.0,,1763260318.3415823,163840,0.0004123421385884285,0.24393558502197266,,0.5210051536560059,0.004386412911117077,0.0,0.0002017665101448074,1818,-0.008264981210231781,262.3366482257843,0.004592990502715111
698.0,,1763260318.989135,164352,0.0021745413541793823,0.35581350326538086,,0.5432634353637695,-0.0077519528567790985,0.0,0.00020145929011050612,1823,0.021872013807296753,262.98420095443726,0.00578003004193306
700.0,,1763260322.1789105,167168,5.1612965762615204e-05,-0.398929238319397,,0.5900614857673645,0.0021837586537003517,0.0,0.00019976957992184907,1851,-0.0015281923115253448,266.1739764213562,0.0008350101998075843
700.0,,1763260322.859897,167680,0.0007996689528226852,-1.01780104637146,,0.5457770824432373,0.0047323741018772125,0.0,0.0001994623598875478,1856,0.002975866198539734,266.85496282577515,0.0007412164122797549
,500.0,1763260324.3449748,168867,,,500.0,,,,,1868,,268.34004068374634,
,500.0,1763260324.9707448,169367,,,500.0,,,,,1873,,268.96581077575684,
702.0,,1763260325.5689769,169856,0.002101326361298561,-0.15377354621887207,,0.5212908983230591,-0.0019212253391742706,0.0,0.00019815668929368258,1877,-0.017495840787887573,269.56404280662537,0.0006090985843911767
702.0,,1763260326.6126063,170752,0.0003474196419119835,0.1846064329147339,,0.48071613907814026,0.00038875360041856766,0.0,0.00019761905423365533,1886,-0.004165343940258026,270.60767221450806,0.00020719203166663647
704.0,,1763260327.4644156,171648,0.0009039789438247681,-2.738271713256836,,0.536682665348053,0.007989229634404182,0.0,0.0001970814191736281,1895,0.002008717507123947,271.4594814777374,0.0006509911036118865
705.0,,1763260328.1956947,172416,0.0005655381828546524,6.318092346191406e-06,,0.5270107388496399,0.003832586109638214,0.0,0.00019662058912217617,1903,-0.010289177298545837,272.1907606124878,766.65087890625
705.0,,1763260328.5540435,172800,0.001923997886478901,-0.5270718336105347,,0.4920678734779358,0.0006216792389750481,0.009765625,0.0001963901740964502,1906,-0.0059703439474105835,272.54910945892334,0.00023175039677880704
706.0,,1763260330.0118,173952,1.959875226020813e-05,-6.16312026977539e-05,,0.5291222333908081,0.0008156578987836838,0.0,0.00019569892901927233,1918,0.0009777694940567017,274.00686597824097,341.1017761230469
706.0,,1763260330.3201807,174208,0.0010488461703062057,0.2501099109649658,,0.545209527015686,-0.017240772023797035,0.0,0.0001955453190021217,1920,-0.008553709834814072,274.31524658203125,0.00028319875127635896
708.0,,1763260333.1329994,176768,0.0016093254089355469,-0.3696049451828003,,0.5533660650253296,0.011559121310710907,0.0078125,0.00019400921883061528,1945,0.020886141806840897,277.1280653476715,0.0002483753196429461
710.0,,1763260334.4100745,178176,0.005674912594258785,-1.8377900123596191,,0.48944956064224243,-0.035726211965084076,0.009765625,0.00019316436373628676,1959,-0.021601006388664246,278.40514039993286,0.0006693953764624894
712.0,,1763260335.6879861,179584,0.00015991181135177612,0.4707605838775635,,0.5641130208969116,-0.003965973854064941,0.0,0.00019231950864195824,1973,0.002310223877429962,279.6830520629883,0.0040008993819355965
714.0,,1763260336.8563988,180864,0.0018872804939746857,0.19387608766555786,,0.5664678812026978,-0.007980365306138992,0.0,0.00019155145855620503,1985,-0.018937677145004272,280.85146474838257,0.000581531785428524
714.0,,1763260337.3403935,181376,2.312473952770233e-06,-6.651878356933594e-05,,0.5925109386444092,-0.0004132864996790886,0.0,0.00019124423852190375,1991,0.0007722154259681702,281.3354594707489,494.67156982421875
716.0,,1763260338.3891578,182528,0.0005248654633760452,-0.4193234443664551,,0.5649508237838745,0.0004118923097848892,0.0,0.00019055299344472587,2002,-0.009864484891295433,282.3842236995697,0.004562006331980228
717.0,,1763260338.8416996,183040,5.658343434333801e-05,0.28636521100997925,,0.5597801208496094,0.0018108319491147995,0.0,0.0001902457734104246,2007,0.0013613849878311157,282.8367655277252,0.004821218084543943
718.0,,1763260339.7570055,183936,0.0001118537038564682,8.559226989746094e-05,,0.571003794670105,0.0006295125931501389,0.0,0.00018970813835039735,2016,0.005098940804600716,283.75207138061523,466.30364990234375
718.0,,1763260340.1972487,184320,1.4640390872955322e-05,0.09820812940597534,,0.5909505486488342,0.0006658509373664856,0.0,0.0001894777233246714,2019,-0.0007071197032928467,284.1923146247864,0.0001077237757272087
718.0,,1763260340.7895517,184832,0.00042821653187274933,-1.8998606204986572,,0.5514614582061768,0.0027108006179332733,0.0,0.0001891705032903701,2024,0.0009136386215686798,284.7846176624298,0.0005538854165934026
718.0,,1763260341.1019995,185088,7.446762174367905e-05,-0.14398109912872314,,0.5525051951408386,0.0014326656237244606,0.0,0.00018901689327321947,2027,0.0005539711564779282,285.097065448761,0.0033911303617060184
719.0,,1763260341.3788989,185344,0.0017052460461854935,-0.12762939929962158,,0.5530741214752197,-0.010144097730517387,0.001953125,0.00018886328325606883,2029,-0.010483458638191223,285.37396478652954,0.0003127140225842595
719.0,,1763260341.9381685,185856,0.00019959546625614166,0.1181688904762268,,0.5520263314247131,0.0012605581432580948,0.0,0.00018855606322176754,2034,0.0024609416723251343,285.9332344532013,2.5756668037502095e-05
720.0,,1763260343.1459808,186880,7.109344005584717e-05,2.7477741241455078e-05,,0.5754150152206421,-0.0015537962317466736,0.0,0.00018794162315316498,2045,-0.0007978510111570358,287.14104676246643,513.6730346679688
720.0,,1763260343.8693242,187520,6.663333624601364e-05,-0.07742917537689209,,0.5491947531700134,0.0008912766352295876,0.0,0.00018755759811028838,2051,-0.0026912614703178406,287.8643901348114,0.005548415239900351
720.0,,1763260344.0220528,187648,0.00047362223267555237,0.016302406787872314,,0.5365524291992188,-0.004575258120894432,0.0,0.00018748079310171306,2052,0.0009645316749811172,288.01711869239807,0.0005112355574965477
721.0,,1763260346.2214205,189440,8.063577115535736e-05,0.00015103816986083984,,0.4831514060497284,-0.002711653709411621,0.0,0.00018640552298165858,2070,0.002282381057739258,290.21648645401,734.7682495117188
721.0,,1763260346.9509563,190080,9.345728904008865e-05,-1.3172478675842285,,0.47530636191368103,0.0004389854148030281,0.0,0.0001860215124906972,2076,-0.0022658929228782654,290.94602227211,0.005532327573746443
723.0,,1763260348.5034747,191744,2.6526860892772675e-05,-0.008143424987792969,,0.49443668127059937,0.0007759826257824898,0.0,0.00018502304737921804,2093,8.611008524894714e-05,292.4985406398773,0.005479501560330391
724.0,,1763260348.6147916,191872,0.0007056603208184242,-0.06093037128448486,,0.523435652256012,-0.0061491625383496284,0.0,0.00018494624237064272,2094,-0.009247060865163803,292.6098575592041,0.0005122942384332418
727.0,,1763260350.7310095,194176,7.078051567077637e-06,9.5367431640625e-07,,0.5345456600189209,-0.0005747191607952118,0.0,0.00018356375221628696,2117,-0.0006962912157177925,294.7260754108429,707.8756713867188
728.0,,1763260353.6217191,196608,0.00025004707276821136,-5.125999450683594e-05,,0.4925656318664551,0.001361677423119545,0.0,0.00018210445705335587,2141,-0.004778346046805382,297.6167850494385,463.4614562988281
728.0,,1763260354.233286,197120,0.0005772402510046959,2.5928020477294922e-05,,0.5319726467132568,-0.0007108366116881371,0.0,0.0001817972370190546,2146,0.007826708257198334,298.22835183143616,909.986083984375
728.0,,1763260354.3910367,197248,0.0005932524800300598,0.016266703605651855,,0.56001877784729,-0.001852313056588173,0.0,0.00018172043201047927,2147,-0.00819048285484314,298.3861026763916,0.004058851860463619
728.0,,1763260354.5443547,197376,0.0019942596554756165,-0.01714038848876953,,0.5750842690467834,-0.010388839989900589,0.005859375,0.00018164362700190395,2148,-0.012420937418937683,298.5394206047058,0.00043148358236066997
,500.0,1763260355.3784263,198101,,,500.0,,,,,2155,,299.37349224090576,
730.0,,1763260357.3126633,199808,0.000383215956389904,0.14682358503341675,,0.513412356376648,-0.004644759930670261,0.0,0.00018018433183897287,2172,-0.0029766857624053955,301.3077292442322,0.003293487476184964
,500.0,1763260358.5213,201101,,,500.0,,,,,2185,,302.51636600494385,
732.0,,1763260359.253065,201856,0.00027321651577949524,0.24416595697402954,,0.5573537945747375,0.0039997398853302,0.0,0.00017895545170176774,2192,0.00038313865661621094,303.2481310367584,0.00014255355927161872
,361.0,1763260359.7804928,202462,,,361.0,,,,,2198,,303.77555871009827,
733.0,,1763260359.862386,202496,6.766803562641144e-05,3.55839729309082e-05,,0.5703738927841187,0.001115512102842331,0.0,0.00017857142665889114,2199,-0.002488061785697937,303.85745191574097,496.5002746582031
734.0,,1763260361.023812,203776,1.9400380551815033e-05,-0.03265273571014404,,0.5928857326507568,0.0003881668671965599,0.0,0.00017780337657313794,2211,-0.0012881383299827576,305.01887798309326,0.0003054382686968893
734.0,,1763260361.2503674,204032,3.479141741991043e-05,0.0002060532569885254,,0.5856750011444092,-0.000553554855287075,0.0,0.0001776497665559873,2214,-0.0012756362557411194,305.2454333305359,768.8948974609375
735.0,,1763260361.8511875,204672,0.0007501235231757164,-0.2003391981124878,,0.6234154105186462,0.004589357413351536,0.0,0.0001772657415131107,2220,-0.021944627165794373,305.84625339508057,0.00434680562466383
,500.0,1763260362.0909576,204962,,,500.0,,,,,2223,,306.08602356910706,
736.0,,1763260362.3027213,205184,0.0009850161150097847,-0.2795553207397461,,0.5602384805679321,-0.012907926924526691,0.0,0.00017695852147880942,2225,-0.00909528136253357,306.29778718948364,0.004726715851575136
736.0,,1763260362.4152734,205312,0.0025064991787075996,-0.7557833194732666,,0.5085269212722778,0.009759505279362202,0.001953125,0.0001768817164702341,2226,-0.029210355132818222,306.41033935546875,0.0005783346714451909
,380.0,1763260362.427239,205342,,,380.0,,,,,2227,,306.4223048686981,
737.0,,1763260362.9008634,205824,0.00046813860535621643,0.31051433086395264,,0.538176417350769,0.003863319754600525,0.0,0.00017657449643593282,2231,-0.007546067237854004,306.89592933654785,0.00020256957213860005
737.0,,1763260363.2399309,206208,0.0007544076070189476,-0.45790719985961914,,0.5476272106170654,-0.003315272741019726,0.0,0.00017634408141020685,2235,-0.0003798156976699829,307.2349967956543,0.00040843512397259474
,500.0,1763260363.730895,206842,,,500.0,,,,,2241,,307.7259609699249,
739.0,,1763260364.399995,207488,0.0011342037469148636,0.09283524751663208,,0.5683996677398682,0.014959467574954033,0.0,0.00017557603132445365,2248,-0.02551390416920185,308.39506101608276,0.0045213280245661736
739.0,,1763260364.623245,207744,0.00012203492224216461,0.02142179012298584,,0.5908335447311401,-0.003331495448946953,0.0,0.000175422421307303,2250,-0.0008330680429935455,308.6183109283447,0.00025009785895235837
739.0,,1763260364.8851416,208000,0.0002724733203649521,-0.08464479446411133,,0.5439585447311401,-0.0002094116061925888,0.0,0.00017526881129015237,2253,-0.008704591542482376,308.88020753860474,0.004052687902003527
740.0,,1763260367.0561392,209920,1.7685815691947937e-06,-4.3272972106933594e-05,,0.5906035304069519,-2.1801330149173737e-05,0.0,0.0001741167507134378,2272,-0.00026726722717285156,311.05120515823364,680.2307739257812
741.0,,1763260368.0836182,210816,0.0005828030407428741,-0.733005166053772,,0.5165238380432129,-0.002732453867793083,0.0,0.00017357911565341055,2280,-0.010949589312076569,312.078684091568,0.00024747199495323
,500.0,1763260369.563825,212342,,,500.0,,,,,2295,,313.55889081954956,
742.0,,1763260369.869647,212608,1.5622936189174652e-05,-0.03661644458770752,,0.571584165096283,-0.00021620746701955795,0.0,0.00017250384553335607,2298,0.0013515446335077286,313.8647129535675,0.0002774950989987701
,500.0,1763260370.9679482,213842,,,500.0,,,,,2310,,314.963014125824,
744.0,,1763260371.1663446,214016,0.0002904944121837616,-0.021187305450439453,,0.546342670917511,-0.0004993714392185211,0.0,0.00017165899043902755,2312,-0.004414252936840057,315.16141057014465,0.0037090256810188293
744.0,,1763260371.9388974,214656,0.00032481271773576736,-0.027872204780578613,,0.5692176222801208,0.0019231783226132393,0.0,0.00017127496539615095,2318,0.0019129440188407898,315.9339632987976,0.00020576453243847936
744.0,,1763260372.4710429,215040,0.0005278540775179863,0.23305153846740723,,0.5465570688247681,-0.009877600707113743,0.0,0.00017104455037042499,2322,-0.0063178688287734985,316.4661087989807,0.004403545055538416
744.0,,1763260372.8059616,215296,0.000855625607073307,-0.44701099395751953,,0.5691643953323364,-0.010496101342141628,0.0,0.00017089094035327435,2324,-0.015457257628440857,316.8010275363922,0.00020892362226732075
744.0,,1763260373.4561896,215808,0.001804513856768608,-0.18211162090301514,,0.5783370137214661,0.0018385536968708038,0.0,0.00017058372031897306,2329,-0.023657124489545822,317.45125555992126,0.00013799894077237695
744.0,,1763260374.7073467,216832,5.909241735935211e-06,0.030386626720428467,,0.542986273765564,0.00044583994895219803,0.0,0.0001699692802503705,2339,-0.001063752919435501,318.70241260528564,0.00017158366972580552
745.0,,1763260375.1934805,217216,0.0003563202917575836,-0.42548036575317383,,0.5842472910881042,0.006749056279659271,0.0,0.00016973886522464454,2343,0.006662117317318916,319.1885464191437,0.0003270070592407137
745.0,,1763260375.8039565,217728,0.0007970929145812988,0.2986820936203003,,0.49674034118652344,0.014288341626524925,0.0,0.00016943164519034326,2348,-0.003929615020751953,319.79902243614197,0.00014796145842410624
,500.0,1763260376.4659474,218342,,,500.0,,,,,2354,,320.46101331710815,
745.0,,1763260377.5823972,219264,0.00020667724311351776,-0.06994187831878662,,0.5089189410209656,0.0005462858825922012,0.0,0.00016850998508743942,2363,-0.00409659743309021,321.5774631500244,0.000234532417380251
,500.0,1763260380.2125523,221842,,,500.0,,,,,2389,,324.20761823654175,
,500.0,1763260380.6580148,222342,,,500.0,,,,,2394,,324.653080701828,
750.0,,1763260382.0815442,223872,8.53855162858963e-05,0.00013315677642822266,,0.5230192542076111,0.0032890141010284424,0.0,0.0001657450047787279,2409,-0.003801446408033371,326.0766100883484,903.549560546875
750.0,,1763260384.1770313,225664,0.001001761294901371,-0.22978055477142334,,0.5611007809638977,-0.0024180645123124123,0.0,0.0001646697346586734,2426,0.0004530958831310272,328.1720972061157,0.0002367820852668956
751.0,,1763260384.6176696,226048,1.188088208436966e-05,-0.10320734977722168,,0.5762330889701843,0.0007885312661528587,0.0,0.00016443931963294744,2430,0.0008819364011287689,328.61273550987244,0.00026817951584234834
752.0,,1763260386.5092077,227968,4.410650581121445e-05,-0.005680203437805176,,0.5393000841140747,-0.0024420833215117455,0.0,0.00016328724450431764,2449,-0.00044789910316467285,330.5042736530304,0.0002471416082698852
754.0,,1763260388.0518856,229632,0.0005933362990617752,-0.21131443977355957,,0.48780545592308044,0.00828317366540432,0.0,0.00016228877939283848,2465,-0.009538903832435608,332.0469515323639,0.00029639166314154863
,500.0,1763260390.4347954,232211,,,500.0,,,,,2491,,334.42986130714417,
757.0,,1763260390.652652,232448,0.00011712685227394104,-0.05864310264587402,,0.5115653872489929,0.003466447815299034,0.0,0.00016059908375609666,2493,-0.0005532614886760712,334.64771795272827,0.003023455385118723
758.0,,1763260391.8150792,233728,8.717179298400879e-07,2.9206275939941406e-05,,0.49024295806884766,0.0001101084053516388,0.0,0.00015983103367034346,2506,-0.00031853094696998596,335.8101451396942,656.637451171875
759.0,,1763260392.6451688,234624,1.0107643902301788e-05,-0.07237708568572998,,0.5297268033027649,0.0006067948415875435,0.0,0.00015929339861031622,2514,-0.00018421374261379242,336.640234708786,0.00019137551134917885
,500.0,1763260392.677128,234711,,,500.0,,,,,2515,,336.67219400405884,
,500.0,1763260393.1246493,235211,,,500.0,,,,,2520,,337.11971521377563,
761.0,,1763260394.3895712,236544,0.000819377601146698,0.07014435529708862,,0.5474669933319092,0.0067721083760261536,0.0,0.0001581413234816864,2533,-0.011185050010681152,338.38463711738586,0.0003555400180630386
,500.0,1763260395.0009303,237211,,,500.0,,,,,2540,,338.99599623680115,
762.0,,1763260395.8202362,237952,0.00032753683626651764,-0.021278023719787598,,0.5309707522392273,-0.001458536833524704,0.0,0.0001572964683873579,2547,-0.0032562091946601868,339.8153021335602,0.002688407199457288
762.0,,1763260398.7291327,240256,8.054729551076889e-05,2.1398067474365234e-05,,0.5663469433784485,0.001377713866531849,0.0,0.00015591397823300213,2570,0.0015234798192977905,342.7241985797882,465.712646484375
762.0,,1763260398.9235442,240384,0.0007844883948564529,0.0805518627166748,,0.5414813160896301,0.012543454766273499,0.0,0.0001558371732244268,2571,-0.020255155861377716,342.9186100959778,0.003271294292062521
762.0,,1763260399.5590992,240896,5.048885941505432e-05,0.1712445616722107,,0.5179117918014526,0.0005190130323171616,0.0,0.00015552995319012552,2576,-0.0014458894729614258,343.5541651248932,0.00294606969691813
762.0,,1763260399.706579,241024,0.0004698988050222397,-0.08709967136383057,,0.5435052514076233,6.0360878705978394e-05,0.0,0.0001554531481815502,2577,0.00023909471929073334,343.70164489746094,0.00030617439188063145
762.0,,1763260403.7360907,244096,7.226504385471344e-05,-0.06643307209014893,,0.5404125452041626,0.00011939369142055511,0.0,0.00015360982797574252,2608,0.0011638551950454712,347.7311565876007,0.0002714697038754821
,500.0,1763260403.946219,244301,,,500.0,,,,,2610,,347.94128489494324,
,500.0,1763260406.4135487,246301,,,500.0,,,,,2630,,350.40861463546753,
763.0,,1763260406.974193,246912,0.00021428707987070084,-4.279613494873047e-05,,0.5273602604866028,0.004174954257905483,0.0,0.00015192011778708547,2636,0.004273459315299988,350.9692590236664,479.2967529296875
764.0,,1763260407.9109924,247936,0.0001647956669330597,0.2171182632446289,,0.5301057696342468,0.003597171977162361,0.0,0.0001513056777184829,2646,-0.0073493728414177895,351.9060583114624,0.003722456283867359
764.0,,1763260408.0235996,248064,0.00549796037375927,-0.14070498943328857,,0.520859956741333,0.006135060451924801,0.009765625,0.0001512288727099076,2647,-0.02682182937860489,352.0186655521393,0.00018556923896539956
764.0,,1763260408.1352777,248192,0.00019911397248506546,0.1305478811264038,,0.544328510761261,-0.0004485202953219414,0.0,0.00015115206770133227,2648,0.003467325121164322,352.1303436756134,0.00021270770230330527
766.0,,1763260410.0275443,250240,2.4981796741485596e-05,0.1404041051864624,,0.5271275043487549,0.0013074129819869995,0.0,0.00014992320211604238,2668,2.588331699371338e-05,354.0226101875305,0.00013703960576094687
767.0,,1763260410.514507,250752,0.0025688055902719498,-0.009236812591552734,,0.49395450949668884,0.021385200321674347,0.001953125,0.0001496159820817411,2673,-0.025558389723300934,354.5095729827881,0.00015677852206863463
768.0,,1763260411.4161823,251776,0.0007711537182331085,-0.012980461120605469,,0.5204162001609802,-0.0037676412612199783,0.0,0.00014900154201313853,2683,0.00845271348953247,355.4112482070923,0.00019691864144988358
768.0,,1763260411.952412,252160,0.00041416287422180176,0.014296114444732666,,0.4699799418449402,0.00496247224509716,0.0,0.00014877112698741257,2687,-0.0012867078185081482,355.9474778175354,0.00017868768190965056
,500.0,1763260412.1530433,252301,,,500.0,,,,,2689,,356.1481091976166,
768.0,,1763260412.6503239,252672,0.0005756570026278496,0.0550498366355896,,0.5476551055908203,0.0038034142926335335,0.0,0.0001484639069531113,2692,-0.005246676504611969,356.64538979530334,0.0002219375455752015
767.0,,1763260418.0758996,256768,2.5493092834949493e-05,0.007834553718566895,,0.5445714592933655,0.00021602120250463486,0.0,0.00014600614667870104,2732,-0.0020470507442951202,362.07096552848816,0.00015650669229216874
,500.0,1763260420.7273443,258801,,,500.0,,,,,2752,,364.72241020202637,
,500.0,1763260421.4407313,259301,,,500.0,,,,,2757,,365.43579721450806,
,500.0,1763260423.5510523,260801,,,500.0,,,,,2772,,367.54611825942993,
,500.0,1763260424.9725654,261801,,,500.0,,,,,2782,,368.96763134002686,
