global_step,losses/clipfrac,charts/episodic_length,losses/entropy,losses/explained_variance,losses/approx_kl,charts/SPS,_runtime,losses/value_loss,losses/old_approx_kl,losses/policy_loss,_timestamp,charts/episodic_return,_step,charts/learning_rate
166016,0.0,,0.5788183212280273,-0.043701887130737305,0.003057229332625866,706.0,262.5275387763977,0.0004287022165954113,0.013542311266064644,-0.019663140177726746,1763260318.7819927,,1877,0.00020046082499902695
166912,0.001953125,,0.6016358137130737,0.02325493097305298,0.0030016908422112465,706.0,263.62837076187134,0.0009261840023100376,0.029373958706855774,-0.008104536682367325,1763260319.8828247,,1886,0.0001999231899389997
167808,0.0390625,,0.46272820234298706,0.3309651017189026,0.010227253660559654,707.0,264.7226905822754,0.0003528210218064487,0.014759257435798645,-0.008668916299939156,1763260320.9771445,,1895,0.00019938555487897247
168576,0.0,,0.5982507467269897,0.0010687708854675293,1.969747245311737e-05,708.0,265.44199895858765,694.2547607421875,-0.0009874552488327026,0.0011922381818294525,1763260321.6964529,,1903,0.00019892472482752055
168960,0.0,,0.4978750944137573,-1.102247953414917,0.0005545159801840782,708.0,265.8886411190033,0.0008733366848900914,-0.006383190862834454,-0.006665408611297607,1763260322.143095,,1906,0.0001986943098017946
170112,0.0,,0.48507219552993774,0.0017635822296142578,0.000668688677251339,709.0,267.31845474243164,573.0878295898438,0.00199857447296381,0.010161668062210083,1763260323.5729086,,1918,0.00019800307927653193
170368,0.0,,0.4901553988456726,0.05851501226425171,0.0002418896183371544,709.0,267.6208701133728,0.0009435745305381715,-0.0008516004309058189,-0.0018288586288690567,1763260323.875324,,1920,0.0001978494692593813
172928,0.0078125,,0.4745029807090759,-5.113089084625244,0.002065367065370083,710.0,270.6659908294678,0.00043393089435994625,0.023515380918979645,-0.0031131841242313385,1763260326.9204447,,1945,0.0001963133690878749
174336,0.015625,,0.45993688702583313,0.31928569078445435,0.004664047621190548,712.0,271.95495867729187,0.0008180327131412923,0.009666928090155125,0.0014641731977462769,1763260328.2094126,,1959,0.00019546851399354637
175744,0.0,,0.4990547001361847,0.06599050760269165,0.0010992055758833885,713.0,273.6268107891083,0.004748786799609661,0.005942086689174175,0.00749192014336586,1763260329.8812647,,1973,0.00019462365889921784
177024,0.0,,0.4704453945159912,0.12836480140686035,0.0014931624755263329,714.0,275.0878565311432,0.0003440582659095526,-0.0015243599191308022,0.00043676048517227173,1763260331.3423104,,1985,0.00019385560881346464
177546,,500.0,,,,,275.68244981765747,,,,1763260331.9369037,500.0,1991,
178688,0.0,,0.5123341679573059,-0.9924731254577637,0.0005148882046341896,716.0,276.82656836509705,0.010684640146791935,0.0016974573954939842,-0.002565249800682068,1763260333.0810223,,2002,0.00019285714370198548
179200,0.0,,0.5161042809486389,0.3858705163002014,0.00040974654257297516,717.0,277.31827688217163,0.0045528719201684,-0.003205249086022377,-0.005276661366224289,1763260333.5727308,,2007,0.0001925499236676842
180096,0.0,,0.44529107213020325,0.0023548007011413574,5.7462602853775024e-05,718.0,278.1575436592102,546.3553466796875,-0.0014871209859848022,0.00024241022765636444,1763260334.4119976,,2016,0.00019201228860765696
180480,0.0,,0.5090572834014893,-0.13801848888397217,2.8673559427261353e-05,718.0,278.4911575317383,0.0002975343959406018,-5.496107041835785e-05,0.0009031742811203003,1763260334.7456114,,2019,0.000191781873581931
180992,0.0,,0.48900771141052246,0.7228723764419556,0.0008475957438349724,719.0,278.93786668777466,0.00010665622539818287,-0.0025887740775942802,-0.003641374409198761,1763260335.1923206,,2024,0.00019147465354762971
181248,0.0,,0.5228222608566284,0.6825822591781616,0.0017359955236315727,719.0,279.2101616859436,0.008399511687457561,-0.007705233059823513,-0.007837645709514618,1763260335.4646156,,2027,0.00019132104353047907
181504,0.033203125,,0.3949812650680542,0.3171255588531494,0.009826937690377235,720.0,279.4326639175415,0.0010609817691147327,0.03218863904476166,-0.0016108527779579163,1763260335.6871178,,2029,0.00019116743351332843
182016,0.0,,0.534179151058197,0.4964749217033386,0.0007134284824132919,721.0,279.8821301460266,0.0003719875239767134,-0.001120375469326973,-0.0001467391848564148,1763260336.136584,,2034,0.00019086021347902715
183046,,500.0,,,,,280.8229024410248,,,,1763260337.0773563,500.0,2045,
183680,0.00390625,,0.4926694333553314,0.6879026889801025,0.004519435577094555,723.0,281.41592931747437,0.010394965298473835,0.025414563715457916,-0.02111314982175827,1763260337.6703832,,2051,0.000189861748367548
183808,0.05078125,,0.5405330061912537,0.44459348917007446,0.011149291880428791,723.0,281.5274965763092,0.0007182288682088256,-0.0016376804560422897,0.007913550361990929,1763260337.7819505,,2052,0.00018978494335897267
185600,0.005859375,,0.5415574312210083,0.0020891427993774414,0.0012614987790584564,725.0,283.14410638809204,794.2329711914062,-0.001494070515036583,0.001988505944609642,1763260339.3985603,,2070,0.00018870967323891819
186240,0.0,,0.4802747368812561,0.47325509786605835,0.00013848859816789627,726.0,283.9083499908447,0.007204115856438875,0.00011421460658311844,0.0015937983989715576,1763260340.162804,,2076,0.00018832564819604158
188032,0.0,,0.4711226522922516,0.6497468948364258,0.0009159455075860023,727.0,285.8746018409729,0.0005597764393314719,0.005303270183503628,-0.011577153578400612,1763260342.1290557,,2093,0.0001872503780759871
188046,,500.0,,,,,285.9093050956726,,,,1763260342.163759,500.0,2094,
190464,0.0,,0.4548805356025696,0.11339086294174194,0.002668878063559532,729.0,288.62150740623474,0.00043239520164206624,0.0014721844345331192,-0.022125884890556335,1763260344.8759613,,2117,0.00018579109746497124
192896,0.00390625,,0.4571041762828827,-5.430856227874756,0.0032958434894680977,731.0,291.3039653301239,0.0005296450108289719,-0.002193222753703594,-0.018880806863307953,1763260347.5584192,,2141,0.00018433180230204016
193408,0.0,,0.4733719229698181,-0.38674259185791016,0.00015425030142068863,731.0,291.74943017959595,0.00019085292296949774,-0.003508412279188633,-0.0006224215030670166,1763260348.003884,,2146,0.00018402458226773888
193536,0.0,,0.47838354110717773,-0.4547234773635864,0.00020484905689954758,731.0,291.8993191719055,0.00019224322750233114,0.008013893850147724,-0.0006161369383335114,1763260348.153773,,2147,0.00018394777725916356
193546,,500.0,,,,,291.90414595603943,,,,1763260348.1585999,500.0,2148,
194304,0.0,,0.37582772970199585,-3.587846279144287,0.0021288590505719185,732.0,292.586261510849,0.001477555837482214,-0.016646627336740494,0.0034001395106315613,1763260348.8407154,,2155,0.00018348694720771164
196046,,500.0,,,,,294.14698338508606,,,,1763260350.4014373,500.0,2172,
197376,0.001953125,,0.4986598789691925,0.09551382064819336,0.0015148278325796127,736.0,295.4892780780792,0.0005772773292846978,-0.021457582712173462,-0.0009941495954990387,1763260351.743732,,2185,0.00018164362700190395
198046,,500.0,,,,,296.31280064582825,,,,1763260352.5672545,500.0,2192,
198656,0.0,,0.5277135968208313,0.000608980655670166,0.00013109762221574783,736.0,297.13053917884827,588.119873046875,0.0031691594049334526,-0.00042819976806640625,1763260353.384993,,2198,0.00018087557691615075
198784,0.0,,0.46026289463043213,0.41787654161453247,7.788371294736862e-05,736.0,297.27594804763794,0.005343921948224306,-0.0034011052921414375,-0.0014839917421340942,1763260353.530402,,2199,0.00018079877190757543
200046,,500.0,,,,,298.70961689949036,,,,1763260354.9640708,500.0,2211,
200320,0.015625,,0.4800427258014679,0.3100965619087219,0.006347276270389557,737.0,299.1322202682495,0.0005198630969971418,-0.019892161712050438,-0.007301032543182373,1763260355.3866742,,2214,0.00017987711180467159
200960,0.0,,0.5019060373306274,0.24074965715408325,0.002492322586476803,737.0,299.900621175766,0.0007408215315081179,-0.0009677102789282799,-0.001469254493713379,1763260356.155075,,2220,0.00017949308676179498
201216,0.0,,0.5074950456619263,0.6803691387176514,0.0006450368091464043,737.0,300.21513056755066,0.00745749194175005,-0.004976506344974041,-0.00028211064636707306,1763260356.4695845,,2223,0.00017933947674464434
201472,0.0,,0.5537772178649902,-0.7315921783447266,0.001133945770561695,737.0,300.4875559806824,0.0006175972521305084,0.009349952451884747,-0.004866883158683777,1763260356.7420099,,2225,0.0001791858667274937
201546,,500.0,,,,,300.513738155365,,,,1763260356.768192,500.0,2226,
201600,0.0,,0.5364363193511963,0.0024689435958862305,0.00017287209630012512,738.0,300.6035783290863,696.632568359375,-0.004032548516988754,0.001607351005077362,1763260356.8580322,,2227,0.00017910906171891838
202046,,500.0,,,,,300.96177673339844,,,,1763260357.2162306,500.0,2231,
202496,0.0,,0.40031933784484863,0.7404808402061462,0.0004600454121828079,739.0,301.4041714668274,0.00018547571380622685,-0.003948632627725601,-0.00374390184879303,1763260357.6586254,,2235,0.00017857142665889114
203046,,500.0,,,,,301.8879027366638,,,,1763260358.1423566,500.0,2241,
203678,,500.0,,,,,302.48038268089294,,,,1763260358.7348366,500.0,2248,
203904,0.0,,0.5706936717033386,-0.06622552871704102,0.0005162060260772705,740.0,302.7022669315338,0.013415902853012085,-0.004757476970553398,0.0019900184124708176,1763260358.9567208,,2250,0.00017772657156456262
204178,,500.0,,,,,302.93229031562805,,,,1763260359.1867442,500.0,2253,
206178,,500.0,,,,,304.796320438385,,,,1763260361.0507743,500.0,2272,
206976,0.0,,0.4478241801261902,-0.8598178625106812,0.0002639424055814743,744.0,305.5462427139282,0.0006191114080138505,-0.0011851321905851364,-0.003622964024543762,1763260361.8006966,,2280,0.00017588325135875493
208512,0.0,,0.5102740526199341,0.36950498819351196,0.0019162846729159355,745.0,306.96176528930664,0.000513349543325603,-0.007884989492595196,-0.005992516875267029,1763260363.2162192,,2295,0.0001749615912558511
208768,0.0,,0.49090102314949036,0.0020170211791992188,0.0013187061995267868,746.0,307.18454337120056,744.2600708007812,-0.0006388742476701736,0.002768099308013916,1763260363.4389973,,2298,0.00017480798123870045
210048,0.0,,0.5426479578018188,-0.2566624879837036,8.945353329181671e-06,747.0,308.33556032180786,0.0003727464354597032,-0.0005361149087548256,0.0001593269407749176,1763260364.5900142,,2310,0.00017403994570486248
210178,,500.0,,,,,308.4494562149048,,,,1763260364.70391,500.0,2312,
210816,0.01953125,,0.45346716046333313,0.645379364490509,0.0032919012010097504,748.0,309.0467002391815,0.007483337074518204,-0.0031625106930732727,-0.01511063426733017,1763260365.3011541,,2318,0.00017357911565341055
211200,0.0,,0.512401819229126,0.00012248754501342773,8.872523903846741e-05,748.0,309.52881050109863,208.20201110839844,-0.00017020851373672485,0.0027750320732593536,1763260365.7832644,,2322,0.0001733487006276846
211456,0.0,,0.46071574091911316,0.532726526260376,0.004391373135149479,748.0,309.7955741882324,0.0004237975808791816,0.00396260991692543,0.006723636761307716,1763260366.050028,,2324,0.00017319509061053395
211968,0.0,,0.5160096287727356,0.10207968950271606,0.0004749959334731102,749.0,310.3561599254608,0.0008137881522998214,0.007249881513416767,0.005844534374773502,1763260366.6106138,,2329,0.00017288787057623267
212992,0.0,,0.5688749551773071,-0.6244271993637085,0.0014475388452410698,749.0,311.56094789505005,0.0007736373809166253,-0.0020051663741469383,-0.008106939494609833,1763260367.8154018,,2339,0.0001722734305076301
213376,0.0,,0.4809524416923523,-0.04664289951324463,9.898841381072998e-05,750.0,311.9168424606323,0.008556395769119263,0.0029347222298383713,-0.0002614818513393402,1763260368.1712964,,2343,0.00017204301548190415
213888,0.0,,0.5353151559829712,0.09545594453811646,9.769201278686523e-05,750.0,312.4056761264801,0.008021938614547253,-0.0017430800944566727,0.0038639046251773834,1763260368.66013,,2348,0.00017173579544760287
214528,0.005859375,,0.5141263008117676,0.4074246883392334,0.003453332930803299,750.0,313.15100264549255,0.000541734101716429,-0.0003227442502975464,-0.007649363949894905,1763260369.4054565,,2354,0.00017135177040472627
215424,0.0,,0.508843183517456,-0.8365846872329712,0.00010879337787628174,751.0,313.94718623161316,0.004232028033584356,0.0052050091326236725,-0.0034920014441013336,1763260370.2016401,,2363,0.00017081413534469903
218112,0.00390625,,0.5045670866966248,-0.0029793977737426758,0.005558794364333153,753.0,316.89588952064514,0.0003623963566496968,0.01812594383955002,-0.007863067090511322,1763260373.1503434,,2389,0.0001692012301646173
218624,0.0,,0.4213932752609253,-0.3169562816619873,0.0007901275530457497,753.0,317.50060391426086,0.0006614895537495613,-0.000494680367410183,0.0018208213150501251,1763260373.7550578,,2394,0.00016889401013031602
220160,0.0,,0.5789012312889099,0.34885239601135254,0.0011832062155008316,754.0,319.33928775787354,0.0004114846815355122,0.005265051499009132,-0.002266019582748413,1763260375.5937417,,2409,0.00016797235002741218
221824,0.0,,0.4498552083969116,-1.606856346130371,0.00016548298299312592,754.0,321.2551414966583,0.006355582736432552,-0.00027338042855262756,-0.0038249241188168526,1763260377.5095954,,2426,0.000166973884915933
222208,0.0,,0.49326908588409424,-0.00046432018280029297,0.0006731599569320679,755.0,321.69960045814514,485.20654296875,-0.009232157841324806,-0.001348741352558136,1763260377.9540544,,2430,0.00016674346989020705
224178,,500.0,,,,,323.6377158164978,,,,1763260379.8921697,500.0,2449,
225792,0.0,,0.504021167755127,0.0005272626876831055,0.00036439020186662674,758.0,325.14399433135986,270.9071960449219,0.0017914744094014168,-0.00023111701011657715,1763260381.3984482,,2465,0.00016459292965009809
228480,0.0,,0.4918712377548218,-0.43748044967651367,0.0005927011370658875,760.0,328.0168147087097,0.0005610378575511277,0.01101725734770298,-0.00714246928691864,1763260384.2712686,,2491,0.00016298002447001636
228678,,500.0,,,,,328.1822774410248,,,,1763260384.4367313,500.0,2493,
230016,0.0,,0.5333985090255737,0.18906760215759277,0.0032522743567824364,761.0,329.5971953868866,0.0006961043691262603,-0.002483692951500416,-0.007981359958648682,1763260385.8516493,,2506,0.00016205837891902775
230784,0.0,,0.5073888897895813,-0.0004943609237670898,0.00026846490800380707,761.0,330.309933423996,638.7274780273438,0.0027617570012807846,0.004923585802316666,1763260386.5643873,,2514,0.00016159754886757582
230912,0.0,,0.5422187447547913,-0.613518476486206,0.0012212535366415977,762.0,330.4205849170685,0.009846102446317673,0.003353082574903965,-0.0057153962552547455,1763260386.6750388,,2515,0.0001615207438590005
231424,0.0,,0.562231719493866,-0.461527943611145,0.0006538219749927521,762.0,330.8712058067322,0.007880561985075474,-0.00608217716217041,-0.007841512560844421,1763260387.1256597,,2520,0.00016121352382469922
232704,0.0,,0.5210884809494019,-0.27832090854644775,0.0009990055114030838,763.0,332.0325651168823,0.0009964385535567999,-0.007241580635309219,-0.0025052279233932495,1763260388.287019,,2533,0.00016044547373894602
233344,0.0,,0.5365999937057495,-0.17875027656555176,0.00028689298778772354,764.0,332.63415241241455,0.014003205113112926,-0.00542422104626894,0.0010279640555381775,1763260388.8886063,,2540,0.00016006144869606942
233984,0.0,,0.5159539580345154,7.408857345581055e-05,0.00038325414061546326,765.0,333.201824426651,968.8681030273438,0.002287577837705612,-0.01658930629491806,1763260389.4562783,,2547,0.00015967742365319282
236288,0.0,,0.5618485808372498,1.6748905181884766e-05,0.00012803636491298676,767.0,335.34565925598145,512.3026733398438,-0.0006638318300247192,-0.003582306206226349,1763260391.6001132,,2570,0.00015829493349883705
236416,0.0,,0.5214768648147583,-0.1311730146408081,0.00010358449071645737,767.0,335.46242690086365,0.0061454870738089085,0.0009258901700377464,0.0008282363414764404,1763260391.7168808,,2571,0.00015821812849026173
236928,0.0,,0.5555692911148071,-0.15888869762420654,0.0009322483092546463,768.0,335.9099807739258,0.00707005662843585,0.0009653288871049881,-0.00914011150598526,1763260392.1644347,,2576,0.00015791090845596045
237056,0.0,,0.5693448185920715,0.12625634670257568,0.002180729992687702,768.0,336.01941680908203,0.0006334690260700881,0.014163398183882236,-0.014719471335411072,1763260392.2738707,,2577,0.00015783410344738513
240192,,500.0,,,,,338.8348903656006,,,,1763260395.0893443,500.0,2608,
240384,0.0,,0.5462785363197327,-0.2563340663909912,0.0007950635626912117,771.0,339.03542590141296,0.006857386790215969,-0.008629382587969303,-0.001861531287431717,1763260395.2898798,,2610,0.0001558371732244268
242432,0.0,,0.5145987272262573,0.297305703163147,0.0016696620732545853,771.0,341.71405482292175,0.007193517871201038,0.009140945971012115,-0.021091274917125702,1763260397.9685087,,2630,0.00015460829308722168
243072,0.0234375,,0.49548929929733276,-0.5401263236999512,0.0029922937974333763,771.0,342.60400438308716,0.0004406393854878843,0.001922796480357647,-0.0009787427261471748,1763260398.8584583,,2636,0.00015422426804434508
244096,0.0,,0.5180329084396362,-0.8171260356903076,0.0012546628713607788,770.0,344.05763578414917,0.0005266846856102347,-0.012813100591301918,-0.009750280529260635,1763260400.3120897,,2646,0.00015360982797574252
244192,,500.0,,,,,344.11327624320984,,,,1763260400.3677301,500.0,2647,
244224,0.0,,0.5414395332336426,-0.00023663043975830078,0.0005484921857714653,770.0,344.2821407318115,761.1195068359375,0.0019618449732661247,0.0010392563417553902,1763260400.5365946,,2648,0.0001535330229671672
246258,,500.0,,,,,347.09046745300293,,,,1763260403.3449214,500.0,2668,
246758,,500.0,,,,,347.8044946193695,,,,1763260404.0589485,500.0,2673,
247758,,500.0,,,,,349.2607800960541,,,,1763260405.515234,500.0,2683,
248192,0.0,,0.48763519525527954,0.048650264739990234,0.00016393698751926422,769.0,349.85445070266724,0.0003315912326797843,0.0011660940945148468,0.004094645380973816,1763260406.1089046,,2687,0.00015115206770133227
248320,0.0,,0.532802939414978,-0.00013887882232666016,0.00012081582099199295,769.0,349.9691708087921,537.2064208984375,-0.0023875394836068153,-4.5180320739746094e-05,1763260406.2236247,,2689,0.00015107526269275695
248704,0.005859375,,0.5548171997070312,-0.8131253719329834,0.004015447571873665,770.0,350.3037793636322,0.0004309959476813674,0.0007007624953985214,-0.016917623579502106,1763260406.5582333,,2692,0.000150844847667031
252758,,500.0,,,,,354.00428318977356,,,,1763260410.258737,500.0,2732,
254758,,500.0,,,,,356.28825783729553,,,,1763260412.5427117,500.0,2752,
255258,,500.0,,,,,357.0604348182678,,,,1763260413.3148887,500.0,2757,
256768,0.0,,0.5420662760734558,-5.412101745605469e-05,0.0003846511244773865,773.0,359.1956236362457,593.432373046875,-0.003391966223716736,0.0030594244599342346,1763260415.4500775,,2772,0.00014600614667870104
257792,0.0,,0.5072615146636963,-0.00039315223693847656,0.0005270354449748993,773.0,360.70726919174194,698.8258666992188,0.009623028337955475,-0.0053063854575157166,1763260416.961723,,2782,0.00014539170661009848
257920,0.0,,0.4828501343727112,-0.0935201644897461,0.0005024513229727745,773.0,360.886305809021,0.005453214980661869,0.006588193587958813,-0.009221640415489674,1763260417.1407597,,2783,0.00014531490160152316
258944,0.0,,0.5694741010665894,0.17060154676437378,0.0005447389557957649,773.0,362.37075757980347,0.006373132113367319,0.0005918880924582481,-0.0054956525564193726,1763260418.6252115,,2793,0.0001447004615329206
262144,0.00390625,,0.5289896130561829,-0.06416952610015869,0.004452480003237724,771.0,367.22550320625305,0.000374261086108163,-0.016591530293226242,-9.15825366973877e-05,1763260423.479957,,2824,0.0001427803363185376
264064,0.0,,0.5903952121734619,0.015222012996673584,0.00010586902499198914,770.0,370.1216948032379,0.00038705396582372487,-0.006692301481962204,-0.00041629374027252197,1763260426.3761487,,2843,0.0001416282611899078
265472,0.0,,0.42292749881744385,-4.265038013458252,0.0005103116855025291,769.0,372.24210023880005,0.0074340710416436195,0.0008288128301501274,0.006822120398283005,1763260428.4965541,,2857,0.00014078340609557927
267904,0.0,,0.5078456401824951,3.528594970703125e-05,0.00013048294931650162,771.0,374.9012517929077,328.47283935546875,-0.0022464515641331673,-0.003146674484014511,1763260431.1557057,,2882,0.00013932411093264818
268800,0.0,,0.5415392518043518,-0.10244452953338623,6.658211350440979e-05,771.0,375.723331451416,0.0005907847662456334,-0.0017466936260461807,-0.0009426027536392212,1763260431.9777853,,2890,0.00013878647587262094
270888,,500.0,,,,,377.60812759399414,,,,1763260433.8625815,500.0,2911,
273388,,500.0,,,,,379.88544940948486,,,,1763260436.1399033,500.0,2935,
274816,0.0,,0.506183922290802,0.14094114303588867,0.00024272222071886063,776.0,381.2354290485382,0.00036937903496436775,-0.00096860621124506,-0.0026726704090833664,1763260437.489883,,2949,0.00013517665502149612
275888,,500.0,,,,,382.186576128006,,,,1763260438.44103,500.0,2960,
277388,,500.0,,,,,383.5527563095093,,,,1763260439.8072102,500.0,2975,
278912,0.0,,0.5562353134155273,-0.00018286705017089844,0.00024331174790859222,780.0,384.96344327926636,647.8302612304688,0.0041115544736385345,0.005387930199503899,1763260441.2178972,,2989,0.00013271889474708587
279808,0.0,,0.5196926593780518,-0.019527912139892578,0.00033744797110557556,780.0,385.7451021671295,0.00031914390274323523,0.0002877749502658844,0.0012956410646438599,1763260441.999556,,2997,0.00013218125968705863
281216,0.0,,0.4963928461074829,-0.025998353958129883,5.657784640789032e-06,782.0,387.04743099212646,0.0005544531159102917,-0.00026512984186410904,0.00030662864446640015,1763260443.301885,,3011,0.0001313364045927301
285312,0.0,,0.4748442769050598,0.12866657972335815,2.2115185856819153e-05,785.0,390.7421541213989,0.00023373879957944155,-0.0009030606597661972,-0.002109657973051071,1763260446.996608,,3051,0.00012887864431831986
285440,0.0,,0.4674053192138672,-8.130073547363281e-05,2.5423243641853333e-05,785.0,390.8583881855011,533.2774047851562,0.0005628522485494614,-0.0007267091423273087,1763260447.112842,,3053,0.00012880183930974454
286848,0.0,,0.5326672196388245,-0.28704941272735596,0.00026272330433130264,786.0,392.15748405456543,0.0003008655330631882,0.0013787029311060905,-0.004282936453819275,1763260448.411938,,3066,0.00012795698421541601
287232,0.0,,0.4706772565841675,-0.03011953830718994,0.0010479940101504326,786.0,392.5018253326416,0.0008321119239553809,0.008933679200708866,-0.008887432515621185,1763260448.7562792,,3070,0.00012772656918969005
288512,0.0,,0.5066018104553223,0.0001302957534790039,0.0009529432281851768,787.0,393.65906023979187,152.34153747558594,0.0018863854929804802,-0.01365509070456028,1763260449.9135141,,3083,0.00012695851910393685
290048,0.0,,0.5121307969093323,-0.03731358051300049,0.00010102242231369019,789.0,395.03579592704773,0.0053077684715390205,-0.002562025561928749,0.00184602290391922,1763260451.2902498,,3098,0.00012603687355294824
290560,0.0,,0.5233486294746399,0.018649280071258545,5.37848100066185e-05,789.0,395.51943731307983,0.005174946505576372,0.0006070611998438835,0.0006494522094726562,1763260451.7738912,,3103,0.00012572965351864696
292992,0.0,,0.48263341188430786,-0.00012934207916259766,0.0006772521883249283,791.0,397.72539234161377,353.13189697265625,0.0012137163430452347,-0.009697020053863525,1763260453.9798462,,3127,0.00012427035835571587
293248,0.0,,0.4987165331840515,-0.08832454681396484,0.0008305879309773445,791.0,397.9460368156433,0.0006569041288457811,-0.002324719913303852,6.145983934402466e-05,1763260454.2004907,,3129,0.00012411674833856523
294528,0.0,,0.5355279445648193,0.0276680588722229,0.0007439078763127327,792.0,399.12057280540466,0.006411355454474688,0.006912919692695141,-0.011542238295078278,1763260455.3750267,,3141,0.00012334869825281203
294784,0.0,,0.4773836135864258,0.24715393781661987,0.001073949970304966,792.0,399.45684599876404,0.0003889656509272754,0.0005339113995432854,0.001988038420677185,1763260455.7113,,3143,0.0001231950882356614
295040,0.0,,0.5518652200698853,0.06973302364349365,2.6670284569263458e-05,792.0,399.69012331962585,0.005495217628777027,0.00038469862192869186,-0.00032760947942733765,1763260455.9445772,,3146,0.00012304147821851075
296576,0.0,,0.5258530378341675,-0.18877792358398438,6.302632391452789e-05,793.0,401.07921862602234,0.004969276953488588,-0.0023961402475833893,0.0019354671239852905,1763260457.3336725,,3161,0.0001221198181156069
297472,0.0,,0.5792826414108276,-3.910064697265625e-05,5.916226655244827e-05,794.0,401.8999750614166,518.4922485351562,0.001314082182943821,-0.004700452089309692,1763260458.154429,,3170,0.00012158218305557966
298880,0.013671875,,0.48036038875579834,-0.18153083324432373,0.006097251549363136,795.0,403.1663031578064,0.00043419652502052486,-0.006911907345056534,-0.031829334795475006,1763260459.420757,,3183,0.00012073732796125114
299388,,500.0,,,,,403.5601279735565,,,,1763260459.8145819,500.0,3188,
302336,0.0,,0.5811862349510193,0.048997461795806885,0.0015599699690937996,796.0,406.91673254966736,0.000550389289855957,0.010284855030477047,-0.0015051867812871933,1763260463.1711864,,3217,0.00011866359272971749
302976,0.0,,0.5296508073806763,3.4570693969726562e-06,9.658187627792358e-05,796.0,407.7078125476837,575.6777954101562,-0.005212020128965378,-0.00011420994997024536,1763260463.9622664,,3224,0.00011827956768684089
305388,,500.0,,,,,410.1310088634491,,,,1763260466.3854628,500.0,3247,
305664,0.0,,0.5168432593345642,0.027048707008361816,0.0005750181153416634,797.0,410.58839416503906,0.0007568738656118512,0.0004359511658549309,-0.003840051591396332,1763260466.842848,,3250,0.00011666666978271678
305888,,500.0,,,,,410.8120467662811,,,,1763260467.0665007,500.0,3252,
306176,0.001953125,,0.46817466616630554,-0.05585038661956787,0.000985497608780861,797.0,411.2262556552887,0.0008724923827685416,0.008187133818864822,-0.004569936543703079,1763260467.4807096,,3255,0.0001163594497484155
306560,0.0,,0.5296376943588257,-0.2078484296798706,0.00027613434940576553,797.0,411.70832204818726,0.005071813240647316,0.010149023495614529,0.0015205368399620056,1763260467.962776,,3259,0.00011612903472268954
307888,,500.0,,,,,413.37728905677795,,,,1763260469.631743,500.0,3272,
308224,0.0,,0.5671019554138184,0.16109192371368408,0.00015125982463359833,797.0,413.69853830337524,0.00037960632471367717,-5.7891011238098145e-06,-0.00011621415615081787,1763260469.9529922,,3275,0.00011513056961121038
308352,0.001953125,,0.5584887266159058,-0.05340564250946045,0.0018399106338620186,798.0,413.8092155456543,0.0003702108806464821,0.004032929427921772,0.0033094584941864014,1763260470.0636694,,3276,0.00011505376460263506
310400,0.0,,0.5484523773193359,1.4185905456542969e-05,0.00032417941838502884,799.0,415.6778428554535,721.3458251953125,0.009097718633711338,0.008740048855543137,1763260471.9322968,,3296,0.00011382488446542993
310784,0.0,,0.5668233036994934,-0.13268983364105225,0.0023525357246398926,799.0,416.0122723579407,0.0004986799322068691,-0.00157172791659832,-0.011357039213180542,1763260472.2667263,,3299,0.00011359446943970397
314752,0.0,,0.4984878599643707,-0.3874019384384155,0.0008083740249276161,802.0,419.67908096313477,0.000770083861425519,-0.012344694696366787,-0.002256132662296295,1763260475.9335349,,3338,0.00011121351417386904
316032,0.0,,0.493534117937088,0.15292656421661377,3.942009061574936e-05,803.0,420.8356213569641,0.007092539686709642,-0.0033246977254748344,-0.0009175390005111694,1763260477.0900753,,3351,0.00011044547136407346
316672,0.0,,0.49717360734939575,0.11546802520751953,0.0023934952914714813,803.0,421.3952395915985,0.0007802211912348866,0.023773495107889175,0.002425268292427063,1763260477.6496935,,3357,0.00011006144632119685
316928,0.0,,0.5233495235443115,8.374452590942383e-05,0.00026812776923179626,803.0,421.6567499637604,551.2904052734375,0.004199046641588211,-0.001973472535610199,1763260477.9112039,,3360,0.00010990783630404621
320888,,500.0,,,,,425.1596736907959,,,,1763260481.4141276,500.0,3398,
321152,0.0,,0.5459761023521423,-0.023753643035888672,0.0009545739740133286,806.0,425.45648860931396,0.0006284764967858791,-0.007741611450910568,-0.009241968393325806,1763260481.7109425,,3401,0.00010737327102106065
321664,0.0,,0.5861396193504333,-0.4859027862548828,0.0005472125485539436,807.0,425.94162607192993,0.0012633707374334335,-0.00022610370069742203,-0.005666791461408138,1763260482.19608,,3406,0.00010706605098675936
321792,0.0,,0.5656061172485352,0.07944315671920776,0.0008069872856140137,807.0,426.05196356773376,0.0007284797029569745,0.0017339382320642471,0.002153214067220688,1763260482.3064175,,3407,0.00010698924597818404
322944,0.0,,0.5446540117263794,0.00039464235305786133,4.900991916656494e-05,808.0,427.1106858253479,689.8358764648438,-0.0002477690577507019,-0.0018735192716121674,1763260483.3651397,,3419,0.00010629800090100616
323712,0.0,,0.5598363876342773,-0.6233055591583252,0.0010142931714653969,808.0,427.78445649147034,0.0012120757019147277,0.0020599616691470146,-0.008952781558036804,1763260484.0389104,,3426,0.00010583717084955424
323888,,500.0,,,,,427.9514033794403,,,,1763260484.2058573,500.0,3428,
