global_step,losses/approx_kl,_step,charts/SPS,losses/value_loss,_timestamp,losses/entropy,losses/old_approx_kl,charts/episodic_return,losses/policy_loss,charts/episodic_length,charts/learning_rate,_runtime,losses/explained_variance,losses/clipfrac
126592,0.001392739824950695,2389,1029.0,4.9351147026754916e-05,1763260141.0799067,0.11665862053632736,0.005862333811819553,,-0.0005887746810913086,,0.00022411673853639513,130.06389474868774,0.9883686900138855,0.017578125
129792,0.006884755566716194,2426,1031.0,0.0008146563777700067,1763260143.9520338,0.1373031586408615,0.01610483229160309,,-0.002688392996788025,,0.00022219661332201213,132.93602180480957,-4.0411949157714844e-05,0.033203125
130176,0.0035761408507823944,2430,1032.0,5.824164873047266e-06,1763260144.2738268,0.1446905881166458,0.014498725533485413,,-0.005090489983558655,,0.0002219662128482014,133.2578148841858,0.9505094289779663,0.060546875
131620,,2449,,,1763260145.573146,,,197.0,,197.0,,134.55713415145874,,
132864,0.00034550949931144714,2465,1033.0,0.001584228128194809,1763260146.7347202,0.18412208557128906,-0.0036346018314361572,,0.00060301274061203,,0.00022035330766811967,135.71870827674866,-1.239776611328125e-05,0.001953125
134912,0.00394770223647356,2493,1034.0,144.4494171142578,1763260148.6169095,0.20500686764717102,0.007999634370207787,,0.001320626586675644,,0.00021912442753091455,137.60089755058289,-2.5033950805664062e-05,0.00390625
135855,,2506,,,1763260149.4575279,,,150.0,,150.0,,138.4415159225464,,
136443,,2514,,,1763260149.9476438,,,150.0,,150.0,,138.93163180351257,,
136448,0.0032097473740577698,2515,1034.0,143.74375915527344,1763260150.057347,0.18006448447704315,-0.0016955863684415817,,-0.006407825276255608,,0.0002182027674280107,139.041335105896,-6.079673767089844e-06,0.013671875
136832,0.008690733462572098,2520,1034.0,0.0016976267797872424,1763260150.407145,0.1672833412885666,-0.013255665078759193,,0.018396243453025818,,0.00021797235240228474,139.39113306999207,-1.0967254638671875e-05,0.046875
137703,,2533,,,1763260151.1633224,,,141.0,,141.0,,140.1473104953766,,
138112,0.0017559695988893509,2540,1035.0,143.0445098876953,1763260151.591235,0.2237260937690735,0.011573180556297302,,0.0017703231424093246,,0.00021720430231653154,140.57522296905518,-8.58306884765625e-06,0.04296875
138613,,2547,,,1763260151.9721537,,,122.0,,122.0,,140.95614171028137,,
139954,,2570,,,1763260153.2930706,,,22.0,,22.0,,142.2770586013794,,
140032,0.008622946217656136,2571,1035.0,141.92697143554688,1763260153.3974953,0.28431951999664307,-0.010250343009829521,,-0.00032675638794898987,,0.00021605222718790174,142.3814833164215,-2.777576446533203e-05,0.03515625
140416,0.002888774499297142,2577,1035.0,0.001831216854043305,1763260153.741395,0.20515257120132446,0.023831328377127647,,-0.007725998759269714,,0.00021582181216217577,142.72538304328918,-5.841255187988281e-06,0.015625
141924,,2610,,,1763260155.1621237,,,119.0,,119.0,,144.14611172676086,,
142596,,2630,,,1763260155.9640048,,,113.0,,113.0,,144.94799280166626,,
142788,,2636,,,1763260156.147676,,,18.0,,18.0,,145.13166403770447,,
142946,,2646,,,1763260156.4311385,,,20.0,,20.0,,145.41512656211853,,
142964,,2647,,,1763260156.4582992,,,18.0,,18.0,,145.44228720664978,,
142976,0.0006047431379556656,2648,1032.0,273.0456237792969,1763260156.5666337,0.15991957485675812,0.008390119299292564,,0.0024261288344860077,,0.00021428571199066937,145.55062174797058,-5.698204040527344e-05,0.0078125
143268,,2668,,,1763260157.0839329,,,15.0,,15.0,,146.06792092323303,,
143488,0.0028198156505823135,2683,1029.0,268.0662841796875,1763260157.539465,0.18449953198432922,0.02869432605803013,,-0.030767597258090973,,0.0002139784919563681,146.52345299720764,-3.5762786865234375e-05,0.015625
143538,,2687,,,1763260157.6105905,,,14.0,,14.0,,146.59457850456238,,
143569,,2689,,,1763260157.6555948,,,16.0,,16.0,,146.63958287239075,,
143615,,2692,,,1763260157.702023,,,16.0,,16.0,,146.6860110759735,,
144150,,2732,,,1763260158.8878603,,,17.0,,17.0,,147.87184834480286,,
144430,,2752,,,1763260159.4586463,,,15.0,,15.0,,148.44263434410095,,
144498,,2757,,,1763260159.5695703,,,11.0,,11.0,,148.55355834960938,,
144852,,2782,,,1763260160.3053498,,,15.0,,15.0,,149.28933787345886,,
145012,,2793,,,1763260160.592469,,,15.0,,15.0,,149.5764570236206,,
145604,,2824,,,1763260161.596599,,,19.0,,19.0,,150.58058714866638,,
146351,,2843,,,1763260162.4446378,,,136.0,,136.0,,151.42862582206726,,
147328,0.03073420375585556,2857,1014.0,124.45929718017578,1763260163.3649693,0.15459443628787994,0.03526182845234871,,0.03079451434314251,,0.00021167434169910848,152.34895730018616,-0.0004076957702636719,0.1197916641831398
150528,0.002294108271598816,2890,1017.0,0.001545038539916277,1763260166.117598,0.12798355519771576,0.004490828141570091,,-0.011144528165459633,,0.0002097542310366407,155.10158610343933,-0.00022614002227783203,0.005859375
156544,0.0019229119643568993,2949,1020.0,0.0028195749036967754,1763260171.5696497,0.18481779098510742,0.0064787836745381355,,-0.02534877136349678,,0.00020614439563360065,160.55363774299622,-0.0003993511199951172,0.00390625
157696,0.0012760404497385025,2960,1020.0,0.0008457330404780805,1763260172.612223,0.2639732360839844,0.004843646660447121,,-0.00855017825961113,,0.00020545315055642277,161.5962109565735,0.8890519142150879,0.0
159232,0.001933155581355095,2975,1021.0,0.0006827646284364164,1763260174.0020611,0.1775485873222351,0.0030825175344944,,-0.0007397830486297607,,0.00020453149045351893,162.98604917526245,0.9756522178649902,0.01171875
161482,,2997,,,1763260176.0098255,,,500.0,,500.0,,164.99381351470947,,
162944,0.008826609700918198,3011,1023.0,0.00012562367192003876,1763260177.361834,0.1505351960659027,-0.01020219549536705,,-0.028524374589323997,,0.00020230414520483464,166.34582209587097,0.9822803735733032,0.041015625
166982,,3051,,,1763260180.9642673,,,500.0,,500.0,,169.94825530052185,,
168482,,3066,,,1763260182.3763897,,,500.0,,500.0,,171.3603777885437,,
168960,0.019617529585957527,3070,1026.0,0.00011207355419173837,1763260182.8102155,0.1970108151435852,0.06747003644704819,,-0.02081989124417305,,0.0001986943098017946,171.79420351982117,0.9562910199165344,0.08203125
170240,0.002033557742834091,3083,1026.0,6.713426955684554e-06,1763260183.9715254,0.11934550106525421,0.00461733341217041,,-0.01752108335494995,,0.00019792627426795661,172.95551347732544,0.9677860140800476,0.001953125
171776,0.00022644642740488052,3098,1027.0,7.688488949497696e-06,1763260185.3795865,0.24316877126693726,-0.005197550170123577,,-0.0019695088267326355,,0.00019700461416505277,174.3635745048523,0.9096240997314453,0.0
174720,0.0019522346556186676,3127,1028.0,0.00048591935774311423,1763260188.0215971,0.17788274586200714,0.002765953540802002,,0.004462160170078278,,0.0001952380989678204,177.00558519363403,0.8289579749107361,0.052734375
174976,0.0009271502494812012,3129,1028.0,7.931800064397976e-05,1763260188.2451673,0.09025450050830841,-0.0037552546709775925,,0.0014237836003303528,,0.00019508448895066977,177.22915530204773,0.9234787821769714,0.0
176128,0.0043851593509316444,3141,1029.0,0.0003777107340283692,1763260189.2908015,0.19890938699245453,0.003153477795422077,,0.017270104959607124,,0.00019439324387349188,178.27478957176208,0.9317253828048706,0.01171875
176640,0.0006113443523645401,3146,1029.0,0.00035706660128198564,1763260189.775797,0.16018134355545044,0.0008927751332521439,,-0.0024550575762987137,,0.0001940860238391906,178.7597849369049,0.9454033970832825,0.0
179072,0.002430037595331669,3170,1030.0,0.002828944241628051,1763260191.9750915,0.19240465760231018,0.007884115912020206,,-0.02920129895210266,,0.00019262672867625952,180.95907950401306,-0.00024139881134033203,0.005859375
180480,0.025377774611115456,3183,1030.0,2.7777017749031074e-05,1763260193.2408826,0.13396500051021576,0.08307410031557083,,-0.03193548694252968,,0.000191781873581931,182.2248706817627,0.9744313359260559,0.0859375
180982,,3188,,,1763260193.6179478,,,500.0,,500.0,,182.60193586349487,,
183936,0.002084570936858654,3217,1032.0,2.853257683455013e-07,1763260196.3722146,0.20278508961200714,0.0017766961827874184,,0.007418692111968994,,0.00018970813835039735,185.35620260238647,0.9048951864242554,0.025390625
184576,0.003059934824705124,3224,1032.0,0.0033332316670566797,1763260196.9689648,0.19346153736114502,0.010417234152555466,,-0.013256669044494629,,0.00018932411330752075,185.9529528617859,-0.00010287761688232422,0.005859375
186982,,3247,,,1763260199.1084182,,,500.0,,500.0,,188.09240627288818,,
187264,0.007583677768707275,3250,1033.0,1.2732925824820995e-08,1763260199.4128246,0.09427202492952347,0.01054723747074604,,0.008935767225921154,,0.00018771120812743902,188.39681267738342,0.9498080015182495,0.029296875
187776,0.0035616308450698853,3255,1033.0,4.36120626545744e-06,1763260199.859088,0.17185939848423004,-0.012697285041213036,,0.02678266167640686,,0.00018740398809313774,188.84307599067688,0.8524671792984009,0.05078125
188160,0.001048319973051548,3259,1033.0,0.0007778774597682059,1763260200.2339919,0.21695543825626373,0.006514846347272396,,-0.00543038547039032,,0.00018717357306741178,189.2179799079895,0.9398022890090942,0.00390625
189824,0.0038807932287454605,3275,1034.0,5.907058948650956e-07,1763260201.7241414,0.1798652559518814,-0.005984345450997353,,-0.005986165255308151,,0.00018617510795593262,190.70812940597534,0.9521884322166443,0.009765625
189952,0.0015893206000328064,3276,1034.0,3.860525248455815e-05,1763260201.8341584,0.1689702868461609,-0.001895315945148468,,0.0031725838780403137,,0.00018609831749927253,190.81814646720886,0.9656663537025452,0.03125
191982,,3296,,,1763260203.67304,,,500.0,,500.0,,192.6570279598236,,
196224,0.0020938124507665634,3338,1035.0,0.00026091549079865217,1763260207.6277492,0.18131832778453827,0.006315631791949272,,0.00040353648364543915,,0.00018233487207908183,196.61173725128174,0.9135667085647583,0.05859375
197504,0.0003577340394258499,3351,1036.0,0.0027125428896397352,1763260208.787067,0.14147190749645233,-0.00268474780023098,,0.0013881959021091461,,0.00018156682199332863,197.77105498313904,-1.5735626220703125e-05,0.00390625
198144,0.0024769511073827744,3357,1036.0,1.0126208508154377e-05,1763260209.3478107,0.10391244292259216,0.023754509165883064,,-0.04318856820464134,,0.00018118279695045203,198.33179879188538,0.9543107151985168,0.02734375
198482,,3360,,,1763260209.6332357,,,500.0,,500.0,,198.61722373962402,,
202368,0.0025894204154610634,3398,1037.0,2.2650965547654778e-08,1763260213.1752272,0.19370386004447937,0.010031729005277157,,-0.019635025411844254,,0.00017864823166746646,202.1592152118683,0.817725658416748,0.00390625
202624,0.0005308520048856735,3401,1037.0,0.00021013918740209192,1763260213.4049187,0.19260558485984802,0.006672833114862442,,-0.01086428388953209,,0.00017849462165031582,202.38890671730042,0.9677324891090393,0.0
203136,0.003036270849406719,3406,1037.0,0.0004592261975631118,1763260213.8887367,0.25010672211647034,0.009724116884171963,,-0.009332139045000076,,0.00017818740161601454,202.87272477149963,0.7049326300621033,0.02734375
204482,,3419,,,1763260215.0642161,,,500.0,,500.0,,204.0482041835785,,
205184,0.0007272437214851379,3426,1038.0,0.0006972700357437134,1763260215.7145398,0.10387195646762848,-0.002538878470659256,,0.006261896342039108,,0.00017695852147880942,204.69852781295776,0.8931738138198853,0.00390625
205440,0.0192585252225399,3428,1038.0,4.141355020692572e-05,1763260215.9727478,0.2034684717655182,0.06913180649280548,,-0.03824996203184128,,0.00017680491146165878,204.9567358493805,0.7446234226226807,0.044921875
206080,1.494772732257843e-06,3435,1038.0,0.0034786094911396503,1763260216.5344748,0.20263725519180298,-0.0001703975722193718,,-0.00036390870809555054,,0.00017642088641878217,205.51846289634705,-6.914138793945312e-05,0.0
207616,0.0048973821103572845,3450,1039.0,0.00013482992653734982,1763260217.944284,0.15069028735160828,0.02902303636074066,,-0.02813311666250229,,0.00017549922631587833,206.92827200889587,0.7551381587982178,0.03515625
207744,0.008205837570130825,3451,1039.0,1.6348352801287547e-05,1763260218.0595698,0.18184521794319153,0.03665900230407715,,-0.03605736047029495,,0.000175422421307303,207.04355788230896,0.7860362529754639,0.03515625
208896,0.003092557191848755,3462,1039.0,1.5494824765482917e-06,1763260219.098719,0.1626240760087967,-0.0007053688168525696,,0.012575328350067139,,0.00017473117623012513,208.08270692825317,0.733534574508667,0.033203125
210304,0.001438351348042488,3476,1039.0,9.545738066663034e-07,1763260220.3697402,0.17472471296787262,0.011663924902677536,,-0.010863780975341797,,0.00017388633568771183,209.35372829437256,0.8944787979125977,0.0
210560,0.00012817513197660446,3479,1040.0,145.23196411132812,1763260220.594958,0.2792210280895233,0.0056305741891264915,,0.0009726416319608688,,0.0001737327256705612,209.57894611358643,-1.9311904907226562e-05,0.0
212992,0.0014063026756048203,3503,1040.0,0.0020597593393176794,1763260222.789404,0.11016348749399185,-0.007860137149691582,,0.004942644387483597,,0.0001722734305076301,211.7733919620514,-6.794929504394531e-06,0.01171875
214016,0.0025511421263217926,3513,1041.0,0.003052076091989875,1763260223.724125,0.18861280381679535,0.009689584374427795,,-0.0012444406747817993,,0.00017165899043902755,212.70811295509338,-1.239776611328125e-05,0.01171875
215296,0.007969692349433899,3525,1041.0,8.655815690872259e-07,1763260224.88177,0.16211964190006256,0.031125428155064583,,-0.02166503295302391,,0.00017089094035327435,213.8657579421997,0.7986284494400024,0.029296875
216482,,3537,,,1763260225.9356468,,,500.0,,500.0,,214.91963481903076,,
218240,0.0008059125393629074,3554,1041.0,9.415671229362488e-07,1763260227.5984192,0.2210812121629715,-0.006531445309519768,,0.006701130419969559,,0.00016912442515604198,216.58240723609924,0.14406448602676392,0.0
218368,0.0012945551425218582,3555,1042.0,4.370594979263842e-07,1763260227.7088032,0.05138890817761421,0.008713655173778534,,-0.016018155962228775,,0.00016904762014746666,216.692791223526,0.9455149173736572,0.015625
220482,,3576,,,1763260229.6048908,,,500.0,,500.0,,218.58887887001038,,
220672,0.0023684343323111534,3578,1042.0,0.0009795671794563532,1763260229.8077028,0.2155570387840271,0.011156472377479076,,-0.013473348692059517,,0.0001676651299931109,218.79169082641602,0.6663726568222046,0.060546875
220982,,3581,,,1763260230.0494177,,,500.0,,500.0,,219.03340578079224,,
221824,0.0001617688685655594,3589,1042.0,4.9939444579649717e-08,1763260230.8496587,0.10460799932479858,0.0020134933292865753,,-0.003665362950414419,,0.000166973884915933,219.833646774292,0.9562336802482605,0.0
224256,0.007570834830403328,3613,1043.0,7.839744284865446e-07,1763260233.051906,0.34058523178100586,0.02285381406545639,,-0.02492867037653923,,0.00016551458975300193,222.03589415550232,0.8288049697875977,0.015625
228608,0.006852004677057266,3656,1044.0,145.29151916503906,1763260237.0062246,0.1741415560245514,0.03098987229168415,,0.0043981801718473434,,0.00016290321946144104,225.9902126789093,-1.1086463928222656e-05,0.025390625
229982,,3669,,,1763260238.194204,,,500.0,,500.0,,227.17819213867188,,
230982,,3679,,,1763260239.1174538,,,500.0,,500.0,,228.10144186019897,,
231424,0.006918836385011673,3683,1045.0,1.500375583418645e-05,1763260239.5428534,0.3051440417766571,0.014105238020420074,,0.016782760620117188,,0.00016121352382469922,228.52684140205383,0.8427183628082275,0.04296875
231482,,3684,,,1763260239.5624177,,,500.0,,500.0,,228.54640579223633,,
234240,0.028377244248986244,3711,1045.0,8.665419954922982e-07,1763260242.1079993,0.28915414214134216,0.04076865687966347,,-0.01412518322467804,,0.00015952381363604218,231.0919873714447,0.4614558815956116,0.083984375
234482,,3713,,,1763260242.2585304,,,500.0,,500.0,,231.2425184249878,,
234624,0.008913191966712475,3715,1046.0,0.0003668676072265953,1763260242.4459522,0.2027803510427475,0.04141833260655403,,-0.01968560367822647,,0.00015929339861031622,231.42994022369385,0.7885720729827881,0.0234375
236288,0.0076046111062169075,3731,1046.0,1.2824048098991625e-06,1763260243.939015,0.20956355333328247,0.013945282436907291,,0.005490094423294067,,0.00015829493349883705,232.92300295829773,0.9684239029884338,0.0390625
236544,0.007249318994581699,3734,1046.0,0.002429444808512926,1763260244.2000904,0.18168993294239044,0.03976478427648544,,-0.014542274177074432,,0.0001581413234816864,233.1840784549713,-9.5367431640625e-06,0.03125
238720,0.00650015939027071,3755,1046.0,0.0005174643592908978,1763260246.179668,0.2852456569671631,0.045902907848358154,,-0.03510097414255142,,0.00015683563833590597,235.16365599632263,0.8751663565635681,0.0546875
240768,0.0003189016133546829,3775,1047.0,1.7837704945122823e-05,1763260248.0811827,0.2124919295310974,-0.0031548961997032166,,0.0016768351197242737,,0.00015560675819870085,237.0651707649231,0.7640536427497864,0.0
241152,0.008366147987544537,3779,1047.0,0.0008506043232046068,1763260248.4603848,0.25703346729278564,0.045863162726163864,,-0.02585383877158165,,0.00015537634317297488,237.44437289237976,0.873548686504364,0.0390625
243712,0.002801232971251011,3804,1047.0,0.00034163164673373103,1763260250.8050184,0.1791948527097702,0.004426143132150173,,-0.0020572245121002197,,0.00015384024300146848,239.7890064716339,0.9083555936813354,0.013671875
243982,,3807,,,1763260251.035408,,,500.0,,500.0,,240.01939606666565,,
248064,0.002425902523100376,3847,1048.0,0.0022739185951650143,1763260254.8212037,0.12520581483840942,0.016603004187345505,,-0.029232162982225418,,0.0001512288727099076,243.8051917552948,-4.291534423828125e-06,0.00390625
251392,0.006150658242404461,3879,1048.0,1.24327261801227e-05,1763260257.8920906,0.10797648131847382,0.02611546590924263,,-0.0021285638213157654,,0.0001492319570388645,246.87607860565186,0.9695932865142822,0.0546875
251904,0.0019774800166487694,3884,1048.0,3.39687176165171e-08,1763260258.342096,0.13112200796604156,0.0010806499049067497,,0.004917331039905548,,0.0001489247370045632,247.3260841369629,0.9036300778388977,0.041015625
252160,0.0001624375581741333,3887,1048.0,0.00011424283002270386,1763260258.5682297,0.12587995827198029,-0.0015398282557725906,,0.00012137554585933685,,0.00014877112698741257,247.5522177219391,0.9624646902084351,0.0
252544,0.0038673579692840576,3891,1048.0,0.0018703086534515023,1763260258.9391065,0.15138722956180573,0.028732504695653915,,-0.01887461543083191,,0.0001485407119616866,247.9230945110321,-1.0728836059570312e-05,0.02734375
253312,0.0043781828135252,3898,1049.0,1.1138035915791988e-06,1763260259.6172156,0.14687466621398926,0.014516117051243782,,-0.009402364492416382,,0.0001480798819102347,248.60120368003845,0.9474191665649414,0.013671875
254720,0.0038372352719306946,3912,1049.0,0.0006192306755110621,1763260260.929983,0.1385355144739151,0.017823146656155586,,-0.01110062375664711,,0.00014723502681590617,249.91397094726562,0.9549192190170288,0.017578125
254982,,3915,,,1763260261.1578662,,,500.0,,500.0,,250.14185428619385,,
256384,0.00026939064264297485,3928,1049.0,7.033421752566937e-06,1763260262.4292657,0.13012191653251648,0.0046670567244291306,,-0.005925675854086876,,0.000146236561704427,251.4132537841797,0.9050761461257935,0.0
258176,0.0010696221143007278,3946,1049.0,0.0004043151857331395,1763260264.076519,0.10364343971014023,-0.004011217504739761,,0.0085299052298069,,0.00014516129158437252,253.0605070590973,0.9684211015701294,0.001953125
259968,0.01799972914159298,3963,1050.0,3.633490632637404e-05,1763260265.681957,0.16702193021774292,0.009841596707701683,,0.0,,0.00014408602146431804,254.6659450531006,1.0,0.119140625
261760,0.005927667953073978,3981,1050.0,1.104971488530282e-06,1763260267.3282313,0.2346242368221283,0.021206706762313843,,-0.024067837744951248,,0.00014301075134426355,256.3122193813324,0.8894259929656982,0.017578125
263424,0.001955108717083931,3997,1050.0,2.666516593308188e-05,1763260268.8189447,0.30042198300361633,0.004979174584150314,,0.0,,0.0001420122862327844,257.8029327392578,0.998404860496521,0.0
269696,0.0010169986635446548,4059,1051.0,0.0006224233657121658,1763260274.5699768,0.24863624572753906,0.024843795225024223,,-0.023182950913906097,,0.0001382488408125937,263.55396485328674,0.7789354920387268,0.015625
272512,0.000277162529528141,4087,1052.0,0.0015333197079598904,1763260277.114524,0.16672192513942719,0.010950042866170406,,-0.0017035603523254395,,0.00013655914517585188,266.0985119342804,-3.6954879760742188e-06,0.02734375
272982,,4091,,,1763260277.4647565,,,500.0,,500.0,,266.44874453544617,,
274432,0.024471323937177658,4105,1052.0,3.457628918113187e-05,1763260278.8553674,0.2689979076385498,-0.0009003430604934692,,-0.011197134852409363,,0.00013540707004722208,267.83935546875,0.9366583228111267,0.078125
274816,0.00873619969934225,4109,1052.0,8.320523193106055e-06,1763260279.1924608,0.17001836001873016,-0.02032819390296936,,0.011025577783584595,,0.00013517665502149612,268.1764488220215,0.9791074395179749,0.060546875
275456,0.000677032396197319,4115,1052.0,1.9128932763123885e-05,1763260279.7921503,0.15436996519565582,-0.00044043175876140594,,0.0001764148473739624,,0.00013479262997861952,268.77613830566406,0.9877156019210815,0.0
275840,0.018370073288679123,4119,1052.0,3.7849749787710607e-06,1763260280.1291153,0.36256954073905945,0.04849408566951752,,-0.028232745826244354,,0.00013456221495289356,269.11310338974,0.9673155546188354,0.068359375
278982,,4150,,,1763260282.955621,,,500.0,,500.0,,271.93960905075073,,
280832,2.5315210223197937e-05,4168,1053.0,8.320532288053073e-06,1763260284.6586206,0.2647167444229126,-0.0006662216037511826,,-0.0015854611992835999,,0.00013156681961845607,273.6426086425781,0.9787388443946838,0.0
282482,,4184,,,1763260286.1183662,,,500.0,,500.0,,275.1023542881012,,
283482,,4194,,,1763260287.0451908,,,500.0,,500.0,,276.02917885780334,,
286482,,4224,,,1763260289.8009825,,,500.0,,500.0,,278.7849705219269,,
286982,,4229,,,1763260290.2828565,,,500.0,,500.0,,279.2668445110321,,
288482,,4243,,,1763260291.581397,,,500.0,,500.0,,280.5653851032257,,
288768,0.015699826180934906,4246,1054.0,1.4673059922643006e-07,1763260291.8824368,0.20096711814403534,0.05282872915267944,,-0.048267800360918045,,0.0001268049090867862,280.86642479896545,0.8745629191398621,0.076171875
289408,0.0014900723472237587,4252,1054.0,3.368006582604721e-05,1763260292.482761,0.15365523099899292,0.01881667971611023,,-0.005124427378177643,,0.0001264208840439096,281.4667489528656,0.9765541553497314,0.0390625
289536,0.005120709538459778,4254,1054.0,0.0015439133858308196,1763260292.596511,0.1624794602394104,0.04574375972151756,,-0.02577662467956543,,0.0001263440790353343,281.5804989337921,-2.1457672119140625e-06,0.0234375
291840,1.1837109923362732e-06,4276,1055.0,2.7510992367751896e-05,1763260294.6855373,0.15551671385765076,-0.0006167301908135414,,0.00037788134068250656,,0.00012496160343289375,283.66952538490295,0.734143853187561,0.0
291968,1.0989606380462646e-06,4277,1055.0,6.83940015733242e-09,1763260294.79743,0.12417400628328323,-0.000338725745677948,,-0.00036628544330596924,,0.00012488479842431843,283.78141808509827,0.7214015126228333,0.0
291982,,4278,,,1763260294.8033848,,,500.0,,500.0,,283.7873728275299,,
293248,0.00809689424932003,4290,1055.0,8.962251740740612e-08,1763260295.9552422,0.24879252910614014,0.01294839009642601,,0.008123598992824554,,0.00012411674833856523,284.93923020362854,0.9059412479400635,0.05859375
293482,,4292,,,1763260296.1019819,,,500.0,,500.0,,285.08596992492676,,
295680,0.00010120216757059097,4314,1055.0,0.00023157360556069762,1763260298.1593764,0.1235886812210083,-0.000325140543282032,,0.005638899281620979,,0.00012265745317563415,287.1433644294739,0.9665926098823547,0.0
296064,0.0012475121766328812,4318,1055.0,0.0023401868529617786,1763260298.5338721,0.1360723227262497,0.003009786829352379,,-0.0068874359130859375,,0.00012242703814990819,287.5178601741791,-2.9802322387695312e-06,0.001953125
298982,,4346,,,1763260301.1519556,,,500.0,,500.0,,290.13594365119934,,
300982,,4366,,,1763260302.9994953,,,500.0,,500.0,,291.98348331451416,,
301568,0.00021561235189437866,4372,1056.0,0.002331794472411275,1763260303.5392754,0.13075967133045197,0.006682956591248512,,-0.004942543804645538,,0.00011912442278116941,292.52326345443726,-5.7220458984375e-06,0.001953125
303104,2.5043264031410217e-06,4387,1056.0,0.0021467353217303753,1763260304.9405642,0.20604003965854645,-0.0002485224977135658,,0.0002950206398963928,,0.00011820276267826557,293.92455220222473,-4.172325134277344e-06,0.0
304000,0.00038179755210876465,4396,1057.0,0.0009919875301420689,1763260305.7233763,0.16612061858177185,0.0018467102199792862,,-0.01662329211831093,,0.00011766512761823833,294.707364320755,-9.5367431640625e-07,0.0
305982,,4415,,,1763260307.4897063,,,500.0,,500.0,,296.4736943244934,,
310144,3.8780272006988525e-06,4456,1058.0,0.0003558983444236219,1763260311.290217,0.10295587033033371,1.6421079635620117e-05,,-0.0007102135568857193,,0.00011397849448258057,300.2742049694061,0.9744896292686462,0.0
312448,0.014601444825530052,4478,1058.0,1.23543932204484e-05,1763260313.3523834,0.21081696450710297,-0.00043952837586402893,,-0.017852192744612694,,0.00011259600432822481,302.33637142181396,0.9607669115066528,0.029296875
312576,0.007858434692025185,4480,1058.0,0.001621955307200551,1763260313.4661028,0.17253510653972626,0.03975120931863785,,-0.010551348328590393,,0.00011251919931964949,302.45009088516235,-4.410743713378906e-06,0.05078125
313856,0.0024503041058778763,4492,1058.0,3.8734953704988584e-05,1763260314.6174917,0.20932795107364655,-0.016901308670639992,,0.0,,0.00011175114923389629,303.60147976875305,0.9751952886581421,0.0
314482,,4498,,,1763260315.103415,,,500.0,,500.0,,304.08740305900574,,
316928,0.009888436645269394,4522,1058.0,1.0955288416880649e-05,1763260317.4322653,0.15390174090862274,-0.05472049117088318,,0.0,,0.00010990783630404621,306.41625332832336,1.0,0.072265625
317056,0.001708773896098137,4524,1058.0,147.4344024658203,1763260317.5455918,0.1836480051279068,0.002198917791247368,,9.94410365819931e-05,,0.0001098310312954709,306.5295798778534,-3.933906555175781e-06,0.00390625
317184,0.007771085016429424,4525,1059.0,0.00034922550548799336,1763260317.658586,0.1895703375339508,0.05787891149520874,,-0.03205471113324165,,0.00010975422628689557,306.64257407188416,0.8957303762435913,0.037109375
317440,0.006805377081036568,4527,1059.0,9.713669896882493e-06,1763260317.8807507,0.30580124258995056,0.006547773256897926,,0.0,,0.00010960061626974493,306.86473870277405,1.0,0.03515625
317824,0.0014962907880544662,4531,1059.0,5.835072443005629e-07,1763260318.2186437,0.17374154925346375,0.012728367000818253,,0.003804802894592285,,0.00010937020124401897,307.20263171195984,0.9210200309753418,0.0
317982,,4533,,,1763260318.3435133,,,500.0,,500.0,,307.32750129699707,,
318080,0.0005679167807102203,4534,1059.0,147.46263122558594,1763260318.4807749,0.15675365924835205,-0.007189685478806496,,0.028721321374177933,,0.00010921659122686833,307.4647629261017,-3.814697265625e-06,0.025390625
320256,0.002322738990187645,4555,1059.0,3.6962937883799896e-06,1763260320.417933,0.1515805572271347,0.00911145843565464,,-0.004281692206859589,,0.00010791090608108789,309.40192103385925,0.9257158637046814,0.009765625
320982,,4562,,,1763260321.043038,,,500.0,,500.0,,310.02702593803406,,
326144,0.0006528869271278381,4613,1060.0,0.0002760849893093109,1763260325.7774632,0.13134808838367462,0.005099177360534668,,-0.0010040625929832458,,0.00010437788296258077,314.76145124435425,0.9784125089645386,0.0
327482,,4626,,,1763260326.952089,,,500.0,,500.0,,315.9360771179199,,
328448,2.737622708082199e-05,4635,1060.0,7.689115591347218e-06,1763260327.8592334,0.22443854808807373,0.00042024534195661545,,0.0,,0.000102995392808225,316.84322142601013,1.0,0.0
328982,,4641,,,1763260328.3167133,,,500.0,,500.0,,317.300701379776,,
329344,4.2623840272426605e-05,4644,1060.0,2.838205546140671e-07,1763260328.6435142,0.060306616127491,-0.002781958319246769,,0.0011282190680503845,,0.00010245775774819776,317.62750220298767,0.8631207346916199,0.0
331008,0.0023278724402189255,4661,1060.0,0.0014810534194111824,1763260330.1760504,0.21421630680561066,0.020994851365685463,,-0.042476166039705276,,0.0001014592926367186,319.1600384712219,-1.1920928955078125e-06,0.00390625
332482,,4675,,,1763260331.4976091,,,500.0,,500.0,,320.4815971851349,,
334080,0.002865064889192581,4691,1061.0,0.001503312261775136,1763260332.9656358,0.12426193058490753,-0.0008558668196201324,,-0.002713531255722046,,9.961597243091092e-05,321.9496238231659,-3.337860107421875e-06,0.01171875
335982,,4709,,,1763260334.6433241,,,500.0,,500.0,,323.6273121833801,,
